measure_id,fiber_row_id,sample_count,sum_value,average_num,average_den,weight_digits,weight_mod_1000000007,weight_mod_1000000009,conditional_total_digits,conditional_total_mod_1000000007,conditional_total_mod_1000000009,mixed_total_digits,mixed_total_mod_1000000007,mixed_total_mod_1000000009,conditional_prob_num_digits,conditional_prob_den_digits,conditional_prob_num_mod_1000000007,conditional_prob_den_mod_1000000007,conditional_prob_num_mod_1000000009,conditional_prob_den_mod_1000000009,mixed_prob_num_digits,mixed_prob_den_digits,mixed_prob_num_mod_1000000007,mixed_prob_den_mod_1000000007,mixed_prob_num_mod_1000000009,mixed_prob_den_mod_1000000009
0,10,3,2,2,3,17,684166151,653936137,19,379707654,742380419,97,521628264,852323877,17,19,684166151,379707654,653936137,742380419,15,95,997532555,316575223,997296385,530096285
0,11,3,3,3,3,17,258799322,152667414,19,379707654,742380419,97,521628264,852323877,17,19,258799322,379707654,152667414,742380419,16,96,282349917,65203533,269083429,481540488
0,12,3,4,4,3,18,212521865,796003304,19,379707654,742380419,97,521628264,852323877,18,19,212521865,379707654,796003304,742380419,16,96,614732928,875772444,599857266,566154429
0,13,3,5,5,3,18,188660943,500425750,19,379707654,742380419,97,521628264,852323877,18,19,188660943,379707654,500425750,742380419,17,96,656332929,751544881,607173273,132308849
0,14,3,6,6,3,18,305982630,913928582,19,379707654,742380419,97,521628264,852323877,18,19,305982630,379707654,913928582,742380419,17,96,329426092,503089755,130561226,264617698
0,15,4,0,0,4,20,686763733,456193677,25,993092833,678724846,97,521628264,852323877,20,25,686763733,993092833,456193677,678724846,18,95,481927845,316575223,214501515,530096285
0,16,4,1,1,4,21,253224038,346833705,25,993092833,678724846,97,521628264,852323877,21,25,253224038,993092833,346833705,678724846,19,95,173853314,316575223,744897145,530096285
0,17,4,2,2,4,22,836237686,326014387,25,993092833,678724846,97,521628264,852323877,22,25,836237686,993092833,326014387,678724846,20,95,303408109,316575223,291609490,530096285
0,18,4,3,3,4,22,528162507,206327595,25,993092833,678724846,97,521628264,852323877,22,25,528162507,993092833,206327595,678724846,19,94,575150814,665680900,932539681,442946844
0,19,4,4,4,4,23,453235748,939719014,25,993092833,678724846,97,521628264,852323877,23,25,453235748,993092833,939719014,678724846,22,96,278327236,532601770,683732444,240770244
0,20,4,5,5,4,23,882271490,732538034,25,993092833,678724846,97,521628264,852323877,23,25,882271490,993092833,732538034,678724846,20,94,677227492,94674798,377818422,967398203
0,21,4,6,6,4,24,71559883,903720179,25,993092833,678724846,97,521628264,852323877,24,25,71559883,993092833,903720179,678724846,22,95,54849284,437886222,676852152,783077219
0,22,4,7,7,4,24,51194715,72799147,25,993092833,678724846,97,521628264,852323877,24,25,51194715,993092833,72799147,678724846,22,95,340199908,437886222,233442844,783077219
0,23,4,8,8,4,24,230443054,694579144,25,993092833,678724846,97,521628264,852323877,24,25,230443054,993092833,694579144,678724846,23,96,318634724,503089755,99225592,264617698
0,24,5,0,0,5,25,642997356,377040562,31,655209191,550901439,97,521628264,852323877,25,31,642997356,655209191,377040562,550901439,22,95,598773421,316575223,737320636,530096285
0,25,5,1,1,5,26,212512687,429631035,31,655209191,550901439,97,521628264,852323877,26,31,212512687,655209191,429631035,550901439,23,95,806347761,316575223,729918999,530096285
0,26,5,2,2,5,27,616040655,720328499,31,655209191,550901439,97,521628264,852323877,27,31,616040655,655209191,720328499,550901439,25,95,59500318,316575223,294690069,530096285
0,27,5,3,3,5,27,384007326,701696251,31,655209191,550901439,97,521628264,852323877,27,31,384007326,655209191,701696251,550901439,25,95,112375058,316575223,232044504,530096285
0,28,5,4,4,5,28,649851649,664876284,31,655209191,550901439,97,521628264,852323877,28,31,649851649,655209191,664876284,550901439,26,95,575389470,316575223,786444353,530096285
0,29,5,5,5,5,29,484211170,652605149,31,655209191,550901439,97,521628264,852323877,29,31,484211170,655209191,652605149,550901439,27,96,577631603,266300885,364143914,120385122
0,30,5,6,6,5,29,516871493,177103857,31,655209191,550901439,97,521628264,852323877,29,31,516871493,655209191,177103857,550901439,27,95,549257785,218943111,64081285,891538614
0,31,5,7,7,5,30,681550823,355234755,31,655209191,550901439,97,521628264,852323877,30,31,681550823,655209191,355234755,550901439,28,95,711442423,218943111,619243173,891538614
0,32,5,8,8,5,30,955831161,439009162,31,655209191,550901439,97,521628264,852323877,30,31,955831161,655209191,439009162,550901439,28,95,606354132,437886222,686410884,783077219
0,33,5,9,9,5,30,39005533,415341056,31,655209191,550901439,97,521628264,852323877,30,31,39005533,655209191,415341056,550901439,29,96,502786113,751544881,743952939,132308849
0,34,5,10,10,5,30,472329373,618034874,31,655209191,550901439,97,521628264,852323877,30,31,472329373,655209191,618034874,550901439,29,96,781761344,503089755,802576417,264617698
0,35,6,0,0,6,29,589648421,248729581,37,496938409,554457432,97,521628264,852323877,29,37,589648421,496938409,248729581,554457432,27,95,106169129,316575223,462880704,530096285
0,36,6,1,1,6,30,579118594,641507000,37,496938409,554457432,97,521628264,852323877,30,37,579118594,496938409,641507000,554457432,28,95,145149365,316575223,67511774,530096285
0,37,6,2,2,6,32,968214140,401624652,37,496938409,554457432,97,521628264,852323877,32,37,968214140,496938409,401624652,554457432,29,95,726314178,316575223,159387694,530096285
0,38,6,3,3,6,32,292735862,120832240,37,496938409,554457432,97,521628264,852323877,32,37,292735862,496938409,120832240,554457432,30,95,299162001,316575223,125944003,530096285
0,39,6,4,4,6,33,888833925,815705156,37,496938409,554457432,97,521628264,852323877,33,37,888833925,496938409,815705156,554457432,31,95,858506521,316575223,725122703,530096285
0,40,6,5,5,6,34,648981306,690870909,37,496938409,554457432,97,521628264,852323877,34,37,648981306,496938409,690870909,554457432,32,95,83195167,316575223,341334932,530096285
0,41,6,6,6,6,35,389277557,621113075,37,496938409,554457432,97,521628264,852323877,35,37,389277557,496938409,621113075,554457432,33,95,459207465,633150446,587829897,60192561
0,42,6,7,7,6,35,533937472,99864776,37,496938409,554457432,97,521628264,852323877,35,37,533937472,496938409,99864776,554457432,32,94,715477544,804735783,553794346,722884658
0,43,6,8,8,6,36,925039056,260388339,37,496938409,554457432,97,521628264,852323877,36,37,925039056,496938409,260388339,554457432,33,95,293973565,218943111,618396330,891538614
0,44,6,9,9,6,36,623633709,520992043,37,496938409,554457432,97,521628264,852323877,36,37,623633709,496938409,520992043,554457432,33,95,810819799,609471559,917504437,445769307
0,45,6,10,10,6,36,624516513,698476043,37,496938409,554457432,97,521628264,852323877,36,37,624516513,496938409,698476043,554457432,35,96,200875591,875772444,60659859,566154429
0,46,6,11,11,6,36,226662586,955211953,37,496938409,554457432,97,521628264,852323877,36,37,226662586,496938409,955211953,554457432,35,96,365237952,875772444,426971859,566154429
0,47,6,12,12,6,36,206339317,479141719,37,496938409,554457432,97,521628264,852323877,36,37,206339317,496938409,479141719,554457432,35,96,315191333,503089755,68448817,264617698
0,48,7,0,0,7,34,186173238,286505938,43,183049153,24342195,97,521628264,852323877,34,43,186173238,183049153,286505938,24342195,32,95,798329484,316575223,486613332,530096285
0,49,7,1,1,7,35,58989561,684846758,43,183049153,24342195,97,521628264,852323877,35,43,58989561,183049153,684846758,24342195,32,94,1181908,902367895,726210773,361442329
0,50,7,2,2,7,36,612759643,969910464,43,183049153,24342195,97,521628264,852323877,36,43,612759643,183049153,969910464,24342195,34,94,843317818,902367895,643939638,361442329
0,51,7,3,3,7,37,500569873,179433886,43,183049153,24342195,97,521628264,852323877,37,43,500569873,183049153,179433886,24342195,34,94,671317605,902367895,91718119,361442329
0,52,7,4,4,7,38,567360215,901171643,43,183049153,24342195,97,521628264,852323877,38,43,567360215,183049153,901171643,24342195,35,94,88802858,902367895,390514704,361442329
0,53,7,5,5,7,39,337688777,621029834,43,183049153,24342195,97,521628264,852323877,39,43,337688777,183049153,621029834,24342195,36,94,233635815,902367895,721675263,361442329
0,54,7,6,6,7,40,335702290,720525212,43,183049153,24342195,97,521628264,852323877,40,43,335702290,183049153,720525212,24342195,37,94,609749672,902367895,648125592,361442329
0,55,7,7,7,7,40,702719157,168456350,43,183049153,24342195,97,521628264,852323877,40,43,702719157,183049153,168456350,24342195,38,95,232052495,316575223,641941071,530096285
0,56,7,8,8,7,41,22332355,873702871,43,183049153,24342195,97,521628264,852323877,41,43,22332355,183049153,873702871,24342195,38,94,631746282,804735783,504182377,722884658
0,57,7,9,9,7,41,670126192,185327828,43,183049153,24342195,97,521628264,852323877,41,43,670126192,183049153,185327828,24342195,39,95,788705926,609471559,625827362,445769307
0,58,7,10,10,7,42,635905713,477976827,43,183049153,24342195,97,521628264,852323877,42,43,635905713,183049153,477976827,24342195,40,95,86034873,218943111,263196224,891538614
0,59,7,11,11,7,42,858869597,742610128,43,183049153,24342195,97,521628264,852323877,42,43,858869597,183049153,742610128,24342195,40,95,104622672,437886222,870403760,783077219
0,60,7,12,12,7,42,460023268,231301254,43,183049153,24342195,97,521628264,852323877,42,43,460023268,183049153,231301254,24342195,41,96,445000834,875772444,936832196,566154429
0,61,7,13,13,7,42,999258300,532011000,43,183049153,24342195,97,521628264,852323877,42,43,999258300,183049153,532011000,24342195,41,96,928518456,751544881,323715074,132308849
0,62,7,14,14,7,42,234571023,449532274,43,183049153,24342195,97,521628264,852323877,42,43,234571023,183049153,449532274,24342195,41,96,176367290,503089755,778504617,264617698
0,63,8,0,0,8,39,662584342,61766308,49,52332313,431717008,97,521628264,852323877,39,49,662584342,52332313,61766308,431717008,37,95,552051444,316575223,969232558,530096285
0,64,8,1,1,8,40,809756532,534946423,49,52332313,431717008,97,521628264,852323877,40,49,809756532,52332313,534946423,431717008,38,95,162576224,316575223,11991769,530096285
0,65,8,2,2,8,41,757284282,85183852,49,52332313,431717008,97,521628264,852323877,41,49,757284282,52332313,85183852,431717008,38,94,726291617,902367895,986702223,361442329
0,66,8,3,3,8,42,986612722,182695140,49,52332313,431717008,97,521628264,852323877,42,49,986612722,52332313,182695140,431717008,39,94,146190417,902367895,924311052,361442329
0,67,8,4,4,8,43,297991066,691951088,49,52332313,431717008,97,521628264,852323877,43,49,297991066,52332313,691951088,431717008,40,94,690064727,902367895,161486554,361442329
0,68,8,5,5,8,44,631119937,832292634,49,52332313,431717008,97,521628264,852323877,44,49,631119937,52332313,832292634,431717008,41,94,867891881,902367895,346911044,361442329
0,69,8,6,6,8,45,350255139,815101505,49,52332313,431717008,97,521628264,852323877,45,49,350255139,52332313,815101505,431717008,42,94,566239128,902367895,437293644,361442329
0,70,8,7,7,8,45,98519992,494163981,49,52332313,431717008,97,521628264,852323877,45,49,98519992,52332313,494163981,431717008,43,95,938269694,316575223,214798158,530096285
0,71,8,8,8,8,46,966288522,186009976,49,52332313,431717008,97,521628264,852323877,46,49,966288522,52332313,186009976,431717008,44,95,710674134,316575223,563953208,530096285
0,72,8,9,9,8,47,626468991,142560534,49,52332313,431717008,97,521628264,852323877,47,49,626468991,52332313,142560534,431717008,44,94,204940257,902367895,886319830,361442329
0,73,8,10,10,8,47,786672267,423343595,49,52332313,431717008,97,521628264,852323877,47,49,786672267,52332313,423343595,431717008,44,94,754226202,902367895,622124273,361442329
0,74,8,11,11,8,47,420669150,609537972,49,52332313,431717008,97,521628264,852323877,47,49,420669150,52332313,609537972,431717008,45,94,944665932,902367895,835501724,361442329
0,75,8,12,12,8,48,593090130,602530095,49,52332313,431717008,97,521628264,852323877,48,49,593090130,52332313,602530095,431717008,45,95,297290583,609471559,757154159,445769307
0,76,8,13,13,8,48,959022095,179377935,49,52332313,431717008,97,521628264,852323877,48,49,959022095,52332313,179377935,431717008,45,94,446337106,804735783,949061120,722884658
0,77,8,14,14,8,48,559523611,148230432,49,52332313,431717008,97,521628264,852323877,48,49,559523611,52332313,148230432,431717008,46,95,31781461,218943111,1323486,891538614
0,78,8,15,15,8,48,781354696,504214503,49,52332313,431717008,97,521628264,852323877,48,49,781354696,52332313,504214503,431717008,46,95,221262097,218943111,299144775,891538614
0,79,8,16,16,8,48,765118916,937811098,49,52332313,431717008,97,521628264,852323877,48,49,765118916,52332313,937811098,431717008,47,96,395016990,503089755,133973014,264617698
0,80,9,0,0,9,44,424579121,808894812,55,143043274,981258984,97,521628264,852323877,44,55,424579121,143043274,808894812,981258984,42,95,948629531,316575223,37569491,530096285
0,81,9,1,1,9,45,982245369,722819908,55,143043274,981258984,97,521628264,852323877,45,55,982245369,143043274,722819908,981258984,43,95,15486292,316575223,724397037,530096285
0,82,9,2,2,9,46,619389239,548436744,55,143043274,981258984,97,521628264,852323877,46,55,619389239,143043274,548436744,981258984,44,95,372026481,316575223,441784666,530096285
0,83,9,3,3,9,47,536968931,802442435,55,143043274,981258984,97,521628264,852323877,47,55,536968931,143043274,802442435,981258984,44,94,495018942,902367895,738618804,361442329
0,84,9,4,4,9,48,801250868,636360332,55,143043274,981258984,97,521628264,852323877,48,55,801250868,143043274,636360332,981258984,45,94,951787117,902367895,665888801,361442329
0,85,9,5,5,9,49,135931398,785438720,55,143043274,981258984,97,521628264,852323877,49,55,135931398,143043274,785438720,981258984,46,94,774705286,902367895,286590894,361442329
0,86,9,6,6,9,50,415189393,246070903,55,143043274,981258984,97,521628264,852323877,50,55,415189393,143043274,246070903,981258984,47,94,956936602,902367895,858533569,361442329
0,87,9,7,7,9,51,306306846,404463459,55,143043274,981258984,97,521628264,852323877,51,55,306306846,143043274,404463459,981258984,48,95,111768023,316575223,917222379,530096285
0,88,9,8,8,9,51,979397758,874685511,55,143043274,981258984,97,521628264,852323877,51,55,979397758,143043274,874685511,981258984,49,95,867026551,316575223,389645984,530096285
0,89,9,9,9,9,52,408088335,743679015,55,143043274,981258984,97,521628264,852323877,52,55,408088335,143043274,743679015,981258984,50,95,557875694,316575223,638622498,530096285
0,90,9,10,10,9,52,729615279,371045732,55,143043274,981258984,97,521628264,852323877,52,55,729615279,143043274,371045732,981258984,49,94,830055380,902367895,210235544,361442329
0,91,9,11,11,9,53,895116381,951364438,55,143043274,981258984,97,521628264,852323877,53,55,895116381,143043274,951364438,981258984,50,94,6579371,902367895,958651085,361442329
0,92,9,12,12,9,53,764074850,736098918,55,143043274,981258984,97,521628264,852323877,53,55,764074850,143043274,736098918,981258984,50,94,985227769,902367895,654839402,361442329
0,93,9,13,13,9,54,945771280,454480264,55,143043274,981258984,97,521628264,852323877,54,55,945771280,143043274,454480264,981258984,51,94,609253958,804735783,126014466,722884658
0,94,9,14,14,9,54,658821366,146986622,55,143043274,981258984,97,521628264,852323877,54,55,658821366,143043274,146986622,981258984,52,95,315441169,609471559,223870478,445769307
0,95,9,15,15,9,54,670613105,622442763,55,143043274,981258984,97,521628264,852323877,54,55,670613105,143043274,622442763,981258984,52,95,257458096,609471559,917957342,445769307
0,96,9,16,16,9,54,871477621,457276057,55,143043274,981258984,97,521628264,852323877,54,55,871477621,143043274,457276057,981258984,52,95,695281055,218943111,566582827,891538614
0,97,9,17,17,9,54,552096230,786671755,55,143043274,981258984,97,521628264,852323877,54,55,552096230,143043274,786671755,981258984,53,96,39435445,751544881,413333700,132308849
0,98,9,18,18,9,54,446109988,881600695,55,143043274,981258984,97,521628264,852323877,54,55,446109988,143043274,881600695,981258984,53,96,349444286,503089755,697371533,264617698
0,99,10,0,0,10,49,928871564,113839588,61,965780921,760839193,97,521628264,852323877,49,61,928871564,965780921,113839588,760839193,46,95,851006815,316575223,469639376,530096285
0,100,10,1,1,10,50,801879821,862293490,61,965780921,760839193,97,521628264,852323877,50,61,801879821,965780921,862293490,760839193,48,95,420327189,316575223,241111670,530096285
0,101,10,2,2,10,51,981269709,860403614,61,965780921,760839193,97,521628264,852323877,51,61,981269709,965780921,860403614,760839193,49,95,921728676,316575223,647346909,530096285
0,102,10,3,3,10,52,106190017,458617458,61,965780921,760839193,97,521628264,852323877,52,61,106190017,965780921,458617458,760839193,50,95,71142110,316575223,237957951,530096285
0,103,10,4,4,10,53,514225997,568092947,61,965780921,760839193,97,521628264,852323877,53,61,514225997,965780921,568092947,760839193,50,94,131154271,902367895,506214394,361442329
0,104,10,5,5,10,54,935579045,174455726,61,965780921,760839193,97,521628264,852323877,54,61,935579045,965780921,174455726,760839193,51,94,729838821,902367895,73855420,361442329
0,105,10,6,6,10,55,102628987,489071868,61,965780921,760839193,97,521628264,852323877,55,61,102628987,965780921,489071868,760839193,52,94,592748474,902367895,112152983,361442329
0,106,10,7,7,10,56,325243693,26120916,61,965780921,760839193,97,521628264,852323877,56,61,325243693,965780921,26120916,760839193,54,95,666603471,316575223,593954075,530096285
0,107,10,8,8,10,56,534376953,858981397,61,965780921,760839193,97,521628264,852323877,56,61,534376953,965780921,858981397,760839193,54,95,11987320,316575223,655148298,530096285
0,108,10,9,9,10,57,840546858,259418564,61,965780921,760839193,97,521628264,852323877,57,61,840546858,965780921,259418564,760839193,55,95,959691779,316575223,720776714,530096285
0,109,10,10,10,10,58,9743097,641698125,61,965780921,760839193,97,521628264,852323877,58,61,9743097,965780921,641698125,760839193,55,95,7888618,316575223,715950773,530096285
0,110,10,11,11,10,58,645775375,943193061,61,965780921,760839193,97,521628264,852323877,58,61,645775375,965780921,943193061,760839193,55,94,508533235,902367895,861543750,361442329
0,111,10,12,12,10,59,418182370,173598343,61,965780921,760839193,97,521628264,852323877,59,61,418182370,965780921,173598343,760839193,56,94,270556009,902367895,412024109,361442329
0,112,10,13,13,10,59,68098429,552344456,61,965780921,760839193,97,521628264,852323877,59,61,68098429,965780921,552344456,760839193,56,94,898513509,902367895,634545033,361442329
0,113,10,14,14,10,59,457343462,334739525,61,965780921,760839193,97,521628264,852323877,59,61,457343462,965780921,334739525,760839193,56,94,596492575,902367895,468007526,361442329
0,114,10,15,15,10,60,58108161,864523156,61,965780921,760839193,97,521628264,852323877,60,61,58108161,965780921,864523156,760839193,57,94,795823787,902367895,157214871,361442329
0,115,10,16,16,10,60,809200857,390402614,61,965780921,760839193,97,521628264,852323877,60,61,809200857,965780921,390402614,760839193,58,95,579505365,609471559,689242875,445769307
0,116,10,17,17,10,60,547287148,737254028,61,965780921,760839193,97,521628264,852323877,60,61,547287148,965780921,737254028,760839193,58,94,599435913,804735783,189145658,722884658
0,117,10,18,18,10,60,211408358,605839142,61,965780921,760839193,97,521628264,852323877,60,61,211408358,965780921,605839142,760839193,59,96,507550302,875772444,807351405,566154429
0,118,10,19,19,10,60,632913199,803459307,61,965780921,760839193,97,521628264,852323877,60,61,632913199,965780921,803459307,760839193,59,96,844032620,875772444,778694982,566154429
0,119,10,20,20,10,60,36907884,42491958,61,965780921,760839193,97,521628264,852323877,60,61,36907884,965780921,42491958,760839193,59,96,862415418,503089755,291784568,264617698
0,120,11,0,0,11,53,18578265,162234262,67,658526849,403982102,97,521628264,852323877,53,67,18578265,658526849,162234262,403982102,51,95,757957648,316575223,204392457,530096285
0,121,11,1,1,11,55,600698254,988455408,67,658526849,403982102,97,521628264,852323877,55,67,600698254,658526849,988455408,403982102,53,95,989067962,316575223,132722309,530096285
0,122,11,2,2,11,56,294835669,155644434,67,658526849,403982102,97,521628264,852323877,56,67,294835669,658526849,155644434,403982102,54,95,478865907,316575223,985590981,530096285
0,123,11,3,3,11,57,313713822,813450472,67,658526849,403982102,97,521628264,852323877,57,67,313713822,658526849,813450472,403982102,55,95,111825890,316575223,693855088,530096285
0,124,11,4,4,11,58,884462144,561500382,67,658526849,403982102,97,521628264,852323877,58,67,884462144,658526849,561500382,403982102,56,95,506909864,316575223,145011723,530096285
0,125,11,5,5,11,59,972486305,384946245,67,658526849,403982102,97,521628264,852323877,59,67,972486305,658526849,384946245,403982102,56,94,118272865,902367895,182349272,361442329
0,126,11,6,6,11,60,289060707,255871819,67,658526849,403982102,97,521628264,852323877,60,67,289060707,658526849,255871819,403982102,57,94,209027971,902367895,86223072,361442329
0,127,11,7,7,11,61,428668789,369540531,67,658526849,403982102,97,521628264,852323877,61,67,428668789,658526849,369540531,403982102,59,95,729911480,316575223,291949538,530096285
0,128,11,8,8,11,61,929257969,398735258,67,658526849,403982102,97,521628264,852323877,61,67,929257969,658526849,398735258,403982102,59,95,452572331,316575223,424990123,530096285
0,129,11,9,9,11,62,515803934,937879174,67,658526849,403982102,97,521628264,852323877,62,67,515803934,658526849,937879174,403982102,60,95,113404719,316575223,335452184,530096285
0,130,11,10,10,11,63,618095805,449739256,67,658526849,403982102,97,521628264,852323877,60,64,605702050,536397245,209382365,805665771,58,92,395357050,975106884,587573305,736581231
0,131,11,11,11,11,63,522965385,364587822,67,658526849,403982102,97,521628264,852323877,63,67,522965385,658526849,364587822,403982102,61,95,136898168,316575223,518473347,530096285
0,132,11,12,12,11,64,519814658,539557990,67,658526849,403982102,97,521628264,852323877,61,64,111876131,536397245,407556708,805665771,58,92,565973080,567872415,353133437,962368755
0,133,11,13,13,11,64,320235370,323046729,67,658526849,403982102,97,521628264,852323877,64,67,320235370,658526849,323046729,403982102,61,94,922232412,902367895,213530188,361442329
0,134,11,14,14,11,65,102285312,848874189,67,658526849,403982102,97,521628264,852323877,65,67,102285312,658526849,848874189,403982102,62,94,714399877,902367895,959652770,361442329
0,135,11,15,15,11,65,786471255,87815000,67,658526849,403982102,97,521628264,852323877,65,67,786471255,658526849,87815000,403982102,62,94,660475977,902367895,687598014,361442329
0,136,11,16,16,11,66,873012505,495619062,67,658526849,403982102,97,521628264,852323877,66,67,873012505,658526849,495619062,403982102,63,94,752090421,902367895,350999578,361442329
0,137,11,17,17,11,66,965639624,48853763,67,658526849,403982102,97,521628264,852323877,66,67,965639624,658526849,48853763,403982102,63,94,591441164,804735783,46984049,722884658
0,138,11,18,18,11,66,860568744,514950900,67,658526849,403982102,97,521628264,852323877,66,67,860568744,658526849,514950900,403982102,64,95,753841830,609471559,55870317,445769307
0,139,11,19,19,11,66,527337074,304121749,67,658526849,403982102,97,521628264,852323877,66,67,527337074,658526849,304121749,403982102,64,95,473702451,437886222,487573607,783077219
0,140,11,20,20,11,66,412272793,678875427,67,658526849,403982102,97,521628264,852323877,66,67,412272793,658526849,678875427,403982102,65,96,336152602,875772444,59959837,566154429
0,141,11,21,21,11,66,360625142,454510515,67,658526849,403982102,97,521628264,852323877,66,67,360625142,658526849,454510515,403982102,65,96,740044658,751544881,246750753,132308849
0,142,11,22,22,11,66,541637408,265171805,67,658526849,403982102,97,521628264,852323877,66,67,541637408,658526849,265171805,403982102,65,96,648805348,503089755,609310263,264617698
0,143,12,0,0,12,58,953996442,907637934,73,610816821,133227255,97,521628264,852323877,58,73,953996442,610816821,907637934,133227255,56,95,835578103,316575223,522715926,530096285
0,144,12,1,1,12,60,267011080,765022221,73,610816821,133227255,97,521628264,852323877,60,73,267011080,610816821,765022221,133227255,58,95,564586028,316575223,216914238,530096285
0,145,12,2,2,12,61,257951225,369553832,73,610816821,133227255,97,521628264,852323877,61,73,257951225,610816821,369553832,133227255,59,95,9827744,316575223,190387141,530096285
0,146,12,3,3,12,62,225677494,935518530,73,610816821,133227255,97,521628264,852323877,62,73,225677494,610816821,935518530,133227255,60,95,798638111,316575223,616683744,530096285
0,147,12,4,4,12,63,67674057,509314059,73,610816821,133227255,97,521628264,852323877,63,73,67674057,610816821,509314059,133227255,61,95,633341208,316575223,105541517,530096285
0,148,12,5,5,12,64,789027247,756566845,73,610816821,133227255,97,521628264,852323877,64,73,789027247,610816821,756566845,133227255,62,95,810851781,316575223,841848186,530096285
0,149,12,6,6,12,65,928626150,499384124,73,610816821,133227255,97,521628264,852323877,65,73,928626150,610816821,499384124,133227255,62,94,739875704,902367895,897878785,361442329
0,150,12,7,7,12,66,71947846,368688441,73,610816821,133227255,97,521628264,852323877,66,73,71947846,610816821,368688441,133227255,62,94,995437483,665680900,448239291,442946844
0,151,12,8,8,12,67,615367941,22895716,73,610816821,133227255,97,521628264,852323877,67,73,615367941,610816821,22895716,133227255,64,95,856370068,316575223,468928877,530096285
0,152,12,9,9,12,67,914422176,247811445,73,610816821,133227255,97,521628264,852323877,67,73,914422176,610816821,247811445,133227255,65,95,257143925,316575223,900373535,530096285
0,153,12,10,10,12,68,6713130,36715190,73,610816821,133227255,97,521628264,852323877,68,73,6713130,610816821,36715190,133227255,66,95,953177453,316575223,953411846,530096285
0,154,12,11,11,12,69,300009682,918228576,73,610816821,133227255,97,521628264,852323877,69,73,300009682,610816821,918228576,133227255,65,94,751056995,665680900,544539632,442946844
0,155,12,12,12,12,69,51081634,790132796,73,610816821,133227255,97,521628264,852323877,69,73,51081634,610816821,790132796,133227255,67,95,391024078,316575223,287422915,530096285
0,156,12,13,13,12,70,372339532,190445268,73,610816821,133227255,97,521628264,852323877,70,73,372339532,610816821,190445268,133227255,66,93,397871086,523668703,248699480,491849553
0,157,12,14,14,12,70,29485618,178843188,73,610816821,133227255,97,521628264,852323877,70,73,29485618,610816821,178843188,133227255,67,94,930836486,902367895,977878182,361442329
0,158,12,15,15,12,71,908330709,127581306,73,610816821,133227255,97,521628264,852323877,71,73,908330709,610816821,127581306,133227255,68,94,640522695,902367895,524695966,361442329
0,159,12,16,16,12,71,680768661,724294672,73,610816821,133227255,97,521628264,852323877,71,73,680768661,610816821,724294672,133227255,68,94,140268716,902367895,411522654,361442329
0,160,12,17,17,12,71,752842085,933776110,73,610816821,133227255,97,521628264,852323877,71,73,752842085,610816821,933776110,133227255,67,93,189978523,523668703,958175808,491849553
0,161,12,18,18,12,72,457102430,750403496,73,610816821,133227255,97,521628264,852323877,72,73,457102430,610816821,750403496,133227255,69,94,87563731,902367895,599051795,361442329
0,162,12,19,19,12,72,491774166,919297727,73,610816821,133227255,97,521628264,852323877,72,73,491774166,610816821,919297727,133227255,69,94,721531003,902367895,136070646,361442329
