mask,basis_cycle_ids,basis_active_count,basis_length_sum,height_action,edge_mod2_height_action,edge_mod2_height_gap,residual_integral,residual_mod_1000003,transport_scalar_mod_1000003,transport_scalar_signed,support_sector,q42_shadow_nonzero,q12_shadow_nonzero,coefficient_matches_residual_mod_prime
1536,9 10,2,13,2082816,1296384,786432,-2082816,917193,958598,-41405,33,0,0,True
1537,0 9 10,3,21,3158016,2260992,897024,-3158016,841996,420998,420998,33,0,0,True
1538,1 9 10,3,21,3403776,2617344,786432,-3403776,596236,298118,298118,33,0,0,True
1539,0 1 9 10,4,29,4478976,2869248,1609728,-4478976,521039,760521,-239482,33,0,0,True
1540,2 9 10,3,18,2856960,1849344,1007616,-2856960,143049,571526,-428477,33,0,0,True
1541,0 2 9 10,4,26,3932160,1781760,2150400,-3932160,67852,33926,33926,33,0,0,True
1542,1 2 9 10,4,26,4177920,3170304,1007616,-4177920,822095,911049,-88954,33,0,0,True
1543,0 1 2 9 10,5,34,5253120,2390016,2863104,-5253120,746898,373449,373449,33,0,0,True
1544,3 9 10,3,23,3274752,1935360,1339392,-3274752,725260,362630,362630,33,0,0,True
1545,0 3 9 10,4,31,4349952,2863104,1486848,-4349952,650063,825033,-174970,33,0,0,True
1546,1 3 9 10,4,31,4595712,1720320,2875392,-4595712,404303,702153,-297850,33,0,0,True
1547,0 1 3 9 10,5,39,5670912,1935360,3735552,-5670912,329106,164553,164553,33,0,0,True
1548,2 3 9 10,4,28,4048896,2709504,1339392,-4048896,951119,975561,-24442,33,0,0,True
1549,0 2 3 9 10,5,36,5124096,2605056,2519040,-5124096,875922,437961,437961,33,0,0,True
1550,1 2 3 9 10,5,36,5369856,2494464,2875392,-5369856,630162,315081,315081,33,0,0,True
1551,0 1 2 3 9 10,6,44,6445056,1677312,4767744,-6445056,554965,777484,-222519,33,0,0,True
1552,4 9 10,3,21,3164160,2009088,1155072,-3164160,835852,417926,417926,33,0,0,True
1553,0 4 9 10,4,29,4239360,2826240,1413120,-4239360,760655,880329,-119674,33,0,0,True
1554,1 4 9 10,4,29,4485120,1904640,2580480,-4485120,514895,757449,-242554,33,0,0,True
1555,0 1 4 9 10,5,37,5560320,2009088,3551232,-5560320,439698,219849,219849,33,0,0,True
1556,2 4 9 10,4,26,3938304,2562048,1376256,-3938304,61708,30854,30854,33,0,0,True
1557,0 2 4 9 10,5,34,5013504,2347008,2666496,-5013504,986514,493257,493257,33,0,0,True
1558,1 2 4 9 10,5,34,5259264,2457600,2801664,-5259264,740754,370377,370377,33,0,0,True
1559,0 1 2 4 9 10,6,42,6334464,1529856,4804608,-6334464,665557,832780,-167223,33,0,0,True
1560,3 4 9 10,4,31,4356096,1075200,3280896,-4356096,643919,821961,-178042,33,0,0,True
1561,0 3 4 9 10,5,39,5431296,2150400,3280896,-5431296,568722,284361,284361,33,0,0,True
1562,1 3 4 9 10,5,39,5677056,2285568,3391488,-5677056,322962,161481,161481,33,0,0,True
1563,0 1 3 4 9 10,6,47,6752256,2648064,4104192,-6752256,247765,623884,-376119,33,0,0,True
1564,2 3 4 9 10,5,36,5130240,1849344,3280896,-5130240,869778,434889,434889,33,0,0,True
1565,0 2 3 4 9 10,6,44,6205440,1892352,4313088,-6205440,794581,897292,-102711,33,0,0,True
1566,1 2 3 4 9 10,6,44,6451200,3059712,3391488,-6451200,548821,774412,-225591,33,0,0,True
1567,0 1 2 3 4 9 10,7,52,7526400,2390016,5136384,-7526400,473624,236812,236812,33,0,0,True
1568,5 9 10,3,18,2774016,1784832,989184,-2774016,225993,612998,-387005,33,0,0,True
1569,0 5 9 10,4,26,3849216,2601984,1247232,-3849216,150796,75398,75398,33,0,0,True
1570,1 5 9 10,4,26,4094976,2663424,1431552,-4094976,905039,952521,-47482,33,0,0,True
1571,0 1 5 9 10,5,34,5170176,2767872,2402304,-5170176,829842,414921,414921,33,0,0,True
1572,2 5 9 10,4,23,3548160,2337792,1210368,-3548160,451852,225926,225926,33,0,0,True
1573,0 2 5 9 10,5,31,4623360,2122752,2500608,-4623360,376655,688329,-311674,33,0,0,True
1574,1 2 5 9 10,5,31,4869120,3216384,1652736,-4869120,130895,565449,-434554,33,0,0,True
1575,0 1 2 5 9 10,6,39,5944320,2288640,3655680,-5944320,55698,27849,27849,33,0,0,True
1576,3 5 9 10,4,28,3965952,1833984,2131968,-3965952,34060,17030,17030,33,0,0,True
1577,0 3 5 9 10,5,36,5041152,2909184,2131968,-5041152,958866,479433,479433,33,0,0,True
1578,1 3 5 9 10,5,36,5286912,2061312,3225600,-5286912,713106,356553,356553,33,0,0,True
1579,0 1 3 5 9 10,6,44,6362112,2423808,3938304,-6362112,637909,818956,-181047,33,0,0,True
1580,2 3 5 9 10,5,33,4740096,2608128,2131968,-4740096,259919,629961,-370042,33,0,0,True
1581,0 2 3 5 9 10,6,41,5815296,2651136,3164160,-5815296,184722,92361,92361,33,0,0,True
1582,1 2 3 5 9 10,6,41,6061056,2835456,3225600,-6061056,938965,969484,-30519,33,0,0,True
1583,0 1 2 3 5 9 10,7,49,7136256,2165760,4970496,-7136256,863768,431884,431884,33,0,0,True
1584,4 5 9 10,4,26,3855360,2110464,1744896,-3855360,144652,72326,72326,33,0,0,True
1585,0 4 5 9 10,5,34,4930560,3075072,1855488,-4930560,69455,534729,-465274,33,0,0,True
1586,1 4 5 9 10,5,34,5176320,2448384,2727936,-5176320,823698,411849,411849,33,0,0,True
1587,0 1 4 5 9 10,6,42,6251520,2700288,3551232,-6251520,748501,874252,-125751,33,0,0,True
1588,2 4 5 9 10,5,31,4629504,2663424,1966080,-4629504,370511,685257,-314746,33,0,0,True
1589,0 2 4 5 9 10,6,39,5704704,2595840,3108864,-5704704,295314,147657,147657,33,0,0,True
1590,1 2 4 5 9 10,6,39,5950464,3001344,2949120,-5950464,49554,24777,24777,33,0,0,True
1591,0 1 2 4 5 9 10,7,47,7025664,2221056,4804608,-7025664,974360,487180,487180,33,0,0,True
1592,3 4 5 9 10,5,36,5047296,1766400,3280896,-5047296,952722,476361,476361,33,0,0,True
1593,0 3 4 5 9 10,6,44,6122496,2694144,3428352,-6122496,877525,938764,-61239,33,0,0,True
1594,1 3 4 5 9 10,6,44,6368256,2534400,3833856,-6368256,631765,815884,-184119,33,0,0,True
1595,0 1 3 4 5 9 10,7,52,7443456,2749440,4694016,-7443456,556568,278284,278284,33,0,0,True
1596,2 3 4 5 9 10,6,41,5821440,2540544,3280896,-5821440,178578,89289,89289,33,0,0,True
1597,0 2 3 4 5 9 10,7,49,6896640,2436096,4460544,-6896640,103381,551692,-448311,33,0,0,True
1598,1 2 3 4 5 9 10,7,49,7142400,3308544,3833856,-7142400,857624,428812,428812,33,0,0,True
1599,0 1 2 3 4 5 9 10,8,57,8217600,2491392,5726208,-8217600,782427,891215,-108788,33,0,0,True
1600,6 9 10,3,18,2985984,2088960,897024,-2985984,14025,507014,-492989,33,0,0,True
1601,0 6 9 10,4,26,4061184,2353152,1708032,-4061184,938831,969417,-30586,33,0,0,True
1602,1 6 9 10,4,26,4306944,3188736,1118208,-4306944,693071,846537,-153466,33,0,0,True
1603,0 1 6 9 10,5,34,5382144,3182592,2199552,-5382144,617874,308937,308937,33,0,0,True
1604,2 6 9 10,4,23,3760128,2199552,1560576,-3760128,239884,119942,119942,33,0,0,True
1605,0 2 6 9 10,5,31,4835328,2316288,2519040,-4835328,164687,582345,-417658,33,0,0,True
1606,1 2 6 9 10,5,31,5081088,3299328,1781760,-5081088,918930,459465,459465,33,0,0,True
1607,0 1 2 6 9 10,6,39,6156288,3145728,3010560,-6156288,843733,921868,-78135,33,0,0,True
1608,3 6 9 10,4,28,4177920,2691072,1486848,-4177920,822095,911049,-88954,33,0,0,True
1609,0 3 6 9 10,5,36,5253120,2992128,2260992,-5253120,746898,373449,373449,33,0,0,True
1610,1 3 6 9 10,5,36,5498880,2254848,3244032,-5498880,501138,250569,250569,33,0,0,True
1611,0 1 3 6 9 10,6,44,6574080,2285568,4288512,-6574080,425941,712972,-287031,33,0,0,True
1612,2 3 6 9 10,5,33,4952064,3022848,1929216,-4952064,47951,523977,-476026,33,0,0,True
1613,0 2 3 6 9 10,6,41,6027264,3176448,2850816,-6027264,972757,986380,-13623,33,0,0,True
1614,1 2 3 6 9 10,6,41,6273024,2586624,3686400,-6273024,726997,863500,-136503,33,0,0,True
1615,0 1 2 3 6 9 10,7,49,7348224,2469888,4878336,-7348224,651800,325900,325900,33,0,0,True
1616,4 6 9 10,4,26,4067328,2654208,1413120,-4067328,932687,966345,-33658,33,0,0,True
1617,0 4 6 9 10,5,34,5142528,3065856,2076672,-5142528,857490,428745,428745,33,0,0,True
1618,1 4 6 9 10,5,34,5388288,2328576,3059712,-5388288,611730,305865,305865,33,0,0,True
1619,0 1 4 6 9 10,6,42,6463488,2469888,3993600,-6463488,536533,768268,-231735,33,0,0,True
1620,2 4 6 9 10,5,31,4841472,2764800,2076672,-4841472,158543,579273,-420730,33,0,0,True
1621,0 2 4 6 9 10,6,39,5916672,3028992,2887680,-5916672,83346,41673,41673,33,0,0,True
1622,1 2 4 6 9 10,6,39,6162432,2439168,3723264,-6162432,837589,918796,-81207,33,0,0,True
1623,0 1 2 4 6 9 10,7,47,7237632,2433024,4804608,-7237632,762392,381196,381196,33,0,0,True
1624,3 4 6 9 10,5,36,5259264,1978368,3280896,-5259264,740754,370377,370377,33,0,0,True
1625,0 3 4 6 9 10,6,44,6334464,2131968,4202496,-6334464,665557,832780,-167223,33,0,0,True
1626,1 3 4 6 9 10,6,44,6580224,2967552,3612672,-6580224,419797,709900,-290103,33,0,0,True
1627,0 1 3 4 6 9 10,7,52,7655424,2850816,4804608,-7655424,344600,172300,172300,33,0,0,True
1628,2 3 4 6 9 10,6,41,6033408,2310144,3723264,-6033408,966613,983308,-16695,33,0,0,True
1629,0 2 3 4 6 9 10,7,49,7108608,2316288,4792320,-7108608,891416,445708,445708,33,0,0,True
1630,1 2 3 4 6 9 10,7,49,7354368,3299328,4055040,-7354368,645656,322828,322828,33,0,0,True
1631,0 1 2 3 4 6 9 10,8,57,8429568,3035136,5394432,-8429568,570459,785231,-214772,33,0,0,True
1632,5 6 9 10,4,23,3677184,2429952,1247232,-3677184,322828,161414,161414,33,0,0,True
1633,0 5 6 9 10,5,31,4752384,2841600,1910784,-4752384,247631,623817,-376186,33,0,0,True
1634,1 5 6 9 10,5,31,4998144,3087360,1910784,-4998144,1871,500937,-499066,33,0,0,True
1635,0 1 5 6 9 10,6,39,6073344,3228672,2844672,-6073344,926677,963340,-36663,33,0,0,True
1636,2 5 6 9 10,5,28,4451328,2540544,1910784,-4451328,548687,774345,-225658,33,0,0,True
1637,0 2 5 6 9 10,6,36,5526528,2804736,2721792,-5526528,473490,236745,236745,33,0,0,True
1638,1 2 5 6 9 10,6,36,5772288,3197952,2574336,-5772288,227730,113865,113865,33,0,0,True
1639,0 1 2 5 6 9 10,7,44,6847488,3191808,3655680,-6847488,152533,576268,-423735,33,0,0,True
1640,3 5 6 9 10,5,33,4869120,2737152,2131968,-4869120,130895,565449,-434554,33,0,0,True
1641,0 3 5 6 9 10,6,41,5944320,2890752,3053568,-5944320,55698,27849,27849,33,0,0,True
1642,1 3 5 6 9 10,6,41,6190080,2743296,3446784,-6190080,809941,904972,-95031,33,0,0,True
1643,0 1 3 5 6 9 10,7,49,7265280,2626560,4638720,-7265280,734744,367372,367372,33,0,0,True
1644,2 3 5 6 9 10,6,38,5643264,3068928,2574336,-5643264,356754,178377,178377,33,0,0,True
1645,0 2 3 5 6 9 10,7,46,6718464,3075072,3643392,-6718464,281557,640780,-359223,33,0,0,True
1646,1 2 3 5 6 9 10,7,46,6964224,3075072,3889152,-6964224,35797,517900,-482103,33,0,0,True
1647,0 1 2 3 5 6 9 10,8,54,8039424,2810880,5228544,-8039424,960603,980303,-19700,33,0,0,True
1648,4 5 6 9 10,5,31,4758528,2903040,1855488,-4758528,241487,620745,-379258,33,0,0,True
1649,0 4 5 6 9 10,6,39,5833728,3167232,2666496,-5833728,166290,83145,83145,33,0,0,True
1650,1 4 5 6 9 10,6,39,6079488,3019776,3059712,-6079488,920533,960268,-39735,33,0,0,True
1651,0 1 4 5 6 9 10,7,47,7154688,3013632,4141056,-7154688,845336,422668,422668,33,0,0,True
1652,2 4 5 6 9 10,6,36,5532672,3013632,2519040,-5532672,467346,233673,233673,33,0,0,True
1653,0 2 4 5 6 9 10,7,44,6607872,3130368,3477504,-6607872,392149,696076,-303927,33,0,0,True
1654,1 2 4 5 6 9 10,7,44,6853632,3130368,3723264,-6853632,146389,573196,-426807,33,0,0,True
1655,0 1 2 4 5 6 9 10,8,52,7928832,2976768,4952064,-7928832,71192,35596,35596,33,0,0,True
1656,3 4 5 6 9 10,6,41,5950464,2522112,3428352,-5950464,49554,24777,24777,33,0,0,True
1657,0 3 4 5 6 9 10,7,49,7025664,2823168,4202496,-7025664,974360,487180,487180,33,0,0,True
1658,1 3 4 5 6 9 10,7,49,7271424,3068928,4202496,-7271424,728600,364300,364300,33,0,0,True
1659,0 1 3 4 5 6 9 10,8,57,8346624,3099648,5246976,-8346624,653403,826703,-173300,33,0,0,True
1660,2 3 4 5 6 9 10,7,46,6724608,2853888,3870720,-6724608,275413,637708,-362295,33,0,0,True
1661,0 2 3 4 5 6 9 10,8,54,7799808,3007488,4792320,-7799808,200216,100108,100108,33,0,0,True
1662,1 2 3 4 5 6 9 10,8,54,8045568,3400704,4644864,-8045568,954459,977231,-22772,33,0,0,True
1663,0 1 2 3 4 5 6 9 10,9,62,9120768,3283968,5836800,-9120768,879262,439631,439631,33,0,0,True
1664,7 9 10,3,18,3151872,2365440,786432,-3151872,848140,424070,424070,33,0,0,True
1665,0 7 9 10,4,26,4227072,2813952,1413120,-4227072,772943,886473,-113530,33,0,0,True
1666,1 7 9 10,4,26,4472832,2334720,2138112,-4472832,527183,763593,-236410,33,0,0,True
1667,0 1 7 9 10,5,34,5548032,3102720,2445312,-5548032,451986,225993,225993,33,0,0,True
1668,2 7 9 10,4,23,3926016,2918400,1007616,-3926016,73996,36998,36998,33,0,0,True
1669,0 2 7 9 10,5,31,5001216,2334720,2666496,-5001216,998802,499401,499401,33,0,0,True
1670,1 2 7 9 10,5,31,5246976,2887680,2359296,-5246976,753042,376521,376521,33,0,0,True
1671,0 1 2 7 9 10,6,39,6322176,2623488,3698688,-6322176,677845,838924,-161079,33,0,0,True
1672,3 7 9 10,4,28,4343808,2168832,2174976,-4343808,656207,828105,-171898,33,0,0,True
1673,0 3 7 9 10,5,36,5419008,2580480,2838528,-5419008,581010,290505,290505,33,0,0,True
1674,1 3 7 9 10,5,36,5664768,2273280,3391488,-5664768,335250,167625,167625,33,0,0,True
1675,0 1 3 7 9 10,6,44,6739968,3004416,3735552,-6739968,260053,630028,-369975,33,0,0,True
1676,2 3 7 9 10,5,33,5117952,2942976,2174976,-5117952,882066,441033,441033,33,0,0,True
1677,0 2 3 7 9 10,6,41,6193152,2322432,3870720,-6193152,806869,903436,-96567,33,0,0,True
1678,1 2 3 7 9 10,6,41,6438912,3047424,3391488,-6438912,561109,780556,-219447,33,0,0,True
1679,0 1 2 3 7 9 10,7,49,7514112,2746368,4767744,-7514112,485912,242956,242956,33,0,0,True
1680,4 7 9 10,4,26,4233216,2242560,1990656,-4233216,766799,883401,-116602,33,0,0,True
1681,0 4 7 9 10,5,34,5308416,2543616,2764800,-5308416,691602,345801,345801,33,0,0,True
1682,1 4 7 9 10,5,34,5554176,2457600,3096576,-5554176,445842,222921,222921,33,0,0,True
1683,0 1 4 7 9 10,6,42,6629376,3078144,3551232,-6629376,370645,685324,-314679,33,0,0,True
1684,2 4 7 9 10,5,31,5007360,2795520,2211840,-5007360,992658,496329,496329,33,0,0,True
1685,0 2 4 7 9 10,6,39,6082560,2064384,4018176,-6082560,917461,958732,-41271,33,0,0,True
1686,1 2 4 7 9 10,6,39,6328320,3010560,3317760,-6328320,671701,835852,-164151,33,0,0,True
1687,0 1 2 4 7 9 10,7,47,7403520,2598912,4804608,-7403520,596504,298252,298252,33,0,0,True
1688,3 4 7 9 10,5,36,5425152,2144256,3280896,-5425152,574866,287433,287433,33,0,0,True
1689,0 3 4 7 9 10,6,44,6500352,2703360,3796992,-6500352,499669,749836,-250167,33,0,0,True
1690,1 3 4 7 9 10,6,44,6746112,2002944,4743168,-6746112,253909,626956,-373047,33,0,0,True
1691,0 1 3 4 7 9 10,7,52,7821312,2881536,4939776,-7821312,178712,89356,89356,33,0,0,True
1692,2 3 4 7 9 10,6,41,6199296,2918400,3280896,-6199296,800725,900364,-99639,33,0,0,True
1693,0 2 3 4 7 9 10,7,49,7274496,2445312,4829184,-7274496,725528,362764,362764,33,0,0,True
1694,1 2 3 4 7 9 10,7,49,7520256,2777088,4743168,-7520256,479768,239884,239884,33,0,0,True
1695,0 1 2 3 4 7 9 10,8,57,8595456,2623488,5971968,-8595456,404571,702287,-297716,33,0,0,True
1696,5 7 9 10,4,23,3843072,2411520,1431552,-3843072,156940,78470,78470,33,0,0,True
1697,0 5 7 9 10,5,31,4918272,2712576,2205696,-4918272,81743,540873,-459130,33,0,0,True
1698,1 5 7 9 10,5,31,5164032,2823168,2340864,-5164032,835986,417993,417993,33,0,0,True
1699,0 1 5 7 9 10,6,39,6239232,3443712,2795520,-6239232,760789,880396,-119607,33,0,0,True
1700,2 5 7 9 10,5,28,4617216,2964480,1652736,-4617216,382799,691401,-308602,33,0,0,True
1701,0 2 5 7 9 10,6,36,5692416,2233344,3459072,-5692416,307602,153801,153801,33,0,0,True
1702,1 2 5 7 9 10,6,36,5938176,3376128,2562048,-5938176,61842,30921,30921,33,0,0,True
1703,0 1 2 5 7 9 10,7,44,7013376,2964480,4048896,-7013376,986648,493324,493324,33,0,0,True
1704,3 5 7 9 10,5,33,5035008,2509824,2525184,-5035008,965010,482505,482505,33,0,0,True
1705,0 3 5 7 9 10,6,41,6110208,3068928,3041280,-6110208,889813,944908,-55095,33,0,0,True
1706,1 3 5 7 9 10,6,41,6355968,2171904,4184064,-6355968,644053,822028,-177975,33,0,0,True
1707,0 1 3 5 7 9 10,7,49,7431168,3050496,4380672,-7431168,568856,284428,284428,33,0,0,True
1708,2 3 5 7 9 10,6,38,5809152,3283968,2525184,-5809152,190866,95433,95433,33,0,0,True
1709,0 2 3 5 7 9 10,7,46,6884352,2810880,4073472,-6884352,115669,557836,-442167,33,0,0,True
1710,1 2 3 5 7 9 10,7,46,7130112,2946048,4184064,-7130112,869912,434956,434956,33,0,0,True
1711,0 1 2 3 5 7 9 10,8,54,8205312,2792448,5412864,-8205312,794715,897359,-102644,33,0,0,True
1712,4 5 7 9 10,5,31,4924416,2786304,2138112,-4924416,75599,537801,-462202,33,0,0,True
1713,0 4 5 7 9 10,6,39,5999616,3234816,2764800,-5999616,402,201,201,33,0,0,True
1714,1 4 5 7 9 10,6,39,6245376,2558976,3686400,-6245376,754645,877324,-122679,33,0,0,True
1715,0 1 4 5 7 9 10,7,47,7320576,3326976,3993600,-7320576,679448,339724,339724,33,0,0,True
1716,2 4 5 7 9 10,6,36,5698560,3339264,2359296,-5698560,301458,150729,150729,33,0,0,True
1717,0 2 4 5 7 9 10,7,44,6773760,2755584,4018176,-6773760,226261,613132,-386871,33,0,0,True
1718,1 2 4 5 7 9 10,7,44,7019520,3111936,3907584,-7019520,980504,490252,490252,33,0,0,True
1719,0 1 2 4 5 7 9 10,8,52,8094720,2847744,5246976,-8094720,905307,952655,-47348,33,0,0,True
1720,3 4 5 7 9 10,6,41,6116352,2393088,3723264,-6116352,883669,941836,-58167,33,0,0,True
1721,0 3 4 5 7 9 10,7,49,7191552,2804736,4386816,-7191552,808472,404236,404236,33,0,0,True
1722,1 3 4 5 7 9 10,7,49,7437312,2694144,4743168,-7437312,562712,281356,281356,33,0,0,True
1723,0 1 3 4 5 7 9 10,8,57,8512512,3425280,5087232,-8512512,487515,743759,-256244,33,0,0,True
1724,2 3 4 5 7 9 10,7,46,6890496,3167232,3723264,-6890496,109525,554764,-445239,33,0,0,True
1725,0 2 3 4 5 7 9 10,8,54,7965696,2546688,5419008,-7965696,34328,17164,17164,33,0,0,True
1726,1 2 3 4 5 7 9 10,8,54,8211456,3468288,4743168,-8211456,788571,894287,-105716,33,0,0,True
1727,0 1 2 3 4 5 7 9 10,9,62,9286656,3167232,6119424,-9286656,713374,356687,356687,33,0,0,True
1728,6 7 9 10,4,23,4055040,2936832,1118208,-4055040,944975,972489,-27514,33,0,0,True
1729,0 6 7 9 10,5,31,5130240,3127296,2002944,-5130240,869778,434889,434889,33,0,0,True
1730,1 6 7 9 10,5,31,5376000,3127296,2248704,-5376000,624018,312009,312009,33,0,0,True
1731,0 1 6 7 9 10,6,39,6451200,3194880,3256320,-6451200,548821,774412,-225591,33,0,0,True
1732,2 6 7 9 10,5,28,4829184,3047424,1781760,-4829184,170831,585417,-414586,33,0,0,True
1733,0 2 6 7 9 10,6,36,5904384,3090432,2813952,-5904384,95634,47817,47817,33,0,0,True
1734,1 2 6 7 9 10,6,36,6150144,3237888,2912256,-6150144,849877,924940,-75063,33,0,0,True
1735,0 1 2 6 7 9 10,7,44,7225344,3158016,4067328,-7225344,774680,387340,387340,33,0,0,True
1736,3 6 7 9 10,5,33,5246976,2703360,2543616,-5246976,753042,376521,376521,33,0,0,True
1737,0 3 6 7 9 10,6,41,6322176,2930688,3391488,-6322176,677845,838924,-161079,33,0,0,True
1738,1 3 6 7 9 10,6,41,6567936,3028992,3538944,-6567936,432085,716044,-283959,33,0,0,True
1739,0 1 3 6 7 9 10,7,49,7643136,3133440,4509696,-7643136,356888,178444,178444,33,0,0,True
1740,2 3 6 7 9 10,6,38,6021120,3035136,2985984,-6021120,978901,989452,-10551,33,0,0,True
1741,0 2 3 6 7 9 10,7,46,7096320,3115008,3981312,-7096320,903704,451852,451852,33,0,0,True
1742,1 2 3 6 7 9 10,7,46,7342080,3360768,3981312,-7342080,657944,328972,328972,33,0,0,True
1743,0 1 2 3 6 7 9 10,8,54,8417280,3317760,5099520,-8417280,582747,791375,-208628,33,0,0,True
1744,4 6 7 9 10,5,31,5136384,2666496,2469888,-5136384,863634,431817,431817,33,0,0,True
1745,0 4 6 7 9 10,6,39,6211584,3004416,3207168,-6211584,788437,894220,-105783,33,0,0,True
1746,1 4 6 7 9 10,6,39,6457344,3102720,3354624,-6457344,542677,771340,-228663,33,0,0,True
1747,0 1 4 6 7 9 10,7,47,7532544,3317760,4214784,-7532544,467480,233740,233740,33,0,0,True
1748,2 4 6 7 9 10,6,36,5910528,2777088,3133440,-5910528,89490,44745,44745,33,0,0,True
1749,0 2 4 6 7 9 10,7,44,6985728,2967552,4018176,-6985728,14293,507148,-492855,33,0,0,True
1750,1 2 4 6 7 9 10,7,44,7231488,3213312,4018176,-7231488,768536,384268,384268,33,0,0,True
1751,0 1 2 4 6 7 9 10,8,52,8306688,3280896,5025792,-8306688,693339,846671,-153332,33,0,0,True
1752,3 4 6 7 9 10,6,41,6328320,2826240,3502080,-6328320,671701,835852,-164151,33,0,0,True
1753,0 3 4 6 7 9 10,7,49,7403520,2906112,4497408,-7403520,596504,298252,298252,33,0,0,True
1754,1 3 4 6 7 9 10,7,49,7649280,2906112,4743168,-7649280,350744,175372,175372,33,0,0,True
1755,0 1 3 4 6 7 9 10,8,57,8724480,2863104,5861376,-8724480,275547,637775,-362228,33,0,0,True
1756,2 3 4 6 7 9 10,7,46,7102464,3158016,3944448,-7102464,897560,448780,448780,33,0,0,True
1757,0 2 3 4 6 7 9 10,8,54,8177664,3090432,5087232,-8177664,822363,911183,-88820,33,0,0,True
1758,1 2 3 4 6 7 9 10,8,54,8423424,3237888,5185536,-8423424,576603,788303,-211700,33,0,0,True
1759,0 1 2 3 4 6 7 9 10,9,62,9498624,3047424,6451200,-9498624,501406,250703,250703,33,0,0,True
1760,5 6 7 9 10,5,28,4746240,2835456,1910784,-4746240,253775,626889,-373114,33,0,0,True
1761,0 5 6 7 9 10,6,36,5821440,3173376,2648064,-5821440,178578,89289,89289,33,0,0,True
1762,1 5 6 7 9 10,6,36,6067200,3468288,2598912,-6067200,932821,966412,-33591,33,0,0,True
1763,0 1 5 6 7 9 10,7,44,7142400,3683328,3459072,-7142400,857624,428812,428812,33,0,0,True
1764,2 5 6 7 9 10,6,33,5520384,2946048,2574336,-5520384,479634,239817,239817,33,0,0,True
1765,0 2 5 6 7 9 10,7,41,6595584,3136512,3459072,-6595584,404437,702220,-297783,33,0,0,True
1766,1 2 5 6 7 9 10,7,41,6841344,3578880,3262464,-6841344,158677,579340,-420663,33,0,0,True
1767,0 1 2 5 6 7 9 10,8,49,7916544,3646464,4270080,-7916544,83480,41740,41740,33,0,0,True
1768,3 5 6 7 9 10,6,38,5938176,3191808,2746368,-5938176,61842,30921,30921,33,0,0,True
1769,0 3 5 6 7 9 10,7,46,7013376,3271680,3741696,-7013376,986648,493324,493324,33,0,0,True
1770,1 3 5 6 7 9 10,7,46,7259136,3075072,4184064,-7259136,740888,370444,370444,33,0,0,True
1771,0 1 3 5 6 7 9 10,8,54,8334336,3032064,5302272,-8334336,665691,832847,-167156,33,0,0,True
1772,2 3 5 6 7 9 10,7,43,6712320,3523584,3188736,-6712320,287701,643852,-356151,33,0,0,True
1773,0 2 3 5 6 7 9 10,8,51,7787520,3456000,4331520,-7787520,212504,106252,106252,33,0,0,True
1774,1 2 3 5 6 7 9 10,8,51,8033280,3406848,4626432,-8033280,966747,983375,-16628,33,0,0,True
1775,0 1 2 3 5 6 7 9 10,9,59,9108480,3216384,5892096,-9108480,891550,445775,445775,33,0,0,True
1776,4 5 6 7 9 10,6,36,5827584,3357696,2469888,-5827584,172434,86217,86217,33,0,0,True
1777,0 4 5 6 7 9 10,7,44,6902784,3548160,3354624,-6902784,97237,548620,-451383,33,0,0,True
1778,1 4 5 6 7 9 10,7,44,7148544,3351552,3796992,-7148544,851480,425740,425740,33,0,0,True
1779,0 1 4 5 6 7 9 10,8,52,8223744,3419136,4804608,-8223744,776283,888143,-111860,33,0,0,True
1780,2 4 5 6 7 9 10,7,41,6601728,3468288,3133440,-6601728,398293,699148,-300855,33,0,0,True
1781,0 2 4 5 6 7 9 10,8,49,7676928,3511296,4165632,-7676928,323096,161548,161548,33,0,0,True
1782,1 2 4 5 6 7 9 10,8,49,7922688,3462144,4460544,-7922688,77336,38668,38668,33,0,0,True
1783,0 1 2 4 5 6 7 9 10,9,57,8997888,3382272,5615616,-8997888,2139,501071,-498932,33,0,0,True
1784,3 4 5 6 7 9 10,7,46,7019520,2927616,4091904,-7019520,980504,490252,490252,33,0,0,True
1785,0 3 4 5 6 7 9 10,8,54,8094720,3154944,4939776,-8094720,905307,952655,-47348,33,0,0,True
1786,1 3 4 5 6 7 9 10,8,54,8340480,3449856,4890624,-8340480,659547,829775,-170228,33,0,0,True
1787,0 1 3 4 5 6 7 9 10,9,62,9415680,3554304,5861376,-9415680,584350,292175,292175,33,0,0,True
1788,2 3 4 5 6 7 9 10,8,51,7793664,3259392,4534272,-7793664,206360,103180,103180,33,0,0,True
1789,0 2 3 4 5 6 7 9 10,9,59,8868864,3339264,5529600,-8868864,131163,565583,-434420,33,0,0,True
1790,1 2 3 4 5 6 7 9 10,9,59,9114624,3781632,5332992,-9114624,885406,442703,442703,33,0,0,True
1791,0 1 2 3 4 5 6 7 9 10,10,67,10189824,3738624,6451200,-10189824,810209,905106,-94897,33,0,0,True
1792,8 9 10,3,18,2457600,1339392,1118208,-2457600,542409,771206,-228797,33,0,0,True
1793,0 8 9 10,4,26,3532800,2414592,1118208,-3532800,467212,233606,233606,33,0,0,True
1794,1 8 9 10,4,26,3778560,2660352,1118208,-3778560,221452,110726,110726,33,0,0,True
