edge_id,from_law_id,to_law_id,dependency_kind_code,source_id,target_id,weight_code
462,14,171,4,3,6,6
463,105,172,5,3,2,1
464,171,173,6,3,2,1
465,172,173,7,3,2,1
466,15,174,4,4,0,0
467,16,174,4,4,1,1
468,17,174,4,4,2,2
469,18,174,4,4,3,3
470,19,174,4,4,4,4
471,20,174,4,4,5,5
472,21,174,4,4,6,6
473,22,174,4,4,7,7
474,23,174,4,4,8,8
475,108,175,5,4,0,1
476,174,176,6,4,0,1
477,175,176,7,4,0,1
478,15,177,4,4,0,0
479,16,177,4,4,1,1
480,17,177,4,4,2,2
481,18,177,4,4,3,3
482,19,177,4,4,4,4
483,20,177,4,4,5,5
484,21,177,4,4,6,6
485,22,177,4,4,7,7
486,23,177,4,4,8,8
487,108,178,5,4,1,1
488,177,179,6,4,1,1
489,178,179,7,4,1,1
490,15,180,4,4,0,0
491,16,180,4,4,1,1
492,17,180,4,4,2,2
493,18,180,4,4,3,3
494,19,180,4,4,4,4
495,20,180,4,4,5,5
496,21,180,4,4,6,6
497,22,180,4,4,7,7
498,23,180,4,4,8,8
499,108,181,5,4,2,1
500,180,182,6,4,2,1
501,181,182,7,4,2,1
502,24,183,4,5,0,0
503,25,183,4,5,1,1
504,26,183,4,5,2,2
505,27,183,4,5,3,3
506,28,183,4,5,4,4
507,29,183,4,5,5,5
508,30,183,4,5,6,6
509,31,183,4,5,7,7
510,32,183,4,5,8,8
511,33,183,4,5,9,9
512,34,183,4,5,10,10
513,111,184,5,5,0,1
514,183,185,6,5,0,1
515,184,185,7,5,0,1
516,24,186,4,5,0,0
517,25,186,4,5,1,1
518,26,186,4,5,2,2
519,27,186,4,5,3,3
520,28,186,4,5,4,4
521,29,186,4,5,5,5
522,30,186,4,5,6,6
523,31,186,4,5,7,7
524,32,186,4,5,8,8
525,33,186,4,5,9,9
526,34,186,4,5,10,10
527,111,187,5,5,1,1
528,186,188,6,5,1,1
529,187,188,7,5,1,1
530,24,189,4,5,0,0
531,25,189,4,5,1,1
532,26,189,4,5,2,2
533,27,189,4,5,3,3
534,28,189,4,5,4,4
535,29,189,4,5,5,5
536,30,189,4,5,6,6
537,31,189,4,5,7,7
538,32,189,4,5,8,8
539,33,189,4,5,9,9
540,34,189,4,5,10,10
541,111,190,5,5,2,1
542,189,191,6,5,2,1
543,190,191,7,5,2,1
544,35,192,4,6,0,0
545,36,192,4,6,1,1
546,37,192,4,6,2,2
547,38,192,4,6,3,3
548,39,192,4,6,4,4
549,40,192,4,6,5,5
550,41,192,4,6,6,6
551,42,192,4,6,7,7
552,43,192,4,6,8,8
553,44,192,4,6,9,9
554,45,192,4,6,10,10
555,46,192,4,6,11,11
556,47,192,4,6,12,12
557,114,193,5,6,0,1
558,192,194,6,6,0,1
559,193,194,7,6,0,1
560,35,195,4,6,0,0
561,36,195,4,6,1,1
562,37,195,4,6,2,2
563,38,195,4,6,3,3
564,39,195,4,6,4,4
565,40,195,4,6,5,5
566,41,195,4,6,6,6
567,42,195,4,6,7,7
568,43,195,4,6,8,8
569,44,195,4,6,9,9
570,45,195,4,6,10,10
571,46,195,4,6,11,11
572,47,195,4,6,12,12
573,114,196,5,6,1,1
574,195,197,6,6,1,1
575,196,197,7,6,1,1
576,35,198,4,6,0,0
577,36,198,4,6,1,1
578,37,198,4,6,2,2
579,38,198,4,6,3,3
580,39,198,4,6,4,4
581,40,198,4,6,5,5
582,41,198,4,6,6,6
583,42,198,4,6,7,7
584,43,198,4,6,8,8
585,44,198,4,6,9,9
586,45,198,4,6,10,10
587,46,198,4,6,11,11
588,47,198,4,6,12,12
589,114,199,5,6,2,1
590,198,200,6,6,2,1
591,199,200,7,6,2,1
592,48,201,4,7,0,0
593,49,201,4,7,1,1
594,50,201,4,7,2,2
595,51,201,4,7,3,3
596,52,201,4,7,4,4
597,53,201,4,7,5,5
598,54,201,4,7,6,6
599,55,201,4,7,7,7
600,56,201,4,7,8,8
601,57,201,4,7,9,9
602,58,201,4,7,10,10
603,59,201,4,7,11,11
604,60,201,4,7,12,12
605,61,201,4,7,13,13
606,62,201,4,7,14,14
607,117,202,5,7,0,1
608,201,203,6,7,0,1
609,202,203,7,7,0,1
610,48,204,4,7,0,0
611,49,204,4,7,1,1
612,50,204,4,7,2,2
613,51,204,4,7,3,3
614,52,204,4,7,4,4
615,53,204,4,7,5,5
616,54,204,4,7,6,6
617,55,204,4,7,7,7
618,56,204,4,7,8,8
619,57,204,4,7,9,9
620,58,204,4,7,10,10
621,59,204,4,7,11,11
622,60,204,4,7,12,12
623,61,204,4,7,13,13
624,62,204,4,7,14,14
625,117,205,5,7,1,1
626,204,206,6,7,1,1
627,205,206,7,7,1,1
628,48,207,4,7,0,0
629,49,207,4,7,1,1
630,50,207,4,7,2,2
631,51,207,4,7,3,3
632,52,207,4,7,4,4
633,53,207,4,7,5,5
634,54,207,4,7,6,6
635,55,207,4,7,7,7
636,56,207,4,7,8,8
637,57,207,4,7,9,9
638,58,207,4,7,10,10
639,59,207,4,7,11,11
640,60,207,4,7,12,12
641,61,207,4,7,13,13
642,62,207,4,7,14,14
643,117,208,5,7,2,1
644,207,209,6,7,2,1
645,208,209,7,7,2,1
646,63,210,4,8,0,0
647,64,210,4,8,1,1
648,65,210,4,8,2,2
649,66,210,4,8,3,3
650,67,210,4,8,4,4
651,68,210,4,8,5,5
652,69,210,4,8,6,6
653,70,210,4,8,7,7
654,71,210,4,8,8,8
655,72,210,4,8,9,9
656,73,210,4,8,10,10
657,74,210,4,8,11,11
658,75,210,4,8,12,12
659,76,210,4,8,13,13
660,77,210,4,8,14,14
661,78,210,4,8,15,15
662,79,210,4,8,16,16
663,120,211,5,8,0,1
664,210,212,6,8,0,1
665,211,212,7,8,0,1
666,63,213,4,8,0,0
667,64,213,4,8,1,1
668,65,213,4,8,2,2
669,66,213,4,8,3,3
670,67,213,4,8,4,4
671,68,213,4,8,5,5
672,69,213,4,8,6,6
673,70,213,4,8,7,7
674,71,213,4,8,8,8
675,72,213,4,8,9,9
676,73,213,4,8,10,10
677,74,213,4,8,11,11
678,75,213,4,8,12,12
679,76,213,4,8,13,13
680,77,213,4,8,14,14
681,78,213,4,8,15,15
682,79,213,4,8,16,16
683,120,214,5,8,1,1
684,213,215,6,8,1,1
685,214,215,7,8,1,1
686,63,216,4,8,0,0
687,64,216,4,8,1,1
688,65,216,4,8,2,2
689,66,216,4,8,3,3
690,67,216,4,8,4,4
691,68,216,4,8,5,5
692,69,216,4,8,6,6
693,70,216,4,8,7,7
694,71,216,4,8,8,8
695,72,216,4,8,9,9
696,73,216,4,8,10,10
697,74,216,4,8,11,11
698,75,216,4,8,12,12
699,76,216,4,8,13,13
700,77,216,4,8,14,14
701,78,216,4,8,15,15
702,79,216,4,8,16,16
703,120,217,5,8,2,1
704,216,218,6,8,2,1
705,217,218,7,8,2,1
706,123,220,5,9,0,1
707,219,221,6,9,0,1
708,220,221,7,9,0,1
709,123,223,5,9,1,1
710,222,224,6,9,1,1
711,223,224,7,9,1,1
712,123,226,5,9,2,1
713,225,227,6,9,2,1
714,226,227,7,9,2,1
715,126,229,5,10,0,1
716,228,230,6,10,0,1
717,229,230,7,10,0,1
718,126,232,5,10,1,1
719,231,233,6,10,1,1
720,232,233,7,10,1,1
721,126,235,5,10,2,1
722,234,236,6,10,2,1
723,235,236,7,10,2,1
724,129,238,5,11,0,1
725,237,239,6,11,0,1
726,238,239,7,11,0,1
727,129,241,5,11,1,1
728,240,242,6,11,1,1
729,241,242,7,11,1,1
730,129,244,5,11,2,1
731,243,245,6,11,2,1
732,244,245,7,11,2,1
733,132,247,5,12,0,1
734,246,248,6,12,0,1
735,247,248,7,12,0,1
736,132,250,5,12,1,1
737,249,251,6,12,1,1
738,250,251,7,12,1,1
739,132,253,5,12,2,1
740,252,254,6,12,2,1
741,253,254,7,12,2,1
742,135,256,5,13,0,1
743,255,257,6,13,0,1
744,256,257,7,13,0,1
745,135,259,5,13,1,1
746,258,260,6,13,1,1
747,259,260,7,13,1,1
748,135,262,5,13,2,1
749,261,263,6,13,2,1
750,262,263,7,13,2,1
751,138,265,5,14,0,1
752,264,266,6,14,0,1
753,265,266,7,14,0,1
754,138,268,5,14,1,1
755,267,269,6,14,1,1
756,268,269,7,14,1,1
757,138,271,5,14,2,1
758,270,272,6,14,2,1
759,271,272,7,14,2,1
760,141,274,5,15,0,1
761,273,275,6,15,0,1
762,274,275,7,15,0,1
763,141,277,5,15,1,1
764,276,278,6,15,1,1
765,277,278,7,15,1,1
766,141,280,5,15,2,1
767,279,281,6,15,2,1
768,280,281,7,15,2,1
769,144,283,5,16,0,1
770,282,284,6,16,0,1
771,283,284,7,16,0,1
772,144,286,5,16,1,1
773,285,287,6,16,1,1
774,286,287,7,16,1,1
775,144,289,5,16,2,1
776,288,290,6,16,2,1
777,289,290,7,16,2,1
778,99,291,8,2,0,1
779,102,291,9,2,0,1
780,102,292,8,3,0,1
781,105,292,9,3,0,1
782,105,293,8,4,0,1
783,108,293,9,4,0,1
784,108,294,8,5,0,1
785,111,294,9,5,0,1
786,111,295,8,6,0,1
787,114,295,9,6,0,1
788,114,296,8,7,0,1
789,117,296,9,7,0,1
790,117,297,8,8,0,1
791,120,297,9,8,0,1
792,120,298,8,9,0,1
793,123,298,9,9,0,1
794,123,299,8,10,0,1
795,126,299,9,10,0,1
796,126,300,8,11,0,1
797,129,300,9,11,0,1
798,129,301,8,12,0,1
799,132,301,9,12,0,1
800,132,302,8,13,0,1
801,135,302,9,13,0,1
802,135,303,8,14,0,1
803,138,303,9,14,0,1
804,138,304,8,15,0,1
805,141,304,9,15,0,1
806,141,305,8,16,0,1
807,144,305,9,16,0,1
