psi,ratio,iterations,monotone,theta_std,cv_x,start_index,contained_blocks,support_size,complement_size,complement_mask,complement,shell,job_index
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,524289,0 19,16,212
-1.592105339624906,0.20349673069183893,17,True,5.352896194065128e-15,5.313821684184498e-15,1,77,22,2,1048577,0 20,16,213
-1.5921053396249043,0.2034967306918393,16,True,3.3548141776625855e-14,3.353810843324896e-14,1,77,22,2,2097153,0 21,16,214
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,4194305,0 22,16,215
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,8388609,0 23,16,216
-1.5921053396249052,0.20349673069183913,17,True,5.158356477210914e-15,5.149288913207962e-15,1,77,22,2,6,1 2,16,217
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,10,1 3,16,218
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,18,1 4,16,219
-1.5921053396249052,0.20349673069183913,17,True,3.332734154223103e-14,3.3332555060660206e-14,2,77,22,2,34,1 5,16,220
-1.5921053396249052,0.20349673069183913,16,True,2.70210471283434e-14,2.7018975357575596e-14,1,77,22,2,66,1 6,16,221
-1.5921053396249052,0.20349673069183913,18,True,1.1956161758244209e-14,1.1961504602648739e-14,2,77,22,2,130,1 7,16,222
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,258,1 8,16,223
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,514,1 9,16,224
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,1026,1 10,16,225
-1.5921053396249052,0.20349673069183913,22,True,1.704627355104848e-14,1.7032548445419872e-14,2,77,22,2,2050,1 11,16,226
-1.592105339624906,0.20349673069183893,18,True,7.050771874782576e-15,7.043137964827404e-15,2,77,22,2,4098,1 12,16,227
-1.592105339624906,0.20349673069183893,17,True,1.093015630169974e-14,1.0945226281538042e-14,1,77,22,2,8194,1 13,16,228
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,16386,1 14,16,229
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,32770,1 15,16,230
-1.5921053396249052,0.20349673069183913,17,True,2.6456205301608973e-14,2.6452408105074423e-14,1,77,22,2,65538,1 16,16,231
-1.5921053396249043,0.2034967306918393,17,True,1.1159374005111529e-14,1.1154104502145313e-14,1,77,22,2,131074,1 17,16,232
-1.592105339624906,0.20349673069183893,21,True,6.501060232236561e-15,6.523603480934012e-15,4,77,22,2,262146,1 18,16,233
-1.592105339624906,0.20349673069183893,17,True,2.0304647461550256e-14,2.0319052962533094e-14,3,77,22,2,524290,1 19,16,234
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,1048578,1 20,16,235
-1.5921053396249052,0.20349673069183913,18,True,2.1410017221075716e-14,2.141665969705458e-14,3,77,22,2,2097154,1 21,16,236
-1.5921053396249043,0.2034967306918393,16,True,2.2832136911024027e-14,2.282122772370585e-14,1,77,22,2,4194306,1 22,16,237
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,8388610,1 23,16,238
-1.5921053396249034,0.2034967306918395,18,True,1.603372802498709e-14,1.6036350783501272e-14,2,77,22,2,12,2 3,16,239
-1.592105339624906,0.20349673069183893,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,20,2 4,16,240
-1.5921053396249087,0.2034967306918384,16,True,2.4450841807189532e-14,2.4457350606411323e-14,1,77,22,2,36,2 5,16,241
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,68,2 6,16,242
-1.5921053396249052,0.20349673069183913,20,True,1.9275404351992584e-14,1.927657530692319e-14,2,77,22,2,132,2 7,16,243
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,260,2 8,16,244
-1.5921053396249043,0.2034967306918393,17,True,1.8406212362053583e-14,1.8431987164721448e-14,2,77,22,2,516,2 9,16,245
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,1028,2 10,16,246
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,2052,2 11,16,247
-1.592105339624906,0.20349673069183893,19,True,6.506267072639077e-15,6.526909161862807e-15,2,77,22,2,4100,2 12,16,248
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,8196,2 13,16,249
-1.5921053396249043,0.2034967306918393,16,True,2.207932161750902e-14,2.2071855475469267e-14,1,77,22,2,16388,2 14,16,250
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,32772,2 15,16,251
-1.592105339624906,0.20349673069183893,17,True,2.6678675775490585e-14,2.665155832344567e-14,2,77,22,2,65540,2 16,16,252
-1.592105339624906,0.20349673069183893,23,True,7.481498107035106e-15,7.486531670332938e-15,2,77,22,2,131076,2 17,16,253
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,262148,2 18,16,254
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,524292,2 19,16,255
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,1048580,2 20,16,256
-1.5921053396249043,0.2034967306918393,21,True,5.201751766497818e-15,5.2280778275331396e-15,2,77,22,2,2097156,2 21,16,257
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,4194308,2 22,16,258
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,8388612,2 23,16,259
-1.592105339624906,0.20349673069183893,19,True,2.981507535759829e-14,2.9813054356752254e-14,2,77,22,2,24,3 4,16,260
-1.592105339624906,0.20349673069183893,16,True,2.7661158944341984e-14,2.7657629153290627e-14,1,77,22,2,40,3 5,16,261
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,72,3 6,16,262
-1.5921053396249052,0.20349673069183913,17,True,1.087185622284483e-14,1.0875086483561008e-14,1,77,22,2,136,3 7,16,263
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,264,3 8,16,264
-1.592105339624906,0.20349673069183893,18,True,6.792340405333479e-15,6.79174643981127e-15,3,77,22,2,520,3 9,16,265
-1.592105339624906,0.20349673069183893,17,True,1.2559981276166388e-14,1.2549367706427065e-14,1,77,22,2,1032,3 10,16,266
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,2056,3 11,16,267
-1.592105339624906,0.20349673069183893,17,True,2.499565760420829e-14,2.4990583498127565e-14,1,77,22,2,4104,3 12,16,268
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,8200,3 13,16,269
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,16392,3 14,16,270
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,32776,3 15,16,271
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,65544,3 16,16,272
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,131080,3 17,16,273
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,262152,3 18,16,274
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,524296,3 19,16,275
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,1048584,3 20,16,276
-1.5921053396249052,0.20349673069183913,18,True,1.8589438399731856e-14,1.8624191165402577e-14,3,77,22,2,2097160,3 21,16,277
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,4194312,3 22,16,278
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,8388616,3 23,16,279
-1.5921053396249079,0.20349673069183857,17,True,2.5019842500751472e-14,2.5026645024203095e-14,2,77,22,2,48,4 5,16,280
-1.5921053396249052,0.20349673069183913,16,True,3.129063555404274e-14,3.1280915448003694e-14,1,77,22,2,80,4 6,16,281
-1.592105339624906,0.20349673069183893,19,True,2.6188187379839673e-14,2.6192754994160583e-14,4,77,22,2,144,4 7,16,282
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,272,4 8,16,283
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,528,4 9,16,284
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,1040,4 10,16,285
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,2064,4 11,16,286
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,4112,4 12,16,287
-1.592105339624906,0.20349673069183893,17,True,5.400843719427965e-15,5.3997257906367084e-15,1,77,22,2,8208,4 13,16,288
-1.5921053396249052,0.20349673069183913,19,True,1.2033491910372252e-14,1.2029579417088004e-14,4,77,22,2,16400,4 14,16,289
-1.592105339624906,0.20349673069183893,17,True,5.279195658798974e-15,5.27287760700859e-15,1,77,22,2,32784,4 15,16,290
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,65552,4 16,16,291
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,131088,4 17,16,292
-1.592105339624906,0.20349673069183893,17,True,7.094806867572838e-15,7.10079992151422e-15,1,77,22,2,262160,4 18,16,293
-1.5921053396249052,0.20349673069183913,17,True,1.8065577187300794e-14,1.8072553093443525e-14,2,77,22,2,524304,4 19,16,294
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,1048592,4 20,16,295
-1.5921053396249052,0.20349673069183913,18,True,1.1822034377794175e-14,1.1803573191350365e-14,2,77,22,2,2097168,4 21,16,296
-1.5921053396249052,0.20349673069183913,17,True,1.584758072254529e-14,1.58175289093074e-14,1,77,22,2,4194320,4 22,16,297
-1.592105339624906,0.20349673069183893,19,True,5.312581150858328e-15,5.319617528500499e-15,2,77,22,2,8388624,4 23,16,298
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,96,5 6,16,299
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,160,5 7,16,300
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,288,5 8,16,301
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,544,5 9,16,302
-1.5921053396249034,0.2034967306918395,18,True,1.7333147690242543e-14,1.731135224780981e-14,4,77,22,2,1056,5 10,16,303
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,2080,5 11,16,304
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,4128,5 12,16,305
-1.5921053396249016,0.20349673069183985,18,True,1.6965961111767824e-14,1.6961056563387126e-14,3,77,22,2,8224,5 13,16,306
-1.592105339624906,0.20349673069183893,16,True,3.399286140710903e-14,3.400053859016334e-14,1,77,22,2,16416,5 14,16,307
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,32800,5 15,16,308
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,65568,5 16,16,309
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,131104,5 17,16,310
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,262176,5 18,16,311
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,524320,5 19,16,312
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,1048608,5 20,16,313
-1.5921053396249052,0.20349673069183913,18,True,8.375899504417868e-15,8.367895611486489e-15,4,77,22,2,2097184,5 21,16,314
-1.592105339624906,0.20349673069183893,17,True,2.4335140387509862e-14,2.4343058673182025e-14,3,77,22,2,4194336,5 22,16,315
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,8388640,5 23,16,316
-1.5921053396249043,0.2034967306918393,19,True,9.898149023182788e-15,9.908494293804568e-15,4,77,22,2,192,6 7,16,317
-1.5921053396249052,0.20349673069183913,16,True,3.4107412962785725e-14,3.409975513471343e-14,1,77,22,2,320,6 8,16,318
-1.5921053396249043,0.2034967306918393,18,True,9.620100580860783e-15,9.582817647939323e-15,2,77,22,2,576,6 9,16,319
-1.5921053396249043,0.2034967306918393,17,True,8.868260059666374e-15,8.880049304085586e-15,4,77,22,2,1088,6 10,16,320
-1.5921053396249052,0.20349673069183913,16,True,3.154777730226567e-14,3.1559672097103056e-14,1,77,22,2,2112,6 11,16,321
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,4160,6 12,16,322
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,8256,6 13,16,323
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,16448,6 14,16,324
-1.592105339624906,0.20349673069183893,18,True,7.124710462894954e-15,7.114961939619184e-15,2,77,22,2,32832,6 15,16,325
-1.5921053396249052,0.20349673069183913,17,True,5.7320502325218965e-15,5.724919686913014e-15,1,77,22,2,65600,6 16,16,326
-1.592105339624906,0.20349673069183893,16,True,3.3656385419202187e-14,3.3636154419149227e-14,1,77,22,2,131136,6 17,16,327
-1.592105339624906,0.20349673069183893,17,True,7.046967056309903e-15,7.0269312139921866e-15,1,77,22,2,262208,6 18,16,328
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,524352,6 19,16,329
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,1048640,6 20,16,330
-1.592105339624906,0.20349673069183893,16,True,2.5837807892150648e-14,2.5852626429396957e-14,1,77,22,2,2097216,6 21,16,331
-1.5921053396249052,0.20349673069183913,16,True,3.3263463440291825e-14,3.3286114417415577e-14,1,77,22,2,4194368,6 22,16,332
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,8388672,6 23,16,333
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,384,7 8,16,334
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,640,7 9,16,335
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,1152,7 10,16,336
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,2176,7 11,16,337
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,4224,7 12,16,338
-1.5921053396249052,0.20349673069183913,17,True,9.70330465359422e-15,9.706676793183884e-15,3,77,22,2,8320,7 13,16,339
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,16512,7 14,16,340
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,32896,7 15,16,341
-1.592105339624906,0.20349673069183893,20,True,3.199156266765683e-14,3.1991251923143194e-14,2,77,22,2,65664,7 16,16,342
-1.5921053396249034,0.2034967306918395,20,True,9.601981247991276e-15,9.602092096151738e-15,3,77,22,2,131200,7 17,16,343
-1.592105339624906,0.20349673069183893,22,True,2.2388442625257912e-14,2.237556201541187e-14,3,77,22,2,262272,7 18,16,344
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,524416,7 19,16,345
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,1048704,7 20,16,346
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,2097280,7 21,16,347
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,4194432,7 22,16,348
-1.5921053396249025,0.20349673069183966,18,True,1.0011815892249927e-14,1.0024438892208497e-14,3,77,22,2,8388736,7 23,16,349
-1.592105339624906,0.20349673069183893,17,True,6.221417142850589e-15,6.2222033166756914e-15,1,77,22,2,768,8 9,16,350
-1.592105339624907,0.20349673069183877,16,True,2.5997895427244684e-14,2.6006643573581676e-14,1,77,22,2,1280,8 10,16,351
-1.5921053396249052,0.20349673069183913,17,True,6.027985566636746e-15,6.04417623401023e-15,1,77,22,2,2304,8 11,16,352
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,4352,8 12,16,353
-1.592105339624906,0.20349673069183893,18,True,1.458092417024488e-14,1.4598764373302628e-14,1,77,22,2,8448,8 13,16,354
-1.5921053396249052,0.20349673069183913,17,True,1.913930431600976e-14,1.91500867351865e-14,1,77,22,2,16640,8 14,16,355
-1.5921053396249087,0.2034967306918384,2,True,0.0,2.1259152388627142e-16,0,77,22,2,33024,8 15,16,356
-1.592105339624906,0.20349673069183893,16,True,3.4573703371077526e-14,3.4577372831052123e-14,1,77,22,2,65792,8 16,16,357
-1.592105339624906,0.20349673069183893,17,True,6.109870976121083e-15,6.093091690756333e-15,1,77,22,2,131328,8 17,16,358
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,262400,8 18,16,359
-1.592105339624906,0.20349673069183893,16,True,2.630766429749167e-14,2.6298150356004916e-14,1,77,22,2,524544,8 19,16,360
-1.5921053396249052,0.20349673069183913,16,True,2.878348943989825e-14,2.880488560854098e-14,1,77,22,2,1048832,8 20,16,361
-1.5921053396249052,0.20349673069183913,17,True,5.203699402906968e-15,5.199314020208602e-15,1,77,22,2,2097408,8 21,16,362
-1.5921053396249052,0.20349673069183913,18,True,5.118724896711164e-15,5.1405044499183014e-15,2,77,22,2,4194560,8 22,16,363
-1.5921053396249043,0.2034967306918393,19,True,2.4782056129515214e-14,2.4771992476403402e-14,3,77,22,2,8388864,8 23,16,364
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,1536,9 10,16,365
-1.592105339624907,0.20349673069183877,16,True,2.6043763280324944e-14,2.6034828561159426e-14,1,77,22,2,2560,9 11,16,366
-1.592105339624907,0.20349673069183877,18,True,9.171214752899535e-15,9.188506957682972e-15,2,77,22,2,4608,9 12,16,367
-1.592105339624906,0.20349673069183893,16,True,2.2265626916332356e-14,2.2248040239457642e-14,1,77,22,2,8704,9 13,16,368
-1.5921053396249034,0.2034967306918395,17,True,8.288214152422366e-15,8.284128807767293e-15,1,77,22,2,16896,9 14,16,369
-1.5921053396249052,0.20349673069183913,16,True,3.3147973680523054e-14,3.3143117127727207e-14,1,77,22,2,33280,9 15,16,370
-1.5921053396249034,0.2034967306918395,16,True,3.0180683339483413e-14,3.016651864081235e-14,1,77,22,2,66048,9 16,16,371
-1.592105339624906,0.20349673069183893,16,True,3.38619092815269e-14,3.387851214142034e-14,1,77,22,2,131584,9 17,16,372
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,262656,9 18,16,373
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,524800,9 19,16,374
-1.592105339624906,0.20349673069183893,16,True,3.057617405546245e-14,3.0593846833059924e-14,1,77,22,2,1049088,9 20,16,375
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,2097664,9 21,16,376
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,4194816,9 22,16,377
-1.5921053396249052,0.20349673069183913,16,True,2.671144654012304e-14,2.6681294949450352e-14,1,77,22,2,8389120,9 23,16,378
-1.5921053396249052,0.20349673069183913,16,True,3.178990635657126e-14,3.176780530402962e-14,1,77,22,2,3072,10 11,16,379
-1.592105339624906,0.20349673069183893,17,True,5.968333657447408e-15,5.959460993843121e-15,1,77,22,2,5120,10 12,16,380
-1.592105339624907,0.20349673069183877,16,True,3.106473526605699e-14,3.105050536262706e-14,1,77,22,2,9216,10 13,16,381
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,17408,10 14,16,382
-1.5921053396249043,0.2034967306918393,17,True,1.1362861690416799e-14,1.1356338848942085e-14,1,77,22,2,33792,10 15,16,383
-1.5921053396249043,0.2034967306918393,17,True,5.723976891959701e-15,5.710907813144177e-15,1,77,22,2,66560,10 16,16,384
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,132096,10 17,16,385
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,263168,10 18,16,386
-1.5921053396249052,0.20349673069183913,17,True,5.138193966829456e-15,5.159253102473951e-15,1,77,22,2,525312,10 19,16,387
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,1049600,10 20,16,388
-1.5921053396249052,0.20349673069183913,18,True,2.3509461753103915e-14,2.35181734505467e-14,2,77,22,2,2098176,10 21,16,389
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,4195328,10 22,16,390
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,8389632,10 23,16,391
-1.592105339624907,0.20349673069183877,17,True,3.189723766289395e-14,3.190315577429948e-14,2,77,22,2,6144,11 12,16,392
-1.5921053396249052,0.20349673069183913,17,True,1.3717078997709163e-14,1.3718706255626206e-14,2,77,22,2,10240,11 13,16,393
-1.5921053396249034,0.2034967306918395,16,True,1.944385477456652e-14,1.946012269583211e-14,1,77,22,2,18432,11 14,16,394
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,34816,11 15,16,395
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,67584,11 16,16,396
-1.5921053396249052,0.20349673069183913,17,True,6.6996630311682556e-15,6.6778169129590006e-15,1,77,22,2,133120,11 17,16,397
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,264192,11 18,16,398
-1.5921053396249043,0.2034967306918393,16,True,3.0409374587233484e-14,3.042473645232383e-14,1,77,22,2,526336,11 19,16,399
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,1050624,11 20,16,400
-1.5921053396249043,0.2034967306918393,22,True,2.7845838218154088e-14,2.786888314402939e-14,3,77,22,2,2099200,11 21,16,401
-1.5921053396249043,0.2034967306918393,18,True,1.6242777218116128e-14,1.6273637834673552e-14,2,77,22,2,4196352,11 22,16,402
-1.592105339624906,0.20349673069183893,16,True,2.657296681304204e-14,2.6583756535929712e-14,1,77,22,2,8390656,11 23,16,403
-1.592105339624906,0.20349673069183893,16,True,2.9679592177593684e-14,2.9677204963586065e-14,1,77,22,2,12288,12 13,16,404
-1.592105339624907,0.20349673069183877,16,True,3.1110406179240465e-14,3.1136725457885026e-14,1,77,22,2,20480,12 14,16,405
-1.592105339624906,0.20349673069183893,16,True,2.2594625203613698e-14,2.2572183829535564e-14,1,77,22,2,36864,12 15,16,406
-1.5921053396249034,0.2034967306918395,17,True,6.88748957276471e-15,6.874871750019651e-15,1,77,22,2,69632,12 16,16,407
-1.5921053396249043,0.2034967306918393,19,True,1.0948159067243578e-14,1.0997374119838621e-14,2,77,22,2,135168,12 17,16,408
-1.592105339624906,0.20349673069183893,16,True,2.882121179809079e-14,2.883354144813706e-14,1,77,22,2,266240,12 18,16,409
-1.5921053396249052,0.20349673069183913,17,True,1.3385297530972577e-14,1.3397023408753838e-14,1,77,22,2,528384,12 19,16,410
-1.592105339624906,0.20349673069183893,19,True,5.416817770369231e-15,5.428373764806842e-15,3,77,22,2,1052672,12 20,16,411
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,2101248,12 21,16,412
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,4198400,12 22,16,413
-1.592105339624906,0.20349673069183893,18,True,1.987909048931941e-14,1.9872888767800344e-14,4,77,22,2,8392704,12 23,16,414
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,24576,13 14,16,415
-1.592105339624906,0.20349673069183893,17,True,6.228815381234401e-15,6.228143368927408e-15,1,77,22,2,40960,13 15,16,416
-1.592105339624906,0.20349673069183893,17,True,6.2696125836500106e-15,6.283149591622722e-15,1,77,22,2,73728,13 16,16,417
-1.5921053396249034,0.2034967306918395,18,True,9.002985667943167e-15,8.974283706369421e-15,4,77,22,2,139264,13 17,16,418
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,270336,13 18,16,419
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,532480,13 19,16,420
-1.5921053396249043,0.2034967306918393,16,True,2.913155547530033e-14,2.9136780429744936e-14,1,77,22,2,1056768,13 20,16,421
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,2105344,13 21,16,422
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,4202496,13 22,16,423
-1.5921053396249034,0.2034967306918395,17,True,2.7036884367430306e-14,2.7056964993274662e-14,2,77,22,2,8396800,13 23,16,424
-1.592105339624906,0.20349673069183893,17,True,1.7294521329422147e-14,1.7287720936800568e-14,2,77,22,2,49152,14 15,16,425
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,81920,14 16,16,426
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,147456,14 17,16,427
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,278528,14 18,16,428
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,540672,14 19,16,429
