pair_id,i,j,product_support,zero_product_flag,closed_in_sector_span_flag,projection_nonzero_coeff_count,projection_coeff_2_mod,accepted_coeff_2_mod,accepted_coeff_2_valid_flag,target_pair_flag,target_expected_mod,target_135_over_2_verified_flag
988,25,13,55,0,0,28,701825,-1,0,0,-1,0
989,25,14,15,0,0,14,895836,-1,0,0,-1,0
990,25,15,42,0,0,33,0,-1,0,0,-1,0
991,25,16,119,0,0,34,328126,-1,0,0,-1,0
992,25,17,0,1,1,0,0,0,1,0,-1,0
993,25,18,93,0,0,16,388022,-1,0,0,-1,0
994,25,19,14,0,0,0,0,-1,0,0,-1,0
995,25,20,125,0,0,15,686634,-1,0,0,-1,0
996,25,21,20,0,0,10,687502,-1,0,0,-1,0
997,25,22,23,0,0,5,776044,-1,0,0,-1,0
998,25,23,44,0,0,5,0,-1,0,0,-1,0
999,25,24,0,1,1,0,0,0,1,0,-1,0
1000,25,25,125,0,0,31,417970,-1,0,0,-1,0
1001,25,26,86,0,0,6,0,-1,0,0,-1,0
1002,25,27,29,0,0,14,447918,-1,0,0,-1,0
1003,25,28,89,0,0,35,164063,-1,0,0,-1,0
1004,25,29,44,0,0,2,0,-1,0,0,-1,0
1005,25,30,44,0,0,3,0,-1,0,0,-1,0
1006,25,31,66,0,0,33,492189,-1,0,0,-1,0
1007,25,32,60,0,0,29,867190,-1,0,0,-1,0
1008,25,33,60,0,0,9,0,-1,0,0,-1,0
1009,25,34,39,0,0,12,687502,-1,0,0,-1,0
1010,25,35,18,0,0,4,776044,-1,0,0,-1,0
1011,25,36,12,0,0,3,0,-1,0,0,-1,0
1012,25,37,75,0,0,30,253907,-1,0,0,-1,0
1013,25,38,76,0,0,33,0,-1,0,0,-1,0
1014,26,0,18,0,0,7,0,-1,0,0,-1,0
1015,26,1,0,1,1,0,0,0,1,0,-1,0
1016,26,2,70,0,0,3,0,-1,0,0,-1,0
1017,26,3,104,0,0,0,0,-1,0,0,-1,0
1018,26,4,104,0,0,0,0,-1,0,0,-1,0
1019,26,5,12,0,0,10,0,-1,0,0,-1,0
1020,26,6,88,0,0,1,0,-1,0,0,-1,0
1021,26,7,0,1,1,0,0,0,1,0,-1,0
1022,26,8,64,0,0,10,0,-1,0,0,-1,0
1023,26,9,88,0,0,3,0,-1,0,0,-1,0
1024,26,10,116,0,0,27,970055,-1,0,0,-1,0
1025,26,11,62,0,0,25,164063,-1,0,0,-1,0
1026,26,12,90,0,0,3,0,-1,0,0,-1,0
1027,26,13,18,0,0,3,0,-1,0,0,-1,0
1028,26,14,9,0,0,3,0,-1,0,0,-1,0
1029,26,15,55,0,0,16,0,-1,0,0,-1,0
1030,26,16,147,0,0,26,447918,-1,0,0,-1,0
1031,26,17,16,0,1,2,0,0,1,0,-1,0
1032,26,18,62,0,0,3,0,-1,0,0,-1,0
1033,26,19,56,0,0,11,223959,-1,0,0,-1,0
1034,26,20,182,0,0,7,0,-1,0,0,-1,0
1035,26,21,44,0,0,0,0,-1,0,0,-1,0
1036,26,22,44,0,0,0,0,-1,0,0,-1,0
1037,26,23,74,0,0,0,0,-1,0,0,-1,0
1038,26,24,16,0,1,1,0,0,1,0,-1,0
1039,26,25,86,0,0,6,0,-1,0,0,-1,0
1040,26,26,182,0,0,17,0,-1,0,0,-1,0
1041,26,27,52,0,0,0,0,-1,0,0,-1,0
1042,26,28,104,0,0,9,0,-1,0,0,-1,0
1043,26,29,44,0,1,2,0,0,1,0,-1,0
1044,26,30,44,0,1,1,0,0,1,0,-1,0
1045,26,31,48,0,0,27,582033,-1,0,0,-1,0
1046,26,32,52,0,0,27,164063,-1,0,0,-1,0
1047,26,33,62,0,0,9,0,-1,0,0,-1,0
1048,26,34,56,0,0,0,0,-1,0,0,-1,0
1049,26,35,0,1,1,0,0,0,1,0,-1,0
1050,26,36,12,0,0,11,611981,-1,0,0,-1,0
1051,26,37,56,0,0,8,0,-1,0,0,-1,0
1052,26,38,99,0,0,16,0,-1,0,0,-1,0
1053,27,0,57,0,0,6,0,-1,0,0,-1,0
1054,27,1,43,0,0,4,0,-1,0,0,-1,0
1055,27,2,23,0,0,5,850697,-1,0,0,-1,0
1056,27,3,95,0,0,4,0,-1,0,0,-1,0
1057,27,4,63,0,0,1,0,-1,0,0,-1,0
1058,27,5,0,1,1,0,0,0,1,0,-1,0
1059,27,6,43,0,0,9,0,-1,0,0,-1,0
1060,27,7,19,0,0,4,0,-1,0,0,-1,0
1061,27,8,63,0,0,1,0,-1,0,0,-1,0
1062,27,9,22,0,0,0,0,-1,0,0,-1,0
1063,27,10,35,0,0,12,223959,-1,0,0,-1,0
1064,27,11,0,1,1,0,0,0,1,0,-1,0
1065,27,12,39,0,0,4,0,-1,0,0,-1,0
1066,27,13,29,0,0,9,0,-1,0,0,-1,0
1067,27,14,57,0,0,6,0,-1,0,0,-1,0
1068,27,15,39,0,0,4,0,-1,0,0,-1,0
1069,27,16,31,0,0,5,850697,-1,0,0,-1,0
1070,27,17,0,1,1,0,0,0,1,0,-1,0
1071,27,18,19,0,0,5,0,-1,0,0,-1,0
1072,27,19,22,0,0,0,0,-1,0,0,-1,0
1073,27,20,109,0,0,5,0,-1,0,0,-1,0
1074,27,21,30,0,0,1,0,-1,0,0,-1,0
1075,27,22,33,0,0,5,0,-1,0,0,-1,0
1076,27,23,31,0,0,5,850697,-1,0,0,-1,0
1077,27,24,0,1,1,0,0,0,1,0,-1,0
1078,27,25,29,0,0,14,447918,-1,0,0,-1,0
1079,27,26,52,0,0,0,0,-1,0,0,-1,0
1080,27,27,109,0,0,6,0,-1,0,0,-1,0
1081,27,28,22,0,0,0,0,-1,0,0,-1,0
1082,27,29,0,1,1,0,0,0,1,0,-1,0
1083,27,30,0,1,1,0,0,0,1,0,-1,0
1084,27,31,10,0,0,10,925350,-1,0,0,-1,0
1085,27,32,26,0,0,12,298612,-1,0,0,-1,0
1086,27,33,0,1,1,0,0,0,1,0,-1,0
1087,27,34,35,0,0,12,223959,-1,0,0,-1,0
1088,27,35,19,0,0,5,0,-1,0,0,-1,0
1089,27,36,10,0,0,10,925350,-1,0,0,-1,0
1090,27,37,6,0,0,10,597224,-1,0,0,-1,0
1091,27,38,39,0,0,4,0,-1,0,0,-1,0
1092,28,0,31,0,0,27,582033,-1,0,0,-1,0
1093,28,1,0,1,1,0,0,0,1,0,-1,0
1094,28,2,58,0,0,3,0,-1,0,0,-1,0
1095,28,3,44,0,0,0,0,-1,0,0,-1,0
1096,28,4,44,0,0,0,0,-1,0,0,-1,0
1097,28,5,0,1,1,0,0,0,1,0,-1,0
1098,28,6,88,0,0,3,0,-1,0,0,-1,0
1099,28,7,0,1,1,0,0,0,1,0,-1,0
1100,28,8,22,0,0,0,0,-1,0,0,-1,0
1101,28,9,88,0,0,3,0,-1,0,0,-1,0
1102,28,10,80,0,0,32,417970,-1,0,0,-1,0
1103,28,11,60,0,0,32,328126,-1,0,0,-1,0
1104,28,12,46,0,0,3,0,-1,0,0,-1,0
1105,28,13,31,0,0,27,970055,-1,0,0,-1,0
1106,28,14,0,1,1,0,0,0,1,0,-1,0
1107,28,15,38,0,0,33,0,-1,0,0,-1,0
1108,28,16,119,0,0,33,582033,-1,0,0,-1,0
1109,28,17,0,1,1,0,0,0,1,0,-1,0
1110,28,18,75,0,0,16,776044,-1,0,0,-1,0
1111,28,19,44,0,0,0,0,-1,0,0,-1,0
1112,28,20,119,0,0,4,0,-1,0,0,-1,0
1113,28,21,44,0,0,0,0,-1,0,0,-1,0
1114,28,22,44,0,0,0,0,-1,0,0,-1,0
1115,28,23,44,0,0,0,0,-1,0,0,-1,0
1116,28,24,0,1,1,0,0,0,1,0,-1,0
1117,28,25,89,0,0,35,164063,-1,0,0,-1,0
1118,28,26,104,0,0,9,0,-1,0,0,-1,0
1119,28,27,22,0,0,0,0,-1,0,0,-1,0
1120,28,28,119,0,0,31,417970,-1,0,0,-1,0
1121,28,29,44,0,0,3,0,-1,0,0,-1,0
1122,28,30,44,0,0,3,0,-1,0,0,-1,0
1123,28,31,54,0,0,32,417970,-1,0,0,-1,0
1124,28,32,52,0,0,35,328126,-1,0,0,-1,0
1125,28,33,60,0,0,10,0,-1,0,0,-1,0
1126,28,34,26,0,0,0,0,-1,0,0,-1,0
1127,28,35,0,1,1,0,0,0,1,0,-1,0
1128,28,36,0,1,1,0,0,0,1,0,-1,0
1129,28,37,69,0,0,33,0,-1,0,0,-1,0
1130,28,38,61,0,0,31,0,-1,0,0,-1,0
1131,29,0,0,1,1,0,0,0,1,0,-1,0
1132,29,1,0,1,1,0,0,0,1,0,-1,0
1133,29,2,44,0,0,3,0,-1,0,0,-1,0
1134,29,3,0,1,1,0,0,0,1,0,-1,0
1135,29,4,0,1,1,0,0,0,1,0,-1,0
1136,29,5,0,1,1,0,0,0,1,0,-1,0
1137,29,6,44,0,0,2,0,-1,0,0,-1,0
1138,29,7,0,1,1,0,0,0,1,0,-1,0
1139,29,8,0,1,1,0,0,0,1,0,-1,0
1140,29,9,44,0,0,3,0,-1,0,0,-1,0
1141,29,10,32,0,0,3,0,-1,0,0,-1,0
1142,29,11,44,0,0,3,0,-1,0,0,-1,0
1143,29,12,36,0,0,3,0,-1,0,0,-1,0
1144,29,13,0,1,1,0,0,0,1,0,-1,0
1145,29,14,0,1,1,0,0,0,1,0,-1,0
1146,29,15,18,0,0,2,0,-1,0,0,-1,0
1147,29,16,44,0,0,3,0,-1,0,0,-1,0
1148,29,17,0,1,1,0,0,0,1,0,-1,0
1149,29,18,44,0,0,1,0,-1,0,0,-1,0
1150,29,19,0,1,1,0,0,0,1,0,-1,0
1151,29,20,44,0,1,1,0,0,1,0,-1,0
1152,29,21,0,1,1,0,0,0,1,0,-1,0
1153,29,22,0,1,1,0,0,0,1,0,-1,0
1154,29,23,0,1,1,0,0,0,1,0,-1,0
1155,29,24,0,1,1,0,0,0,1,0,-1,0
1156,29,25,44,0,0,2,0,-1,0,0,-1,0
1157,29,26,44,0,1,2,0,0,1,0,-1,0
1158,29,27,0,1,1,0,0,0,1,0,-1,0
1159,29,28,44,0,0,3,0,-1,0,0,-1,0
1160,29,29,44,0,0,3,0,-1,0,0,-1,0
1161,29,30,44,0,0,2,0,-1,0,0,-1,0
1162,29,31,32,0,0,3,0,-1,0,0,-1,0
1163,29,32,22,0,0,2,0,-1,0,0,-1,0
1164,29,33,44,0,0,3,0,-1,0,0,-1,0
1165,29,34,0,1,1,0,0,0,1,0,-1,0
1166,29,35,0,1,1,0,0,0,1,0,-1,0
1167,29,36,0,1,1,0,0,0,1,0,-1,0
1168,29,37,44,0,0,2,0,-1,0,0,-1,0
1169,29,38,36,0,0,3,0,-1,0,0,-1,0
1170,30,0,0,1,1,0,0,0,1,0,-1,0
1171,30,1,0,1,1,0,0,0,1,0,-1,0
1172,30,2,44,0,0,3,0,-1,0,0,-1,0
1173,30,3,0,1,1,0,0,0,1,0,-1,0
1174,30,4,0,1,1,0,0,0,1,0,-1,0
1175,30,5,0,1,1,0,0,0,1,0,-1,0
1176,30,6,44,0,0,3,0,-1,0,0,-1,0
1177,30,7,0,1,1,0,0,0,1,0,-1,0
1178,30,8,0,1,1,0,0,0,1,0,-1,0
1179,30,9,44,0,0,2,0,-1,0,0,-1,0
1180,30,10,32,0,0,3,0,-1,0,0,-1,0
1181,30,11,44,0,0,3,0,-1,0,0,-1,0
1182,30,12,36,0,0,3,0,-1,0,0,-1,0
1183,30,13,0,1,1,0,0,0,1,0,-1,0
1184,30,14,0,1,1,0,0,0,1,0,-1,0
1185,30,15,18,0,0,2,0,-1,0,0,-1,0
1186,30,16,44,0,0,3,0,-1,0,0,-1,0
1187,30,17,0,1,1,0,0,0,1,0,-1,0
1188,30,18,44,0,0,3,0,-1,0,0,-1,0
1189,30,19,0,1,1,0,0,0,1,0,-1,0
1190,30,20,44,0,1,1,0,0,1,0,-1,0
1191,30,21,0,1,1,0,0,0,1,0,-1,0
1192,30,22,0,1,1,0,0,0,1,0,-1,0
1193,30,23,0,1,1,0,0,0,1,0,-1,0
1194,30,24,0,1,1,0,0,0,1,0,-1,0
1195,30,25,44,0,0,3,0,-1,0,0,-1,0
1196,30,26,44,0,1,1,0,0,1,0,-1,0
1197,30,27,0,1,1,0,0,0,1,0,-1,0
1198,30,28,44,0,0,3,0,-1,0,0,-1,0
1199,30,29,44,0,0,2,0,-1,0,0,-1,0
1200,30,30,44,0,0,3,0,-1,0,0,-1,0
1201,30,31,32,0,0,3,0,-1,0,0,-1,0
1202,30,32,22,0,0,2,0,-1,0,0,-1,0
1203,30,33,44,0,0,1,0,-1,0,0,-1,0
1204,30,34,0,1,1,0,0,0,1,0,-1,0
1205,30,35,0,1,1,0,0,0,1,0,-1,0
1206,30,36,0,1,1,0,0,0,1,0,-1,0
1207,30,37,44,0,0,3,0,-1,0,0,-1,0
1208,30,38,36,0,0,3,0,-1,0,0,-1,0
1209,31,0,42,0,0,11,0,-1,0,0,-1,0
1210,31,1,20,0,0,9,925350,-1,0,0,-1,0
1211,31,2,44,0,0,6,0,-1,0,0,-1,0
1212,31,3,20,0,0,9,462675,-1,0,0,-1,0
1213,31,4,0,1,1,0,0,0,1,0,-1,0
1214,31,5,0,1,1,0,0,0,1,0,-1,0
1215,31,6,38,0,0,10,388022,-1,0,0,-1,0
1216,31,7,20,0,0,10,552085,-1,0,0,-1,0
1217,31,8,0,1,1,0,0,0,1,0,-1,0
1218,31,9,32,0,0,3,0,-1,0,0,-1,0
1219,31,10,74,0,0,35,582033,-1,0,0,-1,0
1220,31,11,48,0,0,36,835940,-1,0,0,-1,0
1221,31,12,36,0,0,4,0,-1,0,0,-1,0
1222,31,13,42,0,0,15,776044,-1,0,0,-1,0
1223,31,14,10,0,0,8,850697,-1,0,0,-1,0
1224,31,15,32,0,0,35,552085,-1,0,0,-1,0
1225,31,16,66,0,0,35,582033,-1,0,0,-1,0
1226,31,17,0,1,1,0,0,0,1,0,-1,0
1227,31,18,74,0,0,11,0,-1,0,0,-1,0
1228,31,19,0,1,1,0,0,0,1,0,-1,0
1229,31,20,74,0,0,6,0,-1,0,0,-1,0
1230,31,21,0,1,1,0,0,0,1,0,-1,0
1231,31,22,6,0,0,10,388022,-1,0,0,-1,0
1232,31,23,12,0,0,9,328126,-1,0,0,-1,0
1233,31,24,0,1,1,0,0,0,1,0,-1,0
1234,31,25,66,0,0,33,492189,-1,0,0,-1,0
1235,31,26,48,0,0,27,582033,-1,0,0,-1,0
1236,31,27,10,0,0,10,925350,-1,0,0,-1,0
1237,31,28,54,0,0,32,417970,-1,0,0,-1,0
1238,31,29,32,0,0,3,0,-1,0,0,-1,0
1239,31,30,32,0,0,3,0,-1,0,0,-1,0
1240,31,31,74,0,0,32,910159,-1,0,0,-1,0
1241,31,32,42,0,0,35,984378,-1,0,0,-1,0
1242,31,33,48,0,0,27,746096,-1,0,0,-1,0
1243,31,34,20,0,0,8,0,-1,0,0,-1,0
1244,31,35,20,0,0,9,388022,-1,0,0,-1,0
1245,31,36,20,0,0,4,0,-1,0,0,-1,0
1246,31,37,48,0,0,34,492189,-1,0,0,-1,0
1247,31,38,46,0,0,32,447918,-1,0,0,-1,0
1248,32,0,28,0,0,13,447918,-1,0,0,-1,0
1249,32,1,8,0,0,11,850697,-1,0,0,-1,0
1250,32,2,40,0,0,11,656252,-1,0,0,-1,0
1251,32,3,22,0,0,11,925350,-1,0,0,-1,0
1252,32,4,18,0,0,11,895836,-1,0,0,-1,0
1253,32,5,0,1,1,0,0,0,1,0,-1,0
1254,32,6,44,0,0,12,447918,-1,0,0,-1,0
1255,32,7,8,0,0,11,656252,-1,0,0,-1,0
1256,32,8,18,0,0,11,791669,-1,0,0,-1,0
1257,32,9,36,0,0,2,0,-1,0,0,-1,0
1258,32,10,61,0,0,35,671877,-1,0,0,-1,0
1259,32,11,38,0,0,36,671877,-1,0,0,-1,0
1260,32,12,25,0,0,11,208334,-1,0,0,-1,0
1261,32,13,28,0,0,16,447918,-1,0,0,-1,0
1262,32,14,12,0,0,12,597224,-1,0,0,-1,0
1263,32,15,29,0,0,30,833336,-1,0,0,-1,0
1264,32,16,56,0,0,34,312501,-1,0,0,-1,0
1265,32,17,0,1,1,0,0,0,1,0,-1,0
1266,32,18,46,0,0,16,776044,-1,0,0,-1,0
1267,32,19,14,0,0,0,0,-1,0,0,-1,0
1268,32,20,64,0,0,13,223959,-1,0,0,-1,0
1269,32,21,18,0,0,11,687502,-1,0,0,-1,0
1270,32,22,18,0,0,11,552085,-1,0,0,-1,0
1271,32,23,18,0,0,11,656252,-1,0,0,-1,0
1272,32,24,0,1,1,0,0,0,1,0,-1,0
1273,32,25,60,0,0,29,867190,-1,0,0,-1,0
1274,32,26,52,0,0,27,164063,-1,0,0,-1,0
1275,32,27,26,0,0,12,298612,-1,0,0,-1,0
1276,32,28,52,0,0,35,328126,-1,0,0,-1,0
1277,32,29,22,0,0,2,0,-1,0,0,-1,0
1278,32,30,22,0,0,2,0,-1,0,0,-1,0
1279,32,31,42,0,0,35,984378,-1,0,0,-1,0
1280,32,32,64,0,0,31,671877,-1,0,0,-1,0
1281,32,33,38,0,0,27,492189,-1,0,0,-1,0
1282,32,34,23,0,0,12,343751,-1,0,0,-1,0
1283,32,35,8,0,0,11,776044,-1,0,0,-1,0
1284,32,36,4,0,0,11,656252,-1,0,0,-1,0
1285,32,37,36,0,0,34,867190,-1,0,0,-1,0
1286,32,38,29,0,0,30,208334,-1,0,0,-1,0
1287,33,0,18,0,0,3,0,-1,0,0,-1,0
1288,33,1,0,1,1,0,0,0,1,0,-1,0
1289,33,2,44,0,0,3,0,-1,0,0,-1,0
1290,33,3,0,1,1,0,0,0,1,0,-1,0
1291,33,4,0,1,1,0,0,0,1,0,-1,0
1292,33,5,0,1,1,0,0,0,1,0,-1,0
1293,33,6,44,0,0,2,0,-1,0,0,-1,0
1294,33,7,0,1,1,0,0,0,1,0,-1,0
1295,33,8,0,1,1,0,0,0,1,0,-1,0
1296,33,9,44,0,0,3,0,-1,0,0,-1,0
1297,33,10,48,0,0,27,746096,-1,0,0,-1,0
1298,33,11,62,0,0,36,0,-1,0,0,-1,0
1299,33,12,36,0,0,3,0,-1,0,0,-1,0
1300,33,13,18,0,0,8,0,-1,0,0,-1,0
1301,33,14,0,1,1,0,0,0,1,0,-1,0
1302,33,15,22,0,0,6,0,-1,0,0,-1,0
1303,33,16,61,0,0,31,0,-1,0,0,-1,0
1304,33,17,0,1,1,0,0,0,1,0,-1,0
1305,33,18,62,0,0,8,0,-1,0,0,-1,0
1306,33,19,0,1,1,0,0,0,1,0,-1,0
1307,33,20,62,0,0,3,0,-1,0,0,-1,0
1308,33,21,0,1,1,0,0,0,1,0,-1,0
1309,33,22,0,1,1,0,0,0,1,0,-1,0
1310,33,23,0,1,1,0,0,0,1,0,-1,0
1311,33,24,0,1,1,0,0,0,1,0,-1,0
1312,33,25,60,0,0,9,0,-1,0,0,-1,0
1313,33,26,62,0,0,9,0,-1,0,0,-1,0
1314,33,27,0,1,1,0,0,0,1,0,-1,0
1315,33,28,60,0,0,10,0,-1,0,0,-1,0
1316,33,29,44,0,0,3,0,-1,0,0,-1,0
1317,33,30,44,0,0,1,0,-1,0,0,-1,0
1318,33,31,48,0,0,27,746096,-1,0,0,-1,0
1319,33,32,38,0,0,27,492189,-1,0,0,-1,0
1320,33,33,62,0,0,15,0,-1,0,0,-1,0
1321,33,34,0,1,1,0,0,0,1,0,-1,0
1322,33,35,0,1,1,0,0,0,1,0,-1,0
1323,33,36,0,1,1,0,0,0,1,0,-1,0
1324,33,37,56,0,0,34,507814,-1,0,0,-1,0
1325,33,38,40,0,0,6,0,-1,0,0,-1,0
1326,34,0,34,0,0,11,223959,-1,0,0,-1,0
1327,34,1,28,0,0,8,0,-1,0,0,-1,0
1328,34,2,35,0,0,10,328126,-1,0,0,-1,0
1329,34,3,84,0,0,8,0,-1,0,0,-1,0
1330,34,4,62,0,0,11,447918,-1,0,0,-1,0
1331,34,5,0,1,1,0,0,0,1,0,-1,0
1332,34,6,40,0,0,12,835940,-1,0,0,-1,0
1333,34,7,28,0,0,11,776044,-1,0,0,-1,0
1334,34,8,21,0,0,11,895836,-1,0,0,-1,0
1335,34,9,26,0,0,0,0,-1,0,0,-1,0
1336,34,10,90,0,0,12,343751,-1,0,0,-1,0
1337,34,11,0,1,1,0,0,0,1,0,-1,0
1338,34,12,33,0,0,11,104167,-1,0,0,-1,0
1339,34,13,32,0,0,12,447918,-1,0,0,-1,0
1340,34,14,20,0,0,12,447918,-1,0,0,-1,0
1341,34,15,7,0,0,11,416668,-1,0,0,-1,0
1342,34,16,68,0,0,10,328126,-1,0,0,-1,0
1343,34,17,0,1,1,0,0,0,1,0,-1,0
1344,34,18,24,0,0,10,388022,-1,0,0,-1,0
1345,34,19,26,0,0,0,0,-1,0,0,-1,0
1346,34,20,90,0,0,11,611981,-1,0,0,-1,0
1347,34,21,30,0,0,11,343751,-1,0,0,-1,0
1348,34,22,36,0,0,11,388022,-1,0,0,-1,0
1349,34,23,68,0,0,7,0,-1,0,0,-1,0
1350,34,24,0,1,1,0,0,0,1,0,-1,0
1351,34,25,39,0,0,12,687502,-1,0,0,-1,0
1352,34,26,56,0,0,0,0,-1,0,0,-1,0
1353,34,27,35,0,0,12,223959,-1,0,0,-1,0
1354,34,28,26,0,0,0,0,-1,0,0,-1,0
1355,34,29,0,1,1,0,0,0,1,0,-1,0
1356,34,30,0,1,1,0,0,0,1,0,-1,0
1357,34,31,20,0,0,8,0,-1,0,0,-1,0
1358,34,32,23,0,0,12,343751,-1,0,0,-1,0
1359,34,33,0,1,1,0,0,0,1,0,-1,0
1360,34,34,90,0,0,12,671877,-1,0,0,-1,0
1361,34,35,24,0,0,6,0,-1,0,0,-1,0
1362,34,36,20,0,0,10,328126,-1,0,0,-1,0
1363,34,37,4,0,0,11,687502,-1,0,0,-1,0
1364,34,38,33,0,0,11,104167,-1,0,0,-1,0
1365,35,0,38,0,0,3,0,-1,0,0,-1,0
1366,35,1,38,0,0,5,0,-1,0,0,-1,0
1367,35,2,18,0,0,1,0,-1,0,0,-1,0
1368,35,3,38,0,0,5,0,-1,0,0,-1,0
1369,35,4,0,1,1,0,0,0,1,0,-1,0
1370,35,5,0,1,1,0,0,0,1,0,-1,0
1371,35,6,11,0,0,5,0,-1,0,0,-1,0
1372,35,7,38,0,0,5,0,-1,0,0,-1,0
1373,35,8,0,1,1,0,0,0,1,0,-1,0
1374,35,9,0,1,1,0,0,0,1,0,-1,0
1375,35,10,24,0,0,10,388022,-1,0,0,-1,0
1376,35,11,0,1,1,0,0,0,1,0,-1,0
1377,35,12,8,0,0,4,0,-1,0,0,-1,0
1378,35,13,38,0,0,5,0,-1,0,0,-1,0
1379,35,14,19,0,0,3,0,-1,0,0,-1,0
1380,35,15,4,0,0,4,0,-1,0,0,-1,0
1381,35,16,18,0,0,1,0,-1,0,0,-1,0
1382,35,17,0,1,1,0,0,0,1,0,-1,0
1383,35,18,38,0,0,3,0,-1,0,0,-1,0
1384,35,19,0,1,1,0,0,0,1,0,-1,0
1385,35,20,38,0,1,1,0,0,1,0,-1,0
1386,35,21,0,1,1,0,0,0,1,0,-1,0
1387,35,22,11,0,0,5,0,-1,0,0,-1,0
1388,35,23,18,0,0,4,776044,-1,0,0,-1,0
1389,35,24,0,1,1,0,0,0,1,0,-1,0
1390,35,25,18,0,0,4,776044,-1,0,0,-1,0
1391,35,26,0,1,1,0,0,0,1,0,-1,0
1392,35,27,19,0,0,5,0,-1,0,0,-1,0
1393,35,28,0,1,1,0,0,0,1,0,-1,0
1394,35,29,0,1,1,0,0,0,1,0,-1,0
1395,35,30,0,1,1,0,0,0,1,0,-1,0
1396,35,31,20,0,0,9,388022,-1,0,0,-1,0
1397,35,32,8,0,0,11,776044,-1,0,0,-1,0
1398,35,33,0,1,1,0,0,0,1,0,-1,0
1399,35,34,24,0,0,6,0,-1,0,0,-1,0
1400,35,35,38,0,0,5,0,-1,0,0,-1,0
1401,35,36,20,0,0,4,0,-1,0,0,-1,0
1402,35,37,0,1,1,0,0,0,1,0,-1,0
1403,35,38,8,0,0,4,0,-1,0,0,-1,0
1404,36,0,20,0,0,9,925350,-1,0,0,-1,0
1405,36,1,20,0,0,4,0,-1,0,0,-1,0
1406,36,2,12,0,0,9,328126,-1,0,0,-1,0
1407,36,3,20,0,0,2,0,-1,0,0,-1,0
1408,36,4,0,1,1,0,0,0,1,0,-1,0
1409,36,5,8,0,0,11,776044,-1,0,0,-1,0
1410,36,6,6,0,0,10,388022,-1,0,0,-1,0
1411,36,7,20,0,0,10,776044,-1,0,0,-1,0
1412,36,8,8,0,0,11,223959,-1,0,0,-1,0
1413,36,9,0,1,1,0,0,0,1,0,-1,0
1414,36,10,32,0,0,15,0,-1,0,0,-1,0
1415,36,11,0,1,1,0,0,0,1,0,-1,0
1416,36,12,8,0,0,4,0,-1,0,0,-1,0
1417,36,13,20,0,0,10,552085,-1,0,0,-1,0
1418,36,14,16,0,0,8,850697,-1,0,0,-1,0
1419,36,15,8,0,0,4,0,-1,0,0,-1,0
1420,36,16,24,0,0,13,328126,-1,0,0,-1,0
1421,36,17,12,0,0,11,388022,-1,0,0,-1,0
1422,36,18,20,0,0,9,388022,-1,0,0,-1,0
1423,36,19,12,0,0,4,0,-1,0,0,-1,0
1424,36,20,32,0,0,10,74653,-1,0,0,-1,0
1425,36,21,0,1,1,0,0,0,1,0,-1,0
1426,36,22,6,0,0,10,388022,-1,0,0,-1,0
1427,36,23,12,0,0,3,0,-1,0,0,-1,0
1428,36,24,12,0,0,10,388022,-1,0,0,-1,0
1429,36,25,12,0,0,3,0,-1,0,0,-1,0
1430,36,26,12,0,0,11,611981,-1,0,0,-1,0
1431,36,27,10,0,0,10,925350,-1,0,0,-1,0
1432,36,28,0,1,1,0,0,0,1,0,-1,0
1433,36,29,0,1,1,0,0,0,1,0,-1,0
1434,36,30,0,1,1,0,0,0,1,0,-1,0
1435,36,31,20,0,0,4,0,-1,0,0,-1,0
1436,36,32,4,0,0,11,656252,-1,0,0,-1,0
1437,36,33,0,1,1,0,0,0,1,0,-1,0
1438,36,34,20,0,0,10,328126,-1,0,0,-1,0
1439,36,35,20,0,0,4,0,-1,0,0,-1,0
1440,36,36,32,0,0,14,328126,-1,0,0,-1,0
1441,36,37,0,1,1,0,0,0,1,0,-1,0
1442,36,38,11,0,0,4,0,-1,0,0,-1,0
1443,37,0,33,0,0,29,955298,-1,0,0,-1,0
1444,37,1,0,1,1,0,0,0,1,0,-1,0
1445,37,2,44,0,0,3,0,-1,0,0,-1,0
1446,37,3,0,1,1,0,0,0,1,0,-1,0
1447,37,4,6,0,0,10,895836,-1,0,0,-1,0
1448,37,5,0,1,1,0,0,0,1,0,-1,0
1449,37,6,50,0,0,13,895836,-1,0,0,-1,0
1450,37,7,0,1,1,0,0,0,1,0,-1,0
1451,37,8,6,0,0,10,791669,-1,0,0,-1,0
1452,37,9,44,0,0,2,0,-1,0,0,-1,0
1453,37,10,52,0,0,33,179688,-1,0,0,-1,0
1454,37,11,56,0,0,27,835940,-1,0,0,-1,0
1455,37,12,36,0,0,3,0,-1,0,0,-1,0
1456,37,13,33,0,0,37,761721,-1,0,0,-1,0
1457,37,14,6,0,0,10,194445,-1,0,0,-1,0
1458,37,15,32,0,0,36,208334,-1,0,0,-1,0
1459,37,16,70,0,0,38,835940,-1,0,0,-1,0
1460,37,17,0,1,1,0,0,0,1,0,-1,0
1461,37,18,71,0,0,37,776044,-1,0,0,-1,0
1462,37,19,0,1,1,0,0,0,1,0,-1,0
1463,37,20,77,0,0,11,686634,-1,0,0,-1,0
1464,37,21,6,0,0,13,687502,-1,0,0,-1,0
1465,37,22,0,1,1,0,0,0,1,0,-1,0
