mask,height_action,residual_integral,corrected_support,q42_shadow_nonzero,q12_shadow_nonzero,support_sector,Act_kernel,Talagrand_shell_delta
1200,3932160,-3932160,297,0,0,33,True,0
1201,5007360,-5007360,297,0,0,33,True,0
1202,5253120,-5253120,297,0,0,33,True,0
1203,6328320,-6328320,297,0,0,33,True,0
1204,4706304,-4706304,297,0,0,33,True,0
1205,5781504,-5781504,297,0,0,33,True,0
1206,6027264,-6027264,297,0,0,33,True,0
1207,7102464,-7102464,297,0,0,33,True,0
1208,5124096,-5124096,297,0,0,33,True,0
1209,6199296,-6199296,297,0,0,33,True,0
1210,6445056,-6445056,297,0,0,33,True,0
1211,7520256,-7520256,297,0,0,33,True,0
1212,5898240,-5898240,297,0,0,33,True,0
1213,6973440,-6973440,297,0,0,33,True,0
1214,7219200,-7219200,297,0,0,33,True,0
1215,8294400,-8294400,297,0,0,33,True,0
1216,3062784,-3062784,297,0,0,33,True,0
1217,4137984,-4137984,297,0,0,33,True,0
1218,4383744,-4383744,297,0,0,33,True,0
1219,5458944,-5458944,297,0,0,33,True,0
1220,3836928,-3836928,297,0,0,33,True,0
1221,4912128,-4912128,297,0,0,33,True,0
1222,5157888,-5157888,297,0,0,33,True,0
1223,6233088,-6233088,297,0,0,33,True,0
1224,4254720,-4254720,297,0,0,33,True,0
1225,5329920,-5329920,297,0,0,33,True,0
1226,5575680,-5575680,297,0,0,33,True,0
1227,6650880,-6650880,297,0,0,33,True,0
1228,5028864,-5028864,297,0,0,33,True,0
1229,6104064,-6104064,297,0,0,33,True,0
1230,6349824,-6349824,297,0,0,33,True,0
1231,7425024,-7425024,297,0,0,33,True,0
1232,4144128,-4144128,297,0,0,33,True,0
1233,5219328,-5219328,297,0,0,33,True,0
1234,5465088,-5465088,297,0,0,33,True,0
1235,6540288,-6540288,297,0,0,33,True,0
1236,4918272,-4918272,297,0,0,33,True,0
1237,5993472,-5993472,297,0,0,33,True,0
1238,6239232,-6239232,297,0,0,33,True,0
1239,7314432,-7314432,297,0,0,33,True,0
1240,5336064,-5336064,297,0,0,33,True,0
1241,6411264,-6411264,297,0,0,33,True,0
1242,6657024,-6657024,297,0,0,33,True,0
1243,7732224,-7732224,297,0,0,33,True,0
1244,6110208,-6110208,297,0,0,33,True,0
1245,7185408,-7185408,297,0,0,33,True,0
1246,7431168,-7431168,297,0,0,33,True,0
1247,8506368,-8506368,297,0,0,33,True,0
1248,3753984,-3753984,297,0,0,33,True,0
1249,4829184,-4829184,297,0,0,33,True,0
1250,5074944,-5074944,297,0,0,33,True,0
1251,6150144,-6150144,297,0,0,33,True,0
1252,4528128,-4528128,297,0,0,33,True,0
1253,5603328,-5603328,297,0,0,33,True,0
1254,5849088,-5849088,297,0,0,33,True,0
1255,6924288,-6924288,297,0,0,33,True,0
1256,4945920,-4945920,297,0,0,33,True,0
1257,6021120,-6021120,297,0,0,33,True,0
1258,6266880,-6266880,297,0,0,33,True,0
1259,7342080,-7342080,297,0,0,33,True,0
1260,5720064,-5720064,297,0,0,33,True,0
1261,6795264,-6795264,297,0,0,33,True,0
1262,7041024,-7041024,297,0,0,33,True,0
1263,8116224,-8116224,297,0,0,33,True,0
1264,4835328,-4835328,297,0,0,33,True,0
1265,5910528,-5910528,297,0,0,33,True,0
1266,6156288,-6156288,297,0,0,33,True,0
1267,7231488,-7231488,297,0,0,33,True,0
1268,5609472,-5609472,297,0,0,33,True,0
1269,6684672,-6684672,297,0,0,33,True,0
1270,6930432,-6930432,297,0,0,33,True,0
1271,8005632,-8005632,297,0,0,33,True,0
1272,6027264,-6027264,297,0,0,33,True,0
1273,7102464,-7102464,297,0,0,33,True,0
1274,7348224,-7348224,297,0,0,33,True,0
1275,8423424,-8423424,297,0,0,33,True,0
1276,6801408,-6801408,297,0,0,33,True,0
1277,7876608,-7876608,297,0,0,33,True,0
1278,8122368,-8122368,297,0,0,33,True,0
1279,9197568,-9197568,297,0,0,33,True,0
1280,1465344,-1465344,297,0,0,33,True,0
1281,2540544,-2540544,297,0,0,33,True,0
1282,2786304,-2786304,297,0,0,33,True,0
1283,3861504,-3861504,297,0,0,33,True,0
1284,2239488,-2239488,297,0,0,33,True,0
1285,3314688,-3314688,297,0,0,33,True,0
1286,3560448,-3560448,297,0,0,33,True,0
1287,4635648,-4635648,297,0,0,33,True,0
1288,2657280,-2657280,297,0,0,33,True,0
1289,3732480,-3732480,297,0,0,33,True,0
1290,3978240,-3978240,297,0,0,33,True,0
1291,5053440,-5053440,297,0,0,33,True,0
1292,3431424,-3431424,297,0,0,33,True,0
1293,4506624,-4506624,297,0,0,33,True,0
1294,4752384,-4752384,297,0,0,33,True,0
1295,5827584,-5827584,297,0,0,33,True,0
1296,2546688,-2546688,297,0,0,33,True,0
1297,3621888,-3621888,297,0,0,33,True,0
1298,3867648,-3867648,297,0,0,33,True,0
1299,4942848,-4942848,297,0,0,33,True,0
1300,3320832,-3320832,297,0,0,33,True,0
1301,4396032,-4396032,297,0,0,33,True,0
1302,4641792,-4641792,297,0,0,33,True,0
1303,5716992,-5716992,297,0,0,33,True,0
1304,3738624,-3738624,297,0,0,33,True,0
1305,4813824,-4813824,297,0,0,33,True,0
1306,5059584,-5059584,297,0,0,33,True,0
1307,6134784,-6134784,297,0,0,33,True,0
1308,4512768,-4512768,297,0,0,33,True,0
1309,5587968,-5587968,297,0,0,33,True,0
1310,5833728,-5833728,297,0,0,33,True,0
1311,6908928,-6908928,297,0,0,33,True,0
1312,2156544,-2156544,297,0,0,33,True,0
1313,3231744,-3231744,297,0,0,33,True,0
1314,3477504,-3477504,297,0,0,33,True,0
1315,4552704,-4552704,297,0,0,33,True,0
1316,2930688,-2930688,297,0,0,33,True,0
1317,4005888,-4005888,297,0,0,33,True,0
1318,4251648,-4251648,297,0,0,33,True,0
1319,5326848,-5326848,297,0,0,33,True,0
1320,3348480,-3348480,297,0,0,33,True,0
1321,4423680,-4423680,297,0,0,33,True,0
1322,4669440,-4669440,297,0,0,33,True,0
1323,5744640,-5744640,297,0,0,33,True,0
1324,4122624,-4122624,297,0,0,33,True,0
1325,5197824,-5197824,297,0,0,33,True,0
1326,5443584,-5443584,297,0,0,33,True,0
1327,6518784,-6518784,297,0,0,33,True,0
1328,3237888,-3237888,297,0,0,33,True,0
1329,4313088,-4313088,297,0,0,33,True,0
1330,4558848,-4558848,297,0,0,33,True,0
1331,5634048,-5634048,297,0,0,33,True,0
1332,4012032,-4012032,297,0,0,33,True,0
1333,5087232,-5087232,297,0,0,33,True,0
1334,5332992,-5332992,297,0,0,33,True,0
1335,6408192,-6408192,297,0,0,33,True,0
1336,4429824,-4429824,297,0,0,33,True,0
1337,5505024,-5505024,297,0,0,33,True,0
1338,5750784,-5750784,297,0,0,33,True,0
1339,6825984,-6825984,297,0,0,33,True,0
1340,5203968,-5203968,297,0,0,33,True,0
1341,6279168,-6279168,297,0,0,33,True,0
1342,6524928,-6524928,297,0,0,33,True,0
1343,7600128,-7600128,297,0,0,33,True,0
1344,2368512,-2368512,297,0,0,33,True,0
1345,3443712,-3443712,297,0,0,33,True,0
1346,3689472,-3689472,297,0,0,33,True,0
1347,4764672,-4764672,297,0,0,33,True,0
1348,3142656,-3142656,297,0,0,33,True,0
1349,4217856,-4217856,297,0,0,33,True,0
1350,4463616,-4463616,297,0,0,33,True,0
1351,5538816,-5538816,297,0,0,33,True,0
1352,3560448,-3560448,297,0,0,33,True,0
1353,4635648,-4635648,297,0,0,33,True,0
1354,4881408,-4881408,297,0,0,33,True,0
1355,5956608,-5956608,297,0,0,33,True,0
1356,4334592,-4334592,297,0,0,33,True,0
1357,5409792,-5409792,297,0,0,33,True,0
1358,5655552,-5655552,297,0,0,33,True,0
1359,6730752,-6730752,297,0,0,33,True,0
1360,3449856,-3449856,297,0,0,33,True,0
1361,4525056,-4525056,297,0,0,33,True,0
1362,4770816,-4770816,297,0,0,33,True,0
1363,5846016,-5846016,297,0,0,33,True,0
1364,4224000,-4224000,297,0,0,33,True,0
1365,5299200,-5299200,297,0,0,33,True,0
1366,5544960,-5544960,297,0,0,33,True,0
1367,6620160,-6620160,297,0,0,33,True,0
1368,4641792,-4641792,297,0,0,33,True,0
1369,5716992,-5716992,297,0,0,33,True,0
1370,5962752,-5962752,297,0,0,33,True,0
1371,7037952,-7037952,297,0,0,33,True,0
1372,5415936,-5415936,297,0,0,33,True,0
1373,6491136,-6491136,297,0,0,33,True,0
1374,6736896,-6736896,297,0,0,33,True,0
1375,7812096,-7812096,297,0,0,33,True,0
1376,3059712,-3059712,297,0,0,33,True,0
1377,4134912,-4134912,297,0,0,33,True,0
1378,4380672,-4380672,297,0,0,33,True,0
1379,5455872,-5455872,297,0,0,33,True,0
1380,3833856,-3833856,297,0,0,33,True,0
1381,4909056,-4909056,297,0,0,33,True,0
1382,5154816,-5154816,297,0,0,33,True,0
1383,6230016,-6230016,297,0,0,33,True,0
1384,4251648,-4251648,297,0,0,33,True,0
1385,5326848,-5326848,297,0,0,33,True,0
1386,5572608,-5572608,297,0,0,33,True,0
1387,6647808,-6647808,297,0,0,33,True,0
1388,5025792,-5025792,297,0,0,33,True,0
1389,6100992,-6100992,297,0,0,33,True,0
1390,6346752,-6346752,297,0,0,33,True,0
1391,7421952,-7421952,297,0,0,33,True,0
1392,4141056,-4141056,297,0,0,33,True,0
1393,5216256,-5216256,297,0,0,33,True,0
1394,5462016,-5462016,297,0,0,33,True,0
1395,6537216,-6537216,297,0,0,33,True,0
1396,4915200,-4915200,297,0,0,33,True,0
1397,5990400,-5990400,297,0,0,33,True,0
1398,6236160,-6236160,297,0,0,33,True,0
1399,7311360,-7311360,297,0,0,33,True,0
1400,5332992,-5332992,297,0,0,33,True,0
1401,6408192,-6408192,297,0,0,33,True,0
1402,6653952,-6653952,297,0,0,33,True,0
1403,7729152,-7729152,297,0,0,33,True,0
1404,6107136,-6107136,297,0,0,33,True,0
1405,7182336,-7182336,297,0,0,33,True,0
1406,7428096,-7428096,297,0,0,33,True,0
1407,8503296,-8503296,297,0,0,33,True,0
1408,2534400,-2534400,297,0,0,33,True,0
1409,3609600,-3609600,297,0,0,33,True,0
1410,3855360,-3855360,297,0,0,33,True,0
1411,4930560,-4930560,297,0,0,33,True,0
1412,3308544,-3308544,297,0,0,33,True,0
1413,4383744,-4383744,297,0,0,33,True,0
1414,4629504,-4629504,297,0,0,33,True,0
1415,5704704,-5704704,297,0,0,33,True,0
1416,3726336,-3726336,297,0,0,33,True,0
1417,4801536,-4801536,297,0,0,33,True,0
1418,5047296,-5047296,297,0,0,33,True,0
1419,6122496,-6122496,297,0,0,33,True,0
1420,4500480,-4500480,297,0,0,33,True,0
1421,5575680,-5575680,297,0,0,33,True,0
1422,5821440,-5821440,297,0,0,33,True,0
1423,6896640,-6896640,297,0,0,33,True,0
1424,3615744,-3615744,297,0,0,33,True,0
1425,4690944,-4690944,297,0,0,33,True,0
1426,4936704,-4936704,297,0,0,33,True,0
1427,6011904,-6011904,297,0,0,33,True,0
1428,4389888,-4389888,297,0,0,33,True,0
1429,5465088,-5465088,297,0,0,33,True,0
1430,5710848,-5710848,297,0,0,33,True,0
1431,6786048,-6786048,297,0,0,33,True,0
1432,4807680,-4807680,297,0,0,33,True,0
1433,5882880,-5882880,297,0,0,33,True,0
1434,6128640,-6128640,297,0,0,33,True,0
1435,7203840,-7203840,297,0,0,33,True,0
1436,5581824,-5581824,297,0,0,33,True,0
1437,6657024,-6657024,297,0,0,33,True,0
1438,6902784,-6902784,297,0,0,33,True,0
1439,7977984,-7977984,297,0,0,33,True,0
1440,3225600,-3225600,297,0,0,33,True,0
1441,4300800,-4300800,297,0,0,33,True,0
1442,4546560,-4546560,297,0,0,33,True,0
1443,5621760,-5621760,297,0,0,33,True,0
1444,3999744,-3999744,297,0,0,33,True,0
1445,5074944,-5074944,297,0,0,33,True,0
1446,5320704,-5320704,297,0,0,33,True,0
1447,6395904,-6395904,297,0,0,33,True,0
1448,4417536,-4417536,297,0,0,33,True,0
1449,5492736,-5492736,297,0,0,33,True,0
1450,5738496,-5738496,297,0,0,33,True,0
1451,6813696,-6813696,297,0,0,33,True,0
1452,5191680,-5191680,297,0,0,33,True,0
1453,6266880,-6266880,297,0,0,33,True,0
1454,6512640,-6512640,297,0,0,33,True,0
1455,7587840,-7587840,297,0,0,33,True,0
1456,4306944,-4306944,297,0,0,33,True,0
1457,5382144,-5382144,297,0,0,33,True,0
1458,5627904,-5627904,297,0,0,33,True,0
1459,6703104,-6703104,297,0,0,33,True,0
1460,5081088,-5081088,297,0,0,33,True,0
1461,6156288,-6156288,297,0,0,33,True,0
1462,6402048,-6402048,297,0,0,33,True,0
1463,7477248,-7477248,297,0,0,33,True,0
1464,5498880,-5498880,297,0,0,33,True,0
1465,6574080,-6574080,297,0,0,33,True,0
1466,6819840,-6819840,297,0,0,33,True,0
1467,7895040,-7895040,297,0,0,33,True,0
1468,6273024,-6273024,297,0,0,33,True,0
1469,7348224,-7348224,297,0,0,33,True,0
1470,7593984,-7593984,297,0,0,33,True,0
1471,8669184,-8669184,297,0,0,33,True,0
1472,3437568,-3437568,297,0,0,33,True,0
1473,4512768,-4512768,297,0,0,33,True,0
1474,4758528,-4758528,297,0,0,33,True,0
1475,5833728,-5833728,297,0,0,33,True,0
1476,4211712,-4211712,297,0,0,33,True,0
1477,5286912,-5286912,297,0,0,33,True,0
1478,5532672,-5532672,297,0,0,33,True,0
1479,6607872,-6607872,297,0,0,33,True,0
1480,4629504,-4629504,297,0,0,33,True,0
1481,5704704,-5704704,297,0,0,33,True,0
1482,5950464,-5950464,297,0,0,33,True,0
1483,7025664,-7025664,297,0,0,33,True,0
1484,5403648,-5403648,297,0,0,33,True,0
1485,6478848,-6478848,297,0,0,33,True,0
1486,6724608,-6724608,297,0,0,33,True,0
1487,7799808,-7799808,297,0,0,33,True,0
1488,4518912,-4518912,297,0,0,33,True,0
1489,5594112,-5594112,297,0,0,33,True,0
1490,5839872,-5839872,297,0,0,33,True,0
1491,6915072,-6915072,297,0,0,33,True,0
1492,5293056,-5293056,297,0,0,33,True,0
1493,6368256,-6368256,297,0,0,33,True,0
1494,6614016,-6614016,297,0,0,33,True,0
1495,7689216,-7689216,297,0,0,33,True,0
1496,5710848,-5710848,297,0,0,33,True,0
1497,6786048,-6786048,297,0,0,33,True,0
1498,7031808,-7031808,297,0,0,33,True,0
1499,8107008,-8107008,297,0,0,33,True,0
1500,6484992,-6484992,297,0,0,33,True,0
1501,7560192,-7560192,297,0,0,33,True,0
1502,7805952,-7805952,297,0,0,33,True,0
1503,8881152,-8881152,297,0,0,33,True,0
1504,4128768,-4128768,297,0,0,33,True,0
1505,5203968,-5203968,297,0,0,33,True,0
1506,5449728,-5449728,297,0,0,33,True,0
1507,6524928,-6524928,297,0,0,33,True,0
1508,4902912,-4902912,297,0,0,33,True,0
1509,5978112,-5978112,297,0,0,33,True,0
1510,6223872,-6223872,297,0,0,33,True,0
1511,7299072,-7299072,297,0,0,33,True,0
1512,5320704,-5320704,297,0,0,33,True,0
1513,6395904,-6395904,297,0,0,33,True,0
1514,6641664,-6641664,297,0,0,33,True,0
1515,7716864,-7716864,297,0,0,33,True,0
1516,6094848,-6094848,297,0,0,33,True,0
1517,7170048,-7170048,297,0,0,33,True,0
1518,7415808,-7415808,297,0,0,33,True,0
1519,8491008,-8491008,297,0,0,33,True,0
1520,5210112,-5210112,297,0,0,33,True,0
1521,6285312,-6285312,297,0,0,33,True,0
1522,6531072,-6531072,297,0,0,33,True,0
1523,7606272,-7606272,297,0,0,33,True,0
1524,5984256,-5984256,297,0,0,33,True,0
1525,7059456,-7059456,297,0,0,33,True,0
1526,7305216,-7305216,297,0,0,33,True,0
1527,8380416,-8380416,297,0,0,33,True,0
1528,6402048,-6402048,297,0,0,33,True,0
1529,7477248,-7477248,297,0,0,33,True,0
1530,7723008,-7723008,297,0,0,33,True,0
1531,8798208,-8798208,297,0,0,33,True,0
1532,7176192,-7176192,297,0,0,33,True,0
1533,8251392,-8251392,297,0,0,33,True,0
1534,8497152,-8497152,297,0,0,33,True,0
1535,9572352,-9572352,297,0,0,33,True,0
1536,2082816,-2082816,297,0,0,33,True,0
1537,3158016,-3158016,297,0,0,33,True,0
1538,3403776,-3403776,297,0,0,33,True,0
1539,4478976,-4478976,297,0,0,33,True,0
1540,2856960,-2856960,297,0,0,33,True,0
1541,3932160,-3932160,297,0,0,33,True,0
1542,4177920,-4177920,297,0,0,33,True,0
1543,5253120,-5253120,297,0,0,33,True,0
1544,3274752,-3274752,297,0,0,33,True,0
1545,4349952,-4349952,297,0,0,33,True,0
1546,4595712,-4595712,297,0,0,33,True,0
1547,5670912,-5670912,297,0,0,33,True,0
1548,4048896,-4048896,297,0,0,33,True,0
1549,5124096,-5124096,297,0,0,33,True,0
1550,5369856,-5369856,297,0,0,33,True,0
1551,6445056,-6445056,297,0,0,33,True,0
1552,3164160,-3164160,297,0,0,33,True,0
1553,4239360,-4239360,297,0,0,33,True,0
1554,4485120,-4485120,297,0,0,33,True,0
1555,5560320,-5560320,297,0,0,33,True,0
1556,3938304,-3938304,297,0,0,33,True,0
1557,5013504,-5013504,297,0,0,33,True,0
1558,5259264,-5259264,297,0,0,33,True,0
1559,6334464,-6334464,297,0,0,33,True,0
1560,4356096,-4356096,297,0,0,33,True,0
1561,5431296,-5431296,297,0,0,33,True,0
1562,5677056,-5677056,297,0,0,33,True,0
1563,6752256,-6752256,297,0,0,33,True,0
1564,5130240,-5130240,297,0,0,33,True,0
1565,6205440,-6205440,297,0,0,33,True,0
1566,6451200,-6451200,297,0,0,33,True,0
1567,7526400,-7526400,297,0,0,33,True,0
1568,2774016,-2774016,297,0,0,33,True,0
1569,3849216,-3849216,297,0,0,33,True,0
1570,4094976,-4094976,297,0,0,33,True,0
1571,5170176,-5170176,297,0,0,33,True,0
1572,3548160,-3548160,297,0,0,33,True,0
1573,4623360,-4623360,297,0,0,33,True,0
1574,4869120,-4869120,297,0,0,33,True,0
1575,5944320,-5944320,297,0,0,33,True,0
1576,3965952,-3965952,297,0,0,33,True,0
1577,5041152,-5041152,297,0,0,33,True,0
1578,5286912,-5286912,297,0,0,33,True,0
1579,6362112,-6362112,297,0,0,33,True,0
1580,4740096,-4740096,297,0,0,33,True,0
1581,5815296,-5815296,297,0,0,33,True,0
1582,6061056,-6061056,297,0,0,33,True,0
1583,7136256,-7136256,297,0,0,33,True,0
1584,3855360,-3855360,297,0,0,33,True,0
1585,4930560,-4930560,297,0,0,33,True,0
1586,5176320,-5176320,297,0,0,33,True,0
1587,6251520,-6251520,297,0,0,33,True,0
1588,4629504,-4629504,297,0,0,33,True,0
1589,5704704,-5704704,297,0,0,33,True,0
1590,5950464,-5950464,297,0,0,33,True,0
1591,7025664,-7025664,297,0,0,33,True,0
1592,5047296,-5047296,297,0,0,33,True,0
1593,6122496,-6122496,297,0,0,33,True,0
1594,6368256,-6368256,297,0,0,33,True,0
1595,7443456,-7443456,297,0,0,33,True,0
1596,5821440,-5821440,297,0,0,33,True,0
1597,6896640,-6896640,297,0,0,33,True,0
1598,7142400,-7142400,297,0,0,33,True,0
1599,8217600,-8217600,297,0,0,33,True,0
1600,2985984,-2985984,297,0,0,33,True,0
1601,4061184,-4061184,297,0,0,33,True,0
1602,4306944,-4306944,297,0,0,33,True,0
1603,5382144,-5382144,297,0,0,33,True,0
1604,3760128,-3760128,297,0,0,33,True,0
1605,4835328,-4835328,297,0,0,33,True,0
1606,5081088,-5081088,297,0,0,33,True,0
1607,6156288,-6156288,297,0,0,33,True,0
1608,4177920,-4177920,297,0,0,33,True,0
1609,5253120,-5253120,297,0,0,33,True,0
1610,5498880,-5498880,297,0,0,33,True,0
1611,6574080,-6574080,297,0,0,33,True,0
1612,4952064,-4952064,297,0,0,33,True,0
1613,6027264,-6027264,297,0,0,33,True,0
1614,6273024,-6273024,297,0,0,33,True,0
1615,7348224,-7348224,297,0,0,33,True,0
1616,4067328,-4067328,297,0,0,33,True,0
1617,5142528,-5142528,297,0,0,33,True,0
1618,5388288,-5388288,297,0,0,33,True,0
1619,6463488,-6463488,297,0,0,33,True,0
1620,4841472,-4841472,297,0,0,33,True,0
1621,5916672,-5916672,297,0,0,33,True,0
1622,6162432,-6162432,297,0,0,33,True,0
1623,7237632,-7237632,297,0,0,33,True,0
1624,5259264,-5259264,297,0,0,33,True,0
1625,6334464,-6334464,297,0,0,33,True,0
1626,6580224,-6580224,297,0,0,33,True,0
1627,7655424,-7655424,297,0,0,33,True,0
1628,6033408,-6033408,297,0,0,33,True,0
1629,7108608,-7108608,297,0,0,33,True,0
1630,7354368,-7354368,297,0,0,33,True,0
1631,8429568,-8429568,297,0,0,33,True,0
1632,3677184,-3677184,297,0,0,33,True,0
1633,4752384,-4752384,297,0,0,33,True,0
1634,4998144,-4998144,297,0,0,33,True,0
1635,6073344,-6073344,297,0,0,33,True,0
1636,4451328,-4451328,297,0,0,33,True,0
1637,5526528,-5526528,297,0,0,33,True,0
1638,5772288,-5772288,297,0,0,33,True,0
1639,6847488,-6847488,297,0,0,33,True,0
1640,4869120,-4869120,297,0,0,33,True,0
1641,5944320,-5944320,297,0,0,33,True,0
1642,6190080,-6190080,297,0,0,33,True,0
1643,7265280,-7265280,297,0,0,33,True,0
1644,5643264,-5643264,297,0,0,33,True,0
1645,6718464,-6718464,297,0,0,33,True,0
1646,6964224,-6964224,297,0,0,33,True,0
1647,8039424,-8039424,297,0,0,33,True,0
1648,4758528,-4758528,297,0,0,33,True,0
1649,5833728,-5833728,297,0,0,33,True,0
1650,6079488,-6079488,297,0,0,33,True,0
1651,7154688,-7154688,297,0,0,33,True,0
1652,5532672,-5532672,297,0,0,33,True,0
1653,6607872,-6607872,297,0,0,33,True,0
1654,6853632,-6853632,297,0,0,33,True,0
1655,7928832,-7928832,297,0,0,33,True,0
1656,5950464,-5950464,297,0,0,33,True,0
1657,7025664,-7025664,297,0,0,33,True,0
1658,7271424,-7271424,297,0,0,33,True,0
1659,8346624,-8346624,297,0,0,33,True,0
1660,6724608,-6724608,297,0,0,33,True,0
1661,7799808,-7799808,297,0,0,33,True,0
1662,8045568,-8045568,297,0,0,33,True,0
1663,9120768,-9120768,297,0,0,33,True,0
1664,3151872,-3151872,297,0,0,33,True,0
1665,4227072,-4227072,297,0,0,33,True,0
1666,4472832,-4472832,297,0,0,33,True,0
1667,5548032,-5548032,297,0,0,33,True,0
1668,3926016,-3926016,297,0,0,33,True,0
1669,5001216,-5001216,297,0,0,33,True,0
1670,5246976,-5246976,297,0,0,33,True,0
1671,6322176,-6322176,297,0,0,33,True,0
1672,4343808,-4343808,297,0,0,33,True,0
1673,5419008,-5419008,297,0,0,33,True,0
1674,5664768,-5664768,297,0,0,33,True,0
1675,6739968,-6739968,297,0,0,33,True,0
1676,5117952,-5117952,297,0,0,33,True,0
1677,6193152,-6193152,297,0,0,33,True,0
1678,6438912,-6438912,297,0,0,33,True,0
1679,7514112,-7514112,297,0,0,33,True,0
1680,4233216,-4233216,297,0,0,33,True,0
1681,5308416,-5308416,297,0,0,33,True,0
1682,5554176,-5554176,297,0,0,33,True,0
1683,6629376,-6629376,297,0,0,33,True,0
1684,5007360,-5007360,297,0,0,33,True,0
1685,6082560,-6082560,297,0,0,33,True,0
1686,6328320,-6328320,297,0,0,33,True,0
1687,7403520,-7403520,297,0,0,33,True,0
1688,5425152,-5425152,297,0,0,33,True,0
1689,6500352,-6500352,297,0,0,33,True,0
1690,6746112,-6746112,297,0,0,33,True,0
1691,7821312,-7821312,297,0,0,33,True,0
1692,6199296,-6199296,297,0,0,33,True,0
1693,7274496,-7274496,297,0,0,33,True,0
1694,7520256,-7520256,297,0,0,33,True,0
1695,8595456,-8595456,297,0,0,33,True,0
1696,3843072,-3843072,297,0,0,33,True,0
1697,4918272,-4918272,297,0,0,33,True,0
1698,5164032,-5164032,297,0,0,33,True,0
1699,6239232,-6239232,297,0,0,33,True,0
1700,4617216,-4617216,297,0,0,33,True,0
1701,5692416,-5692416,297,0,0,33,True,0
1702,5938176,-5938176,297,0,0,33,True,0
1703,7013376,-7013376,297,0,0,33,True,0
1704,5035008,-5035008,297,0,0,33,True,0
1705,6110208,-6110208,297,0,0,33,True,0
1706,6355968,-6355968,297,0,0,33,True,0
1707,7431168,-7431168,297,0,0,33,True,0
1708,5809152,-5809152,297,0,0,33,True,0
1709,6884352,-6884352,297,0,0,33,True,0
1710,7130112,-7130112,297,0,0,33,True,0
1711,8205312,-8205312,297,0,0,33,True,0
1712,4924416,-4924416,297,0,0,33,True,0
1713,5999616,-5999616,297,0,0,33,True,0
1714,6245376,-6245376,297,0,0,33,True,0
1715,7320576,-7320576,297,0,0,33,True,0
1716,5698560,-5698560,297,0,0,33,True,0
1717,6773760,-6773760,297,0,0,33,True,0
1718,7019520,-7019520,297,0,0,33,True,0
1719,8094720,-8094720,297,0,0,33,True,0
1720,6116352,-6116352,297,0,0,33,True,0
1721,7191552,-7191552,297,0,0,33,True,0
1722,7437312,-7437312,297,0,0,33,True,0
1723,8512512,-8512512,297,0,0,33,True,0
1724,6890496,-6890496,297,0,0,33,True,0
1725,7965696,-7965696,297,0,0,33,True,0
1726,8211456,-8211456,297,0,0,33,True,0
1727,9286656,-9286656,297,0,0,33,True,0
1728,4055040,-4055040,297,0,0,33,True,0
1729,5130240,-5130240,297,0,0,33,True,0
1730,5376000,-5376000,297,0,0,33,True,0
1731,6451200,-6451200,297,0,0,33,True,0
1732,4829184,-4829184,297,0,0,33,True,0
1733,5904384,-5904384,297,0,0,33,True,0
1734,6150144,-6150144,297,0,0,33,True,0
1735,7225344,-7225344,297,0,0,33,True,0
1736,5246976,-5246976,297,0,0,33,True,0
1737,6322176,-6322176,297,0,0,33,True,0
1738,6567936,-6567936,297,0,0,33,True,0
1739,7643136,-7643136,297,0,0,33,True,0
1740,6021120,-6021120,297,0,0,33,True,0
1741,7096320,-7096320,297,0,0,33,True,0
1742,7342080,-7342080,297,0,0,33,True,0
1743,8417280,-8417280,297,0,0,33,True,0
1744,5136384,-5136384,297,0,0,33,True,0
1745,6211584,-6211584,297,0,0,33,True,0
1746,6457344,-6457344,297,0,0,33,True,0
1747,7532544,-7532544,297,0,0,33,True,0
1748,5910528,-5910528,297,0,0,33,True,0
1749,6985728,-6985728,297,0,0,33,True,0
1750,7231488,-7231488,297,0,0,33,True,0
1751,8306688,-8306688,297,0,0,33,True,0
1752,6328320,-6328320,297,0,0,33,True,0
1753,7403520,-7403520,297,0,0,33,True,0
1754,7649280,-7649280,297,0,0,33,True,0
1755,8724480,-8724480,297,0,0,33,True,0
1756,7102464,-7102464,297,0,0,33,True,0
1757,8177664,-8177664,297,0,0,33,True,0
1758,8423424,-8423424,297,0,0,33,True,0
1759,9498624,-9498624,297,0,0,33,True,0
1760,4746240,-4746240,297,0,0,33,True,0
1761,5821440,-5821440,297,0,0,33,True,0
1762,6067200,-6067200,297,0,0,33,True,0
1763,7142400,-7142400,297,0,0,33,True,0
1764,5520384,-5520384,297,0,0,33,True,0
1765,6595584,-6595584,297,0,0,33,True,0
1766,6841344,-6841344,297,0,0,33,True,0
1767,7916544,-7916544,297,0,0,33,True,0
1768,5938176,-5938176,297,0,0,33,True,0
1769,7013376,-7013376,297,0,0,33,True,0
1770,7259136,-7259136,297,0,0,33,True,0
1771,8334336,-8334336,297,0,0,33,True,0
1772,6712320,-6712320,297,0,0,33,True,0
1773,7787520,-7787520,297,0,0,33,True,0
1774,8033280,-8033280,297,0,0,33,True,0
1775,9108480,-9108480,297,0,0,33,True,0
1776,5827584,-5827584,297,0,0,33,True,0
1777,6902784,-6902784,297,0,0,33,True,0
1778,7148544,-7148544,297,0,0,33,True,0
1779,8223744,-8223744,297,0,0,33,True,0
