mask,height_action,residual_integral,corrected_support,q42_shadow_nonzero,q12_shadow_nonzero,support_sector,Act_kernel,Talagrand_shell_delta
360,3161088,-3161088,297,0,0,33,True,0
361,4236288,-4236288,297,0,0,33,True,0
362,4482048,-4482048,297,0,0,33,True,0
363,5557248,-5557248,297,0,0,33,True,0
364,3935232,-3935232,297,0,0,33,True,0
365,5010432,-5010432,297,0,0,33,True,0
366,5256192,-5256192,297,0,0,33,True,0
367,6331392,-6331392,297,0,0,33,True,0
368,3050496,-3050496,297,0,0,33,True,0
369,4125696,-4125696,297,0,0,33,True,0
370,4371456,-4371456,297,0,0,33,True,0
371,5446656,-5446656,297,0,0,33,True,0
372,3824640,-3824640,297,0,0,33,True,0
373,4899840,-4899840,297,0,0,33,True,0
374,5145600,-5145600,297,0,0,33,True,0
375,6220800,-6220800,297,0,0,33,True,0
376,4242432,-4242432,297,0,0,33,True,0
377,5317632,-5317632,297,0,0,33,True,0
378,5563392,-5563392,297,0,0,33,True,0
379,6638592,-6638592,297,0,0,33,True,0
380,5016576,-5016576,297,0,0,33,True,0
381,6091776,-6091776,297,0,0,33,True,0
382,6337536,-6337536,297,0,0,33,True,0
383,7412736,-7412736,297,0,0,33,True,0
384,1443840,-1443840,297,0,0,33,True,0
385,2519040,-2519040,297,0,0,33,True,0
386,2764800,-2764800,297,0,0,33,True,0
387,3840000,-3840000,297,0,0,33,True,0
388,2217984,-2217984,297,0,0,33,True,0
389,3293184,-3293184,297,0,0,33,True,0
390,3538944,-3538944,297,0,0,33,True,0
391,4614144,-4614144,297,0,0,33,True,0
392,2635776,-2635776,297,0,0,33,True,0
393,3710976,-3710976,297,0,0,33,True,0
394,3956736,-3956736,297,0,0,33,True,0
395,5031936,-5031936,297,0,0,33,True,0
396,3409920,-3409920,297,0,0,33,True,0
397,4485120,-4485120,297,0,0,33,True,0
398,4730880,-4730880,297,0,0,33,True,0
399,5806080,-5806080,297,0,0,33,True,0
400,2525184,-2525184,297,0,0,33,True,0
401,3600384,-3600384,297,0,0,33,True,0
402,3846144,-3846144,297,0,0,33,True,0
403,4921344,-4921344,297,0,0,33,True,0
404,3299328,-3299328,297,0,0,33,True,0
405,4374528,-4374528,297,0,0,33,True,0
406,4620288,-4620288,297,0,0,33,True,0
407,5695488,-5695488,297,0,0,33,True,0
408,3717120,-3717120,297,0,0,33,True,0
409,4792320,-4792320,297,0,0,33,True,0
410,5038080,-5038080,297,0,0,33,True,0
411,6113280,-6113280,297,0,0,33,True,0
412,4491264,-4491264,297,0,0,33,True,0
413,5566464,-5566464,297,0,0,33,True,0
414,5812224,-5812224,297,0,0,33,True,0
415,6887424,-6887424,297,0,0,33,True,0
416,2135040,-2135040,297,0,0,33,True,0
417,3210240,-3210240,297,0,0,33,True,0
418,3456000,-3456000,297,0,0,33,True,0
419,4531200,-4531200,297,0,0,33,True,0
420,2909184,-2909184,297,0,0,33,True,0
421,3984384,-3984384,297,0,0,33,True,0
422,4230144,-4230144,297,0,0,33,True,0
423,5305344,-5305344,297,0,0,33,True,0
424,3326976,-3326976,297,0,0,33,True,0
425,4402176,-4402176,297,0,0,33,True,0
426,4647936,-4647936,297,0,0,33,True,0
427,5723136,-5723136,297,0,0,33,True,0
428,4101120,-4101120,297,0,0,33,True,0
429,5176320,-5176320,297,0,0,33,True,0
430,5422080,-5422080,297,0,0,33,True,0
431,6497280,-6497280,297,0,0,33,True,0
432,3216384,-3216384,297,0,0,33,True,0
433,4291584,-4291584,297,0,0,33,True,0
434,4537344,-4537344,297,0,0,33,True,0
435,5612544,-5612544,297,0,0,33,True,0
436,3990528,-3990528,297,0,0,33,True,0
437,5065728,-5065728,297,0,0,33,True,0
438,5311488,-5311488,297,0,0,33,True,0
439,6386688,-6386688,297,0,0,33,True,0
440,4408320,-4408320,297,0,0,33,True,0
441,5483520,-5483520,297,0,0,33,True,0
442,5729280,-5729280,297,0,0,33,True,0
443,6804480,-6804480,297,0,0,33,True,0
444,5182464,-5182464,297,0,0,33,True,0
445,6257664,-6257664,297,0,0,33,True,0
446,6503424,-6503424,297,0,0,33,True,0
447,7578624,-7578624,297,0,0,33,True,0
448,2347008,-2347008,297,0,0,33,True,0
449,3422208,-3422208,297,0,0,33,True,0
450,3667968,-3667968,297,0,0,33,True,0
451,4743168,-4743168,297,0,0,33,True,0
452,3121152,-3121152,297,0,0,33,True,0
453,4196352,-4196352,297,0,0,33,True,0
454,4442112,-4442112,297,0,0,33,True,0
455,5517312,-5517312,297,0,0,33,True,0
456,3538944,-3538944,297,0,0,33,True,0
457,4614144,-4614144,297,0,0,33,True,0
458,4859904,-4859904,297,0,0,33,True,0
459,5935104,-5935104,297,0,0,33,True,0
460,4313088,-4313088,297,0,0,33,True,0
461,5388288,-5388288,297,0,0,33,True,0
462,5634048,-5634048,297,0,0,33,True,0
463,6709248,-6709248,297,0,0,33,True,0
464,3428352,-3428352,297,0,0,33,True,0
465,4503552,-4503552,297,0,0,33,True,0
466,4749312,-4749312,297,0,0,33,True,0
467,5824512,-5824512,297,0,0,33,True,0
468,4202496,-4202496,297,0,0,33,True,0
469,5277696,-5277696,297,0,0,33,True,0
470,5523456,-5523456,297,0,0,33,True,0
471,6598656,-6598656,297,0,0,33,True,0
472,4620288,-4620288,297,0,0,33,True,0
473,5695488,-5695488,297,0,0,33,True,0
474,5941248,-5941248,297,0,0,33,True,0
475,7016448,-7016448,297,0,0,33,True,0
476,5394432,-5394432,297,0,0,33,True,0
477,6469632,-6469632,297,0,0,33,True,0
478,6715392,-6715392,297,0,0,33,True,0
479,7790592,-7790592,297,0,0,33,True,0
480,3038208,-3038208,297,0,0,33,True,0
481,4113408,-4113408,297,0,0,33,True,0
482,4359168,-4359168,297,0,0,33,True,0
483,5434368,-5434368,297,0,0,33,True,0
484,3812352,-3812352,297,0,0,33,True,0
485,4887552,-4887552,297,0,0,33,True,0
486,5133312,-5133312,297,0,0,33,True,0
487,6208512,-6208512,297,0,0,33,True,0
488,4230144,-4230144,297,0,0,33,True,0
489,5305344,-5305344,297,0,0,33,True,0
490,5551104,-5551104,297,0,0,33,True,0
491,6626304,-6626304,297,0,0,33,True,0
492,5004288,-5004288,297,0,0,33,True,0
493,6079488,-6079488,297,0,0,33,True,0
494,6325248,-6325248,297,0,0,33,True,0
495,7400448,-7400448,297,0,0,33,True,0
496,4119552,-4119552,297,0,0,33,True,0
497,5194752,-5194752,297,0,0,33,True,0
498,5440512,-5440512,297,0,0,33,True,0
499,6515712,-6515712,297,0,0,33,True,0
500,4893696,-4893696,297,0,0,33,True,0
501,5968896,-5968896,297,0,0,33,True,0
502,6214656,-6214656,297,0,0,33,True,0
503,7289856,-7289856,297,0,0,33,True,0
504,5311488,-5311488,297,0,0,33,True,0
505,6386688,-6386688,297,0,0,33,True,0
506,6632448,-6632448,297,0,0,33,True,0
507,7707648,-7707648,297,0,0,33,True,0
508,6085632,-6085632,297,0,0,33,True,0
509,7160832,-7160832,297,0,0,33,True,0
510,7406592,-7406592,297,0,0,33,True,0
511,8481792,-8481792,297,0,0,33,True,0
512,992256,-992256,264,0,0,33,True,0
513,2067456,-2067456,297,0,0,33,True,0
514,2313216,-2313216,297,0,0,33,True,0
515,3388416,-3388416,297,0,0,33,True,0
516,1766400,-1766400,297,0,0,33,True,0
517,2841600,-2841600,297,0,0,33,True,0
518,3087360,-3087360,297,0,0,33,True,0
519,4162560,-4162560,297,0,0,33,True,0
520,2184192,-2184192,297,0,0,33,True,0
521,3259392,-3259392,297,0,0,33,True,0
522,3505152,-3505152,297,0,0,33,True,0
523,4580352,-4580352,297,0,0,33,True,0
524,2958336,-2958336,297,0,0,33,True,0
525,4033536,-4033536,297,0,0,33,True,0
526,4279296,-4279296,297,0,0,33,True,0
527,5354496,-5354496,297,0,0,33,True,0
528,2073600,-2073600,297,0,0,33,True,0
529,3148800,-3148800,297,0,0,33,True,0
530,3394560,-3394560,297,0,0,33,True,0
531,4469760,-4469760,297,0,0,33,True,0
532,2847744,-2847744,297,0,0,33,True,0
533,3922944,-3922944,297,0,0,33,True,0
534,4168704,-4168704,297,0,0,33,True,0
535,5243904,-5243904,297,0,0,33,True,0
536,3265536,-3265536,297,0,0,33,True,0
537,4340736,-4340736,297,0,0,33,True,0
538,4586496,-4586496,297,0,0,33,True,0
539,5661696,-5661696,297,0,0,33,True,0
540,4039680,-4039680,297,0,0,33,True,0
541,5114880,-5114880,297,0,0,33,True,0
542,5360640,-5360640,297,0,0,33,True,0
543,6435840,-6435840,297,0,0,33,True,0
544,1683456,-1683456,297,0,0,33,True,0
545,2758656,-2758656,297,0,0,33,True,0
546,3004416,-3004416,297,0,0,33,True,0
547,4079616,-4079616,297,0,0,33,True,0
548,2457600,-2457600,297,0,0,33,True,0
549,3532800,-3532800,297,0,0,33,True,0
550,3778560,-3778560,297,0,0,33,True,0
551,4853760,-4853760,297,0,0,33,True,0
552,2875392,-2875392,297,0,0,33,True,0
553,3950592,-3950592,297,0,0,33,True,0
554,4196352,-4196352,297,0,0,33,True,0
555,5271552,-5271552,297,0,0,33,True,0
556,3649536,-3649536,297,0,0,33,True,0
557,4724736,-4724736,297,0,0,33,True,0
558,4970496,-4970496,297,0,0,33,True,0
559,6045696,-6045696,297,0,0,33,True,0
560,2764800,-2764800,297,0,0,33,True,0
561,3840000,-3840000,297,0,0,33,True,0
562,4085760,-4085760,297,0,0,33,True,0
563,5160960,-5160960,297,0,0,33,True,0
564,3538944,-3538944,297,0,0,33,True,0
565,4614144,-4614144,297,0,0,33,True,0
566,4859904,-4859904,297,0,0,33,True,0
567,5935104,-5935104,297,0,0,33,True,0
568,3956736,-3956736,297,0,0,33,True,0
569,5031936,-5031936,297,0,0,33,True,0
570,5277696,-5277696,297,0,0,33,True,0
571,6352896,-6352896,297,0,0,33,True,0
572,4730880,-4730880,297,0,0,33,True,0
573,5806080,-5806080,297,0,0,33,True,0
574,6051840,-6051840,297,0,0,33,True,0
575,7127040,-7127040,297,0,0,33,True,0
576,1895424,-1895424,297,0,0,33,True,0
577,2970624,-2970624,297,0,0,33,True,0
578,3216384,-3216384,297,0,0,33,True,0
579,4291584,-4291584,297,0,0,33,True,0
580,2669568,-2669568,297,0,0,33,True,0
581,3744768,-3744768,297,0,0,33,True,0
582,3990528,-3990528,297,0,0,33,True,0
583,5065728,-5065728,297,0,0,33,True,0
584,3087360,-3087360,297,0,0,33,True,0
585,4162560,-4162560,297,0,0,33,True,0
586,4408320,-4408320,297,0,0,33,True,0
587,5483520,-5483520,297,0,0,33,True,0
588,3861504,-3861504,297,0,0,33,True,0
589,4936704,-4936704,297,0,0,33,True,0
590,5182464,-5182464,297,0,0,33,True,0
591,6257664,-6257664,297,0,0,33,True,0
592,2976768,-2976768,297,0,0,33,True,0
593,4051968,-4051968,297,0,0,33,True,0
594,4297728,-4297728,297,0,0,33,True,0
595,5372928,-5372928,297,0,0,33,True,0
596,3750912,-3750912,297,0,0,33,True,0
597,4826112,-4826112,297,0,0,33,True,0
598,5071872,-5071872,297,0,0,33,True,0
599,6147072,-6147072,297,0,0,33,True,0
600,4168704,-4168704,297,0,0,33,True,0
601,5243904,-5243904,297,0,0,33,True,0
602,5489664,-5489664,297,0,0,33,True,0
