shell,profile_id,actor_image_occurrences,certificate_status,certificate_support_size
16,4104,5,EXACT_RATIONAL_PASS,150
16,4107,1,EXACT_RATIONAL_PASS,150
16,4108,1,EXACT_RATIONAL_PASS,150
16,4109,62,EXACT_RATIONAL_PASS,150
16,4110,8,EXACT_RATIONAL_PASS,150
16,4111,1,EXACT_RATIONAL_PASS,150
16,4112,1,EXACT_RATIONAL_PASS,150
16,4128,1,EXACT_RATIONAL_PASS,150
16,4129,1,EXACT_RATIONAL_PASS,150
16,4130,1,EXACT_RATIONAL_PASS,150
16,4131,1,EXACT_RATIONAL_PASS,150
16,4135,1,EXACT_RATIONAL_PASS,150
16,4138,1,EXACT_RATIONAL_PASS,150
16,4143,1,EXACT_RATIONAL_PASS,150
16,4144,63,EXACT_RATIONAL_PASS,150
16,4146,1,EXACT_RATIONAL_PASS,150
16,4159,1,EXACT_RATIONAL_PASS,150
16,4160,1,EXACT_RATIONAL_PASS,150
16,4162,1,EXACT_RATIONAL_PASS,150
16,4163,1,EXACT_RATIONAL_PASS,150
16,4164,1,EXACT_RATIONAL_PASS,150
16,4165,1,EXACT_RATIONAL_PASS,150
16,4168,1,EXACT_RATIONAL_PASS,150
16,4172,1,EXACT_RATIONAL_PASS,150
16,4173,1,EXACT_RATIONAL_PASS,150
16,4174,1,EXACT_RATIONAL_PASS,150
16,4183,1,EXACT_RATIONAL_PASS,150
16,4184,1,EXACT_RATIONAL_PASS,150
16,4186,1,EXACT_RATIONAL_PASS,150
16,4190,1,EXACT_RATIONAL_PASS,150
16,4198,1,EXACT_RATIONAL_PASS,150
16,4199,1,EXACT_RATIONAL_PASS,150
16,4200,1,EXACT_RATIONAL_PASS,150
16,4202,1,EXACT_RATIONAL_PASS,150
16,4203,1,EXACT_RATIONAL_PASS,150
16,4208,1,EXACT_RATIONAL_PASS,150
16,4209,1,EXACT_RATIONAL_PASS,149
16,4210,1,EXACT_RATIONAL_PASS,150
16,4214,1,EXACT_RATIONAL_PASS,145
16,4215,1,EXACT_RATIONAL_PASS,147
16,4266,1,EXACT_RATIONAL_PASS,150
16,4276,1,EXACT_RATIONAL_PASS,150
16,4277,2,EXACT_RATIONAL_PASS,150
16,4279,36,EXACT_RATIONAL_PASS,150
16,4280,1,EXACT_RATIONAL_PASS,150
16,4282,1,EXACT_RATIONAL_PASS,150
16,4283,1,EXACT_RATIONAL_PASS,150
16,4288,1,EXACT_RATIONAL_PASS,150
16,4291,1,EXACT_RATIONAL_PASS,150
16,4293,1,EXACT_RATIONAL_PASS,150
16,4298,4,EXACT_RATIONAL_PASS,150
16,4299,2,EXACT_RATIONAL_PASS,150
16,4300,48,EXACT_RATIONAL_PASS,150
16,4302,1,EXACT_RATIONAL_PASS,150
16,4303,4,EXACT_RATIONAL_PASS,150
16,4304,2,EXACT_RATIONAL_PASS,150
16,4319,1,EXACT_RATIONAL_PASS,150
16,4320,1,EXACT_RATIONAL_PASS,150
16,4321,1,EXACT_RATIONAL_PASS,150
16,4324,1,EXACT_RATIONAL_PASS,150
16,4334,1,EXACT_RATIONAL_PASS,150
16,4335,1,EXACT_RATIONAL_PASS,150
16,4337,1,EXACT_RATIONAL_PASS,150
16,4344,1,EXACT_RATIONAL_PASS,150
16,4345,1,EXACT_RATIONAL_PASS,150
16,4346,1,EXACT_RATIONAL_PASS,150
16,4351,1,EXACT_RATIONAL_PASS,150
16,4352,1,EXACT_RATIONAL_PASS,150
16,4355,1,EXACT_RATIONAL_PASS,147
16,4393,1,EXACT_RATIONAL_PASS,150
16,4396,35,EXACT_RATIONAL_PASS,150
16,4398,1,EXACT_RATIONAL_PASS,150
16,4408,1,EXACT_RATIONAL_PASS,150
16,4410,1,EXACT_RATIONAL_PASS,150
16,4411,44,EXACT_RATIONAL_PASS,150
16,4412,1,EXACT_RATIONAL_PASS,150
16,4417,1,EXACT_RATIONAL_PASS,150
16,4422,1,EXACT_RATIONAL_PASS,150
16,4423,1,EXACT_RATIONAL_PASS,150
16,4424,1,EXACT_RATIONAL_PASS,150
16,4425,2,EXACT_RATIONAL_PASS,150
16,4426,5,EXACT_RATIONAL_PASS,150
16,4434,1,EXACT_RATIONAL_PASS,150
16,4436,1,EXACT_RATIONAL_PASS,149
16,4444,1,EXACT_RATIONAL_PASS,150
16,4449,1,EXACT_RATIONAL_PASS,149
16,4452,1,EXACT_RATIONAL_PASS,148
16,4472,7,EXACT_RATIONAL_PASS,150
16,4473,1,EXACT_RATIONAL_PASS,150
16,4474,39,EXACT_RATIONAL_PASS,150
16,4481,1,EXACT_RATIONAL_PASS,150
16,4482,1,EXACT_RATIONAL_PASS,150
16,4483,45,EXACT_RATIONAL_PASS,150
16,4488,1,EXACT_RATIONAL_PASS,150
16,4489,2,EXACT_RATIONAL_PASS,150
16,4491,1,EXACT_RATIONAL_PASS,150
16,4492,1,EXACT_RATIONAL_PASS,150
16,4493,1,EXACT_RATIONAL_PASS,150
16,4494,1,EXACT_RATIONAL_PASS,149
16,4495,1,EXACT_RATIONAL_PASS,150
16,4497,2,EXACT_RATIONAL_PASS,150
16,4498,5,EXACT_RATIONAL_PASS,150
16,4500,1,EXACT_RATIONAL_PASS,150
16,4504,1,EXACT_RATIONAL_PASS,150
16,4506,1,EXACT_RATIONAL_PASS,150
16,4509,1,EXACT_RATIONAL_PASS,150
16,4511,1,EXACT_RATIONAL_PASS,150
16,4513,1,EXACT_RATIONAL_PASS,137
16,4514,1,EXACT_RATIONAL_PASS,148
16,4522,6,EXACT_RATIONAL_PASS,150
16,4525,6,EXACT_RATIONAL_PASS,150
16,4526,36,EXACT_RATIONAL_PASS,150
16,4527,1,EXACT_RATIONAL_PASS,150
16,4530,1,EXACT_RATIONAL_PASS,150
16,4531,40,EXACT_RATIONAL_PASS,150
16,4533,1,EXACT_RATIONAL_PASS,150
16,4536,1,EXACT_RATIONAL_PASS,150
16,4537,1,EXACT_RATIONAL_PASS,150
16,4538,1,EXACT_RATIONAL_PASS,150
16,4539,1,EXACT_RATIONAL_PASS,149
16,4541,1,EXACT_RATIONAL_PASS,150
16,4542,1,EXACT_RATIONAL_PASS,150
16,4543,2,EXACT_RATIONAL_PASS,150
16,4544,2,EXACT_RATIONAL_PASS,150
16,4546,1,EXACT_RATIONAL_PASS,150
16,4547,1,EXACT_RATIONAL_PASS,150
16,4548,1,EXACT_RATIONAL_PASS,150
16,4550,1,EXACT_RATIONAL_PASS,150
16,4551,1,EXACT_RATIONAL_PASS,150
16,4552,1,EXACT_RATIONAL_PASS,148
16,4553,1,EXACT_RATIONAL_PASS,146
16,4557,6,EXACT_RATIONAL_PASS,150
16,4559,26,EXACT_RATIONAL_PASS,150
16,4560,1,EXACT_RATIONAL_PASS,150
16,4562,31,EXACT_RATIONAL_PASS,150
16,4563,1,EXACT_RATIONAL_PASS,150
16,4565,1,EXACT_RATIONAL_PASS,150
16,4566,1,EXACT_RATIONAL_PASS,150
16,4568,1,EXACT_RATIONAL_PASS,149
16,4569,1,EXACT_RATIONAL_PASS,150
16,4570,1,EXACT_RATIONAL_PASS,150
16,4571,1,EXACT_RATIONAL_PASS,150
16,4572,2,EXACT_RATIONAL_PASS,150
16,4573,2,EXACT_RATIONAL_PASS,150
16,4574,1,EXACT_RATIONAL_PASS,150
16,4575,1,EXACT_RATIONAL_PASS,148
16,4576,1,EXACT_RATIONAL_PASS,137
16,4577,6,EXACT_RATIONAL_PASS,147
16,4578,21,EXACT_RATIONAL_PASS,149
16,4579,1,EXACT_RATIONAL_PASS,150
16,4580,26,EXACT_RATIONAL_PASS_PARAMETRIC_REPAIRED,151
16,4581,1,EXACT_RATIONAL_PASS,150
16,4582,1,EXACT_RATIONAL_PASS,150
16,4583,1,EXACT_RATIONAL_PASS,150
16,4584,1,EXACT_RATIONAL_PASS,150
16,4585,1,EXACT_RATIONAL_PASS,150
16,4586,3,EXACT_RATIONAL_PASS,150
16,4587,1,EXACT_RATIONAL_PASS,150
16,4588,62,EXACT_RATIONAL_PASS,150
16,4589,1,EXACT_RATIONAL_PASS,147
16,4590,64,EXACT_RATIONAL_PASS,147
16,4591,5,EXACT_RATIONAL_PASS,148
16,4592,1,EXACT_RATIONAL_PASS,150
16,4593,1,EXACT_RATIONAL_PASS,150
16,4594,1,EXACT_RATIONAL_PASS,150
16,4595,1,EXACT_RATIONAL_PASS,150
16,4596,1,EXACT_RATIONAL_PASS,148
16,4597,4,EXACT_RATIONAL_PASS,149
16,4598,1,EXACT_RATIONAL_PASS,150
16,4599,1,EXACT_RATIONAL_PASS,150
16,4600,1,EXACT_RATIONAL_PASS,150
16,4601,1,EXACT_RATIONAL_PASS,148
16,4602,3,EXACT_RATIONAL_PASS,149
16,4603,1,EXACT_RATIONAL_PASS,150
16,4604,1,EXACT_RATIONAL_PASS,150
16,4605,1,EXACT_RATIONAL_PASS,137
16,4606,2,EXACT_RATIONAL_PASS,144
16,4607,1,EXACT_RATIONAL_PASS,150
16,4608,1,EXACT_RATIONAL_PASS,145
16,4609,1,EXACT_RATIONAL_PASS,148
16,4610,1,EXACT_RATIONAL_PASS,143
