shell,profile_id,actor_image_occurrences,certificate_status,certificate_support_size
12,3797,8,EXACT_RATIONAL_PASS,88
12,3798,1,EXACT_RATIONAL_PASS,85
12,3817,1,EXACT_RATIONAL_PASS,86
12,3822,1,EXACT_RATIONAL_PASS,88
12,3826,1,EXACT_RATIONAL_PASS,88
12,3827,1,EXACT_RATIONAL_PASS,88
12,3828,1,EXACT_RATIONAL_PASS,88
12,3831,25,EXACT_RATIONAL_PASS,85
12,3837,1,EXACT_RATIONAL_PASS,86
12,3838,1,EXACT_RATIONAL_PASS,87
12,3839,1,EXACT_RATIONAL_PASS,86
12,3842,72,EXACT_RATIONAL_PASS,87
12,3843,1,EXACT_RATIONAL_PASS,87
12,3844,1,EXACT_RATIONAL_PASS,86
12,3846,1,EXACT_RATIONAL_PASS,88
12,3849,1,EXACT_RATIONAL_PASS,84
12,3850,1,EXACT_RATIONAL_PASS,85
12,3852,2,EXACT_RATIONAL_PASS,87
12,3864,1,EXACT_RATIONAL_PASS,87
12,3872,1,EXACT_RATIONAL_PASS,88
12,3875,1,EXACT_RATIONAL_PASS,87
12,3876,1,EXACT_RATIONAL_PASS,87
12,3880,1,EXACT_RATIONAL_PASS,87
12,3884,1,EXACT_RATIONAL_PASS,85
12,3886,83,EXACT_RATIONAL_PASS,86
12,3887,1,EXACT_RATIONAL_PASS,88
12,3889,1,EXACT_RATIONAL_PASS,88
12,3890,1,EXACT_RATIONAL_PASS,88
12,3893,1,EXACT_RATIONAL_PASS,88
12,3895,1,EXACT_RATIONAL_PASS,84
12,3903,1,EXACT_RATIONAL_PASS,87
12,3905,1,EXACT_RATIONAL_PASS,86
12,3910,1,EXACT_RATIONAL_PASS,87
12,3914,1,EXACT_RATIONAL_PASS,85
12,3918,1,EXACT_RATIONAL_PASS,87
12,3919,1,EXACT_RATIONAL_PASS,87
12,3920,1,EXACT_RATIONAL_PASS,87
12,3921,1,EXACT_RATIONAL_PASS,87
12,3922,1,EXACT_RATIONAL_PASS,87
12,3923,1,EXACT_RATIONAL_PASS,86
12,3930,1,EXACT_RATIONAL_PASS,88
12,3932,1,EXACT_RATIONAL_PASS,85
12,3933,1,EXACT_RATIONAL_PASS,87
12,3935,1,EXACT_RATIONAL_PASS,88
12,3936,1,EXACT_RATIONAL_PASS,87
12,3940,1,EXACT_RATIONAL_PASS,85
12,3941,1,EXACT_RATIONAL_PASS,86
12,3943,1,EXACT_RATIONAL_PASS,84
12,3948,1,EXACT_RATIONAL_PASS,86
12,3949,1,EXACT_RATIONAL_PASS,87
12,3950,1,EXACT_RATIONAL_PASS,85
12,3954,1,EXACT_RATIONAL_PASS,84
12,3955,1,EXACT_RATIONAL_PASS,87
12,3956,1,EXACT_RATIONAL_PASS,85
12,3959,1,EXACT_RATIONAL_PASS,82
12,3960,1,EXACT_RATIONAL_PASS,83
12,3962,1,EXACT_RATIONAL_PASS,85
12,3963,1,EXACT_RATIONAL_PASS,84
12,3965,1,EXACT_RATIONAL_PASS,74
12,3966,1,EXACT_RATIONAL_PASS,74
12,4052,1,EXACT_RATIONAL_PASS,87
12,4053,1,EXACT_RATIONAL_PASS,86
12,4062,1,EXACT_RATIONAL_PASS,84
12,4067,1,EXACT_RATIONAL_PASS,87
12,4090,1,EXACT_RATIONAL_PASS,84
12,4091,1,EXACT_RATIONAL_PASS,87
12,4092,1,EXACT_RATIONAL_PASS,85
12,4093,1,EXACT_RATIONAL_PASS,87
12,4095,1,EXACT_RATIONAL_PASS,86
12,4096,26,EXACT_RATIONAL_PASS,87
12,4100,1,EXACT_RATIONAL_PASS,86
12,4104,5,EXACT_RATIONAL_PASS,86
12,4107,1,EXACT_RATIONAL_PASS,87
12,4108,1,EXACT_RATIONAL_PASS,86
12,4109,62,EXACT_RATIONAL_PASS,86
12,4110,8,EXACT_RATIONAL_PASS,86
12,4111,1,EXACT_RATIONAL_PASS,86
12,4112,1,EXACT_RATIONAL_PASS,86
12,4128,1,EXACT_RATIONAL_PASS,88
12,4129,1,EXACT_RATIONAL_PASS,87
12,4130,1,EXACT_RATIONAL_PASS,87
12,4131,1,EXACT_RATIONAL_PASS,87
12,4135,1,EXACT_RATIONAL_PASS,86
12,4138,1,EXACT_RATIONAL_PASS,85
12,4143,1,EXACT_RATIONAL_PASS,87
12,4144,63,EXACT_RATIONAL_PASS,87
12,4146,1,EXACT_RATIONAL_PASS,86
12,4159,1,EXACT_RATIONAL_PASS,88
12,4160,1,EXACT_RATIONAL_PASS,85
12,4162,1,EXACT_RATIONAL_PASS,86
12,4163,1,EXACT_RATIONAL_PASS,86
12,4164,1,EXACT_RATIONAL_PASS,85
12,4165,1,EXACT_RATIONAL_PASS,86
12,4168,1,EXACT_RATIONAL_PASS,87
12,4172,1,EXACT_RATIONAL_PASS,85
12,4173,1,EXACT_RATIONAL_PASS,86
12,4174,1,EXACT_RATIONAL_PASS,84
12,4183,1,EXACT_RATIONAL_PASS,86
12,4184,1,EXACT_RATIONAL_PASS,87
12,4186,1,EXACT_RATIONAL_PASS,83
12,4190,1,EXACT_RATIONAL_PASS,86
12,4198,1,EXACT_RATIONAL_PASS,82
12,4199,1,EXACT_RATIONAL_PASS,85
12,4200,1,EXACT_RATIONAL_PASS,84
12,4202,1,EXACT_RATIONAL_PASS,86
12,4203,1,EXACT_RATIONAL_PASS,83
12,4208,1,EXACT_RATIONAL_PASS,79
12,4209,1,EXACT_RATIONAL_PASS,81
12,4210,1,EXACT_RATIONAL_PASS,84
12,4214,1,EXACT_RATIONAL_PASS,78
12,4215,1,EXACT_RATIONAL_PASS,57
12,4266,1,EXACT_RATIONAL_PASS,88
12,4276,1,EXACT_RATIONAL_PASS,87
12,4277,1,EXACT_RATIONAL_PASS,86
12,4279,36,EXACT_RATIONAL_PASS,88
12,4280,1,EXACT_RATIONAL_PASS,86
12,4282,2,EXACT_RATIONAL_PASS,87
12,4283,1,EXACT_RATIONAL_PASS,88
12,4288,1,EXACT_RATIONAL_PASS,86
12,4291,1,EXACT_RATIONAL_PASS,86
12,4293,1,EXACT_RATIONAL_PASS,84
12,4298,4,EXACT_RATIONAL_PASS,87
12,4299,2,EXACT_RATIONAL_PASS,88
12,4300,48,EXACT_RATIONAL_PASS,87
12,4302,1,EXACT_RATIONAL_PASS,87
12,4303,4,EXACT_RATIONAL_PASS,88
12,4304,2,EXACT_RATIONAL_PASS,86
12,4319,1,EXACT_RATIONAL_PASS,88
12,4320,1,EXACT_RATIONAL_PASS,80
12,4321,1,EXACT_RATIONAL_PASS,88
12,4324,1,EXACT_RATIONAL_PASS,88
12,4334,1,EXACT_RATIONAL_PASS,84
12,4335,1,EXACT_RATIONAL_PASS,87
12,4337,1,EXACT_RATIONAL_PASS,87
12,4344,1,EXACT_RATIONAL_PASS,87
12,4345,1,EXACT_RATIONAL_PASS,84
12,4346,1,EXACT_RATIONAL_PASS,85
12,4351,1,EXACT_RATIONAL_PASS,85
12,4352,1,EXACT_RATIONAL_PASS,84
12,4355,1,EXACT_RATIONAL_PASS,77
12,4393,1,EXACT_RATIONAL_PASS,88
12,4396,35,EXACT_RATIONAL_PASS,85
12,4398,1,EXACT_RATIONAL_PASS,88
12,4408,1,EXACT_RATIONAL_PASS,88
12,4410,1,EXACT_RATIONAL_PASS,88
12,4411,44,EXACT_RATIONAL_PASS,85
12,4412,1,EXACT_RATIONAL_PASS,88
12,4417,1,EXACT_RATIONAL_PASS,85
12,4422,1,EXACT_RATIONAL_PASS,85
12,4423,1,EXACT_RATIONAL_PASS,83
12,4424,1,EXACT_RATIONAL_PASS,85
12,4425,2,EXACT_RATIONAL_PASS,88
12,4426,5,EXACT_RATIONAL_PASS,87
12,4434,1,EXACT_RATIONAL_PASS,85
12,4436,1,EXACT_RATIONAL_PASS,85
12,4444,1,EXACT_RATIONAL_PASS,84
12,4449,1,EXACT_RATIONAL_PASS,81
12,4452,1,EXACT_RATIONAL_PASS,68
12,4472,7,EXACT_RATIONAL_PASS,83
