cut_edge_id,transfer_edge_id,source_signature_class_id,target_signature_class_id,shared_active_atom_count,source_nodal_sign,target_nodal_sign,source_eigenfunction_x1e12,target_eigenfunction_x1e12,undirected_stationary_flux_x1e12,source_carrier_atom_mask,target_carrier_atom_mask
2009,8451,114,230,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2010,8452,114,231,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2011,8453,114,232,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2012,8468,115,130,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2013,8469,115,131,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2014,8470,115,132,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2015,8471,115,133,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2016,8505,115,173,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2017,8506,115,174,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2018,8507,115,175,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2019,8508,115,176,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2020,8509,115,177,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2021,8510,115,178,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2022,8511,115,179,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2023,8512,115,180,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2024,8513,115,181,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2025,8514,115,182,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2026,8515,115,183,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2027,8516,115,197,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2028,8517,115,198,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2029,8518,115,199,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2030,8519,115,200,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2031,8520,115,201,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2032,8521,115,202,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2033,8522,115,203,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2034,8523,115,204,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2035,8524,115,205,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2036,8525,115,206,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2037,8526,115,207,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2038,8527,115,208,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2039,8528,115,209,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2040,8529,115,210,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2041,8530,115,211,1,1,-1,687273682618,-293244641042,24447310,524434,524288
2042,8531,115,212,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2043,8532,115,213,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2044,8533,115,214,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2045,8534,115,215,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2046,8535,115,216,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2047,8536,115,217,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2048,8537,115,218,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2049,8538,115,219,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2050,8539,115,220,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2051,8540,115,221,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2052,8541,115,222,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2053,8542,115,223,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2054,8543,115,224,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2055,8544,115,225,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2056,8545,115,226,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2057,8546,115,227,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2058,8547,115,228,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2059,8548,115,229,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2060,8549,115,230,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2061,8550,115,231,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2062,8551,115,232,1,1,-1,687273682618,-1232297671650,103731764,524434,528384
2063,8565,116,130,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2064,8566,116,131,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2065,8567,116,132,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2066,8568,116,133,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2067,8602,116,173,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2068,8603,116,174,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2069,8604,116,175,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2070,8605,116,176,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2071,8606,116,177,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2072,8607,116,178,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2073,8608,116,179,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2074,8609,116,180,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2075,8610,116,181,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2076,8611,116,182,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2077,8612,116,183,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2078,8613,116,197,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2079,8614,116,198,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2080,8615,116,199,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2081,8616,116,200,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2082,8617,116,201,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2083,8618,116,202,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2084,8619,116,203,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2085,8620,116,204,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2086,8621,116,205,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2087,8622,116,206,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2088,8623,116,207,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2089,8624,116,208,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2090,8625,116,209,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2091,8626,116,210,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2092,8627,116,211,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2093,8628,116,212,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2094,8629,116,213,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2095,8630,116,214,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2096,8631,116,215,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2097,8632,116,216,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2098,8633,116,217,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2099,8634,116,218,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2100,8635,116,219,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2101,8636,116,220,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2102,8637,116,221,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2103,8638,116,222,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2104,8639,116,223,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2105,8640,116,224,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2106,8641,116,225,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2107,8642,116,226,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2108,8643,116,227,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2109,8644,116,228,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2110,8645,116,229,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2111,8646,116,230,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2112,8647,116,231,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2113,8648,116,232,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2114,8661,117,130,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2115,8662,117,131,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2116,8663,117,132,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2117,8664,117,133,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2118,8698,117,173,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2119,8699,117,174,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2120,8700,117,175,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2121,8701,117,176,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2122,8702,117,177,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2123,8703,117,178,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2124,8704,117,179,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2125,8705,117,180,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2126,8706,117,181,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2127,8707,117,182,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2128,8708,117,183,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2129,8709,117,197,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2130,8710,117,198,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2131,8711,117,199,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2132,8712,117,200,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2133,8713,117,201,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2134,8714,117,202,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2135,8715,117,203,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2136,8716,117,204,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2137,8717,117,205,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2138,8718,117,206,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2139,8719,117,207,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2140,8720,117,208,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2141,8721,117,209,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2142,8722,117,210,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2143,8723,117,211,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2144,8724,117,212,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2145,8725,117,213,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2146,8726,117,214,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2147,8727,117,215,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2148,8728,117,216,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2149,8729,117,217,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2150,8730,117,218,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2151,8731,117,219,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2152,8732,117,220,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2153,8733,117,221,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2154,8734,117,222,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2155,8735,117,223,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2156,8736,117,224,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2157,8737,117,225,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2158,8738,117,226,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2159,8739,117,227,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2160,8740,117,228,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2161,8741,117,229,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2162,8742,117,230,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2163,8743,117,231,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2164,8744,117,232,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2165,8756,118,130,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2166,8757,118,131,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2167,8758,118,132,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2168,8759,118,133,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2169,8793,118,173,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2170,8794,118,174,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2171,8795,118,175,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2172,8796,118,176,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2173,8797,118,177,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2174,8798,118,178,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2175,8799,118,179,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2176,8800,118,180,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2177,8801,118,181,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2178,8802,118,182,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2179,8803,118,183,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2180,8804,118,197,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2181,8805,118,198,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2182,8806,118,199,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2183,8807,118,200,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2184,8808,118,201,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2185,8809,118,202,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2186,8810,118,203,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2187,8811,118,204,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2188,8812,118,205,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2189,8813,118,206,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2190,8814,118,207,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2191,8815,118,208,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2192,8816,118,209,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2193,8817,118,210,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2194,8818,118,211,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2195,8819,118,212,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2196,8820,118,213,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2197,8821,118,214,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2198,8822,118,215,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2199,8823,118,216,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2200,8824,118,217,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2201,8825,118,218,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2202,8826,118,219,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2203,8827,118,220,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2204,8828,118,221,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2205,8829,118,222,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2206,8830,118,223,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2207,8831,118,224,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2208,8832,118,225,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2209,8833,118,226,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2210,8834,118,227,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2211,8835,118,228,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2212,8836,118,229,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2213,8837,118,230,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2214,8838,118,231,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2215,8839,118,232,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2216,8850,119,130,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2217,8851,119,131,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2218,8852,119,132,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2219,8853,119,133,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2220,8887,119,173,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2221,8888,119,174,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2222,8889,119,175,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2223,8890,119,176,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2224,8891,119,177,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2225,8892,119,178,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2226,8893,119,179,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2227,8894,119,180,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2228,8895,119,181,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2229,8896,119,182,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2230,8897,119,183,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2231,8898,119,197,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2232,8899,119,198,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2233,8900,119,199,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2234,8901,119,200,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2235,8902,119,201,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2236,8903,119,202,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2237,8904,119,203,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2238,8905,119,204,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2239,8906,119,205,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2240,8907,119,206,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2241,8908,119,207,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2242,8909,119,208,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2243,8910,119,209,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2244,8911,119,210,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2245,8912,119,211,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2246,8913,119,212,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2247,8914,119,213,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2248,8915,119,214,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2249,8916,119,215,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2250,8917,119,216,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2251,8918,119,217,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2252,8919,119,218,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2253,8920,119,219,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2254,8921,119,220,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2255,8922,119,221,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2256,8923,119,222,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2257,8924,119,223,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2258,8925,119,224,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2259,8926,119,225,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2260,8927,119,226,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2261,8928,119,227,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2262,8929,119,228,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2263,8930,119,229,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2264,8931,119,230,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2265,8932,119,231,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2266,8933,119,232,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2267,8943,120,130,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2268,8944,120,131,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2269,8945,120,132,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2270,8946,120,133,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2271,8980,120,173,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2272,8981,120,174,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2273,8982,120,175,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2274,8983,120,176,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2275,8984,120,177,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2276,8985,120,178,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2277,8986,120,179,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2278,8987,120,180,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2279,8988,120,181,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2280,8989,120,182,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2281,8990,120,183,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2282,8991,120,197,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2283,8992,120,198,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2284,8993,120,199,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2285,8994,120,200,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2286,8995,120,201,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2287,8996,120,202,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2288,8997,120,203,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2289,8998,120,204,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2290,8999,120,205,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2291,9000,120,206,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2292,9001,120,207,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2293,9002,120,208,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2294,9003,120,209,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2295,9004,120,210,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2296,9005,120,211,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2297,9006,120,212,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2298,9007,120,213,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2299,9008,120,214,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2300,9009,120,215,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2301,9010,120,216,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2302,9011,120,217,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2303,9012,120,218,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2304,9013,120,219,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2305,9014,120,220,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2306,9015,120,221,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2307,9016,120,222,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2308,9017,120,223,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2309,9018,120,224,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2310,9019,120,225,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2311,9020,120,226,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2312,9021,120,227,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2313,9022,120,228,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2314,9023,120,229,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2315,9024,120,230,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2316,9025,120,231,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2317,9026,120,232,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2318,9035,121,130,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2319,9036,121,131,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2320,9037,121,132,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2321,9038,121,133,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2322,9072,121,173,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2323,9073,121,174,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2324,9074,121,175,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2325,9075,121,176,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2326,9076,121,177,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2327,9077,121,178,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2328,9078,121,179,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2329,9079,121,180,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2330,9080,121,181,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2331,9081,121,182,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2332,9082,121,183,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2333,9083,121,197,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2334,9084,121,198,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2335,9085,121,199,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2336,9086,121,200,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2337,9087,121,201,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2338,9088,121,202,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2339,9089,121,203,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2340,9090,121,204,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2341,9091,121,205,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2342,9092,121,206,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2343,9093,121,207,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2344,9094,121,208,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2345,9095,121,209,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2346,9096,121,210,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2347,9097,121,211,1,1,-1,687273682619,-293244641042,24447310,524434,524288
2348,9098,121,212,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2349,9099,121,213,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2350,9100,121,214,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2351,9101,121,215,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2352,9102,121,216,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2353,9103,121,217,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2354,9104,121,218,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2355,9105,121,219,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2356,9106,121,220,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2357,9107,121,221,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2358,9108,121,222,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2359,9109,121,223,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2360,9110,121,224,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2361,9111,121,225,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2362,9112,121,226,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2363,9113,121,227,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2364,9114,121,228,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2365,9115,121,229,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2366,9116,121,230,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2367,9117,121,231,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2368,9118,121,232,1,1,-1,687273682619,-1232297671650,103731764,524434,528384
2369,9126,122,130,1,1,-1,687273682619,-293244641042,24447310,524434,524288
