mask,basis_cycle_ids,height_action,transport_scalar_mod_1000003,lambda_support,corrected_support,corrected_coefficient_sum_signed,corrected_abs_sum_signed_lift,corrected_vector_sha256_dense_i8
1178,1 3 4 7 10,5753856,123081,297,297,943904,3528688,3d9d241679c9b38e1cda8a51956b58ffd6c6793417977b0ddeb8fbd305bec141
1179,0 1 3 4 7 10,6829056,585484,297,297,1136640,4195888,f31ffc9a88f73014bbbbd82b9c9bce30accc0abc9d9e2323e0162a9ff4e341dd
1180,2 3 4 7 10,5207040,396489,297,297,818720,3170960,0450209e50e5ca527ee28db46a4c5b3849dab1c0cea5cefb7ee8ba9ada3dbba5
1181,0 2 3 4 7 10,6282240,858892,297,297,1011456,3838160,67587c3e979136c42be08dd42b6430c098df5678fe988af038dda8ab9f966d14
1182,1 2 3 4 7 10,6528000,736012,297,297,1045856,3992368,68252c939f16e7a626d412fc5f6232811c3ea3f5a47e3ee22dd887637613fe65
1183,0 1 2 3 4 7 10,7603200,198412,297,297,1238592,4659568,b063f792a83b84a3a3584c009238d4716cb35c752bcf6515fc366890e5876de4
1184,5 7 10,2850816,574598,297,297,336832,1641664,cb29353753ed293420cb4312d59498be596bf0d83bd4289679f33eae075ef2b3
1185,0 5 7 10,3926016,36998,297,297,529568,2308864,55db8da6f41af3c2773cd4d38ade6aba91936d40a5a1ba04a3436a1c759ca1f0
1186,1 5 7 10,4171776,914121,297,297,563968,2463072,5b18972ea4c7082180ed46a9927717f039d284789542d65e8aae1720f8061afb
1187,0 1 5 7 10,5246976,376521,297,297,756704,3130272,3fca7c74e28bd683e9719b68b524144ecd4c1f4e0e6bb6896667ce8830a9c6de
1188,2 5 7 10,3624960,187526,297,297,438784,2105344,921d69741bb08311934ba56608bee66480a258b3031aaf4700c0c332b93bea96
1189,0 2 5 7 10,4700160,649929,297,297,631520,2772544,74b3c8c75e814a45874719a77b45044f92c808bfac443591e0a2d342d83e3906
1190,1 2 5 7 10,4945920,527049,297,297,665920,2926752,0b335496166a8e951449c574bcbba5278a17815d1d564d9e56483f1462bb3b30
1191,0 1 2 5 7 10,6021120,989452,297,297,858656,3593952,99c969148ac908aca46e26901d7bff97e525c36e1bf7d032c0aa37b880842388
1192,3 5 7 10,4042752,978633,297,297,588256,2415136,757f0f27e58399f05366a5283d8c13289855ceb3f1f38798829a68e70fc2e4c9
1193,0 3 5 7 10,5117952,441033,297,297,780992,3082336,88091f2e41a91ce72cacd45b86a861daf7dbee678430aae3a2a95816dad90f8e
1194,1 3 5 7 10,5363712,318153,297,297,815392,3236544,fd96d622c299dcd2df5bc4d62c1d6ee553f12554422cda3a04a6ed7d9f5b5dac
1195,0 1 3 5 7 10,6438912,780556,297,297,1008128,3903744,bd16582cdb83f625b71cba87428e3d91f52cd1381cea345256efa06aa6a2d7fd
1196,2 3 5 7 10,4816896,591561,297,297,690208,2878816,f213fcd2312bc742fdf0d4c8d5cefed37d78df1206114cda22206ce751b60257
1197,0 2 3 5 7 10,5892096,53961,297,297,882944,3546016,6ca0a89f1c9c674d1c1830b8c0cbf6c8fd9354058af71b932677887a02dcb96d
1198,1 2 3 5 7 10,6137856,931084,297,297,917344,3700224,84de887eb4059e3d085ee39dcb4f91d498f7950173d0df3b15ba4d0f9f86c8e8
1199,0 1 2 3 5 7 10,7213056,393484,297,297,1110080,4367424,a36d8cdda10f2b0ead8b11f6c01a445efacf78f57c0c9d9ff18e20ba7e3a2c78
1200,4 5 7 10,3932160,33926,297,297,517664,2314016,8615f267a5b69eb424477c71ef53dd040415daf3105a63e047ae1044659ea256
1201,0 4 5 7 10,5007360,496329,297,297,710400,2981216,7287e3bacec2967dcc307017c500a69f06117bdd4fb0f76c39096c1a92f5eb1e
1202,1 4 5 7 10,5253120,373449,297,297,744800,3135424,0efb7644b321fea9398e4908bc86dab54539bca3ac4ee18f282d6f11a608d975
1203,0 1 4 5 7 10,6328320,835852,297,297,937536,3802624,8bd6b1113e675dbd57cdb3d12e60d84991b4dd7d79f5121afe6c36e4ecae0900
1204,2 4 5 7 10,4706304,646857,297,297,619616,2777696,68cc8dd9708ee36f6e19b0f8d417f878232013d047b1579b48e949799a66749e
1205,0 2 4 5 7 10,5781504,109257,297,297,812352,3444896,9538fbc09fff3ec8300a3b1a6b3e074648a454f9d3f47edfcb9953d342a06512
1206,1 2 4 5 7 10,6027264,986380,297,297,846752,3599104,715163827b7a19ce47c6af773d4fb2ec1891c01cd5ad7c510beda1663a167f5d
1207,0 1 2 4 5 7 10,7102464,448780,297,297,1039488,4266304,b8b62d900fe2a3a33113afc818cc64e801fb16b620d1940c73965dfaac6eb108
1208,3 4 5 7 10,5124096,437961,297,297,769088,3087488,63417140ceb2faaaf19b5e759ffbad2b85a0d39d6f1d9ad75ee29c2086ea9ee5
1209,0 3 4 5 7 10,6199296,900364,297,297,961824,3754688,9772330f020cc9bb0c6b8a1fbd99c7bee121aedb073c9189c95300c7e47fcbda
1210,1 3 4 5 7 10,6445056,777484,297,297,996224,3908896,333d727017cd4fd4dc0452086fe21c0e69607a545a04e80048771ec6f7fac5d3
1211,0 1 3 4 5 7 10,7520256,239884,297,297,1188960,4576096,6f3f1dd9f5fe1a6b48042694ff43bfd66086d389503666fd1a7b9851aac0a06d
1212,2 3 4 5 7 10,5898240,50889,297,297,871040,3551168,524a13e3267d0e7e5785b9594728070aec56ba228fc1425192ea410c8125007c
1213,0 2 3 4 5 7 10,6973440,513292,297,297,1063776,4218368,8a99b2e22724ee64a490bf200889cdacd9e19390097992140d35ce8c680407d2
1214,1 2 3 4 5 7 10,7219200,390412,297,297,1098176,4372576,b086da1f704081e60680c3dfd3a0c1e98c18c35f5edbed78a55ff5405bde37af
1215,0 1 2 3 4 5 7 10,8294400,852815,297,297,1290912,5039776,7dfe5392e591c05387f474e8b9c7284ed035d438a2c496489f029d70b228ecd5
1216,6 7 10,3062784,468614,297,297,355552,1759024,09e76f4e2da7c7c6285bb1c12541f6584fee90ae3a64453f38e82df04c065f5d
1217,0 6 7 10,4137984,931017,297,297,548288,2426224,04a65e64b1da78b4609d86564df17787a5769f083fea6d6ea4a2d257aabd21e9
1218,1 6 7 10,4383744,808137,297,297,582688,2580432,3e5de8632e624bf5c2598a3435459ed863cb32fbdcff57d69809ff3aa40dd479
1219,0 1 6 7 10,5458944,270537,297,297,775424,3247632,3437858572164f06603bd730d0762c2c33be3f81d419ac4ee4eb529f55409a18
1220,2 6 7 10,3836928,81542,297,297,457504,2222704,9c3cbda6de733dc491d20035b17d578a8ee2d6f9007c8916c3ec826e8890d173
1221,0 2 6 7 10,4912128,543945,297,297,650240,2889904,f4ff8ea53f44dec6de5a0071cfd6854626422b8c641e01c7bf61df17781485eb
1222,1 2 6 7 10,5157888,421065,297,297,684640,3044112,e9086266a0ae83b436d0cc0cfd5e9aeb2ee14dc4454f3cfc7a74aa60f472c952
1223,0 1 2 6 7 10,6233088,883468,297,297,877376,3711312,9c2af11ebbe4744ebdf099e89054d30621b0efa5cdd13a113d78ad1b9d583831
1224,3 6 7 10,4254720,872649,297,297,606976,2532496,20e56f495f41ce3c89001387ac4cdbc0dec7c69821e5fffb4502854c12da77ea
1225,0 3 6 7 10,5329920,335049,297,297,799712,3199696,ff1499cbd76fea0e18ad066c49edde169f696843f70a2f03799d15cc49bfa3fb
1226,1 3 6 7 10,5575680,212169,297,297,834112,3353904,33ba0af0d8f99c8a7414645d0f87a65c91e7aa0c193c88cca65930f2b6c5fc09
1227,0 1 3 6 7 10,6650880,674572,297,297,1026848,4021104,d6d0d779af0588e226dee4c1a67120fe6921a37ac80bfcc4cfde0caa6976b751
1228,2 3 6 7 10,5028864,485577,297,297,708928,2996176,6c0b543751cd1af848b94a956bcc6056927e1555f4088f5b522b083c022fb16b
1229,0 2 3 6 7 10,6104064,947980,297,297,901664,3663376,657b9dcbb624d4ead8fa92627034318fef0615051b5a274dbba95696e2afd398
1230,1 2 3 6 7 10,6349824,825100,297,297,936064,3817584,ade704f63351e616da45e69f4e856704f3dd2f510d33257e751e3f9084a75093
1231,0 1 2 3 6 7 10,7425024,287500,297,297,1128800,4484784,06dd2280a9a0f5d99627bf432f3b551ea013e87de4956dc8b764598cf6c6e7de
1232,4 6 7 10,4144128,927945,297,297,536384,2431376,4df9a965bcdad555eb90a5bd1dd2d99be9d7a58478e222753b64bb6df17f9bd9
1233,0 4 6 7 10,5219328,390345,297,297,729120,3098576,6d33589b2e6bf3efc660ea1601f836aff7f10fa5df823f4c2a4cbb529eababd8
1234,1 4 6 7 10,5465088,267465,297,297,763520,3252784,1e7ad99a91a7e6f38ab83afef736c233a1c06c94242999d527621fde9d7b3038
1235,0 1 4 6 7 10,6540288,729868,297,297,956256,3919984,0ba75c9ab3dd2a2ccaea665c14e69441dd516f34690eb43a2c1e42b9b79e179c
1236,2 4 6 7 10,4918272,540873,297,297,638336,2895056,607c8044e7ad870ab34032568701b33f605ebb493404d3387024ace428f90ec5
1237,0 2 4 6 7 10,5993472,3273,297,297,831072,3562256,6eb446a57a01944a715b831c4b181eefd843da10820708b49de7e0b2b3e7d422
1238,1 2 4 6 7 10,6239232,880396,297,297,865472,3716464,243528de3030f983b37cac7b96dd4290400a3f8f6dbe06085047f56f6d04fdaf
1239,0 1 2 4 6 7 10,7314432,342796,297,297,1058208,4383664,99b4dff7fd011844c9853a890b1b5aa2bbfcc995432c2b88144bd44406df2f1e
1240,3 4 6 7 10,5336064,331977,297,297,787808,3204848,4c02a12b7826ced8c0cf03a6540f7c7fdcbb3561d455870eac5daebd705ca2ee
1241,0 3 4 6 7 10,6411264,794380,297,297,980544,3872048,5f351b775eace4293fb25937333db8fb6f92fb892f04585b92a107c5497dfb02
1242,1 3 4 6 7 10,6657024,671500,297,297,1014944,4026256,93d2ee636622ed2243fbabdbd51eed10ea935faaae053017c1740a36198eec76
1243,0 1 3 4 6 7 10,7732224,133900,297,297,1207680,4693456,c37e3b8049edba8c915e9a6007ad95b67cf254ae98a6920ebcc57c37026180e7
1244,2 3 4 6 7 10,6110208,944908,297,297,889760,3668528,793afb6e4c60ae050d6a1471c8790667312131f0085dd2c1b72efd04bd5bbf54
1245,0 2 3 4 6 7 10,7185408,407308,297,297,1082496,4335728,6342303598e7cba699499b5176ad53e333c95d9c497242a0dd5887a2cc7f060e
1246,1 2 3 4 6 7 10,7431168,284428,297,297,1116896,4489936,c8a05399fbb0332f9da1bd9ece58ca64d4a777dc9d12b4a21be200d454b16041
1247,0 1 2 3 4 6 7 10,8506368,746831,297,297,1309632,5157136,b52285073a7a27e717a66d039713f7e07acc14dbd7797734ae3e646e51c5a1bf
1248,5 6 7 10,3753984,123014,297,297,407872,2139232,ab2a1e2184219924a2e8b6341820365a23949b0316eb41068f344cb44777ecd9
1249,0 5 6 7 10,4829184,585417,297,297,600608,2806432,45af63db312dd85adce9c10b86f3e9d3fa188f279d2b6bf4cec6e52d089a70ae
1250,1 5 6 7 10,5074944,462537,297,297,635008,2960640,6cae7b0765a73d54f84aae061150e1d24648df050e22b4991c11dc81dfe34451
1251,0 1 5 6 7 10,6150144,924940,297,297,827744,3627840,b63ca249e723c87f6e8f54ca45857a89751876bb803ca34d2010d0c997f3660f
1252,2 5 6 7 10,4528128,735945,297,297,509824,2602912,b4c33321f2a9800e157d528e1ee0ab6871f076a6c737ec93a0c689c2a012fb33
1253,0 2 5 6 7 10,5603328,198345,297,297,702560,3270112,8b0f23ee1a095cbc01d4cae260e528272f8ee8942df2f20d0e71c27898361882
1254,1 2 5 6 7 10,5849088,75465,297,297,736960,3424320,665c2b67d7cefae56e12a136c2792034214a6f832eb1706f09172391413f2c09
1255,0 1 2 5 6 7 10,6924288,537868,297,297,929696,4091520,e5a0180779fd36e8d332db7a281b9aef03c10f4c875857fcd3fa9183042bf860
1256,3 5 6 7 10,4945920,527049,297,297,659296,2912704,cb6b2f9cc6dfa7ea542c880194e3b8e2f431a9aac825c38c9018fadd77fffd00
1257,0 3 5 6 7 10,6021120,989452,297,297,852032,3579904,01c4929b941ec8ff3a9bf0ca9deeca14d28d849764488c0ce2372328db8ee075
1258,1 3 5 6 7 10,6266880,866572,297,297,886432,3734112,49dabd6612814514d0ff399e0b93ee5a506d2d078d765f4b9db3f69a6b33b6c6
1259,0 1 3 5 6 7 10,7342080,328972,297,297,1079168,4401312,fbb4fa93b3d3a63d4fe2eaba0f9d966c2167a846599a43dbab025f4bd545d935
1260,2 3 5 6 7 10,5720064,139977,297,297,761248,3376384,6bb22e32d2fd4d94226d3aeb400a9ebdf5cca67b7ab081b97f2b48d0402449b6
1261,0 2 3 5 6 7 10,6795264,602380,297,297,953984,4043584,779e4c140fc18c8102933cb1cccb0cadfaff7a8b351f6f5c3d6dee08be0db01e
1262,1 2 3 5 6 7 10,7041024,479500,297,297,988384,4197792,6ed0fb680a9ab9d8fe8a008cdc7db1537aebaf723418e7300e527b3192e0f497
1263,0 1 2 3 5 6 7 10,8116224,941903,297,297,1181120,4864992,86b07337971306496af104e1b28e1a2636e339ba43eacaf2f6c965d606eab4d5
1264,4 5 6 7 10,4835328,582345,297,297,588704,2811584,26e73a36d3f623cca84ea7e3fdafe57d5d8ef41de3f5cf225c2c764a742f1d90
1265,0 4 5 6 7 10,5910528,44745,297,297,781440,3478784,63922111700da5569e4b186b61f552774c99e09585883579adaf8511db579e29
1266,1 4 5 6 7 10,6156288,921868,297,297,815840,3632992,c7c1d456384c18b2ab8e39500039c1c5823c0bf1900b1b8ac1fe294633605aaf
1267,0 1 4 5 6 7 10,7231488,384268,297,297,1008576,4300192,287d78c837422df8108b68ceadf9a3ea533ba4a83943b0a9c96aa1eabc92bbe6
1268,2 4 5 6 7 10,5609472,195273,297,297,690656,3275264,5b343aa42c7beecf997b2c2f7ce821e5474ac85880f53ba9bf00b2608d55d576
1269,0 2 4 5 6 7 10,6684672,657676,297,297,883392,3942464,56cbabb33c030cdc32882ccf61998d26039251be8efbd4e35c6011c6b83572ef
1270,1 2 4 5 6 7 10,6930432,534796,297,297,917792,4096672,389e5da5249bd2d87b81aca30fa079a54f81b04efad6912615d6fa32447506fe
1271,0 1 2 4 5 6 7 10,8005632,997199,297,297,1110528,4763872,6c01835c3a808f4e7bb142ba4b9545e9a367bf9a9f767d21baf170a23aabcb02
1272,3 4 5 6 7 10,6027264,986380,297,297,840128,3585056,f15423eba13e2b8711b86d27f471ae23a902eae5e2a81a87e084783c6071c82f
1273,0 3 4 5 6 7 10,7102464,448780,297,297,1032864,4252256,210cc2e7803007bdac3f568cd3f8186499cedace551805a4184060e57b5cff97
1274,1 3 4 5 6 7 10,7348224,325900,297,297,1067264,4406464,c715e05b10de293d604c05adff17d403d524c80cc2c676968807a9180ee672dd
1275,0 1 3 4 5 6 7 10,8423424,788303,297,297,1260000,5073664,de3d6bf784f7f20e19a9a9969bb1e5aa0561f2b28e3af100b4542be8ee50458f
1276,2 3 4 5 6 7 10,6801408,599308,297,297,942080,4048736,0437ddc4ef05318c722b335360ea4a97e386cb231677a3d8d6f6978a596571d9
1277,0 2 3 4 5 6 7 10,7876608,61708,297,297,1134816,4715936,db1a6748a638c5ecd22917c46690167d42aa554bdf11a2b16324dcd7f641d1a5
1278,1 2 3 4 5 6 7 10,8122368,938831,297,297,1169216,4870144,e9738e953133756f08b3730fae6c0ab1f03b08f8145ffacb971bd4743d080ec5
1279,0 1 2 3 4 5 6 7 10,9197568,401231,297,297,1361952,5537344,99474b12c474bc6a4712944da3f101692792b499c8d6e367971c4e4e43c609e4
1280,8 10,1465344,267331,297,297,194592,860592,d24705184d05bd84733e8c95c1b48cd42ed04ca09c47259e86b16bf9d7f6b6a1
1281,0 8 10,2540544,729734,297,297,387328,1527792,ec90a1d87bb86d7c1d23be3884273566efa9c280920e8417be21bd8f4ad947f2
1282,1 8 10,2786304,606854,297,297,421728,1682000,82386d2a489fa2720a884ececc0a1318a0286a01825c5ef6d88479a211bb7169
1283,0 1 8 10,3861504,69254,297,297,614464,2349200,4f52f20e4de6e3ea6b0d999fcf248775c54f1b7f850b745cddddad5ff508425b
1284,2 8 10,2239488,880262,297,297,296544,1324272,df815859ab291dba3adf113ca83dcad1cd45374a3c7926720d678ac71117ed90
1285,0 2 8 10,3314688,342662,297,297,489280,1991472,13ea5b8b044adb6a9aae83dd9c40e1ab8311839133ec6761aa34c27b309bdbf0
1286,1 2 8 10,3560448,219782,297,297,523680,2145680,10e625c81a6e75ae4be699ee44d1f35ff8b9118953fa0cb335f4d3cd497b17ab
1287,0 1 2 8 10,4635648,682185,297,297,716416,2812880,abc071d580e36e8b9fe102c0d0dedb113d91fc5eea190cf33bf21f372dc60a01
1288,3 8 10,2657280,671366,297,297,446016,1634064,60e19b89ca76bf8160089fbf1dc7eb6262b192d1f5929ff6293c4f989dbfcdcf
1289,0 3 8 10,3732480,133766,297,297,638752,2301264,28c22156bf58213b8fdaa3dbb300da31a225890e7bc46e3efe53a306738b1800
1290,1 3 8 10,3978240,10886,297,297,673152,2455472,0863199054dc21bff656e2bc36915904fead18f4acbecbdd71a9049bcb3e7fba
1291,0 1 3 8 10,5053440,473289,297,297,865888,3122672,8c8122917e4f6e9d7ef2b4aa3cff1a78a27df6334264c80e732f99331c4decca
1292,2 3 8 10,3431424,284294,297,297,547968,2097744,6838d449e706a70d7a9b756629b6a7455c7473f9ee19464a947ca04ec187b9bc
1293,0 2 3 8 10,4506624,746697,297,297,740704,2764944,8493e2eda9bdf94e515ff2e41bb8b3fbbf07ac5435aeebfb2c82526662496544
1294,1 2 3 8 10,4752384,623817,297,297,775104,2919152,3f02703e2a143db4b03be08d8b703b26e898316d0e34e23f2a69118c6653e4da
1295,0 1 2 3 8 10,5827584,86217,297,297,967840,3586352,0d12883bb9b3f70a23ad53086e2f7f9c5d0ae9932cdff8d75f60234a87ee3900
1296,4 8 10,2546688,726662,297,297,375424,1532944,cc65ed7630d26f2601e7020bbf86fcc8ad45f163c53e4487c10b2f6e8acea318
1297,0 4 8 10,3621888,189062,297,297,568160,2200144,b9d331b3d2dc496f03bf2d9dbb8908c3d293c1397b1e7d6e53389f3e9af7ec09
1298,1 4 8 10,3867648,66182,297,297,602560,2354352,2d74c8d4b101423878a258a2273e12c778035c8d7a2b437819805ed9e827ae60
1299,0 1 4 8 10,4942848,528585,297,297,795296,3021552,9cca0741ee28b10134e157a543a244a6919f42086cd5ee635dd8fac2885301e6
1300,2 4 8 10,3320832,339590,297,297,477376,1996624,72711f6e0e392489b20711fba484b4f48ddb46433d8289b26491f5e0905725fa
1301,0 2 4 8 10,4396032,801993,297,297,670112,2663824,3666f464d94ab5b9eb3b5f7a1ce812ce67fb1fc1dea36bcea5e6d6381810f896
1302,1 2 4 8 10,4641792,679113,297,297,704512,2818032,be8162b8d840b752adc963deddd961c0288ae95466c12e73509f941a55a6bad2
1303,0 1 2 4 8 10,5716992,141513,297,297,897248,3485232,1984953711456c219c9c5be22e379f65f2f785c940f225ebbdfcc12dbcac55f8
1304,3 4 8 10,3738624,130694,297,297,626848,2306416,f1f4317483feee6ecfc8abaa30c30e1ee5bcd52d41824844e5988be8cd55d01b
1305,0 3 4 8 10,4813824,593097,297,297,819584,2973616,160a2d953bc822e6b6a1b95b2b1cb2f10d10b4017a176b5c8258fc8b3581b2c2
1306,1 3 4 8 10,5059584,470217,297,297,853984,3127824,1425a62e4558aea0da95ceb2f82a166bc47a903451d4720f89d8238c04f5d925
1307,0 1 3 4 8 10,6134784,932620,297,297,1046720,3795024,6142b56d954a2d3e2e2fd1d776cae78e8f2862d0b1d015caaa677aa885decfe0
1308,2 3 4 8 10,4512768,743625,297,297,728800,2770096,7f8f2cb6e5c700e5a2d3b90e739abbfdf34b6274e273ee514c9899eb495a0483
1309,0 2 3 4 8 10,5587968,206025,297,297,921536,3437296,cdaca7f010fb624363b1091a4b5ef6be7ad2d91b8e376d4d86e87da00a1d28ae
1310,1 2 3 4 8 10,5833728,83145,297,297,955936,3591504,34b23a3cfdf2c6f48753a2646def2b6c77b9ccecba96efbc1bb1096df411b063
1311,0 1 2 3 4 8 10,6908928,545548,297,297,1148672,4258704,a34398e79af4f70f343b9ac88e516194d2b4b6ea1fc408f15fcbe51ca8a1a66f
1312,5 8 10,2156544,921734,297,297,246912,1240800,4c85e5535ec662ca75236fac876336690c15c4d91d6af1d7373bfa98084a3906
1313,0 5 8 10,3231744,384134,297,297,439648,1908000,91db5332bfb5ed0c7b3fab5cdb6180e2a35e1c054ce24e1c07bc4932bd750872
1314,1 5 8 10,3477504,261254,297,297,474048,2062208,1f21dc22843200fee69b58d155be3f9fbe5413225fdfa134e5e809c10826def1
1315,0 1 5 8 10,4552704,723657,297,297,666784,2729408,400d184d08e2cbdcc636977e9239393baeafa733b39dc577f5679d98dabf958f
1316,2 5 8 10,2930688,534662,297,297,348864,1704480,376831a660864fa3ce1e4dc7b0c8e54bb9f123349d7bce4ee955eee58808b112
1317,0 2 5 8 10,4005888,997065,297,297,541600,2371680,4a5be59eb70a72da366bf04d78c61ed0b7cde4a634326806748d226c8f681c89
1318,1 2 5 8 10,4251648,874185,297,297,576000,2525888,8e66771ea27894c9dfa8b0cf77fc043f4267224dc5f88c6adc294d5df6e64ada
1319,0 1 2 5 8 10,5326848,336585,297,297,768736,3193088,0f88c4ae9e25cf2cc761e0e1a74bf76157cf88cbb7b7f04f0fbd9477fb46d895
1320,3 5 8 10,3348480,325766,297,297,498336,2014272,3def189ba2f345556c7ce83f17a3c066cd7c2b8339a82fee9d1e8ef11684f886
1321,0 3 5 8 10,4423680,788169,297,297,691072,2681472,2ca4697f4d176ceeb961b0d9620f268d37dff0a00df7b925c0cf62e3ff33893b
1322,1 3 5 8 10,4669440,665289,297,297,725472,2835680,cb3073c66acaec3a224af5ed06593f51d4309e6f2f5f34dc340592b2b0c42409
1323,0 1 3 5 8 10,5744640,127689,297,297,918208,3502880,ee4a1e8ffaa8e3712e323669947c9f2523f56a58560db9e45f50a6027c2cbef0
1324,2 3 5 8 10,4122624,938697,297,297,600288,2477952,bad12df3e05d16b50323f91ccf4b20dc0c5f12153cd2bac5d57e3dbd20eca5b6
1325,0 2 3 5 8 10,5197824,401097,297,297,793024,3145152,b5f04d66be701c87cb5288594101656693893de05605d0687e50cb782f2b1768
1326,1 2 3 5 8 10,5443584,278217,297,297,827424,3299360,cef5d5342d6bb1613663c736415123e92b173dd67f2b39798c08e9ac1eb7b6a1
1327,0 1 2 3 5 8 10,6518784,740620,297,297,1020160,3966560,eb6ae15da6ca8dd93be799054e12fd011ebfc8207f6e95fc1c082d39373f0f51
1328,4 5 8 10,3237888,381062,297,297,427744,1913152,b1dcdc679f6a70a8eb149c5dc67ff8e795874cfa0207429c546d625db46bc087
1329,0 4 5 8 10,4313088,843465,297,297,620480,2580352,9feab0e1be9462a8da130599f10a19d6a19d22088b2ababbb39000297935301d
1330,1 4 5 8 10,4558848,720585,297,297,654880,2734560,8d5b1ebe35fde1af9a5dd1bd0abaa47a06dddc839c2aac589ab7a1b5e0110590
1331,0 1 4 5 8 10,5634048,182985,297,297,847616,3401760,2fabc69c21c496bf0c3c38f839cf0eb76d537fcdf2f5cc21a0310b01ef2539ae
1332,2 4 5 8 10,4012032,993993,297,297,529696,2376832,2cc9eb6a01c7b946a5aa2802d1045d1e224239b853c21a07d3868a9dc1472329
1333,0 2 4 5 8 10,5087232,456393,297,297,722432,3044032,cbf30e9e29f2d354cb8a18df8928bafbd291416d84e53adb5c2cc605d4a143d9
1334,1 2 4 5 8 10,5332992,333513,297,297,756832,3198240,2a4a4d230b2047564d1f580740ad1b33dca4a420beb8f27306adad6a14ff1728
1335,0 1 2 4 5 8 10,6408192,795916,297,297,949568,3865440,0a6ad99a03bd821cec2d7142f03c45631c7b894c7027458c27c8996cc32615eb
1336,3 4 5 8 10,4429824,785097,297,297,679168,2686624,f3bcfa6c0c7d1b5639d127e0b9ffbd4ab64f9a5440ff6e4a1561fccf8c094165
1337,0 3 4 5 8 10,5505024,247497,297,297,871904,3353824,9a0d0e6c4ea478ee33fdc93a8bc2f38e77d3a46a54d1070af0776751f180663b
1338,1 3 4 5 8 10,5750784,124617,297,297,906304,3508032,0d8e94a68e0ce32277f3fd054e8477bbac3c3a367c671c7c0f21fae1729c9184
1339,0 1 3 4 5 8 10,6825984,587020,297,297,1099040,4175232,f63127b121b227bbdec7a12a04e3f806ce6d2679f8fbd7a255807aaa90ef1475
1340,2 3 4 5 8 10,5203968,398025,297,297,781120,3150304,846b7746fc6e7a387a2297c053d3d71700a5b447993c4107e42403fe6ada1b94
1341,0 2 3 4 5 8 10,6279168,860428,297,297,973856,3817504,5ef762290b370fe346291361edef54779df6a488cc20f1fedde2f653b36f436b
1342,1 2 3 4 5 8 10,6524928,737548,297,297,1008256,3971712,83b32bc5949337cf36078cf39a97cdaadb79e16193606086fcb47c98c89f7ecb
1343,0 1 2 3 4 5 8 10,7600128,199948,297,297,1200992,4638912,7e73fbcbbfc826488cb41781be7f2a01d94640ba2f90f4ff8fefab0f733ba741
1344,6 8 10,2368512,815750,297,297,265632,1358160,3c46fa8ba9373b95e2ee8ae8eae2e725aaa50d2cf4c000e7ef721c42e04cd3c1
1345,0 6 8 10,3443712,278150,297,297,458368,2025360,596bdbbdd046821e5389376cceb4887ee7b2a506f56d8d9049ebab081008116b
1346,1 6 8 10,3689472,155270,297,297,492768,2179568,caf7bb1887a51c2f2334313773b1a34de5fe9ee727d7c50aaf5a020dee609b5a
1347,0 1 6 8 10,4764672,617673,297,297,685504,2846768,92e340c2650cbcc4ea2b1bc0114f9c5732582f2d96ac8f4a36ce8a6376a32205
1348,2 6 8 10,3142656,428678,297,297,367584,1821840,4183bb9b8b4c87fbe821ccc538f9d135d0a8832367cd5cb20c8e1754ab996c2c
1349,0 2 6 8 10,4217856,891081,297,297,560320,2489040,9b1c9eb7a570bd740551984bc1899feca67ee63291863d296664d4e160bb9ac7
1350,1 2 6 8 10,4463616,768201,297,297,594720,2643248,02b2b3f7f8318a537846ab53283d42c8ad480b9d7d193362e1b724e21e2e453c
1351,0 1 2 6 8 10,5538816,230601,297,297,787456,3310448,9f2bd79701e5ff0434b6a59270276ffc37f2caa4f996a13ad2bdf18a9fc451dd
1352,3 6 8 10,3560448,219782,297,297,517056,2131632,17e6feb6c0226e715ff55b6014654d95ee1290682eebd28a9a33a9a67f3f7885
1353,0 3 6 8 10,4635648,682185,297,297,709792,2798832,8d492f6903cdac5cee81f7785d50b0ca047a98285159b974f9fee923294ded58
1354,1 3 6 8 10,4881408,559305,297,297,744192,2953040,cd4761b7d3867614fa22c2f9459cd06b5e9b47ad7566852015033c5f9a0c7211
1355,0 1 3 6 8 10,5956608,21705,297,297,936928,3620240,dc23c75fb60715158a3b61b202f0794ffdc64b01317aff1beecc16a2df65f92c
1356,2 3 6 8 10,4334592,832713,297,297,619008,2595312,e2fc812497f8a5ea00de4871cd2bea2448d40f78b60b6210fc9959becb92efa7
1357,0 2 3 6 8 10,5409792,295113,297,297,811744,3262512,6c4552e36bb4743c1eaf3b4aec9e47762cb3869a6eec1c68bcb5765004d10158
1358,1 2 3 6 8 10,5655552,172233,297,297,846144,3416720,34a97296287e006b92eb4f62008e438dae7dc2bfea2e688155f28459cafb3cab
1359,0 1 2 3 6 8 10,6730752,634636,297,297,1038880,4083920,973aaf163a6357ceef62ce43c6850950e0597f04b2ec8cf8c2123cea83be064e
1360,4 6 8 10,3449856,275078,297,297,446464,2030512,9496f3b1bd13b0e020f7fb093f47bf72f5edcba387023e81b4a5b6d0344beb46
1361,0 4 6 8 10,4525056,737481,297,297,639200,2697712,a18247417cfa17c003a003d85ff269f66eb9fd67a95c8d7d5b00905f6ca792b7
