shell,profile_id,status,support_size,nnls_linf_unscaled,exact_residual_zero,all_coefficients_nonnegative,nnls_resnorm_unscaled,nonzero_exact_coefficients,min_coefficient,chunk_dir,free_parameter_count
12,21,EXACT_RATIONAL_PASS,73,0.0001220703125,True,True,8.318239196093714e-05,11.0,0.0,exact_w12_0000_0500,
12,22,EXACT_RATIONAL_PASS,75,0.00018310546875,True,True,0.0001260006936216,11.0,0.0,exact_w12_0000_0500,
12,23,EXACT_RATIONAL_PASS,68,0.000126838684082,True,True,1.2046001342615195e-05,11.0,0.0,exact_w12_0000_0500,
12,24,EXACT_RATIONAL_PASS,56,0.0001544952392578,True,True,2.018935923184979e-05,11.0,0.0,exact_w12_0000_0500,
12,25,EXACT_RATIONAL_PASS,72,0.00018310546875,True,True,9.861905720125806e-06,11.0,0.0,exact_w12_0000_0500,
12,26,EXACT_RATIONAL_PASS,78,0.00018310546875,True,True,1.5150826340461758e-05,11.0,0.0,exact_w12_0000_0500,
12,27,EXACT_RATIONAL_PASS,78,0.00018310546875,True,True,1.80753672622767e-05,11.0,0.0,exact_w12_0000_0500,
12,28,EXACT_RATIONAL_PASS,69,0.0001354217529296,True,True,5.351312602137717e-05,11.0,0.0,exact_w12_0000_0500,
12,29,EXACT_RATIONAL_PASS,73,0.0001354217529296,True,True,5.407053172185928e-05,11.0,0.0,exact_w12_0000_0500,
12,30,EXACT_RATIONAL_PASS,63,0.0001330375671386,True,True,2.758689014868009e-05,11.0,0.0,exact_w12_0000_0500,
12,31,EXACT_RATIONAL_PASS,73,0.0001564025878906,True,True,5.24777926556741e-05,11.0,0.0,exact_w12_0000_0500,
12,32,EXACT_RATIONAL_PASS,68,0.00018310546875,True,True,5.118353744988351e-05,11.0,0.0,exact_w12_0000_0500,
12,33,EXACT_RATIONAL_PASS,70,0.0001266002655029,True,True,2.1085616417844345e-05,11.0,0.0,exact_w12_0000_0500,
12,34,EXACT_RATIONAL_PASS,73,0.00018310546875,True,True,2.8680046765038483e-05,11.0,0.0,exact_w12_0000_0500,
12,35,EXACT_RATIONAL_PASS,73,0.0001320838928222,True,True,5.948854807406587e-05,11.0,0.0,exact_w12_0000_0500,
12,36,EXACT_RATIONAL_PASS,47,0.0001220703125,True,True,6.544817581562131e-05,11.0,0.0,exact_w12_0000_0500,
12,37,EXACT_RATIONAL_PASS,49,9.834766387939452e-05,True,True,3.5054288778642485e-05,11.0,0.0,exact_w12_0000_0500,
12,38,EXACT_RATIONAL_PASS,77,0.0001220703125,True,True,5.19762715391453e-05,11.0,0.0,exact_w12_0000_0500,
12,39,EXACT_RATIONAL_PASS,69,0.0001220703125,True,True,6.634397527614268e-05,11.0,0.0,exact_w12_0000_0500,
12,40,EXACT_RATIONAL_PASS,73,0.0001357197761535,True,True,3.970779406053155e-05,11.0,0.0,exact_w12_0000_0500,
12,41,EXACT_RATIONAL_PASS,71,0.00018310546875,True,True,4.930338891007151e-05,11.0,0.0,exact_w12_0000_0500,
12,42,EXACT_RATIONAL_PASS,70,0.00018310546875,True,True,4.537762291834735e-05,11.0,0.0,exact_w12_0000_0500,
12,43,EXACT_RATIONAL_PASS,72,0.0001292005181312,True,True,3.048639864904224e-05,11.0,0.0,exact_w12_0000_0500,
12,44,EXACT_RATIONAL_PASS,57,8.506700396537781e-05,True,True,1.0973181682265478e-05,11.0,0.0,exact_w12_0000_0500,
12,45,EXACT_RATIONAL_PASS,72,0.0001220703125,True,True,6.924874961130071e-05,11.0,0.0,exact_w12_0000_0500,
12,46,EXACT_RATIONAL_PASS,72,0.0001220703125,True,True,6.380294795374517e-05,11.0,0.0,exact_w12_0000_0500,
12,47,EXACT_RATIONAL_PASS,67,9.1552734375e-05,True,True,3.985049529038724e-05,11.0,0.0,exact_w12_0000_0500,
12,48,EXACT_ZERO_GAP_PASS,0,0.0,True,True,,,,exact_w12_0000_0500,
12,49,EXACT_RATIONAL_PASS,53,3.0517578125e-05,True,True,1.556817775900411e-05,11.0,0.0,exact_w12_0000_0500,
12,50,EXACT_RATIONAL_PASS,82,6.103515625e-05,True,True,2.1105710008862253e-05,78.0,0.0,exact_w12_0000_0500,
12,51,EXACT_RATIONAL_PASS,80,3.0517578125e-05,True,True,1.2697968885180137e-05,77.0,0.0,exact_w12_0000_0500,
12,52,EXACT_RATIONAL_PASS,82,0.0001220703125,True,True,1.820359545024572e-05,79.0,0.0,exact_w12_0000_0500,
12,53,EXACT_RATIONAL_PASS,74,4.57763671875e-05,True,True,1.1287050849409915e-05,68.0,0.0,exact_w12_0000_0500,
12,54,EXACT_RATIONAL_PASS,87,0.000152587890625,True,True,4.715082219216018e-05,72.0,0.0,exact_w12_0000_0500,
12,55,EXACT_RATIONAL_PASS,84,9.1552734375e-05,True,True,2.2011304693230946e-05,75.0,0.0,exact_w12_0000_0500,
12,56,EXACT_RATIONAL_PASS,79,9.918212890625e-05,True,True,1.984411745602121e-05,74.0,0.0,exact_w12_0000_0500,
12,57,EXACT_RATIONAL_PASS,85,0.0001296997070312,True,True,6.376304697526968e-05,73.0,0.0,exact_w12_0000_0500,
12,58,EXACT_RATIONAL_PASS,81,0.0001220703125,True,True,3.2596344437335144e-05,73.0,0.0,exact_w12_0000_0500,
12,59,EXACT_RATIONAL_PASS,86,0.0001220703125,True,True,7.443613682452852e-05,77.0,0.0,exact_w12_0000_0500,
12,60,EXACT_RATIONAL_PASS,77,0.0001296997070312,True,True,4.186972114869154e-06,74.0,0.0,exact_w12_0000_0500,
12,61,EXACT_RATIONAL_PASS,73,7.62939453125e-05,True,True,3.047343805824419e-05,69.0,0.0,exact_w12_0000_0500,
12,62,EXACT_RATIONAL_PASS,84,0.0001220703125,True,True,5.524707777380747e-05,77.0,0.0,exact_w12_0000_0500,
12,63,EXACT_RATIONAL_PASS,80,9.1552734375e-05,True,True,2.568118929278736e-05,71.0,0.0,exact_w12_0000_0500,
12,64,EXACT_RATIONAL_PASS,85,0.00018310546875,True,True,4.7144944588503466e-05,73.0,0.0,exact_w12_0000_0500,
12,65,EXACT_RATIONAL_PASS,81,6.4849853515625e-05,True,True,1.535632166957104e-05,74.0,0.0,exact_w12_0000_0500,
12,66,EXACT_RATIONAL_PASS,83,0.0001220703125,True,True,7.177049403133931e-05,69.0,0.0,exact_w12_0000_0500,
12,67,EXACT_RATIONAL_PASS,82,7.62939453125e-05,True,True,2.3926436437949106e-05,74.0,0.0,exact_w12_0000_0500,
12,68,EXACT_RATIONAL_PASS,82,9.1552734375e-05,True,True,1.998691193597333e-05,73.0,0.0,exact_w12_0000_0500,
12,69,EXACT_RATIONAL_PASS,81,0.00018310546875,True,True,4.152841813344933e-05,75.0,0.0,exact_w12_0000_0500,
12,70,EXACT_RATIONAL_PASS,84,0.00018310546875,True,True,6.749857788422209e-05,76.0,0.0,exact_w12_0000_0500,
12,71,EXACT_RATIONAL_PASS,86,0.0001220703125,True,True,8.224647751047177e-05,76.0,0.0,exact_w12_0000_0500,
12,72,EXACT_RATIONAL_PASS,80,0.0001220703125,True,True,3.6148106555540216e-05,75.0,0.0,exact_w12_0000_0500,
12,73,EXACT_RATIONAL_PASS,80,0.0001029968261718,True,True,2.4242029787793176e-05,71.0,0.0,exact_w12_0000_0500,
12,74,EXACT_RATIONAL_PASS,80,0.0001220703125,True,True,2.698381821853308e-05,73.0,0.0,exact_w12_0000_0500,
12,75,EXACT_RATIONAL_PASS,78,6.103515625e-05,True,True,3.6496337944618826e-05,69.0,0.0,exact_w12_0000_0500,
12,76,EXACT_RATIONAL_PASS,87,0.0001220703125,True,True,2.8176364840763696e-05,76.0,0.0,exact_w12_0000_0500,
12,77,EXACT_RATIONAL_PASS,83,0.0001430511474609,True,True,2.138566802048992e-05,76.0,0.0,exact_w12_0000_0500,
12,78,EXACT_RATIONAL_PASS,87,0.00018310546875,True,True,5.908304502956837e-05,81.0,0.0,exact_w12_0000_0500,
12,79,EXACT_RATIONAL_PASS,86,9.1552734375e-05,True,True,3.046763967624983e-05,77.0,0.0,exact_w12_0000_0500,
12,80,EXACT_RATIONAL_PASS,84,0.0001535415649414,True,True,4.56812820365077e-05,74.0,0.0,exact_w12_0000_0500,
12,81,EXACT_RATIONAL_PASS,82,0.0001440048217773,True,True,2.8128686484029177e-05,73.0,0.0,exact_w12_0000_0500,
12,82,EXACT_RATIONAL_PASS,84,9.822845458984376e-05,True,True,2.71820360048137e-05,75.0,0.0,exact_w12_0000_0500,
12,83,EXACT_RATIONAL_PASS,84,0.00018310546875,True,True,4.744997514891937e-05,77.0,0.0,exact_w12_0000_0500,
12,84,EXACT_RATIONAL_PASS,80,0.0001354217529296,True,True,3.646802663482375e-05,69.0,0.0,exact_w12_0000_0500,
12,85,EXACT_RATIONAL_PASS,87,0.00018310546875,True,True,4.988590181893492e-05,76.0,0.0,exact_w12_0000_0500,
12,86,EXACT_RATIONAL_PASS,85,0.0001220703125,True,True,6.873537301167043e-05,72.0,0.0,exact_w12_0000_0500,
12,87,EXACT_RATIONAL_PASS,83,0.0001306533813476,True,True,4.525474029036759e-05,74.0,0.0,exact_w12_0000_0500,
12,88,EXACT_RATIONAL_PASS,83,0.0001449584960937,True,True,6.083410074296954e-05,72.0,0.0,exact_w12_0000_0500,
12,89,EXACT_RATIONAL_PASS,82,0.0001220703125,True,True,3.595506709686182e-05,68.0,0.0,exact_w12_0000_0500,
12,90,EXACT_RATIONAL_PASS,81,8.487701416015625e-05,True,True,4.654329663304577e-05,69.0,0.0,exact_w12_0000_0500,
12,91,EXACT_RATIONAL_PASS,85,0.0001220703125,True,True,7.73742760911756e-05,73.0,0.0,exact_w12_0000_0500,
12,92,EXACT_RATIONAL_PASS,83,0.0001220703125,True,True,1.527577770455853e-05,80.0,0.0,exact_w12_0000_0500,
12,93,EXACT_RATIONAL_PASS,83,0.00018310546875,True,True,2.154882564057436e-05,74.0,0.0,exact_w12_0000_0500,
12,94,EXACT_RATIONAL_PASS,84,0.0001220703125,True,True,5.2293077821086085e-05,77.0,0.0,exact_w12_0000_0500,
12,95,EXACT_RATIONAL_PASS,84,0.0001220703125,True,True,3.219944435210628e-05,68.0,0.0,exact_w12_0000_0500,
12,96,EXACT_RATIONAL_PASS,85,0.000101089477539,True,True,6.045541840848361e-05,73.0,0.0,exact_w12_0000_0500,
12,97,EXACT_RATIONAL_PASS,87,0.0001041889190673,True,True,3.5118900604652e-05,78.0,0.0,exact_w12_0000_0500,
12,98,EXACT_RATIONAL_PASS,83,9.1552734375e-05,True,True,2.1063224143229013e-05,78.0,0.0,exact_w12_0000_0500,
12,99,EXACT_RATIONAL_PASS,77,8.487701416015625e-05,True,True,3.200818752323918e-05,70.0,0.0,exact_w12_0000_0500,
12,100,EXACT_RATIONAL_PASS,80,9.107589721679688e-05,True,True,4.025800299036175e-05,74.0,0.0,exact_w12_0000_0500,
12,101,EXACT_RATIONAL_PASS,80,0.00018310546875,True,True,2.4644176287690104e-05,74.0,0.0,exact_w12_0000_0500,
12,102,EXACT_RATIONAL_PASS,82,7.62939453125e-05,True,True,2.9361643507032013e-06,78.0,0.0,exact_w12_0000_0500,
12,103,EXACT_RATIONAL_PASS,81,9.1552734375e-05,True,True,2.272730651851407e-05,75.0,0.0,exact_w12_0000_0500,
12,104,EXACT_RATIONAL_PASS,81,0.0001220703125,True,True,1.2956294228176676e-05,75.0,0.0,exact_w12_0000_0500,
12,105,EXACT_RATIONAL_PASS,77,0.0001063346862792,True,True,1.1077169992264256e-05,70.0,0.0,exact_w12_0000_0500,
12,106,EXACT_RATIONAL_PASS,76,8.7738037109375e-05,True,True,2.150409881621885e-05,69.0,0.0,exact_w12_0000_0500,
12,107,EXACT_RATIONAL_PASS,79,0.0001220703125,True,True,1.989812819588228e-05,68.0,0.0,exact_w12_0000_0500,
12,108,EXACT_RATIONAL_PASS,85,0.000117003917694,True,True,4.588380391193687e-05,75.0,0.0,exact_w12_0000_0500,
12,109,EXACT_RATIONAL_PASS,85,0.0001220703125,True,True,3.249481381835137e-05,72.0,0.0,exact_w12_0000_0500,
12,110,EXACT_RATIONAL_PASS,83,0.0001159906387329,True,True,3.078914155968863e-05,74.0,0.0,exact_w12_0000_0500,
12,111,EXACT_RATIONAL_PASS,86,0.0001361966133117,True,True,5.1693051812447055e-05,72.0,0.0,exact_w12_0000_0500,
12,112,EXACT_RATIONAL_PASS,82,9.1552734375e-05,True,True,2.065170444979007e-05,76.0,0.0,exact_w12_0000_0500,
12,113,EXACT_RATIONAL_PASS,79,0.0001032650470733,True,True,2.8238132532959765e-05,70.0,0.0,exact_w12_0000_0500,
12,114,EXACT_RATIONAL_PASS,80,0.0001220703125,True,True,4.416032456512893e-05,69.0,0.0,exact_w12_0000_0500,
12,115,EXACT_RATIONAL_PASS,85,0.00018310546875,True,True,4.091267161951126e-05,76.0,0.0,exact_w12_0000_0500,
12,116,EXACT_RATIONAL_PASS,73,4.57763671875e-05,True,True,1.830843998135848e-05,68.0,0.0,exact_w12_0000_0500,
12,117,EXACT_RATIONAL_PASS,80,6.498349830508232e-05,True,True,7.473690032558146e-06,77.0,0.0,exact_w12_0000_0500,
12,118,EXACT_RATIONAL_PASS,83,9.1552734375e-05,True,True,3.164372914445385e-05,78.0,0.0,exact_w12_0000_0500,
12,119,EXACT_RATIONAL_PASS,79,5.495187294540171e-05,True,True,6.272301732455142e-06,77.0,0.0,exact_w12_0000_0500,
12,120,EXACT_RATIONAL_PASS,25,3.0517578125e-05,True,True,8.004792184836652e-05,11.0,0.0,exact_w12_0000_0500,
12,121,EXACT_RATIONAL_PASS,59,6.103515625e-05,True,True,6.173404735659959e-06,11.0,0.0,exact_w12_0000_0500,
12,122,EXACT_RATIONAL_PASS,80,3.814697265625e-05,True,True,4.995125870309556e-06,78.0,0.0,exact_w12_0000_0500,
12,123,EXACT_RATIONAL_PASS,83,0.0001220703125,True,True,1.736586333639969e-05,77.0,0.0,exact_w12_0000_0500,
12,124,EXACT_RATIONAL_PASS,85,6.103515625e-05,True,True,9.997471736050068e-06,79.0,0.0,exact_w12_0000_0500,
12,125,EXACT_RATIONAL_PASS,77,9.1552734375e-05,True,True,4.3148249272381295e-05,73.0,0.0,exact_w12_0000_0500,
12,126,EXACT_RATIONAL_PASS,81,0.0001220703125,True,True,3.502027664762694e-05,74.0,0.0,exact_w12_0000_0500,
12,127,EXACT_RATIONAL_PASS,82,0.0001068115234375,True,True,1.830807815663626e-05,76.0,0.0,exact_w12_0000_0500,
12,128,EXACT_RATIONAL_PASS,83,9.1552734375e-05,True,True,4.376663470645337e-05,78.0,0.0,exact_w12_0000_0500,
12,129,EXACT_RATIONAL_PASS,84,9.918212890625e-05,True,True,6.222457199886926e-05,74.0,0.0,exact_w12_0000_0500,
12,130,EXACT_RATIONAL_PASS,85,9.1552734375e-05,True,True,3.691175134686693e-05,78.0,0.0,exact_w12_0000_0500,
12,131,EXACT_RATIONAL_PASS,86,7.62939453125e-05,True,True,3.827064772949768e-05,78.0,0.0,exact_w12_0000_0500,
12,132,EXACT_RATIONAL_PASS,84,9.918212890625e-05,True,True,1.582912215188739e-05,78.0,0.0,exact_w12_0000_0500,
12,133,EXACT_RATIONAL_PASS,86,0.00018310546875,True,True,3.790011783698217e-05,78.0,0.0,exact_w12_0000_0500,
12,134,EXACT_RATIONAL_PASS,84,0.0001220703125,True,True,9.90081375016362e-06,75.0,0.0,exact_w12_0000_0500,
12,135,EXACT_RATIONAL_PASS,80,7.62939453125e-05,True,True,7.167584231172417e-06,76.0,0.0,exact_w12_0000_0500,
12,136,EXACT_RATIONAL_PASS,82,7.62939453125e-05,True,True,1.5960722606135318e-05,79.0,0.0,exact_w12_0000_0500,
12,137,EXACT_RATIONAL_PASS,81,7.62939453125e-05,True,True,1.2195772513616454e-05,74.0,0.0,exact_w12_0000_0500,
12,138,EXACT_RATIONAL_PASS,79,0.0001220703125,True,True,1.1149273019703194e-05,69.0,0.0,exact_w12_0000_0500,
12,139,EXACT_RATIONAL_PASS,82,0.0001220703125,True,True,2.5768337833837817e-05,72.0,0.0,exact_w12_0000_0500,
12,140,EXACT_RATIONAL_PASS,83,9.1552734375e-05,True,True,2.5261880047298115e-05,71.0,0.0,exact_w12_0000_0500,
12,141,EXACT_RATIONAL_PASS,84,9.5367431640625e-05,True,True,1.1771535478400077e-05,77.0,0.0,exact_w12_0000_0500,
12,142,EXACT_RATIONAL_PASS,85,0.0001220703125,True,True,3.304355409273919e-05,70.0,0.0,exact_w12_0000_0500,
12,143,EXACT_RATIONAL_PASS,81,9.1552734375e-05,True,True,1.838531490697703e-05,76.0,0.0,exact_w12_0000_0500,
12,144,EXACT_RATIONAL_PASS,86,0.000152587890625,True,True,8.673875827277005e-05,69.0,0.0,exact_w12_0000_0500,
12,145,EXACT_RATIONAL_PASS,86,0.0001182556152343,True,True,5.482009980717798e-05,75.0,0.0,exact_w12_0000_0500,
12,146,EXACT_RATIONAL_PASS,82,0.0001220703125,True,True,2.575465205814646e-05,72.0,0.0,exact_w12_0000_0500,
12,147,EXACT_RATIONAL_PASS,84,9.1552734375e-05,True,True,6.806634660940663e-05,76.0,0.0,exact_w12_0000_0500,
12,148,EXACT_RATIONAL_PASS,84,0.0001220703125,True,True,2.030337649143088e-05,78.0,0.0,exact_w12_0000_0500,
12,149,EXACT_RATIONAL_PASS,83,9.1552734375e-05,True,True,3.4958986592973726e-05,77.0,0.0,exact_w12_0000_0500,
12,150,EXACT_RATIONAL_PASS,84,9.1552734375e-05,True,True,3.0359391237992563e-05,80.0,0.0,exact_w12_0000_0500,
12,151,EXACT_RATIONAL_PASS,82,0.0001220703125,True,True,3.9556234012788665e-05,76.0,0.0,exact_w12_0000_0500,
12,152,EXACT_RATIONAL_PASS,83,9.1552734375e-05,True,True,8.110586767122636e-06,76.0,0.0,exact_w12_0000_0500,
12,153,EXACT_RATIONAL_PASS,79,0.0001220703125,True,True,9.123189629607527e-06,73.0,0.0,exact_w12_0000_0500,
12,154,EXACT_RATIONAL_PASS,86,9.1552734375e-05,True,True,2.953506739375416e-05,80.0,0.0,exact_w12_0000_0500,
12,155,EXACT_RATIONAL_PASS,80,9.1552734375e-05,True,True,1.7000091278312277e-05,74.0,0.0,exact_w12_0000_0500,
12,156,EXACT_RATIONAL_PASS,83,0.000152587890625,True,True,1.2592070013176362e-05,73.0,0.0,exact_w12_0000_0500,
12,157,EXACT_RATIONAL_PASS,87,9.1552734375e-05,True,True,2.4584192711075017e-05,76.0,0.0,exact_w12_0000_0500,
12,158,EXACT_RATIONAL_PASS,82,7.62939453125e-05,True,True,2.616205892579186e-05,72.0,0.0,exact_w12_0000_0500,
12,159,EXACT_RATIONAL_PASS,78,9.1552734375e-05,True,True,9.8294716475315e-06,74.0,0.0,exact_w12_0000_0500,
12,160,EXACT_RATIONAL_PASS,86,0.0001220703125,True,True,1.4270429221993757e-05,80.0,0.0,exact_w12_0000_0500,
12,161,EXACT_RATIONAL_PASS,82,9.1552734375e-05,True,True,1.8780347260860983e-05,73.0,0.0,exact_w12_0000_0500,
12,162,EXACT_RATIONAL_PASS,81,0.00018310546875,True,True,1.1862284308545594e-05,76.0,0.0,exact_w12_0000_0500,
12,163,EXACT_RATIONAL_PASS,86,9.1552734375e-05,True,True,2.4605583754804924e-05,80.0,0.0,exact_w12_0000_0500,
12,164,EXACT_RATIONAL_PASS,82,0.0001087188720703,True,True,1.3384878356990512e-05,72.0,0.0,exact_w12_0000_0500,
12,165,EXACT_RATIONAL_PASS,86,0.00018310546875,True,True,2.072917116421052e-05,75.0,0.0,exact_w12_0000_0500,
12,166,EXACT_RATIONAL_PASS,85,7.62939453125e-05,True,True,2.6895160054789283e-05,80.0,0.0,exact_w12_0000_0500,
12,167,EXACT_RATIONAL_PASS,82,0.00018310546875,True,True,2.2863992021502905e-05,75.0,0.0,exact_w12_0000_0500,
12,168,EXACT_RATIONAL_PASS,85,6.103515625e-05,True,True,2.077333776588109e-05,74.0,0.0,exact_w12_0000_0500,
12,169,EXACT_RATIONAL_PASS,79,9.1552734375e-05,True,True,2.760041174443502e-05,73.0,0.0,exact_w12_0000_0500,
12,170,EXACT_RATIONAL_PASS,85,0.000152587890625,True,True,2.645149603988407e-05,79.0,0.0,exact_w12_0000_0500,
12,171,EXACT_RATIONAL_PASS,84,0.00018310546875,True,True,2.7292694089261515e-05,75.0,0.0,exact_w12_0000_0500,
12,172,EXACT_RATIONAL_PASS,80,0.0001220703125,True,True,1.2216691575451257e-05,78.0,0.0,exact_w12_0000_0500,
12,173,EXACT_RATIONAL_PASS,81,6.103515625e-05,True,True,2.5374186304081176e-05,69.0,0.0,exact_w12_0000_0500,
12,174,EXACT_RATIONAL_PASS,83,0.000244140625,True,True,2.8450625279020097e-05,77.0,0.0,exact_w12_0000_0500,
12,175,EXACT_RATIONAL_PASS,85,0.00018310546875,True,True,2.0701857864213487e-05,78.0,0.0,exact_w12_0000_0500,
12,176,EXACT_RATIONAL_PASS,81,0.0001220703125,True,True,1.3887735944780383e-05,72.0,0.0,exact_w12_0000_0500,
12,177,EXACT_RATIONAL_PASS,83,0.0001373291015625,True,True,3.942824538335575e-05,73.0,0.0,exact_w12_0000_0500,
12,178,EXACT_RATIONAL_PASS,87,9.1552734375e-05,True,True,4.291575602726381e-05,73.0,0.0,exact_w12_0000_0500,
12,179,EXACT_RATIONAL_PASS,84,9.1552734375e-05,True,True,3.2459629230526525e-05,73.0,0.0,exact_w12_0000_0500,
12,180,EXACT_RATIONAL_PASS,86,9.1552734375e-05,True,True,1.0592756735625723e-05,76.0,0.0,exact_w12_0000_0500,
12,181,EXACT_RATIONAL_PASS,77,0.0001130104064941,True,True,2.453321346406793e-05,73.0,0.0,exact_w12_0000_0500,
12,182,EXACT_RATIONAL_PASS,83,6.103515625e-05,True,True,1.472853472449123e-05,72.0,0.0,exact_w12_0000_0500,
12,183,EXACT_RATIONAL_PASS,80,0.0001068115234375,True,True,3.280770994812041e-05,71.0,0.0,exact_w12_0000_0500,
12,184,EXACT_RATIONAL_PASS,82,7.62939453125e-05,True,True,1.6780346882997348e-05,73.0,0.0,exact_w12_0000_0500,
12,185,EXACT_RATIONAL_PASS,83,9.1552734375e-05,True,True,3.505504701709739e-05,76.0,0.0,exact_w12_0000_0500,
12,186,EXACT_RATIONAL_PASS,84,0.0001020431518554,True,True,3.236986901508416e-05,80.0,0.0,exact_w12_0000_0500,
12,187,EXACT_RATIONAL_PASS,87,0.0001220703125,True,True,2.672833948218166e-05,82.0,0.0,exact_w12_0000_0500,
12,188,EXACT_RATIONAL_PASS,84,6.103515625e-05,True,True,1.708851482610977e-05,74.0,0.0,exact_w12_0000_0500,
12,189,EXACT_RATIONAL_PASS,84,0.0001373291015625,True,True,1.2772041819176955e-05,76.0,0.0,exact_w12_0000_0500,
12,190,EXACT_RATIONAL_PASS,83,9.1552734375e-05,True,True,2.4466492461026147e-05,76.0,0.0,exact_w12_0000_0500,
12,191,EXACT_RATIONAL_PASS,85,0.0001678466796875,True,True,1.2492597387279431e-05,76.0,0.0,exact_w12_0000_0500,
12,192,EXACT_RATIONAL_PASS,85,9.1552734375e-05,True,True,2.4584020078987613e-05,75.0,0.0,exact_w12_0000_0500,
12,193,EXACT_RATIONAL_PASS,86,9.1552734375e-05,True,True,9.318423765355708e-06,75.0,0.0,exact_w12_0000_0500,
12,194,EXACT_RATIONAL_PASS,78,0.0001068115234375,True,True,1.16520015761115e-05,73.0,0.0,exact_w12_0000_0500,
12,195,EXACT_RATIONAL_PASS,83,7.2479248046875e-05,True,True,1.6869246567151567e-05,77.0,0.0,exact_w12_0000_0500,
12,196,EXACT_RATIONAL_PASS,82,6.103515625e-05,True,True,2.6717696027472164e-05,76.0,0.0,exact_w12_0000_0500,
12,197,EXACT_RATIONAL_PASS,88,0.000152587890625,True,True,6.094104366992988e-05,80.0,0.0,exact_w12_0000_0500,
12,198,EXACT_RATIONAL_PASS,81,7.62939453125e-05,True,True,3.945032924390848e-05,75.0,0.0,exact_w12_0000_0500,
12,199,EXACT_RATIONAL_PASS,82,9.1552734375e-05,True,True,3.689067701530678e-05,71.0,0.0,exact_w12_0000_0500,
12,200,EXACT_RATIONAL_PASS,81,0.000152587890625,True,True,2.633807171666181e-05,70.0,0.0,exact_w12_0000_0500,
12,201,EXACT_RATIONAL_PASS,83,0.0001220703125,True,True,2.2426466346052603e-05,75.0,0.0,exact_w12_0000_0500,
12,202,EXACT_RATIONAL_PASS,81,0.0001029968261718,True,True,3.5380939438841765e-05,75.0,0.0,exact_w12_0000_0500,
12,203,EXACT_RATIONAL_PASS,81,8.392333984375e-05,True,True,8.505180735630938e-06,76.0,0.0,exact_w12_0000_0500,
12,204,EXACT_RATIONAL_PASS,85,0.0001068115234375,True,True,3.654465120018089e-05,78.0,0.0,exact_w12_0000_0500,
