shell,profile_id,first_size,second_size,rest_size,scale_max_abs_gap_coeff,nnls_linf_residual,nnls_l2_residual,nnls_reported_resnorm,nnls_nonzero_coefficients,max_scaled_coefficient,status
16,139,2,7,15,16511297126400.0,1.1657341758564144e-15,2.812294655121208e-15,6.091636997033133e-16,124,1.733916024743241,PASS_NUMERICAL
16,140,2,7,15,23115815976960.0,8.881784197001252e-16,2.263609809930097e-15,2.454735959334301e-16,126,1.0206051550526158,PASS_NUMERICAL
16,141,2,8,14,14089640214528.0,1.5543122344752194e-15,3.1283610965063453e-15,1.5125745305395246e-16,120,1.941308756237964,PASS_NUMERICAL
16,142,2,8,14,13209037701120.0,3.1086244689504387e-15,5.474444088515091e-15,1.1389633136344333e-15,124,2.4276644453137086,PASS_NUMERICAL
16,143,2,8,14,12988887072768.0,9.992007221626409e-16,3.3073474705660937e-15,9.79166748896579e-16,127,2.2565278599747653,PASS_NUMERICAL
16,144,2,8,14,14089640214528.0,1.3322676295501878e-15,3.7443969086743575e-15,1.3434020821204742e-16,112,2.142998086844719,PASS_NUMERICAL
16,145,2,8,14,13209037701120.0,1.4363510381087965e-15,3.448302403601304e-15,5.902343573430908e-16,118,2.2200318266743286,PASS_NUMERICAL
16,146,2,8,14,24656870375424.0,8.881784197001252e-16,1.8058640171191768e-15,1.9081425089434794e-16,119,1.09815297837027,PASS_NUMERICAL
16,147,2,8,14,13209037701120.0,1.6653345369377348e-15,4.400913645546598e-15,4.0272621093863816e-16,128,2.105535460656227,PASS_NUMERICAL
16,148,2,8,14,13098962386944.0,1.4432899320127037e-15,3.5906094757740306e-15,3.846217399231532e-16,117,2.458890608183883,PASS_NUMERICAL
16,149,2,9,13,18492652781568.0,9.992007221626409e-16,2.8529563407039838e-15,2.1256763704070758e-16,130,1.93939601724128,PASS_NUMERICAL
16,150,2,9,13,14089640214528.0,1.4710455076283324e-15,4.272967816154626e-15,3.3529726376313956e-16,126,2.136485053372586,PASS_NUMERICAL
16,151,2,9,13,13649338957824.0,1.5543122344752194e-15,3.8841134572156706e-15,2.2700588180061467e-16,120,2.2768122334267487,PASS_NUMERICAL
16,152,2,9,13,13429188329472.0,1.2212453270876722e-15,3.606425896235365e-15,3.368448280062026e-16,119,2.33462882741735,PASS_NUMERICAL
16,153,2,9,13,15850845241344.0,1.6237011735142914e-15,3.6295737391076126e-15,4.268928817658624e-16,110,2.0982565345370467,PASS_NUMERICAL
16,154,2,9,13,12768736444416.0,3.2161773244610004e-15,5.1758295366231046e-15,6.178370665153705e-16,126,2.294336294798575,PASS_NUMERICAL
16,155,2,9,13,12328435187712.0,3.4416913763379853e-15,6.8363805745455546e-15,7.791603121822577e-16,128,2.396096443324172,PASS_NUMERICAL
16,156,2,9,13,13759414272000.0,2.4424906541753444e-15,5.973009860961442e-15,7.708267902662399e-16,115,2.10139027430034,PASS_NUMERICAL
16,157,2,10,12,26418075402240.0,1.1102230246251563e-15,2.522752237657424e-15,3.6102059166553533e-16,126,1.2577510127314822,PASS_NUMERICAL
16,158,2,10,12,14970242727936.0,1.887379141862766e-15,5.138336956038202e-15,4.500318427468549e-16,121,1.9652579753559567,PASS_NUMERICAL
16,159,2,10,12,13649338957824.0,1.304512053934559e-15,4.281499434105061e-15,3.320932517990094e-16,124,1.9003183999693367,PASS_NUMERICAL
16,160,2,10,12,12328435187712.0,3.552713678800501e-15,5.684089936370788e-15,1.99594596538788e-16,121,2.3833592721665484,PASS_NUMERICAL
16,161,2,10,12,12328435187712.0,2.858824288409778e-15,5.596494842986532e-15,4.246280764936963e-16,121,2.486417825137333,PASS_NUMERICAL
16,162,2,10,12,12768736444416.0,2.664535259100376e-15,5.94358426798772e-15,4.3799965343195404e-16,120,2.0408434726310776,PASS_NUMERICAL
16,163,2,10,12,13209037701120.0,2.05391259555654e-15,3.913905747862166e-15,3.094572997138862e-16,134,2.224071339539065,PASS_NUMERICAL
16,164,2,10,12,10567230160896.0,3.275157922644212e-15,6.870143091890215e-15,8.729451051875136e-16,122,2.5509795011068346,PASS_NUMERICAL
16,165,2,10,12,13539263643648.0,2.3314683517128287e-15,5.325561219117101e-15,2.2113050559592344e-16,132,1.8585967270992003,PASS_NUMERICAL
16,166,2,10,12,13209037701120.0,1.8041124150158798e-15,4.32349523377346e-15,2.5166426866917563e-16,127,2.232404672872402,PASS_NUMERICAL
16,167,2,10,12,12548585816064.0,2.3314683517128287e-15,5.346556312082945e-15,1.09883792704809e-15,121,2.308350001614884,PASS_NUMERICAL
16,168,2,11,11,17612050268160.0,1.7763568394002505e-15,3.456979059229958e-15,2.4985252326062013e-16,123,2.1489026591081406,PASS_NUMERICAL
16,169,2,11,11,12768736444416.0,4.551914400963142e-15,6.854771334441908e-15,6.37012118457472e-16,126,2.5156376951824444,PASS_NUMERICAL
16,170,2,11,11,12548585816064.0,1.4710455076283324e-15,3.4793217678301367e-15,6.17902928302989e-16,121,2.599636328875988,PASS_NUMERICAL
16,171,2,11,11,13209037701120.0,2.664535259100376e-15,4.714892533023239e-15,6.128866804090612e-16,128,2.5250575283113648,PASS_NUMERICAL
16,172,2,11,11,11888133931008.0,2.0816681711721685e-15,5.0119583046630016e-15,7.998073928157151e-16,119,2.7045278308847265,PASS_NUMERICAL
16,173,2,11,11,12658661130240.0,1.1934897514720433e-15,3.194047797132317e-15,2.413801504481542e-16,137,2.6107831507220927,PASS_NUMERICAL
16,174,2,11,11,12768736444416.0,2.220446049250313e-15,4.416213639485847e-15,2.0830207237186308e-16,118,2.580467984641785,PASS_NUMERICAL
16,175,2,11,11,12108284559360.0,9.71445146547012e-16,3.1691542320741507e-15,2.999515744185497e-16,128,2.6259606252022127,PASS_NUMERICAL
16,176,2,11,11,17612050268160.0,1.3322676295501878e-15,2.8042851867902217e-15,5.502829283302496e-16,124,2.149179515210637,PASS_NUMERICAL
16,177,2,11,11,12768736444416.0,3.1641356201816957e-15,6.8510221168181606e-15,5.628357411788002e-16,129,2.51557708891358,PASS_NUMERICAL
16,178,2,11,11,24216569118720.0,8.881784197001252e-16,2.2888646803032884e-15,8.73293874375964e-17,118,1.317619854252577,PASS_NUMERICAL
16,179,2,12,10,12328435187712.0,4.440892098500626e-15,8.21663262332533e-15,1.2561579897282972e-15,122,2.6490369901084696,PASS_NUMERICAL
16,180,2,12,10,12768736444416.0,2.4355517602714368e-15,4.354179753080296e-15,3.3262568881098544e-16,123,2.0217920252997708,PASS_NUMERICAL
16,181,2,12,10,12548585816064.0,1.887379141862766e-15,4.243777039886305e-15,3.6717490100087163e-16,126,2.3177501031917327,PASS_NUMERICAL
16,182,2,12,10,13209037701120.0,2.511879593214417e-15,5.476673005221631e-15,1.2166575885280017e-15,125,2.156290530272124,PASS_NUMERICAL
16,183,2,12,10,13539263643648.0,3.1086244689504387e-15,6.489922574882861e-15,2.4264119303695234e-16,132,1.858596727099204,PASS_NUMERICAL
