shell,profile_id,first_size,second_size,rest_size,linf_residual,l2_residual,resnorm,nonzero_coefficients,max_scaled_coefficient,status
12,161,2,10,12,9.992007221626409e-16,2.2077715733402348e-15,8.224195770097715e-17,73,1.5794685424624801,PASS_NUMERICAL
12,162,2,10,12,1.9984014443252818e-15,3.950625814985804e-15,1.344067836120022e-16,75,2.0056748491785514,PASS_NUMERICAL
12,163,2,10,12,1.1379786002407855e-15,2.668744463090703e-15,2.3595733068848356e-16,80,1.8642565610883548,PASS_NUMERICAL
12,164,2,10,12,8.881784197001252e-16,2.2030256100664464e-15,3.620234485136941e-16,68,1.763405071200987,PASS_NUMERICAL
12,165,2,10,12,1.8041124150158794e-15,3.671580462478457e-15,3.1354571827277817e-16,75,1.8701489512315508,PASS_NUMERICAL
12,166,2,10,12,1.2212453270876722e-15,1.955092720246296e-15,1.9180224792603835e-16,71,1.599091920510632,PASS_NUMERICAL
12,167,2,10,12,1.4432899320127035e-15,2.7888061905095217e-15,2.839523614929013e-16,75,2.0145156011641427,PASS_NUMERICAL
12,168,2,11,11,6.661338147750939e-16,1.804659182290075e-15,3.65870822133429e-16,72,1.9912289410122301,PASS_NUMERICAL
12,169,2,11,11,1.0547118733938987e-15,3.1140154689954654e-15,2.0842925210945208e-16,74,2.1780076505637807,PASS_NUMERICAL
12,170,2,11,11,2.7200464103316335e-15,3.774779304081104e-15,3.287994496037412e-16,78,2.124986862418608,PASS_NUMERICAL
12,171,2,11,11,1.887379141862766e-15,3.0012658427403867e-15,2.914063928678993e-16,75,2.3929381031758905,PASS_NUMERICAL
12,172,2,11,11,1.887379141862766e-15,3.4526914837008777e-15,5.861360237084566e-17,78,2.097739114753027,PASS_NUMERICAL
12,173,2,11,11,1.6653345369377348e-15,3.202346528988825e-15,3.0618198001467204e-16,74,2.407653907119075,PASS_NUMERICAL
12,174,2,11,11,1.4432899320127035e-15,2.4958641968514233e-15,3.9439699985201226e-16,77,2.4447835950320163,PASS_NUMERICAL
12,175,2,11,11,2.831068712794149e-15,4.3344562272677634e-15,1.546740410961639e-16,78,2.1753848216835756,PASS_NUMERICAL
12,176,2,11,11,1.4432899320127035e-15,2.575239714315721e-15,1.6901861379447488e-16,72,1.9912289410122277,PASS_NUMERICAL
12,177,2,11,11,2.220446049250313e-15,3.902475780398219e-15,5.578559623127605e-16,73,2.1697238142672925,PASS_NUMERICAL
12,178,2,11,11,2.220446049250313e-15,3.64828474435744e-15,4.635242998695154e-16,73,2.349724136785308,PASS_NUMERICAL
12,179,2,12,10,1.3322676295501878e-15,2.3413829775615734e-15,2.1266880050265103e-16,73,1.5794709388435633,PASS_NUMERICAL
12,180,2,12,10,1.1102230246251565e-15,2.4056859166202148e-15,3.2265012380964144e-16,74,2.005663397445963,PASS_NUMERICAL
12,181,2,12,10,1.27675647831893e-15,2.864020923958172e-15,1.0176709825211168e-16,75,1.8419273442012325,PASS_NUMERICAL
12,182,2,12,10,8.881784197001252e-16,2.1205945071293127e-15,2.123002862230292e-16,72,1.5990919205106295,PASS_NUMERICAL
12,183,2,12,10,1.1657341758564144e-15,2.6132556760814078e-15,4.185053131207117e-16,71,1.8703537925729787,PASS_NUMERICAL
12,184,2,12,10,1.1102230246251565e-15,2.1858377095524122e-15,2.1659924481539299e-16,73,1.8185655835067256,PASS_NUMERICAL
12,185,2,12,10,9.992007221626409e-16,2.119544247358272e-15,5.773654172046771e-16,76,1.7309151106262044,PASS_NUMERICAL
12,186,2,12,10,6.106226635438361e-16,1.9527206880301206e-15,2.3785325261677086e-16,74,1.6752486952374837,PASS_NUMERICAL
12,187,2,12,10,9.332812300755222e-16,2.5582734243948394e-15,2.7621232680085514e-16,82,1.8644527677742133,PASS_NUMERICAL
12,188,2,12,10,8.881784197001252e-16,1.4151402413226047e-15,2.258663153499333e-16,68,0.8347627351053762,PASS_NUMERICAL
12,189,2,12,10,1.3322676295501878e-15,2.6089440439270733e-15,1.6981778458814257e-16,74,1.6160394488048175,PASS_NUMERICAL
12,190,2,13,9,9.159339953157541e-16,2.4208648403383436e-15,2.249019231064239e-16,76,1.9331513367903939,PASS_NUMERICAL
12,191,2,13,9,1.1102230246251565e-15,2.7886091316993684e-15,2.3945845745423693e-16,76,2.0004415751529994,PASS_NUMERICAL
12,192,2,13,9,1.5543122344752192e-15,3.3226770996182027e-15,3.279941896043844e-16,75,2.015162487403249,PASS_NUMERICAL
12,193,2,13,9,1.304512053934559e-15,2.989566051231951e-15,1.511520143121724e-16,75,2.0480707945631216,PASS_NUMERICAL
12,194,2,13,9,1.27675647831893e-15,2.7521919587556156e-15,1.5373688173871726e-16,73,2.055049991724943,PASS_NUMERICAL
12,195,2,13,9,1.7763568394002505e-15,3.553235383451984e-15,1.8333289850428327e-16,79,2.060687546617272,PASS_NUMERICAL
12,196,2,13,9,8.881784197001252e-16,2.1274958644289545e-15,3.1070802066373187e-16,75,1.6120217813798876,PASS_NUMERICAL
12,197,2,13,9,1.7763568394002505e-15,3.877585958060736e-15,4.2821990165057923e-16,76,1.326816116445104,PASS_NUMERICAL
12,198,2,14,8,1.033895191682177e-15,2.1166238650623068e-15,3.8246836413699897e-16,75,1.8313898202763346,PASS_NUMERICAL
12,199,2,14,8,9.43689570931383e-16,2.265900420618397e-15,3.476244691902302e-16,71,1.5334218516056322,PASS_NUMERICAL
12,200,2,14,8,1.3322676295501878e-15,2.796084697022686e-15,2.998389041528295e-16,70,1.8019014308533678,PASS_NUMERICAL
12,201,2,14,8,1.1102230246251565e-15,2.5663574058867193e-15,3.104308286426535e-16,75,1.6420001458569815,PASS_NUMERICAL
12,202,2,14,8,9.43689570931383e-16,2.0535677998686952e-15,3.7725222861618795e-16,75,1.9499293523153522,PASS_NUMERICAL
12,203,2,14,8,1.3322676295501878e-15,2.403153944717797e-15,9.013119298078509e-17,76,1.5874727234713168,PASS_NUMERICAL
12,204,2,14,8,9.159339953157541e-16,2.166340558213433e-15,2.8864753623546373e-16,78,1.9102700285974146,PASS_NUMERICAL
12,205,2,14,8,4.718447854656915e-16,1.3362092546671094e-15,1.575435088264738e-16,71,0.8008632330246922,PASS_NUMERICAL
12,206,2,15,7,7.771561172376096e-16,1.5105428513071165e-15,2.1138095109554332e-16,75,1.8894654528835426,PASS_NUMERICAL
