shell,start,initial_ratio,final_ratio,final_cv,monotone_non_decreasing,last_step_hilbert,max_ratio_seen
12,45,4.688642511082135e-05,1.0,0.0,True,0.0,1.0000000000000027
12,46,7.24892635586875e-15,1.0000000000000027,1.0134903240813527e-16,True,0.0,1.0000000000000027
12,47,0.4315960773287663,1.0,0.0,True,0.0,1.0000000000000027
12,48,2.6383497094658277e-05,1.0,0.0,True,0.0,1.0000000000000018
12,49,2.284394141899928e-13,1.0,0.0,True,0.0,1.0000000000000027
12,50,0.34842051630434867,1.0,0.0,True,0.0,1.0000000000000027
12,51,0.00020254979284121532,1.0,0.0,True,0.0,1.0000000000000027
12,52,6.6204518954232916e-09,1.0,0.0,True,0.0,1.0000000000000027
12,53,0.3811442484472051,1.0,0.0,True,0.0,1.0000000000000027
12,54,0.0030629094862585807,1.0,0.0,True,0.0,1.0000000000000036
12,55,1.1182854570928508e-05,1.0,0.0,True,0.0,1.0000000000000027
12,56,0.4894137293493182,1.0,0.0,True,0.0,1.0000000000000027
12,57,0.03459047209759019,1.0,0.0,True,0.0,1.0000000000000027
12,58,0.010353769123202612,1.0,0.0,True,0.0,1.0000000000000027
12,59,0.9073836934316903,1.0,0.0,True,0.0,1.0000000000000027
12,60,0.70815842729726,1.0,0.0,True,0.0,1.0000000000000027
12,61,0.6518992522436391,1.0,0.0,True,0.0,1.0000000000000027
16,0,1.0,1.0,0.0,True,0.0,1.0
16,1,0.4558094584967216,1.0,0.0,True,0.0,1.0000000000000027
16,2,0.5453982916802605,1.0,0.0,True,0.0,1.0000000000000027
16,3,0.5191457915501848,1.0,0.0,True,0.0,1.0000000000000027
16,4,0.4592232071679587,1.0,0.0,True,0.0,1.0000000000000018
16,5,0.5061869704910553,1.0,0.0,True,0.0,1.0000000000000018
16,6,0.33408044561559413,1.0,0.0,True,0.0,1.0000000000000027
16,7,0.5520002955087229,1.0,0.0,True,0.0,1.0000000000000018
16,8,0.42768941349363704,1.0,0.0,True,0.0,1.0000000000000027
16,9,0.004647456476777765,1.0,0.0,True,0.0,1.0000000000000018
16,10,0.15216168128321025,1.0,0.0,True,0.0,1.0000000000000018
16,11,0.020825246816769977,1.0,0.0,True,0.0,1.0000000000000027
16,12,0.164214077323355,1.0,0.0,True,0.0,1.0000000000000027
16,13,0.11927977266489392,1.0,0.0,True,0.0,1.0000000000000027
16,14,0.11361436260266629,1.0,0.0,True,0.0,1.0000000000000027
16,15,0.08741235377418285,1.0,0.0,True,0.0,1.0000000000000027
16,16,0.00125668020079543,1.0,0.0,True,0.0,1.0000000000000027
16,17,1.1139027807666813e-08,1.0,0.0,True,0.0,1.0000000000000027
16,18,1.5865137095558515e-11,1.0,0.0,True,0.0,1.0000000000000018
16,19,0.0004073089988200724,1.0,0.0,True,0.0,1.0000000000000027
16,20,0.006852937390327908,1.0,0.0,True,0.0,1.0000000000000018
16,21,0.0023030736863080153,1.0,0.0,True,0.0,1.0000000000000027
16,22,3.155241094273201e-06,1.0,0.0,True,0.0,1.0000000000000027
16,23,8.532538582331813e-05,1.0,0.0,True,0.0,1.0000000000000027
16,24,0.00017415717098498906,1.0,0.0,True,0.0,1.0000000000000018
16,25,1.2341650088221012e-14,1.0,0.0,True,0.0,1.0000000000000009
16,26,4.3252679801640126e-15,1.0,0.0,True,0.0,1.0000000000000027
16,27,1.658063354968048e-12,1.0,0.0,True,0.0,1.0000000000000027
16,28,1.163106341813193e-12,1.0,0.0,True,0.0,1.0000000000000027
16,29,6.269211169990921e-08,1.0,0.0,True,0.0,1.0000000000000018
16,30,3.7021915721778e-10,1.0,0.0,True,0.0,1.0000000000000018
16,31,6.213014569846564e-08,1.0,0.0,True,0.0,1.0000000000000018
16,32,3.361342366431098e-13,1.0,0.0,True,0.0,1.0000000000000027
16,33,1.68221532761769e-20,1.0,0.0,True,0.0,1.0000000000000027
16,34,2.674462343557883e-17,1.0,0.0,True,0.0,1.0000000000000036
16,35,1.3879230973969217e-13,1.0,0.0,True,0.0,1.0000000000000027
16,36,1.050001510481476e-44,1.0,0.0,True,0.0,1.0000000000000027
16,37,1.0022404634026084e-39,1.0,0.0,True,0.0,1.0000000000000027
16,38,8.078070435800551e-29,1.0,0.0,True,0.0,1.0000000000000018
16,39,3.9206143014894215e-35,1.0,0.0,True,0.0,1.0000000000000036
16,40,6.208915097166733e-33,1.0,0.0,True,0.0,1.0000000000000036
16,41,0.6495739052149083,1.0,0.0,True,0.0,1.0000000000000027
16,42,1.4707778548970591e-05,1.0,0.0,True,0.0,1.0000000000000018
16,43,7.240739006116001e-20,1.0,0.0,True,0.0,1.0000000000000027
16,44,0.464412790724639,1.0,0.0,True,0.0,1.0000000000000018
16,45,8.996422606811968e-07,1.0,0.0,True,0.0,1.0000000000000018
16,46,1.872925100836201e-20,1.0,0.0,True,0.0,1.0000000000000027
16,47,0.29472032907352236,1.0,0.0,True,0.0,1.0000000000000027
16,48,2.4633493284394017e-07,1.0,0.0,True,0.0,1.0000000000000027
16,49,2.936392872473115e-19,1.0,0.0,True,0.0,1.0000000000000036
16,50,0.20973320158102804,1.0,0.0,True,0.0,1.0000000000000018
16,51,1.8554668676158764e-06,1.0,0.0,True,0.0,1.0000000000000018
16,52,1.2068008227357014e-14,1.0,0.0,True,0.0,1.0000000000000027
16,53,0.23375370118577085,1.0,0.0,True,0.0,1.0000000000000027
16,54,6.252485951956026e-05,1.0,0.0,True,0.0,1.0000000000000027
16,55,3.6619723731818254e-09,1.0,0.0,True,0.0,1.0000000000000018
16,56,0.33543522539765225,1.0,0.0,True,0.0,1.0000000000000027
16,57,0.002848676218035182,1.0,0.0,True,0.0,1.0000000000000018
16,58,1.4626120920524038e-05,1.0,0.0,True,0.0,1.0000000000000027
16,59,0.8594389197123834,1.0,0.0,True,0.0,1.0000000000000027
16,60,0.5602952951482213,1.0,0.0,True,0.0,1.0000000000000009
16,61,0.4778934264558618,1.0,0.0,True,0.0,1.0000000000000027
