shell_weight,start_index,iterations,final_ratio,final_cv,final_min_x,boundary_attractor_flag
12,79,52,0.9999999999999984,4.2734789405789446e-11,0.9999999999129139,False
12,80,54,0.9999999999999994,3.999455344784827e-11,0.9999999999432587,False
12,81,53,0.9999999999999989,4.1023338134753976e-11,0.9999999999299121,False
12,82,52,1.0000000000000007,5.2504241600839865e-11,0.9999999999044222,False
12,83,53,1.0000000000000004,3.6327176563288526e-11,0.999999999939738,False
12,84,52,0.9999999999999988,3.9776130912249934e-11,0.999999999896328,False
12,85,52,0.9999999999999997,4.714803219673737e-11,0.999999999915815,False
12,86,52,0.9999999999999993,4.4566304456579e-11,0.999999999930992,False
12,87,52,1.0000000000000009,4.7547365369673456e-11,0.9999999998882108,False
12,88,52,1.0,5.227485006421221e-11,0.9999999999062019,False
12,89,53,1.0000000000000002,4.540132623348021e-11,0.9999999999088218,False
12,90,53,0.9999999999999986,3.713984697403335e-11,0.9999999999122948,False
12,91,52,0.9999999999999991,5.273916219781278e-11,0.9999999998874616,False
12,92,52,0.9999999999999986,5.45994997487627e-11,0.9999999998318054,False
12,93,52,1.0,3.644365495355755e-11,0.9999999999439386,False
12,94,52,1.0000000000000007,3.8111557306924363e-11,0.9999999999085425,False
12,95,52,0.9999999999999989,5.2391727409473733e-11,0.9999999998944878,False
12,96,54,1.0000000000000007,4.217566855735831e-11,0.9999999999420508,False
12,97,36,0.024844720496894422,0.9999999999362875,3.2399623511017605e-11,True
12,98,54,0.9999999999999997,4.6876574728276905e-11,0.9999999999090083,False
12,99,53,1.0000000000000002,4.389544416284474e-11,0.9999999998839664,False
12,100,56,0.9999999999999993,3.874670327965929e-11,0.9999999999371035,False
12,101,57,0.9999999999999997,4.799119573980211e-11,0.9999999999394481,False
12,102,52,1.0000000000000002,5.1976234711671724e-11,0.9999999999065877,False
12,103,53,0.9999999999999989,3.6135182495042156e-11,0.999999999908927,False
12,104,53,1.0000000000000002,4.182166343799562e-11,0.9999999998628826,False
12,105,53,1.0,4.812098697785669e-11,0.9999999999253333,False
12,106,54,1.0,3.638981858383877e-11,0.9999999999234903,False
12,107,55,0.9999999999999994,3.9164725403123916e-11,0.9999999999244268,False
12,108,53,1.0000000000000004,4.1653351802600716e-11,0.9999999999088794,False
12,109,54,0.9999999999999984,3.831468932815301e-11,0.9999999999128835,False
12,110,53,1.0,5.132167497129563e-11,0.9999999998631904,False
12,111,53,0.9999999999999998,3.9209615650212885e-11,0.9999999998843975,False
12,112,54,0.9999999999999991,4.641947752839602e-11,0.9999999999058489,False
12,113,53,1.000000000000001,3.821545944557282e-11,0.9999999999028338,False
12,114,53,0.9999999999999997,4.0403229926133515e-11,0.9999999999067083,False
12,115,35,0.024844720496894405,0.9999999999997957,8.63386184822742e-15,True
12,116,53,1.0000000000000016,4.9146722381365076e-11,0.999999999914555,False
12,117,52,1.0000000000000007,4.776907849385131e-11,0.9999999998997797,False
12,118,35,0.02484472049689442,0.9999999999994008,9.561655842878545e-15,True
12,119,53,0.9999999999999993,3.613363808901338e-11,0.9999999998888811,False
16,0,0,1.0,0.0,1.0,False
16,1,43,0.999999999999999,3.003577891255814e-11,0.9999999999566698,False
16,2,42,1.000000000000001,4.3725345016291653e-11,0.9999999999076326,False
16,3,42,0.9999999999999999,3.723633619537005e-11,0.9999999999284072,False
16,4,42,0.9999999999999988,3.7839575135429625e-11,0.999999999918914,False
16,5,43,0.9999999999999986,3.113568926404307e-11,0.9999999999292507,False
16,6,43,1.0000000000000024,3.390314744955539e-11,0.9999999999458602,False
16,7,42,1.0000000000000024,4.5947850811285794e-11,0.999999999917636,False
16,8,43,1.0000000000000027,2.939983879777019e-11,0.9999999999377022,False
16,9,42,1.000000000000002,4.0207430415485324e-11,0.9999999999431284,False
16,10,42,1.0000000000000004,4.170796185476854e-11,0.999999999923924,False
16,11,43,1.0,2.90378211823148e-11,0.9999999999411352,False
16,12,42,1.0,4.898647048694132e-11,0.9999999999416745,False
16,13,42,0.9999999999999996,3.64309189322175e-11,0.9999999999281974,False
16,14,42,0.9999999999999997,4.1345419196027455e-11,0.9999999999431062,False
16,15,42,1.0,3.9430253774695296e-11,0.9999999999090354,False
16,16,42,0.9999999999999982,4.723388248275172e-11,0.9999999999245823,False
16,17,42,0.9999999999999999,3.980506730158809e-11,0.9999999999266833,False
16,18,42,1.0000000000000002,4.3158446307650885e-11,0.999999999913611,False
16,19,42,0.9999999999999988,4.177285707996959e-11,0.9999999999405196,False
16,20,42,1.0000000000000002,4.725096937462508e-11,0.9999999999187967,False
16,21,42,1.0000000000000007,4.040995304483734e-11,0.9999999999074591,False
16,22,42,1.000000000000001,4.0053411706516834e-11,0.9999999999246194,False
16,23,42,1.0000000000000013,3.39573784465354e-11,0.9999999999340438,False
16,24,43,1.0000000000000013,3.08811708344794e-11,0.9999999999473215,False
16,25,44,1.0,3.965240484160382e-11,0.999999999943366,False
16,26,44,1.000000000000001,3.2679991557157885e-11,0.9999999999327801,False
16,27,44,0.9999999999999997,4.04333053953427e-11,0.9999999999399357,False
16,28,44,0.999999999999999,4.3433649705377516e-11,0.9999999999279046,False
16,29,44,0.999999999999999,4.628215012436397e-11,0.9999999998965226,False
16,30,44,0.9999999999999999,3.760607883668261e-11,0.9999999999595788,False
16,31,44,1.0000000000000013,4.343415134855137e-11,0.9999999999094348,False
16,32,44,1.0,4.6833173752439026e-11,0.9999999999332484,False
16,33,44,0.9999999999999971,4.655856525550056e-11,0.9999999999362122,False
16,34,44,0.9999999999999994,3.6997150695491744e-11,0.9999999999374993,False
16,35,44,1.0000000000000002,4.1196467940305794e-11,0.9999999999267392,False
16,36,44,1.000000000000001,3.99863033647802e-11,0.9999999999434053,False
16,37,44,1.0000000000000024,4.780267425649469e-11,0.9999999999238187,False
16,38,44,0.9999999999999994,3.274245887201435e-11,0.9999999999356414,False
16,39,44,0.999999999999999,4.09910488561851e-11,0.9999999999375988,False
16,40,44,1.000000000000002,3.855260857917202e-11,0.9999999999428488,False
16,41,44,1.0000000000000024,3.8208551409333725e-11,0.9999999999459352,False
16,42,44,1.000000000000001,4.0975750830918964e-11,0.9999999999219988,False
16,43,44,1.0000000000000007,3.5327871586491296e-11,0.9999999999364726,False
16,44,44,0.9999999999999994,3.8477359373883265e-11,0.9999999999335406,False
16,45,44,1.000000000000001,3.551680965232412e-11,0.9999999999501787,False
16,46,44,0.9999999999999991,3.979333069898762e-11,0.9999999999329812,False
16,47,44,1.0000000000000013,3.5196052190961786e-11,0.9999999999216214,False
16,48,44,0.9999999999999986,4.6200587258206744e-11,0.9999999999359568,False
16,49,45,0.9999999999999983,4.249885161021442e-11,0.9999999999095467,False
16,50,45,1.0000000000000004,3.598525235548269e-11,0.9999999999453879,False
16,51,45,1.0,3.2665496050640714e-11,0.9999999999482024,False
16,52,45,1.0,3.3510807681997235e-11,0.9999999999500194,False
16,53,45,0.9999999999999983,3.235737151005571e-11,0.9999999999748905,False
16,54,45,0.999999999999999,3.3279303929945414e-11,0.9999999999552519,False
16,55,45,0.999999999999999,3.1535865148112304e-11,0.9999999999386182,False
16,56,45,0.9999999999999976,3.1558687364105936e-11,0.9999999999577607,False
16,57,45,1.000000000000002,3.17488696943383e-11,0.9999999999530933,False
16,58,45,1.0000000000000013,3.491505217856434e-11,0.9999999999304021,False
16,59,45,0.9999999999999988,3.0154511970685625e-11,0.9999999999380946,False
16,60,45,1.0000000000000013,3.060315478584582e-11,0.9999999999571503,False
16,61,45,0.9999999999999992,3.024834277895174e-11,0.9999999999429608,False
16,62,45,1.0,3.3402831825203e-11,0.9999999999498717,False
16,63,45,1.000000000000001,3.315095691200853e-11,0.9999999999469676,False
16,64,45,0.999999999999999,3.553036995172851e-11,0.9999999999334944,False
16,65,45,1.0000000000000027,3.5665819606623534e-11,0.9999999999267506,False
16,66,45,1.0000000000000009,3.499311514768971e-11,0.9999999999500226,False
16,67,45,0.9999999999999978,3.489045732883581e-11,0.9999999999360608,False
16,68,45,0.9999999999999994,3.179342494484624e-11,0.9999999999412217,False
16,69,45,1.000000000000001,3.582285940066556e-11,0.9999999999307236,False
16,70,45,0.9999999999999988,3.3252004098423845e-11,0.9999999999354177,False
16,71,45,1.0000000000000033,3.374122979377983e-11,0.9999999999465483,False
16,72,45,0.9999999999999979,3.298066777710968e-11,0.9999999999457934,False
16,73,45,1.0000000000000007,4.723304579941142e-11,0.9999999999012433,False
16,74,46,0.9999999999999997,3.838601010323954e-11,0.9999999999286366,False
16,75,46,1.0000000000000024,2.907568803030345e-11,0.9999999999383108,False
16,76,45,0.9999999999999991,3.603128986665811e-11,0.9999999999352037,False
16,77,45,1.0,3.9351824023709024e-11,0.9999999999276002,False
16,78,35,0.03376667490118574,0.7071067811845381,1.7008500393461461e-12,True
16,79,45,1.0000000000000016,4.8810349865848196e-11,0.9999999998959199,False
16,80,35,0.03376667490118573,0.707106781180515,5.4035820374514805e-12,True
16,81,45,0.9999999999999997,3.5716531095844404e-11,0.999999999948085,False
16,82,45,0.999999999999999,3.764770399489001e-11,0.9999999999376195,False
16,83,48,0.9999999999999996,4.835645982310385e-11,0.9999999999231131,False
16,84,45,0.9999999999999992,4.838506214678606e-11,0.9999999998887111,False
16,85,46,1.0000000000000013,3.443899183345514e-11,0.9999999999460429,False
16,86,45,1.000000000000002,3.732998220789544e-11,0.9999999999425909,False
16,87,45,0.9999999999999994,4.12776176395784e-11,0.9999999999134992,False
16,88,45,0.999999999999999,3.6826089852638855e-11,0.9999999999325183,False
16,89,45,0.9999999999999999,4.726157171009704e-11,0.9999999998792798,False
16,90,45,0.9999999999999999,4.185039377975134e-11,0.9999999998932756,False
16,91,46,1.000000000000001,3.1077195634224553e-11,0.9999999999498693,False
16,92,47,0.999999999999999,4.3870295797049914e-11,0.9999999999301386,False
16,93,45,1.0000000000000009,4.63829218808012e-11,0.9999999999160881,False
16,94,38,0.03376667490118574,0.7071067811302428,6.114641753624988e-11,True
16,95,45,0.9999999999999996,4.6688361295936136e-11,0.9999999999110598,False
16,96,45,1.0000000000000002,3.893880842692294e-11,0.9999999999151051,False
16,97,47,0.9999999999999992,3.4332628393202945e-11,0.9999999999382002,False
16,98,48,1.0000000000000018,4.072332449763609e-11,0.9999999999287704,False
16,99,46,1.000000000000001,4.405169084070251e-11,0.9999999999123756,False
16,100,35,0.033766674901185775,0.7071067811859642,1.5831636172567822e-14,True
16,101,46,0.9999999999999991,2.918915349864174e-11,0.9999999999255432,False
16,102,46,0.9999999999999999,3.8902009219775393e-11,0.9999999998873158,False
16,103,46,0.9999999999999992,2.9050813391417665e-11,0.9999999999201461,False
16,104,46,0.9999999999999974,3.289599054343166e-11,0.9999999998952867,False
16,105,54,0.9999999999999987,3.26643157112032e-11,0.9999999999524253,False
16,106,46,1.0,2.943987190418843e-11,0.9999999999428912,False
16,107,47,0.9999999999999991,3.159408771354412e-11,0.9999999999281218,False
16,108,51,1.0000000000000016,3.743604223560829e-11,0.9999999999428407,False
16,109,46,0.9999999999999991,3.7638889573433496e-11,0.9999999999110665,False
16,110,46,0.9999999999999997,3.166766038817023e-11,0.9999999999130363,False
16,111,45,1.000000000000002,4.708348494179196e-11,0.9999999998737366,False
16,112,35,0.03376667490118576,0.7071067811775845,8.233069923932385e-12,True
16,113,45,1.0000000000000002,4.1507146112781224e-11,0.999999999899564,False
16,114,46,0.9999999999999987,4.5729671839848144e-11,0.9999999999223748,False
16,115,35,0.03376667490118576,0.7071067811834812,1.4563080779573668e-12,True
16,116,36,0.033766674901185775,0.7071067811591988,2.8594261366729522e-11,True
16,117,46,1.0000000000000016,3.908875001569418e-11,0.9999999998589681,False
16,118,46,0.9999999999999994,3.317859670069002e-11,0.9999999999293341,False
16,119,48,0.999999999999999,3.8054742540604184e-11,0.9999999999330159,False
