weight_type,series,total_dimension_n,count,q_weighted_sum,q_mean,q2_weighted_sum
full_pair_output_support,symmetric_relation_pair_stack,11,17966603023129159012121220231172388386958006412761688532907,288225163145498678448243578786785770180599746487871617783933,16.042273699399622,7337613886377915514655075941606062445082414541255184974856035
full_pair_output_support,symmetric_relation_pair_stack,12,1452653754229061893607037019350981118250715140394990292234910453,25422402671785095980264550627979625319721931050271133703202743188,17.500662217526862,684277545658892741158446899255825957802854674955811995671897914664
full_pair_output_support,symmetric_relation_pair_stack,13,108416801580149409574431598195695220556014339884025945525749004351719,2055479641755396347383661400636588977609624047357036603721993190393907,18.959050735654102,58323657278456264477483686043291104681601052031735161687445334296491983
full_pair_output_support,symmetric_relation_pair_stack,14,7513578623680071631905526069299638528697591903587336194617010403811186890,153408035127497864714832990002372524340718451731621710248672609166288577280,20.41743925378134,4576639897345273229465001270516036094082175035690448814526931233286677745670
full_pair_output_support,symmetric_relation_pair_stack,15,485997800684048601337892380530080799092219787227230938617562727666271503066360,10631604185290600054503917527636565401013854331059218517282801328856138441356244,21.87582777190858,332679006744604136735881892457441848823038716666303456054131536444329770506768870
full_pair_output_support,symmetric_relation_pair_stack,16,29470906633480707185129793955344099654301249058208093263091754580870773704743510037,687680509649090119792125396134273412950957560569808895029509045008890643053679979812,23.334216290035815,22521477333262078409125327925619539937120828164508369973638057343193232018399825035366
full_pair_output_support,symmetric_relation_pair_stack,17,1681993054292644401176912730413353798311852450158163394237859989883551710802034547093189,41700989085152677932326971029419597508377021461484839807907014530488456401418192746680751,24.792604808163055,1426520441444655642573640070521880032073197592031752720271168017412908128057237790685604901
full_pair_output_support,symmetric_relation_pair_stack,18,90663350276833549393705008965650733754581316473215194152813589217837987803788484095695413658,2380003003056276737789222648560360297840400016408666720015784992942318796608482807031937631928,26.250993326290292,84886877217027063738123017382705944049307854129683627134338188324986035519822928541554175296692
full_pair_output_support,symmetric_relation_pair_stack,19,4629762155928727024441922579676834852334655270071462940017117592858180553796959043604168247252276,128287847427462839494601597233730464422239712125380512168217244136942617724385171929177723725230840,27.709381844417532,4762700235987596169100964239021426986301522698173978704700737543297238705534290428180887836618377704
full_pair_output_support,symmetric_relation_pair_stack,20,224599947660845591155131436569798512105966846549244598595329571416267184564904289892732227030983467524,6551079696811118696978959584549643939958772380024069229773181947105858507898761578059905564015327661208,29.167770362544772,252763626552683431672360210374683738676701480583906714095311687556048963594189566572156622821461485213480
full_pair_output_support,symmetric_relation_pair_stack,21,10376998867533196694776690508317333110848874505412984957190082646208518681455550448531067159343386709039873,317807616021625193007517532105564523774184373696498412259807887759157283321250466859391541994493987192385207,30.62615888067201,12725622304571661670672581911185346819001756590690821326543141088848619139887640485341490592817685994987803043
full_pair_output_support,symmetric_relation_pair_stack,22,457647347419482452741832039042401232797447967326903414798086978712121812142347495457091316437596597318332914742,14683408010215131286417707402632378190482917863666890120758608279855888309441497435605162067525649507434019516018,32.084547398799245,609365881787989519628997267923310703665807455952308141027524496306450970466603626382967232554272154958418612534702
full_pair_output_support,symmetric_relation_pair_stack,23,19305694169204808318495839581946394543438890381308253612557183373679489877254599656286783388037938454173822317367329,647569662349418203875132788830869477056135806500052724940345548373051187038533888271882974582928652569180019245070107,33.54293591692649,27818751658554877667349153298255047829661144508787510308885330756211075381685505317033043672063755844760982437096851913
full_pair_output_support,symmetric_relation_pair_stack,24,780471298178442785891831306779310597616014715546583904870661877518659956105341540389187233643945895273875107817783322054,27317529119791231020584340786832524472717146495913506346659933595401146477388230014286587128036653402894563011375605641354,35.001324435053725,1213365408054237218726696778469858128048625229686770776186803087709307998646999777861116408711498117572602117303233539158016
full_pair_output_support,symmetric_relation_pair_stack,25,30290059863453437382750537342847885334947229132344292280468714705571042514824543812745542400556378168295068752183823554767693,1104366887956180087770455669334321914370284233492040560966467792870209090567428160032398493805518629653675951705716052988012447,36.45971295318096,50663380614817044194609111293371702143009730748113052450352561147356902538754956606015982034834282869099322895205731735900719871
full_pair_output_support,symmetric_relation_pair_stack,26,1130343483942911446946681109880099621048253350226359360931552269306410604476188524465443321920102918895480812663493397957090035019,42860478921579349206371384526560183436177404339571989203103284469286495955849332004698214788335497587660086701954778878163301421758,37.918101471308205,2028753447940950732190232305748917609419938355472059247188772758450903357960930868598573975893740287904296459619359213287083350897714
full_pair_output_support,symmetric_relation_pair_stack,27,40619144282929399048572751612609689245751044903198959607588491947129286834139212604397625450266900889043524050009634293598895570264411,1599439328236203274878117007976549503515272540628864741942754061331806465793344323536667587433575490239490894905884843953770153540896545,39.37648998943544,78040314151110609756108867721698379794689756473445500600993181210675860688676969243626999717873896905463510396325651584059195290137426235
full_pair_output_support,symmetric_relation_pair_stack,28,1407528784957171974488421764194395756117036973816391330170404082136245179234225764722407501847828917522024590304814734828988932226390740884,57476266929623433328038621597325054692835883225254455629844908607944611980884393713042491697018537975465340706874433564569293544248077092014,40.83487850756268,2888222207227231919056733778384459028167237872647175550452325218987950821548663570988901169966957379086533646841794793869010050601829023791124
