step_id,path_id,fiber_row_id,step_index,component_id,raw_row_id,basis_id,source0_addr,source1_addr,target_addr,coeff
262,56,56,3,1,0,7,53,291,0,8
263,56,56,4,1,0,7,53,291,0,8
264,56,56,5,1,0,7,53,291,0,8
265,56,56,6,2,206848,63,171,291,139,2
266,57,57,0,1,0,7,53,291,0,8
267,57,57,1,1,0,7,53,291,0,8
268,57,57,2,1,0,7,53,291,0,8
269,57,57,3,1,0,7,53,291,0,8
270,57,57,4,1,0,7,53,291,0,8
271,57,57,5,2,206848,63,171,291,139,2
272,57,57,6,2,206848,63,171,291,139,2
273,58,58,0,1,0,7,53,291,0,8
274,58,58,1,1,0,7,53,291,0,8
275,58,58,2,1,0,7,53,291,0,8
276,58,58,3,1,0,7,53,291,0,8
277,58,58,4,2,206848,63,171,291,139,2
278,58,58,5,2,206848,63,171,291,139,2
279,58,58,6,2,206848,63,171,291,139,2
280,59,59,0,1,0,7,53,291,0,8
281,59,59,1,1,0,7,53,291,0,8
282,59,59,2,1,0,7,53,291,0,8
283,59,59,3,2,206848,63,171,291,139,2
284,59,59,4,2,206848,63,171,291,139,2
285,59,59,5,2,206848,63,171,291,139,2
286,59,59,6,2,206848,63,171,291,139,2
287,60,60,0,1,0,7,53,291,0,8
288,60,60,1,1,0,7,53,291,0,8
289,60,60,2,2,206848,63,171,291,139,2
290,60,60,3,2,206848,63,171,291,139,2
291,60,60,4,2,206848,63,171,291,139,2
292,60,60,5,2,206848,63,171,291,139,2
293,60,60,6,2,206848,63,171,291,139,2
294,61,61,0,1,0,7,53,291,0,8
295,61,61,1,2,206848,63,171,291,139,2
296,61,61,2,2,206848,63,171,291,139,2
297,61,61,3,2,206848,63,171,291,139,2
298,61,61,4,2,206848,63,171,291,139,2
299,61,61,5,2,206848,63,171,291,139,2
300,61,61,6,2,206848,63,171,291,139,2
301,62,62,0,2,206848,63,171,291,139,2
302,62,62,1,2,206848,63,171,291,139,2
303,62,62,2,2,206848,63,171,291,139,2
304,62,62,3,2,206848,63,171,291,139,2
305,62,62,4,2,206848,63,171,291,139,2
306,62,62,5,2,206848,63,171,291,139,2
307,62,62,6,2,206848,63,171,291,139,2
308,63,63,0,0,41694,19,114,753,45,2
309,63,63,1,0,41694,19,114,753,45,2
310,63,63,2,0,41694,19,114,753,45,2
311,63,63,3,0,41694,19,114,753,45,2
312,63,63,4,0,41694,19,114,753,45,2
313,63,63,5,0,41694,19,114,753,45,2
314,63,63,6,0,41694,19,114,753,45,2
315,63,63,7,0,41694,19,114,753,45,2
316,64,64,0,0,41694,19,114,753,45,2
317,64,64,1,0,41694,19,114,753,45,2
318,64,64,2,0,41694,19,114,753,45,2
319,64,64,3,0,41694,19,114,753,45,2
320,64,64,4,0,41694,19,114,753,45,2
321,64,64,5,0,41694,19,114,753,45,2
322,64,64,6,0,41694,19,114,753,45,2
323,64,64,7,1,0,7,53,291,0,8
324,65,65,0,0,41694,19,114,753,45,2
325,65,65,1,0,41694,19,114,753,45,2
326,65,65,2,0,41694,19,114,753,45,2
327,65,65,3,0,41694,19,114,753,45,2
328,65,65,4,0,41694,19,114,753,45,2
329,65,65,5,0,41694,19,114,753,45,2
330,65,65,6,1,0,7,53,291,0,8
331,65,65,7,1,0,7,53,291,0,8
332,66,66,0,0,41694,19,114,753,45,2
333,66,66,1,0,41694,19,114,753,45,2
334,66,66,2,0,41694,19,114,753,45,2
335,66,66,3,0,41694,19,114,753,45,2
336,66,66,4,0,41694,19,114,753,45,2
337,66,66,5,1,0,7,53,291,0,8
338,66,66,6,1,0,7,53,291,0,8
339,66,66,7,1,0,7,53,291,0,8
340,67,67,0,0,41694,19,114,753,45,2
341,67,67,1,0,41694,19,114,753,45,2
342,67,67,2,0,41694,19,114,753,45,2
343,67,67,3,0,41694,19,114,753,45,2
344,67,67,4,1,0,7,53,291,0,8
345,67,67,5,1,0,7,53,291,0,8
346,67,67,6,1,0,7,53,291,0,8
347,67,67,7,1,0,7,53,291,0,8
348,68,68,0,0,41694,19,114,753,45,2
349,68,68,1,0,41694,19,114,753,45,2
350,68,68,2,0,41694,19,114,753,45,2
351,68,68,3,1,0,7,53,291,0,8
352,68,68,4,1,0,7,53,291,0,8
353,68,68,5,1,0,7,53,291,0,8
354,68,68,6,1,0,7,53,291,0,8
355,68,68,7,1,0,7,53,291,0,8
356,69,69,0,0,41694,19,114,753,45,2
357,69,69,1,0,41694,19,114,753,45,2
358,69,69,2,1,0,7,53,291,0,8
359,69,69,3,1,0,7,53,291,0,8
360,69,69,4,1,0,7,53,291,0,8
361,69,69,5,1,0,7,53,291,0,8
362,69,69,6,1,0,7,53,291,0,8
363,69,69,7,1,0,7,53,291,0,8
364,70,70,0,0,41694,19,114,753,45,2
365,70,70,1,1,0,7,53,291,0,8
366,70,70,2,1,0,7,53,291,0,8
367,70,70,3,1,0,7,53,291,0,8
368,70,70,4,1,0,7,53,291,0,8
369,70,70,5,1,0,7,53,291,0,8
370,70,70,6,1,0,7,53,291,0,8
371,70,70,7,1,0,7,53,291,0,8
372,71,71,0,1,0,7,53,291,0,8
373,71,71,1,1,0,7,53,291,0,8
374,71,71,2,1,0,7,53,291,0,8
375,71,71,3,1,0,7,53,291,0,8
376,71,71,4,1,0,7,53,291,0,8
377,71,71,5,1,0,7,53,291,0,8
378,71,71,6,1,0,7,53,291,0,8
379,71,71,7,1,0,7,53,291,0,8
380,72,72,0,1,0,7,53,291,0,8
381,72,72,1,1,0,7,53,291,0,8
382,72,72,2,1,0,7,53,291,0,8
383,72,72,3,1,0,7,53,291,0,8
384,72,72,4,1,0,7,53,291,0,8
385,72,72,5,1,0,7,53,291,0,8
386,72,72,6,1,0,7,53,291,0,8
387,72,72,7,2,206848,63,171,291,139,2
388,73,73,0,1,0,7,53,291,0,8
389,73,73,1,1,0,7,53,291,0,8
390,73,73,2,1,0,7,53,291,0,8
391,73,73,3,1,0,7,53,291,0,8
392,73,73,4,1,0,7,53,291,0,8
393,73,73,5,1,0,7,53,291,0,8
394,73,73,6,2,206848,63,171,291,139,2
395,73,73,7,2,206848,63,171,291,139,2
396,74,74,0,1,0,7,53,291,0,8
397,74,74,1,1,0,7,53,291,0,8
398,74,74,2,1,0,7,53,291,0,8
399,74,74,3,1,0,7,53,291,0,8
400,74,74,4,1,0,7,53,291,0,8
401,74,74,5,2,206848,63,171,291,139,2
402,74,74,6,2,206848,63,171,291,139,2
403,74,74,7,2,206848,63,171,291,139,2
404,75,75,0,1,0,7,53,291,0,8
405,75,75,1,1,0,7,53,291,0,8
406,75,75,2,1,0,7,53,291,0,8
407,75,75,3,1,0,7,53,291,0,8
408,75,75,4,2,206848,63,171,291,139,2
409,75,75,5,2,206848,63,171,291,139,2
410,75,75,6,2,206848,63,171,291,139,2
411,75,75,7,2,206848,63,171,291,139,2
412,76,76,0,1,0,7,53,291,0,8
413,76,76,1,1,0,7,53,291,0,8
414,76,76,2,1,0,7,53,291,0,8
415,76,76,3,2,206848,63,171,291,139,2
416,76,76,4,2,206848,63,171,291,139,2
417,76,76,5,2,206848,63,171,291,139,2
418,76,76,6,2,206848,63,171,291,139,2
419,76,76,7,2,206848,63,171,291,139,2
420,77,77,0,1,0,7,53,291,0,8
421,77,77,1,1,0,7,53,291,0,8
422,77,77,2,2,206848,63,171,291,139,2
423,77,77,3,2,206848,63,171,291,139,2
424,77,77,4,2,206848,63,171,291,139,2
425,77,77,5,2,206848,63,171,291,139,2
426,77,77,6,2,206848,63,171,291,139,2
427,77,77,7,2,206848,63,171,291,139,2
428,78,78,0,1,0,7,53,291,0,8
429,78,78,1,2,206848,63,171,291,139,2
430,78,78,2,2,206848,63,171,291,139,2
431,78,78,3,2,206848,63,171,291,139,2
432,78,78,4,2,206848,63,171,291,139,2
433,78,78,5,2,206848,63,171,291,139,2
434,78,78,6,2,206848,63,171,291,139,2
435,78,78,7,2,206848,63,171,291,139,2
436,79,79,0,2,206848,63,171,291,139,2
437,79,79,1,2,206848,63,171,291,139,2
438,79,79,2,2,206848,63,171,291,139,2
439,79,79,3,2,206848,63,171,291,139,2
440,79,79,4,2,206848,63,171,291,139,2
441,79,79,5,2,206848,63,171,291,139,2
442,79,79,6,2,206848,63,171,291,139,2
443,79,79,7,2,206848,63,171,291,139,2
444,80,80,0,0,41694,19,114,753,45,2
445,80,80,1,0,41694,19,114,753,45,2
446,80,80,2,0,41694,19,114,753,45,2
447,80,80,3,0,41694,19,114,753,45,2
448,80,80,4,0,41694,19,114,753,45,2
449,80,80,5,0,41694,19,114,753,45,2
450,80,80,6,0,41694,19,114,753,45,2
451,80,80,7,0,41694,19,114,753,45,2
452,80,80,8,0,41694,19,114,753,45,2
453,81,81,0,0,41694,19,114,753,45,2
454,81,81,1,0,41694,19,114,753,45,2
455,81,81,2,0,41694,19,114,753,45,2
456,81,81,3,0,41694,19,114,753,45,2
457,81,81,4,0,41694,19,114,753,45,2
458,81,81,5,0,41694,19,114,753,45,2
459,81,81,6,0,41694,19,114,753,45,2
460,81,81,7,0,41694,19,114,753,45,2
461,81,81,8,1,0,7,53,291,0,8
462,82,82,0,0,41694,19,114,753,45,2
463,82,82,1,0,41694,19,114,753,45,2
464,82,82,2,0,41694,19,114,753,45,2
465,82,82,3,0,41694,19,114,753,45,2
466,82,82,4,0,41694,19,114,753,45,2
467,82,82,5,0,41694,19,114,753,45,2
468,82,82,6,0,41694,19,114,753,45,2
469,82,82,7,1,0,7,53,291,0,8
470,82,82,8,1,0,7,53,291,0,8
471,83,83,0,0,41694,19,114,753,45,2
472,83,83,1,0,41694,19,114,753,45,2
473,83,83,2,0,41694,19,114,753,45,2
474,83,83,3,0,41694,19,114,753,45,2
475,83,83,4,0,41694,19,114,753,45,2
476,83,83,5,0,41694,19,114,753,45,2
477,83,83,6,1,0,7,53,291,0,8
478,83,83,7,1,0,7,53,291,0,8
479,83,83,8,1,0,7,53,291,0,8
480,84,84,0,0,41694,19,114,753,45,2
481,84,84,1,0,41694,19,114,753,45,2
482,84,84,2,0,41694,19,114,753,45,2
483,84,84,3,0,41694,19,114,753,45,2
484,84,84,4,0,41694,19,114,753,45,2
485,84,84,5,1,0,7,53,291,0,8
486,84,84,6,1,0,7,53,291,0,8
487,84,84,7,1,0,7,53,291,0,8
488,84,84,8,1,0,7,53,291,0,8
489,85,85,0,0,41694,19,114,753,45,2
490,85,85,1,0,41694,19,114,753,45,2
491,85,85,2,0,41694,19,114,753,45,2
492,85,85,3,0,41694,19,114,753,45,2
493,85,85,4,1,0,7,53,291,0,8
494,85,85,5,1,0,7,53,291,0,8
495,85,85,6,1,0,7,53,291,0,8
496,85,85,7,1,0,7,53,291,0,8
497,85,85,8,1,0,7,53,291,0,8
498,86,86,0,0,41694,19,114,753,45,2
499,86,86,1,0,41694,19,114,753,45,2
500,86,86,2,0,41694,19,114,753,45,2
501,86,86,3,1,0,7,53,291,0,8
502,86,86,4,1,0,7,53,291,0,8
503,86,86,5,1,0,7,53,291,0,8
504,86,86,6,1,0,7,53,291,0,8
505,86,86,7,1,0,7,53,291,0,8
506,86,86,8,1,0,7,53,291,0,8
507,87,87,0,0,41694,19,114,753,45,2
508,87,87,1,0,41694,19,114,753,45,2
509,87,87,2,1,0,7,53,291,0,8
510,87,87,3,1,0,7,53,291,0,8
511,87,87,4,1,0,7,53,291,0,8
512,87,87,5,1,0,7,53,291,0,8
513,87,87,6,1,0,7,53,291,0,8
514,87,87,7,1,0,7,53,291,0,8
515,87,87,8,1,0,7,53,291,0,8
516,88,88,0,0,41694,19,114,753,45,2
517,88,88,1,1,0,7,53,291,0,8
518,88,88,2,1,0,7,53,291,0,8
519,88,88,3,1,0,7,53,291,0,8
520,88,88,4,1,0,7,53,291,0,8
521,88,88,5,1,0,7,53,291,0,8
522,88,88,6,1,0,7,53,291,0,8
523,88,88,7,1,0,7,53,291,0,8
524,88,88,8,1,0,7,53,291,0,8
525,89,89,0,1,0,7,53,291,0,8
526,89,89,1,1,0,7,53,291,0,8
527,89,89,2,1,0,7,53,291,0,8
528,89,89,3,1,0,7,53,291,0,8
529,89,89,4,1,0,7,53,291,0,8
530,89,89,5,1,0,7,53,291,0,8
531,89,89,6,1,0,7,53,291,0,8
532,89,89,7,1,0,7,53,291,0,8
533,89,89,8,1,0,7,53,291,0,8
534,90,90,0,1,0,7,53,291,0,8
535,90,90,1,1,0,7,53,291,0,8
536,90,90,2,1,0,7,53,291,0,8
537,90,90,3,1,0,7,53,291,0,8
538,90,90,4,1,0,7,53,291,0,8
539,90,90,5,1,0,7,53,291,0,8
540,90,90,6,1,0,7,53,291,0,8
541,90,90,7,1,0,7,53,291,0,8
542,90,90,8,2,206848,63,171,291,139,2
543,91,91,0,1,0,7,53,291,0,8
544,91,91,1,1,0,7,53,291,0,8
545,91,91,2,1,0,7,53,291,0,8
546,91,91,3,1,0,7,53,291,0,8
547,91,91,4,1,0,7,53,291,0,8
548,91,91,5,1,0,7,53,291,0,8
549,91,91,6,1,0,7,53,291,0,8
550,91,91,7,2,206848,63,171,291,139,2
551,91,91,8,2,206848,63,171,291,139,2
552,92,92,0,1,0,7,53,291,0,8
553,92,92,1,1,0,7,53,291,0,8
554,92,92,2,1,0,7,53,291,0,8
555,92,92,3,1,0,7,53,291,0,8
556,92,92,4,1,0,7,53,291,0,8
557,92,92,5,1,0,7,53,291,0,8
558,92,92,6,2,206848,63,171,291,139,2
559,92,92,7,2,206848,63,171,291,139,2
560,92,92,8,2,206848,63,171,291,139,2
561,93,93,0,1,0,7,53,291,0,8
562,93,93,1,1,0,7,53,291,0,8
563,93,93,2,1,0,7,53,291,0,8
564,93,93,3,1,0,7,53,291,0,8
565,93,93,4,1,0,7,53,291,0,8
566,93,93,5,2,206848,63,171,291,139,2
567,93,93,6,2,206848,63,171,291,139,2
568,93,93,7,2,206848,63,171,291,139,2
569,93,93,8,2,206848,63,171,291,139,2
570,94,94,0,1,0,7,53,291,0,8
571,94,94,1,1,0,7,53,291,0,8
572,94,94,2,1,0,7,53,291,0,8
573,94,94,3,1,0,7,53,291,0,8
574,94,94,4,2,206848,63,171,291,139,2
575,94,94,5,2,206848,63,171,291,139,2
576,94,94,6,2,206848,63,171,291,139,2
577,94,94,7,2,206848,63,171,291,139,2
578,94,94,8,2,206848,63,171,291,139,2
579,95,95,0,1,0,7,53,291,0,8
580,95,95,1,1,0,7,53,291,0,8
581,95,95,2,1,0,7,53,291,0,8
582,95,95,3,2,206848,63,171,291,139,2
583,95,95,4,2,206848,63,171,291,139,2
584,95,95,5,2,206848,63,171,291,139,2
585,95,95,6,2,206848,63,171,291,139,2
586,95,95,7,2,206848,63,171,291,139,2
587,95,95,8,2,206848,63,171,291,139,2
588,96,96,0,1,0,7,53,291,0,8
589,96,96,1,1,0,7,53,291,0,8
590,96,96,2,2,206848,63,171,291,139,2
591,96,96,3,2,206848,63,171,291,139,2
592,96,96,4,2,206848,63,171,291,139,2
593,96,96,5,2,206848,63,171,291,139,2
594,96,96,6,2,206848,63,171,291,139,2
595,96,96,7,2,206848,63,171,291,139,2
596,96,96,8,2,206848,63,171,291,139,2
597,97,97,0,1,0,7,53,291,0,8
598,97,97,1,2,206848,63,171,291,139,2
599,97,97,2,2,206848,63,171,291,139,2
600,97,97,3,2,206848,63,171,291,139,2
601,97,97,4,2,206848,63,171,291,139,2
602,97,97,5,2,206848,63,171,291,139,2
603,97,97,6,2,206848,63,171,291,139,2
604,97,97,7,2,206848,63,171,291,139,2
605,97,97,8,2,206848,63,171,291,139,2
606,98,98,0,2,206848,63,171,291,139,2
607,98,98,1,2,206848,63,171,291,139,2
608,98,98,2,2,206848,63,171,291,139,2
609,98,98,3,2,206848,63,171,291,139,2
610,98,98,4,2,206848,63,171,291,139,2
611,98,98,5,2,206848,63,171,291,139,2
612,98,98,6,2,206848,63,171,291,139,2
613,98,98,7,2,206848,63,171,291,139,2
614,98,98,8,2,206848,63,171,291,139,2
615,99,99,0,0,41694,19,114,753,45,2
