pair_row_id,left_support_row,right_support_row,product_row_count,inside_product_row_count,outside_product_row_count,coefficient_total
1922,52,30,2,2,0,2
1923,52,31,2,2,0,5
1924,52,32,2,2,0,2
1925,52,33,2,2,0,2
1926,52,34,2,2,0,2
1927,52,35,2,2,0,2
1928,52,36,2,2,0,2
1929,52,37,2,2,0,2
1930,52,38,3,3,0,5
1931,52,39,2,2,0,2
1932,52,40,2,2,0,2
1933,52,41,2,2,0,5
1934,52,42,2,2,0,5
1935,52,43,3,3,0,5
1936,52,44,3,3,0,5
1937,52,45,2,2,0,2
1938,52,46,3,3,0,5
1939,52,47,3,3,0,5
1940,52,48,2,2,0,2
1941,52,49,2,2,0,2
1942,52,50,1,1,0,1
1943,52,51,1,1,0,1
1944,52,52,2,2,0,2
1945,52,53,2,2,0,2
1946,52,54,2,2,0,5
1947,52,55,1,1,0,1
1948,53,12,3,3,0,5
1949,53,13,3,3,0,5
1950,53,14,1,1,0,1
1951,53,15,3,3,0,5
1952,53,16,2,2,0,2
1953,53,17,2,2,0,2
1954,53,18,3,3,0,5
1955,53,19,2,2,0,2
1956,53,20,2,2,0,2
1957,53,21,2,2,0,5
1958,53,22,2,2,0,2
1959,53,23,2,2,0,2
1960,53,24,2,2,0,2
1961,53,25,3,3,0,5
1962,53,26,3,3,0,5
1963,53,27,2,2,0,2
1964,53,28,2,2,0,2
1965,53,29,3,3,0,5
1966,53,30,2,2,0,2
1967,53,31,2,2,0,2
1968,53,32,2,2,0,2
1969,53,33,2,2,0,2
1970,53,34,2,2,0,2
1971,53,35,2,2,0,2
1972,53,36,2,2,0,2
1973,53,37,2,2,0,2
1974,53,38,3,3,0,5
1975,53,39,2,2,0,2
1976,53,40,2,2,0,2
1977,53,41,2,2,0,2
1978,53,42,2,2,0,2
1979,53,43,3,3,0,5
1980,53,44,3,3,0,5
1981,53,45,2,2,0,2
1982,53,46,3,3,0,5
1983,53,47,3,3,0,5
1984,53,48,2,2,0,2
1985,53,49,2,2,0,5
1986,53,50,1,1,0,1
1987,53,51,1,1,0,1
1988,53,52,2,2,0,5
1989,53,53,2,2,0,5
1990,53,54,2,2,0,2
1991,53,55,1,1,0,1
1992,54,12,3,3,0,5
1993,54,13,3,3,0,5
1994,54,14,1,1,0,1
1995,54,15,3,3,0,5
1996,54,16,2,2,0,2
1997,54,17,2,2,0,2
1998,54,18,3,3,0,5
1999,54,19,2,2,0,2
2000,54,20,2,2,0,2
2001,54,21,2,2,0,2
2002,54,22,2,2,0,2
2003,54,23,2,2,0,2
2004,54,24,2,2,0,2
2005,54,25,3,3,0,5
2006,54,26,3,3,0,5
2007,54,27,2,2,0,2
2008,54,28,2,2,0,2
2009,54,29,3,3,0,5
2010,54,30,2,2,0,2
2011,54,31,2,2,0,5
2012,54,32,2,2,0,2
2013,54,33,2,2,0,2
2014,54,34,2,2,0,2
2015,54,35,2,2,0,2
2016,54,36,2,2,0,2
2017,54,37,2,2,0,2
2018,54,38,3,3,0,5
2019,54,39,2,2,0,2
2020,54,40,2,2,0,2
2021,54,41,2,2,0,5
2022,54,42,2,2,0,5
2023,54,43,3,3,0,5
2024,54,44,3,3,0,5
2025,54,45,2,2,0,2
2026,54,46,3,3,0,5
2027,54,47,3,3,0,5
2028,54,48,2,2,0,2
2029,54,49,2,2,0,2
2030,54,50,1,1,0,1
2031,54,51,1,1,0,1
2032,54,52,2,2,0,2
2033,54,53,2,2,0,2
2034,54,54,2,2,0,5
2035,54,55,1,1,0,1
2036,55,12,1,1,0,1
2037,55,13,1,1,0,1
2038,55,14,1,1,0,1
2039,55,15,1,1,0,1
2040,55,16,1,1,0,1
2041,55,17,1,1,0,1
2042,55,18,1,1,0,1
2043,55,19,1,1,0,1
2044,55,20,1,1,0,1
2045,55,21,1,1,0,1
2046,55,22,1,1,0,1
2047,55,23,1,1,0,1
2048,55,24,1,1,0,1
2049,55,25,1,1,0,1
2050,55,26,1,1,0,1
2051,55,27,1,1,0,1
2052,55,28,1,1,0,1
2053,55,29,1,1,0,1
2054,55,30,1,1,0,1
2055,55,31,1,1,0,1
2056,55,32,1,1,0,1
2057,55,33,1,1,0,1
2058,55,34,1,1,0,1
2059,55,35,1,1,0,1
2060,55,36,1,1,0,1
2061,55,37,1,1,0,1
2062,55,38,1,1,0,1
2063,55,39,1,1,0,1
2064,55,40,1,1,0,1
2065,55,41,1,1,0,1
2066,55,42,1,1,0,1
2067,55,43,1,1,0,1
2068,55,44,1,1,0,1
2069,55,45,1,1,0,1
2070,55,46,1,1,0,1
2071,55,47,1,1,0,1
2072,55,48,1,1,0,1
2073,55,49,1,1,0,1
2074,55,50,1,1,0,1
2075,55,51,1,1,0,1
2076,55,52,1,1,0,1
2077,55,53,1,1,0,1
2078,55,54,1,1,0,1
2079,55,55,1,1,0,1
