mask,basis_cycle_ids,residue_edge_weight,total_basis_length,total_optical_action,total_connection_log_action,total_entropy_proxy,incidence_vector_mod2
315,0 1 3 4 5 8,16,44,5735424,246.59258537491954,62.233333333333334,011001101010011111001110100100
316,2 3 4 5 8,15,33,4113408,184.0258890543507,44.63333333333334,101100001111110101000110100100
317,0 2 3 4 5 8,17,41,5188608,228.85844075281275,56.3,011111010101110101000110101100
318,1 2 3 4 5 8,19,41,5434368,230.9378822944926,58.96666666666667,101010111111011111000110101100
319,0 1 2 3 4 5 8,15,49,6509568,275.7704339929546,70.63333333333333,011001100101011111000110100100
320,6 8,8,10,1277952,56.681720802498475,13.866666666666667,101010000011000000100110000000
321,0 6 8,10,18,2353152,101.5142725009605,25.533333333333335,011001011001000000100110001000
322,1 6 8,14,18,2598912,103.59371404264034,28.2,101100110011101010100110001000
323,0 1 6 8,14,26,3674112,148.42626574110238,39.86666666666666,011111101001101010100110000000
324,2 6 8,9,15,2052096,85.85956942053355,22.26666666666667,101010001100000000101110000000
325,0 2 6 8,11,23,3127296,130.69212111899557,33.93333333333334,011001010110000000101110001000
326,1 2 6 8,15,23,3373056,132.77156266067541,36.599999999999994,101100111100101010101110001000
327,0 1 2 6 8,15,31,4448256,177.60411435913744,48.266666666666666,011111100110101010101110000000
328,3 6 8,14,20,2469888,111.28400006331712,26.8,011110000010111010101110100000
329,0 3 6 8,16,28,3545088,156.11655176177916,38.46666666666667,101101011000111010101110101000
330,1 3 6 8,12,28,3790848,158.195993303459,41.133333333333326,011000110010010000101110101000
331,0 1 3 6 8,12,36,4866048,203.028545001921,52.8,101011101000010000101110100000
332,2 3 6 8,15,25,3244032,140.4618486813522,35.2,011110001101111010100110100000
333,0 2 3 6 8,17,33,4319232,185.29440037981422,46.86666666666666,101101010111111010100110101000
334,1 2 3 6 8,13,33,4564992,187.37384192149406,49.53333333333333,011000111101010000100110101000
335,0 1 2 3 6 8,13,41,5640192,232.20639361995606,61.19999999999999,101011100111010000100110100000
336,4 6 8,12,18,2359296,101.34437346416512,25.599999999999998,000110000011001110100111000100
337,0 4 6 8,16,26,3434496,146.17692516262713,37.266666666666666,110101011001001110100111001100
338,1 4 6 8,12,26,3680256,148.25636670430697,39.93333333333334,000000110011100100100111001100
339,0 1 4 6 8,14,34,4755456,193.088918402769,51.599999999999994,110011101001100100100111000100
340,2 4 6 8,13,23,3133440,130.5222220822002,34.0,000110001100001110101111000100
341,0 2 4 6 8,17,31,4208640,175.3547737806622,45.66666666666666,110101010110001110101111001100
342,1 2 4 6 8,13,31,4454400,177.43421532234206,48.33333333333333,000000111100100100101111001100
343,0 1 2 4 6 8,15,39,5529600,222.26676702080405,60.0,110011100110100100101111000100
344,3 4 6 8,14,28,3551232,155.94665272498375,38.53333333333333,110010000010110100101111100100
345,0 3 4 6 8,14,36,4626432,200.7792044234458,50.2,000001011000110100101111101100
346,1 3 4 6 8,18,36,4872192,202.85864596512565,52.86666666666666,110100110010011110101111101100
347,0 1 3 4 6 8,16,44,5947392,247.69119766358764,64.53333333333333,000111101000011110101111100100
348,2 3 4 6 8,15,33,4325376,185.1245013430188,46.93333333333334,110010001101110100100111100100
349,0 2 3 4 6 8,15,41,5400576,229.95705304148086,58.599999999999994,000001010111110100100111101100
350,1 2 3 4 6 8,19,41,5646336,232.0364945831607,61.266666666666666,110100111101011110100111101100
351,0 1 2 3 4 6 8,17,49,6721536,276.8690462816227,72.93333333333332,000111100111011110100111100100
352,5 6 8,9,15,1969152,85.45410431242539,21.366666666666667,000110000011000001100111000000
353,0 5 6 8,13,23,3044352,130.28665601088738,33.03333333333333,110101011001000001100111001000
354,1 5 6 8,13,23,3290112,132.36609755256723,35.7,000000110011101011100111001000
355,0 1 5 6 8,15,31,4365312,177.19864925102925,47.36666666666666,110011101001101011100111000000
356,2 5 6 8,10,20,2743296,114.63195293046044,29.76666666666667,000110001100000001101111000000
357,0 2 5 6 8,14,28,3818496,159.46450462892247,41.43333333333334,110101010110000001101111001000
358,1 2 5 6 8,14,28,4064256,161.5439461706023,44.099999999999994,000000111100101011101111001000
359,0 1 2 5 6 8,16,36,5139456,206.37649786906437,55.766666666666666,110011100110101011101111000000
360,3 5 6 8,15,25,3161088,140.05638357324403,34.3,110010000010111011101111100000
361,0 3 5 6 8,15,33,4236288,184.88893527170606,45.96666666666667,000001011000111011101111101000
362,1 3 5 6 8,15,33,4482048,186.9683768133859,48.633333333333326,110100110010010001101111101000
363,0 1 3 5 6 8,13,41,5557248,231.8009285118479,60.3,000111101000010001101111100000
364,2 3 5 6 8,16,30,3935232,169.23423219127912,42.7,110010001101111011100111100000
365,0 2 3 5 6 8,16,38,5010432,214.06678388974112,54.36666666666666,000001010111111011100111101000
366,1 2 3 5 6 8,16,38,5256192,216.14622543142096,57.03333333333333,110100111101010001100111101000
367,0 1 2 3 5 6 8,14,46,6331392,260.9787771298829,68.69999999999999,000111100111010001100111100000
368,4 5 6 8,13,23,3050496,130.11675697409203,33.1,101010000011001111100110000100
369,0 4 5 6 8,15,31,4125696,174.94930867255405,44.766666666666666,011001011001001111100110001100
370,1 4 5 6 8,15,31,4371456,177.0287502142339,47.43333333333332,101100110011100101100110001100
371,0 1 4 5 6 8,15,39,5446656,221.8613019126959,59.099999999999994,011111101001100101100110000100
372,2 4 5 6 8,14,28,3824640,159.2946055921271,41.5,101010001100001111101110000100
373,0 2 4 5 6 8,16,36,4899840,204.1271572905891,53.16666666666666,011001010110001111101110001100
374,1 2 4 5 6 8,16,36,5145600,206.20659883226895,55.83333333333333,101100111100100101101110001100
375,0 1 2 4 5 6 8,16,44,6220800,251.03915053073095,67.5,011111100110100101101110000100
376,3 4 5 6 8,15,33,4242432,184.71903623491065,46.03333333333333,011110000010110101101110100100
377,0 3 4 5 6 8,17,41,5317632,229.5515879333727,57.7,101101011000110101101110101100
378,1 3 4 5 6 8,17,41,5563392,231.63102947505254,60.36666666666666,011000110010011111101110101100
379,0 1 3 4 5 6 8,17,49,6638592,276.4635811735145,72.03333333333333,101011101000011111101110100100
380,2 3 4 5 6 8,16,38,5016576,213.8968848529457,54.43333333333334,011110001101110101100110100100
381,0 2 3 4 5 6 8,18,46,6091776,258.72943655140773,66.1,101101010111110101100110101100
382,1 2 3 4 5 6 8,18,46,6337536,260.8088780930876,68.76666666666667,011000111101011111100110101100
383,0 1 2 3 4 5 6 8,18,54,7412736,305.6414297915496,80.43333333333332,101011100111011111100110100100
384,7 8,10,10,1443840,57.257084947402035,15.666666666666666,011110000001000010010110001000
385,0 7 8,12,18,2519040,102.08963664586406,27.333333333333332,101101011011000010010110000000
386,1 7 8,10,18,2764800,104.1690781875439,30.0,011000110001101000010110000000
387,0 1 7 8,14,26,3840000,149.00162988600593,41.66666666666667,101011101011101000010110001000
388,2 7 8,13,15,2217984,86.4349335654371,24.066666666666666,011110001110000010011110001000
389,0 2 7 8,11,23,3293184,131.26748526389912,35.733333333333334,101101010100000010011110000000
390,1 2 7 8,13,23,3538944,133.34692680557896,38.400000000000006,011000111110101000011110000000
391,0 1 2 7 8,13,31,4614144,178.179478504041,50.06666666666666,101011100100101000011110001000
392,3 7 8,12,20,2635776,111.85936420822068,28.599999999999998,101010000000111000011110101000
393,0 3 7 8,14,28,3710976,156.6919159066827,40.266666666666666,011001011010111000011110100000
394,1 3 7 8,12,28,3956736,158.77135744836255,42.93333333333334,101100110000010010011110100000
395,0 1 3 7 8,16,36,5031936,203.60390914682458,54.60000000000001,011111101010010010011110101000
396,2 3 7 8,15,25,3409920,141.03721282625577,37.0,101010001111111000010110101000
397,0 2 3 7 8,13,33,4485120,185.8697645247178,48.66666666666667,011001010101111000010110100000
398,1 2 3 7 8,15,33,4730880,187.94920606639764,51.33333333333334,101100111111010010010110100000
399,0 1 2 3 7 8,15,41,5806080,232.78175776485963,63.0,011111100101010010010110101000
400,4 7 8,12,18,2525184,101.91973760906868,27.4,110010000001001100010111001100
401,0 4 7 8,12,26,3600384,146.7522893075307,39.06666666666666,000001011011001100010111000100
402,1 4 7 8,14,26,3846144,148.83173084921054,41.733333333333334,110100110001100110010111000100
403,0 1 4 7 8,16,34,4921344,193.66428254767257,53.400000000000006,000111101011100110010111001100
404,2 4 7 8,15,23,3299328,131.09758622710376,35.8,110010001110001100011111001100
405,0 2 4 7 8,11,31,4374528,175.9301379255658,47.46666666666667,000001010100001100011111000100
406,1 2 4 7 8,17,31,4620288,178.00957946724563,50.13333333333334,110100111110100110011111000100
407,0 1 2 4 7 8,15,39,5695488,222.84213116570763,61.8,000111100100100110011111001100
408,3 4 7 8,14,28,3717120,156.52201686988732,40.33333333333333,000110000000110110011111101100
409,0 3 4 7 8,18,36,4792320,201.35456856834935,52.0,110101011010110110011111100100
410,1 3 4 7 8,12,36,5038080,203.4340101100292,54.66666666666667,000000110000011100011111100100
411,0 1 3 4 7 8,18,44,6113280,248.26656180849122,66.33333333333334,110011101010011100011111101100
412,2 3 4 7 8,17,33,4491264,185.69986548792238,48.733333333333334,000110001111110110010111101100
413,0 2 3 4 7 8,17,41,5566464,230.53241718638444,60.400000000000006,110101010101110110010111100100
414,1 2 3 4 7 8,15,41,5812224,232.61185872806428,63.06666666666668,000000111111011100010111100100
415,0 1 2 3 4 7 8,17,49,6887424,277.44441042652625,74.73333333333332,110011100101011100010111101100
416,5 7 8,11,15,2135040,86.02946845732893,23.166666666666668,110010000001000011010111001000
417,0 5 7 8,11,23,3210240,130.86202015579096,34.83333333333333,000001011011000011010111000000
418,1 5 7 8,13,23,3456000,132.9414616974708,37.5,110100110001101001010111000000
419,0 1 5 7 8,15,31,4531200,177.77401339593283,49.16666666666667,000111101011101001010111001000
420,2 5 7 8,14,20,2909184,115.20731707536402,31.566666666666666,110010001110000011011111001000
421,0 2 5 7 8,10,28,3984384,160.03986877382604,43.233333333333334,000001010100000011011111000000
422,1 2 5 7 8,16,28,4230144,162.11931031550589,45.900000000000006,110100111110101001011111000000
423,0 1 2 5 7 8,14,36,5305344,206.9518620139679,57.56666666666666,000111100100101001011111001000
424,3 5 7 8,13,25,3326976,140.63174771814758,36.099999999999994,000110000000111001011111101000
425,0 3 5 7 8,17,33,4402176,185.4642994166096,47.766666666666666,110101011010111001011111100000
426,1 3 5 7 8,11,33,4647936,187.54374095828945,50.43333333333334,000000110000010011011111100000
427,0 1 3 5 7 8,17,41,5723136,232.37629265675147,62.10000000000001,110011101010010011011111101000
428,2 3 5 7 8,16,30,4101120,169.80959633618266,44.5,000110001111111001010111101000
429,0 2 3 5 7 8,16,38,5176320,214.6421480346447,56.16666666666667,110101010101111001010111100000
430,1 2 3 5 7 8,14,38,5422080,216.72158957632453,58.83333333333334,000000111111010011010111100000
431,0 1 2 3 5 7 8,16,46,6497280,261.5541412747865,70.49999999999999,110011100101010011010111101000
432,4 5 7 8,13,23,3216384,130.69212111899557,34.900000000000006,011110000001001101010110001100
433,0 4 5 7 8,15,31,4291584,175.5246728174576,46.56666666666666,101101011011001101010110000100
434,1 4 5 7 8,13,31,4537344,177.60411435913744,49.233333333333334,011000110001100111010110000100
435,0 1 4 5 7 8,17,39,5612544,222.43666605759947,60.900000000000006,101011101011100111010110001100
436,2 4 5 7 8,16,28,3990528,159.86996973703066,43.3,011110001110001101011110001100
437,0 2 4 5 7 8,14,36,5065728,204.70252143549268,54.96666666666667,101101010100001101011110000100
438,1 2 4 5 7 8,16,36,5311488,206.78196297717253,57.63333333333334,011000111110100111011110000100
439,0 1 2 4 5 7 8,16,44,6386688,251.61451467563452,69.3,101011100100100111011110001100
440,3 4 5 7 8,15,33,4408320,185.29440037981422,47.83333333333333,101010000000110111011110101100
441,0 3 4 5 7 8,17,41,5483520,230.12695207827625,59.5,011001011010110111011110100100
442,1 3 4 5 7 8,15,41,5729280,232.2063936199561,62.16666666666667,101100110000011101011110100100
443,0 1 3 4 5 7 8,19,49,6804480,277.0389453184181,73.83333333333333,011111101010011101011110101100
444,2 3 4 5 7 8,18,38,5182464,214.47224899784928,56.233333333333334,101010001111110111010110101100
445,0 2 3 4 5 7 8,16,46,6257664,259.3048006963113,67.9,011001010101110111010110100100
446,1 2 3 4 5 7 8,18,46,6503424,261.3842422379912,70.56666666666666,101100111111011101010110100100
447,0 1 2 3 4 5 7 8,18,54,7578624,306.2167939364532,82.23333333333332,011111100101011101010110101100
448,6 7 8,11,15,2347008,87.12808074599705,25.466666666666665,101100000011000010110110001000
449,0 6 7 8,13,23,3422208,131.96063244445907,37.13333333333334,011111011001000010110110000000
450,1 6 7 8,13,23,3667968,134.0400739861389,39.8,101010110011101000110110000000
451,0 1 6 7 8,13,31,4743168,178.87262568460093,51.46666666666667,011001101001101000110110001000
452,2 6 7 8,12,20,3121152,116.30592936403212,33.866666666666674,101100001100000010111110001000
453,0 2 6 7 8,14,28,4196352,161.13848106249415,45.53333333333333,011111010110000010111110000000
454,1 2 6 7 8,14,28,4442112,163.217922604174,48.2,101010111100101000111110000000
455,0 1 2 6 7 8,14,36,5517312,208.05047430263602,59.866666666666674,011001100110101000111110001000
456,3 6 7 8,13,25,3538944,141.73036000681572,38.400000000000006,011000000010111000111110101000
457,0 3 6 7 8,15,33,4614144,186.56291170527774,50.06666666666668,101011011000111000111110100000
458,1 3 6 7 8,15,33,4859904,188.64235324695758,52.733333333333334,011110110010010010111110100000
459,0 1 3 6 7 8,15,41,5935104,233.47490494541958,64.4,101101101000010010111110101000
460,2 3 6 7 8,14,30,4313088,170.90820862485077,46.8,011000001101111000110110101000
461,0 2 3 6 7 8,16,38,5388288,215.7407603233128,58.46666666666667,101011010111111000110110100000
462,1 2 3 6 7 8,16,38,5634048,217.82020186499264,61.13333333333334,011110111101010010110110100000
463,0 1 2 3 6 7 8,16,46,6709248,262.65275356345467,72.79999999999998,101101100111010010110110101000
464,4 6 7 8,11,23,3428352,131.7907334076637,37.2,000000000011001100110111001100
465,0 4 6 7 8,15,31,4503552,176.62328510612573,48.866666666666674,110011011001001100110111000100
466,1 4 6 7 8,15,31,4749312,178.70272664780558,51.53333333333333,000110110011100110110111000100
467,0 1 4 6 7 8,17,39,5824512,223.53527834626757,63.2,110101101001100110110111001100
468,2 4 6 7 8,12,28,4202496,160.96858202569877,45.599999999999994,000000001100001100111111001100
469,0 2 4 6 7 8,16,36,5277696,205.8011337241608,57.266666666666666,110011010110001100111111000100
470,1 2 4 6 7 8,16,36,5523456,207.88057526584063,59.93333333333334,000110111100100110111111000100
471,0 1 2 4 6 7 8,18,44,6598656,252.71312696430263,71.6,110101100110100110111111001100
472,3 4 6 7 8,17,33,4620288,186.39301266848233,50.13333333333334,110100000010110110111111101100
473,0 3 4 6 7 8,17,41,5695488,231.22556436694438,61.80000000000001,000111011000110110111111100100
474,1 3 4 6 7 8,17,41,5941248,233.30500590862422,64.46666666666667,110010110010011100111111100100
475,0 1 3 4 6 7 8,15,49,7016448,278.13755760708625,76.13333333333333,000001101000011100111111101100
476,2 3 4 6 7 8,18,38,5394432,215.57086128651738,58.533333333333346,110100001101110110110111101100
477,0 2 3 4 6 7 8,18,46,6469632,260.40341298497947,70.19999999999999,000111010111110110110111100100
478,1 2 3 4 6 7 8,18,46,6715392,262.48285452665925,72.86666666666666,110010111101011100110111100100
479,0 1 2 3 4 6 7 8,16,54,7790592,307.31540622512125,84.53333333333332,000001100111011100110111101100
480,5 6 7 8,10,20,3038208,115.90046425592396,32.96666666666667,000000000011000011110111001000
481,0 5 6 7 8,14,28,4113408,160.733015954386,44.633333333333326,110011011001000011110111000000
482,1 5 6 7 8,14,28,4359168,162.81245749606583,47.3,000110110011101001110111000000
483,0 1 5 6 7 8,16,36,5434368,207.64500919452783,58.96666666666667,110101101001101001110111001000
484,2 5 6 7 8,11,25,3812352,145.07831287395902,41.366666666666674,000000001100000011111111001000
485,0 2 5 6 7 8,15,33,4887552,189.91086457242105,53.03333333333333,110011010110000011111111000000
486,1 2 5 6 7 8,15,33,5133312,191.9903061141009,55.7,000110111100101001111111000000
487,0 1 2 5 6 7 8,17,41,6208512,236.82285781256294,67.36666666666667,110101100110101001111111001000
488,3 5 6 7 8,16,30,4230144,170.50274351674258,45.900000000000006,110100000010111001111111101000
489,0 3 5 6 7 8,16,38,5305344,215.33529521520464,57.56666666666668,000111011000111001111111100000
490,1 3 5 6 7 8,16,38,5551104,217.41473675688448,60.233333333333334,110010110010010011111111100000
