support_name,projector_column,source_sector,raw_sector,left_support_basis_index,right_support_basis_index,result_support_basis_index,left_support_unit_row,right_support_unit_row,result_support_unit_row,left_i,left_j,right_i,right_j,result_i,result_j,coefficient_mod_1000003,left_label,right_label,result_label,perennial_id,coordinate_fingerprint_id
unit_top_all_39,0,0,32,2,25,5,2,25,5,0,2,2,5,0,5,1,"u_sector[0;0,2]","u_sector[0;2,5]","u_sector[0;0,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,2,26,6,2,26,6,0,2,2,6,0,6,1,"u_sector[0;0,2]","u_sector[0;2,6]","u_sector[0;0,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,2,27,7,2,27,7,0,2,2,7,0,7,1,"u_sector[0;0,2]","u_sector[0;2,7]","u_sector[0;0,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,2,28,8,2,28,8,0,2,2,8,0,8,1,"u_sector[0;0,2]","u_sector[0;2,8]","u_sector[0;0,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,2,29,9,2,29,9,0,2,2,9,0,9,1,"u_sector[0;0,2]","u_sector[0;2,9]","u_sector[0;0,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,3,30,0,3,30,0,0,3,3,0,0,0,1,"u_sector[0;0,3]","u_sector[0;3,0]","u_sector[0;0,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,3,31,1,3,31,1,0,3,3,1,0,1,1,"u_sector[0;0,3]","u_sector[0;3,1]","u_sector[0;0,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,3,32,2,3,32,2,0,3,3,2,0,2,1,"u_sector[0;0,3]","u_sector[0;3,2]","u_sector[0;0,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,3,33,3,3,33,3,0,3,3,3,0,3,1,"u_sector[0;0,3]","u_sector[0;3,3]","u_sector[0;0,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,3,34,4,3,34,4,0,3,3,4,0,4,1,"u_sector[0;0,3]","u_sector[0;3,4]","u_sector[0;0,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,3,35,5,3,35,5,0,3,3,5,0,5,1,"u_sector[0;0,3]","u_sector[0;3,5]","u_sector[0;0,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,3,36,6,3,36,6,0,3,3,6,0,6,1,"u_sector[0;0,3]","u_sector[0;3,6]","u_sector[0;0,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,3,37,7,3,37,7,0,3,3,7,0,7,1,"u_sector[0;0,3]","u_sector[0;3,7]","u_sector[0;0,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,3,38,8,3,38,8,0,3,3,8,0,8,1,"u_sector[0;0,3]","u_sector[0;3,8]","u_sector[0;0,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,3,39,9,3,39,9,0,3,3,9,0,9,1,"u_sector[0;0,3]","u_sector[0;3,9]","u_sector[0;0,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,4,40,0,4,40,0,0,4,4,0,0,0,1,"u_sector[0;0,4]","u_sector[0;4,0]","u_sector[0;0,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,4,41,1,4,41,1,0,4,4,1,0,1,1,"u_sector[0;0,4]","u_sector[0;4,1]","u_sector[0;0,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,4,42,2,4,42,2,0,4,4,2,0,2,1,"u_sector[0;0,4]","u_sector[0;4,2]","u_sector[0;0,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,4,43,3,4,43,3,0,4,4,3,0,3,1,"u_sector[0;0,4]","u_sector[0;4,3]","u_sector[0;0,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,4,44,4,4,44,4,0,4,4,4,0,4,1,"u_sector[0;0,4]","u_sector[0;4,4]","u_sector[0;0,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,4,45,5,4,45,5,0,4,4,5,0,5,1,"u_sector[0;0,4]","u_sector[0;4,5]","u_sector[0;0,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,4,46,6,4,46,6,0,4,4,6,0,6,1,"u_sector[0;0,4]","u_sector[0;4,6]","u_sector[0;0,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,4,47,7,4,47,7,0,4,4,7,0,7,1,"u_sector[0;0,4]","u_sector[0;4,7]","u_sector[0;0,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,4,48,8,4,48,8,0,4,4,8,0,8,1,"u_sector[0;0,4]","u_sector[0;4,8]","u_sector[0;0,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,4,49,9,4,49,9,0,4,4,9,0,9,1,"u_sector[0;0,4]","u_sector[0;4,9]","u_sector[0;0,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,5,50,0,5,50,0,0,5,5,0,0,0,1,"u_sector[0;0,5]","u_sector[0;5,0]","u_sector[0;0,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,5,51,1,5,51,1,0,5,5,1,0,1,1,"u_sector[0;0,5]","u_sector[0;5,1]","u_sector[0;0,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,5,52,2,5,52,2,0,5,5,2,0,2,1,"u_sector[0;0,5]","u_sector[0;5,2]","u_sector[0;0,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,5,53,3,5,53,3,0,5,5,3,0,3,1,"u_sector[0;0,5]","u_sector[0;5,3]","u_sector[0;0,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,5,54,4,5,54,4,0,5,5,4,0,4,1,"u_sector[0;0,5]","u_sector[0;5,4]","u_sector[0;0,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,5,55,5,5,55,5,0,5,5,5,0,5,1,"u_sector[0;0,5]","u_sector[0;5,5]","u_sector[0;0,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,5,56,6,5,56,6,0,5,5,6,0,6,1,"u_sector[0;0,5]","u_sector[0;5,6]","u_sector[0;0,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,5,57,7,5,57,7,0,5,5,7,0,7,1,"u_sector[0;0,5]","u_sector[0;5,7]","u_sector[0;0,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,5,58,8,5,58,8,0,5,5,8,0,8,1,"u_sector[0;0,5]","u_sector[0;5,8]","u_sector[0;0,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,5,59,9,5,59,9,0,5,5,9,0,9,1,"u_sector[0;0,5]","u_sector[0;5,9]","u_sector[0;0,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,6,60,0,6,60,0,0,6,6,0,0,0,1,"u_sector[0;0,6]","u_sector[0;6,0]","u_sector[0;0,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,6,61,1,6,61,1,0,6,6,1,0,1,1,"u_sector[0;0,6]","u_sector[0;6,1]","u_sector[0;0,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,6,62,2,6,62,2,0,6,6,2,0,2,1,"u_sector[0;0,6]","u_sector[0;6,2]","u_sector[0;0,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,6,63,3,6,63,3,0,6,6,3,0,3,1,"u_sector[0;0,6]","u_sector[0;6,3]","u_sector[0;0,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,6,64,4,6,64,4,0,6,6,4,0,4,1,"u_sector[0;0,6]","u_sector[0;6,4]","u_sector[0;0,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,6,65,5,6,65,5,0,6,6,5,0,5,1,"u_sector[0;0,6]","u_sector[0;6,5]","u_sector[0;0,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,6,66,6,6,66,6,0,6,6,6,0,6,1,"u_sector[0;0,6]","u_sector[0;6,6]","u_sector[0;0,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,6,67,7,6,67,7,0,6,6,7,0,7,1,"u_sector[0;0,6]","u_sector[0;6,7]","u_sector[0;0,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,6,68,8,6,68,8,0,6,6,8,0,8,1,"u_sector[0;0,6]","u_sector[0;6,8]","u_sector[0;0,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,6,69,9,6,69,9,0,6,6,9,0,9,1,"u_sector[0;0,6]","u_sector[0;6,9]","u_sector[0;0,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,7,70,0,7,70,0,0,7,7,0,0,0,1,"u_sector[0;0,7]","u_sector[0;7,0]","u_sector[0;0,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,7,71,1,7,71,1,0,7,7,1,0,1,1,"u_sector[0;0,7]","u_sector[0;7,1]","u_sector[0;0,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,7,72,2,7,72,2,0,7,7,2,0,2,1,"u_sector[0;0,7]","u_sector[0;7,2]","u_sector[0;0,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,7,73,3,7,73,3,0,7,7,3,0,3,1,"u_sector[0;0,7]","u_sector[0;7,3]","u_sector[0;0,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,7,74,4,7,74,4,0,7,7,4,0,4,1,"u_sector[0;0,7]","u_sector[0;7,4]","u_sector[0;0,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,7,75,5,7,75,5,0,7,7,5,0,5,1,"u_sector[0;0,7]","u_sector[0;7,5]","u_sector[0;0,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,7,76,6,7,76,6,0,7,7,6,0,6,1,"u_sector[0;0,7]","u_sector[0;7,6]","u_sector[0;0,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,7,77,7,7,77,7,0,7,7,7,0,7,1,"u_sector[0;0,7]","u_sector[0;7,7]","u_sector[0;0,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,7,78,8,7,78,8,0,7,7,8,0,8,1,"u_sector[0;0,7]","u_sector[0;7,8]","u_sector[0;0,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,7,79,9,7,79,9,0,7,7,9,0,9,1,"u_sector[0;0,7]","u_sector[0;7,9]","u_sector[0;0,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,8,80,0,8,80,0,0,8,8,0,0,0,1,"u_sector[0;0,8]","u_sector[0;8,0]","u_sector[0;0,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,8,81,1,8,81,1,0,8,8,1,0,1,1,"u_sector[0;0,8]","u_sector[0;8,1]","u_sector[0;0,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,8,82,2,8,82,2,0,8,8,2,0,2,1,"u_sector[0;0,8]","u_sector[0;8,2]","u_sector[0;0,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,8,83,3,8,83,3,0,8,8,3,0,3,1,"u_sector[0;0,8]","u_sector[0;8,3]","u_sector[0;0,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,8,84,4,8,84,4,0,8,8,4,0,4,1,"u_sector[0;0,8]","u_sector[0;8,4]","u_sector[0;0,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,8,85,5,8,85,5,0,8,8,5,0,5,1,"u_sector[0;0,8]","u_sector[0;8,5]","u_sector[0;0,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,8,86,6,8,86,6,0,8,8,6,0,6,1,"u_sector[0;0,8]","u_sector[0;8,6]","u_sector[0;0,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,8,87,7,8,87,7,0,8,8,7,0,7,1,"u_sector[0;0,8]","u_sector[0;8,7]","u_sector[0;0,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,8,88,8,8,88,8,0,8,8,8,0,8,1,"u_sector[0;0,8]","u_sector[0;8,8]","u_sector[0;0,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,8,89,9,8,89,9,0,8,8,9,0,9,1,"u_sector[0;0,8]","u_sector[0;8,9]","u_sector[0;0,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,9,90,0,9,90,0,0,9,9,0,0,0,1,"u_sector[0;0,9]","u_sector[0;9,0]","u_sector[0;0,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,9,91,1,9,91,1,0,9,9,1,0,1,1,"u_sector[0;0,9]","u_sector[0;9,1]","u_sector[0;0,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,9,92,2,9,92,2,0,9,9,2,0,2,1,"u_sector[0;0,9]","u_sector[0;9,2]","u_sector[0;0,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,9,93,3,9,93,3,0,9,9,3,0,3,1,"u_sector[0;0,9]","u_sector[0;9,3]","u_sector[0;0,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,9,94,4,9,94,4,0,9,9,4,0,4,1,"u_sector[0;0,9]","u_sector[0;9,4]","u_sector[0;0,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,9,95,5,9,95,5,0,9,9,5,0,5,1,"u_sector[0;0,9]","u_sector[0;9,5]","u_sector[0;0,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,9,96,6,9,96,6,0,9,9,6,0,6,1,"u_sector[0;0,9]","u_sector[0;9,6]","u_sector[0;0,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,9,97,7,9,97,7,0,9,9,7,0,7,1,"u_sector[0;0,9]","u_sector[0;9,7]","u_sector[0;0,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,9,98,8,9,98,8,0,9,9,8,0,8,1,"u_sector[0;0,9]","u_sector[0;9,8]","u_sector[0;0,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,9,99,9,9,99,9,0,9,9,9,0,9,1,"u_sector[0;0,9]","u_sector[0;9,9]","u_sector[0;0,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,10,0,10,10,0,10,1,0,0,0,1,0,1,"u_sector[0;1,0]","u_sector[0;0,0]","u_sector[0;1,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,10,1,11,10,1,11,1,0,0,1,1,1,1,"u_sector[0;1,0]","u_sector[0;0,1]","u_sector[0;1,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,10,2,12,10,2,12,1,0,0,2,1,2,1,"u_sector[0;1,0]","u_sector[0;0,2]","u_sector[0;1,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,10,3,13,10,3,13,1,0,0,3,1,3,1,"u_sector[0;1,0]","u_sector[0;0,3]","u_sector[0;1,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,10,4,14,10,4,14,1,0,0,4,1,4,1,"u_sector[0;1,0]","u_sector[0;0,4]","u_sector[0;1,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,10,5,15,10,5,15,1,0,0,5,1,5,1,"u_sector[0;1,0]","u_sector[0;0,5]","u_sector[0;1,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,10,6,16,10,6,16,1,0,0,6,1,6,1,"u_sector[0;1,0]","u_sector[0;0,6]","u_sector[0;1,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,10,7,17,10,7,17,1,0,0,7,1,7,1,"u_sector[0;1,0]","u_sector[0;0,7]","u_sector[0;1,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,10,8,18,10,8,18,1,0,0,8,1,8,1,"u_sector[0;1,0]","u_sector[0;0,8]","u_sector[0;1,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,10,9,19,10,9,19,1,0,0,9,1,9,1,"u_sector[0;1,0]","u_sector[0;0,9]","u_sector[0;1,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,11,10,10,11,10,10,1,1,1,0,1,0,1,"u_sector[0;1,1]","u_sector[0;1,0]","u_sector[0;1,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,11,11,11,11,11,11,1,1,1,1,1,1,1,"u_sector[0;1,1]","u_sector[0;1,1]","u_sector[0;1,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,11,12,12,11,12,12,1,1,1,2,1,2,1,"u_sector[0;1,1]","u_sector[0;1,2]","u_sector[0;1,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,11,13,13,11,13,13,1,1,1,3,1,3,1,"u_sector[0;1,1]","u_sector[0;1,3]","u_sector[0;1,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,11,14,14,11,14,14,1,1,1,4,1,4,1,"u_sector[0;1,1]","u_sector[0;1,4]","u_sector[0;1,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
