row_id,combo_id,generator_id,hit_count,miss_count,multi_target_count,distinct_target_count,perfect_flag
72,8,0,0,56,0,0,0
73,8,1,0,56,0,0,0
74,8,2,3,53,0,3,0
75,8,3,4,52,2,4,0
76,8,4,24,32,16,24,0
77,8,5,18,38,12,18,0
78,8,6,13,43,6,13,0
79,8,7,11,45,4,11,0
80,8,8,25,31,20,25,0
81,9,0,2,54,0,2,0
82,9,1,4,52,4,4,0
83,9,2,0,56,0,0,0
84,9,3,1,55,0,1,0
85,9,4,24,32,16,24,0
86,9,5,20,36,14,20,0
87,9,6,19,37,12,19,0
88,9,7,16,40,10,16,0
89,9,8,25,31,20,25,0
90,10,0,4,52,4,4,0
91,10,1,0,56,0,0,0
92,10,2,8,48,8,8,0
93,10,3,11,45,7,11,0
94,10,4,29,27,20,29,0
95,10,5,23,33,18,23,0
96,10,6,25,31,20,25,0
97,10,7,25,31,18,25,0
98,10,8,26,30,20,26,0
99,11,0,10,46,8,10,0
100,11,1,8,48,8,8,0
101,11,2,13,43,9,13,0
102,11,3,4,52,4,4,0
103,11,4,24,32,16,24,0
104,11,5,24,32,20,24,0
105,11,6,31,25,26,31,0
106,11,7,30,26,24,30,0
107,11,8,25,31,20,25,0
108,12,0,4,52,4,4,0
109,12,1,0,56,0,0,0
110,12,2,7,49,4,7,0
111,12,3,7,49,6,7,0
112,12,4,24,32,16,24,0
113,12,5,18,38,12,18,0
114,12,6,20,36,14,20,0
115,12,7,15,41,12,15,0
116,12,8,25,31,20,25,0
117,13,0,4,52,4,4,0
118,13,1,4,52,4,4,0
119,13,2,5,51,4,5,0
120,13,3,11,45,7,11,0
121,13,4,29,27,20,29,0
122,13,5,23,33,18,23,0
123,13,6,35,21,26,35,0
124,13,7,27,29,22,27,0
125,13,8,26,30,20,26,0
126,14,0,4,52,0,4,0
127,14,1,0,56,0,0,0
128,14,2,8,48,5,8,0
129,14,3,1,55,0,1,0
130,14,4,24,32,16,24,0
131,14,5,20,36,14,20,0
132,14,6,9,47,6,9,0
133,14,7,15,41,10,15,0
134,14,8,25,31,20,25,0
135,15,0,6,50,4,6,0
136,15,1,8,48,8,8,0
137,15,2,17,39,7,17,0
138,15,3,1,55,0,1,0
139,15,4,24,32,16,24,0
140,15,5,24,32,20,24,0
141,15,6,24,32,18,24,0
142,15,7,27,29,20,27,0
143,15,8,25,31,20,25,0
144,16,0,2,54,0,2,0
145,16,1,2,54,0,2,0
146,16,2,7,49,1,7,0
147,16,3,4,52,2,4,0
148,16,4,24,32,16,24,0
149,16,5,19,37,12,19,0
150,16,6,12,44,6,12,0
151,16,7,17,39,12,17,0
152,16,8,10,46,2,10,0
153,17,0,2,54,0,2,0
154,17,1,2,54,0,2,0
155,17,2,12,44,2,12,0
156,17,3,4,52,2,4,0
157,17,4,24,32,16,24,0
158,17,5,19,37,12,19,0
159,17,6,17,39,10,17,0
160,17,7,17,39,12,17,0
161,17,8,10,46,2,10,0
162,18,0,5,51,2,5,0
163,18,1,1,55,0,1,0
164,18,2,2,54,0,2,0
165,18,3,5,51,1,5,0
166,18,4,25,31,16,25,0
167,18,5,21,35,14,21,0
168,18,6,14,42,8,14,0
169,18,7,17,39,10,17,0
170,18,8,9,47,2,9,0
171,19,0,5,51,2,5,0
172,19,1,1,55,0,1,0
173,19,2,1,55,0,1,0
174,19,3,5,51,1,5,0
175,19,4,25,31,16,25,0
176,19,5,21,35,14,21,0
177,19,6,19,37,12,19,0
178,19,7,17,39,10,17,0
179,19,8,10,46,2,10,0
180,20,0,7,49,4,7,0
181,20,1,4,52,0,4,0
182,20,2,7,49,4,7,0
183,20,3,9,47,6,9,0
184,20,4,24,32,16,24,0
185,20,5,21,35,14,21,0
186,20,6,25,31,18,25,0
187,20,7,25,31,18,25,0
188,20,8,31,25,22,31,0
189,21,0,7,49,4,7,0
190,21,1,7,49,4,7,0
191,21,2,6,50,4,6,0
192,21,3,12,44,7,12,0
193,21,4,29,27,20,29,0
194,21,5,24,32,18,24,0
195,21,6,30,26,22,30,0
196,21,7,29,27,22,29,0
197,21,8,31,25,22,31,0
198,22,0,4,52,1,4,0
199,22,1,3,53,0,3,0
200,22,2,8,48,5,8,0
201,22,3,6,50,3,6,0
202,22,4,27,29,18,27,0
203,22,5,21,35,16,21,0
204,22,6,14,42,10,14,0
205,22,7,25,31,16,25,0
206,22,8,30,26,22,30,0
207,23,0,8,48,5,8,0
208,23,1,10,46,8,10,0
209,23,2,13,43,6,13,0
210,23,3,4,52,1,4,0
211,23,4,25,31,16,25,0
212,23,5,25,31,20,25,0
213,23,6,19,37,14,19,0
214,23,7,29,27,20,29,0
215,23,8,31,25,22,31,0
216,24,0,3,53,0,3,0
217,24,1,2,54,0,2,0
218,24,2,4,52,0,4,0
219,24,3,4,52,2,4,0
220,24,4,24,32,16,24,0
221,24,5,19,37,12,19,0
222,24,6,12,44,6,12,0
223,24,7,11,45,4,11,0
224,24,8,21,35,12,21,0
225,25,0,5,51,2,5,0
226,25,1,2,54,0,2,0
227,25,2,11,45,2,11,0
228,25,3,5,51,2,5,0
229,25,4,24,32,16,24,0
230,25,5,21,35,14,21,0
231,25,6,27,29,18,27,0
232,25,7,16,40,6,16,0
233,25,8,20,36,12,20,0
234,26,0,6,50,4,6,0
235,26,1,2,54,0,2,0
236,26,2,8,48,4,8,0
237,26,3,8,48,6,8,0
238,26,4,24,32,16,24,0
239,26,5,19,37,12,19,0
240,26,6,21,35,14,21,0
241,26,7,22,34,14,22,0
242,26,8,21,35,12,21,0
243,27,0,8,48,6,8,0
244,27,1,2,54,0,2,0
245,27,2,6,50,4,6,0
246,27,3,12,44,7,12,0
247,27,4,29,27,20,29,0
248,27,5,24,32,18,24,0
249,27,6,36,20,26,36,0
250,27,7,27,29,16,27,0
251,27,8,21,35,12,21,0
252,28,0,1,55,0,1,0
253,28,1,2,54,0,2,0
254,28,2,1,55,0,1,0
255,28,3,5,51,1,5,0
256,28,4,25,31,16,25,0
257,28,5,21,35,14,21,0
258,28,6,11,45,6,11,0
259,28,7,10,46,4,10,0
260,28,8,24,32,16,24,0
261,29,0,1,55,0,1,0
262,29,1,6,50,4,6,0
263,29,2,1,55,0,1,0
264,29,3,7,49,3,7,0
265,29,4,27,29,18,27,0
266,29,5,21,35,16,21,0
267,29,6,26,30,18,26,0
268,29,7,19,37,12,19,0
269,29,8,23,33,16,23,0
270,30,0,1,55,0,1,0
271,30,1,2,54,0,2,0
272,30,2,5,51,4,5,0
273,30,3,5,51,1,5,0
274,30,4,25,31,16,25,0
275,30,5,21,35,14,21,0
276,30,6,11,45,6,11,0
277,30,7,21,35,14,21,0
278,30,8,24,32,16,24,0
279,31,0,5,51,4,5,0
280,31,1,10,46,8,10,0
281,31,2,14,42,6,14,0
282,31,3,5,51,1,5,0
283,31,4,25,31,16,25,0
284,31,5,25,31,20,25,0
285,31,6,26,30,18,26,0
286,31,7,30,26,22,30,0
287,31,8,24,32,16,24,0
288,32,0,0,56,0,0,0
289,32,1,1,55,0,1,0
290,32,2,1,55,0,1,0
291,32,3,5,51,1,5,0
292,32,4,24,32,14,24,0
293,32,5,12,44,6,12,0
294,32,6,13,43,4,13,0
295,32,7,14,42,4,14,0
296,32,8,25,31,18,25,0
297,33,0,3,53,1,3,0
298,33,1,0,56,0,0,0
299,33,2,0,56,0,0,0
300,33,3,6,50,1,6,0
301,33,4,24,32,14,24,0
302,33,5,14,42,8,14,0
303,33,6,13,43,6,13,0
304,33,7,19,37,10,19,0
305,33,8,25,31,18,25,0
306,34,0,0,56,0,0,0
307,34,1,5,51,4,5,0
308,34,2,2,54,0,2,0
309,34,3,2,54,2,2,0
310,34,4,27,29,18,27,0
311,34,5,17,39,12,17,0
312,34,6,25,31,18,25,0
313,34,7,15,41,8,15,0
314,34,8,27,29,22,27,0
315,35,0,2,54,2,2,0
316,35,1,2,54,2,2,0
317,35,2,2,54,2,2,0
318,35,3,3,53,2,3,0
319,35,4,25,31,16,25,0
320,35,5,18,38,14,18,0
321,35,6,25,31,20,25,0
322,35,7,20,36,14,20,0
323,35,8,24,32,20,24,0
324,36,0,0,56,0,0,0
325,36,1,1,55,0,1,0
326,36,2,1,55,0,1,0
327,36,3,2,54,0,2,0
328,36,4,24,32,14,24,0
329,36,5,12,44,6,12,0
330,36,6,22,34,12,22,0
331,36,7,10,46,6,10,0
332,36,8,25,31,18,25,0
333,37,0,0,56,0,0,0
334,37,1,4,52,4,4,0
335,37,2,1,55,0,1,0
336,37,3,0,56,0,0,0
337,37,4,27,29,18,27,0
338,37,5,17,39,12,17,0
339,37,6,27,29,18,27,0
340,37,7,22,34,16,22,0
341,37,8,27,29,22,27,0
342,38,0,4,52,0,4,0
343,38,1,1,55,0,1,0
344,38,2,1,55,0,1,0
345,38,3,3,53,2,3,0
346,38,4,24,32,14,24,0
347,38,5,14,42,8,14,0
348,38,6,11,45,4,11,0
349,38,7,12,44,6,12,0
350,38,8,25,31,18,25,0
351,39,0,4,52,2,4,0
352,39,1,2,54,2,2,0
353,39,2,8,48,6,8,0
354,39,3,3,53,2,3,0
355,39,4,25,31,16,25,0
356,39,5,18,38,14,18,0
357,39,6,16,40,10,16,0
358,39,7,24,32,16,24,0
359,39,8,24,32,20,24,0
360,40,0,2,54,0,2,0
361,40,1,6,50,4,6,0
362,40,2,2,54,0,2,0
363,40,3,3,53,2,3,0
364,40,4,23,33,14,23,0
365,40,5,12,44,6,12,0
366,40,6,12,44,4,12,0
367,40,7,12,44,6,12,0
368,40,8,8,48,0,8,0
369,41,0,2,54,0,2,0
370,41,1,7,49,4,7,0
371,41,2,7,49,3,7,0
372,41,3,5,51,2,5,0
373,41,4,24,32,14,24,0
374,41,5,13,43,6,13,0
375,41,6,11,45,2,11,0
376,41,7,12,44,6,12,0
377,41,8,13,43,4,13,0
378,42,0,11,45,4,11,0
379,42,1,5,51,4,5,0
380,42,2,2,54,0,2,0
381,42,3,2,54,0,2,0
382,42,4,24,32,14,24,0
383,42,5,14,42,8,14,0
384,42,6,14,42,6,14,0
385,42,7,14,42,6,14,0
386,42,8,7,49,0,7,0
387,43,0,11,45,4,11,0
388,43,1,6,50,4,6,0
389,43,2,1,55,0,1,0
390,43,3,2,54,0,2,0
391,43,4,25,31,14,25,0
392,43,5,15,41,8,15,0
393,43,6,13,43,4,13,0
394,43,7,14,42,6,14,0
395,43,8,11,45,2,11,0
396,44,0,3,53,0,3,0
397,44,1,3,53,0,3,0
398,44,2,3,53,0,3,0
399,44,3,3,53,0,3,0
400,44,4,23,33,14,23,0
401,44,5,18,38,10,18,0
402,44,6,25,31,16,25,0
403,44,7,20,36,10,20,0
404,44,8,29,27,20,29,0
405,45,0,3,53,0,3,0
406,45,1,6,50,4,6,0
407,45,2,2,54,0,2,0
408,45,3,1,55,0,1,0
409,45,4,27,29,18,27,0
410,45,5,18,38,12,18,0
411,45,6,24,32,14,24,0
412,45,7,24,32,16,24,0
413,45,8,34,22,24,34,0
414,46,0,5,51,0,5,0
415,46,1,2,54,0,2,0
416,46,2,1,55,0,1,0
417,46,3,6,50,4,6,0
418,46,4,26,30,16,26,0
419,46,5,17,39,12,17,0
420,46,6,14,42,8,14,0
421,46,7,22,34,10,22,0
422,46,8,28,28,20,28,0
423,47,0,7,49,2,7,0
424,47,1,3,53,2,3,0
425,47,2,6,50,3,6,0
426,47,3,4,52,2,4,0
427,47,4,26,30,16,26,0
428,47,5,19,37,14,19,0
429,47,6,13,43,6,13,0
430,47,7,26,30,16,26,0
431,47,8,32,24,22,32,0
432,48,0,3,53,0,3,0
433,48,1,3,53,0,3,0
434,48,2,2,54,0,2,0
435,48,3,1,55,0,1,0
436,48,4,23,33,14,23,0
437,48,5,12,44,6,12,0
438,48,6,19,37,8,19,0
439,48,7,12,44,4,12,0
440,48,8,17,39,8,17,0
441,49,0,13,43,10,13,0
442,49,1,6,50,4,6,0
443,49,2,9,47,6,9,0
444,49,3,3,53,0,3,0
445,49,4,23,33,14,23,0
446,49,5,18,38,10,18,0
447,49,6,24,32,14,24,0
448,49,7,17,39,6,17,0
449,49,8,16,40,8,16,0
450,50,0,2,54,0,2,0
451,50,1,3,53,0,3,0
452,50,2,2,54,0,2,0
453,50,3,3,53,0,3,0
454,50,4,24,32,14,24,0
455,50,5,13,43,6,13,0
456,50,6,23,33,12,23,0
457,50,7,14,42,4,14,0
458,50,8,21,35,8,21,0
459,51,0,6,50,4,6,0
460,51,1,10,46,8,10,0
461,51,2,2,54,0,2,0
462,51,3,1,55,0,1,0
463,51,4,27,29,18,27,0
464,51,5,18,38,12,18,0
465,51,6,28,28,18,28,0
466,51,7,19,37,6,19,0
467,51,8,21,35,14,21,0
468,52,0,3,53,0,3,0
469,52,1,1,55,0,1,0
470,52,2,1,55,0,1,0
471,52,3,2,54,0,2,0
472,52,4,24,32,14,24,0
473,52,5,14,42,8,14,0
474,52,6,10,46,2,10,0
475,52,7,11,45,4,11,0
476,52,8,20,36,12,20,0
477,53,0,5,51,0,5,0
478,53,1,4,52,0,4,0
479,53,2,1,55,0,1,0
480,53,3,4,52,2,4,0
481,53,4,26,30,16,26,0
482,53,5,17,39,12,17,0
483,53,6,15,41,8,15,0
484,53,7,20,36,12,20,0
485,53,8,19,37,12,19,0
486,54,0,3,53,0,3,0
487,54,1,1,55,0,1,0
488,54,2,1,55,0,1,0
489,54,3,6,50,4,6,0
490,54,4,25,31,14,25,0
491,54,5,15,41,8,15,0
492,54,6,13,43,4,13,0
493,54,7,13,43,4,13,0
494,54,8,24,32,12,24,0
495,55,0,5,51,2,5,0
496,55,1,4,52,2,4,0
497,55,2,8,48,6,8,0
498,55,3,6,50,4,6,0
499,55,4,26,30,16,26,0
500,55,5,19,37,14,19,0
501,55,6,18,38,10,18,0
502,55,7,22,34,12,22,0
503,55,8,24,32,18,24,0
504,56,0,0,56,0,0,0
505,56,1,1,55,0,1,0
506,56,2,5,51,1,5,0
507,56,3,4,52,4,4,0
508,56,4,25,31,16,25,0
509,56,5,19,37,14,19,0
510,56,6,18,38,10,18,0
511,56,7,19,37,14,19,0
512,56,8,9,47,2,9,0
513,57,0,0,56,0,0,0
514,57,1,2,54,0,2,0
515,57,2,5,51,3,5,0
516,57,3,6,50,4,6,0
517,57,4,26,30,16,26,0
518,57,5,20,36,14,20,0
519,57,6,12,44,4,12,0
520,57,7,19,37,14,19,0
521,57,8,14,42,6,14,0
522,58,0,4,52,0,4,0
523,58,1,1,55,0,1,0
524,58,2,3,53,1,3,0
525,58,3,1,55,0,1,0
526,58,4,25,31,16,25,0
527,58,5,21,35,16,21,0
528,58,6,20,36,12,20,0
529,58,7,16,40,8,16,0
530,58,8,9,47,2,9,0
531,59,0,4,52,0,4,0
532,59,1,2,54,0,2,0
533,59,2,3,53,1,3,0
534,59,3,1,55,0,1,0
535,59,4,26,30,16,26,0
536,59,5,22,34,16,22,0
537,59,6,14,42,6,14,0
538,59,7,16,40,8,16,0
539,59,8,12,44,4,12,0
540,60,0,4,52,4,4,0
541,60,1,4,52,4,4,0
542,60,2,4,52,4,4,0
543,60,3,11,45,7,11,0
544,60,4,30,26,20,30,0
545,60,5,25,31,18,25,0
546,60,6,31,25,22,31,0
547,60,7,27,29,18,27,0
548,60,8,30,26,22,30,0
549,61,0,4,52,4,4,0
550,61,1,4,52,4,4,0
551,61,2,4,52,4,4,0
552,61,3,6,50,6,6,0
553,61,4,29,27,20,29,0
554,61,5,22,34,16,22,0
555,61,6,25,31,16,25,0
556,61,7,27,29,20,27,0
557,61,8,35,21,26,35,0
558,62,0,6,50,4,6,0
559,62,1,8,48,8,8,0
560,62,2,12,44,6,12,0
561,62,3,3,53,2,3,0
562,62,4,25,31,16,25,0
563,62,5,24,32,20,24,0
564,62,6,20,36,14,20,0
565,62,7,24,32,12,24,0
566,62,8,30,26,22,30,0
567,63,0,4,52,2,4,0
568,63,1,2,54,2,2,0
569,63,2,12,44,8,12,0
570,63,3,3,53,2,3,0
571,63,4,27,29,18,27,0
572,63,5,22,34,18,22,0
573,63,6,14,42,8,14,0
574,63,7,24,32,14,24,0
575,63,8,33,23,24,33,0
576,64,0,5,51,4,5,0
577,64,1,1,55,0,1,0
578,64,2,4,52,4,4,0
579,64,3,6,50,6,6,0
580,64,4,25,31,16,25,0
581,64,5,19,37,14,19,0
582,64,6,20,36,10,20,0
583,64,7,21,35,14,21,0
584,64,8,19,37,12,19,0
585,65,0,7,49,4,7,0
586,65,1,3,53,0,3,0
587,65,2,6,50,6,6,0
588,65,3,11,45,7,11,0
589,65,4,30,26,20,30,0
590,65,5,25,31,18,25,0
591,65,6,30,26,20,30,0
592,65,7,26,30,16,26,0
593,65,8,19,37,12,19,0
594,66,0,1,55,0,1,0
595,66,1,1,55,0,1,0
596,66,2,0,56,0,0,0
597,66,3,4,52,2,4,0
598,66,4,26,30,16,26,0
599,66,5,20,36,14,20,0
600,66,6,15,41,6,15,0
601,66,7,12,44,4,12,0
602,66,8,23,33,12,23,0
603,67,0,1,55,0,1,0
604,67,1,5,51,4,5,0
605,67,2,5,51,1,5,0
606,67,3,2,54,2,2,0
607,67,4,29,27,20,29,0
608,67,5,22,34,16,22,0
609,67,6,25,31,16,25,0
610,67,7,17,39,6,17,0
611,67,8,23,33,18,23,0
612,68,0,2,54,0,2,0
613,68,1,0,56,0,0,0
614,68,2,7,49,5,7,0
615,68,3,1,55,0,1,0
616,68,4,25,31,16,25,0
617,68,5,21,35,16,21,0
618,68,6,11,45,4,11,0
619,68,7,20,36,14,20,0
620,68,8,22,34,16,22,0
621,69,0,12,44,10,12,0
622,69,1,8,48,8,8,0
623,69,2,12,44,6,12,0
624,69,3,1,55,0,1,0
625,69,4,25,31,16,25,0
626,69,5,24,32,20,24,0
627,69,6,21,35,14,21,0
628,69,7,29,27,22,29,0
629,69,8,22,34,16,22,0
630,70,0,2,54,0,2,0
631,70,1,0,56,0,0,0
632,70,2,3,53,1,3,0
633,70,3,5,51,4,5,0
634,70,4,26,30,16,26,0
635,70,5,22,34,16,22,0
636,70,6,14,42,6,14,0
637,70,7,11,45,4,11,0
638,70,8,26,30,16,26,0
639,71,0,4,52,2,4,0
640,71,1,6,50,6,6,0
641,71,2,5,51,3,5,0
642,71,3,5,51,4,5,0
643,71,4,27,29,18,27,0
644,71,5,22,34,18,22,0
645,71,6,24,32,16,24,0
646,71,7,20,36,12,20,0
647,71,8,26,30,22,26,0
648,72,0,5,51,1,5,0
649,72,1,4,52,0,4,0
650,72,2,5,51,1,5,0
651,72,3,3,53,2,3,0
652,72,4,25,31,16,25,0
653,72,5,10,46,2,10,0
654,72,6,21,35,10,21,0
655,72,7,14,42,4,14,0
656,72,8,21,35,12,21,0
657,73,0,9,47,5,9,0
658,73,1,7,49,4,7,0
659,73,2,5,51,1,5,0
660,73,3,3,53,2,3,0
661,73,4,25,31,16,25,0
662,73,5,13,43,6,13,0
663,73,6,21,35,10,21,0
664,73,7,13,43,4,13,0
665,73,8,21,35,12,21,0
666,74,0,4,52,2,4,0
667,74,1,7,49,4,7,0
668,74,2,2,54,0,2,0
669,74,3,8,48,3,8,0
670,74,4,26,30,16,26,0
671,74,5,11,45,4,11,0
672,74,6,16,40,6,16,0
673,74,7,15,41,4,15,0
674,74,8,25,31,12,25,0
675,75,0,3,53,0,3,0
676,75,1,1,55,0,1,0
677,75,2,4,52,1,4,0
678,75,3,5,51,1,5,0
679,75,4,26,30,16,26,0
680,75,5,10,46,4,10,0
681,75,6,12,44,4,12,0
682,75,7,13,43,6,13,0
683,75,8,24,32,16,24,0
684,76,0,3,53,0,3,0
685,76,1,1,55,0,1,0
686,76,2,4,52,1,4,0
687,76,3,5,51,1,5,0
688,76,4,26,30,16,26,0
689,76,5,14,42,8,14,0
690,76,6,12,44,4,12,0
691,76,7,18,38,10,18,0
692,76,8,24,32,16,24,0
693,77,0,3,53,0,3,0
694,77,1,1,55,0,1,0
695,77,2,7,49,2,7,0
696,77,3,8,48,2,8,0
697,77,4,27,29,16,27,0
698,77,5,13,43,6,13,0
699,77,6,15,41,6,15,0
700,77,7,20,36,10,20,0
701,77,8,28,28,16,28,0
702,78,0,7,49,4,7,0
703,78,1,2,54,0,2,0
704,78,2,13,43,10,13,0
705,78,3,9,47,6,9,0
706,78,4,25,31,16,25,0
707,78,5,25,31,16,25,0
708,78,6,26,30,16,26,0
709,78,7,28,28,18,28,0
710,78,8,20,36,12,20,0
711,79,0,7,49,4,7,0
712,79,1,2,54,0,2,0
713,79,2,8,48,6,8,0
714,79,3,12,44,7,12,0
715,79,4,30,26,20,30,0
716,79,5,28,28,20,28,0
717,79,6,31,25,20,31,0
718,79,7,27,29,18,27,0
719,79,8,21,35,12,21,0
720,80,0,3,53,0,3,0
721,80,1,6,50,4,6,0
722,80,2,7,49,1,7,0
723,80,3,4,52,2,4,0
724,80,4,29,27,20,29,0
725,80,5,26,30,18,26,0
726,80,6,26,30,16,26,0
727,80,7,16,40,8,16,0
728,80,8,25,31,18,25,0
729,81,0,6,50,1,6,0
730,81,1,3,53,0,3,0
731,81,2,8,48,5,8,0
732,81,3,7,49,3,7,0
733,81,4,28,28,18,28,0
734,81,5,25,31,18,25,0
735,81,6,17,39,10,17,0
736,81,7,27,29,20,27,0
737,81,8,23,33,16,23,0
738,82,0,10,46,5,10,0
739,82,1,10,46,8,10,0
740,82,2,13,43,6,13,0
741,82,3,5,51,1,5,0
742,82,4,26,30,16,26,0
743,82,5,29,27,22,29,0
744,82,6,22,34,14,22,0
745,82,7,32,24,24,32,0
746,82,8,24,32,16,24,0
747,83,0,5,51,2,5,0
748,83,1,8,48,6,8,0
749,83,2,6,50,3,6,0
750,83,3,10,46,5,10,0
751,83,4,28,28,18,28,0
752,83,5,28,28,20,28,0
753,83,6,25,31,16,25,0
754,83,7,21,35,14,21,0
755,83,8,28,28,22,28,0
756,84,0,3,53,0,3,0
757,84,1,2,54,0,2,0
758,84,2,2,54,0,2,0
759,84,3,5,51,4,5,0
760,84,4,25,31,16,25,0
761,84,5,17,39,10,17,0
762,84,6,14,42,4,14,0
763,84,7,12,44,6,12,0
764,84,8,30,26,20,30,0
765,85,0,5,51,2,5,0
766,85,1,2,54,0,2,0
767,85,2,3,53,0,3,0
768,85,3,7,49,4,7,0
769,85,4,25,31,16,25,0
770,85,5,17,39,10,17,0
771,85,6,16,40,6,16,0
772,85,7,20,36,10,20,0
773,85,8,32,24,24,32,0
774,86,0,6,50,4,6,0
775,86,1,2,54,0,2,0
776,86,2,6,50,4,6,0
777,86,3,9,47,8,9,0
778,86,4,25,31,16,25,0
779,86,5,17,39,10,17,0
780,86,6,23,33,12,23,0
781,86,7,20,36,14,20,0
782,86,8,30,26,20,30,0
783,87,0,8,48,6,8,0
784,87,1,2,54,0,2,0
785,87,2,6,50,4,6,0
786,87,3,14,42,9,14,0
787,87,4,30,26,20,30,0
788,87,5,24,32,18,24,0
789,87,6,25,31,14,25,0
790,87,7,28,28,18,28,0
791,87,8,32,24,24,32,0
792,88,0,2,54,0,2,0
793,88,1,3,53,0,3,0
794,88,2,2,54,0,2,0
795,88,3,6,50,2,6,0
796,88,4,26,30,16,26,0
797,88,5,19,37,10,19,0
798,88,6,21,35,10,21,0
799,88,7,20,36,14,20,0
800,88,8,16,40,6,16,0
801,89,0,6,50,4,6,0
802,89,1,10,46,8,10,0
803,89,2,2,54,0,2,0
804,89,3,4,52,2,4,0
805,89,4,29,27,20,29,0
806,89,5,19,37,14,19,0
807,89,6,23,33,12,23,0
808,89,7,28,28,20,28,0
809,89,8,18,38,10,18,0
810,90,0,3,53,0,3,0
811,90,1,2,54,0,2,0
812,90,2,4,52,1,4,0
813,90,3,5,51,1,5,0
814,90,4,26,30,16,26,0
815,90,5,19,37,10,19,0
816,90,6,11,45,2,11,0
817,90,7,14,42,6,14,0
818,90,8,30,26,20,30,0
819,91,0,3,53,0,3,0
820,91,1,6,50,4,6,0
821,91,2,4,52,1,4,0
822,91,3,7,49,3,7,0
823,91,4,28,28,18,28,0
824,91,5,19,37,10,19,0
825,91,6,24,32,14,24,0
826,91,7,22,34,10,22,0
827,91,8,29,27,22,29,0
828,92,0,3,53,0,3,0
829,92,1,2,54,0,2,0
830,92,2,8,48,5,8,0
831,92,3,5,51,1,5,0
832,92,4,26,30,16,26,0
833,92,5,19,37,10,19,0
834,92,6,20,36,10,20,0
835,92,7,17,39,8,17,0
836,92,8,30,26,20,30,0
837,93,0,7,49,4,7,0
838,93,1,10,46,8,10,0
839,93,2,13,43,6,13,0
840,93,3,5,51,1,5,0
841,93,4,26,30,16,26,0
842,93,5,26,30,18,26,0
843,93,6,33,23,22,33,0
844,93,7,25,31,12,25,0
845,93,8,30,26,22,30,0
846,94,0,3,53,0,3,0
847,94,1,1,55,0,1,0
848,94,2,4,52,1,4,0
849,94,3,8,48,3,8,0
850,94,4,27,29,16,27,0
851,94,5,21,35,10,21,0
852,94,6,18,38,8,18,0
853,94,7,17,39,8,17,0
854,94,8,16,40,6,16,0
855,95,0,5,51,2,5,0
856,95,1,4,52,2,4,0
857,95,2,6,50,3,6,0
858,95,3,7,49,3,7,0
859,95,4,28,28,18,28,0
860,95,5,21,35,14,21,0
861,95,6,31,25,20,31,0
862,95,7,25,31,14,25,0
863,95,8,16,40,8,16,0
864,96,0,2,54,0,2,0
865,96,1,1,55,0,1,0
866,96,2,1,55,0,1,0
867,96,3,0,56,0,0,0
868,96,4,24,32,14,24,0
