source_addr,finite_frontier_targets,frontier_min,frontier_max,closure_volume,exact_pair_count,exact_pair_weight
101,985,0,107,950757,170,3336
102,985,0,107,950757,170,1668
103,985,0,107,950757,170,1668
104,985,0,107,950757,170,1668
105,985,0,107,950757,170,1668
106,985,0,107,950757,170,556
107,985,0,107,950757,284,3336
108,985,0,107,950757,284,3336
109,985,0,107,950757,284,3336
110,985,0,107,950757,284,3336
111,985,0,107,950757,284,3336
112,985,0,107,950757,284,3336
113,985,0,107,950757,284,3336
114,985,0,107,950757,284,3336
115,985,0,107,950757,284,3336
116,985,0,107,950757,284,3336
117,985,0,107,950757,284,3336
118,985,0,107,950757,284,3336
119,985,0,108,950756,284,3336
120,985,0,108,950754,284,3336
121,985,0,109,950752,284,3336
122,985,0,109,950752,284,3336
123,985,0,109,950752,284,3336
124,985,0,109,950752,284,3336
125,985,0,109,950752,284,3336
126,985,0,109,950752,284,3336
127,985,0,109,950752,284,3336
128,985,0,125,950708,284,3336
129,985,0,125,950708,284,3336
130,985,0,125,950708,284,3336
131,985,0,125,950704,284,3336
132,985,0,125,950704,284,3336
133,985,0,125,950704,284,3336
134,985,0,125,950701,284,3336
135,985,0,125,950700,284,3336
136,985,0,125,950691,284,3336
137,985,0,137,950655,284,3336
138,985,0,138,950581,284,3336
139,985,139,195,822702,139,3648
140,985,139,195,822702,139,3648
141,985,139,195,822702,139,3648
142,985,139,195,822702,139,3648
143,985,139,195,822702,139,1824
144,985,139,195,822702,139,1824
145,985,139,195,822702,139,1824
146,985,139,195,822702,139,1824
147,985,139,195,822702,139,1824
148,985,139,195,822702,139,1824
149,985,139,195,822702,139,1824
150,985,139,195,822702,139,1824
151,985,139,195,822702,76,3648
152,985,139,195,822702,76,304
153,985,139,195,822702,76,912
154,985,139,195,822702,76,3648
155,985,139,195,822702,76,456
156,985,139,195,822702,76,912
157,985,139,195,822702,76,456
158,985,139,195,822702,76,912
159,985,139,195,822702,76,912
160,985,139,195,822702,76,228
161,985,139,195,822702,76,912
162,985,139,195,822702,76,228
163,985,139,195,822702,76,76
164,985,139,195,822702,76,456
165,985,139,195,822702,76,456
166,985,139,195,822702,76,76
167,985,139,195,822702,76,1824
168,985,139,195,822702,76,3648
169,985,139,195,822702,76,1824
170,985,139,195,822702,76,3648
171,985,139,195,822702,240,3648
172,985,139,195,822702,240,3648
173,985,139,195,822702,240,3648
174,985,139,195,822702,240,3648
175,985,139,195,822702,240,3648
176,985,139,195,822702,240,3648
177,985,139,195,822702,240,3648
178,985,139,195,822702,240,3648
179,985,139,195,822702,240,3648
180,985,139,195,822702,240,3648
181,985,139,195,822702,240,3648
182,985,139,195,822702,240,3648
183,985,139,195,822702,170,3648
184,985,139,195,822702,170,3648
185,985,139,195,822702,170,3648
186,985,139,195,822702,170,3648
187,985,139,195,822702,170,3648
188,985,139,195,822702,170,1216
189,985,139,195,822702,170,3648
190,985,139,195,822702,170,3648
191,985,139,195,822702,170,3648
192,985,139,195,822702,170,3648
193,985,139,195,822702,170,3648
194,985,139,195,822702,170,1216
195,985,139,195,822702,284,3648
196,985,139,195,822702,284,3648
197,985,139,197,822698,284,3648
198,985,139,197,822698,284,3648
199,985,139,197,822698,284,1824
200,985,139,197,822698,284,1824
201,985,139,197,822698,284,3648
202,985,139,198,822697,284,1824
203,985,139,198,822697,284,3648
204,985,139,204,822679,284,1824
205,985,139,205,822676,284,3648
206,985,139,205,822676,284,3648
207,985,139,205,822676,284,3648
208,985,139,206,822675,284,3648
209,985,139,206,822675,284,3648
210,985,139,208,822667,284,3648
211,985,139,211,822615,284,1824
212,985,139,211,822613,284,1824
213,985,139,213,822609,284,1824
214,985,139,214,822603,284,1824
215,985,215,271,748450,139,2432
216,985,215,271,748450,139,4864
217,985,215,271,748450,139,2432
218,985,215,271,748450,139,2432
219,985,215,271,748450,139,4864
220,985,215,271,748450,139,2432
221,985,215,271,748450,139,4864
222,985,215,271,748450,139,4864
223,985,215,271,748450,76,4864
224,985,215,271,748450,76,4864
225,985,215,271,748450,76,2432
226,985,215,271,748450,76,2432
227,985,215,271,748450,76,76
228,985,215,271,748450,76,304
229,985,215,271,748450,76,152
230,985,215,271,748450,76,304
231,985,215,271,748450,76,152
232,985,215,271,748450,76,76
233,985,215,271,748450,76,4864
234,985,215,271,748450,76,76
235,985,215,271,748450,76,1216
236,985,215,271,748450,76,1216
237,985,215,271,748450,76,608
238,985,215,271,748450,76,608
239,985,215,271,748450,76,1216
240,985,215,271,748450,76,76
241,985,215,271,748450,240,2432
242,985,215,271,748450,240,1216
243,985,215,271,748450,240,2432
244,985,215,271,748450,240,1216
245,985,215,271,748450,240,1216
246,985,215,271,748450,240,1216
247,985,215,271,748450,240,2432
248,985,215,271,748450,240,1216
249,985,215,271,748450,240,4864
250,985,215,271,748450,240,2432
251,985,215,271,748450,240,2432
252,985,215,271,748450,240,1216
253,985,215,271,748450,240,1216
254,985,215,271,748450,240,4864
255,985,215,271,748450,240,1216
256,985,215,271,748450,240,1216
257,985,215,271,748450,240,2432
258,985,215,271,748450,240,1216
259,985,215,271,748450,240,1216
260,985,215,271,748450,240,2432
261,985,215,271,748450,240,2432
262,985,215,271,748450,240,1216
263,985,215,271,748450,170,4864
264,985,215,271,748450,170,4864
265,985,215,271,748450,170,4864
266,985,215,271,748450,170,4864
267,985,215,271,748450,170,4864
268,985,215,271,748450,170,4864
269,985,215,271,748450,170,4864
270,985,215,271,748450,170,4864
271,985,215,271,748450,284,2432
272,985,215,271,748450,284,4864
273,985,215,271,748450,284,4864
274,985,215,271,748450,284,2432
275,985,215,271,748450,284,2432
276,985,215,271,748450,284,2432
277,985,215,271,748450,284,2432
278,985,215,271,748450,284,2432
279,985,215,271,748450,284,2432
280,985,215,271,748450,284,2432
281,985,215,271,748450,284,2432
282,985,215,271,748450,284,4864
283,985,215,271,748450,284,2432
284,985,215,271,748450,284,2432
285,985,215,271,748449,284,2432
286,985,215,271,748449,284,2432
287,985,215,271,748449,284,4864
288,985,215,271,748448,284,2432
289,985,215,274,748429,284,2432
290,985,215,287,748384,284,2432
291,985,291,467,654038,139,3840
292,985,291,467,654038,139,3840
293,985,291,467,654038,139,3840
294,985,291,467,654038,139,3840
295,985,291,467,654038,139,3840
296,985,291,467,654038,139,3840
297,985,291,467,654038,139,3840
298,985,291,467,654038,139,3840
299,985,291,467,654038,139,3840
300,985,291,467,654038,139,3840
301,985,291,467,654038,139,3840
302,985,291,467,654038,139,3840
303,985,291,467,654038,139,3840
304,985,291,467,654038,139,3840
305,985,291,467,654038,139,3840
306,985,291,467,654038,139,3840
307,985,291,467,654038,139,3840
308,985,291,467,654038,139,3840
309,985,291,467,654038,139,3840
310,985,291,467,654038,139,3840
311,985,291,467,654038,139,3840
312,985,291,467,654038,139,3840
313,985,291,467,654038,139,3840
314,985,291,467,654038,139,3840
315,985,291,467,654038,76,3840
316,985,291,467,654038,76,3840
317,985,291,467,654038,76,3840
318,985,291,467,654038,76,3840
319,985,291,467,654038,76,3840
320,985,291,467,654038,76,3840
321,985,291,467,654038,76,3840
322,985,291,467,654038,76,3840
323,985,291,467,654038,76,3840
324,985,291,467,654038,76,3840
325,985,291,467,654038,76,3840
326,985,291,467,654038,76,3840
327,985,291,467,654038,76,1920
328,985,291,467,654038,76,1920
329,985,291,467,654038,76,1920
330,985,291,467,654038,76,1920
331,985,291,467,654038,76,1920
332,985,291,467,654038,76,1920
333,985,291,467,654038,76,960
334,985,291,467,654038,76,960
335,985,291,467,654038,76,960
336,985,291,467,654038,76,960
337,985,291,467,654038,76,1920
338,985,291,467,654038,76,960
339,985,291,467,654038,76,960
340,985,291,467,654038,76,960
341,985,291,467,654038,76,960
342,985,291,467,654038,76,960
343,985,291,467,654038,76,1920
344,985,291,467,654038,76,960
345,985,291,467,654038,76,3840
346,985,291,467,654038,76,3840
347,985,291,467,654038,76,960
348,985,291,467,654038,76,960
349,985,291,467,654038,240,240
350,985,291,467,654038,240,480
351,985,291,467,654038,240,1920
352,985,291,467,654038,240,480
353,985,291,467,654038,240,1920
354,985,291,467,654038,240,240
355,985,291,467,654038,240,960
356,985,291,467,654038,240,480
357,985,291,467,654038,240,1920
358,985,291,467,654038,240,1920
359,985,291,467,654038,240,960
360,985,291,467,654038,240,480
361,985,291,467,654038,240,3840
362,985,291,467,654038,240,1920
363,985,291,467,654038,240,3840
364,985,291,467,654038,240,1920
365,985,291,467,654038,240,3840
366,985,291,467,654038,240,3840
367,985,291,467,654038,240,480
368,985,291,467,654038,240,480
369,985,291,467,654038,240,960
370,985,291,467,654038,240,960
371,985,291,467,654038,240,1920
372,985,291,467,654038,240,1920
373,985,291,467,654038,240,960
374,985,291,467,654038,240,960
375,985,291,467,654038,240,1920
376,985,291,467,654038,240,960
377,985,291,467,654038,240,1920
378,985,291,467,654038,240,960
379,985,291,467,654038,240,3840
380,985,291,467,654038,240,3840
381,985,291,467,654038,240,960
382,985,291,467,654038,240,960
383,985,291,467,654038,240,960
384,985,291,467,654038,240,960
385,985,291,467,654038,240,960
386,985,291,467,654038,240,960
387,985,291,467,654038,240,1920
388,985,291,467,654038,240,1920
389,985,291,467,654038,240,1920
390,985,291,467,654038,240,1920
391,985,291,467,654038,240,960
392,985,291,467,654038,240,960
393,985,291,467,654038,240,960
394,985,291,467,654038,240,960
395,985,291,467,654038,240,1920
396,985,291,467,654038,240,3840
397,985,291,467,654038,240,1920
398,985,291,467,654038,240,1920
399,985,291,467,654038,240,3840
400,985,291,467,654038,240,1920
401,985,291,467,654038,240,1920
402,985,291,467,654038,240,240
403,985,291,467,654038,240,480
404,985,291,467,654038,240,1920
405,985,291,467,654038,240,480
406,985,291,467,654038,240,240
407,985,291,467,654038,240,1920
408,985,291,467,654038,240,1920
409,985,291,467,654038,240,1920
410,985,291,467,654038,240,1920
411,985,291,467,654038,240,1920
412,985,291,467,654038,240,1920
413,985,291,467,654038,240,240
414,985,291,467,654038,240,240
415,985,291,467,654038,240,3840
416,985,291,467,654038,240,1920
417,985,291,467,654038,240,1920
418,985,291,467,654038,240,1920
419,985,291,467,654038,240,1920
420,985,291,467,654038,240,1920
421,985,291,467,654038,240,960
422,985,291,467,654038,240,960
423,985,291,467,654038,240,960
424,985,291,467,654038,240,960
425,985,291,467,654038,240,960
426,985,291,467,654038,240,960
427,985,291,467,654038,240,3840
428,985,291,467,654038,240,3840
429,985,291,467,654038,240,3840
430,985,291,467,654038,240,960
431,985,291,467,654038,240,960
432,985,291,467,654038,240,240
433,985,291,467,654038,240,1920
434,985,291,467,654038,240,240
435,985,291,467,654038,170,3840
436,985,291,467,654038,170,3840
437,985,291,467,654038,170,3840
438,985,291,467,654038,170,3840
439,985,291,467,654038,170,3840
440,985,291,467,654038,170,3840
441,985,291,467,654038,170,3840
442,985,291,467,654038,170,3840
443,985,291,467,654038,170,3840
444,985,291,467,654038,170,3840
445,985,291,467,654038,170,3840
446,985,291,467,654038,170,3840
447,985,291,467,654038,170,3840
448,985,291,467,654038,170,3840
449,985,291,467,654038,170,3840
450,985,291,467,654038,170,3840
451,985,291,467,654038,170,3840
452,985,291,467,654038,170,3840
453,985,291,467,654038,170,3840
454,985,291,467,654038,170,3840
455,985,291,467,654038,170,3840
456,985,291,467,654038,170,3840
457,985,291,467,654038,170,3840
458,985,291,467,654038,170,3840
459,985,291,467,654038,170,3840
460,985,291,467,654038,170,3840
461,985,291,467,654038,170,3840
462,985,291,467,654038,170,3840
463,985,291,467,654038,170,3840
464,985,291,467,654038,170,3840
465,985,291,467,654038,170,3840
466,985,291,467,654038,170,3840
467,985,291,467,654038,284,1920
468,985,291,467,654038,284,3840
469,985,291,467,654038,284,1920
470,985,291,467,654038,284,3840
471,985,291,467,654038,284,3840
472,985,291,467,654038,284,3840
473,985,291,467,654038,284,1920
474,985,291,467,654038,284,3840
475,985,291,467,654038,284,1920
476,985,291,467,654038,284,3840
477,985,291,467,654038,284,3840
478,985,291,467,654038,284,1920
479,985,291,467,654038,284,3840
480,985,291,467,654038,284,1920
481,985,291,467,654038,284,3840
482,985,291,467,654038,284,3840
483,985,291,467,654038,284,3840
484,985,291,467,654038,284,1920
485,985,291,467,654038,284,3840
486,985,291,467,654038,284,3840
487,985,291,467,654038,284,1920
488,985,291,467,654038,284,3840
489,985,291,467,654038,284,3840
490,985,291,467,654038,284,3840
491,985,291,470,654035,284,3840
492,985,291,470,654035,284,1920
493,985,291,470,654032,284,1920
494,985,291,470,654029,284,3840
495,985,291,470,654029,284,3840
496,985,291,470,654029,284,3840
497,985,291,470,654029,284,1920
498,985,291,470,654029,284,3840
499,985,291,474,654019,284,3840
500,985,291,474,654019,284,3840
501,985,291,474,654019,284,3840
502,985,291,480,654007,284,1920
503,985,291,480,654007,284,1920
504,985,291,480,654007,284,3840
505,985,291,480,654007,284,1920
506,985,291,487,653995,284,3840
507,985,291,487,653993,284,3840
508,985,291,487,653993,284,1920
509,985,291,487,653993,284,3840
510,985,291,487,653993,284,1920
511,985,291,511,653920,284,3840
512,985,291,511,653912,284,1920
513,985,291,511,653912,284,1920
514,985,291,511,653912,284,3840
515,985,291,511,653912,284,1920
516,985,291,511,653912,284,1920
517,985,291,511,653912,284,1920
518,985,291,511,653912,284,1920
519,985,291,512,653910,284,1920
520,985,291,512,653910,284,1920
521,985,291,512,653910,284,1920
522,985,291,512,653910,284,3840
523,985,291,512,653910,284,3840
524,985,291,512,653908,284,1920
525,985,291,512,653908,284,1920
526,985,291,512,653893,284,1920
527,985,291,513,653891,284,1920
528,985,291,513,653866,284,1920
529,985,291,522,653825,284,1920
530,985,291,523,653645,284,1920
531,985,531,657,425838,139,1530
532,985,531,657,425838,139,3060
533,985,531,657,425838,139,1530
534,985,531,657,425838,139,3060
535,985,531,657,425838,139,3060
536,985,531,657,425838,139,3060
537,985,531,657,425838,139,3060
538,985,531,657,425838,139,3060
539,985,531,657,425838,139,1530
540,985,531,657,425838,139,1530
541,985,531,657,425838,139,3060
542,985,531,657,425838,139,3060
543,985,531,657,425838,139,3060
544,985,531,657,425838,139,3060
545,985,531,657,425838,139,3060
546,985,531,657,425838,139,1530
547,985,531,657,425838,139,1530
548,985,531,657,425838,139,510
549,985,531,657,425838,139,1530
550,985,531,657,425838,139,1530
551,985,531,657,425838,139,3060
552,985,531,657,425838,139,3060
553,985,531,657,425838,139,1530
554,985,531,657,425838,139,1530
555,985,531,657,425838,139,1530
556,985,531,657,425838,139,1530
557,985,531,657,425838,139,1530
558,985,531,657,425838,139,3060
559,985,531,657,425838,139,1530
560,985,531,657,425838,139,510
561,985,531,657,425838,76,3060
562,985,531,657,425838,76,3060
563,985,531,657,425838,76,3060
564,985,531,657,425838,76,3060
565,985,531,657,425838,76,3060
566,985,531,657,425838,76,3060
567,985,531,657,425838,76,3060
568,985,531,657,425838,76,3060
569,985,531,657,425838,76,1020
570,985,531,657,425838,76,3060
571,985,531,657,425838,76,3060
572,985,531,657,425838,76,1020
573,985,531,657,425838,76,3060
574,985,531,657,425838,76,3060
575,985,531,657,425838,76,3060
576,985,531,657,425838,76,3060
577,985,531,657,425838,76,3060
578,985,531,657,425838,76,3060
579,985,531,657,425838,76,3060
580,985,531,657,425838,76,3060
581,985,531,657,425838,240,3060
582,985,531,657,425838,240,3060
583,985,531,657,425838,240,3060
584,985,531,657,425838,240,3060
585,985,531,657,425838,240,3060
586,985,531,657,425838,240,3060
587,985,531,657,425838,240,3060
588,985,531,657,425838,240,3060
589,985,531,657,425838,240,3060
590,985,531,657,425838,240,3060
591,985,531,657,425838,240,3060
592,985,531,657,425838,240,3060
593,985,531,657,425838,240,3060
594,985,531,657,425838,240,3060
595,985,531,657,425838,240,3060
596,985,531,657,425838,240,3060
597,985,531,657,425838,240,3060
598,985,531,657,425838,240,3060
599,985,531,657,425838,240,3060
600,985,531,657,425838,240,3060
601,985,531,657,425838,240,3060
602,985,531,657,425838,240,3060
603,985,531,657,425838,240,3060
604,985,531,657,425838,240,3060
605,985,531,657,425838,240,3060
606,985,531,657,425838,240,3060
607,985,531,657,425838,240,3060
608,985,531,657,425838,240,3060
609,985,531,657,425838,240,3060
610,985,531,657,425838,240,3060
611,985,531,657,425838,240,3060
612,985,531,657,425838,240,3060
613,985,531,657,425838,170,3060
614,985,531,657,425838,170,1530
615,985,531,657,425838,170,3060
616,985,531,657,425838,170,1530
617,985,531,657,425838,170,3060
618,985,531,657,425838,170,170
619,985,531,657,425838,170,1530
620,985,531,657,425838,170,3060
621,985,531,657,425838,170,3060
622,985,531,657,425838,170,1530
623,985,531,657,425838,170,3060
624,985,531,657,425838,170,3060
625,985,531,657,425838,170,510
626,985,531,657,425838,170,1530
627,985,531,657,425838,170,3060
628,985,531,657,425838,170,3060
629,985,531,657,425838,170,3060
630,985,531,657,425838,170,1530
631,985,531,657,425838,170,3060
632,985,531,657,425838,170,3060
633,985,531,657,425838,170,3060
634,985,531,657,425838,170,1530
635,985,531,657,425838,170,1530
636,985,531,657,425838,170,1020
637,985,531,657,425838,170,1530
638,985,531,657,425838,170,3060
639,985,531,657,425838,170,1530
640,985,531,657,425838,170,1530
641,985,531,657,425838,170,3060
642,985,531,657,425838,170,1530
643,985,531,657,425838,170,510
644,985,531,657,425838,170,1530
645,985,531,657,425838,170,1530
646,985,531,657,425838,170,1530
647,985,531,657,425838,170,1530
648,985,531,657,425838,170,3060
649,985,531,657,425838,170,3060
650,985,531,657,425838,170,1530
651,985,531,657,425838,170,3060
652,985,531,657,425838,170,1530
653,985,531,657,425838,170,510
654,985,531,657,425838,170,1020
655,985,531,657,425838,170,510
656,985,531,657,425838,170,170
657,985,531,657,425838,284,3060
658,985,531,657,425838,284,3060
659,985,531,657,425838,284,3060
660,985,531,657,425838,284,3060
661,985,531,657,425838,284,3060
662,985,531,657,425838,284,3060
663,985,531,657,425838,284,3060
664,985,531,657,425838,284,3060
665,985,531,657,425838,284,3060
666,985,531,657,425838,284,3060
667,985,531,657,425838,284,3060
668,985,531,657,425838,284,3060
669,985,531,657,425838,284,3060
670,985,531,657,425838,284,3060
671,985,531,657,425838,284,3060
672,985,531,657,425838,284,1020
673,985,531,657,425838,284,3060
674,985,531,657,425838,284,3060
675,985,531,657,425838,284,3060
676,985,531,657,425838,284,3060
677,985,531,657,425838,284,3060
678,985,531,657,425838,284,3060
679,985,531,657,425838,284,3060
680,985,531,657,425838,284,3060
681,985,531,657,425838,284,3060
682,985,531,657,425838,284,3060
683,985,531,657,425838,284,3060
684,985,531,657,425838,284,3060
685,985,531,657,425838,284,3060
686,985,531,657,425838,284,3060
687,985,531,657,425838,284,3060
688,985,531,657,425838,284,3060
689,985,531,657,425838,284,3060
690,985,531,657,425838,284,3060
691,985,531,657,425838,284,3060
692,985,531,657,425838,284,3060
693,985,531,657,425838,284,3060
694,985,531,657,425837,284,3060
695,985,531,657,425834,284,3060
696,985,531,657,425834,284,3060
697,985,531,657,425828,284,3060
698,985,531,672,425812,284,3060
699,985,531,672,425747,284,3060
700,985,531,672,425517,284,1020
701,985,701,881,248748,139,3408
702,985,701,881,248748,139,3408
703,985,701,881,248748,139,3408
704,985,701,881,248748,139,3408
705,985,701,881,248748,139,3408
706,985,701,881,248748,139,3408
707,985,701,881,248748,139,3408
708,985,701,881,248748,139,3408
709,985,701,881,248748,139,3408
710,985,701,881,248748,139,3408
711,985,701,881,248748,139,3408
712,985,701,881,248748,139,3408
713,985,701,881,248748,139,3408
714,985,701,881,248748,139,3408
715,985,701,881,248748,139,3408
716,985,701,881,248748,139,3408
717,985,701,881,248748,139,3408
718,985,701,881,248748,139,3408
719,985,701,881,248748,139,3408
720,985,701,881,248748,139,3408
721,985,701,881,248748,139,3408
722,985,701,881,248748,139,3408
723,985,701,881,248748,139,3408
724,985,701,881,248748,139,3408
725,985,701,881,248748,139,3408
726,985,701,881,248748,139,3408
727,985,701,881,248748,139,3408
728,985,701,881,248748,139,3408
729,985,701,881,248748,139,3408
730,985,701,881,248748,139,3408
731,985,701,881,248748,139,3408
732,985,701,881,248748,139,3408
733,985,701,881,248748,76,3408
734,985,701,881,248748,76,3408
735,985,701,881,248748,76,1704
736,985,701,881,248748,76,3408
737,985,701,881,248748,76,3408
738,985,701,881,248748,76,1704
739,985,701,881,248748,76,3408
740,985,701,881,248748,76,3408
741,985,701,881,248748,76,3408
742,985,701,881,248748,76,3408
743,985,701,881,248748,76,1704
744,985,701,881,248748,76,3408
745,985,701,881,248748,76,3408
746,985,701,881,248748,76,3408
747,985,701,881,248748,76,1704
748,985,701,881,248748,76,1704
749,985,701,881,248748,76,1704
750,985,701,881,248748,76,3408
751,985,701,881,248748,76,1704
752,985,701,881,248748,76,1704
753,985,701,881,248748,76,1704
754,985,701,881,248748,76,3408
755,985,701,881,248748,76,1704
756,985,701,881,248748,76,3408
757,985,701,881,248748,76,1704
758,985,701,881,248748,76,1704
759,985,701,881,248748,76,1704
760,985,701,881,248748,76,3408
761,985,701,881,248748,76,1704
762,985,701,881,248748,76,1704
763,985,701,881,248748,76,1704
764,985,701,881,248748,76,1704
765,985,701,881,248748,76,1704
766,985,701,881,248748,76,1704
767,985,701,881,248748,76,3408
768,985,701,881,248748,76,1704
769,985,701,881,248748,76,1704
770,985,701,881,248748,76,1704
771,985,701,881,248748,76,1704
772,985,701,881,248748,76,1704
773,985,701,881,248748,240,3408
774,985,701,881,248748,240,3408
775,985,701,881,248748,240,3408
776,985,701,881,248748,240,1704
777,985,701,881,248748,240,1704
778,985,701,881,248748,240,3408
779,985,701,881,248748,240,3408
780,985,701,881,248748,240,3408
781,985,701,881,248748,240,3408
782,985,701,881,248748,240,3408
783,985,701,881,248748,240,3408
784,985,701,881,248748,240,1704
785,985,701,881,248748,240,1704
786,985,701,881,248748,240,3408
787,985,701,881,248748,240,3408
788,985,701,881,248748,240,3408
789,985,701,881,248748,240,3408
790,985,701,881,248748,240,1704
791,985,701,881,248748,240,1704
792,985,701,881,248748,240,3408
793,985,701,881,248748,240,1704
794,985,701,881,248748,240,1704
795,985,701,881,248748,240,3408
796,985,701,881,248748,240,3408
797,985,701,881,248748,240,1704
798,985,701,881,248748,240,1704
799,985,701,881,248748,240,1704
800,985,701,881,248748,240,3408
801,985,701,881,248748,240,3408
802,985,701,881,248748,240,3408
803,985,701,881,248748,240,1704
804,985,701,881,248748,240,1704
805,985,701,881,248748,240,3408
806,985,701,881,248748,240,3408
807,985,701,881,248748,240,1704
808,985,701,881,248748,240,3408
809,985,701,881,248748,240,3408
810,985,701,881,248748,240,1704
811,985,701,881,248748,240,3408
812,985,701,881,248748,240,1704
813,985,701,881,248748,240,1704
814,985,701,881,248748,240,1704
815,985,701,881,248748,240,1704
816,985,701,881,248748,240,1704
817,985,701,881,248748,240,1704
818,985,701,881,248748,240,3408
819,985,701,881,248748,240,1704
820,985,701,881,248748,240,1704
821,985,701,881,248748,240,1704
822,985,701,881,248748,240,1704
823,985,701,881,248748,240,1704
824,985,701,881,248748,240,1704
825,985,701,881,248748,240,1704
826,985,701,881,248748,240,3408
827,985,701,881,248748,240,1704
828,985,701,881,248748,240,3408
829,985,701,881,248748,240,3408
830,985,701,881,248748,240,3408
831,985,701,881,248748,240,3408
832,985,701,881,248748,240,1704
833,985,701,881,248748,240,1704
834,985,701,881,248748,240,3408
835,985,701,881,248748,240,3408
836,985,701,881,248748,240,1704
837,985,701,881,248748,170,3408
838,985,701,881,248748,170,3408
839,985,701,881,248748,170,3408
840,985,701,881,248748,170,3408
841,985,701,881,248748,170,3408
842,985,701,881,248748,170,3408
843,985,701,881,248748,170,3408
844,985,701,881,248748,170,3408
845,985,701,881,248748,170,1136
846,985,701,881,248748,170,3408
847,985,701,881,248748,170,3408
848,985,701,881,248748,170,3408
849,985,701,881,248748,170,3408
850,985,701,881,248748,170,3408
851,985,701,881,248748,170,3408
852,985,701,881,248748,170,3408
853,985,701,881,248748,170,3408
854,985,701,881,248748,170,3408
855,985,701,881,248748,170,3408
856,985,701,881,248748,170,3408
857,985,701,881,248748,170,3408
858,985,701,881,248748,170,3408
859,985,701,881,248748,170,3408
860,985,701,881,248748,170,3408
861,985,701,881,248748,170,3408
862,985,701,881,248748,170,3408
863,985,701,881,248748,170,3408
864,985,701,881,248748,170,3408
865,985,701,881,248748,170,3408
866,985,701,881,248748,170,3408
867,985,701,881,248748,170,3408
868,985,701,881,248748,170,3408
869,985,701,881,248748,170,3408
870,985,701,881,248748,170,3408
871,985,701,881,248748,170,3408
872,985,701,881,248748,170,3408
873,985,701,881,248748,170,3408
874,985,701,881,248748,170,3408
