cut_id,left_addr,right_addr,positive_crossing_section_count,reverse_crossing_section_count,total_crossing_section_count,signed_crossing_section_count,positive_crossing_coeff_sum,reverse_crossing_coeff_sum,total_crossing_coeff_sum,signed_crossing_coeff_sum,positive_crossing_coeff_square_sum,reverse_crossing_coeff_square_sum,total_crossing_coeff_square_sum,signed_crossing_coeff_square_sum,projection_count_flag,projection_coeff_flag,projection_coeff_square_flag
773,773,774,522,230474,230996,-229952,752,382496,383248,-381744,1340,878748,880088,-877408,1,1,1
774,774,775,1039,229515,230554,-228476,1472,381664,383136,-380192,2644,878660,881304,-876016,1,1,1
775,775,776,1506,228630,230136,-227124,2160,380800,382960,-378640,3960,878152,882112,-874192,1,1,1
776,776,777,1828,228088,229916,-226260,2848,379424,382272,-376576,5716,874724,880440,-869008,1,1,1
777,777,778,2134,227530,229664,-225396,3520,378032,381552,-374512,7470,871294,878764,-863824,1,1,1
778,778,779,2581,226501,229082,-223920,4128,377088,381216,-372960,8542,870974,879516,-862432,1,1,1
779,779,780,2981,225429,228410,-222448,4704,376112,380816,-371408,9560,870616,880176,-861056,1,1,1
780,780,781,3382,224354,227736,-220972,5248,375104,380352,-369856,10512,870176,880688,-859664,1,1,1
781,781,782,3754,223254,227008,-219500,5760,374064,379824,-368304,11338,869626,880964,-858288,1,1,1
782,782,783,4093,222241,226334,-218148,6240,372992,379232,-366752,12242,868706,880948,-856464,1,1,1
783,783,784,4420,221216,225636,-216796,6688,371888,378576,-365200,13002,867642,880644,-854640,1,1,1
784,784,785,4630,220562,225192,-215932,7200,370336,377536,-363136,14410,863866,878276,-849456,1,1,1
785,785,786,4848,219916,224764,-215068,7696,368768,376464,-361072,15724,859996,875720,-844272,1,1,1
786,786,787,5143,218735,223878,-213592,8064,367584,375648,-359520,16280,859160,875440,-842880,1,1,1
787,787,788,5417,217537,222954,-212120,8400,366368,374768,-357968,16696,858200,874896,-841504,1,1,1
788,788,789,5658,216426,222084,-210768,8704,365120,373824,-356416,17164,856844,874008,-839680,1,1,1
789,789,790,5881,215297,221178,-209416,8976,363840,372816,-354864,17532,855388,872920,-837856,1,1,1
790,790,791,6037,214589,220626,-208552,9360,362160,371520,-352800,18562,851234,869796,-832672,1,1,1
791,791,792,6173,213861,220034,-207688,9728,360464,370192,-350736,19624,847112,866736,-827488,1,1,1
792,792,793,6352,212688,219040,-206336,9920,359104,369024,-349184,19800,845464,865264,-825664,1,1,1
793,793,794,6482,211954,218436,-205472,10248,357368,367616,-347120,20672,841152,861824,-820480,1,1,1
794,794,795,6584,211192,217776,-204608,10560,355616,366176,-345056,21648,836944,858592,-815296,1,1,1
795,795,796,6715,209971,216686,-203256,10672,354176,364848,-343504,21752,835224,856976,-813472,1,1,1
796,796,797,6820,208724,215544,-201904,10752,352704,363456,-341952,21744,833392,855136,-811648,1,1,1
797,797,798,6890,207930,214820,-201040,11000,350888,361888,-339888,22532,828996,851528,-806464,1,1,1
798,798,799,6946,207122,214068,-200176,11232,349056,360288,-337824,23312,824592,847904,-801280,1,1,1
799,799,800,6990,206302,213292,-199312,11448,347208,358656,-335760,24068,820164,844232,-796096,1,1,1
800,800,801,7041,205001,212042,-197960,11424,345632,357056,-334208,23778,818050,841828,-794272,1,1,1
801,801,802,7051,203539,210590,-196488,11368,344024,355392,-332656,23520,816416,839936,-792896,1,1,1
802,802,803,7056,202068,209124,-195012,11280,342384,353664,-331104,23074,814578,837652,-791504,1,1,1
803,803,804,7056,201204,208260,-194148,11408,340448,351856,-329040,23644,809964,833608,-786320,1,1,1
804,804,805,7036,200320,207356,-193284,11520,338496,350016,-326976,24208,805344,829552,-781136,1,1,1
805,805,806,6999,198931,205930,-191932,11352,336776,348128,-325424,23618,802930,826548,-779312,1,1,1
806,806,807,6938,197518,204456,-190580,11152,335024,346176,-323872,22992,800480,823472,-777488,1,1,1
807,807,808,6902,196618,203520,-189716,11200,333008,344208,-321808,23298,795602,818900,-772304,1,1,1
808,808,809,6853,195217,202070,-188364,10944,331200,342144,-320256,22386,792866,815252,-770480,1,1,1
809,809,810,6772,193784,200556,-187012,10656,329360,340016,-318704,21506,790162,811668,-768656,1,1,1
810,810,811,6700,192848,199548,-186148,10640,327280,337920,-316640,21698,785170,806868,-763472,1,1,1
811,811,812,6589,191385,197974,-184796,10296,325384,335680,-315088,20676,782324,803000,-761648,1,1,1
812,812,813,6493,190425,196918,-183932,10240,323264,333504,-313024,20774,777238,798012,-756464,1,1,1
813,813,814,6375,189443,195818,-183068,10168,321128,331296,-310960,20910,772190,793100,-751280,1,1,1
814,814,815,6261,188465,194726,-182204,10080,318976,329056,-308896,20914,767010,787924,-746096,1,1,1
815,815,816,6135,187475,193610,-181340,9976,316808,326784,-306832,20924,761836,782760,-740912,1,1,1
816,816,817,5995,186471,192466,-180476,9856,314624,324480,-304768,20932,756660,777592,-735728,1,1,1
817,817,818,5855,185467,191322,-179612,9720,312424,322144,-302704,20826,751370,772196,-730544,1,1,1
818,818,819,5648,183908,189556,-178260,9200,310352,319552,-301152,19360,748080,767440,-728720,1,1,1
819,819,820,5476,182872,188348,-177396,9024,308112,317136,-299088,19242,742778,762020,-723536,1,1,1
820,820,821,5286,181818,187104,-176532,8832,305856,314688,-297024,19146,737498,756644,-718352,1,1,1
821,821,822,5090,180758,185848,-175668,8624,303584,312208,-294960,19008,732176,751184,-713168,1,1,1
822,822,823,4898,179702,184600,-174804,8400,301296,309696,-292896,18724,726708,745432,-707984,1,1,1
823,823,824,4692,178632,183324,-173940,8160,298992,307152,-290832,18438,721238,739676,-702800,1,1,1
824,824,825,4472,177548,182020,-173076,7904,296672,304576,-288768,18144,715760,733904,-697616,1,1,1
825,825,826,4240,176452,180692,-172212,7632,294336,301968,-286704,17848,710280,728128,-692432,1,1,1
826,826,827,3907,174767,178674,-170860,6912,292064,298976,-285152,15936,706544,722480,-690608,1,1,1
827,827,828,3663,173659,177322,-169996,6600,289688,296288,-283088,15482,700906,716388,-685424,1,1,1
828,828,829,3276,171796,175072,-168520,5824,287360,293184,-281536,13456,697488,710944,-684032,1,1,1
829,829,830,2867,169911,172778,-167044,5016,285000,290016,-279984,11366,694006,705372,-682640,1,1,1
830,830,831,2451,168023,170474,-165572,4176,282608,286784,-278432,9204,690468,699672,-681264,1,1,1
831,831,832,2013,166113,168126,-164100,3304,280184,283488,-276880,6996,686884,693880,-679888,1,1,1
832,832,833,1699,164935,166634,-163236,2880,277696,280576,-274816,6330,681034,687364,-674704,1,1,1
833,833,834,1371,163743,165114,-162372,2440,275192,277632,-272752,5660,675180,680840,-669520,1,1,1
834,834,835,866,161762,162628,-160896,1488,272688,274176,-271200,3274,671402,674676,-668128,1,1,1
835,835,836,356,159780,160136,-159424,504,270152,270656,-269648,852,667604,668456,-666752,1,1,1
836,836,837,0,158560,158560,-158560,0,267584,267584,-267584,0,661568,661568,-661568,1,1,1
837,837,838,692,157842,158534,-157150,750,266550,267300,-265800,866,659798,660664,-658932,1,1,1
838,838,839,1397,157043,158440,-155646,1464,265480,266944,-264016,1598,658050,659648,-656452,1,1,1
839,839,840,2061,156247,158308,-154186,2142,264374,266516,-262232,2304,656252,658556,-653948,1,1,1
840,840,841,2685,155403,158088,-152718,2784,263232,266016,-260448,2982,654482,657464,-651500,1,1,1
841,841,842,3275,154551,157826,-151276,3390,262054,265444,-258664,3620,652576,656196,-648956,1,1,1
842,842,843,3791,153673,157464,-149882,3960,260840,264800,-256880,4298,650570,654868,-646272,1,1,1
843,843,844,4308,152690,156998,-148382,4494,259590,264084,-255096,4866,648746,653612,-643880,1,1,1
844,844,845,4756,151744,156500,-146988,4992,258304,263296,-253312,5464,646660,652124,-641196,1,1,1
845,845,846,4918,151352,156270,-146434,5562,256562,262124,-251000,7258,640054,647312,-632796,1,1,1
846,846,847,5365,150295,155660,-144930,6000,255216,261216,-249216,7666,637982,645648,-630316,1,1,1
847,847,848,5737,149273,155010,-143536,6402,253834,260236,-247432,8116,635748,643864,-627632,1,1,1
848,848,849,6077,148219,154296,-142142,6768,252416,259184,-245648,8522,633470,641992,-624948,1,1,1
849,849,850,6365,147201,153566,-140836,7098,250962,258060,-243864,8924,630952,639876,-622028,1,1,1
850,850,851,6643,146069,152712,-139426,7392,249472,256864,-242080,9238,628630,637868,-619392,1,1,1
851,851,852,6863,145105,151968,-138242,7650,247946,255596,-240296,9560,625736,635296,-616176,1,1,1
852,852,853,7091,143891,150982,-136800,7872,246384,254256,-238512,9758,623390,633148,-613632,1,1,1
853,853,854,7275,142665,149940,-135390,8058,244786,252844,-236728,9936,620932,630868,-610996,1,1,1
854,854,855,7435,141357,148792,-133922,8208,243152,251360,-234944,10054,618602,628656,-608548,1,1,1
855,855,856,7551,140063,147614,-132512,8322,241482,249804,-233160,10152,616064,626216,-605912,1,1,1
856,856,857,7635,138737,146372,-131102,8400,239776,248176,-231376,10206,613482,623688,-603276,1,1,1
857,857,858,7683,137601,145284,-129918,8442,238034,246476,-229592,10224,610284,620508,-600060,1,1,1
858,858,859,7707,136231,143938,-128524,8448,236256,244704,-227808,10182,607558,617740,-597376,1,1,1
859,859,860,7699,134829,142528,-127130,8418,234442,242860,-226024,10096,604788,614884,-594692,1,1,1
860,860,861,7648,133274,140922,-125626,8352,232592,240944,-224240,9988,602200,612188,-592212,1,1,1
861,861,862,7556,131656,139212,-124100,8250,230706,238956,-222456,9854,599738,609592,-589884,1,1,1
862,862,863,7440,130072,137512,-122632,8112,228784,236896,-220672,9660,597096,606756,-587436,1,1,1
863,863,864,7286,128476,135762,-121190,7938,226826,234764,-218888,9434,594326,603760,-584892,1,1,1
864,864,865,7089,126779,133868,-119690,7728,224832,232560,-217104,9186,591686,600872,-582500,1,1,1
865,865,866,6871,125151,132022,-118280,7482,222802,230284,-215320,8872,588736,597608,-579864,1,1,1
866,866,867,6610,123386,129996,-116776,7200,220736,227936,-213536,8536,585920,594456,-577384,1,1,1
867,867,868,6322,121704,128026,-115382,6882,218634,225516,-211752,8146,582846,590992,-574700,1,1,1
868,868,869,6026,120102,126128,-114076,6528,216496,223024,-209968,7664,579444,587108,-571780,1,1,1
869,869,870,5680,118346,124026,-112666,6138,214322,220460,-208184,7174,576318,583492,-569144,1,1,1
870,870,871,5273,116439,121712,-111166,5712,212112,217824,-206400,6698,573450,580148,-566752,1,1,1
871,871,872,4833,114473,119306,-109640,5250,209866,215116,-204616,6180,570604,576784,-564424,1,1,1
872,872,873,4383,112613,116996,-108230,4752,207584,212336,-202832,5574,567362,572936,-561788,1,1,1
873,873,874,3935,110859,114794,-106924,4218,205266,209484,-201048,4856,563724,568580,-558868,1,1,1
874,874,875,3394,108818,112212,-105424,3648,202912,206560,-199264,4216,560692,564908,-556476,1,1,1
875,875,876,2814,106778,109592,-103964,3042,200522,203564,-197480,3546,557518,561064,-553972,1,1,1
876,876,877,2234,104804,107038,-102570,2400,198096,200496,-195696,2768,554056,556824,-551288,1,1,1
877,877,878,1586,102714,104300,-101128,1722,195634,197356,-193912,2018,550762,552780,-548744,1,1,1
878,878,879,902,100562,101464,-99660,1008,193136,194144,-192128,1232,547528,548760,-546296,1,1,1
879,879,880,258,98612,98870,-98354,258,190602,190860,-190344,258,543634,543892,-543376,1,1,1
880,880,881,0,97800,97800,-97800,0,188032,188032,-188032,0,534976,534976,-534976,1,1,1
881,881,882,626,97641,98267,-97015,744,188680,189424,-187936,1004,539144,540148,-538140,1,1,1
882,882,883,1164,97389,98553,-96225,1440,189208,190648,-187768,2052,543056,545108,-541004,1,1,1
883,883,884,1524,97276,98800,-95752,2124,188513,190637,-186389,3390,541105,544495,-537715,1,1,1
884,884,885,2004,96945,98949,-94941,2736,188889,191625,-186153,4290,544445,548735,-540155,1,1,1
885,885,886,2534,96594,99128,-94060,3300,189197,192497,-185897,4922,547553,552475,-542631,1,1,1
886,886,887,3020,96272,99292,-93252,3855,189486,193341,-185631,5615,550762,556377,-545147,1,1,1
887,887,888,3448,95813,99261,-92365,4348,189643,193991,-185295,6250,553765,560015,-547515,1,1,1
888,888,889,3862,95292,99154,-91430,4784,189727,194511,-184943,6730,556483,563213,-549753,1,1,1
889,889,890,4208,94704,98912,-90496,5175,189698,194873,-184523,7223,559192,566415,-551969,1,1,1
890,890,891,4579,94159,98738,-89580,5585,189680,195265,-184095,7711,561560,569271,-553849,1,1,1
891,891,892,4896,93466,98362,-88570,5923,189460,195383,-183537,8091,563264,571355,-555173,1,1,1
892,892,893,5133,92725,97858,-87592,6185,189244,195429,-183059,8415,565778,574193,-557363,1,1,1
893,893,894,5218,92709,97927,-87491,6742,187408,194150,-180666,12970,543860,556830,-530890,1,1,1
894,894,895,5305,92591,97896,-87286,7225,185669,192894,-178444,15497,531743,547240,-516246,1,1,1
895,895,896,5487,92214,97701,-86727,7623,184507,192130,-176884,16297,528369,544666,-512072,1,1,1
896,896,897,5695,91875,97570,-86180,8056,183386,191442,-175330,17206,525086,542292,-507880,1,1,1
897,897,898,5875,91507,97382,-85632,8427,182200,190627,-173773,17909,521610,539519,-503701,1,1,1
898,898,899,6029,91047,97076,-85018,8770,180940,189710,-172170,18556,518532,537088,-499976,1,1,1
899,899,900,6151,90550,96701,-84399,9065,179652,188717,-170587,19179,515536,534715,-496357,1,1,1
900,900,901,6324,89648,95972,-83324,9227,179070,188297,-169843,19265,516620,535885,-497355,1,1,1
901,901,902,6444,89129,95573,-82685,9533,177717,187250,-168184,19935,513389,533324,-493454,1,1,1
902,902,903,6510,88551,95061,-82041,9745,176286,186031,-166541,20401,510034,530435,-489633,1,1,1
903,903,904,6557,87508,94065,-80951,9683,175500,185183,-165817,19835,510788,530623,-490953,1,1,1
904,904,905,6668,86503,93171,-79835,9663,174722,184385,-165059,19249,511470,530719,-492221,1,1,1
905,905,906,6736,85948,92684,-79212,9868,173244,183112,-163376,19810,507264,527074,-487454,1,1,1
906,906,907,6752,85349,92101,-78597,9981,171695,181676,-161714,20191,502949,523140,-482758,1,1,1
907,907,908,6899,84388,91287,-77489,10079,170945,181024,-160866,20015,503587,523602,-483572,1,1,1
908,908,909,6986,83830,90816,-76844,10300,169453,179753,-159153,20496,499525,520021,-479029,1,1,1
909,909,910,7086,83280,90366,-76194,10537,167970,178507,-157433,21003,495498,516501,-474495,1,1,1
910,910,911,7173,82995,90168,-75822,10876,166170,177046,-155294,22260,487108,509368,-464848,1,1,1
911,911,912,7167,82272,89439,-75105,10949,164508,175457,-153559,22441,483332,505773,-460891,1,1,1
912,912,913,7215,81954,89169,-74739,11226,162636,173862,-151410,23686,473972,497658,-450286,1,1,1
913,913,914,7222,81297,88519,-74075,11285,160950,172235,-149665,23871,469252,493123,-445381,1,1,1
914,914,915,7267,80604,87871,-73337,11443,159305,170748,-147862,24215,465423,489638,-441208,1,1,1
915,915,916,7226,79326,86552,-72100,11244,158092,169336,-146848,23572,465178,488750,-441606,1,1,1
916,916,917,7279,78682,85961,-71403,11400,156438,167838,-145038,23908,460730,484638,-436822,1,1,1
917,917,918,7324,78339,85663,-71015,11644,154498,166142,-142854,25008,451158,476166,-426150,1,1,1
918,918,919,7290,77615,84905,-70325,11661,152715,164376,-141054,25221,446301,471522,-421080,1,1,1
919,919,920,7258,76808,84066,-69550,11686,150921,162607,-139235,25338,442327,467665,-416989,1,1,1
920,920,921,7185,75432,82617,-68247,11389,149512,160901,-138123,24221,441560,465781,-417339,1,1,1
921,921,922,7214,74173,81387,-66959,11289,148300,159589,-137011,23625,441012,464637,-417387,1,1,1
922,922,923,7144,72693,79837,-65549,11063,146892,157955,-135829,22923,440560,463483,-417637,1,1,1
923,923,924,7153,71927,79080,-64774,11131,145084,156215,-133953,23079,435986,459065,-412907,1,1,1
924,924,925,7065,70471,77536,-63406,10905,143578,154483,-132673,22485,434980,457465,-412495,1,1,1
925,925,926,6999,69088,76087,-62089,10668,142047,152715,-131379,21670,433721,455391,-412051,1,1,1
926,926,927,7020,68322,75342,-61302,10763,140205,150968,-129442,21893,428945,450838,-407052,1,1,1
927,927,928,7067,67579,74646,-60512,10886,138401,149287,-127515,22126,424261,446387,-402135,1,1,1
928,928,929,6709,65823,72532,-59114,10181,136336,146517,-126155,20269,421596,441865,-401327,1,1,1
929,929,930,6548,64793,71341,-58245,9997,134180,144177,-124183,19965,416848,436813,-396883,1,1,1
930,930,931,6332,63761,70093,-57429,9706,131883,141589,-122177,19450,411125,430575,-391675,1,1,1
931,931,932,6179,62833,69012,-56654,9537,129763,139300,-120226,19349,405661,425010,-386312,1,1,1
932,932,933,6062,62240,68302,-56178,9436,127390,136826,-117954,19352,395820,415172,-376468,1,1,1
933,933,934,5902,61268,67170,-55366,9173,125118,134291,-115945,18771,389740,408511,-370969,1,1,1
934,934,935,5780,60680,66460,-54900,9065,122714,131779,-113649,18771,378880,397651,-360109,1,1,1
935,935,936,5569,59625,65194,-54056,8775,120387,129162,-111612,18229,373119,391348,-354890,1,1,1
936,936,937,5293,57828,63121,-52535,8224,118270,126494,-110046,16682,370538,387220,-353856,1,1,1
937,937,938,5114,56715,61829,-51601,7996,115962,123958,-107966,16318,365516,381834,-349198,1,1,1
938,938,939,4925,55654,60579,-50729,7745,113616,121361,-105871,15911,359694,375605,-343783,1,1,1
939,939,940,4769,54560,59329,-49791,7565,111353,118918,-103788,15617,354721,370338,-339104,1,1,1
940,940,941,4667,53966,58633,-49299,7483,108937,116420,-101454,15655,343833,359488,-328178,1,1,1
941,941,942,4479,52890,57369,-48411,7222,106583,113805,-99361,15154,338019,353173,-322865,1,1,1
942,942,943,4301,51748,56049,-47447,6990,104205,111195,-97215,14790,332755,347545,-317965,1,1,1
943,943,944,4133,50674,54807,-46541,6760,101858,108618,-95098,14386,326998,341384,-312612,1,1,1
944,944,945,3856,48692,52548,-44836,6269,99639,105908,-93370,13357,324683,338040,-311326,1,1,1
945,945,946,3571,46807,50378,-43236,5703,97327,103030,-91624,11815,321211,333026,-309396,1,1,1
946,946,947,3296,44783,48079,-41487,5210,95018,100228,-89808,10564,318418,328982,-307854,1,1,1
947,947,948,3015,42753,45768,-39738,4732,92712,97444,-87980,9590,315646,325236,-306056,1,1,1
948,948,949,2847,40894,43741,-38047,4378,90502,94880,-86124,8692,312990,321682,-304298,1,1,1
949,949,950,2756,39880,42636,-37124,4249,88182,92431,-83933,8459,306880,315339,-298421,1,1,1
950,950,951,2544,37946,40490,-35402,3847,85848,89695,-82001,7495,303848,311343,-296353,1,1,1
951,951,952,2385,36803,39188,-34418,3627,83382,87009,-79755,7091,297800,304891,-290709,1,1,1
952,952,953,2269,35737,38006,-33468,3444,80931,84375,-77487,6764,291251,298015,-284487,1,1,1
953,953,954,2174,34694,36868,-32520,3286,78512,81798,-75226,6430,284724,291154,-278294,1,1,1
954,954,955,2068,33581,35649,-31513,3164,76085,79249,-72921,6262,278725,284987,-272463,1,1,1
955,955,956,1982,32913,34895,-30931,3059,73585,76644,-70526,6131,268591,274722,-262460,1,1,1
956,956,957,1935,32280,34215,-30345,3034,71150,74184,-68116,6220,258630,264850,-252410,1,1,1
957,957,958,1823,31079,32902,-29256,2881,68698,71579,-65817,5935,253266,259201,-247331,1,1,1
958,958,959,1649,29002,30651,-27353,2583,66298,68881,-63715,5219,250138,255357,-244919,1,1,1
959,959,960,1438,26993,28431,-25555,2232,63821,66053,-61589,4528,246625,251153,-242097,1,1,1
960,960,961,1234,25011,26245,-23777,1864,61327,63191,-59463,3640,243127,246767,-239487,1,1,1
961,961,962,1124,23824,24948,-22700,1688,58813,60501,-57125,3292,237187,240479,-233895,1,1,1
962,962,963,1010,22639,23649,-21629,1542,56270,57812,-54728,3074,230976,234050,-227902,1,1,1
963,963,964,854,20601,21455,-19747,1292,53758,55050,-52466,2592,227430,230022,-224838,1,1,1
964,964,965,685,18592,19277,-17907,1004,51190,52194,-50186,1906,223502,225408,-221596,1,1,1
965,965,966,595,17387,17982,-16792,868,48644,49512,-47776,1638,217462,219100,-215824,1,1,1
966,966,967,484,15470,15954,-14986,648,46122,46770,-45474,1092,213594,214686,-212502,1,1,1
967,967,968,412,14211,14623,-13799,548,43568,44116,-43020,896,207998,208894,-207102,1,1,1
968,968,969,342,12948,13290,-12606,461,41013,41474,-40552,775,202427,203202,-201652,1,1,1
969,969,970,270,11746,12016,-11476,376,38442,38818,-38066,656,196136,196792,-195480,1,1,1
970,970,971,191,9689,9880,-9498,252,35876,36128,-35624,430,192382,192812,-191952,1,1,1
971,971,972,151,8566,8717,-8415,187,33322,33509,-33135,289,185592,185881,-185303,1,1,1
972,972,973,105,7295,7400,-7190,139,30750,30889,-30611,237,179966,180203,-179729,1,1,1
973,973,974,92,6610,6702,-6518,133,28211,28344,-28078,251,169727,169978,-169476,1,1,1
974,974,975,80,6143,6223,-6063,114,25658,25772,-25544,218,154614,154832,-154396,1,1,1
975,975,976,79,5877,5956,-5798,123,23110,23233,-22987,271,128030,128301,-127759,1,1,1
976,976,977,71,5406,5477,-5335,114,20553,20667,-20439,266,112919,113185,-112653,1,1,1
977,977,978,59,5125,5184,-5066,107,17985,18092,-17878,289,86301,86590,-86012,1,1,1
978,978,979,41,4423,4464,-4382,85,15418,15503,-15333,259,76006,76265,-75747,1,1,1
979,979,980,24,3295,3319,-3271,41,12848,12889,-12807,105,69184,69289,-69079,1,1,1
980,980,981,18,2175,2193,-2157,25,10300,10325,-10275,43,62442,62485,-62399,1,1,1
981,981,982,8,1469,1477,-1461,12,7724,7736,-7712,22,52122,52144,-52100,1,1,1
982,982,983,2,763,765,-761,3,5148,5151,-5145,5,41802,41807,-41797,1,1,1
983,983,984,2,482,484,-480,4,2576,2580,-2572,8,15152,15160,-15144,1,1,1
