addr,positive_section_count,reverse_section_count,total_section_count,signed_section_count,positive_coeff_sum,reverse_coeff_sum,total_coeff_sum,signed_coeff_sum,positive_coeff_square_sum,reverse_coeff_square_sum,total_coeff_square_sum,signed_coeff_square_sum,projection_count_flag,projection_coeff_flag,projection_coeff_square_flag
541,7541,353358,360899,-345817,11968,586632,598600,-574664,24180,1384156,1408336,-1359976,1,1,1
542,8129,353085,361214,-344956,12768,586344,599112,-573576,25532,1383936,1409468,-1358404,1,1,1
543,8754,352881,361635,-344127,13520,586008,599528,-572488,26550,1383260,1409810,-1356710,1,1,1
544,9258,352478,361736,-343220,14224,585624,599848,-571400,27746,1383054,1410800,-1355308,1,1,1
545,9803,352206,362009,-342403,14880,585192,600072,-570312,28632,1382294,1410926,-1353662,1,1,1
546,9977,351485,361462,-341508,15488,584160,599648,-568672,30610,1380452,1411062,-1349842,1,1,1
547,10239,351157,361396,-340918,16252,583092,599344,-566840,32886,1377278,1410164,-1344392,1,1,1
548,10249,350617,360866,-340368,16992,581648,598640,-564656,38218,1373218,1411436,-1335000,1,1,1
549,10623,350765,361388,-340142,17860,580532,598392,-562672,40326,1363746,1404072,-1323420,1,1,1
550,10891,350501,361392,-339610,18560,579400,597960,-560840,42122,1359802,1401924,-1317680,1,1,1
551,11457,350529,361986,-339072,19236,578736,597972,-559500,43022,1356862,1399884,-1313840,1,1,1
552,11782,350135,361917,-338353,19624,578036,597660,-558412,43304,1355486,1398790,-1312182,1,1,1
553,11770,349272,361042,-337502,19964,576820,596784,-556856,45060,1353312,1398372,-1308252,1,1,1
554,11959,348955,360914,-336996,20544,575568,596112,-555024,46624,1348968,1395592,-1302344,1,1,1
555,12109,348573,360682,-336464,21100,574292,595392,-553192,48482,1344810,1393292,-1296328,1,1,1
556,12266,348140,360406,-335874,21632,572992,594624,-551360,49954,1341114,1391068,-1291160,1,1,1
557,12424,347766,360190,-335342,22140,571668,593808,-549528,51340,1336760,1388100,-1285420,1,1,1
558,12858,347662,360520,-334804,22624,570728,593352,-548104,51916,1333252,1385168,-1281336,1,1,1
559,12852,346950,359802,-334098,22736,569356,592092,-546620,52116,1330224,1382340,-1278108,1,1,1
560,12734,346304,359038,-333570,23160,567692,590852,-544532,56292,1325356,1381648,-1269064,1,1,1
561,13250,346588,359838,-333338,24320,567376,591696,-543056,59384,1319504,1378888,-1260120,1,1,1
562,13970,346719,360689,-332749,25504,567520,593024,-542016,61772,1319540,1381312,-1257768,1,1,1
563,14605,346717,361322,-332112,26592,567568,594160,-540976,64028,1319696,1383724,-1255668,1,1,1
564,15203,346693,361896,-331490,27584,567520,595104,-539936,66052,1319608,1385660,-1253556,1,1,1
565,15757,346605,362362,-330848,28480,567376,595856,-538896,67836,1319352,1387188,-1251516,1,1,1
566,16255,346463,362718,-330208,29280,567136,596416,-537856,69372,1318976,1388348,-1249604,1,1,1
567,16698,346285,362983,-329587,29984,566800,596784,-536816,70824,1318312,1389136,-1247488,1,1,1
568,16976,345940,362916,-328964,30592,566368,596960,-535776,72380,1318212,1390592,-1245832,1,1,1
569,17030,345426,362456,-328396,31104,565104,596208,-534000,75284,1314108,1389392,-1238824,1,1,1
570,17456,345533,362989,-328077,31840,564480,596320,-532640,76928,1308736,1385664,-1231808,1,1,1
571,17692,345131,362823,-327439,32192,563792,595984,-531600,77604,1307148,1384752,-1229544,1,1,1
572,17598,344420,362018,-326822,32448,562368,594816,-529920,79976,1303176,1383152,-1223200,1,1,1
573,18194,344697,362891,-326503,33536,562304,595840,-528768,82472,1299524,1381996,-1217052,1,1,1
574,18861,344732,363593,-325871,34688,562672,597360,-527984,85004,1300872,1385876,-1215868,1,1,1
575,19474,344713,364187,-325239,35712,562912,598624,-527200,87140,1301824,1388964,-1214684,1,1,1
576,20034,344641,364675,-324607,36608,563024,599632,-526416,88896,1302396,1391292,-1213500,1,1,1
577,20541,344516,365057,-323975,37376,563008,600384,-525632,90272,1302588,1392860,-1212316,1,1,1
578,20991,344334,365325,-323343,38016,562864,600880,-524848,91260,1302392,1393652,-1211132,1,1,1
579,21383,344094,365477,-322711,38528,562592,601120,-524064,91900,1301848,1393748,-1209948,1,1,1
580,21722,343801,365523,-322079,38912,562192,601104,-523280,92160,1300924,1393084,-1208764,1,1,1
581,22540,344004,366544,-321464,39680,561968,601648,-522288,92496,1298498,1390994,-1206002,1,1,1
582,23561,344015,367576,-320454,40928,562176,603104,-521248,94272,1299246,1393518,-1204974,1,1,1
583,24554,343988,368542,-319434,42144,562352,604496,-520208,95988,1299870,1395858,-1203882,1,1,1
584,25529,343953,369482,-318424,43328,562496,605824,-519168,97656,1300510,1398166,-1202854,1,1,1
585,26485,343891,370376,-317406,44480,562608,607088,-518128,99256,1301062,1400318,-1201806,1,1,1
586,27404,343792,371196,-316388,45600,562688,608288,-517088,100804,1301566,1402370,-1200762,1,1,1
587,28279,343648,371927,-315369,46688,562736,609424,-516048,102342,1302050,1404392,-1199708,1,1,1
588,29144,343536,372680,-314392,47744,562752,610496,-515008,103822,1302384,1406206,-1198562,1,1,1
589,29987,343369,373356,-313382,48768,562736,611504,-513968,105220,1302758,1407978,-1197538,1,1,1
590,30797,343160,373957,-312363,49760,562688,612448,-512928,106592,1303076,1409668,-1196484,1,1,1
591,31595,342983,374578,-311388,50720,562608,613328,-511888,107906,1303292,1411198,-1195386,1,1,1
592,32358,342727,375085,-310369,51648,562496,614144,-510848,109176,1303508,1412684,-1194332,1,1,1
593,33099,342492,375591,-309393,52544,562352,614896,-509808,110390,1303578,1413968,-1193188,1,1,1
594,33835,342253,376088,-308418,53408,562176,615584,-508768,111558,1303644,1415202,-1192086,1,1,1
595,34541,341939,376480,-307398,54240,561968,616208,-507728,112654,1303648,1416302,-1190994,1,1,1
596,35230,341618,376848,-306388,55040,561728,616768,-506688,113694,1303660,1417354,-1189966,1,1,1
597,35882,341250,377132,-305368,55808,561456,617264,-505648,114680,1303554,1418234,-1188874,1,1,1
598,36518,340876,377394,-304358,56544,561152,617696,-504608,115618,1303464,1419082,-1187846,1,1,1
599,37123,340463,377586,-303340,57248,560816,618064,-503568,116512,1303314,1419826,-1186802,1,1,1
600,37701,340023,377724,-302322,57920,560448,618368,-502528,117386,1303180,1420566,-1185794,1,1,1
601,38253,339556,377809,-301303,58560,560048,618608,-501488,118194,1302934,1421128,-1184740,1,1,1
602,38790,339117,377907,-300327,59168,559616,618784,-500448,118934,1302530,1421464,-1183596,1,1,1
603,39305,338655,377960,-299350,59744,559152,618896,-499408,119632,1302082,1421714,-1182450,1,1,1
604,39792,338132,377924,-298340,60288,558656,618944,-498368,120258,1301684,1421942,-1181426,1,1,1
605,40264,337584,377848,-297320,60800,558128,618928,-497328,120846,1301216,1422062,-1180370,1,1,1
606,40714,337024,377738,-296310,61280,557568,618848,-496288,121358,1300700,1422058,-1179342,1,1,1
607,41129,336420,377549,-295291,61728,556976,618704,-495248,121812,1300064,1421876,-1178252,1,1,1
608,41524,335839,377363,-294315,62144,556352,618496,-494208,122250,1299358,1421608,-1177108,1,1,1
609,41901,335241,377142,-293340,62528,555696,618224,-493168,122642,1298652,1421294,-1176010,1,1,1
610,42257,334579,376836,-292322,62880,555008,617888,-492128,122976,1297978,1420954,-1175002,1,1,1
611,42583,333885,376468,-291302,63200,554288,617488,-491088,123268,1297214,1420482,-1173946,1,1,1
612,42880,333172,376052,-290292,63488,553536,617024,-490048,123496,1296414,1419910,-1172918,1,1,1
613,43506,333761,377267,-290255,64256,554834,619090,-490578,124504,1300728,1425232,-1176224,1,1,1
614,44062,333996,378058,-289934,65464,555054,620518,-489590,127440,1301180,1428620,-1173740,1,1,1
615,44934,335165,380099,-290231,66654,556646,623300,-489992,129494,1305798,1435292,-1176304,1,1,1
616,45442,335349,380791,-289907,67746,556746,624492,-489000,132092,1305756,1437848,-1173664,1,1,1
617,46342,336599,382941,-290257,68862,558171,627033,-489309,133680,1308605,1442285,-1174925,1,1,1
618,46316,335808,382124,-289492,69863,556933,626796,-487070,152811,1306169,1458980,-1153358,1,1,1
619,46835,336748,383583,-289913,71017,556916,627933,-485899,155699,1285030,1440729,-1129331,1,1,1
620,47615,337858,385473,-290243,72059,558088,630147,-486029,157405,1285882,1443287,-1128477,1,1,1
621,48399,338615,387014,-290216,72931,559189,632120,-486258,158125,1288237,1446362,-1130112,1,1,1
622,48751,338586,387337,-289835,73730,558957,632687,-485227,159622,1287509,1447131,-1127887,1,1,1
623,49517,339625,389142,-290108,74656,559930,634586,-485274,160848,1288768,1449616,-1127920,1,1,1
624,50198,340190,390388,-289992,75412,560778,636190,-485366,161488,1290906,1452394,-1129418,1,1,1
625,50186,339462,389648,-289276,76117,559625,635742,-483508,166981,1288603,1455584,-1121622,1,1,1
626,50584,340070,390654,-289486,77061,559218,636279,-482157,169469,1280916,1450385,-1111447,1,1,1
627,51209,340850,392059,-289641,77895,559979,637874,-482084,170651,1282155,1452806,-1111504,1,1,1
628,51853,341560,393413,-289707,78561,560594,639155,-482033,170971,1282874,1453845,-1111903,1,1,1
629,52351,341832,394183,-289481,79169,561105,640274,-481936,171759,1284823,1456582,-1113064,1,1,1
630,52633,341634,394267,-289001,79763,560579,640342,-480816,172789,1283561,1456350,-1110772,1,1,1
631,53268,342434,395702,-289166,80527,560967,641494,-480440,173753,1282031,1455784,-1108278,1,1,1
632,53789,342688,396477,-288899,81060,561316,642376,-480256,173962,1283296,1457258,-1109334,1,1,1
633,54250,342840,397090,-288590,81621,561555,643176,-479934,174711,1283957,1458668,-1109246,1,1,1
634,54478,342522,397000,-288044,82139,560808,642947,-478669,175703,1282072,1457775,-1106369,1,1,1
635,54733,342548,397281,-287815,82844,560100,642944,-477256,177608,1279136,1456744,-1101528,1,1,1
636,54909,342422,397331,-287513,83567,559055,642622,-475488,180187,1274653,1454840,-1094466,1,1,1
637,55238,342720,397958,-287482,84350,558340,642690,-473990,182156,1269586,1451742,-1087430,1,1,1
638,55850,343445,399295,-287595,85069,558469,643538,-473400,183061,1266779,1449840,-1083718,1,1,1
639,56064,342964,399028,-286900,85618,557650,643268,-472032,184260,1265156,1449416,-1080896,1,1,1
640,56319,342899,399218,-286580,86286,556789,643075,-470503,185954,1261985,1447939,-1076031,1,1,1
641,56845,343368,400213,-286523,86889,556671,643560,-469782,186601,1260197,1446798,-1073596,1,1,1
642,56997,342817,399814,-285820,87350,555720,643070,-468370,187870,1258162,1446032,-1070292,1,1,1
643,57022,342316,399338,-285294,87974,554213,642187,-466239,192322,1253379,1445701,-1061057,1,1,1
644,57315,342681,399996,-285366,88690,553227,641917,-464537,194152,1243169,1437321,-1049017,1,1,1
645,57555,342547,400102,-284992,89329,552258,641587,-462929,195833,1239864,1435697,-1044031,1,1,1
646,57822,342534,400356,-284712,89948,551275,641223,-461327,197316,1235225,1432541,-1037909,1,1,1
647,58088,342499,400587,-284411,90575,550275,640850,-459700,198779,1230693,1429472,-1031914,1,1,1
648,58646,343054,401700,-284408,91201,550077,641278,-458876,199403,1226985,1426388,-1027582,1,1,1
649,59126,342966,402092,-283840,91756,549899,641655,-458143,199506,1226555,1426061,-1027049,1,1,1
650,59400,342675,402075,-283275,92357,548894,641251,-456537,200615,1223408,1424023,-1022793,1,1,1
651,59985,343220,403205,-283235,93062,548676,641738,-455614,201568,1219636,1421204,-1018068,1,1,1
652,60271,342628,402899,-282357,93754,547664,641418,-453910,203336,1217528,1420864,-1014192,1,1,1
653,60375,342038,402413,-281663,94495,546124,640619,-451629,208047,1213392,1421439,-1005345,1,1,1
654,60607,342187,402794,-281580,95252,544846,640098,-449594,210620,1202692,1413312,-992072,1,1,1
655,60721,341907,402628,-281186,96008,543302,639310,-447294,215872,1195980,1411852,-980108,1,1,1
656,60761,341678,402439,-280917,96769,541584,638353,-444815,229537,1185008,1414545,-955471,1,1,1
657,61468,342952,404420,-281484,97536,541798,639334,-444262,230424,1159850,1390274,-929426,1,1,1
658,60772,343005,403777,-282233,96000,541994,637994,-445994,225816,1161044,1386860,-935228,1,1,1
659,59913,342853,402766,-282940,94428,542154,636582,-447726,221550,1162700,1384250,-941150,1,1,1
660,59155,342852,402007,-283697,92820,542278,635098,-449458,216850,1163810,1380660,-946960,1,1,1
661,58222,342626,400848,-284404,91176,542366,633542,-451190,212276,1165302,1377578,-953026,1,1,1
662,57413,342574,399987,-285161,89496,542418,631914,-452922,207446,1166282,1373728,-958836,1,1,1
663,56413,342281,398694,-285868,87780,542434,630214,-454654,202790,1167692,1370482,-964902,1,1,1
664,55537,342162,397699,-286625,86028,542414,628442,-456386,197878,1168590,1366468,-970712,1,1,1
665,54519,341900,396419,-287381,84240,542358,626598,-458118,193042,1169650,1362692,-976608,1,1,1
666,53455,341583,395038,-288128,82416,542266,624682,-459850,188190,1170688,1358878,-982498,1,1,1
667,52349,341185,393534,-288836,80556,542138,622694,-461582,183658,1171980,1355638,-988322,1,1,1
668,51320,340905,392225,-289585,78660,541974,620634,-463314,178620,1172744,1351364,-994124,1,1,1
669,50146,340478,390624,-290332,76728,541774,618502,-465046,173904,1173774,1347678,-999870,1,1,1
670,48908,339988,388896,-291080,74760,541538,616298,-466778,169244,1174834,1344078,-1005590,1,1,1
671,47685,339473,387158,-291788,72756,541266,614022,-468510,164398,1175884,1340282,-1011486,1,1,1
672,46192,338254,384446,-292062,70716,539790,610506,-469074,160196,1173862,1334058,-1013666,1,1,1
673,45986,338746,384732,-292760,70356,539446,609802,-469090,159296,1170522,1329818,-1011226,1,1,1
674,44714,338146,382860,-293432,68256,539078,607334,-470822,154120,1171518,1325638,-1017398,1,1,1
675,43572,337748,381320,-294176,66120,538674,604794,-472554,148168,1171726,1319894,-1023558,1,1,1
676,42134,336950,379084,-294816,63948,538234,602182,-474286,143352,1173182,1316534,-1029830,1,1,1
677,41037,336557,377594,-295520,61740,537758,599498,-476018,136898,1173208,1310106,-1036310,1,1,1
678,39676,335944,375620,-296268,59496,537246,596742,-477750,131484,1173598,1305082,-1042114,1,1,1
679,38188,335128,373316,-296940,57216,536698,593914,-479482,126328,1174530,1300858,-1048202,1,1,1
680,36886,334570,371456,-297684,54900,536114,591014,-481214,120156,1174518,1294674,-1054362,1,1,1
681,35355,333747,369102,-298392,52548,535494,588042,-482946,114870,1175128,1289998,-1060258,1,1,1
682,33843,332943,366786,-299100,50160,534838,584998,-484678,109326,1175564,1284890,-1066238,1,1,1
683,32299,332107,364406,-299808,47736,534146,581882,-486410,103738,1175956,1279694,-1072218,1,1,1
684,30692,331140,361832,-300448,45276,533418,578694,-488142,98168,1176814,1274982,-1078646,1,1,1
685,29344,330460,359804,-301116,42780,532654,575434,-489874,91352,1176670,1268022,-1085318,1,1,1
686,27844,329664,357508,-301820,40248,531854,572102,-491606,84928,1176582,1261510,-1091654,1,1,1
687,26198,328766,354964,-302568,37680,531018,568698,-493338,79096,1176554,1255650,-1097458,1,1,1
688,24354,327671,352025,-303317,35076,530146,565222,-495070,73728,1176904,1250632,-1103176,1,1,1
689,22497,326521,349018,-304024,32436,529238,561674,-496802,68242,1177340,1245582,-1109098,1,1,1
690,20752,325525,346277,-304773,29760,528294,558054,-498534,62284,1177184,1239468,-1114900,1,1,1
691,18828,324308,343136,-305480,27048,527314,554362,-500266,56716,1177538,1234254,-1120822,1,1,1
692,17012,323240,340252,-306228,24300,526298,550598,-501998,50684,1177310,1227994,-1126626,1,1,1
693,15044,321944,336988,-306900,21516,525246,546762,-503730,45092,1177734,1222826,-1132642,1,1,1
694,13278,320926,334204,-307648,18696,524158,542854,-505462,38336,1177130,1215466,-1138794,1,1,1
695,11252,319644,330896,-308392,15840,523034,538874,-507194,32180,1177054,1209234,-1144874,1,1,1
696,9186,318286,327472,-309100,12948,521874,534822,-508926,26460,1177158,1203618,-1150698,1,1,1
697,7199,317047,324246,-309848,10020,520678,530698,-510658,20230,1176732,1196962,-1156502,1,1,1
698,5090,315646,320736,-310556,7056,519446,526502,-512390,14264,1176662,1190926,-1162398,1,1,1
699,3014,314322,317336,-311308,4056,518178,522234,-514122,8012,1176206,1184218,-1168194,1,1,1
700,818,312396,313214,-311578,1020,516042,517062,-515022,1656,1173650,1175306,-1171994,1,1,1
701,688,312251,312939,-311563,768,514216,514984,-513448,928,1165890,1166818,-1164962,1,1,1
702,1278,311392,312670,-310114,1488,513128,514616,-511640,1908,1164224,1166132,-1162316,1,1,1
703,1881,310618,312499,-308737,2160,511992,514152,-509832,2718,1162236,1164954,-1159518,1,1,1
704,2462,309744,312206,-307282,2784,510808,513592,-508024,3428,1160300,1163728,-1156872,1,1,1
705,2975,308810,311785,-305835,3360,509576,512936,-506216,4130,1158324,1162454,-1154194,1,1,1
706,3405,307789,311194,-304384,3888,508296,512184,-504408,4854,1156394,1161248,-1151540,1,1,1
707,3851,306858,310709,-303007,4368,506968,511336,-502600,5402,1154144,1159546,-1148742,1,1,1
708,4262,305814,310076,-301552,4800,505592,510392,-500792,5876,1151972,1157848,-1146096,1,1,1
709,4558,304630,309188,-300072,5184,504168,509352,-498984,6436,1150020,1156456,-1143584,1,1,1
710,4876,303571,308447,-298695,5520,502696,508216,-497176,6808,1147594,1154402,-1140786,1,1,1
711,5153,302393,307546,-297240,5808,501176,506984,-495368,7118,1145258,1152376,-1138140,1,1,1
712,5356,301149,306505,-295793,6048,499608,505656,-493560,7432,1142894,1150326,-1135462,1,1,1
713,5496,299840,305336,-294344,6240,497992,504232,-491752,7728,1140544,1148272,-1132816,1,1,1
714,5654,298679,304333,-293025,6384,496328,502712,-489944,7844,1137670,1145514,-1129826,1,1,1
715,5759,297331,303090,-291572,6480,494616,501096,-488136,7922,1135110,1143032,-1127188,1,1,1
716,5792,295883,301675,-290091,6528,492856,499384,-486328,8000,1132678,1140678,-1124678,1,1,1
717,5792,294433,300225,-288641,6528,491048,497576,-484520,8000,1130034,1138034,-1122034,1,1,1
718,5721,292913,298634,-287192,6480,489192,495672,-482712,7998,1127386,1135384,-1119388,1,1,1
719,5666,291539,297205,-285873,6384,487288,493672,-480904,7820,1124218,1132038,-1116398,1,1,1
720,5519,289941,295460,-284422,6240,485336,491576,-479096,7682,1121426,1129108,-1113744,1,1,1
721,5364,288410,293774,-283046,6048,483336,489384,-477288,7416,1118360,1125776,-1110944,1,1,1
722,5189,286858,292047,-281669,5808,481288,487096,-475480,7046,1115192,1122238,-1108146,1,1,1
723,4938,285155,290093,-280217,5520,479192,484712,-473672,6684,1112178,1118862,-1105494,1,1,1
724,4632,283400,288032,-278768,5184,477048,482232,-471864,6288,1109136,1115424,-1102848,1,1,1
725,4341,281732,286073,-277391,4800,474856,479656,-470056,5718,1105768,1111486,-1100050,1,1,1
726,3967,279905,283872,-275938,4368,472616,476984,-468248,5170,1102582,1107752,-1097412,1,1,1
727,3525,277979,281504,-274454,3888,470328,474216,-466440,4614,1099522,1104136,-1094908,1,1,1
728,3036,276043,279079,-273007,3360,467992,471352,-464632,4008,1096238,1100246,-1092230,1,1,1
729,2530,274084,276614,-271554,2784,465608,468392,-462824,3292,1092884,1096176,-1089592,1,1,1
730,1951,272024,273975,-270073,2160,463176,465336,-461016,2578,1089660,1092238,-1087082,1,1,1
731,1355,269973,271328,-268618,1488,460696,462184,-459208,1754,1086190,1087944,-1084436,1,1,1
732,688,267859,268547,-267171,768,458168,458936,-457400,928,1082686,1083614,-1081758,1,1,1
733,640,266340,266980,-265700,768,456528,457296,-455760,1088,1080832,1081920,-1079744,1,1,1
734,1164,265714,266878,-264550,1440,455584,457024,-454144,2116,1078838,1080954,-1076722,1,1,1
735,1432,264864,266296,-263432,2016,454136,456152,-452120,3438,1075762,1079200,-1072324,1,1,1
736,1880,264612,266492,-262732,2592,453000,455592,-450408,4328,1070914,1075242,-1066586,1,1,1
737,2224,263818,266042,-261594,3000,451792,454792,-448792,4876,1068566,1073442,-1063690,1,1,1
738,2344,262820,265164,-260476,3312,450152,453464,-446840,5670,1065202,1070872,-1059532,1,1,1
739,2644,262420,265064,-259776,3696,448752,452448,-445056,6272,1059826,1066098,-1053554,1,1,1
740,2828,261462,264290,-258634,3840,447280,451120,-443440,6320,1056964,1063284,-1050644,1,1,1
741,2916,260396,263312,-257480,3888,445712,449600,-441824,6264,1053896,1060160,-1047632,1,1,1
742,2904,259234,262138,-256330,3840,444048,447888,-440208,6120,1050730,1056850,-1044610,1,1,1
743,2749,257961,260710,-255212,3696,442072,445768,-438376,5998,1046876,1052874,-1040878,1,1,1
744,2781,257293,260074,-254512,3744,440216,443960,-436472,6082,1040562,1046644,-1034480,1,1,1
745,2626,255996,258622,-253370,3432,438288,441720,-434856,5372,1036948,1042320,-1031576,1,1,1
746,2351,254571,256922,-252220,3024,436264,439288,-433240,4624,1033172,1037796,-1028548,1,1,1
747,1988,253090,255078,-251102,2520,434024,436544,-431504,3768,1028932,1032700,-1025164,1,1,1
748,1764,252224,253988,-250460,2304,431712,434016,-429408,3592,1021350,1024942,-1017758,1,1,1
749,1512,251292,252804,-249780,2040,429352,431392,-427312,3310,1013948,1017258,-1010638,1,1,1
750,1259,250339,251598,-249080,1728,426992,428720,-425264,2864,1006600,1009464,-1003736,1,1,1
751,736,248698,249434,-247962,912,424536,425448,-423624,1312,1002000,1003312,-1000688,1,1,1
752,384,247666,248050,-247282,480,422008,422488,-421528,696,994264,994960,-993568,1,1,1
753,292,246935,247227,-246643,768,420064,420832,-419296,2464,987780,990244,-985316,1,1,1
754,648,246538,247186,-245890,1472,419408,420880,-417936,4116,986924,991040,-982808,1,1,1
755,867,245772,246639,-244905,2016,418112,420128,-416096,5772,984028,989800,-978256,1,1,1
756,1154,245306,246460,-244152,2560,417232,419792,-414672,6976,982364,989340,-975388,1,1,1
757,1306,244473,245779,-243167,2880,415776,418656,-412896,7780,979012,986792,-971232,1,1,1
758,1458,243887,245345,-242429,3264,414224,417488,-410960,8972,974124,983096,-965152,1,1,1
759,1586,243277,244863,-241691,3584,412608,416192,-409024,9960,969032,978992,-959072,1,1,1
760,1740,242678,244418,-240938,3840,411312,415152,-407472,10420,965832,976252,-955412,1,1,1
761,1750,241702,243452,-239952,3744,409568,413312,-405824,9728,961800,971528,-952072,1,1,1
762,1758,241044,242802,-239286,3840,407728,411568,-403888,10212,955480,965692,-945268,1,1,1
763,1740,240360,242100,-238620,3872,405824,409696,-401952,10476,949012,959488,-938536,1,1,1
764,1696,239650,241346,-237954,3840,403856,407696,-400016,10592,942324,952916,-931732,1,1,1
765,1626,238914,240540,-237288,3744,401824,405568,-398080,10488,935488,945976,-925000,1,1,1
766,1532,238154,239686,-236622,3584,399728,403312,-396144,10192,928424,938616,-918232,1,1,1
767,1432,237374,238806,-235942,3360,397728,401088,-394368,9588,922116,931704,-912528,1,1,1
768,1202,236159,237361,-234957,2560,395504,398064,-392944,6456,916916,923372,-910460,1,1,1
769,1024,235242,236266,-234218,2176,393184,395360,-391008,5464,909856,915320,-904392,1,1,1
770,808,234360,235168,-233552,1728,390800,392528,-389072,4368,901992,906360,-897624,1,1,1
771,558,233445,234003,-232887,1216,388352,389568,-387136,3144,893988,897132,-890844,1,1,1
772,292,232441,232733,-232149,640,385840,386480,-385200,1672,886436,888108,-884764,1,1,1
773,536,231946,232482,-231410,768,384304,385072,-383536,1360,881276,882636,-879916,1,1,1
774,1062,231003,232065,-229941,1504,383488,384992,-381984,2704,881232,883936,-878528,1,1,1
775,1533,230000,231533,-228467,2208,382640,384848,-380432,4064,881100,885164,-877036,1,1,1
776,1851,228969,230820,-227118,2880,381280,384160,-378400,5768,878964,884732,-873196,1,1,1
777,2165,228419,230584,-226254,3560,379896,383456,-376336,7532,875526,883058,-867994,1,1,1
778,2639,228024,230663,-225385,4224,378960,383184,-374736,8748,873632,882380,-864884,1,1,1
779,3056,226962,230018,-223906,4816,378000,382816,-373184,9774,873272,883046,-863498,1,1,1
780,3463,225900,229363,-222437,5376,377008,382384,-371632,10778,872894,883672,-862116,1,1,1
781,3843,224801,228644,-220958,5904,375984,381888,-370080,11648,872378,884026,-860730,1,1,1
782,4184,223675,227859,-219491,6400,374928,381328,-368528,12582,871830,884412,-859248,1,1,1
783,4517,222656,227173,-218139,6864,373840,380704,-366976,13426,870826,884252,-857400,1,1,1
784,4709,221499,226208,-216790,7296,372304,379600,-365008,14546,868370,882916,-853824,1,1,1
785,4923,220849,225772,-215926,7800,370744,378544,-362944,15898,864556,880454,-848658,1,1,1
786,5277,220334,225611,-215057,8288,369568,377856,-361280,16786,862034,878820,-845248,1,1,1
787,5555,219133,224688,-213578,8640,368368,377008,-359728,17262,861106,878368,-843844,1,1,1
788,5798,217909,223707,-212111,8960,367136,376096,-358176,17764,860144,877908,-842380,1,1,1
789,6030,216789,222819,-210759,9248,365872,375120,-356624,18176,858744,876920,-840568,1,1,1
790,6143,215553,221696,-209410,9504,364208,373712,-354704,18800,856014,874814,-837214,1,1,1
791,6289,214835,221124,-208546,9880,362520,372400,-352640,19858,851864,871722,-832006,1,1,1
792,6523,214202,220725,-207679,10240,361168,371408,-350928,20576,848880,869456,-828304,1,1,1
793,6601,212931,219532,-206330,10416,359448,369864,-349032,20968,846032,867000,-825064,1,1,1
794,6717,212183,218900,-205466,10736,357704,368440,-346968,21916,841748,863664,-819832,1,1,1
795,6910,211509,218419,-204599,11040,356272,367312,-345232,22588,838652,861240,-816064,1,1,1
796,7028,210275,217303,-203247,11136,354816,365952,-343680,22636,836876,859512,-814240,1,1,1
797,7039,208937,215976,-201898,11200,353016,364216,-341816,22852,833936,856788,-811084,1,1,1
798,7102,208136,215238,-201034,11440,351192,362632,-339752,23636,829536,853172,-805900,1,1,1
799,7152,207322,214474,-200170,11664,349352,361016,-337688,24404,825120,849524,-800716,1,1,1
800,7276,206579,213855,-199303,11872,347784,359656,-335912,24874,821612,846486,-796738,1,1,1
801,7321,205267,212588,-197946,11832,346192,358024,-334360,24510,819572,844082,-795062,1,1,1
802,7335,203812,211147,-196477,11760,344568,356328,-332808,24216,817818,842034,-793602,1,1,1
803,7240,202246,209486,-195006,11656,342648,354304,-330992,24034,815052,839086,-791018,1,1,1
804,7230,201372,208602,-194142,11776,340704,352480,-328928,24604,810432,835036,-785828,1,1,1
805,7278,200553,207831,-193275,11880,338992,350872,-327112,24894,806612,831506,-781718,1,1,1
806,7229,199152,206381,-191923,11696,337256,348952,-325560,24280,804186,828466,-779906,1,1,1
807,7104,197678,204782,-190574,11480,335256,346736,-323776,23760,800882,824642,-777122,1,1,1
808,7138,196845,203983,-189707,11520,333456,344976,-321936,23838,796694,820532,-772856,1,1,1
809,7073,195428,202501,-188355,11248,331632,342880,-320384,22930,793986,816916,-771056,1,1,1
810,6920,193926,200846,-187006,10944,329568,340512,-318624,22202,790522,812724,-768320,1,1,1
811,6905,193044,199949,-186139,10920,327680,338600,-316760,22192,786198,808390,-764006,1,1,1
812,6725,191515,198240,-184790,10560,325576,336136,-315016,21304,782658,803962,-761354,1,1,1
813,6618,190544,197162,-183926,10496,323448,333944,-312952,21430,777582,799012,-756152,1,1,1
814,6502,189564,196066,-183062,10416,321304,331720,-310888,21482,772486,793968,-751004,1,1,1
815,6382,188580,194962,-182198,10320,319144,329464,-308824,21498,767300,788798,-745802,1,1,1
816,6249,187583,193832,-181334,10208,316968,327176,-306760,21516,762116,783632,-740600,1,1,1
817,6109,186579,192688,-180470,10080,314776,324856,-304696,21440,756910,778350,-735470,1,1,1
818,6012,185615,191627,-179603,9936,312712,322648,-302776,21200,752074,773274,-730874,1,1,1
819,5746,184000,189746,-178254,9400,310488,319888,-301088,19868,748318,768186,-728450,1,1,1
820,5565,182955,188520,-177390,9216,308240,317456,-299024,19770,743018,762788,-723248,1,1,1
821,5372,181898,187270,-176526,9016,305976,314992,-296960,19650,737720,757370,-718070,1,1,1
822,5178,180840,186018,-175662,8800,303696,312496,-294896,19412,732352,751764,-712940,1,1,1
