shell,first_size,second_size,rest_size,partition_count,best_F,best_u,best_v,best_gradient_norm,hessian_min_eigenvalue_at_equality,hessian_max_eigenvalue_at_equality,local_hessian_nonpositive,example_labels,profile
12,17,7,0,2,1.4210854715202004e-14,-6.000000014401678,-5.9999999855983255,1.4928454609678826e-07,-7.32971014492754,8.881784197001252e-16,True,prefix_flag_17_24;struct_flag:full:prefix_17;struct_flag:prefix_24:prefix_17,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0"
12,18,6,0,4,1.4210854715202004e-14,-5.999999992849866,-6.000000007150139,6.726558050205023e-08,-6.652173913043476,8.881784197001252e-16,True,prefix_flag_18_24;struct_flag:full:prefix_18;struct_flag:prefix_24:prefix_18;struct_symdiff:prefix_18:mog_row_3;struct_symdiff:prefix_18:w24_row_mask_3;swap:codeword_w24_split_by_mog_row_3;swap:struct_flag:full:mog_row_3;swap:struct_flag:full:w24_row_mask_3,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0"
12,22,2,0,2,1.4210854715202004e-14,-6.0000000076906215,-5.999999992309375,2.9476039550728006e-08,-2.7101449275362297,-6.661338147750939e-16,True,prefix_flag_22_24;struct_flag:full:prefix_22;struct_flag:prefix_24:prefix_22,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0,0,0,0,0,1344,0,0,0,0,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0"
12,23,1,0,2,1.4210854715202004e-14,-6.000000009871675,-5.9999999901283205,1.9777601356788236e-08,-1.4166666666666667,0.0,True,prefix_flag_23_24;struct_flag:full:prefix_23;struct_flag:prefix_24:prefix_23,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,0,0,0,0,0,0,0,0,0,0,0,1288,0,0,0,0,0,0,0,0,0,0,0,0"
12,8,11,5,1,3.552713678800501e-15,-6.406893127142155e-09,7.0288890263725534e-09,6.55566497069199e-08,-6.892977188351304,-1.4530373044023266,True,swap:deterministic_ternary_74,"0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,14,8,6,1,0,0,0,0,0,0,0,14,58,96,40,8,0,0,0,0,0,0,0,18,111,266,164,48,1,0,0,0,0,0,0,12,118,300,300,118,12,0,0,0,0,0,0,1,48,164,266,111,18,0,0,0,0,0,0,0,8,40,96,58,14,0,0,0,0,0,0,0,1,6,8,14,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
12,11,8,5,1,3.552713678800501e-15,7.0288890263725534e-09,-6.406893127142155e-09,6.55566497069199e-08,-6.892977188351305,-1.4530373044023355,True,deterministic_ternary_74,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,6,0,0,0,0,0,0,0,0,0,12,48,40,8,2,0,0,0,0,0,0,0,18,118,164,96,14,0,0,0,0,0,0,0,14,111,300,266,58,3,0,0,0,0,0,0,3,58,266,300,111,14,0,0,0,0,0,0,0,14,96,164,118,18,0,0,0,0,0,0,0,2,8,40,48,12,0,0,0,0,0,0,0,0,0,6,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
12,0,9,15,2,2.6645352591003757e-15,-8.0,-3.1930837973703774e-09,1.3275592181116735e-08,-4.157608695652172,0.0,True,struct_symdiff:prefix_10:prefix_19;swap:struct_symdiff:prefix_19:prefix_10,"0,14,98,406,770,770,406,98,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
12,0,10,14,6,2.6645352591003757e-15,-16.0,-7.2968251441096754e-09,3.146094851302905e-08,-4.311594202898552,0.0,True,struct_symdiff:prefix_3:prefix_13;swap:struct_symdiff:prefix_13:prefix_3,"0,4,42,228,606,816,606,228,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
12,0,14,10,7,2.6645352591003757e-15,4.0,7.207563212929813e-09,3.107608659291827e-08,-4.311594202898552,0.0,True,prefix_flag_0_14;struct_flag:prefix_14:empty;struct_flag:prefix_14:mog_row_3;struct_flag:prefix_14:prefix_0;struct_flag:prefix_14:w24_row_mask_3;struct_symdiff:empty:prefix_14;struct_symdiff:prefix_0:prefix_14;swap:prefix_flag_14_14,"0,0,1,0,45,240,570,864,570,240,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
12,1,6,17,4,2.6645352591003757e-15,-1.6217464871015608e-08,1.1249159603821113e-08,4.2628605870397306e-08,-3.339066082768487,-0.6953542070865864,True,prefix_flag_1_7;struct_flag:prefix_7:prefix_1,"6,72,270,480,330,120,10,0,0,0,0,0,0,10,120,330,480,270,72,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
12,1,7,16,8,2.6645352591003757e-15,-6.954912618040154e-10,9.588453253606133e-09,3.538293679250342e-08,-3.6804917261289356,-0.692696679668164,True,struct_symdiff:prefix_2:w24_column_pair_codeword_5;swap:struct_symdiff:w24_column_pair_codeword_5:prefix_2,"0,42,126,420,420,210,70,0,0,0,0,0,0,0,70,210,420,420,126,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
12,2,4,18,64,2.6645352591003757e-15,-2.1062155519668835e-08,1.871244592610566e-08,6.10728938875738e-08,-2.5160528356178755,-1.302787744092269,True,prefix_flag_2_6;splitter_mog_row_0_inside_outside_codeword_w12;splitter_mog_row_0_inside_outside_codeword_w16;splitter_mog_row_0_inside_outside_codeword_w8;struct_flag:mog_row_0:prefix_2;struct_flag:mog_row_0:w24_column_pair_codeword_0;struct_flag:prefix_6:prefix_2;struct_flag:prefix_6:w24_column_pair_codeword_0,"18,120,252,184,42,0,0,0,0,0,0,0,0,60,336,552,336,60,0,0,0,0,0,0,0,0,42,184,252,120,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
12,2,6,16,8,2.6645352591003757e-15,-2.5605801368122627e-09,1.4120697722219688e-08,4.869434347194884e-08,-3.3931019106550577,-1.288057509634797,True,struct_symdiff:prefix_4:w24_column_pair_codeword_9;swap:struct_symdiff:w24_column_pair_codeword_9:prefix_4,"2,24,114,224,174,72,6,0,0,0,0,0,0,8,96,312,512,312,96,8,0,0,0,0,0,0,6,72,174,224,114,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
12,2,6,16,16,2.6645352591003757e-15,-2.2275380151537405e-09,1.2284093409142827e-08,4.236092835956917e-08,-3.393101910655059,-1.2880575096347973,True,prefix_flag_2_8;struct_flag:prefix_8:prefix_2,"2,24,116,216,186,64,8,0,0,0,0,0,0,8,92,328,488,328,92,8,0,0,0,0,0,0,8,64,186,216,116,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
12,2,7,15,3,2.6645352591003757e-15,1.7411049824112013e-09,-9.64180657536673e-09,3.6670167331181135e-08,-3.7427136902667844,-1.2772138459651003,True,struct_symdiff:mog_column_0:prefix_9;swap:struct_symdiff:prefix_9:mog_column_0,"0,10,60,166,216,126,36,2,0,0,0,0,0,4,36,204,428,428,204,36,4,0,0,0,0,0,2,36,126,216,166,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
12,2,19,3,2,2.6645352591003757e-15,5.668375935297121e-09,-1.0636908243100152e-08,4.278524937852435e-08,-3.549765574512258,-0.7310315269370189,True,prefix_flag_2_21;struct_flag:prefix_21:prefix_2,"0,0,0,0,0,0,0,0,0,88,264,216,48,0,0,0,0,0,0,0,0,144,528,528,144,0,0,0,0,0,0,0,0,48,216,264,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
12,3,6,15,16,2.6645352591003757e-15,-3.573179307991836e-09,1.0186331667050297e-08,3.800374916419282e-08,-3.520541674209443,-1.745762673616643,True,prefix_flag_3_9;struct_flag:prefix_9:prefix_3,"1,6,45,94,93,36,5,0,0,0,0,0,0,3,54,213,366,279,84,9,0,0,0,0,0,0,9,84,279,366,213,54,3,0,0,0,0,0,0,5,36,93,94,45,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
12,3,8,13,1,2.6645352591003757e-15,-1.8955435165946e-08,1.8531443046754248e-09,4.3698754304896366e-08,-4.185360390185757,-1.6968859866258412,True,deterministic_ternary_352,"0,1,8,35,90,89,46,11,0,0,0,0,0,0,5,60,207,340,277,102,15,2,0,0,0,0,2,15,102,277,340,207,60,5,0,0,0,0,0,0,11,46,89,90,35,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
12,3,12,9,1,2.6645352591003757e-15,-2.0524135307953273e-08,-2.2715256120520166e-08,7.934396799381184e-08,-4.856307944343494,-1.5186920556565024,True,prefix_flag_3_15;struct_flag:prefix_15:prefix_3,"0,0,0,1,0,27,90,81,54,27,0,0,0,0,0,0,9,54,171,342,297,108,27,0,0,0,0,0,0,27,108,297,342,171,54,9,0,0,0,0,0,0,27,54,81,90,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
