shell,support_mask,support_size,labels,label_count,profile,max_F,arg_t,root_count,endpoint_left_F,endpoint_right_F,exceeds_tolerance
16,258,2,complement:deterministic_random,1,"77,352,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-1.5921053396249087,-540.9536559246311,False
12,272,2,complement:deterministic_random,1,"616,1344,616,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.9086778617529463,-386.5213062249627,False
16,272,2,complement:deterministic_random,1,"77,352,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-1.5921053396249087,-540.9536559246311,False
12,511,9,indicator_worst_shell_12;indicator_worst_shell_16;prefix_k9,3,"1,9,108,396,774,774,396,108,9,1,0,0,0",0.0,0.0,3,-5.03397131174983,-121.96901756915383,False
16,511,9,indicator_worst_shell_12;indicator_worst_shell_16;prefix_k9,3,"0,0,0,12,54,180,264,180,63,6,0,0,0,0,0,0,0",0.0,0.0,3,-120.38706609364175,-276.99360828407373,False
12,512,1,singleton_9,1,"1288,1288,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.43778949404716805,-421.62482419847225,False
16,512,1,singleton_9,1,"253,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.7581353733177414,-574.9810344653246,False
12,1023,10,indicator_worst_shell_12;indicator_worst_shell_16;prefix_k10,3,"1,0,45,240,570,864,570,240,45,0,1,0,0",0.0,0.0,3,-4.62001408282812,-82.60118066310088,False
16,1023,10,indicator_worst_shell_12;indicator_worst_shell_16;prefix_k10,3,"0,0,0,0,30,72,240,240,135,40,2,0,0,0,0,0,0",0.0,0.0,3,-158.918832389872,-238.93510469800452,False
12,1024,1,deterministic_random;singleton_10,2,"1288,1288,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.43778949404716805,-421.62482419847225,False
16,1024,1,deterministic_random;singleton_10,2,"253,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.7581353733177414,-574.9810344653246,False
12,1026,2,deterministic_random,1,"616,1344,616,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.9086778617529463,-386.5213062249627,False
16,1026,2,deterministic_random,1,"77,352,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-1.5921053396249087,-540.9536559246311,False
12,1280,2,deterministic_random,1,"616,1344,616,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.9086778617529463,-386.5213062249627,False
16,1280,2,deterministic_random,1,"77,352,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-1.5921053396249087,-540.9536559246311,False
12,1792,3,deterministic_random,1,"280,1008,1008,280,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-1.4180151283078581,-349.74255423397597,False
16,1792,3,deterministic_random,1,"21,168,360,210,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-2.5192281986760254,-504.64936191323943,False
12,1857,5,deterministic_random,1,"48,360,880,880,360,48,0,0,0,0,0,0,0",0.0,0.0,3,-2.5811029692273197,-274.5710965688333,False
16,1857,5,deterministic_random,1,"1,20,120,280,260,78,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-4.763082967943586,-429.7263656073953,False
12,2047,11,indicator_worst_shell_12;indicator_worst_shell_16;prefix_k11,3,"1,0,0,165,330,792,792,330,165,0,0,1,0",0.0,0.0,4,-4.17536624990579,-43.17304174192674,False
16,2047,11,indicator_worst_shell_12;indicator_worst_shell_16;prefix_k11,3,"0,0,0,0,0,66,66,330,165,110,22,0,0,0,0,0,0",0.0,0.0,3,-197.53751125227794,-237.29969086364065,False
12,2048,1,complement:deterministic_random;singleton_11,2,"1288,1288,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.43778949404716805,-421.62482419847225,False
16,2048,1,complement:deterministic_random;singleton_11,2,"253,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.7581353733177414,-574.9810344653246,False
12,2176,2,complement:deterministic_random,1,"616,1344,616,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.9086778617529463,-386.5213062249627,False
16,2176,2,complement:deterministic_random,1,"77,352,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-1.5921053396249087,-540.9536559246311,False
12,4032,6,mog_row_1;w24_row_mask,2,"18,180,630,920,630,180,18,0,0,0,0,0,0",0.0,0.0,3,-3.237528894617392,-236.6458551626087,False
16,4032,6,mog_row_1;w24_row_mask,2,"0,6,45,180,285,198,45,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-42.53878572855332,-391.73498439866614,False
12,4095,12,complement:w24_row_pair_mask;complement:w24_shell_support_w12;indicator_worst_shell_16;prefix_k12;w24_row_pair_mask;w24_shell_support_w12,6,"1,0,0,0,495,0,1584,0,495,0,0,0,1",0.0,0.0,327,-3.6951100038645714,-3.6951100038645563,False
16,4095,12,complement:w24_row_pair_mask;complement:w24_shell_support_w12;indicator_worst_shell_16;prefix_k12;w24_row_pair_mask;w24_shell_support_w12,6,"0,0,0,0,0,0,132,0,495,0,132,0,0,0,0,0,0",0.0,0.0,3,-236.20402241032969,-236.20402241032969,False
12,4096,1,singleton_12,1,"1288,1288,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.43778949404716805,-421.62482419847225,False
16,4096,1,singleton_12,1,"253,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.7581353733177414,-574.9810344653246,False
12,4112,2,deterministic_random,1,"616,1344,616,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.9086778617529463,-386.5213062249627,False
16,4112,2,deterministic_random,1,"77,352,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-1.5921053396249087,-540.9536559246311,False
12,8191,13,indicator_worst_shell_16;prefix_k13,2,"0,1,0,0,165,330,792,792,330,165,0,0,1",0.0,0.0,335,-43.173041741926795,-4.175366249905778,False
16,8191,13,indicator_worst_shell_16;prefix_k13,2,"0,0,0,0,0,0,22,110,165,330,66,66,0,0,0,0,0",0.0,0.0,3,-237.2996908636407,-197.53751125227797,False
12,8192,1,deterministic_random;singleton_13,2,"1288,1288,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.43778949404716805,-421.62482419847225,False
16,8192,1,deterministic_random;singleton_13,2,"253,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.7581353733177414,-574.9810344653246,False
12,10384,4,deterministic_random,1,"120,640,1056,640,120,0,0,0,0,0,0,0,0",0.0,0.0,3,-1.9725720036784686,-312.3159445290739,False
16,10384,4,deterministic_random,1,"5,64,240,320,130,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-3.5639914106098907,-467.43039157311557,False
12,12288,2,complement:deterministic_random,1,"616,1344,616,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.9086778617529463,-386.5213062249627,False
16,12288,2,complement:deterministic_random,1,"77,352,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-1.5921053396249087,-540.9536559246311,False
12,14040,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,14040,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,14631,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,14631,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,16383,14,indicator_worst_shell_16;prefix_k14,2,"0,0,1,0,45,240,570,864,570,240,45,0,1",0.0,0.0,320,-82.60118066310083,-4.620014082828106,False
16,16383,14,indicator_worst_shell_16;prefix_k14,2,"0,0,0,0,0,0,2,40,135,240,240,72,30,0,0,0,0",0.0,0.0,3,-238.9351046980045,-158.91883238987197,False
12,16384,1,deterministic_random;singleton_14,2,"1288,1288,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.43778949404716805,-421.62482419847225,False
16,16384,1,deterministic_random;singleton_14,2,"253,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.7581353733177414,-574.9810344653246,False
12,16386,2,deterministic_random,1,"616,1344,616,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.9086778617529463,-386.5213062249627,False
16,16386,2,deterministic_random,1,"77,352,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-1.5921053396249087,-540.9536559246311,False
12,16392,2,deterministic_random,1,"616,1344,616,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.9086778617529463,-386.5213062249627,False
16,16392,2,deterministic_random,1,"77,352,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-1.5921053396249087,-540.9536559246311,False
12,16416,2,complement:deterministic_random;deterministic_random,2,"616,1344,616,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.9086778617529463,-386.5213062249627,False
16,16416,2,complement:deterministic_random;deterministic_random,2,"77,352,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-1.5921053396249087,-540.9536559246311,False
12,16904,3,complement:deterministic_random,1,"280,1008,1008,280,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-1.4180151283078581,-349.74255423397597,False
16,16904,3,complement:deterministic_random,1,"21,168,360,210,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-2.5192281986760254,-504.64936191323943,False
12,18432,2,complement:deterministic_random,1,"616,1344,616,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.9086778617529463,-386.5213062249627,False
16,18432,2,complement:deterministic_random,1,"77,352,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-1.5921053396249087,-540.9536559246311,False
12,21655,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,21655,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,23400,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,23400,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,24613,5,complement:deterministic_random,1,"48,360,880,880,360,48,0,0,0,0,0,0,0",0.0,0.0,3,-2.5811029692273197,-274.5710965688333,False
16,24613,5,complement:deterministic_random,1,"1,20,120,280,260,78,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-4.763082967943586,-429.7263656073953,False
12,25167,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,25167,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,28080,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,28080,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,30977,6,deterministic_random,1,"18,180,630,920,630,180,18,0,0,0,0,0,0",0.0,0.0,3,-3.237528894617392,-236.6458551626087,False
16,30977,6,deterministic_random,1,"0,6,45,180,285,198,45,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-42.53878572855332,-391.73498439866614,False
12,32767,15,indicator_worst_shell_16;prefix_k15,2,"0,0,0,1,9,108,396,774,774,396,108,9,1",0.0,0.0,53,-121.96901756915388,-5.033971311749838,False
16,32767,15,indicator_worst_shell_16;prefix_k15,2,"0,0,0,0,0,0,0,6,63,180,264,180,54,12,0,0,0",0.0,0.0,3,-276.9936082840738,-120.3870660936418,False
12,32768,1,singleton_15,1,"1288,1288,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.43778949404716805,-421.62482419847225,False
16,32768,1,singleton_15,1,"253,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.7581353733177414,-574.9810344653246,False
12,32769,2,complement:deterministic_random,1,"616,1344,616,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.9086778617529463,-386.5213062249627,False
16,32769,2,complement:deterministic_random,1,"77,352,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-1.5921053396249087,-540.9536559246311,False
12,32784,2,deterministic_random,1,"616,1344,616,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.9086778617529463,-386.5213062249627,False
16,32784,2,deterministic_random,1,"77,352,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-1.5921053396249087,-540.9536559246311,False
12,37830,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,37830,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,39993,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,39993,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,42270,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,42270,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,43745,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,43745,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,49408,3,deterministic_random,1,"280,1008,1008,280,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-1.4180151283078581,-349.74255423397597,False
16,49408,3,deterministic_random,1,"21,168,360,210,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-2.5192281986760254,-504.64936191323943,False
12,51025,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,51025,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,51374,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,51374,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,61833,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,61833,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,65142,12,complement:w24_shell_support_w12;w24_shell_support_w12,2,"1,0,0,0,495,0,1584,0,495,0,0,0,1",0.0,0.0,327,-3.6951100038645714,-3.6951100038645563,False
16,65142,12,complement:w24_shell_support_w12;w24_shell_support_w12,2,"0,0,0,0,0,0,132,0,495,0,132,0,0,0,0,0,0",0.0,0.0,3,-236.20402241032969,-236.20402241032969,False
12,65535,16,indicator_worst_shell_16;prefix_k16,2,"0,0,0,0,2,32,216,608,860,608,216,32,2",0.0,0.0,47,-160.56917217465562,-4.7280552580152175,False
16,65535,16,indicator_worst_shell_16;prefix_k16,2,"0,0,0,0,0,0,0,0,13,96,228,256,130,32,4,0,0",0.0,0.0,3,-315.27815411058924,-82.00198655141037,False
12,65536,1,deterministic_random;singleton_16,2,"1288,1288,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.43778949404716805,-421.62482419847225,False
16,65536,1,deterministic_random;singleton_16,2,"253,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.0,0.0,3,-0.7581353733177414,-574.9810344653246,False
12,70429,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,70429,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,72930,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,72930,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,75205,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,75205,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,76346,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,76346,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,83850,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,83850,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,84085,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,84085,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,94546,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"0,0,448,0,1680,0,448,0,0,0,0,0,0",0.0,0.0,3,-79.31640920616026,-235.15752612280062,False
16,94546,8,complement:w24_shell_support_w16;w24_shell_support_w8,2,"1,0,0,0,280,0,448,0,30,0,0,0,0,0,0,0,0",0.0,0.0,4,-3.3882809125303135,-314.44190608638866,False
12,97965,12,complement:w24_shell_support_w12;w24_shell_support_w12,2,"1,0,0,0,495,0,1584,0,495,0,0,0,1",0.0,0.0,327,-3.6951100038645714,-3.6951100038645563,False
