shell,start_label,success,nit,initial_gap,final_gap,Dq,Dp,p_min,p_max,p_cv,fun,grad_inf,message
12,q_uniform_4blocks_1,True,16,4.819780293102189,3.695110011195432,7.853993079594659,0.6931471780665378,1.0733333333333284e-298,0.08333333333333333,0.9999999997831779,3.695110011195432,7.00562607696991e-09,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,q_uniform_8blocks_0,True,22,5.3803337368193125,3.695110009931466,7.853993081157351,0.6931471785376475,1.9195787023549542e-33,0.08333333333333333,0.999999999824594,3.695110009931466,5.803784118435044e-09,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,q_uniform_8blocks_1,True,18,5.375282657897055,3.6951100112801925,7.853993081450891,0.6931471783617831,4.012460689379124e-14,0.08333333333333302,0.9999999998158807,3.6951100112801925,7.10020952974748e-09,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,q_uniform_16blocks_0,True,14,4.910529142768963,3.69511001390208,7.853993077089945,0.6931471771979775,2.1462722002832438e-16,0.0833333333333323,0.9999999997058973,3.69511001390208,9.596332613200951e-09,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,q_uniform_16blocks_1,True,21,4.865889967001064,3.6951100116780857,7.8539930791276165,0.6931471779082551,1.106408214552871e-23,0.08333333333333333,0.9999999997685862,3.6951100116780857,7.466392390648799e-09,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,q_uniform_32blocks_0,True,24,4.21898174335416,4.121336829609763,4.680008249277668,0.09311190327798409,0.009107546012081332,0.06953566939276941,0.41040514184664656,4.121336829609763,6.541041126439342e-08,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,q_uniform_32blocks_1,True,13,4.328688030313938,4.307853563413911,4.426927215648082,0.019845608705695107,0.023784242026631795,0.059004320610829046,0.19670772127901465,4.307853563413911,5.305305435716986e-08,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,q_uniform_64blocks_0,True,13,3.6522854089958,3.629995431322339,3.7355899653510862,0.017599089004791256,0.02810569711100731,0.05689005897150148,0.1882228076254121,3.629995431322339,1.3265085120231826e-08,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,zero_uniform,True,0,2.1464311809419672e-15,2.1464311809419672e-15,-1.1102230246251568e-16,-2.8218168542556036e-16,0.0416666666666666,0.0416666666666667,6.849500233248634e-16,2.1464311809419672e-15,1.053175991739279e-17,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,q_uniform_blocks,True,0,2.1464311809419672e-15,2.1464311809419672e-15,-1.1102230246251568e-16,-2.8218168542556036e-16,0.0416666666666666,0.0416666666666667,6.849500233248634e-16,2.1464311809419672e-15,1.053175991739279e-17,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,q_delta_0,True,0,3.3882809125303153,3.3882809125303153,6.63200177739563,0.4054651081081644,3.162500000000082e-299,0.0625,0.7071067811865476,3.3882809125303153,2.0474204370175396e-297,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,q_delta_1,True,0,3.3882809125303153,3.3882809125303153,6.63200177739563,0.4054651081081644,3.162500000000082e-299,0.0625,0.7071067811865476,3.3882809125303153,2.0474204370175396e-297,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,q_delta_2,True,0,3.3882809125303153,3.3882809125303153,6.63200177739563,0.4054651081081644,3.162500000000082e-299,0.0625,0.7071067811865476,3.3882809125303153,2.0474204370175396e-297,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,q_delta_3,True,0,3.3882809125303153,3.3882809125303153,6.63200177739563,0.4054651081081644,3.162500000000082e-299,0.0625,0.7071067811865476,3.3882809125303153,2.0474204370175396e-297,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,q_delta_4,True,0,3.3882809125303153,3.3882809125303153,6.63200177739563,0.4054651081081644,3.162500000000082e-299,0.0625,0.7071067811865476,3.3882809125303153,2.0474204370175396e-297,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,q_delta_379,True,0,3.3882809125303153,3.3882809125303153,6.63200177739563,0.4054651081081644,3.162500000000082e-299,0.0625,0.7071067811865476,3.3882809125303153,2.0474204370175396e-297,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,q_delta_758,True,0,3.3882809125303153,3.3882809125303153,6.63200177739563,0.4054651081081644,3.162500000000082e-299,0.0625,0.7071067811865476,3.3882809125303153,2.0474204370175393e-297,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,q_uniform_2blocks_0,True,0,4.774575273650205,4.774575273650205,5.938854596835685,0.14553491539818492,3.162499999999997e-299,0.0625,0.46770717334674267,4.774575273650205,6.893892335370721e-298,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,q_uniform_2blocks_1,True,0,4.08142809309026,4.08142809309026,5.938854596835685,0.2321783129681781,3.162499999999996e-299,0.0625,0.5590169943749473,4.08142809309026,6.886960863565123e-298,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,q_uniform_4blocks_0,True,24,4.813662274504466,3.3882809222057153,6.632001767423095,0.4054651056521724,1.316389746175004e-28,0.0625,0.7071067809592066,3.3882809222057153,9.246720718480613e-09,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,q_uniform_4blocks_1,True,9,4.813662274504466,3.3882809220281054,6.632001767897842,0.4054651057337171,3.424862075222347e-23,0.0625,0.7071067809635715,3.3882809220281054,9.07734198536665e-09,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,q_uniform_8blocks_0,True,3,4.310751129773427,3.3882809125303153,6.63200177739563,0.4054651081081644,9.029318317789754e-40,0.0625,0.7071067811865476,3.3882809125303153,1.1705479260979906e-22,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,q_uniform_8blocks_1,True,21,4.2467324832283575,3.388280921591953,6.6320017678775836,0.4054651057857038,1.5048270506893036e-13,0.0625,0.7071067809720645,3.388280921591953,8.652385915392699e-09,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,q_uniform_16blocks_0,True,14,3.6555218053241516,3.615748419354163,3.944998823004247,0.04115630045626051,0.014214375455999045,0.05937683627400461,0.27256788772373447,3.615748419354163,3.2271971757772476e-08,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,q_uniform_16blocks_1,True,11,3.73852673261958,3.717322980442517,3.8972491902309985,0.022490776223560157,0.02548539282920704,0.05661305744885822,0.20881659557886967,3.717322980442517,4.40431358638264e-08,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,q_uniform_32blocks_0,True,11,3.1009865576046662,3.0850280329603734,3.1896519818710023,0.013077993613828614,0.02700127883873596,0.053458261715108764,0.15947298240497004,3.0850280329603734,5.757229419182013e-08,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,q_uniform_32blocks_1,True,9,3.1048267009597454,3.094959245683943,3.1812640513611585,0.010788100709651909,0.02814295586272823,0.056103044067700315,0.1462478612621145,3.094959245683943,8.875986338089006e-08,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,q_uniform_64blocks_0,True,8,2.4394878533536972,2.4329359367031387,2.481661011687019,0.006090634372985033,0.031007984171405854,0.04951664950742065,0.10958021952442479,2.4329359367031387,8.763688834005802e-08,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
