state_id,sample_count,sum_value,outgoing_edge_count,current_average_num,current_average_den,expected_next_average_num_digits,expected_next_average_den_digits,expected_next_average_num_mod_1000000007,expected_next_average_den_mod_1000000007,expected_next_average_num_mod_1000000009,expected_next_average_den_mod_1000000009,drift_num_digits,drift_den_digits,drift_num_mod_1000000007,drift_den_mod_1000000007,drift_num_mod_1000000009,drift_den_mod_1000000009,abs_drift_num_digits,abs_drift_den_digits,abs_drift_num_mod_1000000007,abs_drift_den_mod_1000000007,abs_drift_num_mod_1000000009,abs_drift_den_mod_1000000009,source_probability_num_digits,source_probability_den_digits,source_probability_num_mod_1000000007,source_probability_den_mod_1000000007,source_probability_num_mod_1000000009,source_probability_den_mod_1000000009,drift_sign,eventual_cone_flag,boundary_defect_flag
164,12,21,2,7,4,15,15,532476983,546872615,532112823,546666787,13,15,301799641,187490446,301783801,186667130,13,15,301799641,187490446,301783801,186667130,10,12,623878635,951897840,623878629,951897622,1,1,0
165,12,22,2,11,6,14,14,136525444,848957543,136398780,848888935,12,14,826873256,697915079,826871498,697777861,12,14,826873256,697915079,826871498,697777861,10,12,663676353,951897840,663676335,951897622,1,1,0
166,12,23,2,23,12,14,14,297582455,949652519,297538475,949629651,12,15,728981656,395830151,728979898,395555713,12,15,728981656,395830151,728979898,395555713,11,12,769803601,951897840,769803551,951897622,1,1,0
167,12,24,1,2,1,1,1,2,1,2,1,1,1,0,1,0,1,1,1,0,1,0,1,11,12,719476260,951897840,719476124,951897622,0,1,0
168,13,0,3,0,1,13,14,481481675,334446558,481465843,334249526,13,14,481481675,334446558,481465843,334249526,13,14,481481675,334446558,481465843,334249526,4,12,8192,611511736,8192,611509978,1,1,0
169,13,1,3,1,13,14,15,69104111,668893116,69014391,668499052,15,16,229460327,695610452,228688031,690487604,15,16,229460327,695610452,228688031,690487604,5,12,12288,611511736,12288,611509978,1,1,0
170,13,2,2,2,13,15,15,961511093,6679334,961118789,5497138,16,16,486285457,86831342,483549873,71462794,16,16,486285457,86831342,483549873,71462794,5,12,18432,611511736,18432,611509978,1,1,0
171,13,3,3,3,13,15,15,403835805,434296575,403409321,433283265,16,16,946975719,645855440,944471351,632682400,16,16,946975719,645855440,944471351,632682400,5,12,27648,611511736,27648,611509978,1,1,0
172,13,4,2,4,13,16,16,212652965,824045608,210472589,819789704,16,17,468306120,712592834,456984850,657266062,16,17,468306120,712592834,456984850,657266062,5,12,41472,611511736,41472,611509978,1,1,0
173,13,5,2,5,13,17,17,719155523,360684036,681439619,296845452,17,18,545601570,688892440,374487724,858990849,17,18,545601570,688892440,374487724,858990849,5,12,62208,611511736,62208,611509978,1,1,0
174,13,6,2,6,13,17,17,334104654,416410423,308559028,378107273,17,18,844897957,413335464,742623717,915394513,17,18,844897957,413335464,742623717,915394513,5,12,93312,611511736,93312,611509978,1,1,0
175,13,7,2,7,13,18,18,400686908,246156303,974661987,671609050,18,19,485835662,200031918,969342418,730917578,18,19,485835662,200031918,969342418,730917578,6,12,139968,611511736,139968,611509978,1,1,0
176,13,8,2,8,13,18,18,413861231,747693786,132902243,402965430,18,19,398645722,720019155,504005737,238550545,18,19,398645722,720019155,504005737,238550545,6,12,209952,611511736,209952,611509978,1,1,0
177,13,9,2,9,13,19,19,209442766,215406713,618500405,44481396,19,20,784095541,800287255,640172638,578258148,19,20,784095541,800287255,640172638,578258148,6,12,314928,611511736,314928,611509978,1,1,0
178,13,10,2,10,13,19,19,886495498,729244032,907436691,626688843,19,20,232001126,480172353,529788508,146954887,19,20,232001126,480172353,529788508,146954887,6,12,472392,611511736,472392,611509978,1,1,0
179,13,11,2,11,13,20,20,309032148,938660410,270160690,400332564,20,21,692153463,202585246,108430775,204323287,20,21,692153463,202585246,108430775,204323287,6,12,708588,611511736,708588,611509978,1,1,0
180,13,12,1,12,13,2,2,15,14,15,14,2,3,27,182,27,182,2,3,27,182,27,182,7,12,1062882,611511736,1062882,611509978,1,1,0
181,13,13,2,1,1,20,20,992049951,611985912,314656913,900748269,19,20,380064039,611985912,413908653,900748269,19,20,380064039,611985912,413908653,900748269,7,12,1594323,611511736,1594323,611509978,1,1,0
182,13,14,2,14,13,20,19,957420621,101997652,607001103,650124716,20,21,18500868,325969469,789268333,451621236,20,21,18500868,325969469,789268333,451621236,7,12,4251528,611511736,4251528,611509978,1,1,0
183,13,15,2,15,13,19,19,869097704,734665106,640036876,100083141,19,20,278293562,550646315,819232219,301080824,19,20,278293562,550646315,819232219,301080824,8,12,11337408,611511736,11337408,611509978,1,1,0
184,13,16,2,16,13,18,18,570448395,91155504,70556567,703336111,18,19,957341036,185021545,663857694,143369362,18,19,957341036,185021545,663857694,143369362,8,12,30233088,611511736,30233088,611509978,1,1,0
185,13,17,2,17,13,18,17,450204480,900550246,199346686,715874342,17,19,543304128,707153121,421643194,306366365,17,19,543304128,707153121,421643194,306366365,8,12,80621568,611511736,80621568,611509978,1,1,0
186,13,18,2,18,13,18,18,171096593,717308618,863204484,501853396,17,19,312700662,325011971,188297146,524094094,17,19,312700662,325011971,188297146,524094094,9,12,214990848,611511736,214990848,611509978,1,1,0
187,13,19,2,19,13,18,17,404020234,811539081,188540292,667902267,17,18,833020580,550007983,760880822,682729399,17,18,833020580,550007983,760880822,682729399,9,12,573308928,611511736,573308928,611509978,1,1,0
188,13,20,2,20,13,17,17,134651945,635256517,97031237,611317049,16,18,45345022,258334665,35065200,947121574,16,18,45345022,258334665,35065200,947121574,10,12,528823801,611511736,528823799,611509978,1,1,0
189,13,21,2,21,13,15,15,607157239,945433464,606408103,944977476,14,16,38941447,290634948,38778451,284707080,14,16,38941447,290634948,38778451,284707080,10,12,76863460,611511736,76863452,611509978,1,1,0
190,13,22,2,22,13,16,16,298003121,515028505,293443199,512368565,15,17,543413519,695370523,542653229,660791291,15,17,543413519,695370523,542653229,660791291,11,12,871635898,611511736,871635878,611509978,1,1,0
191,13,23,2,23,13,16,15,93536312,10019001,90369710,8245707,15,17,985535033,130247013,985154969,107194191,15,17,985535033,130247013,985154969,107194191,11,12,991029052,611511736,991028996,611509978,1,1,0
192,13,24,2,24,13,15,15,522486015,501669837,521937139,501374289,14,16,752242149,521707839,752199925,517865703,14,16,752242149,521707839,752199925,517865703,11,12,309410789,611511736,309410635,611509978,1,1,0
193,13,25,2,25,13,15,14,817359772,334446558,816979782,334249526,13,16,264513072,347805226,264498998,345243802,13,16,264513072,347805226,264498998,345243802,12,12,158428766,611511736,158428354,611509978,1,1,0
194,13,26,1,2,1,1,1,2,1,2,1,1,1,0,1,0,1,1,1,0,1,0,1,12,12,755810045,611511736,755808947,611509978,0,1,0
195,14,0,3,0,1,13,14,124181249,14971000,124172805,14858410,13,14,124181249,14971000,124172805,14858410,13,14,124181249,14971000,124172805,14858410,5,13,16384,881031903,16384,881017831,1,1,0
196,14,1,3,1,14,14,15,115519109,89826000,115375557,89150460,15,16,881860385,314391000,881526839,312026610,15,16,881860385,314391000,881526839,312026610,5,13,24576,881031903,24576,881017831,1,1,0
197,14,2,2,1,7,15,16,649938655,269478000,649310967,267451380,16,16,280092557,886345993,277725353,872159651,16,16,280092557,886345993,277725353,872159651,5,13,36864,881031903,36864,881017831,1,1,0
198,14,3,3,3,14,16,16,70144102,616867993,65367472,604708271,16,17,65706728,318075923,50509902,232957861,16,17,65706728,318075923,50509902,232957861,5,13,55296,881031903,55296,881017831,1,1,0
199,14,4,2,2,7,14,15,406655427,957222728,406475603,956846656,15,16,932142533,700559054,931635909,697926538,15,16,932142533,700559054,931635909,697926538,5,13,82944,881031903,82944,881017831,1,1,0
200,14,5,2,5,14,17,17,331657384,551811902,271311954,442374394,17,18,942071933,862683293,793247693,96620731,17,18,942071933,862683293,793247693,96620731,6,13,124416,881031903,124416,881017831,1,1,0
201,14,6,2,3,7,17,17,590990173,731087144,550117185,665424640,17,18,943669772,117609973,854546366,657972444,17,18,943669772,117609973,854546366,657972444,6,13,186624,881031903,186624,881017831,1,1,0
202,14,7,2,1,2,18,18,695172316,966307090,13532670,981369519,17,18,212018771,966307090,22847915,981369519,17,18,212018771,966307090,22847915,981369519,6,13,279936,881031903,279936,881017831,1,1,0
203,14,8,2,4,7,19,19,477243632,898921256,229572584,944108539,19,20,745020407,292448750,830573959,608759719,19,20,745020407,292448750,830573959,608759719,6,13,419904,881031903,419904,881017831,1,1,0
204,14,9,2,9,14,19,19,408445696,696763754,62940793,832325599,19,20,723682986,877346250,195120387,826279148,19,20,723682986,877346250,195120387,826279148,6,13,629856,881031903,629856,881017831,1,1,0
205,14,10,2,5,7,20,20,758550949,90291248,926090185,496976779,20,20,858400375,632038736,997747373,478837426,20,20,858400375,632038736,997747373,478837426,6,13,944784,881031903,944784,881017831,1,1,0
206,14,11,2,11,14,20,20,81433310,270873744,219271249,490930328,20,21,80227585,896116201,834781957,436512269,20,21,80227585,896116201,834781957,436512269,7,13,1417176,881031903,1417176,881017831,1,1,0
207,14,12,2,6,7,19,19,392514633,338274448,849888776,870853523,19,19,717955743,367921122,724100294,95974607,19,19,717955743,367921122,724100294,95974607,7,13,2125764,881031903,2125764,881017831,1,1,0
208,14,13,1,13,14,2,2,16,15,16,15,2,3,29,210,29,210,2,3,29,210,29,210,7,13,3188646,881031903,3188646,881017831,1,1,0
209,14,14,2,1,1,21,21,147777562,828397765,503344804,313779687,20,21,319379804,828397765,189565117,313779687,20,21,319379804,828397765,189565117,313779687,7,13,4782969,881031903,4782969,881017831,1,1,0
210,14,15,2,15,14,21,20,200389400,609465924,857935746,104593229,21,22,663462789,532522880,442201919,464305197,21,22,663462789,532522880,442201919,464305197,8,13,12754584,881031903,12754584,881017831,1,1,0
211,14,16,2,8,7,18,18,627259309,84568612,882002648,467713383,18,19,714266246,591980284,432311454,273993654,18,19,714266246,591980284,432311454,273993654,8,13,34012224,881031903,34012224,881017831,1,1,0
212,14,17,2,17,14,20,19,6375294,67718436,681733914,122732582,19,21,938040718,948058104,457820839,718256139,19,21,938040718,948058104,457820839,718256139,8,13,90699264,881031903,90699264,881017831,1,1,0
213,14,18,2,9,7,18,18,502071241,804514568,727658849,474848843,18,19,273867603,631601941,819972356,323941874,18,19,273867603,631601941,819972356,323941874,9,13,241864704,881031903,241864704,881017831,1,1,0
214,14,19,2,19,14,17,17,15155384,151280320,983160483,128433830,16,18,337849317,117924466,324003893,798073611,16,18,337849317,117924466,324003893,798073611,9,13,644972544,881031903,644972544,881017831,1,1,0
215,14,20,2,10,7,18,18,120215365,224730314,36664952,486027137,17,19,594204429,573112191,396383339,402189932,17,19,594204429,573112191,396383339,402189932,10,13,719926777,881031903,719926775,881017831,1,1,0
216,14,21,2,3,2,18,18,983078071,741576776,605503791,495342382,16,18,741425821,483153545,724980445,990684764,16,18,741425821,483153545,724980445,990684764,10,13,586471396,881031903,586471388,881017831,1,1,0
217,14,22,2,11,7,15,15,614092574,153751124,612738690,152904958,14,16,607385640,76257861,607216274,70334697,14,16,607385640,76257861,607216274,70334697,11,13,230590380,881031903,230590356,881017831,1,1,0
218,14,23,2,23,14,16,16,307430392,727590600,298310554,722118726,15,17,569441779,186268330,567617175,109662074,15,17,569441779,186268330,567617175,109662074,11,13,614907680,881031903,614907616,881017831,1,1,0
219,14,24,2,12,7,16,16,356430968,212650993,340623300,203531201,15,17,943204867,488556944,941988697,424718398,15,17,943204867,488556944,941988697,424718398,11,13,973087142,881031903,973086970,881017831,1,1,0
220,14,25,2,25,14,14,14,561334972,746435232,561278562,746403894,13,15,197808885,450093178,197802617,449654426,13,15,197808885,450093178,197802617,449654426,12,13,928232367,881031903,928231905,881017831,1,1,0
221,14,26,2,13,7,15,15,446779960,134739000,444888448,133725690,14,16,375852713,943173000,375785157,936079830,14,16,375852713,943173000,375785157,936079830,12,13,475286298,881031903,475285062,881017831,1,1,0
222,14,27,2,27,14,15,14,34861120,14971000,34643446,14858410,13,15,83838680,209594000,83831174,208017740,13,15,83838680,209594000,83831174,208017740,13,13,267430121,881031903,267426823,881017831,1,1,0
223,14,28,1,2,1,1,1,2,1,2,1,1,1,0,1,0,1,1,1,0,1,0,1,13,13,46480318,881031903,46471522,881017831,0,1,0
224,15,0,3,0,1,15,16,934640741,315501872,933627433,301090352,15,16,934640741,315501872,933627433,301090352,15,16,934640741,315501872,933627433,301090352,5,14,32768,14971000,32768,14858410,1,1,0
225,15,1,3,1,15,16,17,696330255,631003744,690588167,602180704,17,18,813950018,465056097,756641720,32710479,17,18,813950018,465056097,756641720,32710479,5,14,49152,14971000,49152,14858410,1,1,0
226,15,2,2,2,15,17,17,670064797,893011225,644957229,806542103,17,18,88316483,465056097,20424719,32710479,17,18,88316483,465056097,20424719,32710479,5,14,73728,14971000,73728,14858410,1,1,0
227,15,3,3,1,5,17,18,55093410,358067315,864028209,839252582,18,19,917399742,790336568,480888436,196262874,18,19,917399742,790336568,480888436,196262874,6,14,110592,14971000,110592,14858410,1,1,0
228,15,4,2,4,15,18,18,990986452,74201938,293266246,517757728,18,19,522662979,371009690,109320920,588788622,18,19,522662979,371009690,109320920,588788622,6,14,165888,14971000,165888,14858410,1,1,0
229,15,5,2,1,3,19,19,925685200,222605814,511868264,553273175,18,19,851483262,222605814,994110545,553273175,18,19,851483262,222605814,994110545,553273175,6,14,248832,14971000,248832,14858410,1,1,0
230,15,6,2,2,5,19,19,71420161,667817442,896823418,659819516,19,20,21465928,339087189,164478031,299097553,19,20,21465928,339087189,164478031,299097553,6,14,373248,14971000,373248,14858410,1,1,0
231,15,7,2,7,15,20,20,969728238,3452312,704146219,979458539,20,21,173919096,17261560,901994501,897292659,20,21,173919096,17261560,901994501,897292659,6,14,559872,14971000,559872,14858410,1,1,0
232,15,8,2,8,15,20,20,920335969,10356936,13506762,938375599,20,21,574061321,51784680,231865570,691877959,20,21,574061321,51784680,231865570,691877959,6,14,839808,14971000,839808,14858410,1,1,0
233,15,9,2,3,5,21,21,283957736,31070808,463805012,815126779,21,21,326576249,155354040,873644732,75633859,21,21,326576249,155354040,873644732,75633859,7,14,1259712,14971000,1259712,14858410,1,1,0
234,15,10,2,2,3,21,21,399714823,93212424,101429892,445380319,20,21,337573207,93212424,471176352,445380319,20,21,337573207,93212424,471176352,445380319,7,14,1889568,14971000,1889568,14858410,1,1,0
235,15,11,2,11,15,22,22,800653479,279637272,314655681,336140948,22,22,977930717,398186353,674094932,680704731,22,22,977930717,398186353,674094932,680704731,7,14,2834352,14971000,2834352,14858410,1,1,0
236,15,12,2,4,5,22,22,122455776,838911816,735707860,8422835,22,23,256631637,194559052,644847933,42114175,22,23,256631637,194559052,644847933,42114175,7,14,4251528,14971000,4251528,14858410,1,1,0
237,15,13,2,13,15,23,23,360790026,516735434,103631626,25268505,23,23,898096592,583677156,408661275,126342525,23,23,898096592,583677156,408661275,126342525,7,14,6377292,14971000,6377292,14858410,1,1,0
238,15,14,1,14,15,2,2,17,16,17,16,2,3,31,240,31,240,2,3,31,240,31,240,7,14,9565938,14971000,9565938,14858410,1,1,0
239,15,15,2,1,1,23,23,823303030,662654723,9455472,806854143,22,23,160648307,662654723,202601338,806854143,22,23,160648307,662654723,202601338,806854143,8,14,14348907,14971000,14348907,14858410,1,1,0
240,15,16,2,16,15,22,22,209853343,943775793,184421530,634475695,22,23,15795847,718878937,871570640,172378448,22,23,15795847,718878937,871570640,172378448,8,14,38263752,14971000,38263752,14858410,1,1,0
241,15,17,2,17,15,22,22,167013766,629183862,586223566,756317133,22,23,269693633,145919289,645320761,781585638,22,23,269693633,145919289,645320761,781585638,9,14,102036672,14971000,102036672,14858410,1,1,0
242,15,18,2,6,5,21,21,598844428,552431992,966181938,313026430,20,22,679630195,762159946,952751092,565132141,20,22,679630195,762159946,952751092,565132141,9,14,272097792,14971000,272097792,14858410,1,1,0
243,15,19,2,19,15,21,21,119695037,69909318,284044351,84035237,20,22,155716171,349546590,554665251,420176185,20,22,155716171,349546590,554665251,420176185,9,14,725594112,14971000,725594112,14858410,1,1,0
244,15,20,2,4,3,20,20,392044052,11651553,317156693,180672541,19,20,376508648,11651553,409593308,180672541,19,20,376508648,11651553,409593308,180672541,10,14,934917625,14971000,934917623,14858410,1,1,0
245,15,21,2,7,5,20,20,214064846,7767702,278388468,453781697,19,21,15950309,38838510,215470479,268908467,19,21,15950309,38838510,215470479,268908467,10,14,159780317,14971000,159780307,14858410,1,1,0
246,15,22,2,22,15,19,18,337104306,125161828,382180385,155287120,18,19,434334789,625809140,105463039,776435600,18,19,434334789,625809140,105463039,776435600,11,14,759414181,14971000,759414155,14858410,1,1,0
247,15,23,2,23,15,19,19,739254244,863078,323408098,494864637,18,20,356320932,4315390,823078300,474323167,18,20,356320932,4315390,823078300,474323167,11,14,691771140,14971000,691771068,14858410,1,1,0
248,15,24,2,8,5,19,18,783612453,333477182,938223928,582477444,18,19,250244802,667385903,31300088,912387202,18,19,250244802,667385903,31300088,912387202,11,14,844723033,14971000,844722839,14858410,1,1,0
249,15,25,2,5,3,18,18,644110123,555651457,674231945,388318296,17,18,51357697,555651457,27034785,388318296,17,18,51357697,555651457,27034785,388318296,12,14,919261412,14971000,919260892,14858410,1,1,0
250,15,26,2,26,15,17,17,286501330,129637622,116265136,32359858,16,18,975647264,648188110,967540250,161799290,16,18,975647264,648188110,967540250,161799290,12,14,784697087,14971000,784695697,14858410,1,1,0
251,15,27,2,9,5,18,17,25999806,839516834,790911833,709813150,16,18,574347580,197584142,566240842,549065723,16,18,574347580,197584142,566240842,549065723,13,14,425858887,14971000,425855177,14858410,1,1,0
252,15,28,2,28,15,17,17,354736285,473252808,314203881,451635528,15,17,452218415,788754680,451918171,752725880,15,17,452218415,788754680,451918171,752725880,13,14,802290363,14971000,802280469,14858410,1,1,0
253,15,29,2,29,15,17,16,878082565,315501872,850160245,301090352,15,18,21684159,732528052,20783431,516355244,15,18,21684159,732528052,20783431,516355244,14,14,139440954,14971000,139414566,14858410,1,1,0
254,15,30,1,2,1,1,1,2,1,2,1,1,1,0,1,0,1,1,1,0,1,0,1,14,14,371842544,14971000,371772176,14858410,0,1,0
