shell,h2_basis_index,c2_support_size,public_profile_actor_support_size,public_profile_actor_zero,public_profile_ids_parity
16,484,12,12,False,"3842,3886,4109,4144,4279,4300,4396,4411,4472,4474,4483,4509"
16,485,12,12,False,"3509,3559,3842,3886,4109,4144,4279,4300,4396,4411,4483,4514"
16,486,16,16,False,"3076,3079,3509,3557,3842,3886,4109,4144,4279,4300,4396,4411,4472,4474,4483,4513"
16,487,4,4,False,"129,134,4588,4590"
16,488,2,2,False,"132,134"
16,489,4,4,False,"6,7,130,134"
16,490,4,4,False,"4525,4526,4530,4531"
16,491,4,4,False,"4522,4526,4527,4531"
16,492,4,4,False,"4474,4483,4531,4537"
16,493,6,6,False,"4474,4483,4525,4526,4531,4536"
16,494,6,6,False,"4474,4483,4522,4526,4531,4533"
16,495,6,6,False,"4396,4411,4474,4483,4531,4542"
16,496,8,8,False,"4396,4411,4474,4483,4525,4526,4531,4541"
16,497,8,8,False,"4396,4411,4474,4483,4522,4526,4531,4538"
16,498,10,10,False,"4109,4110,4279,4300,4396,4411,4474,4483,4531,4547"
16,499,10,10,False,"4279,4300,4396,4411,4474,4483,4525,4526,4531,4546"
16,500,10,10,False,"4279,4300,4396,4411,4474,4483,4522,4526,4531,4543"
16,501,12,12,False,"3842,3852,4109,4144,4279,4300,4396,4411,4474,4483,4531,4551"
16,502,12,12,False,"4109,4144,4279,4300,4396,4411,4474,4483,4525,4526,4531,4550"
16,503,12,12,False,"4109,4144,4279,4300,4396,4411,4474,4483,4522,4526,4531,4548"
16,504,16,16,False,"3507,3509,3842,3886,4109,4144,4279,4300,4396,4411,4474,4483,4525,4526,4531,4553"
16,505,14,14,False,"3842,3886,4109,4144,4279,4300,4396,4411,4474,4483,4522,4526,4531,4552"
16,506,4,4,False,"55,58,4588,4590"
16,507,4,4,False,"6,7,57,58"
16,508,4,4,False,"4557,4559,4560,4562"
16,509,4,4,False,"4526,4531,4562,4565"
16,510,6,6,False,"4526,4531,4557,4559,4562,4563"
16,511,6,6,False,"4474,4483,4526,4531,4562,4568"
16,512,8,8,False,"4474,4483,4526,4531,4557,4559,4562,4566"
16,513,8,8,False,"4396,4411,4474,4483,4526,4531,4562,4571"
16,514,10,10,False,"4396,4411,4474,4483,4526,4531,4557,4559,4562,4570"
16,515,12,12,False,"4109,4110,4279,4300,4396,4411,4474,4483,4526,4531,4562,4574"
16,516,12,12,False,"4279,4300,4396,4411,4474,4483,4526,4531,4557,4559,4562,4573"
16,517,14,14,False,"3842,3852,4109,4144,4279,4300,4396,4411,4474,4483,4526,4531,4562,4576"
16,518,14,14,False,"4109,4144,4279,4300,4396,4411,4474,4483,4526,4531,4557,4559,4562,4575"
16,519,4,4,False,"5,7,4588,4590"
16,520,4,0,True,
16,521,4,4,False,"4577,4578,4579,4580"
16,522,4,4,False,"4559,4562,4580,4582"
16,523,6,6,False,"4559,4562,4577,4578,4580,4581"
16,524,6,6,False,"4526,4531,4559,4562,4580,4584"
16,525,8,8,False,"4526,4531,4559,4562,4577,4578,4580,4583"
16,526,8,8,False,"4474,4483,4526,4531,4559,4562,4580,4586"
16,527,10,10,False,"4474,4483,4526,4531,4559,4562,4577,4578,4580,4585"
16,528,10,10,False,"4396,4411,4474,4483,4526,4531,4559,4562,4580,4588"
16,529,12,12,False,"4396,4411,4474,4483,4526,4531,4559,4562,4577,4578,4580,4587"
16,530,14,14,False,"4109,4110,4279,4300,4396,4411,4474,4483,4526,4531,4559,4562,4580,4590"
16,531,14,14,False,"4279,4300,4396,4411,4474,4483,4526,4531,4559,4562,4577,4578,4580,4589"
16,532,4,4,False,"4578,4580,4591,4592"
16,533,6,6,False,"4559,4562,4578,4580,4591,4593"
16,534,8,8,False,"4526,4531,4559,4562,4578,4580,4591,4594"
16,535,10,10,False,"4474,4483,4526,4531,4559,4562,4578,4580,4591,4595"
16,536,12,12,False,"4396,4411,4474,4483,4526,4531,4559,4562,4578,4580,4591,4596"
16,537,4,4,False,"4578,4580,4597,4598"
16,538,6,6,False,"4559,4562,4578,4580,4597,4599"
16,539,8,8,False,"4526,4531,4559,4562,4578,4580,4597,4600"
16,540,10,10,False,"4474,4483,4526,4531,4559,4562,4578,4580,4597,4601"
16,541,4,4,False,"4578,4580,4602,4603"
16,542,6,6,False,"4559,4562,4578,4580,4602,4604"
16,543,8,8,False,"4526,4531,4559,4562,4578,4580,4602,4605"
16,544,4,4,False,"4578,4580,4606,4607"
16,545,6,6,False,"4559,4562,4578,4580,4606,4608"
16,546,4,4,False,"4578,4580,4609,4610"
