operator_id,null_point,operator_kind,entry_chamber,entry_count,energy_fraction_in_C,mean,rms
R_full,100,raw,V_row_to_BS,2,0.2445490112475339,98516.45041743401,98516.45041743401
R_full,100,raw,BS_to_V_col,2,0.2163200352623945,92656.13333979742,92656.13333979742
R_full,100,raw,V_self,1,0.12840055677198253,100954.16739224743,100954.16739224743
R_full,100,raw,B_S_cross_only,2,0.20536519835904454,90279.51650714183,90279.51650714183
R_full,100,raw,B_S_diag_only,2,0.20536519835904454,90279.51650714182,90279.51650714183
R_full,100,normalized,BS_core_2x2,4,0.410494612849381,89467.02405763301,89467.024057633
R_full,100,normalized,V_row_to_BS,2,0.24488889233603364,97725.7026943758,97725.70269437581
R_full,100,normalized,BS_to_V_col,2,0.21609798731296315,91801.4666031387,91801.4666031387
R_full,100,normalized,V_self,1,0.12851850750162225,100120.28864622896,100120.28864622896
R_full,100,normalized,B_S_cross_only,2,0.20524730642469044,89467.02405763298,89467.024057633
R_full,100,normalized,B_S_diag_only,2,0.20524730642469055,89467.02405763301,89467.02405763301
R_full,101,raw,BS_core_2x2,4,0.4615176792064713,95601.56691415526,95698.4653259371
R_full,101,raw,V_row_to_BS,2,0.21084261681071909,91467.82492346941,91475.54357926913
R_full,101,raw,BS_to_V_col,2,0.22495710480328845,94397.98346228764,94487.78255312673
R_full,101,raw,V_self,1,0.1026825991795212,90279.51650714123,90279.51650714123
R_full,101,raw,B_S_cross_only,2,0.23043452325496536,95586.29187861583,95631.19273629576
R_full,101,raw,B_S_diag_only,2,0.2310831559515059,95616.84194969473,95765.69065856843
R_full,101,normalized,BS_core_2x2,4,0.46163560053846636,94778.62050034449,94876.55509915277
R_full,101,normalized,V_row_to_BS,2,0.21067264686882678,90634.24533038615,90641.7609720166
R_full,101,normalized,BS_to_V_col,2,0.22506809938036187,93596.36337600468,93687.40940179401
R_full,101,normalized,V_self,1,0.10262365321234503,89467.02405763321,89467.02405763321
R_full,101,normalized,B_S_cross_only,2,0.23049343982449869,94763.58464875763,94809.86825641323
R_full,101,normalized,B_S_diag_only,2,0.23114216071396768,94793.65635193135,94943.19510194879
R_full,110,raw,BS_core_2x2,4,0.4107303967180883,90279.51650714164,90279.51650714166
R_full,110,raw,V_row_to_BS,2,0.24454901124753495,98516.45041743413,98516.45041743413
R_full,110,raw,BS_to_V_col,2,0.21632003526239377,92656.13333979718,92656.13333979718
R_full,110,raw,V_self,1,0.12840055677198284,100954.16739224746,100954.16739224746
R_full,110,raw,B_S_cross_only,2,0.20536519835904415,90279.51650714166,90279.51650714166
R_full,110,raw,B_S_diag_only,2,0.20536519835904415,90279.51650714166,90279.51650714166
R_full,110,normalized,BS_core_2x2,4,0.410494612849381,89467.02405763352,89467.02405763352
R_full,110,normalized,V_row_to_BS,2,0.24488889233603395,97725.70269437644,97725.70269437644
R_full,110,normalized,BS_to_V_col,2,0.2160979873129629,91801.46660313918,91801.46660313918
R_full,110,normalized,V_self,1,0.1285185075016222,100120.28864622953,100120.28864622953
R_full,110,normalized,B_S_cross_only,2,0.20524730642469052,89467.02405763352,89467.02405763352
R_full,110,normalized,B_S_diag_only,2,0.20524730642469047,89467.0240576335,89467.0240576335
R_full,111,raw,BS_core_2x2,4,0.46151767920644976,95601.56691415288,95698.46532593475
R_full,111,raw,V_row_to_BS,2,0.21084261681071856,91467.82492346916,91475.54357926891
R_full,111,raw,BS_to_V_col,2,0.2249571048033005,94397.98346229001,94487.78255312913
R_full,111,raw,V_self,1,0.10268259917953126,90279.51650714554,90279.51650714554
R_full,111,raw,B_S_cross_only,2,0.23043452325495387,95586.29187861335,95631.19273629326
R_full,111,raw,B_S_diag_only,2,0.23108315595149584,95616.8419496924,95765.69065856624
R_full,111,normalized,BS_core_2x2,4,0.46163560053846886,94778.62050034488,94876.5550991531
R_full,111,normalized,V_row_to_BS,2,0.21067264686880655,90634.24533038185,90641.76097201231
R_full,111,normalized,BS_to_V_col,2,0.22506809938038122,93596.36337600884,93687.40940179811
R_full,111,normalized,V_self,1,0.1026236532123434,89467.02405763257,89467.02405763257
R_full,111,normalized,B_S_cross_only,2,0.23049343982449955,94763.58464875798,94809.86825641348
R_full,111,normalized,B_S_diag_only,2,0.23114216071396926,94793.65635193177,94943.19510194918
