shell,direction,t,F,ratio,max_schur_excess,max_pair_i,max_pair_j,near_barrier,below_barrier,schur_violation,danger_schur_violation
12,prefix_1,4.75,-34.99924228497339,6.309896052302755e-16,0.0,1,2,False,True,False,False
12,prefix_1,5.0,-37.806773120458054,3.808264069247826e-17,0.0,1,2,False,True,False,False
12,prefix_1,5.25,-40.61525660870087,2.2962447361853044e-18,0.0,1,2,False,True,False,False
12,prefix_1,5.5,-43.424243045233965,1.3838558839130104e-19,0.0,1,2,False,True,False,False
12,prefix_1,5.75,-46.233477825895186,8.337881163678361e-21,0.0,1,2,False,True,False,False
12,prefix_1,6.0,-49.042820135361,5.023123294765695e-22,0.0,1,2,False,True,False,False
12,prefix_1,6.25,-51.85219479725523,3.0260627182572083e-23,0.0,1,2,False,True,False,False
12,prefix_1,6.5,-54.66156394131206,1.8229905110335296e-24,0.0,1,2,False,True,False,False
12,prefix_1,6.75,-57.47091045837699,1.0982487508515984e-25,0.0,1,2,False,True,False,False
12,prefix_1,7.0,-60.28022843408959,6.616516855678814e-27,0.0,1,2,False,True,False,False
12,prefix_1,7.25,-63.089517691596775,3.9863056998393397e-28,0.0,1,2,False,True,False,False
12,prefix_1,7.5,-65.8987807371722,2.4017243526830846e-29,0.0,1,2,False,True,False,False
12,prefix_1,7.75,-68.70802109843716,1.447056786798607e-30,0.0,1,2,False,True,False,False
12,prefix_1,8.0,-71.51724245980745,8.718790428766372e-32,0.0,1,2,False,True,False,False
12,prefix_1,10.0,-93.99064983024341,1.5148841729078788e-41,0.0,1,2,False,True,False,False
12,prefix_1,12.0,-116.46385392723559,2.6326364998082267e-51,0.0,1,2,False,True,False,False
12,prefix_1,16.0,-161.41020341495133,7.951321868612638e-71,0.0,1,2,False,True,False,False
12,prefix_1,20.0,-206.35654831744122,2.4015396488524987e-90,0.0,1,2,False,True,False,False
12,prefix_1,24.0,-251.3028931428212,7.253376514036244e-110,0.0,1,2,False,True,False,False
12,prefix_2,0.0,0.0,1.0,0.0,0,1,True,False,False,False
12,prefix_2,0.1,-0.0039060011682670037,0.9961016173317784,0.0,0,1,False,True,False,False
12,prefix_2,0.2,-0.016507059956994752,0.9836284349917089,-0.0,0,1,False,True,False,False
12,prefix_2,0.30000000000000004,-0.039220964486818666,0.961538219871629,0.0,0,1,False,True,False,False
12,prefix_2,0.4,-0.07358659206781315,0.9290556934546926,0.0,0,1,False,True,False,False
12,prefix_2,0.5,-0.12125583536574247,0.8858073097645199,-0.0,0,1,False,True,False,False
12,prefix_2,0.6000000000000001,-0.18397979787002683,0.8319526108716785,-0.0,0,1,False,True,False,False
12,prefix_2,0.7000000000000001,-0.2635884118502787,0.7682896935230576,0.0,0,1,False,True,False,False
12,prefix_2,0.8,-0.3619628764110647,0.6963082168219781,0.0,0,1,False,True,False,False
12,prefix_2,0.9,-0.48100071299725045,0.6181644769531963,0.0,0,1,False,True,False,False
12,prefix_2,1.0,-0.6225737960500464,0.5365616585849685,0.0,0,1,False,True,False,False
12,prefix_2,1.25,-1.086577047353794,0.337369318750733,0.0,0,1,False,True,False,False
12,prefix_2,1.5,-1.7259001317858491,0.17801274470518338,-0.0,0,1,False,True,False,False
12,prefix_2,1.75,-2.554389020822798,0.077739714907362,-0.0,0,1,False,True,False,False
12,prefix_2,2.0,-3.5730347851153557,0.028070536240170252,-0.0,0,1,False,True,False,False
12,prefix_2,2.25,-4.769955887597842,0.008480754258144459,0.0,0,1,False,True,False,False
12,prefix_2,2.5,-6.123476108936318,0.0021908271575844926,0.0,0,1,False,True,False,False
12,prefix_2,2.75,-7.606842534253542,0.0004970387663260301,0.0,0,1,False,True,False,False
12,prefix_2,3.0,-9.192741806762559,0.00010177543323803188,0.0,0,1,False,True,False,False
12,prefix_2,3.25,-10.85644052092357,1.9280033698737558e-05,0.0,0,1,False,True,False,False
12,prefix_2,3.5,-12.577319723621706,3.4493673393982916e-06,0.0,0,1,False,True,False,False
12,prefix_2,3.75,-14.339172751172704,5.92347280748302e-07,-0.0,0,1,False,True,False,False
12,prefix_2,4.0,-16.12979012320419,9.88373642314844e-08,0.0,0,1,False,True,False,False
12,prefix_2,4.25,-17.94025389898498,1.6167643626609896e-08,0.0,0,1,False,True,False,False
12,prefix_2,4.5,-19.76419832085391,2.6092622436068278e-09,0.0,0,1,False,True,False,False
12,prefix_2,4.75,-21.597158837223013,4.1732374133470925e-10,0.0,0,1,False,True,False,False
12,prefix_2,5.0,-23.43604855723872,6.635191076894835e-11,0.0,0,1,False,True,False,False
12,prefix_2,5.25,-25.278759375731873,1.0509312198791854e-11,0.0,0,1,False,True,False,False
12,prefix_2,5.5,-27.12386845648668,1.6605562879307709e-12,0.0,0,1,False,True,False,False
12,prefix_2,5.75,-28.97042723115133,2.6200122092238843e-13,0.0,0,1,False,True,False,False
12,prefix_2,6.0,-30.817812176035627,4.130420120457069e-14,-0.0,0,1,False,True,False,False
12,prefix_2,6.25,-32.66562053426915,6.508804902491736e-15,-0.0,0,1,False,True,False,False
12,prefix_2,6.5,-34.51359811810157,1.0254979267270232e-15,0.0,0,1,False,True,False,False
12,prefix_2,6.75,-36.36158970660016,1.615705625883539e-16,-0.0,0,1,False,True,False,False
12,prefix_2,7.0,-38.209505205423746,2.5457909192006345e-17,-0.0,0,1,False,True,False,False
12,prefix_2,7.25,-40.05729672071544,4.011779679357418e-18,0.0,0,1,False,True,False,False
12,prefix_2,7.5,-41.90494314422426,6.322872552279547e-19,0.0,0,1,False,True,False,False
12,prefix_2,7.75,-43.75243987950543,9.96682402809021e-20,0.0,0,1,False,True,False,False
12,prefix_2,8.0,-45.59979206810312,1.571310197084756e-20,0.0,0,1,False,True,False,False
12,prefix_2,10.0,-60.37487359342284,6.0190167620400586e-27,-0.0,0,1,False,True,False,False
12,prefix_2,12.0,-75.14687216104315,2.3127467970540852e-33,0.0,0,1,False,True,False,False
12,prefix_2,16.0,-104.68912146771758,3.420520765198864e-46,0.0,0,1,False,True,False,False
12,prefix_2,20.0,-134.231094560975,5.060300787353687e-59,0.0,0,1,False,True,False,False
12,prefix_2,24.0,-163.77305319146248,7.486291170836968e-72,-0.0,0,1,False,True,False,False
12,prefix_3,0.0,0.0,1.0,0.0,0,1,True,False,False,False
12,prefix_3,0.1,-0.0038522541212264727,0.9961551562910298,0.0,0,1,False,True,False,False
12,prefix_3,0.2,-0.016053087342952743,0.984075076737478,0.0,0,1,False,True,False,False
12,prefix_3,0.30000000000000004,-0.03760540438098303,0.9630928981598528,-0.0,0,1,False,True,False,False
12,prefix_3,0.4,-0.06955470511994566,0.9328091025549032,0.0,0,1,False,True,False,False
12,prefix_3,0.5,-0.11297896588354117,0.8931694469485972,0.0,0,1,False,True,False,False
12,prefix_3,0.6000000000000001,-0.16897599969929278,0.8445291720968922,0.0,0,1,False,True,False,False
12,prefix_3,0.7000000000000001,-0.2386483048554675,0.787691861066727,-0.0,0,1,False,True,False,False
12,prefix_3,0.8,-0.32308555953804063,0.7239119141492081,0.0,0,1,False,True,False,False
12,prefix_3,0.9,-0.4233450943908377,0.6548526081521778,0.0,0,1,False,True,False,False
12,prefix_3,1.0,-0.5404308634505588,0.5824972215350549,0.0,0,1,False,True,False,False
12,prefix_3,1.25,-0.9126113048609641,0.40147448176581285,0.0,0,1,False,True,False,False
12,prefix_3,1.5,-1.4069481175687635,0.24488951788112337,0.0,0,1,False,True,False,False
12,prefix_3,1.75,-2.029376357324952,0.13141745312971545,0.0,0,1,False,True,False,False
12,prefix_3,2.0,-2.7793728073663164,0.06207742967680396,0.0,0,1,False,True,False,False
12,prefix_3,2.25,-3.650167901236233,0.025986765202437482,-0.0,0,1,False,True,False,False
12,prefix_3,2.5,-4.630027557384162,0.009754490290402805,-0.0,0,1,False,True,False,False
12,prefix_3,2.75,-5.70416201339477,0.0033320684442571568,0.0,0,1,False,True,False,False
12,prefix_3,3.0,-6.856698839474747,0.0010523822875449914,0.0,0,1,False,True,False,False
12,prefix_3,3.25,-8.072286997008678,0.0003120687639981784,-0.0,0,1,False,True,False,False
12,prefix_3,3.5,-9.337141522492306,8.809088234471364e-05,-0.0,0,1,False,True,False,False
12,prefix_3,3.75,-10.639548836171034,2.3949841881096717e-05,-0.0,0,1,False,True,False,False
12,prefix_3,4.0,-11.969964907360456,6.331553664092161e-06,-0.0,0,1,False,True,False,False
12,prefix_3,4.25,-13.320861781375424,1.6399221588418886e-06,-0.0,0,1,False,True,False,False
12,prefix_3,4.5,-14.686451478416153,4.185575345639122e-07,-0.0,0,1,False,True,False,False
12,prefix_3,4.75,-16.06237474672185,1.0573025538902208e-07,0.0,0,1,False,True,False,False
12,prefix_3,5.0,-17.445404811843435,2.6518988540795296e-08,0.0,0,1,False,True,False,False
12,prefix_3,5.25,-18.833189561869368,6.619873593155062e-09,0.0,0,1,False,True,False,False
12,prefix_3,5.5,-20.22403921101522,1.6474466853518307e-09,0.0,0,1,False,True,False,False
12,prefix_3,5.75,-21.616757721275732,4.0922429106838973e-10,0.0,0,1,False,True,False,False
12,prefix_3,6.0,-23.010512365517755,1.0154568039700923e-10,0.0,0,1,False,True,False,False
12,prefix_3,6.25,-24.404734683317432,2.518595335626283e-11,-0.0,0,1,False,True,False,False
12,prefix_3,6.5,-25.79904634325972,6.246209330752107e-12,-0.0,0,1,False,True,False,False
12,prefix_3,6.75,-27.193204277939056,1.5493211046609078e-12,0.0,0,1,False,True,False,False
12,prefix_3,7.0,-28.587060469403916,3.844123964889294e-13,-0.0,0,1,False,True,False,False
12,prefix_3,7.25,-29.980532725673765,9.541575096080109e-14,0.0,0,1,False,True,False,False
12,prefix_3,7.5,-31.373583619566176,2.3693311078815798e-14,-0.0,0,1,False,True,False,False
12,prefix_3,7.75,-32.76620543935837,5.8859664836871346e-15,-0.0,0,1,False,True,False,False
12,prefix_3,8.0,-34.15840953618578,1.462821139707211e-15,-0.0,0,1,False,True,False,False
12,prefix_3,10.0,-45.284443220334964,2.1538536639595476e-20,-0.0,0,1,False,True,False,False
12,prefix_3,12.0,-56.3994318466008,3.2065496326547077e-25,0.0,0,1,False,True,False,False
12,prefix_3,16.0,-78.62109880605475,7.16622809636453e-35,-0.0,0,1,False,True,False,False
12,prefix_3,20.0,-100.8409505308195,1.6044701234464197e-44,0.0,0,1,False,True,False,False
12,prefix_3,24.0,-123.06064727369586,3.592857144625434e-54,-0.0,0,1,False,True,False,False
12,prefix_4,0.0,0.0,1.0,0.0,0,1,True,False,False,False
12,prefix_4,0.1,-0.0038182565441831073,0.9961890237284051,-0.0,0,1,False,True,False,False
12,prefix_4,0.2,-0.015769687754009887,0.9843540027316035,-0.0,0,1,False,True,False,False
12,prefix_4,0.30000000000000004,-0.03661014555481046,0.9640519020165359,0.0,0,1,False,True,False,False
12,prefix_4,0.4,-0.06710363162064414,0.9350982905640404,0.0,0,1,False,True,False,False
12,prefix_4,0.5,-0.10801339032311219,0.8976155769873565,0.0,0,1,False,True,False,False
12,prefix_4,0.6000000000000001,-0.16009190033114873,0.8520654802681717,0.0,0,1,False,True,False,False
12,prefix_4,0.7000000000000001,-0.22406993488341165,0.7992592363132687,0.0,0,1,False,True,False,False
12,prefix_4,0.8,-0.3006449342734596,0.7403405956557267,0.0,0,1,False,True,False,False
12,prefix_4,0.9,-0.3904690056964304,0.67673940542044,-0.0,0,1,False,True,False,False
12,prefix_4,1.0,-0.49413692885421767,0.6100972374552202,0.0,0,1,False,True,False,False
12,prefix_4,1.25,-0.8171265955831473,0.4416990127117214,0.0,0,1,False,True,False,False
12,prefix_4,1.5,-1.2355720212065826,0.29066844628886285,0.0,0,1,False,True,False,False
12,prefix_4,1.75,-1.7515237492769726,0.17350935716253157,-0.0,0,1,False,True,False,False
12,prefix_4,2.0,-2.362990260410208,0.09413830385714363,0.0,0,1,False,True,False,False
12,prefix_4,2.25,-3.064290483102554,0.046686955299486924,0.0,0,1,False,True,False,False
12,prefix_4,2.5,-3.846885245601654,0.02134612092305691,0.0,0,1,False,True,False,False
12,prefix_4,2.75,-4.700463748876794,0.009091060155033486,-0.0,0,1,False,True,False,False
12,prefix_4,3.0,-5.614036397721387,0.0036463216096291814,-0.0,0,1,False,True,False,False
12,prefix_4,3.25,-6.576845361927589,0.001392234370086261,-0.0,0,1,False,True,False,False
12,prefix_4,3.5,-7.579001558006824,0.0005110712433500578,-0.0,0,1,False,True,False,False
12,prefix_4,3.75,-8.611844168347393,0.0001819380763991153,-0.0,0,1,False,True,False,False
12,prefix_4,4.0,-9.668072391148598,6.327170095183477e-05,-0.0,0,1,False,True,False,False
12,prefix_4,4.25,-10.741718236953147,2.162375158571455e-05,0.0,0,1,False,True,False,False
12,prefix_4,4.5,-11.828025153582526,7.297161262550449e-06,-0.0,0,1,False,True,False,False
12,prefix_4,4.75,-12.92328263894381,2.4405609709809167e-06,-0.0,0,1,False,True,False,False
12,prefix_4,5.0,-14.024650563359785,8.112816438844448e-07,0.0,0,1,False,True,False,False
12,prefix_4,5.25,-15.12999304982192,2.686132968444105e-07,-0.0,0,1,False,True,False,False
12,prefix_4,5.5,-16.23773175069282,8.872432460311913e-08,0.0,0,1,False,True,False,False
12,prefix_4,5.75,-17.346721922450527,2.9269438425081724e-08,0.0,0,1,False,True,False,False
12,prefix_4,6.0,-18.45615098437685,9.651514563002665e-09,-0.0,0,1,False,True,False,False
12,prefix_4,6.25,-19.565457373147872,3.1829500766235033e-09,0.0,0,1,False,True,False,False
12,prefix_4,6.5,-20.67426676943134,1.0502193714258346e-09,-0.0,0,1,False,True,False,False
12,prefix_4,6.75,-21.782342680901607,3.4677579077883953e-10,-0.0,0,1,False,True,False,False
12,prefix_4,7.0,-22.889548600916857,1.1460283188476737e-10,0.0,0,1,False,True,False,False
12,prefix_4,7.25,-23.99581933331582,3.790950160370907e-11,0.0,0,1,False,True,False,False
12,prefix_4,7.5,-25.10113947546493,1.2552020397429374e-11,0.0,0,1,False,True,False,False
12,prefix_4,7.75,-26.205527430029207,4.15991102531638e-12,0.0,0,1,False,True,False,False
12,prefix_4,8.0,-27.30902364763282,1.3798812825014866e-12,-0.0,0,1,False,True,False,False
12,prefix_4,10.0,-36.11206943435955,2.073612081594711e-16,-0.0,0,1,False,True,False,False
12,prefix_4,12.0,-44.889922947238055,3.195612939065267e-20,-0.0,0,1,False,True,False,False
12,prefix_4,16.0,-62.42359901162777,7.758457915404104e-28,0.0,0,1,False,True,False,False
12,prefix_4,20.0,-79.95146051386712,1.8946189583437891e-35,-0.0,0,1,False,True,False,False
12,prefix_4,24.0,-97.47866514583866,4.6297082488496255e-43,-0.0,0,1,False,True,False,False
12,prefix_6,0.0,0.0,1.0,0.0,0,1,True,False,False,False
12,prefix_6,0.1,-0.0037737695708193186,0.9962333421487579,0.0,0,1,False,True,False,False
12,prefix_6,0.2,-0.015403230270163881,0.9847147927257174,0.0,0,1,False,True,False,False
12,prefix_6,0.30000000000000004,-0.03533842226692485,0.9652786891726204,-0.0,0,1,False,True,False,False
12,prefix_6,0.4,-0.06400865082900964,0.9379968850449669,0.0,0,1,False,True,False,False
12,prefix_6,0.5,-0.10181681998381009,0.903194983788238,0.0,0,1,False,True,False,False
12,prefix_6,0.6000000000000001,-0.14913381358891975,0.8614538329569085,-0.0,0,1,False,True,False,False
12,prefix_6,0.7000000000000001,-0.20629307502634475,0.8135945970805051,0.0,0,1,False,True,False,False
12,prefix_6,0.8,-0.2735855437129793,0.7606472649813663,0.0,0,1,False,True,False,False
12,prefix_6,0.9,-0.3512551064213998,0.7038041859848835,-0.0,0,1,False,True,False,False
12,prefix_6,1.0,-0.4394947132638425,0.6443619263741446,-0.0,0,1,False,True,False,False
12,prefix_6,1.25,-0.707110766272784,0.49306672647789923,-0.0,0,1,False,True,False,False
12,prefix_6,1.5,-1.0421210624488806,0.35270577702333555,-0.0,0,1,False,True,False,False
12,prefix_6,1.75,-1.4429407491334967,0.23623203705384738,-0.0,0,1,False,True,False,False
12,prefix_6,2.0,-1.9059820016792095,0.14867657027056677,0.0,0,1,False,True,False,False
12,prefix_6,2.25,-2.426046902287032,0.08838553956619799,-0.0,0,1,False,True,False,False
12,prefix_6,2.5,-2.996834599427647,0.049944914073216405,-0.0,0,1,False,True,False,False
12,prefix_6,2.75,-3.6114723710789924,0.02701204581753797,-0.0,0,1,False,True,False,False
12,prefix_6,3.0,-4.262994465329363,0.01408007691816421,0.0,0,1,False,True,False,False
12,prefix_6,3.25,-4.944721017695761,0.0071209009923436616,0.0,0,1,False,True,False,False
12,prefix_6,3.5,-5.650519676824587,0.0035156892778591743,0.0,0,1,False,True,False,False
12,prefix_6,3.75,-6.3749561958336765,0.0017036944230819423,0.0,0,1,False,True,False,False
12,prefix_6,4.0,-7.113353969934312,0.0008141597404021019,-0.0,0,1,False,True,False,False
12,prefix_6,4.25,-7.861787293535932,0.00038518481745029973,-0.0,0,1,False,True,False,False
12,prefix_6,4.5,-8.617031850861334,0.0001809966833569051,0.0,0,1,False,True,False,False
12,prefix_6,4.75,-9.376491631763923,8.469181198453288e-05,0.0,0,1,False,True,False,False
12,prefix_6,5.0,-10.138116294252473,3.95432205047741e-05,0.0,0,1,False,True,False,False
12,prefix_6,5.25,-10.900318257505234,1.8452360458976214e-05,0.0,0,1,False,True,False,False
12,prefix_6,5.5,-11.661895045496252,8.615953237768564e-06,0.0,0,1,False,True,False,False
12,prefix_6,5.75,-12.421959695738884,4.029131573237504e-06,0.0,0,1,False,True,False,False
12,prefix_6,6.0,-13.179880259383825,1.8882119037491272e-06,0.0,0,1,False,True,False,False
12,prefix_6,6.25,-13.935228333068991,8.87170783069859e-07,-0.0,0,1,False,True,False,False
12,prefix_6,6.5,-14.687735970006234,4.180202460759456e-07,0.0,0,1,False,True,False,False
12,prefix_6,6.75,-15.437260046482265,1.975527802605768e-07,-0.0,0,1,False,True,False,False
12,prefix_6,7.0,-16.183753083925428,9.364516067989658e-08,0.0,0,1,False,True,False,False
12,prefix_6,7.25,-16.927239559560924,4.452390684495916e-08,0.0,0,1,False,True,False,False
12,prefix_6,7.5,-17.667796825075026,2.1231140849248708e-08,0.0,0,1,False,True,False,False
12,prefix_6,7.75,-18.405539859368677,1.015256088471916e-08,-0.0,0,1,False,True,False,False
12,prefix_6,8.0,-19.140609189886572,4.8678708630903155e-09,0.0,0,1,False,True,False,False
12,prefix_6,10.0,-24.9443838545619,1.46822203443827e-11,-0.0,0,1,False,True,False,False
12,prefix_6,12.0,-30.663474794338793,4.819723241209816e-14,-0.0,0,1,False,True,False,False
12,prefix_6,16.0,-42.01212589316139,5.680225165299795e-19,0.0,0,1,False,True,False,False
12,prefix_6,20.0,-53.331215840980775,6.895206023134066e-24,0.0,0,1,False,True,False,False
12,prefix_6,24.0,-64.64574274638525,8.408347399397965e-29,0.0,0,1,False,True,False,False
12,prefix_8,0.0,0.0,1.0,0.0,0,1,True,False,False,False
12,prefix_8,0.1,-0.0037427287434566026,0.9962642665359013,0.0,0,1,False,True,False,False
12,prefix_8,0.2,-0.01515046993130209,0.9849637210286847,-0.0,0,1,False,True,False,False
12,prefix_8,0.30000000000000004,-0.03447136958633745,0.9661159995912467,-0.0,0,1,False,True,False,False
12,prefix_8,0.4,-0.06192285499067207,0.9399553968620167,0.0,0,1,False,True,False,False
12,prefix_8,0.5,-0.09768889015509075,0.906931015035278,0.0,0,1,False,True,False,False
12,prefix_8,0.6000000000000001,-0.1419177055711529,0.8676926598196801,-0.0,0,1,False,True,False,False
12,prefix_8,0.7000000000000001,-0.1947200646716647,0.823065030789416,0.0,0,1,False,True,False,False
12,prefix_8,0.8,-0.25616811476359214,0.7740118350371873,0.0,0,1,False,True,False,False
12,prefix_8,0.9,-0.3262948529737848,0.7215923923988741,0.0,0,1,False,True,False,False
12,prefix_8,1.0,-0.405094218760766,0.6669139720902376,0.0,0,1,False,True,False,False
12,prefix_8,1.25,-0.6396532332251414,0.5274753032427238,0.0,0,1,False,True,False,False
12,prefix_8,1.5,-0.9263716861497224,0.39598787529048257,0.0,0,1,False,True,False,False
12,prefix_8,1.75,-1.2623639540283795,0.28298427336586685,-0.0,0,1,False,True,False,False
12,prefix_8,2.0,-1.6438206691742012,0.1932403227345926,0.0,0,1,False,True,False,False
12,prefix_8,2.25,-2.066341122693494,0.12664832567792486,0.0,0,1,False,True,False,False
12,prefix_8,2.5,-2.5252537452865838,0.08003800094432519,0.0,0,1,False,True,False,False
12,prefix_8,2.75,-3.0158892987424473,0.04900223847545287,-0.0,0,1,False,True,False,False
12,prefix_8,3.0,-3.533788238025682,0.029194111878864486,-0.0,0,1,False,True,False,False
12,prefix_8,3.25,-4.074839040918494,0.016994949948363706,0.0,0,1,False,True,False,False
12,prefix_8,3.5,-4.635354988744906,0.009702662091089057,-0.0,0,1,False,True,False,False
12,prefix_8,3.75,-5.2121022873834555,0.005450203740741421,-0.0,0,1,False,True,False,False
12,prefix_8,4.0,-5.802293576727241,0.0030206187734038745,0.0,0,1,False,True,False,False
12,prefix_8,4.25,-6.403559411200967,0.0016556536206012785,-0.0,0,1,False,True,False,False
12,prefix_8,4.5,-7.013907666377162,0.0008992875975394348,0.0,0,1,False,True,False,False
12,prefix_8,4.75,-7.631678031881241,0.00048484658731406244,-0.0,0,1,False,True,False,False
12,prefix_8,5.0,-8.255496314612088,0.0002598265370974701,-0.0,0,1,False,True,False,False
12,prefix_8,5.25,-8.884231386958174,0.00013855663666198078,-0.0,0,1,False,True,False,False
12,prefix_8,5.5,-9.516956267042186,7.359332222074025e-05,-0.0,0,1,False,True,False,False
12,prefix_8,5.75,-10.152913921736108,3.8962382767262544e-05,0.0,0,1,False,True,False,False
12,prefix_8,6.0,-10.791487826973313,2.0573888659617665e-05,-0.0,0,1,False,True,False,False
12,prefix_8,6.25,-11.432177002541287,1.0840981708471313e-05,-0.0,0,1,False,True,False,False
12,prefix_8,6.5,-12.07457507978297,5.702675656840792e-06,0.0,0,1,False,True,False,False
12,prefix_8,6.75,-12.718352901751821,2.9956392750279923e-06,-0.0,0,1,False,True,False,False
12,prefix_8,7.0,-13.363244155782525,1.5718706425732854e-06,0.0,0,1,False,True,False,False
12,prefix_8,7.25,-14.00903357134672,8.240508717790271e-07,0.0,0,1,False,True,False,False
12,prefix_8,7.5,-14.65554726445567,4.316946771412985e-07,0.0,0,1,False,True,False,False
12,prefix_8,7.75,-15.302644863420845,2.2601943101651294e-07,0.0,0,1,False,True,False,False
12,prefix_8,8.0,-15.95021310354971,1.1827976798364906e-07,-0.0,0,1,False,True,False,False
12,prefix_8,10.0,-21.13971811420012,6.593819795635114e-10,0.0,0,1,False,True,False,False
12,prefix_8,12.0,-26.33469366087128,3.6558457254124735e-12,0.0,0,1,False,True,False,False
12,prefix_8,16.0,-36.72675342386283,1.121433821187678e-16,0.0,0,1,False,True,False,False
12,prefix_8,20.0,-47.11905059775342,3.439191295126194e-21,-0.0,0,1,False,True,False,False
12,prefix_8,24.0,-57.511355203039315,1.0547166174687768e-25,-0.0,0,1,False,True,False,False
12,prefix_12,0.0,0.0,1.0,0.0,0,1,True,False,False,False
12,prefix_12,0.1,-0.0036942864419460264,0.9963125290388489,-0.0,0,1,False,True,False,False
12,prefix_12,0.2,-0.014760788248523227,0.9853476181429501,0.0,0,1,False,True,False,False
12,prefix_12,0.30000000000000004,-0.03315066628980201,0.9673927951251896,0.0,0,1,False,True,False,False
12,prefix_12,0.4,-0.058783293602260756,0.942911081882306,0.0,0,1,False,True,False,False
12,prefix_12,0.5,-0.09154739029778103,0.9125180706242126,0.0,0,1,False,True,False,False
12,prefix_12,0.6000000000000001,-0.13130256856335087,0.8769523960189012,-0.0,0,1,False,True,False,False
12,prefix_12,0.7000000000000001,-0.17788124629389745,0.8370418194050517,0.0,0,1,False,True,False,False
12,prefix_12,0.8,-0.2310908793167954,0.7936673348125237,0.0,0,1,False,True,False,False
12,prefix_12,0.9,-0.29071645571742977,0.7477276618667086,0.0,0,1,False,True,False,False
12,prefix_12,1.0,-0.3565231916271978,0.7001062346785494,0.0,0,1,False,True,False,False
12,prefix_12,1.25,-0.5463968907725585,0.5790323731635754,-0.0,0,1,False,True,False,False
12,prefix_12,1.5,-0.7690343341906001,0.463460400152372,-0.0,0,1,False,True,False,False
12,prefix_12,1.75,-1.0199096904350204,0.3606275068157767,0.0,0,1,False,True,False,False
12,prefix_12,2.0,-1.294481689976827,0.2740398651368956,0.0,0,1,False,True,False,False
12,prefix_12,2.25,-1.5884016251423994,0.2042518219384744,0.0,0,1,False,True,False,False
12,prefix_12,2.5,-1.8976658433958615,0.14991814356655087,0.0,0,1,False,True,False,False
12,prefix_12,2.75,-2.218712035787922,0.10874908359212579,0.0,0,1,False,True,False,False
12,prefix_12,3.0,-2.548465294481531,0.07820159036560999,0.0,0,1,False,True,False,False
12,prefix_12,3.25,-2.884343683023559,0.0558914600154856,0.0,0,1,False,True,False,False
12,prefix_12,3.5,-3.224234334586251,0.039786232859430296,-0.0,0,1,False,True,False,False
12,prefix_12,3.75,-3.566450567207905,0.028255968561054882,-0.0,0,1,False,True,False,False
12,prefix_12,4.0,-3.909678911819096,0.020046936862888873,-0.0,0,1,False,True,False,False
12,prefix_12,4.25,-4.252922902144478,0.014222601822015277,0.0,0,1,False,True,False,False
12,prefix_12,4.5,-4.595448415479851,0.010097691804307283,0.0,0,1,False,True,False,False
