subform_id,a_restricted_index,b_restricted_index,c_restricted_index,a_source_atom,b_source_atom,c_source_atom,rank,inertia_positive,inertia_negative,inertia_zero,det_sign,det_abs_digit_count,det_abs_mod_1000000007,det_abs_mod_1000000009,nondegenerate_flag,definite_spatial_flag,max_abs_det_flag
644,6,13,17,8,15,19,2,1,1,1,0,1,0,0,0,0,0
645,6,14,15,8,16,17,2,1,1,1,0,1,0,0,0,0,0
646,6,14,16,8,16,18,0,0,0,3,0,1,0,0,0,0,0
647,6,14,17,8,16,19,2,1,1,1,0,1,0,0,0,0,0
648,6,15,16,8,17,18,2,1,1,1,0,1,0,0,0,0,0
649,6,15,17,8,17,19,2,1,1,1,0,1,0,0,0,0,0
650,6,16,17,8,18,19,2,1,1,1,0,1,0,0,0,0,0
651,7,8,9,9,10,11,2,1,1,1,0,1,0,0,0,0,0
652,7,8,10,9,10,12,2,1,1,1,0,1,0,0,0,0,0
653,7,8,11,9,10,13,2,1,1,1,0,1,0,0,0,0,0
654,7,8,12,9,10,14,2,1,1,1,0,1,0,0,0,0,0
655,7,8,13,9,10,15,2,1,1,1,0,1,0,0,0,0,0
656,7,8,14,9,10,16,2,1,1,1,0,1,0,0,0,0,0
657,7,8,15,9,10,17,2,1,1,1,0,1,0,0,0,0,0
658,7,8,16,9,10,18,2,1,1,1,0,1,0,0,0,0,0
659,7,8,17,9,10,19,2,1,1,1,0,1,0,0,0,0,0
660,7,9,10,9,11,12,0,0,0,3,0,1,0,0,0,0,0
661,7,9,11,9,11,13,0,0,0,3,0,1,0,0,0,0,0
662,7,9,12,9,11,14,0,0,0,3,0,1,0,0,0,0,0
663,7,9,13,9,11,15,2,1,1,1,0,1,0,0,0,0,0
664,7,9,14,9,11,16,0,0,0,3,0,1,0,0,0,0,0
665,7,9,15,9,11,17,0,0,0,3,0,1,0,0,0,0,0
666,7,9,16,9,11,18,0,0,0,3,0,1,0,0,0,0,0
667,7,9,17,9,11,19,2,1,1,1,0,1,0,0,0,0,0
668,7,10,11,9,12,13,0,0,0,3,0,1,0,0,0,0,0
669,7,10,12,9,12,14,0,0,0,3,0,1,0,0,0,0,0
670,7,10,13,9,12,15,2,1,1,1,0,1,0,0,0,0,0
671,7,10,14,9,12,16,0,0,0,3,0,1,0,0,0,0,0
672,7,10,15,9,12,17,0,0,0,3,0,1,0,0,0,0,0
673,7,10,16,9,12,18,0,0,0,3,0,1,0,0,0,0,0
674,7,10,17,9,12,19,2,1,1,1,0,1,0,0,0,0,0
675,7,11,12,9,13,14,0,0,0,3,0,1,0,0,0,0,0
676,7,11,13,9,13,15,2,1,1,1,0,1,0,0,0,0,0
677,7,11,14,9,13,16,2,1,1,1,0,1,0,0,0,0,0
678,7,11,15,9,13,17,0,0,0,3,0,1,0,0,0,0,0
679,7,11,16,9,13,18,2,1,1,1,0,1,0,0,0,0,0
680,7,11,17,9,13,19,2,1,1,1,0,1,0,0,0,0,0
681,7,12,13,9,14,15,2,1,1,1,0,1,0,0,0,0,0
682,7,12,14,9,14,16,0,0,0,3,0,1,0,0,0,0,0
683,7,12,15,9,14,17,2,1,1,1,0,1,0,0,0,0,0
684,7,12,16,9,14,18,0,0,0,3,0,1,0,0,0,0,0
685,7,12,17,9,14,19,2,1,1,1,0,1,0,0,0,0,0
686,7,13,14,9,15,16,2,1,1,1,0,1,0,0,0,0,0
687,7,13,15,9,15,17,2,1,1,1,0,1,0,0,0,0,0
688,7,13,16,9,15,18,2,1,1,1,0,1,0,0,0,0,0
689,7,13,17,9,15,19,2,1,1,1,0,1,0,0,0,0,0
690,7,14,15,9,16,17,0,0,0,3,0,1,0,0,0,0,0
691,7,14,16,9,16,18,0,0,0,3,0,1,0,0,0,0,0
692,7,14,17,9,16,19,2,1,1,1,0,1,0,0,0,0,0
693,7,15,16,9,17,18,0,0,0,3,0,1,0,0,0,0,0
694,7,15,17,9,17,19,2,1,1,1,0,1,0,0,0,0,0
695,7,16,17,9,18,19,2,1,1,1,0,1,0,0,0,0,0
696,8,9,10,10,11,12,2,1,1,1,0,1,0,0,0,0,0
697,8,9,11,10,11,13,2,1,1,1,0,1,0,0,0,0,0
698,8,9,12,10,11,14,2,1,1,1,0,1,0,0,0,0,0
699,8,9,13,10,11,15,2,1,1,1,0,1,0,0,0,0,0
700,8,9,14,10,11,16,2,1,1,1,0,1,0,0,0,0,0
701,8,9,15,10,11,17,2,1,1,1,0,1,0,0,0,0,0
702,8,9,16,10,11,18,2,1,1,1,0,1,0,0,0,0,0
703,8,9,17,10,11,19,2,1,1,1,0,1,0,0,0,0,0
704,8,10,11,10,12,13,2,1,1,1,0,1,0,0,0,0,0
705,8,10,12,10,12,14,2,1,1,1,0,1,0,0,0,0,0
706,8,10,13,10,12,15,2,1,1,1,0,1,0,0,0,0,0
707,8,10,14,10,12,16,2,1,1,1,0,1,0,0,0,0,0
708,8,10,15,10,12,17,2,1,1,1,0,1,0,0,0,0,0
709,8,10,16,10,12,18,2,1,1,1,0,1,0,0,0,0,0
710,8,10,17,10,12,19,2,1,1,1,0,1,0,0,0,0,0
711,8,11,12,10,13,14,0,0,0,3,0,1,0,0,0,0,0
712,8,11,13,10,13,15,0,0,0,3,0,1,0,0,0,0,0
713,8,11,14,10,13,16,2,1,1,1,0,1,0,0,0,0,0
714,8,11,15,10,13,17,0,0,0,3,0,1,0,0,0,0,0
715,8,11,16,10,13,18,2,1,1,1,0,1,0,0,0,0,0
716,8,11,17,10,13,19,0,0,0,3,0,1,0,0,0,0,0
717,8,12,13,10,14,15,2,1,1,1,0,1,0,0,0,0,0
718,8,12,14,10,14,16,0,0,0,3,0,1,0,0,0,0,0
719,8,12,15,10,14,17,2,1,1,1,0,1,0,0,0,0,0
720,8,12,16,10,14,18,0,0,0,3,0,1,0,0,0,0,0
721,8,12,17,10,14,19,2,1,1,1,0,1,0,0,0,0,0
722,8,13,14,10,15,16,0,0,0,3,0,1,0,0,0,0,0
723,8,13,15,10,15,17,0,0,0,3,0,1,0,0,0,0,0
724,8,13,16,10,15,18,2,1,1,1,0,1,0,0,0,0,0
725,8,13,17,10,15,19,0,0,0,3,0,1,0,0,0,0,0
726,8,14,15,10,16,17,0,0,0,3,0,1,0,0,0,0,0
727,8,14,16,10,16,18,0,0,0,3,0,1,0,0,0,0,0
728,8,14,17,10,16,19,0,0,0,3,0,1,0,0,0,0,0
729,8,15,16,10,17,18,0,0,0,3,0,1,0,0,0,0,0
730,8,15,17,10,17,19,0,0,0,3,0,1,0,0,0,0,0
731,8,16,17,10,18,19,0,0,0,3,0,1,0,0,0,0,0
732,9,10,11,11,12,13,0,0,0,3,0,1,0,0,0,0,0
733,9,10,12,11,12,14,0,0,0,3,0,1,0,0,0,0,0
734,9,10,13,11,12,15,0,0,0,3,0,1,0,0,0,0,0
735,9,10,14,11,12,16,0,0,0,3,0,1,0,0,0,0,0
736,9,10,15,11,12,17,0,0,0,3,0,1,0,0,0,0,0
737,9,10,16,11,12,18,0,0,0,3,0,1,0,0,0,0,0
738,9,10,17,11,12,19,0,0,0,3,0,1,0,0,0,0,0
739,9,11,12,11,13,14,0,0,0,3,0,1,0,0,0,0,0
740,9,11,13,11,13,15,0,0,0,3,0,1,0,0,0,0,0
741,9,11,14,11,13,16,2,1,1,1,0,1,0,0,0,0,0
742,9,11,15,11,13,17,0,0,0,3,0,1,0,0,0,0,0
743,9,11,16,11,13,18,2,1,1,1,0,1,0,0,0,0,0
744,9,11,17,11,13,19,0,0,0,3,0,1,0,0,0,0,0
745,9,12,13,11,14,15,2,1,1,1,0,1,0,0,0,0,0
746,9,12,14,11,14,16,0,0,0,3,0,1,0,0,0,0,0
747,9,12,15,11,14,17,2,1,1,1,0,1,0,0,0,0,0
748,9,12,16,11,14,18,0,0,0,3,0,1,0,0,0,0,0
749,9,12,17,11,14,19,2,1,1,1,0,1,0,0,0,0,0
750,9,13,14,11,15,16,0,0,0,3,0,1,0,0,0,0,0
751,9,13,15,11,15,17,0,0,0,3,0,1,0,0,0,0,0
752,9,13,16,11,15,18,2,1,1,1,0,1,0,0,0,0,0
753,9,13,17,11,15,19,0,0,0,3,0,1,0,0,0,0,0
754,9,14,15,11,16,17,0,0,0,3,0,1,0,0,0,0,0
755,9,14,16,11,16,18,0,0,0,3,0,1,0,0,0,0,0
756,9,14,17,11,16,19,0,0,0,3,0,1,0,0,0,0,0
757,9,15,16,11,17,18,0,0,0,3,0,1,0,0,0,0,0
758,9,15,17,11,17,19,0,0,0,3,0,1,0,0,0,0,0
759,9,16,17,11,18,19,0,0,0,3,0,1,0,0,0,0,0
760,10,11,12,12,13,14,0,0,0,3,0,1,0,0,0,0,0
761,10,11,13,12,13,15,0,0,0,3,0,1,0,0,0,0,0
762,10,11,14,12,13,16,2,1,1,1,0,1,0,0,0,0,0
763,10,11,15,12,13,17,0,0,0,3,0,1,0,0,0,0,0
764,10,11,16,12,13,18,2,1,1,1,0,1,0,0,0,0,0
765,10,11,17,12,13,19,0,0,0,3,0,1,0,0,0,0,0
766,10,12,13,12,14,15,2,1,1,1,0,1,0,0,0,0,0
767,10,12,14,12,14,16,0,0,0,3,0,1,0,0,0,0,0
768,10,12,15,12,14,17,2,1,1,1,0,1,0,0,0,0,0
769,10,12,16,12,14,18,0,0,0,3,0,1,0,0,0,0,0
770,10,12,17,12,14,19,2,1,1,1,0,1,0,0,0,0,0
771,10,13,14,12,15,16,0,0,0,3,0,1,0,0,0,0,0
772,10,13,15,12,15,17,0,0,0,3,0,1,0,0,0,0,0
773,10,13,16,12,15,18,2,1,1,1,0,1,0,0,0,0,0
774,10,13,17,12,15,19,0,0,0,3,0,1,0,0,0,0,0
775,10,14,15,12,16,17,0,0,0,3,0,1,0,0,0,0,0
776,10,14,16,12,16,18,0,0,0,3,0,1,0,0,0,0,0
777,10,14,17,12,16,19,0,0,0,3,0,1,0,0,0,0,0
778,10,15,16,12,17,18,0,0,0,3,0,1,0,0,0,0,0
779,10,15,17,12,17,19,0,0,0,3,0,1,0,0,0,0,0
780,10,16,17,12,18,19,0,0,0,3,0,1,0,0,0,0,0
781,11,12,13,13,14,15,2,1,1,1,0,1,0,0,0,0,0
782,11,12,14,13,14,16,2,1,1,1,0,1,0,0,0,0,0
783,11,12,15,13,14,17,2,1,1,1,0,1,0,0,0,0,0
784,11,12,16,13,14,18,2,1,1,1,0,1,0,0,0,0,0
785,11,12,17,13,14,19,2,1,1,1,0,1,0,0,0,0,0
786,11,13,14,13,15,16,2,1,1,1,0,1,0,0,0,0,0
787,11,13,15,13,15,17,0,0,0,3,0,1,0,0,0,0,0
788,11,13,16,13,15,18,2,1,1,1,0,1,0,0,0,0,0
789,11,13,17,13,15,19,0,0,0,3,0,1,0,0,0,0,0
790,11,14,15,13,16,17,2,1,1,1,0,1,0,0,0,0,0
791,11,14,16,13,16,18,2,1,1,1,0,1,0,0,0,0,0
792,11,14,17,13,16,19,2,1,1,1,0,1,0,0,0,0,0
793,11,15,16,13,17,18,2,1,1,1,0,1,0,0,0,0,0
794,11,15,17,13,17,19,0,0,0,3,0,1,0,0,0,0,0
795,11,16,17,13,18,19,2,1,1,1,0,1,0,0,0,0,0
796,12,13,14,14,15,16,2,1,1,1,0,1,0,0,0,0,0
797,12,13,15,14,15,17,2,1,1,1,0,1,0,0,0,0,0
798,12,13,16,14,15,18,2,1,1,1,0,1,0,0,0,0,0
799,12,13,17,14,15,19,2,1,1,1,0,1,0,0,0,0,0
800,12,14,15,14,16,17,2,1,1,1,0,1,0,0,0,0,0
801,12,14,16,14,16,18,0,0,0,3,0,1,0,0,0,0,0
802,12,14,17,14,16,19,2,1,1,1,0,1,0,0,0,0,0
803,12,15,16,14,17,18,2,1,1,1,0,1,0,0,0,0,0
804,12,15,17,14,17,19,2,1,1,1,0,1,0,0,0,0,0
805,12,16,17,14,18,19,2,1,1,1,0,1,0,0,0,0,0
806,13,14,15,15,16,17,0,0,0,3,0,1,0,0,0,0,0
807,13,14,16,15,16,18,2,1,1,1,0,1,0,0,0,0,0
808,13,14,17,15,16,19,0,0,0,3,0,1,0,0,0,0,0
809,13,15,16,15,17,18,2,1,1,1,0,1,0,0,0,0,0
810,13,15,17,15,17,19,0,0,0,3,0,1,0,0,0,0,0
811,13,16,17,15,18,19,2,1,1,1,0,1,0,0,0,0,0
812,14,15,16,16,17,18,0,0,0,3,0,1,0,0,0,0,0
813,14,15,17,16,17,19,0,0,0,3,0,1,0,0,0,0,0
814,14,16,17,16,18,19,0,0,0,3,0,1,0,0,0,0,0
815,15,16,17,17,18,19,0,0,0,3,0,1,0,0,0,0,0
