transition_id,reverse_transition_id,undirected_edge_id,source_state_id,target_state_id,source_grammar_cell_id,target_grammar_cell_id,edit_kind_code,edit_position,source_symbol_id,target_symbol_id,native_transition_flag,derived_transition_flag,derived_only_transition_flag,boundary_path_edge_flag,spectral_cut_edge_flag
48,49,24,4,19,4,19,0,9,2,5,0,1,1,0,0
49,48,24,19,4,19,4,0,9,5,2,0,1,1,0,0
50,51,25,4,36,4,36,2,7,1,-1,0,1,1,0,0
51,50,25,36,4,36,4,1,7,-1,1,0,1,1,0,0
52,53,26,5,19,5,19,2,8,2,-1,0,1,1,0,0
53,52,26,19,5,19,5,1,8,-1,2,0,1,1,0,0
54,55,27,5,27,5,27,0,9,2,5,0,1,1,0,0
55,54,27,27,5,27,5,0,9,5,2,0,1,1,0,0
56,57,28,5,30,5,30,0,8,2,5,0,1,1,0,0
57,56,28,30,5,30,5,0,8,5,2,0,1,1,0,0
58,59,29,5,37,5,37,2,7,1,-1,0,1,1,0,0
59,58,29,37,5,37,5,1,7,-1,1,0,1,1,0,0
60,61,30,6,7,6,7,2,10,1,-1,0,1,1,0,0
61,60,30,7,6,7,6,1,10,-1,1,0,1,1,0,0
62,63,31,6,8,6,8,0,10,1,2,0,1,1,0,0
63,62,31,8,6,8,6,0,10,2,1,0,1,1,0,0
64,65,32,6,11,6,11,1,9,-1,5,0,1,1,0,0
65,64,32,11,6,11,6,2,9,5,-1,0,1,1,0,0
66,67,33,6,19,6,19,0,10,1,5,0,1,1,0,0
67,66,33,19,6,19,6,0,10,5,1,0,1,1,0,0
68,69,34,6,38,6,38,2,7,1,-1,0,1,1,0,0
69,68,34,38,6,38,6,1,7,-1,1,0,1,1,0,0
70,71,35,7,8,7,8,1,10,-1,2,0,1,1,0,0
71,70,35,8,7,8,7,2,10,2,-1,0,1,1,0,0
72,73,36,7,12,7,12,0,10,2,5,0,1,1,0,0
73,72,36,12,7,12,7,0,10,5,2,0,1,1,0,0
74,75,37,7,19,7,19,1,9,-1,5,0,1,1,0,0
75,74,37,19,7,19,7,2,9,5,-1,0,1,1,0,0
76,77,38,7,29,7,29,2,8,2,-1,0,1,1,0,0
77,76,38,29,7,29,7,1,8,-1,2,0,1,1,0,0
78,79,39,7,31,7,31,0,8,2,5,0,1,1,0,0
79,78,39,31,7,31,7,0,8,5,2,0,1,1,0,0
80,81,40,7,36,7,36,0,7,1,2,0,1,1,0,0
81,80,40,36,7,36,7,0,7,2,1,0,1,1,0,0
82,83,41,7,39,7,39,2,7,1,-1,0,1,1,0,0
83,82,41,39,7,39,7,1,7,-1,1,0,1,1,0,0
84,85,42,7,64,7,64,0,7,1,5,0,1,1,0,0
85,84,42,64,7,64,7,0,7,5,1,0,1,1,0,0
86,87,43,8,9,8,9,1,11,-1,5,0,1,1,0,0
87,86,43,9,8,9,8,2,11,5,-1,0,1,1,0,0
88,89,44,8,19,8,19,0,10,2,5,0,1,1,0,0
89,88,44,19,8,19,8,0,10,5,2,0,1,1,0,0
90,91,45,8,24,8,24,1,9,-1,5,0,1,1,0,0
91,90,45,24,8,24,8,2,9,5,-1,0,1,1,0,0
92,93,46,8,40,8,40,2,7,1,-1,0,1,1,0,0
93,92,46,40,8,40,8,1,7,-1,1,0,1,1,0,0
94,95,47,9,19,9,19,2,10,2,-1,0,1,1,0,0
95,94,47,19,9,19,9,1,10,-1,2,0,1,1,0,0
96,97,48,9,27,9,27,0,10,2,5,0,1,1,0,0
97,96,48,27,9,27,9,0,10,5,2,0,1,1,0,0
98,99,49,9,41,9,41,2,7,1,-1,0,1,1,0,0
99,98,49,41,9,41,9,1,7,-1,1,0,1,1,0,0
100,101,50,10,11,10,11,1,12,-1,2,0,1,1,0,0
101,100,50,11,10,11,10,2,12,2,-1,0,1,1,0,0
102,103,51,10,12,10,12,2,11,1,-1,0,1,1,0,0
103,102,51,12,10,12,10,1,11,-1,1,0,1,1,0,0
104,105,52,10,13,10,13,1,11,-1,2,0,1,1,0,0
105,104,52,13,10,13,10,2,11,2,-1,0,1,1,0,0
106,107,53,10,19,10,19,0,11,1,2,0,1,1,0,0
107,106,53,19,10,19,10,0,11,2,1,0,1,1,0,0
108,109,54,10,26,10,26,0,11,1,5,0,1,1,0,0
109,108,54,26,10,26,10,0,11,5,1,0,1,1,0,0
110,111,55,10,42,10,42,2,7,1,-1,0,1,1,0,0
111,110,55,42,10,42,10,1,7,-1,1,0,1,1,0,0
112,113,56,11,19,11,19,2,11,1,-1,0,1,1,0,0
113,112,56,19,11,19,11,1,11,-1,1,0,1,1,0,0
114,115,57,11,24,11,24,0,11,1,2,0,1,1,0,0
115,114,57,24,11,24,11,0,11,2,1,0,1,1,0,0
116,117,58,11,27,11,27,0,11,1,5,0,1,1,0,0
117,116,58,27,11,27,11,0,11,5,1,0,1,1,0,0
118,119,59,11,43,11,43,2,7,1,-1,0,1,1,0,0
119,118,59,43,11,43,11,1,7,-1,1,0,1,1,0,0
120,121,60,12,19,12,19,1,11,-1,2,0,1,1,0,0
121,120,60,19,12,19,12,2,11,2,-1,0,1,1,0,0
122,123,61,12,26,12,26,1,9,-1,5,0,1,1,0,0
123,122,61,26,12,26,12,2,9,5,-1,0,1,1,0,0
124,125,62,12,44,12,44,2,7,1,-1,0,1,1,0,0
125,124,62,44,12,44,12,1,7,-1,1,0,1,1,0,0
126,127,63,13,14,13,14,2,14,4,-1,0,1,1,0,0
127,126,63,14,13,14,13,1,14,-1,4,0,1,1,0,0
128,129,64,13,16,13,16,0,13,1,3,0,1,1,0,0
129,128,64,16,13,16,13,0,13,3,1,0,1,1,0,0
130,131,65,13,18,13,18,0,13,1,4,0,1,1,0,0
131,130,65,18,13,18,13,0,13,4,1,0,1,1,0,0
132,133,66,13,19,13,19,2,12,1,-1,0,1,1,0,0
133,132,66,19,13,19,13,1,12,-1,1,0,1,1,0,0
134,135,67,13,24,13,24,0,12,1,2,0,1,1,0,0
135,134,67,24,13,24,13,0,12,2,1,0,1,1,0,0
136,137,68,13,25,13,25,0,12,1,5,0,1,1,0,0
137,136,68,25,13,25,13,0,12,5,1,0,1,1,0,0
138,139,69,13,45,13,45,2,7,1,-1,0,1,1,0,0
139,138,69,45,13,45,13,1,7,-1,1,0,1,1,0,0
140,141,70,14,15,14,15,0,13,1,2,0,1,1,0,0
141,140,70,15,14,15,14,0,13,2,1,0,1,1,0,0
142,143,71,14,19,14,19,0,13,1,4,0,1,1,0,0
143,142,71,19,14,19,14,0,13,4,1,0,1,1,0,0
144,145,72,14,22,14,22,2,12,1,-1,0,1,1,0,0
145,144,72,22,14,22,14,1,12,-1,1,0,1,1,0,0
146,147,73,14,23,14,23,0,13,1,5,0,1,1,0,0
147,146,73,23,14,23,14,0,13,5,1,0,1,1,0,0
148,149,74,14,46,14,46,2,7,1,-1,0,1,1,0,0
149,148,74,46,14,46,14,1,7,-1,1,0,1,1,0,0
150,151,75,15,19,15,19,0,13,2,4,0,1,1,0,0
151,150,75,19,15,19,15,0,13,4,2,0,1,1,0,0
152,153,76,15,22,15,22,2,13,2,-1,0,1,1,0,0
153,152,76,22,15,22,15,1,13,-1,2,0,1,1,0,0
154,155,77,15,23,15,23,0,13,2,5,0,1,1,0,0
155,154,77,23,15,23,15,0,13,5,2,0,1,1,0,0
156,157,78,15,47,15,47,2,7,1,-1,0,1,1,0,0
157,156,78,47,15,47,15,1,7,-1,1,0,1,1,0,0
158,159,79,16,18,16,18,0,13,3,4,0,1,1,0,0
159,158,79,18,16,18,16,0,13,4,3,0,1,1,0,0
160,161,80,16,19,16,19,2,13,3,-1,0,1,1,0,0
161,160,80,19,16,19,16,1,13,-1,3,0,1,1,0,0
162,163,81,16,48,16,48,2,7,1,-1,0,1,1,0,0
163,162,81,48,16,48,16,1,7,-1,1,0,1,1,0,0
164,165,82,16,91,16,91,2,3,3,-1,0,1,1,0,0
165,164,82,91,16,91,16,1,3,-1,3,0,1,1,0,0
166,167,83,17,19,17,19,0,14,3,5,0,1,1,0,0
167,166,83,19,17,19,17,0,14,5,3,0,1,1,0,0
168,169,84,17,49,17,49,2,7,1,-1,0,1,1,0,0
169,168,84,49,17,49,17,1,7,-1,1,0,1,1,0,0
170,171,85,17,92,17,92,2,3,3,-1,0,1,1,0,0
171,170,85,92,17,92,17,1,3,-1,3,0,1,1,0,0
172,173,86,18,19,18,19,2,13,4,-1,0,1,1,0,0
173,172,86,19,18,19,18,1,13,-1,4,0,1,1,0,0
174,175,87,18,21,18,21,0,14,4,5,0,1,1,0,0
175,174,87,21,18,21,18,0,14,5,4,0,1,1,0,0
176,177,88,18,50,18,50,2,7,1,-1,0,1,1,0,0
177,176,88,50,18,50,18,1,7,-1,1,0,1,1,0,0
178,179,89,19,20,19,20,1,15,-1,2,0,1,1,0,0
179,178,89,20,19,20,19,2,15,2,-1,0,1,1,0,0
180,181,90,19,21,19,21,1,14,-1,5,0,1,1,0,0
181,180,90,21,19,21,19,2,14,5,-1,0,1,1,0,0
182,183,91,19,22,19,22,2,13,4,-1,0,1,1,0,0
183,182,91,22,19,22,19,1,13,-1,4,0,1,1,0,0
184,185,92,19,23,19,23,0,13,4,5,0,1,1,0,0
185,184,92,23,19,23,19,0,13,5,4,0,1,1,0,0
186,187,93,19,24,19,24,1,11,-1,2,0,1,1,0,0
187,186,93,24,19,24,19,2,11,2,-1,0,1,1,0,0
188,189,94,19,25,19,25,1,12,-1,5,0,1,1,0,0
189,188,94,25,19,25,19,2,12,5,-1,0,1,1,0,0
190,191,95,19,26,19,26,0,11,2,5,0,1,1,0,0
191,190,95,26,19,26,19,0,11,5,2,0,1,1,0,0
192,193,96,19,27,19,27,1,9,-1,5,0,1,1,0,0
193,192,96,27,19,27,19,2,9,5,-1,0,1,1,0,0
194,195,97,19,28,19,28,0,8,2,4,0,1,1,0,0
195,194,97,28,19,28,19,0,8,4,2,0,1,1,0,0
196,197,98,19,30,19,30,1,8,-1,5,0,1,1,0,0
197,196,98,30,19,30,19,2,8,5,-1,0,1,1,0,0
198,199,99,19,31,19,31,2,8,2,-1,0,1,1,0,0
199,198,99,31,19,31,19,1,8,-1,2,0,1,1,0,0
200,201,100,19,32,19,32,0,8,2,5,0,1,1,0,0
201,200,100,32,19,32,19,0,8,5,2,0,1,1,0,0
202,203,101,19,33,19,33,1,6,-1,2,0,1,1,0,0
203,202,101,33,19,33,19,2,6,2,-1,0,1,1,0,0
204,205,102,19,37,19,37,0,7,1,2,0,1,1,0,0
205,204,102,37,19,37,19,0,7,2,1,0,1,1,0,0
206,207,103,19,51,19,51,2,7,1,-1,0,1,1,0,0
207,206,103,51,19,51,19,1,7,-1,1,0,1,1,0,0
208,209,104,19,61,19,61,1,7,-1,5,0,1,1,0,0
209,208,104,61,19,61,19,2,7,5,-1,0,1,1,0,0
210,211,105,19,65,19,65,0,7,1,5,0,1,1,0,0
211,210,105,65,19,65,19,0,7,5,1,0,1,1,0,0
212,213,106,20,21,20,21,0,15,2,5,0,1,1,0,0
213,212,106,21,20,21,20,0,15,5,2,0,1,1,0,0
214,215,107,20,52,20,52,2,7,1,-1,0,1,1,0,0
215,214,107,52,20,52,20,1,7,-1,1,0,1,1,0,0
216,217,108,21,23,21,23,2,13,4,-1,0,1,1,0,0
217,216,108,23,21,23,21,1,13,-1,4,0,1,1,0,0
218,219,109,21,53,21,53,2,7,1,-1,0,1,1,0,0
219,218,109,53,21,53,21,1,7,-1,1,0,1,1,0,0
220,221,110,22,23,22,23,1,13,-1,5,0,1,1,0,0
221,220,110,23,22,23,22,2,13,5,-1,0,1,1,0,0
222,223,111,22,54,22,54,2,7,1,-1,0,1,1,0,0
223,222,111,54,22,54,22,1,7,-1,1,0,1,1,0,0
224,225,112,23,55,23,55,2,7,1,-1,0,1,1,0,0
225,224,112,55,23,55,23,1,7,-1,1,0,1,1,0,0
226,227,113,24,25,24,25,0,12,2,5,0,1,1,0,0
227,226,113,25,24,25,24,0,12,5,2,0,1,1,0,0
228,229,114,24,27,24,27,0,11,2,5,0,1,1,0,0
229,228,114,27,24,27,24,0,11,5,2,0,1,1,0,0
230,231,115,24,56,24,56,2,7,1,-1,0,1,1,0,0
231,230,115,56,24,56,24,1,7,-1,1,0,1,1,0,0
232,233,116,25,26,25,26,2,11,2,-1,0,1,1,0,0
233,232,116,26,25,26,25,1,11,-1,2,0,1,1,0,0
234,235,117,25,57,25,57,2,7,1,-1,0,1,1,0,0
235,234,117,57,25,57,25,1,7,-1,1,0,1,1,0,0
236,237,118,26,27,26,27,1,12,-1,2,0,1,1,0,0
237,236,118,27,26,27,26,2,12,2,-1,0,1,1,0,0
238,239,119,26,58,26,58,2,7,1,-1,0,1,1,0,0
239,238,119,58,26,58,26,1,7,-1,1,0,1,1,0,0
240,241,120,27,32,27,32,2,8,2,-1,0,1,1,0,0
241,240,120,32,27,32,27,1,8,-1,2,0,1,1,0,0
242,243,121,27,59,27,59,2,7,1,-1,0,1,1,0,0
243,242,121,59,27,59,27,1,7,-1,1,0,1,1,0,0
244,245,122,28,31,28,31,2,8,4,-1,0,1,1,0,0
245,244,122,31,28,31,28,1,8,-1,4,0,1,1,0,0
246,247,123,28,32,28,32,0,8,4,5,0,1,1,0,0
247,246,123,32,28,32,28,0,8,5,4,0,1,1,0,0
248,249,124,29,31,29,31,1,8,-1,5,0,1,1,0,0
249,248,124,31,29,31,29,2,8,5,-1,0,1,1,0,0
250,251,125,29,34,29,34,1,6,-1,2,0,1,1,0,0
251,250,125,34,29,34,29,2,6,2,-1,0,1,1,0,0
252,253,126,29,39,29,39,0,7,1,2,0,1,1,0,0
253,252,126,39,29,39,29,0,7,2,1,0,1,1,0,0
254,255,127,29,62,29,62,2,7,1,-1,0,1,1,0,0
255,254,127,62,29,62,29,1,7,-1,1,0,1,1,0,0
256,257,128,29,75,29,75,0,7,1,5,0,1,1,0,0
257,256,128,75,29,75,29,0,7,5,1,0,1,1,0,0
258,259,129,30,32,30,32,2,9,2,-1,0,1,1,0,0
259,258,129,32,30,32,30,1,9,-1,2,0,1,1,0,0
260,261,130,30,65,30,65,2,7,1,-1,0,1,1,0,0
261,260,130,65,30,65,30,1,7,-1,1,0,1,1,0,0
262,263,131,31,32,31,32,1,8,-1,5,0,1,1,0,0
263,262,131,32,31,32,31,2,8,5,-1,0,1,1,0,0
264,265,132,31,35,31,35,1,6,-1,2,0,1,1,0,0
265,264,132,35,31,35,31,2,6,2,-1,0,1,1,0,0
266,267,133,31,51,31,51,0,7,1,2,0,1,1,0,0
267,266,133,51,31,51,31,0,7,2,1,0,1,1,0,0
268,269,134,31,75,31,75,2,7,1,-1,0,1,1,0,0
269,268,134,75,31,75,31,1,7,-1,1,0,1,1,0,0
270,271,135,31,83,31,83,0,7,1,5,0,1,1,0,0
271,270,135,83,31,83,31,0,7,5,1,0,1,1,0,0
272,273,136,32,59,32,59,0,7,1,2,0,1,1,0,0
273,272,136,59,32,59,32,0,7,2,1,0,1,1,0,0
274,275,137,32,83,32,83,2,7,1,-1,0,1,1,0,0
275,274,137,83,32,83,32,1,7,-1,1,0,1,1,0,0
276,277,138,33,35,33,35,2,9,2,-1,0,1,1,0,0
277,276,138,35,33,35,33,1,9,-1,2,0,1,1,0,0
278,279,139,33,37,33,37,2,8,1,-1,0,1,1,0,0
279,278,139,37,33,37,33,1,8,-1,1,0,1,1,0,0
280,281,140,33,61,33,61,0,7,2,5,0,1,1,0,0
281,280,140,61,33,61,33,0,7,5,2,0,1,1,0,0
282,283,141,34,35,34,35,1,9,-1,5,0,1,1,0,0
283,282,141,35,34,35,34,2,9,5,-1,0,1,1,0,0
284,285,142,34,36,34,36,0,8,1,2,0,1,1,0,0
285,284,142,36,34,36,34,0,8,2,1,0,1,1,0,0
286,287,143,34,39,34,39,2,8,1,-1,0,1,1,0,0
287,286,143,39,34,39,34,1,8,-1,1,0,1,1,0,0
288,289,144,34,51,34,51,0,8,1,5,0,1,1,0,0
289,288,144,51,34,51,34,0,8,5,1,0,1,1,0,0
290,291,145,35,37,35,37,0,8,1,2,0,1,1,0,0
291,290,145,37,35,37,35,0,8,2,1,0,1,1,0,0
292,293,146,35,51,35,51,2,8,1,-1,0,1,1,0,0
293,292,146,51,35,51,35,1,8,-1,1,0,1,1,0,0
294,295,147,35,59,35,59,0,8,1,5,0,1,1,0,0
295,294,147,59,35,59,35,0,8,5,1,0,1,1,0,0
296,297,148,36,37,36,37,1,9,-1,5,0,1,1,0,0
297,296,148,37,36,37,36,2,9,5,-1,0,1,1,0,0
298,299,149,36,39,36,39,2,6,2,-1,0,1,1,0,0
299,298,149,39,36,39,36,1,6,-1,2,0,1,1,0,0
300,301,150,36,41,36,41,1,8,-1,5,0,1,1,0,0
301,300,150,41,36,41,36,2,8,5,-1,0,1,1,0,0
302,303,151,36,51,36,51,0,8,2,5,0,1,1,0,0
303,302,151,51,36,51,36,0,8,5,2,0,1,1,0,0
304,305,152,36,64,36,64,0,7,2,5,0,1,1,0,0
305,304,152,64,36,64,36,0,7,5,2,0,1,1,0,0
306,307,153,37,51,37,51,2,6,2,-1,0,1,1,0,0
307,306,153,51,37,51,37,1,6,-1,2,0,1,1,0,0
308,309,154,37,59,37,59,0,8,2,5,0,1,1,0,0
309,308,154,59,37,59,37,0,8,5,2,0,1,1,0,0
310,311,155,37,65,37,65,0,7,2,5,0,1,1,0,0
311,310,155,65,37,65,37,0,7,5,2,0,1,1,0,0
312,313,156,38,39,38,39,2,9,1,-1,0,1,1,0,0
313,312,156,39,38,39,38,1,9,-1,1,0,1,1,0,0
314,315,157,38,40,38,40,0,9,1,2,0,1,1,0,0
315,314,157,40,38,40,38,0,9,2,1,0,1,1,0,0
316,317,158,38,43,38,43,1,8,-1,5,0,1,1,0,0
317,316,158,43,38,43,38,2,8,5,-1,0,1,1,0,0
318,319,159,38,51,38,51,0,9,1,5,0,1,1,0,0
319,318,159,51,38,51,38,0,9,5,1,0,1,1,0,0
320,321,160,38,60,38,60,2,6,2,-1,0,1,1,0,0
321,320,160,60,38,60,38,1,6,-1,2,0,1,1,0,0
322,323,161,38,67,38,67,0,7,2,5,0,1,1,0,0
323,322,161,67,38,67,38,0,7,5,2,0,1,1,0,0
324,325,162,39,40,39,40,1,9,-1,2,0,1,1,0,0
325,324,162,40,39,40,39,2,9,2,-1,0,1,1,0,0
326,327,163,39,44,39,44,0,9,2,5,0,1,1,0,0
327,326,163,44,39,44,39,0,9,5,2,0,1,1,0,0
328,329,164,39,51,39,51,1,8,-1,5,0,1,1,0,0
329,328,164,51,39,51,39,2,8,5,-1,0,1,1,0,0
330,331,165,39,62,39,62,2,6,2,-1,0,1,1,0,0
331,330,165,62,39,62,39,1,6,-1,2,0,1,1,0,0
332,333,166,39,64,39,64,1,7,-1,5,0,1,1,0,0
333,332,166,64,39,64,39,2,7,5,-1,0,1,1,0,0
334,335,167,39,75,39,75,0,7,2,5,0,1,1,0,0
335,334,167,75,39,75,39,0,7,5,2,0,1,1,0,0
336,337,168,40,41,40,41,1,10,-1,5,0,1,1,0,0
337,336,168,41,40,41,40,2,10,5,-1,0,1,1,0,0
338,339,169,40,51,40,51,0,9,2,5,0,1,1,0,0
339,338,169,51,40,51,40,0,9,5,2,0,1,1,0,0
340,341,170,40,56,40,56,1,8,-1,5,0,1,1,0,0
341,340,170,56,40,56,40,2,8,5,-1,0,1,1,0,0
342,343,171,40,63,40,63,2,6,2,-1,0,1,1,0,0
343,342,171,63,40,63,40,1,6,-1,2,0,1,1,0,0
344,345,172,40,80,40,80,0,7,2,5,0,1,1,0,0
345,344,172,80,40,80,40,0,7,5,2,0,1,1,0,0
346,347,173,41,51,41,51,2,9,2,-1,0,1,1,0,0
347,346,173,51,41,51,41,1,9,-1,2,0,1,1,0,0
348,349,174,41,59,41,59,0,9,2,5,0,1,1,0,0
349,348,174,59,41,59,41,0,9,5,2,0,1,1,0,0
350,351,175,41,64,41,64,2,6,2,-1,0,1,1,0,0
351,350,175,64,41,64,41,1,6,-1,2,0,1,1,0,0
352,353,176,42,43,42,43,1,11,-1,2,0,1,1,0,0
353,352,176,43,42,43,42,2,11,2,-1,0,1,1,0,0
354,355,177,42,44,42,44,2,10,1,-1,0,1,1,0,0
355,354,177,44,42,44,42,1,10,-1,1,0,1,1,0,0
356,357,178,42,45,42,45,1,10,-1,2,0,1,1,0,0
357,356,178,45,42,45,42,2,10,2,-1,0,1,1,0,0
358,359,179,42,51,42,51,0,10,1,2,0,1,1,0,0
359,358,179,51,42,51,42,0,10,2,1,0,1,1,0,0
360,361,180,42,58,42,58,0,10,1,5,0,1,1,0,0
361,360,180,58,42,58,42,0,10,5,1,0,1,1,0,0
362,363,181,42,66,42,66,2,6,2,-1,0,1,1,0,0
363,362,181,66,42,66,42,1,6,-1,2,0,1,1,0,0
364,365,182,43,51,43,51,2,10,1,-1,0,1,1,0,0
365,364,182,51,43,51,43,1,10,-1,1,0,1,1,0,0
366,367,183,43,56,43,56,0,10,1,2,0,1,1,0,0
367,366,183,56,43,56,43,0,10,2,1,0,1,1,0,0
368,369,184,43,59,43,59,0,10,1,5,0,1,1,0,0
369,368,184,59,43,59,43,0,10,5,1,0,1,1,0,0
370,371,185,43,67,43,67,2,6,2,-1,0,1,1,0,0
371,370,185,67,43,67,43,1,6,-1,2,0,1,1,0,0
372,373,186,44,51,44,51,1,10,-1,2,0,1,1,0,0
373,372,186,51,44,51,44,2,10,2,-1,0,1,1,0,0
374,375,187,44,58,44,58,1,8,-1,5,0,1,1,0,0
375,374,187,58,44,58,44,2,8,5,-1,0,1,1,0,0
376,377,188,44,68,44,68,2,6,2,-1,0,1,1,0,0
377,376,188,68,44,68,44,1,6,-1,2,0,1,1,0,0
378,379,189,44,82,44,82,0,7,2,5,0,1,1,0,0
379,378,189,82,44,82,44,0,7,5,2,0,1,1,0,0
380,381,190,45,46,45,46,2,13,4,-1,0,1,1,0,0
381,380,190,46,45,46,45,1,13,-1,4,0,1,1,0,0
382,383,191,45,48,45,48,0,12,1,3,0,1,1,0,0
383,382,191,48,45,48,45,0,12,3,1,0,1,1,0,0
384,385,192,45,50,45,50,0,12,1,4,0,1,1,0,0
385,384,192,50,45,50,45,0,12,4,1,0,1,1,0,0
386,387,193,45,51,45,51,2,11,1,-1,0,1,1,0,0
387,386,193,51,45,51,45,1,11,-1,1,0,1,1,0,0
388,389,194,45,56,45,56,0,11,1,2,0,1,1,0,0
389,388,194,56,45,56,45,0,11,2,1,0,1,1,0,0
390,391,195,45,57,45,57,0,11,1,5,0,1,1,0,0
391,390,195,57,45,57,45,0,11,5,1,0,1,1,0,0
392,393,196,45,69,45,69,2,6,2,-1,0,1,1,0,0
393,392,196,69,45,69,45,1,6,-1,2,0,1,1,0,0
394,395,197,46,47,46,47,0,12,1,2,0,1,1,0,0
395,394,197,47,46,47,46,0,12,2,1,0,1,1,0,0
396,397,198,46,51,46,51,0,12,1,4,0,1,1,0,0
397,396,198,51,46,51,46,0,12,4,1,0,1,1,0,0
398,399,199,46,54,46,54,2,11,1,-1,0,1,1,0,0
399,398,199,54,46,54,46,1,11,-1,1,0,1,1,0,0
400,401,200,46,55,46,55,0,12,1,5,0,1,1,0,0
401,400,200,55,46,55,46,0,12,5,1,0,1,1,0,0
402,403,201,46,70,46,70,2,6,2,-1,0,1,1,0,0
403,402,201,70,46,70,46,1,6,-1,2,0,1,1,0,0
404,405,202,47,51,47,51,0,12,2,4,0,1,1,0,0
405,404,202,51,47,51,47,0,12,4,2,0,1,1,0,0
406,407,203,47,54,47,54,2,12,2,-1,0,1,1,0,0
407,406,203,54,47,54,47,1,12,-1,2,0,1,1,0,0
408,409,204,47,55,47,55,0,12,2,5,0,1,1,0,0
409,408,204,55,47,55,47,0,12,5,2,0,1,1,0,0
410,411,205,47,71,47,71,2,6,2,-1,0,1,1,0,0
411,410,205,71,47,71,47,1,6,-1,2,0,1,1,0,0
412,413,206,48,50,48,50,0,12,3,4,0,1,1,0,0
413,412,206,50,48,50,48,0,12,4,3,0,1,1,0,0
414,415,207,48,51,48,51,2,12,3,-1,0,1,1,0,0
415,414,207,51,48,51,48,1,12,-1,3,0,1,1,0,0
416,417,208,48,72,48,72,2,6,2,-1,0,1,1,0,0
417,416,208,72,48,72,48,1,6,-1,2,0,1,1,0,0
418,419,209,48,93,48,93,2,3,3,-1,0,1,1,0,0
419,418,209,93,48,93,48,1,3,-1,3,0,1,1,0,0
420,421,210,49,51,49,51,0,13,3,5,0,1,1,0,0
