automaton_state_id,grammar_cell_id,repaired_recurrent_class_id,native_recurrent_class_id,word_length,word_symbol_0_id,word_symbol_1_id,word_symbol_2_id,word_symbol_3_id,word_symbol_4_id,word_symbol_5_id,word_symbol_6_id,word_symbol_7_id,word_symbol_8_id,word_symbol_9_id,word_symbol_10_id,word_symbol_11_id,word_symbol_12_id,word_symbol_13_id,word_symbol_14_id,word_symbol_15_id,degree,native_neighbor_count,derived_neighbor_count,native_transition_degree,derived_transition_degree,native_repair_flag,derived_repair_flag,derived_only_flag,trace_signature_total_variation,first_return_closed_path_count,normalized_tail_template_count,left_boundary_flag,right_boundary_flag,gate_word_flag,merged_recurrent_class_flag,spectral_side_code
21,21,0,-1,16,2,1,1,3,4,5,2,1,2,5,5,2,1,4,5,5,5,0,5,0,5,0,1,1,197,744,9,0,0,0,1,-1
22,22,0,-1,14,2,1,1,3,4,5,2,1,2,5,5,2,1,5,-1,-1,5,0,5,0,5,0,1,1,197,160,10,0,0,0,1,-1
23,23,0,-1,15,2,1,1,3,4,5,2,1,2,5,5,2,1,5,5,-1,6,0,6,0,6,0,1,1,197,480,18,0,0,0,1,-1
24,24,0,-1,16,2,1,1,3,4,5,2,1,2,5,5,2,2,1,4,5,7,0,7,0,7,0,1,1,197,712,9,0,0,0,1,-1
25,25,0,-1,16,2,1,1,3,4,5,2,1,2,5,5,2,5,1,4,5,5,0,5,0,5,0,1,1,197,72,1,0,0,0,1,-1
26,26,0,-1,15,2,1,1,3,4,5,2,1,2,5,5,5,1,4,5,-1,6,0,6,0,6,0,1,1,197,216,9,0,0,0,1,-1
27,27,0,-1,16,2,1,1,3,4,5,2,1,2,5,5,5,2,1,4,5,9,0,9,0,9,0,1,1,197,616,9,0,0,0,1,-1
28,28,0,-1,15,2,1,1,3,4,5,2,1,4,5,5,2,1,4,5,-1,4,0,4,0,4,0,1,1,197,144,6,0,0,0,1,-1
29,29,0,-1,13,2,1,1,3,4,5,2,1,5,2,1,4,5,-1,-1,-1,6,0,6,0,6,0,1,1,197,32,2,0,0,0,1,-1
30,30,0,-1,16,2,1,1,3,4,5,2,1,5,2,5,5,2,1,4,5,5,0,5,0,5,0,1,1,197,112,7,0,0,0,1,-1
31,31,0,-1,14,2,1,1,3,4,5,2,1,5,5,2,1,4,5,-1,-1,10,0,10,0,10,0,1,1,197,112,7,0,0,0,1,-1
32,32,0,-1,15,2,1,1,3,4,5,2,1,5,5,5,2,1,4,5,-1,8,0,8,0,8,0,1,1,197,320,9,0,0,0,1,-1
33,33,0,-1,16,2,1,1,3,4,5,2,2,1,2,5,5,2,1,4,5,5,0,5,0,5,0,1,1,197,856,9,0,0,0,1,-1
34,34,0,-1,14,2,1,1,3,4,5,2,2,1,5,2,1,4,5,-1,-1,6,0,6,0,6,0,1,1,197,64,2,0,0,0,1,-1
35,35,0,-1,15,2,1,1,3,4,5,2,2,1,5,5,2,1,4,5,-1,8,0,8,0,8,0,1,1,197,224,7,0,0,0,1,-1
36,36,0,-1,14,2,1,1,3,4,5,2,2,2,5,2,1,4,5,-1,-1,8,0,8,0,8,0,1,1,197,312,3,0,0,0,1,-1
37,37,0,-1,15,2,1,1,3,4,5,2,2,2,5,5,2,1,4,5,-1,8,0,8,0,8,0,1,1,197,1560,9,0,0,0,1,-1
38,38,0,-1,14,2,1,1,3,4,5,2,2,5,1,2,1,4,5,-1,-1,7,0,7,0,7,0,1,1,197,40,1,0,0,0,1,-1
39,39,0,-1,13,2,1,1,3,4,5,2,2,5,2,1,4,5,-1,-1,-1,11,0,11,0,11,0,1,1,197,120,3,0,0,0,1,-1
40,40,0,-1,14,2,1,1,3,4,5,2,2,5,2,2,1,4,5,-1,-1,8,0,8,0,8,0,1,1,197,360,9,0,0,0,1,-1
41,41,0,-1,15,2,1,1,3,4,5,2,2,5,2,5,2,1,4,5,-1,6,0,6,0,6,0,1,1,197,120,3,0,0,0,1,-1
42,42,0,-1,14,2,1,1,3,4,5,2,2,5,5,1,1,4,5,-1,-1,7,0,7,0,7,0,1,1,197,400,6,0,0,0,1,-1
43,43,0,-1,15,2,1,1,3,4,5,2,2,5,5,1,2,1,4,5,-1,7,0,7,0,7,0,1,1,197,200,1,0,0,0,1,-1
44,44,0,-1,13,2,1,1,3,4,5,2,2,5,5,1,4,5,-1,-1,-1,7,0,7,0,7,0,1,1,197,200,5,0,0,0,1,-1
45,45,0,-1,15,2,1,1,3,4,5,2,2,5,5,2,1,1,4,5,-1,9,0,9,0,9,0,1,1,197,1200,6,0,0,0,1,-1
46,46,0,-1,14,2,1,1,3,4,5,2,2,5,5,2,1,1,5,-1,-1,7,0,7,0,7,0,1,1,197,1400,21,0,0,0,1,-1
47,47,0,-1,14,2,1,1,3,4,5,2,2,5,5,2,1,2,5,-1,-1,6,0,6,0,6,0,1,1,197,800,12,0,0,0,1,-1
48,48,0,-1,15,2,1,1,3,4,5,2,2,5,5,2,1,3,4,5,-1,6,0,6,0,6,0,1,1,197,1200,6,0,0,0,1,-1
49,49,0,-1,14,2,1,1,3,4,5,2,2,5,5,2,1,4,3,-1,-1,4,0,4,0,4,0,1,1,197,1200,18,0,0,0,1,-1
50,50,0,-1,15,2,1,1,3,4,5,2,2,5,5,2,1,4,4,5,-1,6,0,6,0,6,0,1,1,197,1800,9,0,0,0,1,-1
51,51,0,-1,14,2,1,1,3,4,5,2,2,5,5,2,1,4,5,-1,-1,30,0,30,0,30,0,1,1,197,600,9,0,0,0,1,-1
52,52,0,-1,15,2,1,1,3,4,5,2,2,5,5,2,1,4,5,2,-1,4,0,4,0,4,0,1,1,197,1200,6,0,0,0,1,-1
53,53,0,-1,15,2,1,1,3,4,5,2,2,5,5,2,1,4,5,5,-1,6,0,6,0,6,0,1,1,197,1800,9,0,0,0,1,-1
54,54,0,-1,13,2,1,1,3,4,5,2,2,5,5,2,1,5,-1,-1,-1,6,0,6,0,6,0,1,1,197,400,10,0,0,0,1,-1
55,55,0,-1,14,2,1,1,3,4,5,2,2,5,5,2,1,5,5,-1,-1,7,0,7,0,7,0,1,1,197,1200,18,0,0,0,1,-1
56,56,0,-1,15,2,1,1,3,4,5,2,2,5,5,2,2,1,4,5,-1,8,0,8,0,8,0,1,1,197,1800,9,0,0,0,1,-1
57,57,0,-1,15,2,1,1,3,4,5,2,2,5,5,2,5,1,4,5,-1,6,0,6,0,6,0,1,1,197,200,1,0,0,0,1,-1
58,58,0,-1,14,2,1,1,3,4,5,2,2,5,5,5,1,4,5,-1,-1,7,0,7,0,7,0,1,1,197,520,9,0,0,0,1,-1
59,59,0,-1,15,2,1,1,3,4,5,2,2,5,5,5,2,1,4,5,-1,10,0,10,0,10,0,1,1,197,1560,9,0,0,0,1,-1
60,60,0,-1,13,2,1,1,3,4,5,2,5,1,2,1,4,5,-1,-1,-1,5,0,5,0,5,0,1,1,197,8,1,0,0,0,1,-1
61,61,0,-1,16,2,1,1,3,4,5,2,5,1,2,5,5,2,1,4,5,4,0,4,0,4,0,1,1,197,120,9,0,0,0,1,-1
62,62,0,-1,12,2,1,1,3,4,5,2,5,2,1,4,5,-1,-1,-1,-1,6,0,6,0,6,0,1,1,197,24,3,0,0,0,1,-1
63,63,0,-1,13,2,1,1,3,4,5,2,5,2,2,1,4,5,-1,-1,-1,6,0,6,0,6,0,1,1,197,72,9,0,0,0,1,-1
64,64,0,-1,14,2,1,1,3,4,5,2,5,2,5,2,1,4,5,-1,-1,8,0,8,0,8,0,1,1,197,24,3,0,0,0,1,-1
65,65,0,-1,15,2,1,1,3,4,5,2,5,2,5,5,2,1,4,5,-1,7,0,7,0,7,0,1,1,197,120,9,0,0,0,1,-1
66,66,0,-1,13,2,1,1,3,4,5,2,5,5,1,1,4,5,-1,-1,-1,6,0,6,0,6,0,1,1,197,80,6,0,0,0,1,-1
67,67,0,-1,14,2,1,1,3,4,5,2,5,5,1,2,1,4,5,-1,-1,7,0,7,0,7,0,1,1,197,40,1,0,0,0,1,-1
68,68,0,-1,12,2,1,1,3,4,5,2,5,5,1,4,5,-1,-1,-1,-1,5,0,5,0,5,0,1,1,197,40,5,0,0,0,1,-1
69,69,0,-1,14,2,1,1,3,4,5,2,5,5,2,1,1,4,5,-1,-1,8,0,8,0,8,0,1,1,197,240,6,0,0,0,1,-1
70,70,0,-1,13,2,1,1,3,4,5,2,5,5,2,1,1,5,-1,-1,-1,6,0,6,0,6,0,1,1,197,280,21,0,0,0,1,-1
71,71,0,-1,13,2,1,1,3,4,5,2,5,5,2,1,2,5,-1,-1,-1,5,0,5,0,5,0,1,1,197,160,12,0,0,0,1,-1
72,72,0,-1,14,2,1,1,3,4,5,2,5,5,2,1,3,4,5,-1,-1,5,0,5,0,5,0,1,1,197,240,6,0,0,0,1,-1
73,73,0,-1,13,2,1,1,3,4,5,2,5,5,2,1,4,3,-1,-1,-1,3,0,3,0,3,0,1,1,197,240,18,0,0,0,1,-1
74,74,0,-1,14,2,1,1,3,4,5,2,5,5,2,1,4,4,5,-1,-1,5,0,5,0,5,0,1,1,197,360,9,0,0,0,1,-1
75,75,0,-1,13,2,1,1,3,4,5,2,5,5,2,1,4,5,-1,-1,-1,25,0,25,0,25,0,1,1,197,120,9,0,0,0,1,-1
76,76,0,-1,14,2,1,1,3,4,5,2,5,5,2,1,4,5,2,-1,-1,3,0,3,0,3,0,1,1,197,240,6,0,0,0,1,-1
77,77,0,-1,14,2,1,1,3,4,5,2,5,5,2,1,4,5,5,-1,-1,5,0,5,0,5,0,1,1,197,360,9,0,0,0,1,-1
78,78,0,-1,12,2,1,1,3,4,5,2,5,5,2,1,5,-1,-1,-1,-1,5,0,5,0,5,0,1,1,197,80,10,0,0,0,1,-1
79,79,0,-1,13,2,1,1,3,4,5,2,5,5,2,1,5,5,-1,-1,-1,6,0,6,0,6,0,1,1,197,240,18,0,0,0,1,-1
80,80,0,-1,14,2,1,1,3,4,5,2,5,5,2,2,1,4,5,-1,-1,8,0,8,0,8,0,1,1,197,360,9,0,0,0,1,-1
81,81,0,-1,14,2,1,1,3,4,5,2,5,5,2,5,1,4,5,-1,-1,5,0,5,0,5,0,1,1,197,40,1,0,0,0,1,-1
82,82,0,-1,13,2,1,1,3,4,5,2,5,5,5,1,4,5,-1,-1,-1,7,0,7,0,7,0,1,1,197,104,9,0,0,0,1,-1
83,83,0,-1,14,2,1,1,3,4,5,2,5,5,5,2,1,4,5,-1,-1,10,0,10,0,10,0,1,1,197,312,9,0,0,0,1,-1
84,84,5,-1,14,2,1,1,4,3,1,2,5,1,2,5,1,4,5,-1,-1,1,1,0,0,1,0,1,1,193,16,1,0,0,0,0,0
85,85,6,-1,11,2,1,1,4,3,1,2,5,1,4,5,-1,-1,-1,-1,-1,1,1,0,0,1,0,1,1,193,16,2,0,0,0,0,0
86,86,0,-1,15,2,1,1,4,3,1,2,5,1,4,5,2,1,4,5,-1,2,1,1,0,2,0,1,1,193,48,3,0,0,0,1,1
87,87,0,-1,13,2,1,1,4,3,1,2,5,4,1,1,4,5,-1,-1,-1,3,2,1,0,3,0,1,1,193,72,3,0,0,0,1,1
88,88,0,-1,14,2,1,1,4,3,1,2,5,4,1,2,1,4,5,-1,-1,4,2,2,0,4,0,1,1,193,48,2,0,0,0,1,1
89,89,0,-1,15,2,1,1,4,3,1,2,5,4,1,5,2,1,4,5,-1,4,2,2,0,4,0,1,1,193,48,2,0,0,0,1,1
90,90,0,-1,15,2,1,1,4,3,1,2,5,4,4,5,2,1,4,5,-1,4,2,2,0,4,0,1,1,193,288,3,0,0,0,1,1
91,91,0,-1,15,2,1,1,4,5,2,1,2,5,5,2,1,3,4,5,-1,3,0,3,0,3,0,1,1,183,248,6,0,0,0,1,-1
92,92,0,-1,14,2,1,1,4,5,2,1,2,5,5,2,1,4,3,-1,-1,3,0,3,0,3,0,1,1,183,248,18,0,0,0,1,-1
93,93,0,-1,14,2,1,1,4,5,2,2,5,5,2,1,3,4,5,-1,-1,4,0,4,0,4,0,1,1,183,600,6,0,0,0,1,-1
94,94,0,-1,13,2,1,1,4,5,2,2,5,5,2,1,4,3,-1,-1,-1,4,0,4,0,4,0,1,1,183,600,18,0,0,0,1,-1
95,95,0,-1,13,2,1,1,4,5,2,5,5,2,1,3,4,5,-1,-1,-1,3,0,3,0,3,0,1,1,183,120,6,0,0,0,1,-1
96,96,0,-1,12,2,1,1,4,5,2,5,5,2,1,4,3,-1,-1,-1,-1,3,0,3,0,3,0,1,1,183,120,18,0,0,0,1,-1
97,97,0,-1,13,2,1,3,4,1,1,2,5,4,1,1,4,5,-1,-1,-1,3,2,1,0,3,0,1,1,193,72,3,0,0,0,1,1
98,98,0,-1,14,2,1,3,4,1,1,2,5,4,1,2,1,4,5,-1,-1,4,2,2,0,4,0,1,1,193,48,2,0,0,0,1,1
99,99,0,-1,15,2,1,3,4,1,1,2,5,4,1,5,2,1,4,5,-1,4,2,2,0,4,0,1,1,193,48,2,0,0,0,1,1
100,100,0,-1,15,2,1,3,4,1,1,2,5,4,4,5,2,1,4,5,-1,3,2,1,0,3,0,1,1,193,288,3,0,0,0,1,1
101,101,0,-1,13,2,1,3,4,1,1,4,4,5,2,1,4,5,-1,-1,-1,1,0,1,0,1,0,1,1,187,108,3,0,0,0,1,1
102,102,0,-1,12,2,1,3,4,1,1,4,5,2,1,4,5,-1,-1,-1,-1,4,1,3,0,4,0,1,1,187,36,3,0,0,0,1,1
103,103,0,-1,13,2,1,3,4,1,1,4,5,2,2,1,4,5,-1,-1,-1,3,1,2,0,3,0,1,1,187,108,9,0,0,0,1,1
104,104,0,-1,14,2,1,3,4,1,1,4,5,2,5,2,1,4,5,-1,-1,3,1,2,0,3,0,1,1,187,36,3,0,0,0,1,1
105,105,0,-1,15,2,1,3,4,1,1,4,5,2,5,5,2,1,4,5,-1,2,1,1,0,2,0,1,1,187,180,9,0,0,0,1,1
106,106,0,0,14,2,1,3,4,1,2,5,1,1,5,2,1,4,5,-1,-1,6,6,0,6,0,1,1,0,171,48,2,0,0,0,1,1
107,107,0,0,15,2,1,3,4,1,2,5,1,1,5,5,2,1,4,5,-1,4,4,0,4,0,1,1,0,171,168,7,0,0,0,1,1
108,108,0,0,13,2,1,3,4,1,2,5,1,2,5,1,4,5,-1,-1,-1,7,6,1,6,1,1,1,0,127,8,1,0,0,0,1,1
109,109,0,0,14,2,1,3,4,1,2,5,1,2,5,2,1,4,5,-1,-1,8,8,0,8,0,1,1,0,169,24,3,0,0,0,1,1
110,110,0,0,16,2,1,3,4,1,2,5,1,2,5,2,5,2,1,4,5,1,1,0,1,0,1,1,0,169,24,3,0,0,0,1,1
111,111,0,0,15,2,1,3,4,1,2,5,1,2,5,5,2,1,4,5,-1,12,12,0,12,0,1,1,0,169,120,9,0,0,0,1,1
112,112,0,0,16,2,1,3,4,1,2,5,1,2,5,5,2,1,4,5,2,1,1,0,1,0,1,1,0,169,240,6,0,0,0,1,1
113,113,0,0,16,2,1,3,4,1,2,5,1,2,5,5,2,5,1,4,5,1,1,0,1,0,1,1,0,169,40,1,0,0,0,1,1
114,114,0,0,10,2,1,3,4,1,2,5,1,4,5,-1,-1,-1,-1,-1,-1,3,2,1,2,1,1,1,0,127,8,2,0,0,0,1,1
115,115,0,0,14,2,1,3,4,1,2,5,1,4,5,2,1,4,5,-1,-1,6,5,1,5,1,1,1,0,127,24,3,0,0,0,1,1
116,116,0,0,15,2,1,3,4,1,2,5,1,4,5,5,2,1,4,5,-1,3,3,0,3,0,1,1,0,213,48,6,0,0,0,1,1
117,117,0,0,11,2,1,3,4,1,2,5,2,1,4,5,-1,-1,-1,-1,-1,5,5,0,5,0,1,1,0,169,16,3,0,0,0,1,1
118,118,0,0,12,2,1,3,4,1,2,5,2,1,4,5,2,-1,-1,-1,-1,3,3,0,3,0,1,1,0,169,32,6,0,0,0,1,1
119,119,0,0,14,2,1,3,4,1,2,5,2,1,5,2,1,4,5,-1,-1,6,6,0,6,0,1,1,0,169,24,2,0,0,0,1,1
120,120,0,0,13,2,1,3,4,1,2,5,2,2,5,1,4,5,-1,-1,-1,7,7,0,7,0,1,1,0,169,28,3,0,0,0,1,1
121,121,0,0,14,2,1,3,4,1,2,5,2,2,5,2,1,4,5,-1,-1,9,8,1,8,1,1,1,0,169,92,3,0,0,0,1,1
122,122,0,0,15,2,1,3,4,1,2,5,2,2,5,5,2,1,4,5,-1,5,5,0,5,0,1,1,0,169,448,9,0,0,0,1,1
123,123,0,0,12,2,1,3,4,1,2,5,2,5,1,4,5,-1,-1,-1,-1,7,6,1,6,1,1,1,0,169,8,1,0,0,0,1,1
124,124,0,0,13,2,1,3,4,1,2,5,2,5,2,1,4,5,-1,-1,-1,11,10,1,10,1,1,1,0,169,16,3,0,0,0,1,1
125,125,0,0,14,2,1,3,4,1,2,5,2,5,2,1,4,5,2,-1,-1,3,3,0,3,0,1,1,0,169,32,6,0,0,0,1,1
126,126,0,0,14,2,1,3,4,1,2,5,2,5,2,5,1,4,5,-1,-1,4,4,0,4,0,1,1,0,169,8,1,0,0,0,1,1
127,127,0,0,14,2,1,3,4,1,2,5,2,5,5,2,1,4,5,-1,-1,7,7,0,7,0,1,1,0,169,92,9,0,0,0,1,1
128,128,0,0,12,2,1,3,4,1,2,5,4,1,1,4,5,-1,-1,-1,-1,3,2,1,2,1,1,1,0,127,36,3,0,0,0,1,1
129,129,0,0,13,2,1,3,4,1,2,5,4,1,2,1,4,5,-1,-1,-1,4,3,1,3,1,1,1,0,127,24,2,0,0,0,1,1
130,130,0,0,16,2,1,3,4,1,2,5,4,1,2,5,5,2,1,4,5,2,2,0,2,0,1,1,0,127,276,9,0,0,0,1,1
131,131,0,0,14,2,1,3,4,1,2,5,4,1,5,2,1,4,5,-1,-1,6,5,1,5,1,1,1,0,127,24,2,0,0,0,1,1
132,132,0,0,14,2,1,3,4,1,2,5,4,4,5,2,1,4,5,-1,-1,4,3,1,3,1,1,1,0,127,144,3,0,0,0,1,1
133,133,0,0,14,2,1,3,4,1,2,5,5,1,2,5,1,4,5,-1,-1,4,4,0,4,0,1,1,0,171,28,1,0,0,0,1,1
134,134,0,0,16,2,1,3,4,1,2,5,5,1,2,5,5,2,1,4,5,3,3,0,3,0,1,1,0,213,420,9,0,0,0,1,1
135,135,0,0,12,2,1,3,4,1,2,5,5,2,1,4,5,-1,-1,-1,-1,5,5,0,5,0,1,1,0,169,92,9,0,0,0,1,1
136,136,0,0,13,2,1,3,4,1,2,5,5,2,1,4,5,2,-1,-1,-1,7,7,0,7,0,1,1,0,169,184,6,0,0,0,1,1
137,137,0,0,14,2,1,3,4,1,2,5,5,2,1,4,5,2,2,-1,-1,3,3,0,3,0,1,1,0,169,552,12,0,0,0,1,1
138,138,0,0,14,2,1,3,4,1,2,5,5,2,1,4,5,2,5,-1,-1,3,3,0,3,0,1,1,0,169,184,4,0,0,0,1,1
139,139,0,0,14,2,1,3,4,1,2,5,5,2,2,5,1,4,5,-1,-1,4,4,0,4,0,1,1,0,169,152,3,0,0,0,1,1
140,140,0,0,13,2,1,3,4,1,2,5,5,2,5,1,4,5,-1,-1,-1,12,11,1,11,1,1,1,0,169,28,1,0,0,0,1,1
141,141,0,0,14,2,1,3,4,1,2,5,5,2,5,1,4,5,2,-1,-1,3,3,0,3,0,1,1,0,169,56,2,0,0,0,1,1
142,142,0,0,14,2,1,3,4,1,2,5,5,2,5,2,1,4,5,-1,-1,7,6,1,6,1,1,1,0,169,92,3,0,0,0,1,1
143,143,0,0,13,2,1,3,4,1,2,5,5,2,5,4,1,5,-1,-1,-1,1,1,0,1,0,1,1,0,169,60,2,0,0,0,1,1
144,144,11,6,12,2,1,3,4,1,2,5,5,2,5,4,3,-1,-1,-1,-1,0,0,0,0,0,1,1,0,169,180,18,0,0,0,0,0
145,145,0,0,13,2,1,3,4,1,2,5,5,2,5,4,4,5,-1,-1,-1,2,2,0,2,0,1,1,0,169,240,8,0,0,0,1,1
146,146,0,0,15,2,1,3,4,1,2,5,5,2,5,5,2,1,4,5,-1,6,6,0,6,0,1,1,0,169,448,9,0,0,0,1,1
147,147,12,-1,12,2,1,3,4,1,5,2,5,5,1,4,5,-1,-1,-1,-1,0,0,0,0,0,0,1,1,187,12,3,0,0,0,0,0
148,148,13,-1,14,2,1,3,4,1,5,4,4,5,5,2,1,4,5,-1,-1,0,0,0,0,0,0,1,1,213,96,6,0,0,0,0,0
149,149,0,-1,14,2,1,3,4,1,5,5,2,2,5,2,1,4,5,-1,-1,3,1,2,0,3,0,1,1,187,152,3,0,0,0,1,1
150,150,0,-1,12,2,1,3,4,1,5,5,2,5,1,4,5,-1,-1,-1,-1,3,2,1,0,3,0,1,1,187,12,1,0,0,0,1,1
151,151,0,-1,13,2,1,3,4,1,5,5,2,5,2,1,4,5,-1,-1,-1,4,2,2,0,4,0,1,1,187,28,3,0,0,0,1,1
152,152,0,-1,15,2,1,3,4,1,5,5,2,5,2,5,2,1,4,5,-1,1,0,1,0,1,0,1,1,187,28,3,0,0,0,1,1
153,153,14,-1,15,2,1,3,4,1,5,5,2,5,5,2,5,1,4,5,-1,0,0,0,0,0,0,1,1,187,48,1,0,0,0,0,0
154,154,0,0,12,2,1,3,4,5,1,1,5,2,1,4,5,-1,-1,-1,-1,6,5,1,5,1,1,1,0,197,24,2,0,0,0,1,1
155,155,0,0,13,2,1,3,4,5,1,1,5,2,1,4,5,2,-1,-1,-1,5,5,0,5,0,1,1,0,197,48,4,0,0,0,1,1
156,156,0,0,15,2,1,3,4,5,1,1,5,2,1,5,2,1,4,5,-1,3,3,0,3,0,1,1,0,197,24,2,0,0,0,1,1
157,157,0,0,15,2,1,3,4,5,1,1,5,4,1,5,2,1,4,5,-1,2,2,0,2,0,1,1,0,213,24,2,0,0,0,1,1
158,158,0,0,15,2,1,3,4,5,1,1,5,5,1,2,5,1,4,5,-1,4,4,0,4,0,1,1,0,197,36,1,0,0,0,1,1
159,159,0,0,12,2,1,3,4,5,1,1,5,5,1,4,5,-1,-1,-1,-1,5,5,0,5,0,1,1,0,197,36,3,0,0,0,1,1
160,160,0,0,13,2,1,3,4,5,1,1,5,5,1,4,5,2,-1,-1,-1,5,5,0,5,0,1,1,0,197,72,6,0,0,0,1,1
161,161,0,0,13,2,1,3,4,5,1,1,5,5,2,1,4,5,-1,-1,-1,7,6,1,6,1,1,1,0,197,84,7,0,0,0,1,1
162,162,0,0,14,2,1,3,4,5,1,1,5,5,2,1,4,5,2,-1,-1,9,8,1,8,1,1,1,0,197,168,6,0,0,0,1,1
163,163,0,0,15,2,1,3,4,5,1,1,5,5,2,1,4,5,2,2,-1,4,4,0,4,0,1,1,0,197,504,12,0,0,0,1,1
164,164,0,0,15,2,1,3,4,5,1,1,5,5,2,1,4,5,2,5,-1,4,4,0,4,0,1,1,0,197,168,4,0,0,0,1,1
165,165,0,0,15,2,1,3,4,5,1,1,5,5,2,2,5,1,4,5,-1,5,5,0,5,0,1,1,0,197,144,3,0,0,0,1,1
166,166,0,0,14,2,1,3,4,5,1,1,5,5,2,5,1,4,5,-1,-1,8,8,0,8,0,1,1,0,197,36,1,0,0,0,1,1
167,167,0,0,15,2,1,3,4,5,1,1,5,5,2,5,1,4,5,2,-1,4,4,0,4,0,1,1,0,197,72,2,0,0,0,1,1
168,168,0,0,15,2,1,3,4,5,1,1,5,5,2,5,2,1,4,5,-1,5,5,0,5,0,1,1,0,197,84,3,0,0,0,1,1
169,169,0,0,15,2,1,3,4,5,1,1,5,5,2,5,5,1,4,5,-1,5,5,0,5,0,1,1,0,199,144,5,0,0,0,1,1
170,170,0,0,16,2,1,3,4,5,1,1,5,5,2,5,5,2,1,4,5,4,4,0,4,0,1,1,0,197,456,9,0,0,0,1,1
171,171,0,0,15,2,1,3,4,5,1,2,5,1,1,5,2,1,4,5,-1,12,11,1,11,1,1,1,0,197,24,2,0,0,0,1,1
