aext_row_id,face_id,vertex_id,face_type_code,face_size,slack_x1e12,test_h_x1e12,test_value_x1e12,positive_flag
102,1,52,0,5,1835175893962,1000000000000,1835175893962,1
103,1,53,0,5,2752763840942,1000000000000,2752763840942,1
104,1,54,0,5,2402276432863,1000000000000,2402276432863,1
105,1,55,0,5,1835175893962,1000000000000,1835175893962,1
106,1,56,0,5,1835175893962,1000000000000,1835175893962,1
107,1,57,0,5,2752763840942,1000000000000,2752763840942,1
108,1,58,0,5,2402276432863,1000000000000,2402276432863,1
109,1,59,0,5,2402276432863,1000000000000,2402276432863,1
110,2,0,0,5,700974816159,1000000000000,700974816159,1
111,2,1,0,5,350487408079,1000000000000,350487408079,1
112,2,2,0,5,1268075355060,1000000000000,1268075355060,1
113,2,3,0,5,1268075355060,1000000000000,1268075355060,1
114,2,4,0,5,700974816159,1000000000000,700974816159,1
115,2,5,0,5,700974816159,1000000000000,700974816159,1
116,2,6,0,5,350487408079,1000000000000,350487408079,1
117,2,7,0,5,1268075355060,1000000000000,1268075355060,1
118,2,8,0,5,1268075355060,1000000000000,1268075355060,1
119,2,9,0,5,700974816159,1000000000000,700974816159,1
120,2,15,0,5,1835175893962,1000000000000,1835175893962,1
121,2,16,0,5,1835175893962,1000000000000,1835175893962,1
122,2,17,0,5,2402276432863,1000000000000,2402276432863,1
123,2,18,0,5,2752763840942,1000000000000,2752763840942,1
124,2,19,0,5,2402276432863,1000000000000,2402276432863,1
125,2,20,0,5,1835175893962,1000000000000,1835175893962,1
126,2,21,0,5,2402276432863,1000000000000,2402276432863,1
127,2,22,0,5,2402276432863,1000000000000,2402276432863,1
128,2,23,0,5,2752763840942,1000000000000,2752763840942,1
129,2,24,0,5,1835175893962,1000000000000,1835175893962,1
130,2,25,0,5,2402276432863,1000000000000,2402276432863,1
131,2,26,0,5,2752763840942,1000000000000,2752763840942,1
132,2,27,0,5,1835175893962,1000000000000,1835175893962,1
133,2,28,0,5,2402276432863,1000000000000,2402276432863,1
134,2,29,0,5,1835175893962,1000000000000,1835175893962,1
135,2,30,0,5,3103251249022,1000000000000,3103251249022,1
136,2,31,0,5,3103251249022,1000000000000,3103251249022,1
137,2,32,0,5,3103251249022,1000000000000,3103251249022,1
138,2,33,0,5,3103251249022,1000000000000,3103251249022,1
139,2,34,0,5,3103251249022,1000000000000,3103251249022,1
140,2,35,0,5,700974816159,1000000000000,700974816159,1
141,2,36,0,5,350487408079,1000000000000,350487408079,1
142,2,37,0,5,1268075355060,1000000000000,1268075355060,1
143,2,38,0,5,1268075355060,1000000000000,1268075355060,1
144,2,39,0,5,700974816159,1000000000000,700974816159,1
145,2,40,0,5,2402276432863,1000000000000,2402276432863,1
146,2,41,0,5,2752763840942,1000000000000,2752763840942,1
147,2,42,0,5,2402276432863,1000000000000,2402276432863,1
148,2,43,0,5,1835175893962,1000000000000,1835175893962,1
149,2,44,0,5,1835175893962,1000000000000,1835175893962,1
150,2,45,0,5,1835175893962,1000000000000,1835175893962,1
151,2,46,0,5,2402276432863,1000000000000,2402276432863,1
152,2,47,0,5,2752763840942,1000000000000,2752763840942,1
153,2,48,0,5,2402276432863,1000000000000,2402276432863,1
154,2,49,0,5,1835175893962,1000000000000,1835175893962,1
155,2,50,0,5,350487408079,1000000000000,350487408079,1
156,2,51,0,5,1268075355060,1000000000000,1268075355060,1
157,2,52,0,5,700974816159,1000000000000,700974816159,1
158,2,53,0,5,1268075355060,1000000000000,1268075355060,1
159,2,54,0,5,700974816159,1000000000000,700974816159,1
160,2,55,0,5,700974816159,1000000000000,700974816159,1
161,2,56,0,5,350487408079,1000000000000,350487408079,1
162,2,57,0,5,1268075355060,1000000000000,1268075355060,1
163,2,58,0,5,1268075355060,1000000000000,1268075355060,1
164,2,59,0,5,700974816159,1000000000000,700974816159,1
165,3,0,0,5,700974816159,1000000000000,700974816159,1
166,3,1,0,5,1268075355060,1000000000000,1268075355060,1
167,3,2,0,5,350487408079,1000000000000,350487408079,1
168,3,3,0,5,700974816159,1000000000000,700974816159,1
169,3,4,0,5,1268075355060,1000000000000,1268075355060,1
170,3,5,0,5,700974816159,1000000000000,700974816159,1
171,3,6,0,5,1268075355060,1000000000000,1268075355060,1
172,3,7,0,5,350487408079,1000000000000,350487408079,1
173,3,8,0,5,700974816159,1000000000000,700974816159,1
174,3,9,0,5,1268075355060,1000000000000,1268075355060,1
175,3,10,0,5,1835175893962,1000000000000,1835175893962,1
176,3,11,0,5,1835175893962,1000000000000,1835175893962,1
177,3,12,0,5,2402276432863,1000000000000,2402276432863,1
178,3,13,0,5,2752763840942,1000000000000,2752763840942,1
179,3,14,0,5,2402276432863,1000000000000,2402276432863,1
180,3,20,0,5,700974816159,1000000000000,700974816159,1
181,3,21,0,5,350487408079,1000000000000,350487408079,1
182,3,22,0,5,1268075355060,1000000000000,1268075355060,1
183,3,23,0,5,700974816159,1000000000000,700974816159,1
184,3,24,0,5,1268075355060,1000000000000,1268075355060,1
185,3,25,0,5,1835175893962,1000000000000,1835175893962,1
186,3,26,0,5,1835175893962,1000000000000,1835175893962,1
187,3,27,0,5,2402276432863,1000000000000,2402276432863,1
188,3,28,0,5,2402276432863,1000000000000,2402276432863,1
189,3,29,0,5,2752763840942,1000000000000,2752763840942,1
190,3,30,0,5,350487408079,1000000000000,350487408079,1
191,3,31,0,5,700974816159,1000000000000,700974816159,1
192,3,32,0,5,1268075355060,1000000000000,1268075355060,1
193,3,33,0,5,1268075355060,1000000000000,1268075355060,1
194,3,34,0,5,700974816159,1000000000000,700974816159,1
195,3,35,0,5,1835175893962,1000000000000,1835175893962,1
196,3,36,0,5,2402276432863,1000000000000,2402276432863,1
197,3,37,0,5,1835175893962,1000000000000,1835175893962,1
198,3,38,0,5,2402276432863,1000000000000,2402276432863,1
199,3,39,0,5,2752763840942,1000000000000,2752763840942,1
200,3,40,0,5,2402276432863,1000000000000,2402276432863,1
201,3,41,0,5,1835175893962,1000000000000,1835175893962,1
202,3,42,0,5,1835175893962,1000000000000,1835175893962,1
203,3,43,0,5,2752763840942,1000000000000,2752763840942,1
204,3,44,0,5,2402276432863,1000000000000,2402276432863,1
205,3,45,0,5,700974816159,1000000000000,700974816159,1
206,3,46,0,5,350487408079,1000000000000,350487408079,1
207,3,47,0,5,700974816159,1000000000000,700974816159,1
208,3,48,0,5,1268075355060,1000000000000,1268075355060,1
209,3,49,0,5,1268075355060,1000000000000,1268075355060,1
210,3,50,0,5,3103251249022,1000000000000,3103251249022,1
211,3,51,0,5,3103251249022,1000000000000,3103251249022,1
212,3,52,0,5,3103251249022,1000000000000,3103251249022,1
213,3,53,0,5,3103251249022,1000000000000,3103251249022,1
214,3,54,0,5,3103251249022,1000000000000,3103251249022,1
215,3,55,0,5,1835175893962,1000000000000,1835175893962,1
216,3,56,0,5,2402276432863,1000000000000,2402276432863,1
217,3,57,0,5,2402276432863,1000000000000,2402276432863,1
218,3,58,0,5,1835175893962,1000000000000,1835175893962,1
219,3,59,0,5,2752763840942,1000000000000,2752763840942,1
220,4,0,0,5,1835175893962,1000000000000,1835175893962,1
221,4,1,0,5,2402276432863,1000000000000,2402276432863,1
222,4,2,0,5,1835175893962,1000000000000,1835175893962,1
223,4,3,0,5,2402276432863,1000000000000,2402276432863,1
224,4,4,0,5,2752763840942,1000000000000,2752763840942,1
225,4,5,0,5,1268075355060,1000000000000,1268075355060,1
226,4,6,0,5,1268075355060,1000000000000,1268075355060,1
227,4,7,0,5,700974816159,1000000000000,700974816159,1
228,4,8,0,5,350487408079,1000000000000,350487408079,1
229,4,9,0,5,700974816159,1000000000000,700974816159,1
230,4,10,0,5,2402276432863,1000000000000,2402276432863,1
231,4,11,0,5,1835175893962,1000000000000,1835175893962,1
232,4,12,0,5,1835175893962,1000000000000,1835175893962,1
233,4,13,0,5,2402276432863,1000000000000,2402276432863,1
234,4,14,0,5,2752763840942,1000000000000,2752763840942,1
235,4,15,0,5,1268075355060,1000000000000,1268075355060,1
236,4,16,0,5,700974816159,1000000000000,700974816159,1
237,4,17,0,5,350487408079,1000000000000,350487408079,1
238,4,18,0,5,700974816159,1000000000000,700974816159,1
239,4,19,0,5,1268075355060,1000000000000,1268075355060,1
240,4,25,0,5,350487408079,1000000000000,350487408079,1
241,4,26,0,5,700974816159,1000000000000,700974816159,1
242,4,27,0,5,700974816159,1000000000000,700974816159,1
243,4,28,0,5,1268075355060,1000000000000,1268075355060,1
244,4,29,0,5,1268075355060,1000000000000,1268075355060,1
245,4,30,0,5,700974816159,1000000000000,700974816159,1
246,4,31,0,5,350487408079,1000000000000,350487408079,1
247,4,32,0,5,700974816159,1000000000000,700974816159,1
248,4,33,0,5,1268075355060,1000000000000,1268075355060,1
249,4,34,0,5,1268075355060,1000000000000,1268075355060,1
250,4,35,0,5,700974816159,1000000000000,700974816159,1
251,4,36,0,5,1268075355060,1000000000000,1268075355060,1
252,4,37,0,5,350487408079,1000000000000,350487408079,1
253,4,38,0,5,700974816159,1000000000000,700974816159,1
254,4,39,0,5,1268075355060,1000000000000,1268075355060,1
255,4,40,0,5,1835175893962,1000000000000,1835175893962,1
256,4,41,0,5,1835175893962,1000000000000,1835175893962,1
257,4,42,0,5,2402276432863,1000000000000,2402276432863,1
258,4,43,0,5,2402276432863,1000000000000,2402276432863,1
259,4,44,0,5,2752763840942,1000000000000,2752763840942,1
260,4,45,0,5,2402276432863,1000000000000,2402276432863,1
261,4,46,0,5,1835175893962,1000000000000,1835175893962,1
262,4,47,0,5,1835175893962,1000000000000,1835175893962,1
263,4,48,0,5,2402276432863,1000000000000,2402276432863,1
264,4,49,0,5,2752763840942,1000000000000,2752763840942,1
265,4,50,0,5,2402276432863,1000000000000,2402276432863,1
266,4,51,0,5,1835175893962,1000000000000,1835175893962,1
267,4,52,0,5,1835175893962,1000000000000,1835175893962,1
268,4,53,0,5,2402276432863,1000000000000,2402276432863,1
269,4,54,0,5,2752763840942,1000000000000,2752763840942,1
270,4,55,0,5,3103251249022,1000000000000,3103251249022,1
271,4,56,0,5,3103251249022,1000000000000,3103251249022,1
272,4,57,0,5,3103251249022,1000000000000,3103251249022,1
273,4,58,0,5,3103251249022,1000000000000,3103251249022,1
274,4,59,0,5,3103251249022,1000000000000,3103251249022,1
275,5,0,0,5,3103251249022,1000000000000,3103251249022,1
276,5,1,0,5,3103251249022,1000000000000,3103251249022,1
277,5,2,0,5,3103251249022,1000000000000,3103251249022,1
278,5,3,0,5,3103251249022,1000000000000,3103251249022,1
279,5,4,0,5,3103251249022,1000000000000,3103251249022,1
280,5,5,0,5,2752763840942,1000000000000,2752763840942,1
281,5,6,0,5,2402276432863,1000000000000,2402276432863,1
282,5,7,0,5,2402276432863,1000000000000,2402276432863,1
283,5,8,0,5,1835175893962,1000000000000,1835175893962,1
284,5,9,0,5,1835175893962,1000000000000,1835175893962,1
285,5,10,0,5,2752763840942,1000000000000,2752763840942,1
286,5,11,0,5,2402276432863,1000000000000,2402276432863,1
287,5,12,0,5,1835175893962,1000000000000,1835175893962,1
288,5,13,0,5,1835175893962,1000000000000,1835175893962,1
289,5,14,0,5,2402276432863,1000000000000,2402276432863,1
290,5,15,0,5,2752763840942,1000000000000,2752763840942,1
291,5,16,0,5,2402276432863,1000000000000,2402276432863,1
292,5,17,0,5,1835175893962,1000000000000,1835175893962,1
293,5,18,0,5,1835175893962,1000000000000,1835175893962,1
294,5,19,0,5,2402276432863,1000000000000,2402276432863,1
295,5,20,0,5,1268075355060,1000000000000,1268075355060,1
296,5,21,0,5,1268075355060,1000000000000,1268075355060,1
297,5,22,0,5,350487408079,1000000000000,350487408079,1
298,5,23,0,5,700974816159,1000000000000,700974816159,1
299,5,24,0,5,700974816159,1000000000000,700974816159,1
300,5,30,0,5,1268075355060,1000000000000,1268075355060,1
301,5,31,0,5,700974816159,1000000000000,700974816159,1
302,5,32,0,5,350487408079,1000000000000,350487408079,1
303,5,33,0,5,700974816159,1000000000000,700974816159,1
304,5,34,0,5,1268075355060,1000000000000,1268075355060,1
305,5,35,0,5,1268075355060,1000000000000,1268075355060,1
306,5,36,0,5,1268075355060,1000000000000,1268075355060,1
307,5,37,0,5,700974816159,1000000000000,700974816159,1
308,5,38,0,5,350487408079,1000000000000,350487408079,1
309,5,39,0,5,700974816159,1000000000000,700974816159,1
310,5,40,0,5,350487408079,1000000000000,350487408079,1
311,5,41,0,5,700974816159,1000000000000,700974816159,1
312,5,42,0,5,1268075355060,1000000000000,1268075355060,1
313,5,43,0,5,700974816159,1000000000000,700974816159,1
314,5,44,0,5,1268075355060,1000000000000,1268075355060,1
315,5,45,0,5,2752763840942,1000000000000,2752763840942,1
316,5,46,0,5,2402276432863,1000000000000,2402276432863,1
317,5,47,0,5,1835175893962,1000000000000,1835175893962,1
318,5,48,0,5,1835175893962,1000000000000,1835175893962,1
319,5,49,0,5,2402276432863,1000000000000,2402276432863,1
320,5,50,0,5,1268075355060,1000000000000,1268075355060,1
321,5,51,0,5,350487408079,1000000000000,350487408079,1
322,5,52,0,5,700974816159,1000000000000,700974816159,1
323,5,53,0,5,700974816159,1000000000000,700974816159,1
324,5,54,0,5,1268075355060,1000000000000,1268075355060,1
325,5,55,0,5,2752763840942,1000000000000,2752763840942,1
326,5,56,0,5,2402276432863,1000000000000,2402276432863,1
327,5,57,0,5,1835175893962,1000000000000,1835175893962,1
328,5,58,0,5,2402276432863,1000000000000,2402276432863,1
329,5,59,0,5,1835175893962,1000000000000,1835175893962,1
330,6,0,0,5,2402276432863,1000000000000,2402276432863,1
331,6,1,0,5,2752763840942,1000000000000,2752763840942,1
332,6,2,0,5,1835175893962,1000000000000,1835175893962,1
333,6,3,0,5,1835175893962,1000000000000,1835175893962,1
334,6,4,0,5,2402276432863,1000000000000,2402276432863,1
335,6,5,0,5,2402276432863,1000000000000,2402276432863,1
336,6,6,0,5,2752763840942,1000000000000,2752763840942,1
337,6,7,0,5,1835175893962,1000000000000,1835175893962,1
338,6,8,0,5,1835175893962,1000000000000,1835175893962,1
339,6,9,0,5,2402276432863,1000000000000,2402276432863,1
340,6,10,0,5,3103251249022,1000000000000,3103251249022,1
341,6,11,0,5,3103251249022,1000000000000,3103251249022,1
342,6,12,0,5,3103251249022,1000000000000,3103251249022,1
343,6,13,0,5,3103251249022,1000000000000,3103251249022,1
344,6,14,0,5,3103251249022,1000000000000,3103251249022,1
345,6,15,0,5,1268075355060,1000000000000,1268075355060,1
346,6,16,0,5,1268075355060,1000000000000,1268075355060,1
347,6,17,0,5,700974816159,1000000000000,700974816159,1
348,6,18,0,5,350487408079,1000000000000,350487408079,1
349,6,19,0,5,700974816159,1000000000000,700974816159,1
350,6,20,0,5,1268075355060,1000000000000,1268075355060,1
351,6,21,0,5,700974816159,1000000000000,700974816159,1
352,6,22,0,5,700974816159,1000000000000,700974816159,1
353,6,23,0,5,350487408079,1000000000000,350487408079,1
354,6,24,0,5,1268075355060,1000000000000,1268075355060,1
355,6,25,0,5,700974816159,1000000000000,700974816159,1
356,6,26,0,5,350487408079,1000000000000,350487408079,1
357,6,27,0,5,1268075355060,1000000000000,1268075355060,1
358,6,28,0,5,700974816159,1000000000000,700974816159,1
359,6,29,0,5,1268075355060,1000000000000,1268075355060,1
360,6,35,0,5,2402276432863,1000000000000,2402276432863,1
361,6,36,0,5,2752763840942,1000000000000,2752763840942,1
362,6,37,0,5,1835175893962,1000000000000,1835175893962,1
363,6,38,0,5,1835175893962,1000000000000,1835175893962,1
364,6,39,0,5,2402276432863,1000000000000,2402276432863,1
365,6,40,0,5,700974816159,1000000000000,700974816159,1
366,6,41,0,5,350487408079,1000000000000,350487408079,1
367,6,42,0,5,700974816159,1000000000000,700974816159,1
368,6,43,0,5,1268075355060,1000000000000,1268075355060,1
369,6,44,0,5,1268075355060,1000000000000,1268075355060,1
370,6,45,0,5,1268075355060,1000000000000,1268075355060,1
371,6,46,0,5,700974816159,1000000000000,700974816159,1
372,6,47,0,5,350487408079,1000000000000,350487408079,1
373,6,48,0,5,700974816159,1000000000000,700974816159,1
374,6,49,0,5,1268075355060,1000000000000,1268075355060,1
375,6,50,0,5,2752763840942,1000000000000,2752763840942,1
376,6,51,0,5,1835175893962,1000000000000,1835175893962,1
377,6,52,0,5,2402276432863,1000000000000,2402276432863,1
378,6,53,0,5,1835175893962,1000000000000,1835175893962,1
379,6,54,0,5,2402276432863,1000000000000,2402276432863,1
380,6,55,0,5,2402276432863,1000000000000,2402276432863,1
381,6,56,0,5,2752763840942,1000000000000,2752763840942,1
382,6,57,0,5,1835175893962,1000000000000,1835175893962,1
383,6,58,0,5,1835175893962,1000000000000,1835175893962,1
384,6,59,0,5,2402276432863,1000000000000,2402276432863,1
385,7,0,0,5,1835175893962,1000000000000,1835175893962,1
386,7,1,0,5,1835175893962,1000000000000,1835175893962,1
387,7,2,0,5,2402276432863,1000000000000,2402276432863,1
388,7,3,0,5,2752763840942,1000000000000,2752763840942,1
389,7,4,0,5,2402276432863,1000000000000,2402276432863,1
390,7,5,0,5,1268075355060,1000000000000,1268075355060,1
391,7,6,0,5,700974816159,1000000000000,700974816159,1
392,7,7,0,5,1268075355060,1000000000000,1268075355060,1
393,7,8,0,5,700974816159,1000000000000,700974816159,1
394,7,9,0,5,350487408079,1000000000000,350487408079,1
395,7,10,0,5,1268075355060,1000000000000,1268075355060,1
396,7,11,0,5,700974816159,1000000000000,700974816159,1
397,7,12,0,5,350487408079,1000000000000,350487408079,1
398,7,13,0,5,700974816159,1000000000000,700974816159,1
399,7,14,0,5,1268075355060,1000000000000,1268075355060,1
400,7,15,0,5,2402276432863,1000000000000,2402276432863,1
401,7,16,0,5,1835175893962,1000000000000,1835175893962,1
402,7,17,0,5,1835175893962,1000000000000,1835175893962,1
403,7,18,0,5,2402276432863,1000000000000,2402276432863,1
404,7,19,0,5,2752763840942,1000000000000,2752763840942,1
405,7,20,0,5,700974816159,1000000000000,700974816159,1
406,7,21,0,5,1268075355060,1000000000000,1268075355060,1
407,7,22,0,5,700974816159,1000000000000,700974816159,1
408,7,23,0,5,1268075355060,1000000000000,1268075355060,1
409,7,24,0,5,350487408079,1000000000000,350487408079,1
410,7,25,0,5,700974816159,1000000000000,700974816159,1
411,7,26,0,5,1268075355060,1000000000000,1268075355060,1
412,7,27,0,5,350487408079,1000000000000,350487408079,1
413,7,28,0,5,1268075355060,1000000000000,1268075355060,1
414,7,29,0,5,700974816159,1000000000000,700974816159,1
415,7,30,0,5,2402276432863,1000000000000,2402276432863,1
416,7,31,0,5,1835175893962,1000000000000,1835175893962,1
417,7,32,0,5,1835175893962,1000000000000,1835175893962,1
418,7,33,0,5,2402276432863,1000000000000,2402276432863,1
419,7,34,0,5,2752763840942,1000000000000,2752763840942,1
420,7,40,0,5,1835175893962,1000000000000,1835175893962,1
421,7,41,0,5,2402276432863,1000000000000,2402276432863,1
422,7,42,0,5,2752763840942,1000000000000,2752763840942,1
423,7,43,0,5,1835175893962,1000000000000,1835175893962,1
424,7,44,0,5,2402276432863,1000000000000,2402276432863,1
425,7,45,0,5,3103251249022,1000000000000,3103251249022,1
426,7,46,0,5,3103251249022,1000000000000,3103251249022,1
427,7,47,0,5,3103251249022,1000000000000,3103251249022,1
428,7,48,0,5,3103251249022,1000000000000,3103251249022,1
429,7,49,0,5,3103251249022,1000000000000,3103251249022,1
430,7,50,0,5,700974816159,1000000000000,700974816159,1
431,7,51,0,5,700974816159,1000000000000,700974816159,1
432,7,52,0,5,350487408079,1000000000000,350487408079,1
433,7,53,0,5,1268075355060,1000000000000,1268075355060,1
434,7,54,0,5,1268075355060,1000000000000,1268075355060,1
435,7,55,0,5,2402276432863,1000000000000,2402276432863,1
436,7,56,0,5,1835175893962,1000000000000,1835175893962,1
437,7,57,0,5,2402276432863,1000000000000,2402276432863,1
438,7,58,0,5,2752763840942,1000000000000,2752763840942,1
439,7,59,0,5,1835175893962,1000000000000,1835175893962,1
440,8,0,0,5,2752763840942,1000000000000,2752763840942,1
441,8,1,0,5,2402276432863,1000000000000,2402276432863,1
442,8,2,0,5,2402276432863,1000000000000,2402276432863,1
443,8,3,0,5,1835175893962,1000000000000,1835175893962,1
444,8,4,0,5,1835175893962,1000000000000,1835175893962,1
445,8,5,0,5,3103251249022,1000000000000,3103251249022,1
446,8,6,0,5,3103251249022,1000000000000,3103251249022,1
447,8,7,0,5,3103251249022,1000000000000,3103251249022,1
448,8,8,0,5,3103251249022,1000000000000,3103251249022,1
449,8,9,0,5,3103251249022,1000000000000,3103251249022,1
450,8,10,0,5,2402276432863,1000000000000,2402276432863,1
451,8,11,0,5,2752763840942,1000000000000,2752763840942,1
452,8,12,0,5,2402276432863,1000000000000,2402276432863,1
453,8,13,0,5,1835175893962,1000000000000,1835175893962,1
454,8,14,0,5,1835175893962,1000000000000,1835175893962,1
455,8,15,0,5,2402276432863,1000000000000,2402276432863,1
456,8,16,0,5,2752763840942,1000000000000,2752763840942,1
457,8,17,0,5,2402276432863,1000000000000,2402276432863,1
458,8,18,0,5,1835175893962,1000000000000,1835175893962,1
459,8,19,0,5,1835175893962,1000000000000,1835175893962,1
460,8,20,0,5,2752763840942,1000000000000,2752763840942,1
461,8,21,0,5,2402276432863,1000000000000,2402276432863,1
462,8,22,0,5,1835175893962,1000000000000,1835175893962,1
463,8,23,0,5,1835175893962,1000000000000,1835175893962,1
464,8,24,0,5,2402276432863,1000000000000,2402276432863,1
465,8,25,0,5,1268075355060,1000000000000,1268075355060,1
466,8,26,0,5,700974816159,1000000000000,700974816159,1
467,8,27,0,5,1268075355060,1000000000000,1268075355060,1
468,8,28,0,5,350487408079,1000000000000,350487408079,1
469,8,29,0,5,700974816159,1000000000000,700974816159,1
