mask,basis_cycle_ids,basis_active_count,lambda_support,lambda_coefficient_sum,lambda_abs_sum,lambda_vector_sha256
524,2 3 9,3,297,449824,449824,cd334e7d8fdde43e3ff64c2b83c190ecfe1c70b72ca2cdcbe3d791ea0d6d516c
525,0 2 3 9,4,297,642560,642560,a06d2dbdb6f617619b4eeb0bfe09295f93158827787e42ee9f0383cbf2e166d7
526,1 2 3 9,4,297,676960,676960,c671e650bf6d046c5625ee14f375a16f0431d142d39d6d5cf5f23c6836b5b057
527,0 1 2 3 9,5,297,869696,869696,7de7047941b5b717311030de07a7270188f377264ed73cf153a3c683de28dfcf
528,4 9,2,297,277280,277280,e398150a2f00ba55a9238b3f557c3965ef8f765dae7f04dce8455126c24e96aa
529,0 4 9,3,297,470016,470016,8e8b3625592623d406f243a317a128dd7cc511f49901342608896247b57342c0
530,1 4 9,3,297,504416,504416,32a82e847e854c91cf889caa43a5ef7833b779724e934fd65216c15cdb33f269
531,0 1 4 9,4,297,697152,697152,3482b06183508c08efa24a8839f160412f5349484939946beb6168c6a0f4a46e
532,2 4 9,3,297,379232,379232,337024528796ee3f70bef8415fd59e390d599fe2013a741b5783cb7e90871041
533,0 2 4 9,4,297,571968,571968,c2b2a108896aaca29175cb03eaf96258a4cd9948bc52bbf69a174374e372a466
534,1 2 4 9,4,297,606368,606368,856fef792f18c40d4c390fae665b981c3eb4aadb26f690c1ac7cee7b2959998e
535,0 1 2 4 9,5,297,799104,799104,5a45005ff4695c085b241d3876e84d2c56c980cf6dd9da7ef8a511af7a22ecd9
536,3 4 9,3,297,528704,528704,8a04a9b73d1545d786718fa3a5d835820b0f48714d92662a7bed409c4e906918
537,0 3 4 9,4,297,721440,721440,7d5e1ef2e3f98f33d003e460ed2401468f21978b5eae4e3938382c130419e928
538,1 3 4 9,4,297,755840,755840,0ee8b75b3b066b1cfaaa1aa40329bff4b8d1c161d853e8713d21d958471db9ef
539,0 1 3 4 9,5,297,948576,948576,31180260190e4594350305be279a1c5c7b21bf31d9dd0bb31e3d41dfd606bd09
540,2 3 4 9,4,297,630656,630656,35877ad74ace625f3ce9c5bcc2d8d88e5df2574dc6446acef95e082b2c972481
541,0 2 3 4 9,5,297,823392,823392,44b027ed3becf5ae3ba5afa46e29c977ea198663b15a8140b96e6c8490d42aa8
542,1 2 3 4 9,5,297,857792,857792,9e05da4e4b4912a28fbfa4e0d881d5707a41899bfcdef42691d697d7ee0e1d55
543,0 1 2 3 4 9,6,297,1050528,1050528,0cc85144db2ddbd74de81474cae87cc981dbe5f3692ccf9c595270f654f4b363
544,5 9,2,297,148768,148768,3a3847f8b4337d55964f87fe1e76e7371925d0da3f67d45464ff0f41543093be
545,0 5 9,3,297,341504,341504,2b5b84e4762cbbfd49f59e01ffb82cd5cc098af9ab646b2cde700f1a5320b5b6
546,1 5 9,3,297,375904,375904,955dc4ac3c2b4105fc0346ba696a2de1a54d77ca54d7aa2ca5cfcad9bfe1205c
547,0 1 5 9,4,297,568640,568640,a4b371dff4a5e4eb4d6df33773ae9284e871ebae6766b538dc14dda541847d65
548,2 5 9,3,297,250720,250720,9c5684d47dc663c4a39faabd811cf53a32a30ccf8e5ec8188ba49eeffb8a82f0
549,0 2 5 9,4,297,443456,443456,fc2353d47558b0e5350c225299f844a802902e20279ee28db6238525d9ff5edf
550,1 2 5 9,4,297,477856,477856,f0f6c05f416e8d07b24d3e37ab4bafd564300335b6a6d73e5125d0d93bf93b06
551,0 1 2 5 9,5,297,670592,670592,06234f3d1e5a492f92f279cc4e4a0387d69299564f510d290c05c74bb3f256ec
552,3 5 9,3,297,400192,400192,d4867da88c17d656c9e82c12f188af8b42f800d3001851aefb7fb1d49fee7849
553,0 3 5 9,4,297,592928,592928,fcc9ccc96cfd2ae26d6612370c5370ae05d2d425c63165c5d20589015c8d0b4e
554,1 3 5 9,4,297,627328,627328,11147e455ed8693a3753e34257ad173ab8b915c86d412304f1e39364c9183902
555,0 1 3 5 9,5,297,820064,820064,7fde513b31f50400b47e3122b5e1a5f346944eca5a09ba4b3e9845df31c7c78d
556,2 3 5 9,4,297,502144,502144,e70159b1c6111255a23bae34ebece438cfad87575d149d5dfca9d6152349d21c
557,0 2 3 5 9,5,297,694880,694880,6c17eea3b54619fa0f9a86af753f02f9c97dcd6975ccee3860a7d32522075d81
558,1 2 3 5 9,5,297,729280,729280,43cf696f48e56916934a7f5e4f8de41ca22cbfe0a2544f8c62fde8487cdbf4a9
559,0 1 2 3 5 9,6,297,922016,922016,03bc346648d2524c193e8165c61dd97782091874b25c200a9961850fecf850c3
560,4 5 9,3,297,329600,329600,c3a483197b47e70603097edef432af24ba33c86c81ba7d77e4ba40f716c4446d
561,0 4 5 9,4,297,522336,522336,b067c3a943bf88ad87070e8eb8482b02bd53ad9201187f6654886651ed67d8e0
562,1 4 5 9,4,297,556736,556736,1f279a5329ecdc046c7f2f2853c74df449f809aed94aa78fdee79160fd8c431d
563,0 1 4 5 9,5,297,749472,749472,f5f4dc8464415baa64a8bab9253c86d7dd5bf5a13f7b1d0314cffebe090916f6
564,2 4 5 9,4,297,431552,431552,d68a40570b10c87aca09d877ec062350d2c7ae0dbc5273d591b0b6193b6dbbd0
565,0 2 4 5 9,5,297,624288,624288,1564e3ca6673383b8cb0eb9749d969cc43444a970c78ee4fe451f894a12a8670
566,1 2 4 5 9,5,297,658688,658688,2cc018a08830407b9c676ced9ddd1cbfbe8d229b64fe6e45e7d6a205711bd294
567,0 1 2 4 5 9,6,297,851424,851424,44f7bff1e97e536d79e23be16fedaabeeace9f83a4c48203fb4e4c39015701d2
568,3 4 5 9,4,297,581024,581024,c645594136c7f3b53d7d15f2fbc505ca6f1726b8760418a40080502c951d746b
569,0 3 4 5 9,5,297,773760,773760,da6850f54cee966510f2744707e758c04f4af9500329ff695924a755207867e2
570,1 3 4 5 9,5,297,808160,808160,78910d2d7b79de64abfcea1964f6ab3ae1426b5228c63377672c9bf3a8caa70b
571,0 1 3 4 5 9,6,297,1000896,1000896,8dfb8c03d9c6da9d570833020b517ca9b583622bc058b1e9df2899ed8c626d1d
572,2 3 4 5 9,5,297,682976,682976,66d5a101267d1eb85dc8209bc463b67c4444b6b71ba26b5d654541e28d667cb6
573,0 2 3 4 5 9,6,297,875712,875712,d62c2bbfc785a91fcf02f102cbb2d1dca96d1fafbcdde2a545457ac3291c0b7a
574,1 2 3 4 5 9,6,297,910112,910112,89ff8f9c5fc331c962aa99630e274e720f408a31d5f41d954a609c9b9bc4249a
575,0 1 2 3 4 5 9,7,297,1102848,1102848,d92b930481967616a8ed36a408fad8063d300a07c3b71faaba2bd2e8a8c82386
576,6 9,2,297,167488,167488,35e983167f87d4f249fc089c29cc5a8c22d82ec722345aab189a7bcd1d7c0893
577,0 6 9,3,297,360224,360224,93f102586f2322784e8877bfc75cb3089f193bf1d87ccdf718294f5e4877aeab
578,1 6 9,3,297,394624,394624,0bafa5549092ac405a3c3829f5b32d2acbfc0581bf79d675fc82f4634be40ad3
579,0 1 6 9,4,297,587360,587360,762f6dcad1b70136374e817f4448becc15fca52da6b9a9a974d0f07bc12b3f55
580,2 6 9,3,297,269440,269440,ce08df40e69e311311ae4cab0f4c530c34bd35c58d9c8f752883d2f7b99032c2
581,0 2 6 9,4,297,462176,462176,eaf97f368501fabcdeb936f923b465a4c8a7f62cb9600847fc54e777c1a68bb5
582,1 2 6 9,4,297,496576,496576,14bc12585d0c5b1a27c775a792d3d11aa9c9c4f74fce8460473456eef93eace0
583,0 1 2 6 9,5,297,689312,689312,fe096f32c8946841884a2ef30f3cc02546603333904dca0cca087fa536ace4fa
584,3 6 9,3,297,418912,418912,472fe94b0d91c46680fbf490eec9eb5c8b5f2265c80bfa005ebcea9249f7485c
585,0 3 6 9,4,297,611648,611648,11b987180bf8fd9d1b962d59f187622465b02612f5eecdee9700ca76a4a9b07a
586,1 3 6 9,4,297,646048,646048,c2de6cf1189e8b530a784d948801084934c34b7adec07026bf44d3fcc337fe19
587,0 1 3 6 9,5,297,838784,838784,09416c04ed1b87da01f28e022618642a737a1893d7f8a89d11c81f1137e56ef6
588,2 3 6 9,4,297,520864,520864,ea795811cbcaffdf593bc8dfda7b5526b984e6019589742d4365ffcf20ab8739
589,0 2 3 6 9,5,297,713600,713600,af8e07f0cb2fba78dd030e962fd20ae973956757293c55b7de38a2f7be84f5e5
590,1 2 3 6 9,5,297,748000,748000,1c31e35a5f4227ea246dd40d5ef9354a289f8a9537336f6e91836535061864b1
591,0 1 2 3 6 9,6,297,940736,940736,393daa656688fd462b2f88613aae15b2394ba04d51cbac3fabbbf33943ccc182
592,4 6 9,3,297,348320,348320,f8c10b355f1da5cca9eeeb99cbb5898049765e9acf369918470056a928be3d60
593,0 4 6 9,4,297,541056,541056,d127997649a102c02d5a9ece301f35fdeac440e9769701409f165afa12f26f0d
594,1 4 6 9,4,297,575456,575456,8c674b3bda0ae63c525f44eccf3aa0a2c5ae1c745f256d060166927cab950228
595,0 1 4 6 9,5,297,768192,768192,8da759a91b51213e1a24a96c2daae70d18a9f5dbb6584cfba93ea5b67384fd96
596,2 4 6 9,4,297,450272,450272,e5cfd59c0bd6dab683237435d6ae9ffe65fd52064c799862016368b69cd9f7cf
597,0 2 4 6 9,5,297,643008,643008,c3c565202a862792d6f60183a4a7db3c82cff4b549c9a8e3e9ddef0247888fbb
598,1 2 4 6 9,5,297,677408,677408,0dc90f4c23533b326d34918e64e20a1e0ef05b8f51f3fd79778f290bb9d5f2e0
599,0 1 2 4 6 9,6,297,870144,870144,bd404574fe92a61f43d0ba10bf47b74a16a4cd49437cb6ae99b611ad2622dc37
600,3 4 6 9,4,297,599744,599744,93002d6c599efec9f0a6ef853545becb7c71cdbf110a87a5d2248172e3b3f6fd
601,0 3 4 6 9,5,297,792480,792480,0f81764be9e10debdc3079432eb6ed10c0cc0281713e3b95bbcd8f3c871b6218
602,1 3 4 6 9,5,297,826880,826880,f77ffee91d8cb4d6502a19fdeadccd47e3b53ac8b68dc73c029ad94a83428d7f
603,0 1 3 4 6 9,6,297,1019616,1019616,bd312cb9620f2ce0d88f512168eeef4744b4041db73265d6c1c3f28b4a153171
604,2 3 4 6 9,5,297,701696,701696,e46c007255a6eb884d0609a4963cfc1581453963a9eb418298e10607c3ae04c2
605,0 2 3 4 6 9,6,297,894432,894432,5885eaaae4410a3ef3146a247dd0505124ac6f1ec7d6127627835cac6a2ab1ab
606,1 2 3 4 6 9,6,297,928832,928832,afb42d681fe7a153b814b6dbe6e8b37544ff44d5631d133d782c39633dbbcbec
607,0 1 2 3 4 6 9,7,297,1121568,1121568,824a7d2f4dede1be4aab6dfe6ef98a06abb92123af82305244ebd49ec46d304a
608,5 6 9,3,297,219808,219808,bf50c6c61d20b2710f7dff5e379f0d7660cdf655dc73d3cff11fe7b21b4710b2
609,0 5 6 9,4,297,412544,412544,37bdbf18140bd089f78bfebc109a80f0622f06e32a9585ade05a481c250583e1
610,1 5 6 9,4,297,446944,446944,3f2690a52d5a9e88a63f9769288fd090f7c1cd7282be473116fc1feb8dc35c94
611,0 1 5 6 9,5,297,639680,639680,6f85dfb37216c284511697212d85b700876b392b05c888168bb4bdec8eba43f8
612,2 5 6 9,4,297,321760,321760,67f7d7d5a0a7e49e2ed7465edff9a638755bd45ebbd91b967131ef0021e0e3f0
613,0 2 5 6 9,5,297,514496,514496,1d6c3651623109cbc410190defd3f64dbda9247351957abc0b6af3737a1e2f06
614,1 2 5 6 9,5,297,548896,548896,8a41540fece788bf8d146b26aab45337852f7adb0f222e97580c5083a011c302
615,0 1 2 5 6 9,6,297,741632,741632,4bd469d613190842e2fa950f938624361ca45569beb6d209c39316371841fded
616,3 5 6 9,4,297,471232,471232,a03c50991eda853bd38109347ee44d84f829c571c8f432475c5ef392f122c2f6
617,0 3 5 6 9,5,297,663968,663968,bac04ca28a3937cf7ef61efa39b1e709b74f995e2abd99ae27a635458ae0bae0
618,1 3 5 6 9,5,297,698368,698368,0e1e2ae584c5f617371bc77334af6a5ff6c578f2d4788bc3ef8fd634ca25947c
619,0 1 3 5 6 9,6,297,891104,891104,07f9d7245a80a7b311047fd9719b06f5140a848922838b9bd928083c256efee9
620,2 3 5 6 9,5,297,573184,573184,2b77ff0592e94af601db6a87c9cc945b3129fa6e579057b5b03c5950bd4e191a
621,0 2 3 5 6 9,6,297,765920,765920,6089ae47335062764938b1dda11cca4a33f42cbe4e60ff8625e43e20a1fb2de4
622,1 2 3 5 6 9,6,297,800320,800320,88af86ae6bbf884f162356feacaa75e002f57ca714f4d8927fed33ba83fa81d2
623,0 1 2 3 5 6 9,7,297,993056,993056,fac40301505070c8b9c1b327b0816bdf5800549ef89614ff7163c6c020344d4c
624,4 5 6 9,4,297,400640,400640,e2222b69e8b203a32c8316cad349bbb9e90bdc4658588510fd1bcc6b41f4fba5
625,0 4 5 6 9,5,297,593376,593376,a07bde7fb3483b3f736b0cda4bd5ed4f125c88cc922e046a8df30373a76ac417
626,1 4 5 6 9,5,297,627776,627776,e53635dda755cf1ff427f5f83e5d32a336a843e398f194b17e0897b726cae144
627,0 1 4 5 6 9,6,297,820512,820512,fbb3630dfc8be10967bcc5ea89b3887c8c884e83b6e5ed45a1e227329e75bfe9
628,2 4 5 6 9,5,297,502592,502592,1df256cccdab1ad2502855ba642e143628b018d4ef06022ab6655e788a83746d
629,0 2 4 5 6 9,6,297,695328,695328,ce287d49b080918ba119652203b9d4d83afa3ba4c4d26952de682a7f909b0229
630,1 2 4 5 6 9,6,297,729728,729728,37dc4422500b7cbfe3cd983216316877bd011087af36bde377eccbce7f35fed1
631,0 1 2 4 5 6 9,7,297,922464,922464,7c5d1cf2126887fd1b667a9e7ae6643e4c219465de823d7f7af52578b6aac952
632,3 4 5 6 9,5,297,652064,652064,819b5a9d0f85cb0475c842ef842c051242925561eb01a3480038a1538b93c05e
633,0 3 4 5 6 9,6,297,844800,844800,434bfdd8b43f936dd08902eab8c6820e268e133f3f40171079f162af3cc0d6b4
634,1 3 4 5 6 9,6,297,879200,879200,c1149d2e3cb2c0ddb2d4ae57c8699f627f59cf904c88f958cbf885480144d611
635,0 1 3 4 5 6 9,7,297,1071936,1071936,584d9684e467316927f7e70c7c9a5b63d8d8ea14786afa16f5d176853a1c7ddb
636,2 3 4 5 6 9,6,297,754016,754016,a8f013a9d00958639b801a3305348ffaaddaebf28502d63b1e1df8d1aa49d69a
637,0 2 3 4 5 6 9,7,297,946752,946752,57a33064c825dfc2c95ea58bbafa8f5462084dfc9531ac845f8760f825fff80d
638,1 2 3 4 5 6 9,7,297,981152,981152,aacd55f6c004d732053cffa376b314e740d224be2ce6b372766dc8e40357f6c5
639,0 1 2 3 4 5 6 9,8,297,1173888,1173888,8cabfe1b0bc1eac3bc65e1756ea2216fadc7c1c090c215b142500fcc00d87d72
640,7 9,2,297,240320,240320,7b6f3031a44220b3ed76ca46b183a9338d4089d1542e9b609700ca2c83cecb93
641,0 7 9,3,297,433056,433056,647f1d5172b07958d10f9477c8321dc9f88265cdcd52268f4fbf2f44eefe0026
642,1 7 9,3,297,467456,467456,9c636cad140d8668abfc2b10fdb06d71c2971716547851e0cd9e91632490479a
643,0 1 7 9,4,297,660192,660192,46b5ad2fd195c0757d808ad234433929b5ffa7350a277932a13c00c8ffad0940
644,2 7 9,3,297,342272,342272,41e3dc299f685637e93ff309b3c98837946d3461a26bffeaa0e57dab357575b3
645,0 2 7 9,4,297,535008,535008,64383c03a31429fbacf13bca21c05e2294feddfe191094a3016ed7e368524865
646,1 2 7 9,4,297,569408,569408,0258b510630514b8d8d112e1d3ebbc1c7b654dbe3ac058c1fa749e491821f9ae
647,0 1 2 7 9,5,297,762144,762144,bac27b77d8fbf0fb07cb2231292287bfd77195bb9acaa883316f17c360199d16
648,3 7 9,3,297,491744,491744,8f7b50283635224a5d9957559567150ed34331c813da1c200213e70e9b51bfe0
649,0 3 7 9,4,297,684480,684480,1f206f1ba9316646ef60e1dca3c8f04c935d3fb625b891f5384685ce1c940ae6
650,1 3 7 9,4,297,718880,718880,fe83b02792d98da4544000b384b6c88027c142e3755bcf50ec1ca30d5264183b
651,0 1 3 7 9,5,297,911616,911616,b9301450078dc40236c88b92c79c414181020d2eadff73fdf35dd184e39be81f
652,2 3 7 9,4,297,593696,593696,d4246c5fb4b2cdb9f1a8796ad031b2804db3cef707361c7846a5c17de0bab093
653,0 2 3 7 9,5,297,786432,786432,fb93e2659a25f8a0a9b6c2c270e377c4310075f06bf61a8f1dfba879e7a52a4b
654,1 2 3 7 9,5,297,820832,820832,ca5de9b91bd93573fe238215aa5494834430a4a984d3ecaa60b4ba320dcb2f33
655,0 1 2 3 7 9,6,297,1013568,1013568,eb3238ef0f1a1e77152189c14421517948c550bbfc2759610cca8fb8ff36bbf3
656,4 7 9,3,297,421152,421152,516d8acc0bbbddebf9ca262ebcf66a04c83647b95f7d1abbd46125d4d3f18687
657,0 4 7 9,4,297,613888,613888,4a61eb52698bf0e900558d903636f7b93bc635e6639728432a693d9485f9aca4
658,1 4 7 9,4,297,648288,648288,79d7e14a57e2382f4c7398e7e9468e0ab8b55f121dd74240ef0ea777822ae012
659,0 1 4 7 9,5,297,841024,841024,23e4b219815e4fe95ca80797de3b51fa23b5cef64a6555a5587ef0a5fea372bb
660,2 4 7 9,4,297,523104,523104,c958f35129ae9d41e116455015d6e5a971028e3f507308e39be0915b4a1c405e
661,0 2 4 7 9,5,297,715840,715840,d3c3ceb57533f50fd1f4ae0d37e0203f0d6aeab20d8411fd6acd93167cfb6762
662,1 2 4 7 9,5,297,750240,750240,1cfedaf78b58c2568bd006450b0f3d859695fee10266d58d87fae921ac6fddcc
663,0 1 2 4 7 9,6,297,942976,942976,118a6bda551acd44c83f4737a732393461de5fe0b223991111f9808ce379b97e
664,3 4 7 9,4,297,672576,672576,7d51681b01434236f0c59fea8f527204b53716f3c75f46e4330c623b314ed1f6
665,0 3 4 7 9,5,297,865312,865312,6cee2addff75998b86f8925179d1e775b81e843ca703267f80d204c5cb6dbbe1
666,1 3 4 7 9,5,297,899712,899712,abc94bdc91d41561ee6087cdbbd530b3e42f93d657371211e24d74e3dfe3a5ad
667,0 1 3 4 7 9,6,297,1092448,1092448,c5af0a21662b4fe3148289a847972d80b05e1405c8924ce1cf195e85d407d1b9
668,2 3 4 7 9,5,297,774528,774528,5257ccffe968d4081a77f28cc00f068c3d8c03bf6cd883bd1b7914fa9ba595ef
669,0 2 3 4 7 9,6,297,967264,967264,b70ef5154610e9530269865918fc821de94d7bce88b5e3be45b40cede5b8cc03
670,1 2 3 4 7 9,6,297,1001664,1001664,64fdf1f732937c564df714e968fbc8692e52576875fc7caa5ab7b0cada76fcfa
671,0 1 2 3 4 7 9,7,297,1194400,1194400,4bc74a238928174ae263527a42e314ddf7bf226f4cc5951083cb7e50b06fec5c
672,5 7 9,3,297,292640,292640,b769192b106938310237c50048bcb9db609219578016704d5987abe93f437dae
673,0 5 7 9,4,297,485376,485376,4e039ade19cde58b93f3e0fa234e78aa689f1e6228adbb07fb7c9427dcc53def
674,1 5 7 9,4,297,519776,519776,ea0c774033734fb358f023763486628fc8712de667db389417523745b2ee1340
675,0 1 5 7 9,5,297,712512,712512,392e8e393e56fb625adac89dd9f7988d377cdd5837bd631cb81f95780a368d1f
676,2 5 7 9,4,297,394592,394592,61a27f35a1cab1e103cdc10bd5b96916359c38f0347dd3862bd95182a6bad7ac
677,0 2 5 7 9,5,297,587328,587328,dec4377336509598d7ea9ae3b804d72eb999021d18b045ceb713c6d30e1fc6ce
678,1 2 5 7 9,5,297,621728,621728,9142bb13be9c27110af4f269430d6178ece4660f076e26e8194335a8c9537161
679,0 1 2 5 7 9,6,297,814464,814464,3f667215679e687c3378d50c1509e8b7fff26664325404b67ee625198fe8b3a0
680,3 5 7 9,4,297,544064,544064,ce97c80c9f9fcfecbddd9578be6e3c5f8a812a0c0a4e0eb980d63581b0e18439
681,0 3 5 7 9,5,297,736800,736800,37ef4b84681d9f9f7507af2c6683d4107cca5ef39b9f11777046554a0dcfb7bc
682,1 3 5 7 9,5,297,771200,771200,0995cf405f981380cdbff123e5f7ef2ee538e0f128d7e5b41c67ec70e37ad0b9
683,0 1 3 5 7 9,6,297,963936,963936,56cabcf20ce30932624bf5e928d6254726cf4b7653e3d1b5123cb356b79ecea9
684,2 3 5 7 9,5,297,646016,646016,2767bc77195da47fb267800169c41540c88c28c5e8aeaaed6caff86803dd14f2
685,0 2 3 5 7 9,6,297,838752,838752,76b1fc2284b82e4ba1a6368b4ce4d7b97db5edd7f93cd702b267e078355ad462
686,1 2 3 5 7 9,6,297,873152,873152,01d9f06d8e1aba1a3aaa3edcd4aca1ec5dc1bf6b17adabda6e63e4e9df8a449b
687,0 1 2 3 5 7 9,7,297,1065888,1065888,ecfa8180a9a0fa52056a59b2bf3d03c5c71dd7278d122a75cfbbc5414fccc480
688,4 5 7 9,4,297,473472,473472,eeadbd3dd281c658ee3a89b2fa30d21a84839086b2fd6c9b5317086b4b9e0ab4
689,0 4 5 7 9,5,297,666208,666208,55baa2f59d454de7e464e627a5252da279d5973702d698cac86b8c3c24a8a36b
690,1 4 5 7 9,5,297,700608,700608,acab2f7fcbcef05cc6ce116c83d6f28a14a345400a3798536e8d32b4e4fe8183
691,0 1 4 5 7 9,6,297,893344,893344,575c7d32954541dba5bb09f601ece7f4b302c36d83611ea02012e2efa62d6455
692,2 4 5 7 9,5,297,575424,575424,b5d8cd51cf1dc6c42d01678f79785925ae5b67312d02bbbdef9d3d4a239d02f4
693,0 2 4 5 7 9,6,297,768160,768160,a55b73a463c82d3168d194c210856c6aaeb49b2b05206c3a7e96ddbae8132b50
694,1 2 4 5 7 9,6,297,802560,802560,77f78f5e18da4fa687c861049e88567bd9f9abb6f6f064dd26b10d1d141331f6
695,0 1 2 4 5 7 9,7,297,995296,995296,dfa4d940c825d4e94039ba195e62a67f2edbc022a57ff3cc9d158836a72833f0
696,3 4 5 7 9,5,297,724896,724896,a43959b809ceeaeefa5162d8bdda3b20facbaece7df7ccede438fe720c8c5fe1
697,0 3 4 5 7 9,6,297,917632,917632,51985de5b3715e2eb981b496f9e08ce73998829e506c5e7d04f99cf313064c5c
698,1 3 4 5 7 9,6,297,952032,952032,d7974151bb5d8f4cbdd10ab064adfa0dd34b29b295ccf1d3941db391d08032f1
699,0 1 3 4 5 7 9,7,297,1144768,1144768,6e7f57d96c8fca5bc67a8bed37b1d90da137d8ad4f8bf85e9bd3b00805a30a02
700,2 3 4 5 7 9,6,297,826848,826848,a2c7b793cba5c4f240ed2aae673518c27228e36df3e45c8752e7126ad65d07e1
701,0 2 3 4 5 7 9,7,297,1019584,1019584,435b4639d3d875be59bf79b8c7747b1d91d154aee9d06ada2de12b780a793b2c
702,1 2 3 4 5 7 9,7,297,1053984,1053984,e130d49bc6c0b5ee960d7a2f7bf41f66c00a8d465bf2cb3360e97c27f813a98f
703,0 1 2 3 4 5 7 9,8,297,1246720,1246720,96276ce3466fdbbb8413e73d978456f2c3b76eb1302e433f97d0c40f5323b290
704,6 7 9,3,297,311360,311360,f0779bb34ae326c6f6327138df76ef3ede2ec28d444caa62bd3d71977a44ad22
705,0 6 7 9,4,297,504096,504096,7d812f63759dc87c7cc1a48b7cdd738c008b7d8d945a5fa0a586e5bed2551076
706,1 6 7 9,4,297,538496,538496,e943f1634a23d1ccaf878788f6b550e8ebe760cbb59049752c9559352b45b7c8
707,0 1 6 7 9,5,297,731232,731232,4da3d133f1064ec273b1e55a116f75e30d1e8daed6788c1a3aa9c156159171bd
708,2 6 7 9,4,297,413312,413312,67fd53662d2a5336d2ec8aa5c61d3bef397256c3ea0be28191e4e54f80d6705c
709,0 2 6 7 9,5,297,606048,606048,a7186e75e5f600a0b0a38cf2fa5bbe4a882fb9a07c33c3ba9cb4b4d73bbf7b31
710,1 2 6 7 9,5,297,640448,640448,4f2b207ec876cdfad88478817a784bd526bcfecb7abf3b789188b283571d7aa0
711,0 1 2 6 7 9,6,297,833184,833184,6925722afa1269d70e46f342ec454f271f51acfdb403e9274a39c0df5504eb87
712,3 6 7 9,4,297,562784,562784,3dc67bd9de30848ff6064b67553371bb1b6f0335b5479c2769988df7de4cb36e
713,0 3 6 7 9,5,297,755520,755520,c71fa13b74199decef43e30b6652a0cad31cc8b768045538e378d6300ef5e8e8
714,1 3 6 7 9,5,297,789920,789920,f3233597c0a04b62ca0d99039106326a4ebf924f414a2eaeb4e037e5d9fa603f
715,0 1 3 6 7 9,6,297,982656,982656,9279576b1cc1cfa23465acfda21801b2b84a40e8685b4f60d95860b6e7b102be
716,2 3 6 7 9,5,297,664736,664736,b11ace3627af799b83ca8a863bddaf6f155b09edf44ea5d8389b879a13cfee75
717,0 2 3 6 7 9,6,297,857472,857472,9e502d14c3051ae2045ce1e3a7c2ce35a2c330b4ff866e451021dd328e691c44
718,1 2 3 6 7 9,6,297,891872,891872,58982c1c9a33822d2e74d1ec0e269ccb43229e4702a78560cbfb1726e44a2053
719,0 1 2 3 6 7 9,7,297,1084608,1084608,0a64eaba917d8a4c5d009c5f70ea3ef83db90c0246759ce24b2fdd6425ccec4f
720,4 6 7 9,4,297,492192,492192,0804d741b56d344f5e0bb9d1edac2f695011d817ec0c57fae80429cc69f7dfbf
721,0 4 6 7 9,5,297,684928,684928,a0de7ce181d7785694bf8f84461b2e6820f0833026dc16f33d968e6f1f2997c7
722,1 4 6 7 9,5,297,719328,719328,adfd58848757a36ba3b56426b10d6815009293b14c11f6716eee60602df841fe
723,0 1 4 6 7 9,6,297,912064,912064,829b517591272923d4a3c73991f73a9f9adccfc45f228a8085e4db32686bb575
724,2 4 6 7 9,5,297,594144,594144,c790fa9365c35cf89e408794a9dd388adaefcac6881456c67ee884a002b6f646
725,0 2 4 6 7 9,6,297,786880,786880,db02d3e2fa036fcabde85cb42d12fa8ef116b53ab564f146d9c447e7202a129d
726,1 2 4 6 7 9,6,297,821280,821280,d88e6e3e7ce0e605a459e9a2e7e8962f8896db32c19d9ad35feddf8426abb4ec
727,0 1 2 4 6 7 9,7,297,1014016,1014016,5240cb1854396f87ae84aaab70a713d68d4338ba457656f57a30726ad6d19521
728,3 4 6 7 9,5,297,743616,743616,c115a39466dc004cd625b03361bca647b10ed6946e1f6e58e280bf73c3781158
729,0 3 4 6 7 9,6,297,936352,936352,ceb93e4b9bc0d05aee64c9d25059bf4d8b61cbd9f95c43889bf24741c52fb8f7
730,1 3 4 6 7 9,6,297,970752,970752,e5d3c968132cc5a8cd3b4685620d7e14af997156aeb2fcbbc68978acb088323d
731,0 1 3 4 6 7 9,7,297,1163488,1163488,f9ffd9c2bab11883e2935d89f371a5e73f223f9fa871412838b8b47101c95a71
732,2 3 4 6 7 9,6,297,845568,845568,5f07dfddd03895de97e273dd02737c459bc793ea21a1f9648c62a5a4abf62817
733,0 2 3 4 6 7 9,7,297,1038304,1038304,55dcf09e6138ea936b91803d4de5a0b0223d1b59cf383e73681006dff9ca79c6
734,1 2 3 4 6 7 9,7,297,1072704,1072704,dfa8d589abac3f46adf0d0072db46271c145d1ad4545e3792bc010ec17d7679c
735,0 1 2 3 4 6 7 9,8,297,1265440,1265440,8bcd6234a003523c5dbac0363ca62d13e622b325d230ff6fc4500e353e7abc6b
736,5 6 7 9,4,297,363680,363680,8677ceea3b32085bc77db57b261992110640d6f99ee7e9f7f4e708eedf99415c
737,0 5 6 7 9,5,297,556416,556416,b3b34b66dd661797f000aa870b9a9023314f68dcd4e839566459a9befc8fc3df
738,1 5 6 7 9,5,297,590816,590816,b267e7144d9ed4058f8237951b746c92548768f0fa9c4db9dfb6352fbfdf5a23
739,0 1 5 6 7 9,6,297,783552,783552,b4d3682495b12f3b990751e4d60a94ca40c721d84d72efb2ccf09440392b2397
