mask,basis_cycle_ids,basis_active_count,lambda_support,lambda_coefficient_sum,lambda_abs_sum,lambda_vector_sha256
1237,0 2 4 6 7 10,6,297,831072,831072,98ee11a32fe909f15fc081caffaa8269465ad2c746e5d7c725474b709ca27382
1238,1 2 4 6 7 10,6,297,865472,865472,89dcb002b7a02c1b7b81dab2b1a1e38083fc3d0cdea73d12ce5f5f89d301cb61
1239,0 1 2 4 6 7 10,7,297,1058208,1058208,883d1da3678efc48c2c34b087859f92eca563b7548c13f8e94f292ca4552d6f9
1240,3 4 6 7 10,5,297,787808,787808,8653cbb30a2deea8cf5d83cb5b83eedfafffa0d83571f3fff28da4e26fcbec1f
1241,0 3 4 6 7 10,6,297,980544,980544,be855730176475a8d2fd8a019688353e475f8fd7d4540786ab2d192c9d3a0670
1242,1 3 4 6 7 10,6,297,1014944,1014944,5a8e62a923abc7ddedac3305c7985bf7c64e86ddef57d6db5d1c61cdd1f80955
1243,0 1 3 4 6 7 10,7,297,1207680,1207680,129ad7dc46734148e4ddf99569f7849d4e2d1534c3b6fe9aff75936c442fac84
1244,2 3 4 6 7 10,6,297,889760,889760,0b347660a0f825c14afaa0c28dc7df19444bd4e094074ddce56b7c4b1bf376f7
1245,0 2 3 4 6 7 10,7,297,1082496,1082496,36ab8d0e00067307b8de0f53c0db2a0706e4a37586d157a37923fdc9834e2bc8
1246,1 2 3 4 6 7 10,7,297,1116896,1116896,2d30b5fb8f2b7fee11cf1f92f5fff1ae19b7b80b0980570d477784fb2de39058
1247,0 1 2 3 4 6 7 10,8,297,1309632,1309632,5125325b82bbae7bdff98527dde3b17fcb2b046b0de02557a2a138ea5d1fede2
1248,5 6 7 10,4,297,407872,407872,393ace681bc78f0906253298cd8a81199a417990b3d65e2ee586c1223c37726c
1249,0 5 6 7 10,5,297,600608,600608,f03d329e49b94d8c830d6af00d1c40e397fd90590c2d736c7c67e470c4889f15
1250,1 5 6 7 10,5,297,635008,635008,54ed456503195cddb01c44ab2f8170ac9ce7f803f8c89845718935510ae9b2c2
1251,0 1 5 6 7 10,6,297,827744,827744,d97f8608c956439127a1e66497c22c749c946e2dc65eb271a1133a4f465ad6da
1252,2 5 6 7 10,5,297,509824,509824,0a3321987628657aad98329b25d62418c6faa5e63971dfb4b0c6ffdadf80df03
1253,0 2 5 6 7 10,6,297,702560,702560,a782d659851a3e6bf24efac06194748258995da0f8c8b6213daf88d921a39ba6
1254,1 2 5 6 7 10,6,297,736960,736960,2885045da36a26de79ae33ad1650672f795a81ee4366085a1ff75c36183e4b9c
1255,0 1 2 5 6 7 10,7,297,929696,929696,521eec1d916ad84aef00c5eab029b3415765c3442127edf192cb9bd5c799bff3
1256,3 5 6 7 10,5,297,659296,659296,407e0f70f6beeff3581fdb530a12210648f41caf8c8bb94486f50f806ca371cc
1257,0 3 5 6 7 10,6,297,852032,852032,4a65ff5806622390d762520abbfbb058f8325a2990191577b51a73d4dbfa9e36
1258,1 3 5 6 7 10,6,297,886432,886432,c277cd477a6800aa20e61672d72a8c8eda6a578e5f77a39671dc3cb50ef44239
1259,0 1 3 5 6 7 10,7,297,1079168,1079168,99d32d79653fa5f68b91a268ffc9d952e970ebfc633cf31cb44a708ada72cf1b
1260,2 3 5 6 7 10,6,297,761248,761248,445309661798a65b73cfa5a33e39ac822c5e77de6a3f9ab76408d3d9f2637fe4
1261,0 2 3 5 6 7 10,7,297,953984,953984,75201ad5cf956a58e2569293f25dbb702bc17c88b70fdee5154cf5bffb51609b
1262,1 2 3 5 6 7 10,7,297,988384,988384,ce665f7617140b81e622f12883e396e62c3ca308f6868a5e7992fbde5cae4282
1263,0 1 2 3 5 6 7 10,8,297,1181120,1181120,a7a36ffb9e47afbf331c5d39037834f3d22446901f215e4b7a4d3cbc06e6695a
1264,4 5 6 7 10,5,297,588704,588704,b2c84389202c3752a08d10544cd8289ea87bafee71154992bdd3bd03ab4fe975
1265,0 4 5 6 7 10,6,297,781440,781440,cec90e875113a99917199fb1436ce16b1cea6a4b7a1f6b0f261f7186ec2efc65
1266,1 4 5 6 7 10,6,297,815840,815840,27e73044a14bdd0a4723ac41faf032a2f5722e3ddad39924456779a757875e39
1267,0 1 4 5 6 7 10,7,297,1008576,1008576,ed4a94c2920dcb1ea4855986012aa1d6175f71fc1aca12f9f1d17224dec11629
1268,2 4 5 6 7 10,6,297,690656,690656,06f8b3a6d6052234cd0a9a5923e4613f06580ad8db5cb4ad083d82ffd51fe486
1269,0 2 4 5 6 7 10,7,297,883392,883392,443fad8aee6bca5feba0442f4b7a3051e343eba755941fbee6750a39761212e9
1270,1 2 4 5 6 7 10,7,297,917792,917792,609cf27419ee3f5c1a8a752b0af9a56e44529c85539bc80c950dd7895565773b
1271,0 1 2 4 5 6 7 10,8,297,1110528,1110528,9e05c225536fe89782435a272cfc3792c6be88ecdefde88d2b8c334e83cc87df
1272,3 4 5 6 7 10,6,297,840128,840128,6082a431a5b6ced1279714c3775401db2695e3a2ea192150b21641873183c5b0
1273,0 3 4 5 6 7 10,7,297,1032864,1032864,22095a3bd535461d2d8a1255417de86cccc75b688c3caa38a3d46c68e61792cb
1274,1 3 4 5 6 7 10,7,297,1067264,1067264,0f27d07e1ed660246941a7b9a448b444fb52df21fb46caf09ae1b56981a2a115
1275,0 1 3 4 5 6 7 10,8,297,1260000,1260000,b048283603f2194e59c3204df1a4e8dfe277226376cb8198498cfb059034a561
1276,2 3 4 5 6 7 10,7,297,942080,942080,8c5afc71e1ec914880f98417d57cf1cef64b307c6cbecd9ee7c795a046a07dd6
1277,0 2 3 4 5 6 7 10,8,297,1134816,1134816,89338a32f9d20ec4cabd56193703c65fa5d2f0ba19f0d7af5ff4578813799b20
1278,1 2 3 4 5 6 7 10,8,297,1169216,1169216,3dd86120153b4a489549baea79247f2ec87f3cc82d1ad1dd9f0da6066b9acca7
1279,0 1 2 3 4 5 6 7 10,9,297,1361952,1361952,b28056ca9f908d2007eddfbcf775c03e9269db12e3d42b2684b50c932aa40e72
1280,8 10,2,297,194592,194592,b4c5382a6a42dd1a7d4eda0a51dab0e1f4f58499dc725081981c3a9bc23b2d4b
1281,0 8 10,3,297,387328,387328,258421cd417e1a9647f52e89b0492732417b3a50d117ee8d6e6cde27107b01b5
1282,1 8 10,3,297,421728,421728,a6665f9ebf878d253309ac926420b1cf8dcc9ca6caa05bd3e1998b36aa24f4ac
1283,0 1 8 10,4,297,614464,614464,9af2485d3074ac18ce5db85e6ee25e40816ee81b662b1765bd9703a02201d93c
1284,2 8 10,3,297,296544,296544,f1a4850efd9df2cc5e01ec8b86813dd52fb0e5c7fc79a8fddfffda0d24ef5a00
1285,0 2 8 10,4,297,489280,489280,e2370704089ac075e70ec03e32415e2c91974d8ddedec62c22d036a081774ec1
1286,1 2 8 10,4,297,523680,523680,b73907bb68a64d83b4be4169d6ca3a4d5cda7b64c7d886a6ca7352bd90e5e299
1287,0 1 2 8 10,5,297,716416,716416,3f100b5bff8330606499772ae1ecf73b51553a6778f153227069e47e8500aef5
1288,3 8 10,3,297,446016,446016,453985d5968f2b5641d2c3ebe9df6dd234eeeeffc6df677c4f93419d1c961007
1289,0 3 8 10,4,297,638752,638752,8a9e104d231a3d74053f1b7cc62656928357e4da091e8d5ea8a96af93415eab4
1290,1 3 8 10,4,297,673152,673152,18f64dff2e294d89e5a9337798ef592e38b106bbb4dbab9748509853d4d8a8c8
1291,0 1 3 8 10,5,297,865888,865888,aa1d165ca28a741b69ab0b4506775457d457949af897619d5697db68383b837a
1292,2 3 8 10,4,297,547968,547968,61bf1f87c71ae807f58e6f20cdf4f2d5daaccf88396952fd3cb5b7065a39540f
1293,0 2 3 8 10,5,297,740704,740704,04f775c68581270b566d4ff27beb675777778f1c869f937047ea59bcad3909f4
1294,1 2 3 8 10,5,297,775104,775104,e8b5d2c6644d5aa6d4d662cff14c3a14811683f3f59120998537fe072168a15e
1295,0 1 2 3 8 10,6,297,967840,967840,1e2afdba3241a9ac61f92bd1b1188964c6e3cef657a2e945d77dbd01b2df83a1
1296,4 8 10,3,297,375424,375424,8e1425e1ff1e120de619a463f9afc5b6b3362d2902642f35446433a0ddc1d53e
1297,0 4 8 10,4,297,568160,568160,d830f2ef9f55781000549cec7e395dc20627f07403ef8d19c17e106be9c4e2df
1298,1 4 8 10,4,297,602560,602560,9a8b92bc90992a520c37b16b6271f0480bd680b82e1059958f75d88e9c5ca325
1299,0 1 4 8 10,5,297,795296,795296,75c644b36146743444fb8670e37c01d13649e1b61545dbb3bde9ebbe24c529bf
1300,2 4 8 10,4,297,477376,477376,ad7a067b7aca5bc12717108ac33639340f3d05f40e8aa7e6aa5466109d86ae05
1301,0 2 4 8 10,5,297,670112,670112,f3ace7bbbb41038ab3526f692bb16e3ab36cd6c0c9e31a52654ee02dca79e4b5
1302,1 2 4 8 10,5,297,704512,704512,b86aa571436a41f845d5b14daea7040b71ec3720ee4722c2fe9ebc5a7ca39d84
1303,0 1 2 4 8 10,6,297,897248,897248,f5c8f5c21fe02fc751df39ba8c5f63ef42a7f89cc0c3951932d0b61e810ea9b0
1304,3 4 8 10,4,297,626848,626848,a4f2c9c30bcfc6779e46e955ba06d20e07ef223c8260cd02869b41b79a09a9cc
1305,0 3 4 8 10,5,297,819584,819584,97899a60456eef0102d58685af0060e053d52f32cf7a5e6c2916bf62014515cb
1306,1 3 4 8 10,5,297,853984,853984,f36bede19d2094fee8944d56570e8a92e130dc808b33a8da59eb0ff81dc7f820
1307,0 1 3 4 8 10,6,297,1046720,1046720,c049b325473d3a3a733a0b7a6181a43284a26f2a5c0e1592378b5d7c99086ac0
1308,2 3 4 8 10,5,297,728800,728800,55cfb3ecee38cb6055f646859355d521e47c6a0ce55488ab037a3105dd5edb2b
1309,0 2 3 4 8 10,6,297,921536,921536,2a3c80d3d16b5ced3f92cf67484112cd8c4cb52865eae30a29669fa2a3511725
1310,1 2 3 4 8 10,6,297,955936,955936,d4e3e0f0956a9f125568b69d48a3a194e5d705ace80d3a9797e67c72683d8fc0
1311,0 1 2 3 4 8 10,7,297,1148672,1148672,3bfac601108bfe4d4049a164b1a6295311abc0f106d928d8fadc4f6327773ecb
1312,5 8 10,3,297,246912,246912,28a9a3cde0a7e652a047501575734e8e40b0b7d627785b8ad91faa5404a850ef
1313,0 5 8 10,4,297,439648,439648,c05108667b729a268dbe4c4d3bb535cc3f005880e851ed046fd2c760fbdaf272
1314,1 5 8 10,4,297,474048,474048,e29f5546ee6ff694ecb01ee6097bb7ea80e0301fd8db48324a74554f957cd05b
1315,0 1 5 8 10,5,297,666784,666784,eab735cef3a08efe0a50a4df6239022630e5d4e30bf2c518cf6cf2ef7289fdb9
1316,2 5 8 10,4,297,348864,348864,cadd0e007ae3b4df4e518e4c1538eeba03d9bf8760d9954217dcd79bb79fcad4
1317,0 2 5 8 10,5,297,541600,541600,663527e7d323ffb20c186344b47699cdc8eaa9790b9ab7d815ce68222f4aa694
1318,1 2 5 8 10,5,297,576000,576000,3f2e8196498c2aa595c192bbdbcaa46b5d7b9c81d9e68a7578a3e19abbe98a57
1319,0 1 2 5 8 10,6,297,768736,768736,5304a8668c9ec05514a4eb38555e490a982e401b693a5fc874b7f6786fbef95b
1320,3 5 8 10,4,297,498336,498336,cb4232e24bf290abb58c857ccfccd96b873f1b318b87d592455ea6ac4df91697
1321,0 3 5 8 10,5,297,691072,691072,81c81d405533a22eae565f6b0c87acc5c1b10ac0c8da464f763418a40493b570
1322,1 3 5 8 10,5,297,725472,725472,a5f61ef2b1ee48c9dc367249c81e774ea94f775fb06d50f983688bc357507ffa
1323,0 1 3 5 8 10,6,297,918208,918208,9f82047d41c209b5c1171e2b850ca8772d4d6608b1fae7fe97226f2eb6e99c93
1324,2 3 5 8 10,5,297,600288,600288,35aecbc1d18e31d3d01bcaeeb22aa5ea9d8d9c8d823dd7073ab0a4590174ca97
1325,0 2 3 5 8 10,6,297,793024,793024,432751bfaacd8ba1ba0bc80f4e4876f2c7aa6d23a4a25e92d8900c15e360a038
1326,1 2 3 5 8 10,6,297,827424,827424,42b0b17f87cef27b7570ba9f8b1c053b91b42537fdea1ff08595158acafb78f2
1327,0 1 2 3 5 8 10,7,297,1020160,1020160,14d9fc7cfa83e8c778f40c64cd14c886bb2ece8799edb5a8fd8eb8679ced6d97
1328,4 5 8 10,4,297,427744,427744,274e42719657d4934609af57d8484503ff9da2619616a6d412985f32a22e9010
1329,0 4 5 8 10,5,297,620480,620480,2b5f5dc97f1e6a058e5e9095b7b27b3d0e0da76cc19aedd01432cb112e986d78
1330,1 4 5 8 10,5,297,654880,654880,864f43672863a105aed9007fff28c53fc2f596b0854b12dc564167297d06983f
1331,0 1 4 5 8 10,6,297,847616,847616,3e3b9e37836b99db2c29425366b66404f627472921239239cc61d42dd6bbe8ae
1332,2 4 5 8 10,5,297,529696,529696,d7d502ffee70fa36803d4e73ee11c4b83648b38e7244136191944809afc28dfd
1333,0 2 4 5 8 10,6,297,722432,722432,c85b0871d79d35f73544440d6e25f0bb9b385ee8a6d72153780980e63395d322
1334,1 2 4 5 8 10,6,297,756832,756832,58f9869ba2a5948948212c34d1ea4a0874543d13916dc265278510b59b849cca
1335,0 1 2 4 5 8 10,7,297,949568,949568,040a7d152f663813833823bc4f299cf56cb34314746f0838c0c369b2cb5c294c
1336,3 4 5 8 10,5,297,679168,679168,e7bcd967390b5fe3f88a9be11dd6c7dc8ed51216879461d9ed647b28d60d2194
1337,0 3 4 5 8 10,6,297,871904,871904,7549a5a5a3c2eaaa8ec7defb1eade90628bd13d57b5833e94b1d39d99cbf6281
1338,1 3 4 5 8 10,6,297,906304,906304,d4155f7bb1186f09c3cc3124d616ed65e696b2518bb428589a61af6a8b394d49
1339,0 1 3 4 5 8 10,7,297,1099040,1099040,179e039347970ed1545cf584c7ee440c9eecc6865924e30dc0e7a1ad8eeb74f9
1340,2 3 4 5 8 10,6,297,781120,781120,8790be8a2d12ae5b115198556fbcaebc225e83ce9dd74a2f4b5290b507d198c0
1341,0 2 3 4 5 8 10,7,297,973856,973856,a700620ae31ba6ed0b5ccb4d28c3733f63f751b0d9d1a5aad00e9f3455046a4e
1342,1 2 3 4 5 8 10,7,297,1008256,1008256,51bc628776ce4992691a1b55e47ac9ab0e7d94bc40aea24bf743b601742b30a8
1343,0 1 2 3 4 5 8 10,8,297,1200992,1200992,4229224183ac1169aa5afc70c0a89e16637be090bac92c3311fb52e834cabeb5
1344,6 8 10,3,297,265632,265632,caa887121768ac937f28d5a5863068f147dc70b6721b8349942def44cc47a4ee
1345,0 6 8 10,4,297,458368,458368,20df89010a6b3bae31072737c5de39666717d6797a7dcd7f95afe7f7b6ed2dae
1346,1 6 8 10,4,297,492768,492768,7b7a34e372e61833db59b9ec434a664a3543fd4b45e93e4641419cb486f0bfdf
1347,0 1 6 8 10,5,297,685504,685504,563dcc09c2dd52b4def379bb967bb99ddcfbe8f49f6da1ac7092d403a70b94a7
1348,2 6 8 10,4,297,367584,367584,b9c81625d819e2e4bcba0a0c7fc883253a91f45399103dafe517556720e47034
1349,0 2 6 8 10,5,297,560320,560320,11db848097f18113f2ec517eceb15857e850baab78df993316a8aa1261de5ebf
1350,1 2 6 8 10,5,297,594720,594720,41034e98db21a972d66b9bcff45470bcd8157a02c96260aaba462c81537084fd
1351,0 1 2 6 8 10,6,297,787456,787456,aec30ab2fcfd277346ab0a1fe2a22a73bbe7b09ebe209d5f2f482be57d8a457d
1352,3 6 8 10,4,297,517056,517056,200743484b3ae3fba908c9e53779662d971b051380d9ce8cd9df331dbd7a6ef4
1353,0 3 6 8 10,5,297,709792,709792,7f0920bfde8d7027c817cb4fc5d2dc4884bc8bace0c3e92b6656a1ef1f4b5a29
1354,1 3 6 8 10,5,297,744192,744192,0f0d0ae602858b6512abc88d5929283c1802e710439b34043ef686a499780f24
1355,0 1 3 6 8 10,6,297,936928,936928,6c3487bb9635b4f5aec72bd322859871f2af0ecf5a2c1ff28126f1f2ddbb9ce9
1356,2 3 6 8 10,5,297,619008,619008,4c02f48a2b9b5a91b444f0a37ca30823a914edfc77db57f7067ed125dd7d91b2
1357,0 2 3 6 8 10,6,297,811744,811744,e8bc3769434f6769fe4742a6abfb4aeb2ce868bafec47685c07e5ec8604375ae
1358,1 2 3 6 8 10,6,297,846144,846144,867f45f682459a989bde0041c8cce66ef55f20ec7e52b190ebbfcded9233e395
1359,0 1 2 3 6 8 10,7,297,1038880,1038880,245212f1b197b82c0954d41bbfa667126e16eae0fcd54e24ca214dc64eadd244
1360,4 6 8 10,4,297,446464,446464,01333db2e01bd789a0ccfbe7122f07c67469d6ee95b57ec5ea394b8e673c128f
1361,0 4 6 8 10,5,297,639200,639200,23f70cf422f753f06d9aef65edd682683d426f9a744548c60d0c32f6a9c52273
1362,1 4 6 8 10,5,297,673600,673600,a04201e9c2fd04515c045f9405072be25a082004739fb2f5476674b9c32848a8
1363,0 1 4 6 8 10,6,297,866336,866336,9d4a0ae5ffec1667b023f0517a2c03ffa4be20488642a7d9656c0dfc3ec1a185
1364,2 4 6 8 10,5,297,548416,548416,adbdd353176176dc58c6f80daa64fda1f8195b5393773ddb42b95939f1e424eb
1365,0 2 4 6 8 10,6,297,741152,741152,bfef943042980f382a4ce2bfae4d21978e11f2763f78a650fc4e797978d09775
1366,1 2 4 6 8 10,6,297,775552,775552,834089c88939c0c550c832e942bee202e695a46e7b5d32c51f27f0c7aa2849d4
1367,0 1 2 4 6 8 10,7,297,968288,968288,8dc92c8a503f8fe5ae571d07da0dea57b005144a124fc9efa10ac6ff530f9af0
1368,3 4 6 8 10,5,297,697888,697888,f89cd2aa1760fb2b4411f94667dca62167ce461fb088f411c8c4ee494dd51538
1369,0 3 4 6 8 10,6,297,890624,890624,d39ba25679854d56170d3ddc01e0773c9a85c953e9b004bd4de821ee11b71bcc
1370,1 3 4 6 8 10,6,297,925024,925024,4c658823d475276ee01912259e0672a2b5a8184f69a126a7986c4ac09bb00161
1371,0 1 3 4 6 8 10,7,297,1117760,1117760,c6d01f99de93966f51fbabb25cd162757e77fecfcbac39e19a81cb32536f9059
1372,2 3 4 6 8 10,6,297,799840,799840,ed395cc86a7addf37824c864cb995bcca02d4e6c2b1dd5f452567ef0c8f0504e
1373,0 2 3 4 6 8 10,7,297,992576,992576,eac96d730fe6a662afaeacbd3a5834b2632f37e6bb910d7def7b6ca3f825f834
1374,1 2 3 4 6 8 10,7,297,1026976,1026976,506419719cd8fe2c87c28a719a441ec01600d9a6081d4c29b1bc15c827a5a690
1375,0 1 2 3 4 6 8 10,8,297,1219712,1219712,372a55410d5a029ad27f1208eeab940d811838404bf88b98fad4cfc1499a3f72
1376,5 6 8 10,4,297,317952,317952,d3a11cb02a3629d954059e7fcc90c71808c0c6fda0a72c2e06d666a10960a52a
1377,0 5 6 8 10,5,297,510688,510688,2b58893bbcc8387199ebbf84f5e6b0429b7d4dafe5ce1fa7667dced848a95683
1378,1 5 6 8 10,5,297,545088,545088,047c4fb425ff4f9af39c1bb335b741fcdf66c194f271c7c219db8385daf17493
1379,0 1 5 6 8 10,6,297,737824,737824,e12c4f76f5d8ca772557699072499021941a107c60ea824988f94cd813bd6765
1380,2 5 6 8 10,5,297,419904,419904,920feaec9d669d99b5dc0f8dc0bd319c66ab1537c499b2b583d7cae3bba2fa1e
1381,0 2 5 6 8 10,6,297,612640,612640,51388e5d431748daff005164bc0dd926ce4f617364381bc05af43280fa24ed3b
1382,1 2 5 6 8 10,6,297,647040,647040,69ae0e472ff9d30578b5781f5dab52bc39b8356bf3b25fbfc6f96ab129c50425
1383,0 1 2 5 6 8 10,7,297,839776,839776,f5a44549f81116961056eb542888f858703da9abebd279a9c6a5f7274a8ce7f2
1384,3 5 6 8 10,5,297,569376,569376,62d9022112115e7f309f8240e30ba18cb98888c28f927a0f0109055e99dd452e
1385,0 3 5 6 8 10,6,297,762112,762112,450d4557d12d9b858b936ef3824c350ca21ca4b7bde59774f6f20559d11c92ed
1386,1 3 5 6 8 10,6,297,796512,796512,1e1343d4d6d80fb8c9233dc935c97c57f48c2fae3223f013a6a2ddcadbce44e9
1387,0 1 3 5 6 8 10,7,297,989248,989248,fbc1f459ca5a173bbea013665352b2bff740af2559f4e6917b1034b59db5a62d
1388,2 3 5 6 8 10,6,297,671328,671328,00b14d575c73092c673e315a6070e2aa84fbb69c3e876956dcf9e6b6ab96b1fc
1389,0 2 3 5 6 8 10,7,297,864064,864064,27e24c89239d0609646cb817340a7c9c7355d7d269d90fe01c3aa4a556cdc91c
1390,1 2 3 5 6 8 10,7,297,898464,898464,ce9b977c949c4c215517e1b95ed0636daf6d175c75e78100d0a23256d82194e2
1391,0 1 2 3 5 6 8 10,8,297,1091200,1091200,52e5d35237f4ba60cd37a92eb3953a482ebfc71bb3b28931f03feb7ff9c05221
1392,4 5 6 8 10,5,297,498784,498784,1388d3ec8275d343037c788e17620421abd7be68801c3fab50b475363380cfe5
1393,0 4 5 6 8 10,6,297,691520,691520,7a712bda9a6f8e51abc096d24526f051ec6a8e0c1b99e467918c4c32f0e0760e
1394,1 4 5 6 8 10,6,297,725920,725920,41682a959328b3f1ce8215c278c0cbe686475ea029501d64ce13457d61b8ff8f
1395,0 1 4 5 6 8 10,7,297,918656,918656,79e81688ca67a6dd2f9f84f44045ee25751142676b0082280959a3a6a87c8716
1396,2 4 5 6 8 10,6,297,600736,600736,94f173fad6ccdda8bb943eae81ab2b5381fe239ada313ed2a93575cb8210c5af
1397,0 2 4 5 6 8 10,7,297,793472,793472,c45d2a814d65cfaea697f8993323433e51a81517fc34acd4b941966271c7c4b0
1398,1 2 4 5 6 8 10,7,297,827872,827872,80f43bd36afb89daee41e0d505fb82855d50f5fa0437a90769570b422e13f799
1399,0 1 2 4 5 6 8 10,8,297,1020608,1020608,c2a950c1d9d0efca09a76d5e25a295a9d9fbb5f745cb158ce2caf5a3915b7765
1400,3 4 5 6 8 10,6,297,750208,750208,26a2a3e87ccd94e74f41bb383263d5d0327adceeae86dddb3559073be9b9c246
1401,0 3 4 5 6 8 10,7,297,942944,942944,587112d5a5f38090db8de36dd7095ad9ed55d911ac2a5f4194067cf79e859cf5
1402,1 3 4 5 6 8 10,7,297,977344,977344,ac957e1579fe07592b1b60003237cf520bd9c20e759d67e3e4434302cb006556
1403,0 1 3 4 5 6 8 10,8,297,1170080,1170080,aa7acc9a8ab91aac5b67fe2ac2c5675d312107da0018e92390512947cb787581
1404,2 3 4 5 6 8 10,7,297,852160,852160,33a6526353806d829db0844e9754388cfe8a583d30960e22a5e16b9d971b91bf
1405,0 2 3 4 5 6 8 10,8,297,1044896,1044896,176a7f96c0ca4509561396aec6fd07b89cd6a6779121953d9a81294ff5bc72ff
1406,1 2 3 4 5 6 8 10,8,297,1079296,1079296,10b355ef1ef52f2ff05e46a919b38c41c53b75f34f8363101938f2150d1731af
1407,0 1 2 3 4 5 6 8 10,9,297,1272032,1272032,2b40c78e8daa8be8555079d12e2abebfd8c2cc3793f111d961e682b30fe52aa8
1408,7 8 10,3,297,338464,338464,a0a2d3739e4dc0d0bf505de511a3f80f13f56a9073ab34d9331d9efbd014701a
1409,0 7 8 10,4,297,531200,531200,5f19c5acf5ef005ea3f6dc6af3856af124283a91c703a9a8f2e8418bdc4910bf
1410,1 7 8 10,4,297,565600,565600,80067fa0fc535008e255b7ec3548f713a95a28661a42bde76ca9672ee49ecf6a
1411,0 1 7 8 10,5,297,758336,758336,7dd649e8f4e8f5d8bc9c7b7cfff6717d2328bdc2fafced0a425d18be4b705da3
1412,2 7 8 10,4,297,440416,440416,0a2d9041aee1adb8299c376a8feb00f725681ed333f4c0d4c9cdd10a709c0ad1
1413,0 2 7 8 10,5,297,633152,633152,332515ae35e82a08d8a06dfdb50e5032526f03e2b4767e9974b984d16765ddf8
1414,1 2 7 8 10,5,297,667552,667552,b34d1452d372eed2e7180b9d4f933be9878584175be1174f3aa7d97fb107bc9d
1415,0 1 2 7 8 10,6,297,860288,860288,2420685b71d80aa1c65654bda02a07b4cdb7d441d182c620c2c17e7986c5bdcd
1416,3 7 8 10,4,297,589888,589888,325d485ed3f83bb695b3fbb36b8aa1e532dcd543a95c55d21497ed2eb4ae0c6d
1417,0 3 7 8 10,5,297,782624,782624,ddeee6b137da0ca9878e3e1e213e879ca15bb37d2b5a53950ee9e09c23707555
1418,1 3 7 8 10,5,297,817024,817024,dfe2e9d20536627b098d639ec528aa264ef181407f3a42c325d2950ef7fe6143
1419,0 1 3 7 8 10,6,297,1009760,1009760,01848be41afc0450b811df15e4d27c975ee0696c2e28f57eb0404a702c251fb6
1420,2 3 7 8 10,5,297,691840,691840,095dbb304a6741c212eddb3727290339bf54aad165038ff54dec8829765cb026
1421,0 2 3 7 8 10,6,297,884576,884576,e9c2aa5c5b0974a6ac6e517930510d67020f40fe79d523eef9bed7d30cc2653d
1422,1 2 3 7 8 10,6,297,918976,918976,1f252a8cb3d84b8697120175fda501dae984a0248e13b7a06b4a59cefa6f77a4
1423,0 1 2 3 7 8 10,7,297,1111712,1111712,2f9a5352040be149a193dd05254b9517dd61e532e9dcfde1910fa8bdfcd812ae
1424,4 7 8 10,4,297,519296,519296,6bef7081a46fddb1ca3b9648c3e03873dc3c1a5cee114c3cb6dde4ea7f2ea369
1425,0 4 7 8 10,5,297,712032,712032,3a4dc77b049929cde397187818ac4020afa1226e01e22911cd4a06b8bb22d87a
1426,1 4 7 8 10,5,297,746432,746432,73987550eedc6779c81c12e9c2f5baf7e61d1c5f1724c230bd2eb7ecab77e2ff
1427,0 1 4 7 8 10,6,297,939168,939168,fc864b2ae962f8ab528602631ad7cd5cb5f41e789d6beb84d2cdc8b50b6f1c43
1428,2 4 7 8 10,5,297,621248,621248,5b512e13f3d25a7f23c435e98d28fe58dbfe66e52f38ba484c93cdda3334fb1b
1429,0 2 4 7 8 10,6,297,813984,813984,0f4f3512f7b00111b652f6d7f6aff40dd7769ac6f2325ee3f3ac5643a742854d
1430,1 2 4 7 8 10,6,297,848384,848384,97c42cefcc37ef9d1a71c2dc0aae72406a3592eb649128ce2f81c2dbfbdb5303
1431,0 1 2 4 7 8 10,7,297,1041120,1041120,5bad95bdccdf43aa348acc5be4aed841cbc6bebbb40585eb4a4e12c92ccfc071
1432,3 4 7 8 10,5,297,770720,770720,45506312875b2c0febaaa1b308de8d3af6e6b66707e91df6fe1dccbe8f772bc5
1433,0 3 4 7 8 10,6,297,963456,963456,9a81575d43b56508919bcf5b88f1dbd44f294af579e49ab7ebcd96b76223874a
1434,1 3 4 7 8 10,6,297,997856,997856,958bd4895e5c119dbb52fdc7fe90ea656448cc0042a46c079a5b8f7d024557ad
1435,0 1 3 4 7 8 10,7,297,1190592,1190592,b632bb0d680f622de826a54bd26b80a8b38b8452640b3c1f4a0b51b5ae4658ff
1436,2 3 4 7 8 10,6,297,872672,872672,bcea1ef5e14aa03d92b4ebbdc821e59765e56e05a608e563adb19383f3837d48
1437,0 2 3 4 7 8 10,7,297,1065408,1065408,eeea66dc5cbe465dd132afd94df998e86013d43e19ec0c7dc938e8a1b3dd1143
1438,1 2 3 4 7 8 10,7,297,1099808,1099808,8c874d9ac84878d42bc6071b3871a44c1ae738c61a13a3401791ea906bd24dbf
1439,0 1 2 3 4 7 8 10,8,297,1292544,1292544,0f06956a44a2c313d5afd8224b5fc89ce0d17173c90739927c59307a07652eca
1440,5 7 8 10,4,297,390784,390784,91da9fdacc39f3081d05a3c512cff5d6f9fb1a4d11946da13e653e082ea06f23
1441,0 5 7 8 10,5,297,583520,583520,d5a16baefd9c631e550d17fe65f820fbbb13e4776f024e3965fb0d7728eff832
1442,1 5 7 8 10,5,297,617920,617920,82fc1011b793b87d4368b0b3e2526ab307dac8d9a94381817761c4d385f7d05a
