virtual_graft_cell_id,word_length,word_symbol_0_id,word_symbol_1_id,word_symbol_2_id,word_symbol_3_id,word_symbol_4_id,word_symbol_5_id,word_symbol_6_id,word_symbol_7_id,word_symbol_8_id,word_symbol_9_id,word_symbol_10_id,word_symbol_11_id,word_symbol_12_id,word_symbol_13_id,word_symbol_14_id,word_symbol_15_id,left_edit_radius,right_edit_radius,trace_node_count,trace_node_0_id,trace_node_1_id,trace_node_2_id,trace_node_3_id,trace_node_4_id,trace_node_5_id,trace_node_6_id,trace_node_7_id,trace_node_8_id,trace_node_9_id,trace_node_10_id,trace_node_11_id,trace_node_12_id,trace_node_13_id,trace_node_14_id,trace_node_15_id,trace_node_16_id,trace_node_17_id,trace_node_18_id,trace_node_19_id,metric_gromov_delta_twice,trace_signature_total_variation,first_return_closed_path_count,normalized_tail_template_count,template_lift_count_min,template_lift_count_max,all_four_lift_flag,tail_entry_9_path_count,tail_entry_10_path_count,tail_entry_11_path_count,tail_entry_13_path_count,virtual_31_28_admissible_flag,virtual_50_34_admissible_flag,adjacent_native_component_count,adjacent_native_component_mask,adjacent_left_component_flag,adjacent_right_component_flag,left_right_bridge_flag,direct_boundary_bridge_flag,closed_ge24_template_ge6_flag,clear_flag,exact24_six_all_four_flag
10,14,2,1,3,4,5,5,2,5,5,2,5,4,4,5,-1,-1,3,99,8,48,42,27,31,50,54,45,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,161,320,8,40,40,0,0,160,160,0,1,1,0,0,0,0,0,0,1,0,0
11,15,2,1,3,4,5,5,2,5,4,1,5,2,1,4,5,-1,3,99,8,48,42,27,31,50,54,45,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,161,32,2,16,16,0,0,0,32,0,1,1,1,1,1,0,0,0,0,0,0
12,15,2,1,3,4,5,5,2,5,4,4,5,2,1,4,5,-1,3,99,8,48,42,27,31,50,54,45,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,161,192,3,64,64,0,0,0,0,192,1,1,1,1,1,0,0,0,0,0,0
13,10,2,1,5,2,5,5,2,1,4,5,-1,-1,-1,-1,-1,-1,3,3,9,48,42,27,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,7,7,1,1,0,3,1,0,3,1,1,0,0,0,0,0,0,0,0,0
14,11,2,1,5,2,2,5,5,2,1,4,5,-1,-1,-1,-1,-1,3,3,10,48,42,27,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,38,9,2,5,0,15,2,6,15,1,1,0,0,0,0,0,0,1,0,0
15,12,2,1,5,2,5,2,5,5,2,1,4,5,-1,-1,-1,-1,3,3,11,48,42,27,29,45,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,7,7,1,1,0,3,1,0,3,1,1,0,0,0,0,0,0,0,0,0
16,13,2,1,5,2,1,5,2,5,5,2,1,4,5,-1,-1,-1,99,3,9,48,42,27,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,7,7,1,1,0,3,1,0,3,1,1,0,0,0,0,0,0,0,0,0
17,13,2,1,5,2,5,2,2,5,5,2,1,4,5,-1,-1,-1,3,99,11,48,42,27,29,45,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,38,9,2,5,0,15,2,6,15,1,1,0,0,0,0,0,0,1,0,0
18,13,2,1,5,2,5,5,2,5,5,2,1,4,5,-1,-1,-1,3,99,9,48,42,27,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,38,9,2,5,0,15,2,6,15,1,1,0,0,0,0,0,0,1,0,0
19,11,2,1,5,2,1,5,5,2,1,4,5,-1,-1,-1,-1,-1,99,3,10,48,42,27,29,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,171,7,7,1,1,0,3,1,0,3,1,1,0,0,0,0,0,0,0,0,0
20,11,2,1,5,5,2,5,5,2,1,4,5,-1,-1,-1,-1,-1,3,3,10,48,42,27,29,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,171,38,9,2,5,0,15,2,6,15,1,1,0,0,0,0,0,0,1,0,0
21,12,2,1,5,5,1,1,5,5,2,1,4,5,-1,-1,-1,-1,3,3,12,48,42,27,29,35,25,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,171,63,7,9,9,0,27,9,0,27,1,1,0,0,0,0,0,0,1,0,0
22,12,2,1,5,5,2,2,5,5,2,1,4,5,-1,-1,-1,-1,3,3,12,48,42,27,29,35,45,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,171,187,9,12,25,0,75,13,24,75,1,1,0,0,0,0,0,0,1,0,0
23,13,2,1,3,4,5,5,4,1,5,2,1,4,5,-1,-1,-1,3,99,11,48,42,27,31,50,54,34,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,177,24,2,12,12,0,0,0,24,0,1,1,0,0,0,0,0,0,0,0,0
24,10,2,1,1,2,1,5,2,1,4,5,-1,-1,-1,-1,-1,-1,99,3,8,48,42,27,22,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,10,2,5,5,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0
25,11,2,1,1,4,5,2,5,2,1,4,5,-1,-1,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,12,3,4,4,1,0,4,8,0,1,1,0,0,0,0,0,0,0,0,0
26,11,2,1,1,4,5,2,5,5,1,4,5,-1,-1,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,20,5,4,4,1,0,8,12,0,1,1,0,0,0,0,0,0,0,0,0
27,11,2,1,1,4,5,2,5,5,2,1,5,-1,-1,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,40,10,4,4,1,0,20,20,0,1,1,0,0,0,0,0,0,1,1,0
28,12,2,1,1,2,1,2,1,5,2,1,4,5,-1,-1,-1,-1,99,3,10,48,42,27,22,26,22,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,10,2,5,5,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0
29,12,2,1,1,4,5,1,4,5,2,1,4,5,-1,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,12,3,4,4,1,0,0,0,12,1,1,1,1,1,0,0,0,0,0,0
30,12,2,1,1,4,5,2,1,5,2,1,4,5,-1,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,16,2,8,8,0,0,0,16,0,1,1,0,0,0,0,0,0,0,0,0
31,12,2,1,1,4,5,2,2,5,2,1,4,5,-1,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,60,3,20,20,0,0,20,40,0,1,1,0,0,0,0,0,0,0,0,0
32,12,2,1,1,4,5,2,2,5,5,1,4,5,-1,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,100,5,20,20,0,0,40,60,0,1,1,0,0,0,0,0,0,0,0,0
33,12,2,1,1,4,5,2,2,5,5,2,1,5,-1,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,200,10,20,20,0,0,100,100,0,1,1,0,0,0,0,0,0,1,0,0
34,12,2,1,1,4,5,2,5,1,2,1,4,5,-1,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,4,1,4,4,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0
35,12,2,1,1,4,5,2,5,2,2,1,4,5,-1,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,36,9,4,4,1,0,16,20,0,1,1,0,0,0,0,0,0,1,1,0
36,12,2,1,1,4,5,2,5,5,1,1,4,5,-1,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,40,6,4,8,0,16,8,0,16,1,1,0,0,0,0,0,0,1,0,0
37,12,2,1,1,4,5,2,5,5,2,1,1,5,-1,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,140,21,4,8,0,56,8,20,56,1,1,0,0,0,0,0,0,1,0,0
38,12,2,1,1,4,5,2,5,5,2,1,2,5,-1,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,80,12,4,8,0,32,4,12,32,1,1,0,0,0,0,0,0,1,0,0
39,12,2,1,1,4,5,2,5,5,2,1,4,3,-1,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,120,18,4,8,0,48,8,16,48,1,1,0,0,0,0,0,0,1,0,0
40,12,2,1,1,4,5,2,5,5,2,1,4,5,-1,-1,-1,-1,2,3,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,60,9,4,8,0,24,4,8,24,1,1,0,0,0,0,0,0,1,0,0
41,12,2,1,1,4,5,2,5,5,2,1,5,5,-1,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,120,18,4,8,0,48,12,12,48,1,1,0,0,0,0,0,0,1,0,0
42,12,2,1,1,4,5,2,5,5,5,1,4,5,-1,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,52,9,4,8,0,16,8,12,16,1,1,0,0,0,0,0,0,1,0,0
43,13,2,1,1,4,4,5,2,5,5,2,1,4,5,-1,-1,-1,3,3,8,48,42,27,22,24,33,53,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,180,9,12,24,0,72,12,24,72,1,1,0,0,0,0,0,0,1,0,0
44,13,2,1,1,4,5,1,4,5,2,2,1,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,36,9,4,4,1,0,16,20,0,1,1,1,1,1,0,0,0,1,1,0
45,13,2,1,1,4,5,2,1,2,5,2,1,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,20,3,4,12,0,0,12,8,0,1,1,0,0,0,0,0,0,0,0,0
46,13,2,1,1,4,5,2,1,2,5,5,1,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,36,5,4,12,0,0,24,12,0,1,1,0,0,0,0,0,0,0,0,0
47,13,2,1,1,4,5,2,1,2,5,5,2,1,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,80,10,4,12,0,0,60,20,0,1,1,0,0,0,0,0,0,1,0,0
48,13,2,1,1,4,5,2,1,5,5,2,1,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,56,7,8,8,0,24,8,0,24,1,1,0,0,0,0,0,0,1,0,0
49,13,2,1,1,4,5,2,2,1,5,2,1,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,32,2,16,16,0,0,0,32,0,1,1,0,0,0,0,0,0,0,0,0
50,13,2,1,1,4,5,2,2,2,5,2,1,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,156,3,52,52,0,0,52,104,0,1,1,0,0,0,0,0,0,0,0,0
51,13,2,1,1,4,5,2,2,5,1,2,1,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,20,1,20,20,0,0,0,20,0,1,1,0,0,0,0,0,0,0,0,0
52,13,2,1,1,4,5,2,2,5,2,2,1,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,180,9,20,20,0,0,80,100,0,1,1,0,0,0,0,0,0,1,0,0
53,13,2,1,1,4,5,2,2,5,5,1,1,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,200,6,20,40,0,80,40,0,80,1,1,0,0,0,0,0,0,1,0,0
54,13,2,1,1,4,5,2,2,5,5,2,1,1,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,700,21,20,40,0,280,40,100,280,1,1,0,0,0,0,0,0,1,0,0
55,13,2,1,1,4,5,2,2,5,5,2,1,2,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,400,12,20,40,0,160,20,60,160,1,1,0,0,0,0,0,0,1,0,0
56,13,2,1,1,4,5,2,2,5,5,2,1,4,3,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,600,18,20,40,0,240,40,80,240,1,1,0,0,0,0,0,0,1,0,0
57,13,2,1,1,4,5,2,2,5,5,2,1,4,5,-1,-1,-1,2,3,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,300,9,20,40,0,120,20,40,120,1,1,0,0,0,0,0,0,1,0,0
58,13,2,1,1,4,5,2,2,5,5,2,1,5,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,600,18,20,40,0,240,60,60,240,1,1,0,0,0,0,0,0,1,0,0
59,13,2,1,1,4,5,2,2,5,5,5,1,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,260,9,20,40,0,80,40,60,80,1,1,0,0,0,0,0,0,1,0,0
60,13,2,1,1,4,5,2,5,2,5,2,1,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,12,3,4,4,1,0,4,8,0,1,1,0,0,0,0,0,0,0,0,0
61,13,2,1,1,4,5,2,5,5,1,2,1,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,20,1,20,20,0,0,0,20,0,1,1,0,0,0,0,0,0,0,0,0
62,13,2,1,1,4,5,2,5,5,2,1,1,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,120,6,20,20,0,0,80,40,0,1,1,0,0,0,0,0,0,1,0,0
63,13,2,1,1,4,5,2,5,5,2,1,3,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,120,6,20,20,0,0,80,40,0,1,1,0,0,0,0,0,0,1,0,0
64,13,2,1,1,4,5,2,5,5,2,1,4,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,180,9,20,20,0,0,120,60,0,1,1,0,0,0,0,0,0,1,0,0
65,13,2,1,1,4,5,2,5,5,2,1,4,5,2,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,120,6,20,20,0,0,80,40,0,1,1,0,0,0,0,0,0,1,0,0
66,13,2,1,1,4,5,2,5,5,2,1,4,5,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,180,9,20,20,0,0,120,60,0,1,1,0,0,0,0,0,0,1,0,0
67,13,2,1,1,4,5,2,5,5,2,2,1,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,180,9,20,20,0,0,80,100,0,1,1,0,0,0,0,0,0,1,0,0
68,13,2,1,1,4,5,2,5,5,2,5,1,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,20,1,20,20,0,0,0,20,0,1,1,0,0,0,0,0,0,0,0,0
69,13,2,1,1,4,5,2,5,5,5,2,1,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,156,9,16,20,0,48,20,40,48,1,1,0,0,0,0,0,0,1,0,0
70,13,2,1,2,1,4,5,2,5,5,2,1,4,5,-1,-1,-1,3,99,8,48,42,27,26,22,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,30,9,2,4,0,12,2,4,12,1,1,0,0,0,0,0,0,1,0,0
71,14,2,1,1,4,4,5,2,2,5,5,2,1,4,5,-1,-1,3,99,8,48,42,27,22,24,33,53,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,900,9,60,120,0,360,60,120,360,1,1,0,0,0,0,0,0,1,0,0
72,14,2,1,1,4,5,1,4,5,2,5,2,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,12,3,4,4,1,0,4,8,0,1,1,1,1,1,0,0,0,0,0,0
73,14,2,1,1,4,5,2,1,1,5,5,2,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,196,7,28,28,0,84,28,0,84,1,1,0,0,0,0,0,0,1,0,0
74,14,2,1,1,4,5,2,1,2,1,5,2,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,16,2,8,8,0,0,0,16,0,1,1,0,0,0,0,0,0,0,0,0
75,14,2,1,1,4,5,2,1,2,2,5,2,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,88,3,24,32,0,0,24,64,0,1,1,0,0,0,0,0,0,0,0,0
76,14,2,1,1,4,5,2,1,2,5,1,2,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,12,1,12,12,0,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0
77,14,2,1,1,4,5,2,1,2,5,2,2,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,76,9,4,12,0,0,16,60,0,1,1,0,0,0,0,0,0,1,0,0
78,14,2,1,1,4,5,2,1,2,5,5,1,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,72,6,4,16,0,32,8,0,32,1,1,0,0,0,0,0,0,1,0,0
79,14,2,1,1,4,5,2,1,2,5,5,2,1,1,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,292,21,4,16,0,112,8,60,112,1,1,0,0,0,0,0,0,1,0,0
80,14,2,1,1,4,5,2,1,2,5,5,2,1,2,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,168,12,4,16,0,64,4,36,64,1,1,0,0,0,0,0,0,1,0,0
81,14,2,1,1,4,5,2,1,2,5,5,2,1,4,3,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,248,18,4,16,0,96,8,48,96,1,1,0,0,0,0,0,0,1,0,0
82,14,2,1,1,4,5,2,1,2,5,5,2,1,4,5,-1,-1,2,3,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,124,9,4,16,0,48,4,24,48,1,1,0,0,0,0,0,0,1,0,0
83,14,2,1,1,4,5,2,1,2,5,5,2,1,5,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,240,18,4,16,0,96,12,36,96,1,1,0,0,0,0,0,0,1,0,0
84,14,2,1,1,4,5,2,1,2,5,5,5,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,108,9,4,16,0,32,8,36,32,1,1,0,0,0,0,0,0,1,0,0
85,14,2,1,1,4,5,2,1,4,5,5,2,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,72,6,12,12,0,36,12,24,0,1,1,0,0,0,0,0,0,1,0,0
86,14,2,1,1,4,5,2,1,5,5,5,2,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,160,9,16,24,0,48,16,48,48,1,1,0,0,0,0,0,0,1,0,0
87,14,2,1,1,4,5,2,2,1,5,5,2,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,112,7,16,16,0,48,16,0,48,1,1,0,0,0,0,0,0,1,0,0
88,14,2,1,1,4,5,2,2,2,5,5,2,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,780,9,52,104,0,312,52,104,312,1,1,0,0,0,0,0,0,1,0,0
