local_unit_column,full_unit_column,source_sector,raw_sector,i,j,relation_alpha,coefficient_mod_1000003,coefficient_source
0,193,5,21,0,0,983,253907,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,227,312501,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,228,687502,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,229,312501,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,230,312501,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,231,687502,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,232,687502,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,234,687502,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,240,312501,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,271,155403,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,274,155403,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,276,844600,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,279,844600,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,281,155403,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,283,844600,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,285,844600,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,290,155403,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,761,167921,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,762,832082,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,763,832082,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,764,167921,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,765,832082,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,766,167921,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,769,832082,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,770,167921,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,886,417970,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,890,417970,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,893,253907,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,895,746096,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,896,582033,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,897,417970,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,907,582033,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,908,417970,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,909,582033,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,910,253907,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,912,746096,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,916,582033,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,917,253907,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,921,582033,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,923,253907,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,926,582033,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,927,417970,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,928,582033,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,930,582033,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,932,253907,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,934,746096,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,935,417970,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,938,417970,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,940,253907,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,941,582033,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,943,582033,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,945,417970,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,951,417970,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,954,417970,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,955,746096,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,956,253907,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,960,582033,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,961,253907,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,962,582033,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,964,417970,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,965,746096,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,969,417970,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,973,253907,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,975,253907,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,977,746096,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,978,746096,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,981,746096,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,982,746096,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
1,194,5,21,0,1,983,746096,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
2,195,5,21,1,0,271,844600,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
2,195,5,21,1,0,274,844600,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
2,195,5,21,1,0,276,155403,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
2,195,5,21,1,0,279,155403,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
2,195,5,21,1,0,281,844600,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
2,195,5,21,1,0,283,155403,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
2,195,5,21,1,0,285,155403,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
2,195,5,21,1,0,290,844600,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
3,196,5,21,1,1,227,312501,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
3,196,5,21,1,1,228,687502,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
3,196,5,21,1,1,229,312501,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
3,196,5,21,1,1,230,312501,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
3,196,5,21,1,1,231,687502,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
3,196,5,21,1,1,232,687502,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
3,196,5,21,1,1,234,687502,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
3,196,5,21,1,1,240,312501,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
3,196,5,21,1,1,271,155403,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
3,196,5,21,1,1,274,155403,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
3,196,5,21,1,1,276,844600,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
3,196,5,21,1,1,279,844600,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
3,196,5,21,1,1,281,155403,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
3,196,5,21,1,1,283,844600,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
3,196,5,21,1,1,285,844600,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
3,196,5,21,1,1,290,155403,CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE
