source_sector,raw_sector,block_dimension,target_i,target_j,source_a,source_b,coefficient_mod_1000003
0,32,10,0,1,2,5,940970
0,32,10,0,1,2,6,47216
0,32,10,0,1,2,7,360648
0,32,10,0,1,2,8,379769
0,32,10,0,1,2,9,248259
0,32,10,0,1,3,0,311618
0,32,10,0,1,3,1,605356
0,32,10,0,1,3,2,307670
0,32,10,0,1,3,3,665170
0,32,10,0,1,3,4,183048
0,32,10,0,1,3,5,74486
0,32,10,0,1,3,6,267666
0,32,10,0,1,3,7,746633
0,32,10,0,1,3,8,417761
0,32,10,0,1,3,9,451380
0,32,10,0,1,4,0,605104
0,32,10,0,1,4,1,186961
0,32,10,0,1,4,2,399971
0,32,10,0,1,4,3,864721
0,32,10,0,1,4,4,437963
0,32,10,0,1,4,5,496833
0,32,10,0,1,4,6,747967
0,32,10,0,1,4,7,670622
0,32,10,0,1,4,8,443089
0,32,10,0,1,4,9,586794
0,32,10,0,1,5,0,605104
0,32,10,0,1,5,1,186961
0,32,10,0,1,5,2,399971
0,32,10,0,1,5,3,864721
0,32,10,0,1,5,4,437963
0,32,10,0,1,5,5,496833
0,32,10,0,1,5,6,747967
0,32,10,0,1,5,7,670622
0,32,10,0,1,5,8,443089
0,32,10,0,1,5,9,586794
0,32,10,0,1,6,0,577906
0,32,10,0,1,6,1,151339
0,32,10,0,1,6,2,576919
0,32,10,0,1,6,3,666294
0,32,10,0,1,6,4,45762
0,32,10,0,1,6,5,518623
0,32,10,0,1,6,6,566918
0,32,10,0,1,6,7,436659
0,32,10,0,1,6,8,354441
0,32,10,0,1,6,9,112845
0,32,10,0,1,7,0,329750
0,32,10,0,1,7,1,629104
0,32,10,0,1,7,2,523039
0,32,10,0,1,7,3,130786
0,32,10,0,1,7,4,111181
0,32,10,0,1,7,5,726628
0,32,10,0,1,7,6,55031
0,32,10,0,1,7,7,569274
0,32,10,0,1,7,8,810194
0,32,10,0,1,7,9,767346
0,32,10,0,1,8,0,614170
0,32,10,0,1,8,1,198835
0,32,10,0,1,8,2,7654
0,32,10,0,1,8,3,597529
0,32,10,0,1,8,4,902031
0,32,10,0,1,8,5,822904
0,32,10,0,1,8,6,141648
0,32,10,0,1,8,7,81941
0,32,10,0,1,8,8,139304
0,32,10,0,1,8,9,744777
0,32,10,0,1,9,0,293486
0,32,10,0,1,9,1,581608
0,32,10,0,1,9,2,92301
0,32,10,0,1,9,3,199551
0,32,10,0,1,9,4,254915
0,32,10,0,1,9,5,422347
0,32,10,0,1,9,6,480301
0,32,10,0,1,9,7,923992
0,32,10,0,1,9,8,25328
0,32,10,0,1,9,9,135414
0,32,10,0,2,0,0,200183
0,32,10,0,2,0,1,137782
0,32,10,0,2,0,2,198134
0,32,10,0,2,0,3,810185
0,32,10,0,2,0,4,516239
0,32,10,0,2,0,5,664910
0,32,10,0,2,0,6,904269
0,32,10,0,2,0,7,585835
0,32,10,0,2,0,8,567104
0,32,10,0,2,0,9,139213
0,32,10,0,2,1,0,600169
0,32,10,0,2,1,1,959636
0,32,10,0,2,1,2,348290
0,32,10,0,2,1,3,659336
0,32,10,0,2,1,4,889887
0,32,10,0,2,1,5,776168
0,32,10,0,2,1,6,78911
0,32,10,0,2,1,7,620349
0,32,10,0,2,1,8,186511
0,32,10,0,2,1,9,710947
0,32,10,0,2,2,0,600169
0,32,10,0,2,2,1,959636
0,32,10,0,2,2,2,348290
0,32,10,0,2,2,3,659336
0,32,10,0,2,2,4,889887
0,32,10,0,2,2,5,776168
0,32,10,0,2,2,6,78911
0,32,10,0,2,2,7,620349
0,32,10,0,2,2,8,186511
0,32,10,0,2,2,9,710947
0,32,10,0,2,3,0,304
0,32,10,0,2,3,1,562971
0,32,10,0,2,3,2,996892
0,32,10,0,2,3,3,16971
0,32,10,0,2,3,4,527064
0,32,10,0,2,3,5,774849
0,32,10,0,2,3,6,507112
0,32,10,0,2,3,7,309723
0,32,10,0,2,3,8,611839
0,32,10,0,2,3,9,565356
0,32,10,0,2,4,0,600397
0,32,10,0,2,4,1,631862
0,32,10,0,2,4,2,95956
0,32,10,0,2,4,3,922065
0,32,10,0,2,4,4,285182
0,32,10,0,2,4,5,107301
0,32,10,0,2,4,6,459245
0,32,10,0,2,4,7,102639
0,32,10,0,2,4,8,895391
0,32,10,0,2,4,9,134961
0,32,10,0,2,5,0,600397
0,32,10,0,2,5,1,631862
0,32,10,0,2,5,2,95956
0,32,10,0,2,5,3,922065
0,32,10,0,2,5,4,285182
0,32,10,0,2,5,5,107301
0,32,10,0,2,5,6,459245
0,32,10,0,2,5,7,102639
0,32,10,0,2,5,8,895391
0,32,10,0,2,5,9,134961
0,32,10,0,2,6,0,76
0,32,10,0,2,6,1,890745
0,32,10,0,2,6,2,249223
0,32,10,0,2,6,3,754245
0,32,10,0,2,6,4,131766
0,32,10,0,2,6,5,443713
0,32,10,0,2,6,6,126778
0,32,10,0,2,6,7,827433
0,32,10,0,2,6,8,902962
0,32,10,0,2,6,9,141339
0,32,10,0,2,7,0,400518
0,32,10,0,2,7,1,57048
0,32,10,0,2,7,2,894714
0,32,10,0,2,7,3,128851
0,32,10,0,2,7,4,296007
0,32,10,0,2,7,5,217240
0,32,10,0,2,7,6,62088
0,32,10,0,2,7,7,826530
0,32,10,0,2,7,8,940126
0,32,10,0,2,7,9,561104
0,32,10,0,2,8,0,800504
0,32,10,0,2,8,1,878902
0,32,10,0,2,8,2,44867
0,32,10,0,2,8,3,978005
0,32,10,0,2,8,4,669655
0,32,10,0,2,8,5,328498
0,32,10,0,2,8,6,236733
0,32,10,0,2,8,7,861044
0,32,10,0,2,8,8,559533
0,32,10,0,2,8,9,132835
0,32,10,0,2,9,0,600093
0,32,10,0,2,9,1,68891
0,32,10,0,2,9,2,99067
0,32,10,0,2,9,3,905094
0,32,10,0,2,9,4,758121
0,32,10,0,2,9,5,332455
0,32,10,0,2,9,6,952136
0,32,10,0,2,9,7,792919
0,32,10,0,2,9,8,283552
0,32,10,0,2,9,9,569608
0,32,10,0,3,0,0,217440
0,32,10,0,3,0,1,853189
0,32,10,0,3,0,2,293502
0,32,10,0,3,0,3,903596
0,32,10,0,3,0,4,385676
0,32,10,0,3,0,5,951819
0,32,10,0,3,0,6,260111
0,32,10,0,3,0,7,831476
0,32,10,0,3,0,8,486951
0,32,10,0,3,0,9,215092
0,32,10,0,3,1,0,199320
0,32,10,0,3,1,1,365422
0,32,10,0,3,1,2,769045
0,32,10,0,3,1,3,494962
0,32,10,0,3,1,4,20202
0,32,10,0,3,1,5,622500
0,32,10,0,3,1,6,655103
0,32,10,0,3,1,7,428852
0,32,10,0,3,1,8,196371
0,32,10,0,3,1,9,530502
0,32,10,0,3,2,0,199320
0,32,10,0,3,2,1,365422
0,32,10,0,3,2,2,769045
0,32,10,0,3,2,3,494962
0,32,10,0,3,2,4,20202
0,32,10,0,3,2,5,622500
0,32,10,0,3,2,6,655103
0,32,10,0,3,2,7,428852
0,32,10,0,3,2,8,196371
0,32,10,0,3,2,9,530502
0,32,10,0,3,3,0,362400
0,32,10,0,3,3,1,755313
0,32,10,0,3,3,2,489170
0,32,10,0,3,3,3,172656
0,32,10,0,3,3,4,309459
0,32,10,0,3,3,5,586362
0,32,10,0,3,3,6,100184
0,32,10,0,3,3,7,52456
0,32,10,0,3,3,8,811585
0,32,10,0,3,3,9,691821
0,32,10,0,3,4,0,471120
0,32,10,0,3,4,1,681906
0,32,10,0,3,4,2,635921
0,32,10,0,3,4,3,624454
0,32,10,0,3,4,4,502297
0,32,10,0,3,4,5,562270
0,32,10,0,3,4,6,730241
0,32,10,0,3,4,7,468194
0,32,10,0,3,4,8,555059
0,32,10,0,3,4,9,799367
0,32,10,0,3,5,0,471120
0,32,10,0,3,5,1,681906
0,32,10,0,3,5,2,635921
0,32,10,0,3,5,3,624454
0,32,10,0,3,5,4,502297
0,32,10,0,3,5,5,562270
0,32,10,0,3,5,6,730241
0,32,10,0,3,5,7,468194
0,32,10,0,3,5,8,555059
0,32,10,0,3,5,9,799367
0,32,10,0,3,6,0,90600
0,32,10,0,3,6,1,438829
0,32,10,0,3,6,2,622294
0,32,10,0,3,6,3,43164
0,32,10,0,3,6,4,827367
0,32,10,0,3,6,5,646592
0,32,10,0,3,6,6,25046
0,32,10,0,3,6,7,13114
0,32,10,0,3,6,8,452897
0,32,10,0,3,6,9,422956
0,32,10,0,3,7,0,616080
0,32,10,0,3,7,1,584030
0,32,10,0,3,7,2,831589
0,32,10,0,3,7,3,893517
0,32,10,0,3,7,4,426080
0,32,10,0,3,7,5,196813
0,32,10,0,3,7,6,570314
0,32,10,0,3,7,7,689177
0,32,10,0,3,7,8,879693
0,32,10,0,3,7,9,276093
0,32,10,0,3,8,0,597960
0,32,10,0,3,8,1,96263
0,32,10,0,3,8,2,307129
0,32,10,0,3,8,3,484883
0,32,10,0,3,8,4,60606
0,32,10,0,3,8,5,867497
0,32,10,0,3,8,6,965306
0,32,10,0,3,8,7,286553
0,32,10,0,3,8,8,589113
0,32,10,0,3,8,9,591503
0,32,10,0,3,9,0,108720
0,32,10,0,3,9,1,926596
0,32,10,0,3,9,2,146751
0,32,10,0,3,9,3,451798
0,32,10,0,3,9,4,192838
0,32,10,0,3,9,5,975911
0,32,10,0,3,9,6,630057
0,32,10,0,3,9,7,415738
0,32,10,0,3,9,8,743477
0,32,10,0,3,9,9,107546
0,32,10,0,4,0,0,347000
0,32,10,0,4,0,1,323337
0,32,10,0,4,0,2,413421
0,32,10,0,4,0,3,188617
0,32,10,0,4,0,4,477171
0,32,10,0,4,0,5,964525
0,32,10,0,4,0,6,274374
0,32,10,0,4,0,7,841841
0,32,10,0,4,0,8,326838
0,32,10,0,4,0,9,282566
0,32,10,0,4,1,0,984752
0,32,10,0,4,1,1,546393
0,32,10,0,4,1,2,628970
0,32,10,0,4,1,3,756234
0,32,10,0,4,1,4,187406
0,32,10,0,4,1,5,467480
0,32,10,0,4,1,6,751511
0,32,10,0,4,1,7,688354
0,32,10,0,4,1,8,799603
0,32,10,0,4,1,9,425686
0,32,10,0,4,2,0,984752
0,32,10,0,4,2,1,546393
0,32,10,0,4,2,2,628970
0,32,10,0,4,2,3,756234
0,32,10,0,4,2,4,187406
0,32,10,0,4,2,5,467480
0,32,10,0,4,2,6,751511
0,32,10,0,4,2,7,688354
0,32,10,0,4,2,8,799603
0,32,10,0,4,2,9,425686
0,32,10,0,4,3,0,244999
0,32,10,0,4,3,1,538895
0,32,10,0,4,3,2,689035
0,32,10,0,4,3,3,647696
0,32,10,0,4,3,4,795285
0,32,10,0,4,3,5,940873
0,32,10,0,4,3,6,457290
0,32,10,0,4,3,7,69731
0,32,10,0,4,3,8,544730
0,32,10,0,4,3,9,137609
0,32,10,0,4,4,0,418499
0,32,10,0,4,4,1,200562
0,32,10,0,4,4,2,395744
0,32,10,0,4,4,3,242003
0,32,10,0,4,4,4,533869
0,32,10,0,4,4,5,923134
0,32,10,0,4,4,6,594477
0,32,10,0,4,4,7,990653
0,32,10,0,4,4,8,708149
0,32,10,0,4,4,9,278892
0,32,10,0,4,5,0,418499
0,32,10,0,4,5,1,200562
0,32,10,0,4,5,2,395744
0,32,10,0,4,5,3,242003
0,32,10,0,4,5,4,533869
0,32,10,0,4,5,5,923134
0,32,10,0,4,5,6,594477
0,32,10,0,4,5,7,990653
0,32,10,0,4,5,8,708149
0,32,10,0,4,5,9,278892
0,32,10,0,4,6,0,811252
0,32,10,0,4,6,1,884726
0,32,10,0,4,6,2,922261
0,32,10,0,4,6,3,161924
0,32,10,0,4,6,4,448822
0,32,10,0,4,6,5,485219
0,32,10,0,4,6,6,614324
0,32,10,0,4,6,7,767435
0,32,10,0,4,6,8,636184
0,32,10,0,4,6,9,284403
0,32,10,0,4,7,0,316498
0,32,10,0,4,7,1,416120
0,32,10,0,4,7,2,671358
0,32,10,0,4,7,3,701082
0,32,10,0,4,7,4,851983
0,32,10,0,4,7,5,899482
0,32,10,0,4,7,6,777393
0,32,10,0,4,7,7,218543
0,32,10,0,4,7,8,926041
0,32,10,0,4,7,9,133935
0,32,10,0,4,8,0,954250
0,32,10,0,4,8,1,639176
0,32,10,0,4,8,2,886907
0,32,10,0,4,8,3,268696
0,32,10,0,4,8,4,562218
0,32,10,0,4,8,5,402437
0,32,10,0,4,8,6,254527
0,32,10,0,4,8,7,65056
0,32,10,0,4,8,8,398803
0,32,10,0,4,8,9,277055
0,32,10,0,4,9,0,173500
0,32,10,0,4,9,1,661670
0,32,10,0,4,9,2,706712
0,32,10,0,4,9,3,594310
0,32,10,0,4,9,4,738587
0,32,10,0,4,9,5,982264
0,32,10,0,4,9,6,137187
0,32,10,0,4,9,7,920922
0,32,10,0,4,9,8,163419
0,32,10,0,4,9,9,141283
0,32,10,0,5,0,0,24878
0,32,10,0,5,0,1,457623
0,32,10,0,5,0,2,334625
0,32,10,0,5,0,3,451261
0,32,10,0,5,0,4,276594
0,32,10,0,5,0,5,484543
0,32,10,0,5,0,6,360967
0,32,10,0,5,0,7,964990
0,32,10,0,5,0,8,567079
0,32,10,0,5,0,9,140688
0,32,10,0,5,1,0,189472
0,32,10,0,5,1,1,169487
0,32,10,0,5,1,2,223406
0,32,10,0,5,1,3,996991
0,32,10,0,5,1,4,753546
0,32,10,0,5,1,5,527498
0,32,10,0,5,1,6,414220
0,32,10,0,5,1,7,717907
0,32,10,0,5,1,8,603156
0,32,10,0,5,1,9,128964
0,32,10,0,5,2,0,189472
0,32,10,0,5,2,1,169487
0,32,10,0,5,2,2,223406
0,32,10,0,5,2,3,996991
0,32,10,0,5,2,4,753546
0,32,10,0,5,2,5,527498
0,32,10,0,5,2,6,414220
0,32,10,0,5,2,7,717907
0,32,10,0,5,2,8,603156
0,32,10,0,5,2,9,128964
0,32,10,0,5,3,0,708132
0,32,10,0,5,3,1,762705
0,32,10,0,5,3,2,224374
0,32,10,0,5,3,3,85433
0,32,10,0,5,3,4,460990
0,32,10,0,5,3,5,140903
0,32,10,0,5,3,6,934946
0,32,10,0,5,3,7,941648
0,32,10,0,5,3,8,278463
0,32,10,0,5,3,9,234480
0,32,10,0,5,4,0,720571
0,32,10,0,5,4,1,491515
0,32,10,0,5,4,2,891688
0,32,10,0,5,4,3,811065
0,32,10,0,5,4,4,599287
0,32,10,0,5,4,5,883176
0,32,10,0,5,4,6,615428
0,32,10,0,5,4,7,424140
0,32,10,0,5,4,8,62001
0,32,10,0,5,4,9,304824
0,32,10,0,5,5,0,720571
0,32,10,0,5,5,1,491515
0,32,10,0,5,5,2,891688
0,32,10,0,5,5,3,811065
0,32,10,0,5,5,4,599287
0,32,10,0,5,5,5,883176
0,32,10,0,5,5,6,615428
0,32,10,0,5,5,7,424140
0,32,10,0,5,5,8,62001
0,32,10,0,5,5,9,304824
0,32,10,0,5,6,0,177033
0,32,10,0,5,6,1,440677
0,32,10,0,5,6,2,556095
0,32,10,0,5,6,3,271359
0,32,10,0,5,6,4,615249
0,32,10,0,5,6,5,785228
0,32,10,0,5,6,6,733738
0,32,10,0,5,6,7,235412
0,32,10,0,5,6,8,819618
0,32,10,0,5,6,9,58620
0,32,10,0,5,7,0,403822
0,32,10,0,5,7,1,796597
0,32,10,0,5,7,2,781437
0,32,10,0,5,7,3,445237
0,32,10,0,5,7,4,783683
0,32,10,0,5,7,5,539536
0,32,10,0,5,7,6,189404
0,32,10,0,5,7,7,400798
0,32,10,0,5,7,8,773388
0,32,10,0,5,7,9,398616
0,32,10,0,5,8,0,568416
0,32,10,0,5,8,1,508461
0,32,10,0,5,8,2,670218
0,32,10,0,5,8,3,990967
0,32,10,0,5,8,4,260632
0,32,10,0,5,8,5,582491
0,32,10,0,5,8,6,242657
0,32,10,0,5,8,7,153715
0,32,10,0,5,8,8,809465
0,32,10,0,5,8,9,386892
0,32,10,0,5,9,0,12439
0,32,10,0,5,9,1,728813
0,32,10,0,5,9,2,667314
0,32,10,0,5,9,3,725632
0,32,10,0,5,9,4,138297
0,32,10,0,5,9,5,742273
0,32,10,0,5,9,6,680485
0,32,10,0,5,9,7,482495
0,32,10,0,5,9,8,783541
0,32,10,0,5,9,9,70344
0,32,10,0,6,0,0,481806
0,32,10,0,6,0,1,701166
0,32,10,0,6,0,2,449246
0,32,10,0,6,0,3,325959
0,32,10,0,6,0,4,105564
0,32,10,0,6,0,5,433653
0,32,10,0,6,0,6,986056
0,32,10,0,6,0,7,344561
0,32,10,0,6,0,8,863191
0,32,10,0,6,0,9,815764
0,32,10,0,6,1,0,941657
0,32,10,0,6,1,1,142734
0,32,10,0,6,1,2,578476
0,32,10,0,6,1,3,48795
0,32,10,0,6,1,4,96767
0,32,10,0,6,1,5,647516
0,32,10,0,6,1,6,237216
0,32,10,0,6,1,7,232514
0,32,10,0,6,1,8,874592
0,32,10,0,6,1,9,81115
0,32,10,0,6,2,0,941657
0,32,10,0,6,2,1,142734
0,32,10,0,6,2,2,578476
0,32,10,0,6,2,3,48795
0,32,10,0,6,2,4,96767
0,32,10,0,6,2,5,647516
0,32,10,0,6,2,6,237216
0,32,10,0,6,2,7,232514
0,32,10,0,6,2,8,874592
0,32,10,0,6,2,9,81115
0,32,10,0,6,3,0,803010
0,32,10,0,6,3,1,168607
0,32,10,0,6,3,2,415409
0,32,10,0,6,3,3,543265
0,32,10,0,6,3,4,175940
0,32,10,0,6,3,5,722755
0,32,10,0,6,3,6,976758
0,32,10,0,6,3,7,240934
0,32,10,0,6,3,8,771983
0,32,10,0,6,3,9,692938
0,32,10,0,6,4,0,43910
0,32,10,0,6,4,1,519190
0,32,10,0,6,4,2,640032
0,32,10,0,6,4,3,206243
0,32,10,0,6,4,4,228722
0,32,10,0,6,4,5,439580
0,32,10,0,6,4,6,469783
0,32,10,0,6,4,7,913216
0,32,10,0,6,4,8,703577
0,32,10,0,6,4,9,100817
0,32,10,0,6,5,0,43910
0,32,10,0,6,5,1,519190
0,32,10,0,6,5,2,640032
0,32,10,0,6,5,3,206243
0,32,10,0,6,5,4,228722
0,32,10,0,6,5,5,439580
0,32,10,0,6,5,6,469783
0,32,10,0,6,5,7,913216
0,32,10,0,6,5,8,703577
0,32,10,0,6,5,9,100817
0,32,10,0,6,6,0,700754
0,32,10,0,6,6,1,792154
0,32,10,0,6,6,2,353853
0,32,10,0,6,6,3,385817
0,32,10,0,6,6,4,43985
0,32,10,0,6,6,5,930691
0,32,10,0,6,6,6,744191
0,32,10,0,6,6,7,560235
0,32,10,0,6,6,8,942998
0,32,10,0,6,6,9,673236
0,32,10,0,6,7,0,365114
0,32,10,0,6,7,1,986634
0,32,10,0,6,7,2,606195
0,32,10,0,6,7,3,423549
0,32,10,0,6,7,4,299098
0,32,10,0,6,7,5,728682
0,32,10,0,6,7,6,460485
0,32,10,0,6,7,7,809589
0,32,10,0,6,7,8,612369
0,32,10,0,6,7,9,977994
0,32,10,0,6,8,0,824965
0,32,10,0,6,8,1,428202
0,32,10,0,6,8,2,735425
0,32,10,0,6,8,3,146385
0,32,10,0,6,8,4,290301
0,32,10,0,6,8,5,942545
0,32,10,0,6,8,6,711648
0,32,10,0,6,8,7,697542
0,32,10,0,6,8,8,623770
0,32,10,0,6,8,9,243345
0,32,10,0,6,9,0,240903
0,32,10,0,6,9,1,350583
0,32,10,0,6,9,2,224623
0,32,10,0,6,9,3,662981
0,32,10,0,6,9,4,52782
0,32,10,0,6,9,5,716828
0,32,10,0,6,9,6,493028
0,32,10,0,6,9,7,672282
0,32,10,0,6,9,8,931597
0,32,10,0,6,9,9,407882
0,32,10,0,7,0,0,200166
0,32,10,0,7,0,1,8198
0,32,10,0,7,0,2,817618
0,32,10,0,7,0,3,232080
0,32,10,0,7,0,4,680375
0,32,10,0,7,0,5,183157
0,32,10,0,7,0,6,850728
0,32,10,0,7,0,7,249832
0,32,10,0,7,0,8,954754
0,32,10,0,7,0,9,861009
0,32,10,0,7,1,0,683487
0,32,10,0,7,1,1,174182
0,32,10,0,7,1,2,582816
0,32,10,0,7,1,3,212740
0,32,10,0,7,1,4,40342
0,32,10,0,7,1,5,751229
0,32,10,0,7,1,6,779834
0,32,10,0,7,1,7,562347
0,32,10,0,7,1,8,708524
0,32,10,0,7,1,9,39256
0,32,10,0,7,2,0,683487
0,32,10,0,7,2,1,174182
0,32,10,0,7,2,2,582816
0,32,10,0,7,2,3,212740
0,32,10,0,7,2,4,40342
0,32,10,0,7,2,5,751229
0,32,10,0,7,2,6,779834
0,32,10,0,7,2,7,562347
0,32,10,0,7,2,8,708524
0,32,10,0,7,2,9,39256
0,32,10,0,7,3,0,333610
0,32,10,0,7,3,1,680332
0,32,10,0,7,3,2,696028
0,32,10,0,7,3,3,386800
0,32,10,0,7,3,4,800624
0,32,10,0,7,3,5,638596
0,32,10,0,7,3,6,417877
0,32,10,0,7,3,7,749721
0,32,10,0,7,3,8,924588
0,32,10,0,7,3,9,435012
0,32,10,0,7,4,0,433693
0,32,10,0,7,4,1,684431
0,32,10,0,7,4,2,104834
0,32,10,0,7,4,3,502840
0,32,10,0,7,4,4,640810
0,32,10,0,7,4,5,230173
0,32,10,0,7,4,6,843241
0,32,10,0,7,4,7,874637
0,32,10,0,7,4,8,401962
0,32,10,0,7,4,9,365515
0,32,10,0,7,5,0,433693
0,32,10,0,7,5,1,684431
0,32,10,0,7,5,2,104834
0,32,10,0,7,5,3,502840
0,32,10,0,7,5,4,640810
0,32,10,0,7,5,5,230173
0,32,10,0,7,5,6,843241
0,32,10,0,7,5,7,874637
0,32,10,0,7,5,8,401962
0,32,10,0,7,5,9,365515
0,32,10,0,7,6,0,583404
0,32,10,0,7,6,1,170083
0,32,10,0,7,6,2,174007
0,32,10,0,7,6,3,96700
0,32,10,0,7,6,4,200156
0,32,10,0,7,6,5,159649
0,32,10,0,7,6,6,354470
0,32,10,0,7,6,7,437431
0,32,10,0,7,6,8,231147
0,32,10,0,7,6,9,108753
0,32,10,0,7,7,0,567137
0,32,10,0,7,7,1,356562
0,32,10,0,7,7,2,983247
0,32,10,0,7,7,3,657560
0,32,10,0,7,7,4,761059
0,32,10,0,7,7,5,685612
0,32,10,0,7,7,6,410390
0,32,10,0,7,7,7,374523
0,32,10,0,7,7,8,371796
0,32,10,0,7,7,9,939521
0,32,10,0,7,8,0,50455
0,32,10,0,7,8,1,522546
0,32,10,0,7,8,2,748445
0,32,10,0,7,8,3,638220
0,32,10,0,7,8,4,121026
0,32,10,0,7,8,5,253681
0,32,10,0,7,8,6,339496
0,32,10,0,7,8,7,687038
0,32,10,0,7,8,8,125566
0,32,10,0,7,8,9,117768
0,32,10,0,7,9,0,100083
0,32,10,0,7,9,1,4099
0,32,10,0,7,9,2,408809
0,32,10,0,7,9,3,116040
0,32,10,0,7,9,4,840189
0,32,10,0,7,9,5,591580
0,32,10,0,7,9,6,425364
0,32,10,0,7,9,7,124916
0,32,10,0,7,9,8,477377
0,32,10,0,7,9,9,930506
0,32,10,0,8,0,0,857640
0,32,10,0,8,0,1,794648
0,32,10,0,8,0,2,474931
0,32,10,0,8,0,3,225178
0,32,10,0,8,0,4,419455
0,32,10,0,8,0,5,711281
0,32,10,0,8,0,6,977999
0,32,10,0,8,0,7,779554
0,32,10,0,8,0,8,595049
0,32,10,0,8,0,9,968192
0,32,10,0,8,1,0,786170
0,32,10,0,8,1,1,395093
0,32,10,0,8,1,2,518687
0,32,10,0,8,1,3,39746
0,32,10,0,8,1,4,467834
0,32,10,0,8,1,5,568674
0,32,10,0,8,1,6,313164
0,32,10,0,8,1,7,547924
