pair_id,component_id,left_basis_id,right_basis_id,resistance_num,resistance_den
180,0,30,34,1886413939802369,5373016887354770
181,0,30,35,147923008802311,537301688735477
182,0,30,36,2658483198717501,5373016887354770
183,0,30,44,328063632770208,2686508443677385
184,0,30,47,1976356836790507238069343,4110174338421107110837933
185,0,30,50,2980374495644405022450669,20550871692105535554189665
186,0,30,54,5838761668204641480067377,20550871692105535554189665
187,0,30,59,8121,156584
188,0,30,60,3449068700747737335190812,20550871692105535554189665
189,0,30,61,1824404215595573888826382,4110174338421107110837933
190,0,30,66,57783,548044
191,0,30,67,214367,548044
192,0,30,70,3912997999492802048502877,20550871692105535554189665
193,0,30,71,1770011649916817629335765,4110174338421107110837933
194,0,30,72,5645473938076147758459392,20550871692105535554189665
195,0,30,73,11651544704242863323924112,20550871692105535554189665
196,0,30,89,868482864025903240872787,4110174338421107110837933
197,0,30,103,42323420355560849709240561,180847670890528712876869052
198,0,30,121,2381488316628766694709403169983,9274411106278983982464475593716
199,0,30,122,2814437640740692433336627680471,9274411106278983982464475593716
200,0,30,136,2632915901258662658893581207459,9274411106278983982464475593716
201,0,30,137,3476438760384149629036628521183,9274411106278983982464475593716
202,0,30,138,7408593227859561748689948967087,9274411106278983982464475593716
203,0,31,32,7,37
204,0,31,33,1173634226642,5078465867065
205,0,31,34,2447873431293,5078465867065
206,0,31,35,825204627043,2031386346826
207,0,31,36,3177617532347,5078465867065
208,0,31,44,2570063168329,10156931734130
209,0,31,47,9506470538956568704459,15539411487414393613754
210,0,31,50,21440066538608434569947,77697057437071968068770
211,0,31,54,32246823334677381479651,77697057437071968068770
212,0,31,59,31465,156584
213,0,31,60,23212067314046363918681,77697057437071968068770
214,0,31,61,8931980477728087232841,15539411487414393613754
215,0,31,66,139487,548044
216,0,31,67,296071,548044
217,0,31,70,24966053320643962078651,77697057437071968068770
218,0,31,71,8726337507298006856695,15539411487414393613754
219,0,31,72,31516056869163227522721,77697057437071968068770
220,0,31,73,54223318745029827014081,77697057437071968068770
221,0,31,89,5317911095612130151731,15539411487414393613754
222,0,31,103,124763749847174060144959,341867052723116659502588
223,0,31,121,6797156076294554810478997577,17531968064799591649271220404
224,0,31,122,7615585800513696093328193249,17531968064799591649271220404
225,0,31,136,7272444516048611453549277421,17531968064799591649271220404
226,0,31,137,8867005686418152039831030377,17531968064799591649271220404
227,0,31,138,16300189934953902738608573753,17531968064799591649271220404
228,0,32,33,5752523971,137255834245
229,0,32,34,40191421394,137255834245
230,0,32,35,11915899761,54902333698
231,0,32,36,59914234936,137255834245
232,0,32,44,17526526727,274511668490
233,0,32,47,177475185923661275945,419984094254443070642
234,0,32,50,182179006478457489121,2099920471272215353210
235,0,32,54,474253514480320919113,2099920471272215353210
236,0,32,59,16377,156584
237,0,32,60,230070919328131255303,2099920471272215353210
238,0,32,61,161948427512080695631,419984094254443070642
239,0,32,66,86679,548044
240,0,32,67,243263,548044
241,0,32,70,277475946533471746113,2099920471272215353210
242,0,32,71,156390509392348793573,419984094254443070642
243,0,32,72,454503069466424866223,2099920471272215353210
244,0,32,73,1068212849895251879503,2099920471272215353210
245,0,32,89,64270876644081855601,419984094254443070642
246,0,32,103,1623951333297022358543,9239650073597747554124
247,0,32,121,94062087924982751236540809,473836974724313287818141092
248,0,32,122,116181810201175758881113665,473836974724313287818141092
249,0,32,136,106907721431849146995197021,473836974724313287818141092
250,0,32,137,150003969279674568246055209,473836974724313287818141092
251,0,32,138,350900840861721884429232057,473836974724313287818141092
252,0,33,34,36826441171,137255834245
253,0,33,35,54143847007,274511668490
254,0,33,36,56951401809,137255834245
255,0,33,44,6532689273,274511668490
256,0,33,47,803276829370643125359,2099920471272215353210
257,0,33,50,19615981246158846951,419984094254443070642
258,0,33,54,390154414232657664747,2099920471272215353210
259,0,33,59,3148592010905429,21492067549419080
260,0,33,60,145971819080468000937,2099920471272215353210
261,0,33,61,725643037312740223789,2099920471272215353210
262,0,33,66,15049834703685079,75222236422966780
263,0,33,67,36541902253104159,75222236422966780
264,0,33,70,193376846285808491747,2099920471272215353210
265,0,33,71,697853446714080713499,2099920471272215353210
266,0,33,72,370403969218761611857,2099920471272215353210
267,0,33,73,984113749647588625137,2099920471272215353210
268,0,33,89,237255282972746023639,2099920471272215353210
269,0,33,103,6269576461036520196663,46198250367988737770620
270,0,33,121,375427648148893633362369329,2369184873621566439090705460
271,0,33,122,486026259529858671585233609,2369184873621566439090705460
272,0,33,136,439655815683225612155650389,2369184873621566439090705460
273,0,33,137,655137054922352718409941329,2369184873621566439090705460
274,0,33,138,1659621412832589299325825569,2369184873621566439090705460
275,0,34,35,97520569713,274511668490
276,0,34,36,86525808534,137255834245
277,0,34,44,75131886323,274511668490
278,0,34,47,1328037248446887854809,2099920471272215353210
279,0,34,50,124568065061407792841,419984094254443070642
280,0,34,54,914914833308902394197,2099920471272215353210
281,0,34,59,8541172324988461,21492067549419080
282,0,34,60,670732238156712730387,2099920471272215353210
283,0,34,61,1250403456388984953239,2099920471272215353210
284,0,34,66,33923865802975691,75222236422966780
285,0,34,67,55415933352394771,75222236422966780
286,0,34,70,718137265362053221197,2099920471272215353210
287,0,34,71,1222613865790325442949,2099920471272215353210
288,0,34,72,895164388295006341307,2099920471272215353210
289,0,34,73,1508874168723833354587,2099920471272215353210
290,0,34,89,762015702048990753089,2099920471272215353210
291,0,34,103,17814305680713904244563,46198250367988737770620
292,0,34,121,967475996721608919490825029,2369184873621566439090705460
293,0,34,122,1078074608102573957713689309,2369184873621566439090705460
294,0,34,136,1031704164255940898284106089,2369184873621566439090705460
295,0,34,137,1247185403495068004538397029,2369184873621566439090705460
296,0,34,138,2251669761405304585454281269,2369184873621566439090705460
297,0,35,36,123253872217,274511668490
298,0,35,44,27024128071,137255834245
299,0,35,47,116675468122724542726,209992047127221535321
300,0,35,50,230778879043698268328,1049960235636107676605
301,0,35,54,376816133044629983324,1049960235636107676605
302,0,35,59,1382487383574285,4298413509883816
303,0,35,60,254724835468535151419,1049960235636107676605
304,0,35,61,108912088916934252569,209992047127221535321
305,0,35,66,5644658375613213,15044447284593356
306,0,35,67,9943071885497029,15044447284593356
307,0,35,70,278427349071205396824,1049960235636107676605
308,0,35,71,106133129857068301540,209992047127221535321
309,0,35,72,366940910537681956879,1049960235636107676605
310,0,35,73,673795800752095463519,1049960235636107676605
311,0,35,89,60073313482934832554,209992047127221535321
312,0,35,103,2853217840376354167697,9239650073597747554124
313,0,35,121,157102562207532124405385391,473836974724313287818141092
314,0,35,122,179222284483725132049958247,473836974724313287818141092
315,0,35,136,169948195714398520164041603,473836974724313287818141092
316,0,35,137,213044443562223941414899791,473836974724313287818141092
317,0,35,138,413941315144271257598076639,473836974724313287818141092
318,0,36,44,22578483883,54902333698
319,0,36,47,1616892424921585778077,2099920471272215353210
320,0,36,50,911695501781736887473,2099920471272215353210
321,0,36,54,240754001956720063493,419984094254443070642
322,0,36,59,11629449360648989,21492067549419080
323,0,36,60,191917482926282130731,419984094254443070642
324,0,36,61,1539258632863682876507,2099920471272215353210
325,0,36,66,44732835427787539,75222236422966780
326,0,36,67,66224902977206619,75222236422966780
327,0,36,70,201398488367350228893,419984094254443070642
328,0,36,71,1511469042265023366217,2099920471272215353210
329,0,36,72,236803912953940852915,419984094254443070642
330,0,36,73,359545869039706255571,419984094254443070642
331,0,36,89,1050870878523688676357,2099920471272215353210
332,0,36,103,24169119563157258556459,46198250367988737770620
333,0,36,121,1293369917054951458667787597,2369184873621566439090705460
334,0,36,122,1403968528435916496890651877,2369184873621566439090705460
335,0,36,136,1357598084589283437461068657,2369184873621566439090705460
336,0,36,137,1573079323828410543715359597,2369184873621566439090705460
337,0,36,138,2577563681738647124631243837,2369184873621566439090705460
338,0,44,47,13720800879,38248291645
339,0,44,50,876229881,38248291645
340,0,44,54,1239224457,7649658329
341,0,44,59,3620025627940649,21492067549419080
342,0,44,60,349708188,7649658329
343,0,44,61,12306766414,38248291645
344,0,44,66,16699852363308349,75222236422966780
345,0,44,67,38191919912727429,75222236422966780
346,0,44,70,522396757,7649658329
347,0,44,71,11800602309,38248291645
348,0,44,72,1167276896,7649658329
349,0,44,73,3402918768,7649658329
350,0,44,89,3411192739,38248291645
351,0,44,103,188340772161,1682924832380
352,0,44,121,11622347111786863,86305434178943540
353,0,44,122,15651269160504583,86305434178943540
354,0,44,136,13962071608294803,86305434178943540
355,0,44,137,21811692006014863,86305434178943540
356,0,44,138,58403373643286623,86305434178943540
357,0,47,50,13456217236,38248291645
358,0,47,54,15229514704,38248291645
359,0,47,59,17333927012137795700237957,32881394707368856886703464
360,0,47,60,14227030579,38248291645
361,0,47,61,23573097061,38248291645
362,0,47,66,66834006050113945617089749,115084881475790999103462124
363,0,47,67,99715400757482802503793213,115084881475790999103462124
364,0,47,70,15055206974,38248291645
365,0,47,71,24089379646,38248291645
366,0,47,72,17658057289,38248291645
367,0,47,73,28847836229,38248291645
368,0,47,89,32624570,78862457
369,0,47,103,1514343537,3469948108
370,0,47,121,81708878150351,177949348822564
371,0,47,122,90015933920903,177949348822564
372,0,47,136,86533052369955,177949348822564
373,0,47,137,102717836695151,177949348822564
374,0,47,138,178164602957567,177949348822564
375,0,50,54,5402371356,38248291645
376,0,50,59,31458357554223929158021417,164406973536844284433517320
377,0,50,60,874671471,38248291645
378,0,50,61,11461086689,38248291645
379,0,50,66,140930558977942055384359457,575424407378954995517310620
380,0,50,67,305337532514786339817876777,575424407378954995517310620
381,0,50,70,1738934466,38248291645
382,0,50,71,10931144754,38248291645
383,0,50,72,4977789821,38248291645
384,0,50,73,16155730121,38248291645
385,0,50,89,2538875966,38248291645
386,0,50,103,149958834149,1682924832380
387,0,50,121,9654006184717467,86305434178943540
388,0,50,122,13682928233435187,86305434178943540
389,0,50,136,11993730681225407,86305434178943540
390,0,50,137,19843351078945467,86305434178943540
391,0,50,138,56435032716217227,86305434178943540
392,0,54,59,54325454934705820818955081,164406973536844284433517320
393,0,54,60,1193565771,7649658329
394,0,54,61,12861387609,38248291645
395,0,54,66,220965399809628676197627281,575424407378954995517310620
396,0,54,67,385372373346472960631144601,575424407378954995517310620
397,0,54,70,1344930440,7649658329
398,0,54,71,15446341404,38248291645
399,0,54,72,1613989419,7649658329
400,0,54,73,3856626851,7649658329
401,0,54,89,7428630174,38248291645
402,0,54,103,365108019301,1682924832380
403,0,54,121,20687501846867483,86305434178943540
404,0,54,122,24716423895585203,86305434178943540
405,0,54,136,23027226343375423,86305434178943540
406,0,54,137,30876846741095483,86305434178943540
407,0,54,138,67468528378367243,86305434178943540
408,0,59,60,35207911195050587659942561,164406973536844284433517320
409,0,59,61,16118306042578328906294269,32881394707368856886703464
410,0,59,66,3,56
411,0,59,67,19,56
412,0,59,70,38919345585011105366439081,164406973536844284433517320
413,0,59,71,15683165517148278830369333,32881394707368856886703464
414,0,59,72,52779153093677871046091201,164406973536844284433517320
415,0,59,73,100827719223011595569808961,164406973536844284433517320
416,0,59,89,8470935230020963722665509,32881394707368856886703464
417,0,59,103,101400636207072815170996465,361695341781057425753738104
418,0,59,121,5622161527676394458555050675035,18548822212557967964928951187432
419,0,59,122,6488060175900245935809499696011,18548822212557967964928951187432
420,0,59,136,6125016696936186386923406749987,18548822212557967964928951187432
421,0,59,137,7812062415187160327209501377435,18548822212557967964928951187432
422,0,59,138,15676371350137984566516142269243,18548822212557967964928951187432
423,0,60,61,11238658534,38248291645
424,0,60,66,154053996720835360141083461,575424407378954995517310620
425,0,60,67,318460970257679644574600781,575424407378954995517310620
426,0,60,70,177639965,7649658329
427,0,60,71,10192887299,38248291645
428,0,60,72,915941454,7649658329
429,0,60,73,3134475900,7649658329
430,0,60,89,1709334809,38248291645
431,0,60,103,113459023241,1682924832380
432,0,60,121,7782186381922503,86305434178943540
433,0,60,122,11811108430640223,86305434178943540
434,0,60,136,10121910878430443,86305434178943540
435,0,60,137,17971531276150503,86305434178943540
436,0,60,138,54563212913422263,86305434178943540
437,0,61,66,62579332656655811838286841,115084881475790999103462124
438,0,61,67,95460727364024668724990305,115084881475790999103462124
439,0,61,70,11676286489,38248291645
440,0,61,71,3864263729,7649658329
441,0,61,72,8688693264,38248291645
442,0,61,73,16755153384,38248291645
443,0,61,89,12087329001,38248291645
444,0,61,103,570090767689,1682924832380
445,0,61,121,31199632132449287,86305434178943540
446,0,61,122,35228554181167007,86305434178943540
447,0,61,136,33539356628957227,86305434178943540
448,0,61,137,41388977026677287,86305434178943540
449,0,61,138,77980658663949047,86305434178943540
450,0,66,67,5,14
451,0,66,70,167044017085697172113821281,575424407378954995517310620
452,0,66,71,61056340817650636572549565,115084881475790999103462124
453,0,66,72,215553343366030851992603701,575424407378954995517310620
454,0,66,73,383723324818698887825615861,575424407378954995517310620
455,0,66,89,35813534812705033695586181,115084881475790999103462124
456,0,66,103,211360051654351560213656761,632966848116850495069041682
457,0,66,121,11577734755860999799183427855133,32460438871976443938625664578006
458,0,66,122,13093057390252739884378713641841,32460438871976443938625664578006
459,0,66,136,12457731302065635673828050986299,32460438871976443938625664578006
460,0,66,137,15410061309004840069328716584333,32460438871976443938625664578006
461,0,66,138,29172601945168782488115338144997,32460438871976443938625664578006
462,0,67,70,331450990622541456547338601,575424407378954995517310620
463,0,67,71,93937735525019493459253029,115084881475790999103462124
464,0,67,72,379960316902875136426121021,575424407378954995517310620
465,0,67,73,548130298355543172259133181,575424407378954995517310620
466,0,67,89,68694929520073890582289645,115084881475790999103462124
467,0,67,103,392207722544880273090525813,632966848116850495069041682
468,0,67,121,20852145862139983781647903448849,32460438871976443938625664578006
469,0,67,122,22367468496531723866843189235557,32460438871976443938625664578006
470,0,67,136,21732142408344619656292526580015,32460438871976443938625664578006
471,0,67,137,24684472415283824051793192178049,32460438871976443938625664578006
472,0,67,138,38447013051447766470579813738713,32460438871976443938625664578006
473,0,70,71,10105165904,38248291645
474,0,70,72,1009434941,7649658329
475,0,70,73,3140258725,7649658329
476,0,70,89,890981794,38248291645
477,0,70,103,77451490581,1682924832380
478,0,70,121,5935612084519723,86305434178943540
479,0,70,122,9964534133237443,86305434178943540
480,0,70,136,8275336581027663,86305434178943540
481,0,70,137,16124956978747723,86305434178943540
482,0,70,138,52716638616019483,86305434178943540
483,0,71,72,12180432069,38248291645
484,0,71,73,23804993109,38248291645
485,0,71,89,10423790726,38248291645
486,0,71,103,496895083589,1682924832380
487,0,71,121,27445937864748987,86305434178943540
488,0,71,122,31474859913466707,86305434178943540
489,0,71,136,29785662361256927,86305434178943540
490,0,71,137,37635282758976987,86305434178943540
491,0,71,138,74226964396248747,86305434178943540
492,0,72,73,2911911344,7649658329
493,0,72,89,5500539009,38248291645
494,0,72,103,280272008041,1682924832380
495,0,72,121,16336856681420903,86305434178943540
496,0,72,122,20365778730138623,86305434178943540
497,0,72,136,18676581177928843,86305434178943540
498,0,72,137,26526201575648903,86305434178943540
499,0,72,138,63117883212920663,86305434178943540
500,0,73,89,15692435299,38248291645
501,0,73,103,728715444801,1682924832380
502,0,73,121,39334381448783983,86305434178943540
503,0,73,122,43363303497501703,86305434178943540
504,0,73,136,41674105945291923,86305434178943540
505,0,73,137,49523726343011983,86305434178943540
506,0,73,138,86115407980283743,86305434178943540
507,0,89,103,1,44
508,0,89,121,102623,2256452
509,0,89,122,207959,2256452
510,0,89,136,163795,2256452
511,0,89,137,369023,2256452
512,0,89,138,1325711,2256452
513,0,103,121,12835,564113
514,0,103,122,39169,564113
515,0,103,136,28128,564113
516,0,103,137,79435,564113
517,0,103,138,318607,564113
518,0,121,122,2508,51283
519,0,121,136,15295,564113
520,0,121,137,66674,564113
521,0,121,138,306436,564113
522,0,122,136,42795,564113
523,0,122,137,91006,564113
524,0,122,138,304808,564113
525,0,136,137,78365,564113
526,0,136,138,319885,564113
527,0,137,138,304808,564113
528,2,63,83,1,733
529,2,63,126,2,733
530,2,63,146,66102038241443012120,6577237893041944484073
531,2,63,148,3,733
532,2,63,149,634733070194938686195,4384825262027962989382
533,2,63,152,251267486351092962017,46040665251293611388511
534,2,63,153,2596915175072587284007,13154475786083888968146
535,2,63,157,4021712728130268038317,13154475786083888968146
536,2,63,158,70209871621808119941,4384825262027962989382
537,2,63,169,104533364304263905842,15346888417097870462837
538,2,63,170,371099258756904904208,6577237893041944484073
539,2,63,171,279228581464866186308,6577237893041944484073
540,2,63,172,2573450584614382353842,6577237893041944484073
541,2,63,173,859961474970961456723,13154475786083888968146
542,2,63,174,3474561990388161393575,6577237893041944484073
543,2,63,190,125174766404296077467,15346888417097870462837
544,2,83,126,1,733
545,2,83,146,57128998823923306139,6577237893041944484073
546,2,83,148,2,733
547,2,83,149,628751043916592215541,4384825262027962989382
548,2,83,152,188456210428455020150,46040665251293611388511
549,2,83,153,2578969096237547872045,13154475786083888968146
550,2,83,157,4003766649295228626355,13154475786083888968146
551,2,83,158,64227845343461649287,4384825262027962989382
552,2,83,169,83596272330051258553,15346888417097870462837
553,2,83,170,362126219339385198227,6577237893041944484073
554,2,83,171,270255542047346480327,6577237893041944484073
555,2,83,172,2564477545196862647861,6577237893041944484073
556,2,83,173,842015396135922044761,13154475786083888968146
557,2,83,174,3465588950970641687594,6577237893041944484073
558,2,83,190,104237674430083430178,15346888417097870462837
559,2,126,146,48155959406403600158,6577237893041944484073
560,2,126,148,1,733
561,2,126,149,622769017638245744887,4384825262027962989382
562,2,126,152,125644934505817078283,46040665251293611388511
563,2,126,153,2561023017402508460083,13154475786083888968146
564,2,126,157,3985820570460189214393,13154475786083888968146
565,2,126,158,58245819065115178633,4384825262027962989382
566,2,126,169,62659180355838611264,15346888417097870462837
567,2,126,170,353153179921865492246,6577237893041944484073
568,2,126,171,261282502629826774346,6577237893041944484073
569,2,126,172,2555504505779342941880,6577237893041944484073
570,2,126,173,824069317300882632799,13154475786083888968146
571,2,126,174,3456615911553121981613,6577237893041944484073
572,2,126,190,83300582455870782889,15346888417097870462837
573,2,146,148,53455552508709269,8973039417519705981
574,2,146,149,2437865771773419709,17946078835039411962
575,2,146,152,458155689515803331,62811275922637941867
576,2,146,153,3385391750406169387,17946078835039411962
577,2,146,157,1776549642041961259,5982026278346470654
578,2,146,158,107892672047797831,17946078835039411962
579,2,146,169,541921625776292732,62811275922637941867
580,2,146,170,505961522570506994,8973039417519705981
581,2,146,171,104568943994309430,2991013139173235327
582,2,146,172,1144181710693678254,2991013139173235327
583,2,146,173,331620950750256001,5982026278346470654
584,2,146,174,4650742384388509043,8973039417519705981
585,2,146,190,625450294763279219,62811275922637941867
586,2,148,149,841455649877079501,5982026278346470654
587,2,148,152,85721225897925152,62811275922637941867
588,2,148,153,3469409193134337037,17946078835039411962
589,2,148,157,5413198487892428107,17946078835039411962
590,2,148,158,71301217990134663,5982026278346470654
591,2,148,169,56919629442873075,20937091974212647289
592,2,148,170,469549987045492205,8973039417519705981
593,2,148,171,344214820207785905,8973039417519705981
594,2,148,172,3474122055063878903,8973039417519705981
595,2,148,173,1099758851931573289,17946078835039411962
596,2,148,174,4703469129789361904,8973039417519705981
597,2,148,190,85079796018633200,20937091974212647289
598,2,149,152,17827268776594398001,125622551845275883734
599,2,149,153,2349071290558640675,8973039417519705981
600,2,149,157,3609138209947342772,8973039417519705981
601,2,149,158,406821697044618977,2991013139173235327
602,2,149,169,5995552579466043105,41874183948425294578
603,2,149,170,3320245405036864033,17946078835039411962
604,2,149,171,2507247784881585409,17946078835039411962
605,2,149,172,8893977777390519769,17946078835039411962
