interval_id,source_node_id,target_node_id,graph_distance,interval_node_count,shortest_path_count,min_sector_coverage_count,max_sector_coverage_count,full_sector_preserved,min_signature_union_count,max_signature_union_count,high_signature_threshold,high_signature_preserved,full_high_preserved,min_tensor_path_coefficient_mass_sum,max_tensor_path_coefficient_mass_sum,endpoint_poincare_distance_x1e10,interval_poincare_diameter_x1e10
944,20,34,2,6,4,5,6,0,134,177,155,0,0,217216,363776,1141607565,4127401109
945,20,35,1,2,1,5,5,0,146,147,155,0,0,363008,363776,283395688,283395688
946,20,36,3,6,3,3,5,0,97,168,155,0,0,199680,414464,1110192580,2902135567
947,20,37,3,10,9,4,6,0,117,183,155,0,0,126592,414464,314374717,4307879150
948,20,38,3,10,9,4,6,0,117,185,155,0,0,135552,414464,1276217723,3516920950
949,20,39,2,4,2,4,5,0,146,168,155,0,0,281344,414464,1558667589,2455994446
950,20,40,3,10,9,4,6,0,112,183,155,0,0,53504,414464,1704150856,5731842736
951,20,41,3,14,18,4,6,0,132,185,155,0,0,62464,414464,1262050923,4864196188
952,20,42,2,6,4,4,6,0,132,183,155,0,0,208256,414464,173524738,3858799063
953,20,43,3,10,9,4,6,0,117,185,155,0,0,71424,414464,2242945214,4406437823
954,20,44,2,6,4,4,6,0,134,185,155,0,0,217216,414464,1577934094,3105028928
955,20,45,1,2,1,4,5,0,146,148,155,0,0,363008,414464,2010005372,2010005372
956,20,46,3,6,3,3,6,0,53,171,155,0,0,31872,363008,3117533825,4318978767
957,20,47,3,10,9,4,6,0,88,173,155,0,0,40832,363008,2348019129,5450038415
958,20,48,2,4,2,5,6,0,132,171,155,0,0,186624,363008,1257030682,2446228108
959,20,49,3,10,9,4,6,0,88,173,155,0,0,49792,363008,2469230150,4318508972
960,20,50,2,6,4,5,6,0,132,173,155,0,0,195584,363008,1091666312,3629404411
961,20,51,1,2,1,5,5,0,132,146,155,0,0,341376,363008,601061828,601061828
962,20,52,3,6,3,3,6,0,58,173,155,0,0,58752,363008,3395685082,3533882801
963,20,53,2,4,2,5,6,0,134,173,155,0,0,204544,363008,2359044011,2457656185
964,20,54,1,2,1,5,5,0,134,146,155,0,0,350336,363008,1939289101,1939289101
965,20,55,1,2,1,3,5,0,97,146,155,0,0,363008,496128,2464255200,2464255200
966,21,21,0,1,1,3,3,0,70,70,155,0,0,99072,99072,0,0
967,21,22,1,2,1,3,4,0,70,118,155,0,0,99072,149760,1922859401,1922859401
968,21,23,1,2,1,3,5,0,70,116,155,0,0,76672,99072,514084282,514084282
969,21,24,1,2,1,3,5,0,70,121,155,0,0,85632,99072,2037664261,2037664261
970,21,25,1,2,1,3,5,0,70,147,155,0,0,99072,231424,2372851439,2372851439
971,21,26,2,3,1,3,4,0,70,118,155,0,0,99072,200448,3806199269,3806199269
972,21,27,2,4,2,3,5,0,70,146,155,0,0,76672,149760,2409721684,2409721684
973,21,28,2,4,2,3,6,0,70,169,155,0,0,85632,149760,3721627079,3721627079
974,21,29,2,4,2,3,5,0,70,169,155,0,0,99072,282112,4251843710,4251843710
975,21,30,2,3,1,3,5,0,70,116,155,0,0,54272,99072,1023590227,1023590227
976,21,31,2,4,2,3,6,0,70,151,155,0,0,63232,99072,2509172181,2509172181
977,21,32,2,4,2,3,6,0,70,175,155,0,0,76672,231424,2855702975,2855702975
978,21,33,2,3,1,3,5,0,70,121,155,0,0,72192,99072,4045537920,4045537920
979,21,34,2,4,2,3,6,0,70,177,155,0,0,85632,231424,4135522409,4135522409
980,21,35,2,3,1,3,5,0,70,147,155,0,0,99072,363776,4697870033,4697870033
981,21,36,3,4,1,3,4,0,70,118,155,0,0,99072,251136,5684185519,5684185519
982,21,37,3,6,3,3,5,0,70,146,155,0,0,76672,200448,4286834100,4286834100
983,21,38,3,6,3,3,6,0,70,169,155,0,0,85632,200448,5529975731,5529975731
984,21,39,3,6,3,3,5,0,70,169,155,0,0,99072,332800,6133446002,6133446002
985,21,40,3,6,3,3,5,0,70,146,155,0,0,54272,149760,2899153240,2899153240
986,21,41,3,8,6,3,6,0,70,169,155,0,0,63232,149760,4216795092,4216795092
987,21,42,3,8,6,3,6,0,70,183,155,0,0,76672,282112,4731498259,4731498259
988,21,43,3,6,3,3,6,0,70,169,155,0,0,72192,149760,5660486700,5660486700
989,21,44,3,8,6,3,6,0,70,185,155,0,0,85632,282112,5961333647,5961333647
990,21,45,3,6,3,3,5,0,70,169,155,0,0,99072,414464,6584938922,6584938922
991,21,46,3,4,1,3,5,0,53,116,155,0,0,31872,99072,1529230769,1529230769
992,21,47,3,6,3,3,6,0,70,151,155,0,0,40832,99072,2988527602,2988527602
993,21,48,3,6,3,3,6,0,70,175,155,0,0,54272,231424,3341663164,3341663164
994,21,49,3,6,3,3,6,0,70,151,155,0,0,49792,99072,4510767457,4510767457
995,21,50,3,8,6,3,6,0,70,177,155,0,0,63232,231424,4631622312,4631622312
996,21,51,3,6,3,3,6,0,70,175,155,0,0,76672,363776,5177188383,5177188383
997,21,52,3,4,1,3,5,0,58,121,155,0,0,58752,99072,6063973373,6063973373
998,21,53,3,6,3,3,6,0,70,177,155,0,0,72192,231424,6055194280,6055194280
999,21,54,3,6,3,3,6,0,70,177,155,0,0,85632,363776,6396910337,6396910337
1000,21,55,3,4,1,3,5,0,70,147,155,0,0,99072,496128,7039114306,7039114306
1001,22,22,0,1,1,4,4,0,118,118,155,0,0,149760,149760,0,0
1002,22,23,1,2,1,4,5,0,116,118,155,0,0,76672,149760,1431478603,1431478603
1003,22,24,1,2,1,4,5,0,118,121,155,0,0,85632,149760,1235240775,1235240775
1004,22,25,1,2,1,4,5,0,118,147,155,0,0,149760,231424,450928997,450928997
1005,22,26,1,2,1,4,4,0,118,118,155,0,0,149760,200448,1883343431,1883343431
1006,22,27,1,2,1,4,5,0,118,146,155,0,0,127360,149760,500104063,500104063
1007,22,28,1,2,1,4,6,0,118,169,155,0,0,136320,149760,1993073654,1993073654
1008,22,29,1,2,1,4,5,0,118,169,155,0,0,149760,282112,2329046064,2329046064
1009,22,30,2,4,2,4,5,0,116,146,155,0,0,54272,149760,967746398,1909061334
1010,22,31,2,6,4,4,6,0,116,169,155,0,0,63232,149760,1340049523,3208727110
1011,22,32,2,6,4,4,6,0,116,175,155,0,0,76672,282112,936126315,3757734958
1012,22,33,2,4,2,4,6,0,118,169,155,0,0,72192,149760,2728418363,2728418363
1013,22,34,2,6,4,4,6,0,118,177,155,0,0,85632,282112,2348307525,2890685858
1014,22,35,2,4,2,4,5,0,118,169,155,0,0,149760,363776,2775234061,2775234061
1015,22,36,2,3,1,3,4,0,97,118,155,0,0,149760,251136,3761336499,3761336499
1016,22,37,2,4,2,4,5,0,118,146,155,0,0,127360,200448,2365617253,2365617253
1017,22,38,2,4,2,4,6,0,118,169,155,0,0,136320,200448,3672865845,3672865845
1018,22,39,2,4,2,4,5,0,118,169,155,0,0,149760,332800,4210593410,4210593410
1019,22,40,2,3,1,4,5,0,118,146,155,0,0,104960,149760,998112487,998112487
1020,22,41,2,4,2,4,6,0,118,169,155,0,0,113920,149760,2459930120,2459930120
1021,22,42,2,4,2,4,6,0,118,183,155,0,0,127360,282112,2809378699,2809378699
1022,22,43,2,3,1,4,6,0,118,169,155,0,0,122880,149760,3987357721,3987357721
1023,22,44,2,4,2,4,6,0,118,185,155,0,0,136320,282112,4089943219,4089943219
1024,22,45,2,3,1,4,5,0,118,169,155,0,0,149760,414464,4662134210,4662134210
1025,22,46,3,6,3,3,5,0,53,146,155,0,0,31872,149760,587486653,2393952972
1026,22,47,3,10,9,4,6,0,88,169,155,0,0,40832,149760,1601480025,3703552570
1027,22,48,3,10,9,4,6,0,116,183,155,0,0,54272,282112,1428772475,4233312670
1028,22,49,3,10,9,4,6,0,88,169,155,0,0,49792,149760,3091556176,5153795546
1029,22,50,3,14,18,4,6,0,116,185,155,0,0,63232,282112,2830676828,5448558793
1030,22,51,3,10,9,4,6,0,116,183,155,0,0,76672,414464,3254618547,6090046901
1031,22,52,3,6,3,3,6,0,58,169,155,0,0,58752,149760,4632514284,4632514284
1032,22,53,3,10,9,4,6,0,118,185,155,0,0,72192,282112,4336858895,4336858895
1033,22,54,3,10,9,4,6,0,118,185,155,0,0,85632,414464,4514933099,5109369321
1034,22,55,3,6,3,3,5,0,97,169,155,0,0,149760,496128,5116384343,5116384343
1035,23,23,0,1,1,5,5,0,116,116,155,0,0,76672,76672,0,0
1036,23,24,1,2,1,5,5,0,116,121,155,0,0,76672,85632,1570120448,1570120448
1037,23,25,1,2,1,5,5,0,116,147,155,0,0,76672,231424,1882346188,1882346188
1038,23,26,2,4,2,4,5,0,116,146,155,0,0,76672,200448,3311304024,3311304024
1039,23,27,1,2,1,5,5,0,116,146,155,0,0,76672,127360,1909061334,1909061334
1040,23,28,2,6,4,4,6,0,116,169,155,0,0,63232,149760,3208727110,3208727110
1041,23,29,2,6,4,4,6,0,116,175,155,0,0,76672,282112,3757734958,3757734958
1042,23,30,1,2,1,5,5,0,116,116,155,0,0,54272,76672,509506420,509506420
1043,23,31,1,2,1,5,6,0,116,151,155,0,0,63232,76672,2023088616,2023088616
1044,23,32,1,2,1,5,6,0,116,175,155,0,0,76672,209024,2357106280,2357106280
1045,23,33,2,4,2,5,6,0,116,151,155,0,0,63232,85632,3569573720,3569573720
1046,23,34,2,6,4,5,6,0,116,177,155,0,0,63232,231424,3621562752,3621562752
1047,23,35,2,4,2,5,6,0,116,175,155,0,0,76672,363776,4204385213,4204385213
1048,23,36,3,6,3,3,5,0,97,146,155,0,0,76672,251136,5188241549,5188241549
1049,23,37,2,3,1,5,5,0,116,146,155,0,0,76672,178048,3787603677,3787603677
1050,23,38,3,10,9,4,6,0,116,169,155,0,0,63232,200448,5016517422,5016517422
1051,23,39,3,10,9,4,6,0,116,183,155,0,0,76672,332800,5638069834,5638069834
1052,23,40,2,4,2,5,5,0,116,146,155,0,0,54272,127360,2393952972,2393952972
1053,23,41,2,4,2,5,6,0,116,167,155,0,0,63232,127360,3703552570,3703552570
1054,23,42,2,4,2,5,6,0,116,183,155,0,0,76672,259712,4233312670,4233312670
1055,23,43,3,10,9,4,6,0,88,169,155,0,0,49792,149760,5153795546,5153795546
1056,23,44,3,14,18,4,6,0,116,185,155,0,0,63232,282112,5448558793,5448558793
1057,23,45,3,10,9,4,6,0,116,183,155,0,0,76672,414464,6090046901,6090046901
1058,23,46,2,3,1,3,5,0,53,116,155,0,0,31872,76672,1015147897,1015147897
1059,23,47,2,4,2,4,6,0,88,151,155,0,0,40832,76672,2492816998,2492816998
1060,23,48,2,4,2,5,6,0,116,175,155,0,0,54272,209024,2838543262,2838543262
1061,23,49,2,3,1,4,6,0,88,151,155,0,0,49792,76672,4026055912,4026055912
1062,23,50,2,4,2,5,6,0,116,175,155,0,0,63232,209024,4117618049,4117618049
1063,23,51,2,3,1,5,6,0,116,175,155,0,0,76672,341376,4679870739,4679870739
1064,23,52,3,6,3,3,6,0,58,151,155,0,0,49792,85632,5584403963,5584403963
1065,23,53,3,10,9,4,6,0,88,177,155,0,0,49792,231424,5545555876,5545555876
1066,23,54,3,10,9,5,6,0,116,177,155,0,0,63232,363776,5884916868,5884916868
1067,23,55,3,6,3,3,6,0,97,175,155,0,0,76672,496128,6544637920,6544637920
1068,24,24,0,1,1,5,5,0,121,121,155,0,0,85632,85632,0,0
1069,24,25,1,2,1,5,5,0,121,147,155,0,0,85632,231424,1436148464,1436148464
1070,24,26,2,4,2,4,6,0,118,169,155,0,0,85632,200448,2478688943,2478688943
1071,24,27,2,6,4,4,6,0,116,169,155,0,0,63232,149760,1320164487,3208727110
1072,24,28,1,2,1,5,6,0,121,169,155,0,0,85632,136320,1890490328,1890490328
1073,24,29,2,6,4,4,6,0,118,177,155,0,0,85632,282112,2890685858,2890685858
1074,24,30,2,4,2,5,6,0,116,151,155,0,0,54272,85632,1147802774,2023088616
1075,24,31,1,2,1,5,6,0,121,151,155,0,0,63232,85632,502707175,502707175
1076,24,32,2,6,4,5,6,0,116,177,155,0,0,63232,231424,1644287748,3621562752
1077,24,33,1,2,1,5,5,0,121,121,155,0,0,72192,85632,2008116242,2008116242
1078,24,34,1,2,1,5,6,0,121,177,155,0,0,85632,217984,2336902060,2336902060
1079,24,35,2,4,2,5,6,0,121,177,155,0,0,85632,363776,3311949739,3311949739
1080,24,36,3,6,3,3,6,0,97,169,155,0,0,85632,251136,4223024563,4223024563
1081,24,37,3,10,9,4,6,0,116,169,155,0,0,63232,200448,2857993716,5016517422
1082,24,38,2,3,1,5,6,0,121,169,155,0,0,85632,187008,3770485719,3770485719
1083,24,39,3,10,9,4,6,0,118,185,155,0,0,85632,332800,4664361326,4664361326
1084,24,40,3,10,9,4,6,0,88,169,155,0,0,40832,149760,1568238068,3703552570
1085,24,41,2,4,2,5,6,0,121,169,155,0,0,63232,136320,2374654684,2374654684
1086,24,42,3,14,18,4,6,0,116,185,155,0,0,63232,282112,3286534158,5448558793
1087,24,43,2,4,2,5,6,0,121,169,155,0,0,72192,136320,3695462959,3695462959
1088,24,44,2,4,2,5,6,0,121,185,155,0,0,85632,268672,4219060027,4219060027
1089,24,45,3,10,9,4,6,0,118,185,155,0,0,85632,414464,5109369321,5109369321
1090,24,46,3,6,3,3,6,0,53,151,155,0,0,31872,85632,833087032,2492816998
1091,24,47,2,3,1,4,6,0,88,151,155,0,0,40832,85632,1003327890,1003327890
1092,24,48,3,10,9,4,6,0,88,177,155,0,0,40832,231424,1959717346,4117618049
1093,24,49,2,4,2,4,6,0,88,151,155,0,0,49792,85632,2478541848,2478541848
1094,24,50,2,4,2,5,6,0,121,177,155,0,0,63232,217984,2818927871,2818927871
1095,24,51,3,10,9,5,6,0,116,177,155,0,0,63232,363776,3720074915,5884916868
1096,24,52,2,3,1,3,5,0,58,121,155,0,0,58752,85632,4027019286,4027019286
1097,24,53,2,4,2,5,6,0,121,177,155,0,0,72192,217984,4113375345,4113375345
1098,24,54,2,3,1,5,6,0,121,177,155,0,0,85632,350336,4669534074,4669534074
1099,24,55,3,6,3,3,6,0,97,177,155,0,0,85632,496128,5558147827,5558147827
1100,25,25,0,1,1,5,5,0,147,147,155,0,0,231424,231424,0,0
1101,25,26,2,4,2,4,5,0,118,169,155,0,0,149760,282112,1434062249,2329046064
1102,25,27,2,6,4,4,6,0,116,175,155,0,0,76672,282112,163994296,3757734958
1103,25,28,2,6,4,4,6,0,118,177,155,0,0,85632,282112,1676803045,2890685858
1104,25,29,1,2,1,5,5,0,147,169,155,0,0,231424,282112,1879154597,1879154597
1105,25,30,2,4,2,5,6,0,116,175,155,0,0,54272,231424,1412655123,2357106280
1106,25,31,2,6,4,5,6,0,116,177,155,0,0,63232,231424,1379545880,3621562752
1107,25,32,1,2,1,5,6,0,147,175,155,0,0,209024,231424,498204591,498204591
1108,25,33,2,4,2,5,6,0,121,177,155,0,0,72192,231424,2568904123,2568904123
1109,25,34,1,2,1,5,6,0,147,177,155,0,0,217984,231424,1987817525,1987817525
1110,25,35,1,2,1,5,5,0,147,147,155,0,0,231424,363776,2325028110,2325028110
1111,25,36,3,6,3,3,5,0,97,169,155,0,0,149760,332800,3311887585,4210593410
1112,25,37,3,10,9,4,6,0,116,183,155,0,0,76672,332800,1919243142,5638069834
1113,25,38,3,10,9,4,6,0,118,185,155,0,0,85632,332800,3262209898,4664361326
1114,25,39,2,3,1,4,5,0,147,169,155,0,0,231424,332800,3760855407,3760855407
1115,25,40,3,10,9,4,6,0,116,183,155,0,0,54272,282112,590080259,4233312670
1116,25,41,3,14,18,4,6,0,116,185,155,0,0,63232,282112,2113414224,5448558793
1117,25,42,2,4,2,5,6,0,147,183,155,0,0,209024,282112,2361593941,2361593941
1118,25,43,3,10,9,4,6,0,118,185,155,0,0,72192,282112,3655622275,4336858895
1119,25,44,2,4,2,5,6,0,147,185,155,0,0,217984,282112,3670871877,3670871877
1120,25,45,2,4,2,4,5,0,147,169,155,0,0,231424,414464,4212191035,4212191035
1121,25,46,3,6,3,3,6,0,53,175,155,0,0,31872,231424,986135231,2838543262
1122,25,47,3,10,9,4,6,0,88,177,155,0,0,40832,231424,1498242724,4117618049
1123,25,48,2,3,1,5,6,0,132,175,155,0,0,186624,231424,994849660,994849660
1124,25,49,3,10,9,4,6,0,88,177,155,0,0,49792,231424,2878508202,5545555876
1125,25,50,2,4,2,5,6,0,146,177,155,0,0,195584,231424,2454733537,2454733537
1126,25,51,2,4,2,5,6,0,132,175,155,0,0,209024,363776,2806003451,2806003451
1127,25,52,3,6,3,3,6,0,58,177,155,0,0,58752,231424,4384137023,4384137023
1128,25,53,2,3,1,5,6,0,134,177,155,0,0,204544,231424,3983584589,3983584589
1129,25,54,2,4,2,5,6,0,134,177,155,0,0,217984,363776,4089786564,4089786564
1130,25,55,2,3,1,3,5,0,97,147,155,0,0,231424,496128,4666290489,4666290489
1131,26,26,0,1,1,4,4,0,118,118,155,0,0,200448,200448,0,0
1132,26,27,1,2,1,4,5,0,118,146,155,0,0,127360,200448,1405380713,1405380713
1133,26,28,1,2,1,4,6,0,118,169,155,0,0,136320,200448,1219239953,1219239953
1134,26,29,1,2,1,4,5,0,118,169,155,0,0,200448,282112,446633605,446633605
1135,26,30,2,3,1,4,5,0,116,146,155,0,0,54272,200448,2827527995,2827527995
1136,26,31,2,4,2,4,6,0,118,169,155,0,0,63232,200448,2141123718,2141123718
1137,26,32,2,4,2,4,6,0,118,175,155,0,0,127360,282112,956466322,1851958533
1138,26,33,2,3,1,4,6,0,118,169,155,0,0,72192,200448,2446015581,2446015581
1139,26,34,2,4,2,4,6,0,118,177,155,0,0,136320,282112,1162936696,1420539674
1140,26,35,2,3,1,4,5,0,118,169,155,0,0,200448,363776,893434022,893434022
1141,26,36,1,2,1,3,4,0,97,118,155,0,0,200448,251136,1877996508,1877996508
1142,26,37,1,2,1,4,5,0,118,132,155,0,0,178048,200448,495419375,495419375
1143,26,38,1,2,1,4,6,0,118,155,155,0,0,187008,200448,1984763132,1984763132
1144,26,39,1,2,1,4,4,0,118,148,155,0,0,200448,332800,2327313103,2327313103
1145,26,40,2,4,2,4,5,0,118,146,155,0,0,104960,200448,952320656,1878543462
1146,26,41,2,6,4,4,6,0,118,169,155,0,0,113920,200448,1325708624,3174101189
1147,26,42,2,6,4,4,6,0,118,183,155,0,0,127360,332800,929306180,3729989672
1148,26,43,2,4,2,4,6,0,118,169,155,0,0,122880,200448,2713454252,2713454252
1149,26,44,2,6,4,4,6,0,118,185,155,0,0,136320,332800,2343422553,2884602340
1150,26,45,2,4,2,4,5,0,118,169,155,0,0,200448,414464,2779019071,2779019071
1151,26,46,3,6,3,3,5,0,53,146,155,0,0,31872,200448,2358099714,3297280962
1152,26,47,3,10,9,4,6,0,88,169,155,0,0,40832,200448,1879397182,4507728866
1153,26,48,3,10,9,4,6,0,116,183,155,0,0,54272,332800,520440380,5150833251
1154,26,49,3,10,9,4,6,0,88,169,155,0,0,49792,200448,2505973488,3526445228
1155,26,50,3,14,18,4,6,0,118,185,155,0,0,63232,332800,1429396927,4237093046
1156,26,51,3,10,9,4,6,0,118,183,155,0,0,127360,414464,1372129934,4182159019
1157,26,52,3,6,3,3,6,0,58,169,155,0,0,58752,200448,3726891597,3726891597
1158,26,53,3,10,9,4,6,0,118,185,155,0,0,72192,332800,2930639988,3779176406
1159,26,54,3,10,9,4,6,0,118,185,155,0,0,136320,414464,2730693570,3311943214
1160,26,55,3,6,3,3,5,0,97,169,155,0,0,200448,496128,3233463829,3233463829
1161,27,27,0,1,1,5,5,0,146,146,155,0,0,127360,127360,0,0
1162,27,28,1,2,1,5,6,0,146,169,155,0,0,127360,136320,1539392673,1539392673
1163,27,29,1,2,1,5,5,0,146,169,155,0,0,127360,282112,1851958533,1851958533
1164,27,30,1,2,1,5,5,0,116,146,155,0,0,54272,127360,1422149030,1422149030
1165,27,31,1,2,1,5,6,0,146,151,155,0,0,63232,127360,1229325176,1229325176
1166,27,32,1,2,1,5,6,0,146,175,155,0,0,127360,209024,448998173,448998173
1167,27,33,2,4,2,5,6,0,121,169,155,0,0,63232,136320,2406728052,2406728052
1168,27,34,2,6,4,5,6,0,146,177,155,0,0,63232,282112,1868322601,2524463454
1169,27,35,2,4,2,5,6,0,146,175,155,0,0,127360,363776,2298721553,2298721553
1170,27,36,2,4,2,3,5,0,97,146,155,0,0,127360,251136,3279946146,3279946146
1171,27,37,1,2,1,5,5,0,132,146,155,0,0,127360,178048,1878543462,1878543462
1172,27,38,2,6,4,4,6,0,118,169,155,0,0,113920,200448,3174101189,3174101189
1173,27,39,2,6,4,4,6,0,118,183,155,0,0,127360,332800,3729989672,3729989672
1174,27,40,1,2,1,5,5,0,132,146,155,0,0,104960,127360,498008483,498008483
1175,27,41,1,2,1,5,6,0,146,167,155,0,0,113920,127360,1988059294,1988059294
1176,27,42,1,2,1,5,6,0,146,183,155,0,0,127360,259712,2324329404,2324329404
1177,27,43,2,4,2,5,6,0,146,169,155,0,0,113920,136320,3526445228,3526445228
1178,27,44,2,6,4,5,6,0,146,185,155,0,0,113920,282112,3590023379,3590023379
1179,27,45,2,4,2,4,6,0,146,183,155,0,0,127360,414464,4182159019,4182159019
1180,27,46,2,4,2,3,5,0,53,146,155,0,0,31872,127360,962065333,1897821218
1181,27,47,2,6,4,4,6,0,88,167,155,0,0,40832,127360,1334472523,3195232526
1182,27,48,2,6,4,5,6,0,116,183,155,0,0,54272,259712,932698724,3743797491
1183,27,49,2,4,2,4,6,0,88,167,155,0,0,49792,127360,2721659012,2721659012
1184,27,50,2,6,4,5,6,0,146,183,155,0,0,63232,259712,2343629193,2884903881
1185,27,51,2,4,2,5,6,0,132,183,155,0,0,127360,341376,2771067880,2771067880
1186,27,52,3,8,6,3,6,0,58,169,155,0,0,49792,136320,4233836882,4233836882
1187,27,53,3,14,18,4,6,0,88,185,155,0,0,49792,282112,3862916022,3862916022
1188,27,54,3,14,18,4,6,0,132,185,155,0,0,63232,414464,4014852797,4677080602
1189,27,55,3,8,6,3,6,0,97,183,155,0,0,127360,496128,4636919849,4636919849
1190,28,28,0,1,1,6,6,1,169,169,155,1,1,136320,136320,0,0
1191,28,29,1,2,1,5,6,0,169,169,155,1,0,136320,282112,1420539674,1420539674
1192,28,30,2,4,2,5,6,0,116,169,155,0,0,54272,136320,2700943502,2700943502
1193,28,31,1,2,1,6,6,1,151,169,155,0,0,63232,136320,1410749340,1410749340
1194,28,32,2,6,4,5,6,0,146,177,155,0,0,63232,282112,1280568202,2524463454
1195,28,33,1,2,1,5,6,0,121,169,155,0,0,72192,136320,1226777107,1226777107
1196,28,34,1,2,1,6,6,1,169,177,155,1,1,136320,217984,447531634,447531634
1197,28,35,2,4,2,5,6,0,147,177,155,0,0,136320,363776,1717490550,1717490550
1198,28,36,2,4,2,3,6,0,97,169,155,0,0,136320,251136,2468291098,2468291098
1199,28,37,2,6,4,4,6,0,118,169,155,0,0,113920,200448,1306020380,3174101189
1200,28,38,1,2,1,6,6,1,155,169,155,1,1,136320,187008,1880028266,1880028266
1201,28,39,2,6,4,4,6,0,118,185,155,0,0,136320,332800,2884602340,2884602340
1202,28,40,2,4,2,5,6,0,132,169,155,0,0,104960,136320,1127963760,1988059294
1203,28,41,1,2,1,6,6,1,167,169,155,1,1,113920,136320,496637978,496637978
1204,28,42,2,6,4,5,6,0,146,185,155,0,0,113920,282112,1630090534,3590023379
1205,28,43,1,2,1,6,6,1,155,169,155,1,1,122880,136320,1994339405,1994339405
1206,28,44,1,2,1,6,6,1,169,185,155,1,1,136320,268672,2328853769,2328853769
1207,28,45,2,4,2,4,6,0,148,185,155,0,0,136320,414464,3311943214,3311943214
1208,28,46,3,8,6,3,6,0,53,169,155,0,0,31872,136320,2197930773,3195232526
1209,28,47,2,4,2,4,6,0,88,169,155,0,0,40832,136320,955984061,1885770527
1210,28,48,3,14,18,4,6,0,88,185,155,0,0,40832,282112,983547427,4940566621
1211,28,49,2,6,4,4,6,0,88,169,155,0,0,49792,136320,1333944153,3193749144
1212,28,50,2,6,4,5,6,0,146,185,155,0,0,63232,268672,931204368,3737588162
1213,28,51,3,14,18,4,6,0,132,185,155,0,0,63232,414464,2002767768,4677080602
1214,28,52,2,4,2,3,6,0,58,169,155,0,0,58752,136320,2736898634,2736898634
1215,28,53,2,6,4,5,6,0,121,185,155,0,0,72192,268672,2353753656,2897263494
1216,28,54,2,4,2,5,6,0,134,185,155,0,0,136320,350336,2779684552,2779684552
1217,28,55,3,8,6,3,6,0,97,185,155,0,0,136320,496128,3747756167,3747756167
1218,29,29,0,1,1,5,5,0,169,169,155,1,0,282112,282112,0,0
1219,29,30,2,4,2,5,6,0,116,175,155,0,0,54272,282112,3274090258,3274090258
1220,29,31,2,6,4,5,6,0,146,177,155,0,0,63232,282112,2524463454,2524463454
1221,29,32,1,2,1,5,6,0,169,175,155,1,0,209024,282112,1403000095,1403000095
1222,29,33,2,4,2,5,6,0,121,177,155,0,0,72192,282112,2616839416,2616839416
1223,29,34,1,2,1,5,6,0,169,177,155,1,0,217984,282112,1218580884,1218580884
1224,29,35,1,2,1,5,5,0,147,169,155,0,0,282112,363776,446800471,446800471
1225,29,36,2,4,2,3,5,0,97,169,155,0,0,200448,332800,1432998311,2327313103
1226,29,37,2,6,4,4,6,0,118,183,155,0,0,127360,332800,162800628,3729989672
1227,29,38,2,6,4,4,6,0,118,185,155,0,0,136320,332800,1673320086,2884602340
1228,29,39,1,2,1,4,5,0,148,169,155,0,0,282112,332800,1881705071,1881705071
1229,29,40,2,4,2,5,6,0,132,183,155,0,0,104960,282112,1393085798,2324329404
1230,29,41,2,6,4,5,6,0,146,185,155,0,0,113920,282112,1367659149,3590023379
1231,29,42,1,2,1,5,6,0,169,183,155,1,0,259712,282112,495616507,495616507
1232,29,43,2,4,2,5,6,0,155,185,155,1,0,122880,282112,2560167148,2560167148
1233,29,44,1,2,1,5,6,0,169,185,155,1,0,268672,282112,1987849432,1987849432
1234,29,45,1,2,1,4,5,0,148,169,155,0,0,282112,414464,2333096084,2333096084
1235,29,46,3,8,6,3,6,0,53,183,155,0,0,31872,282112,2803175676,3743797491
1236,29,47,3,14,18,4,6,0,88,185,155,0,0,40832,282112,2213378350,4940566621
1237,29,48,2,4,2,5,6,0,132,183,155,0,0,186624,282112,951208845,1876343784
1238,29,49,3,14,18,4,6,0,88,185,155,0,0,49792,282112,2593328037,3862916022
1239,29,50,2,6,4,5,6,0,146,185,155,0,0,195584,282112,1325685675,3174056835
1240,29,51,2,6,4,4,6,0,132,183,155,0,0,209024,414464,930140462,3733383469
1241,29,52,3,8,6,3,6,0,58,185,155,0,0,58752,282112,3662172689,3662172689
1242,29,53,2,4,2,5,6,0,134,185,155,0,0,204544,282112,2716554230,2716554230
1243,29,54,2,6,4,4,6,0,134,185,155,0,0,217984,414464,2348254387,2890557834
1244,29,55,2,4,2,3,5,0,97,169,155,0,0,282112,496128,2787357227,2787357227
1245,30,30,0,1,1,5,5,0,116,116,155,0,0,54272,54272,0,0
1246,30,31,1,2,1,5,6,0,116,151,155,0,0,54272,63232,1559922282,1559922282
1247,30,32,1,2,1,5,6,0,116,175,155,0,0,54272,209024,1871091105,1871091105
1248,30,33,2,3,1,5,6,0,116,151,155,0,0,54272,72192,3110877279,3110877279
1249,30,34,2,4,2,5,6,0,116,177,155,0,0,54272,217984,3112250717,3112250717
1250,30,35,2,3,1,5,6,0,116,175,155,0,0,54272,363776,3720832414,3720832414
1251,30,36,3,6,3,3,5,0,97,146,155,0,0,54272,251136,4700634584,4700634584
1252,30,37,2,4,2,5,5,0,116,146,155,0,0,54272,178048,3297280962,3297280962
1253,30,38,3,10,9,4,6,0,88,169,155,0,0,40832,200448,4507728866,4507728866
