path_id,fiber_row_id,step_count,count_component0,count_component1,count_component2,signed_coeff_sum,signed_coeff_square_sum,dual_coeff_product_digits,dual_coeff_product_mod_1000000007,dual_coeff_product_mod_1000000009,dual_count_product_mod_1000000007,dual_count_product_mod_1000000009,dual_coeff_product_nonzero_flag,dual_count_product_nonzero_flag,dual_path_positive_flag,long_tens_gap_flag,existing_prof_flag
30,30,5,0,4,1,120,824,7,5038848,5038848,0,0,1,0,1,0,1
31,31,5,0,3,2,150,748,8,13436928,13436928,0,0,1,0,1,0,1
32,32,5,0,2,3,180,672,8,35831808,35831808,0,0,1,0,1,0,1
33,33,5,0,1,4,210,596,8,95551488,95551488,0,0,1,0,1,0,1
34,34,5,0,0,5,240,520,9,254803968,254803968,7962624,7962624,1,1,1,0,1
35,35,6,6,0,0,72,288,7,2985984,2985984,0,0,1,0,1,0,1
36,36,6,5,1,0,78,420,7,4478976,4478976,0,0,1,0,1,0,1
37,37,6,4,2,0,84,552,7,6718464,6718464,0,0,1,0,1,0,1
38,38,6,3,3,0,90,684,8,10077696,10077696,0,0,1,0,1,0,1
39,39,6,2,4,0,96,816,8,15116544,15116544,0,0,1,0,1,0,1
40,40,6,1,5,0,102,948,8,22674816,22674816,0,0,1,0,1,0,1
41,41,6,0,6,0,108,1080,8,34012224,34012224,0,0,1,0,1,0,1
42,42,6,0,5,1,138,1004,8,90699264,90699264,0,0,1,0,1,0,1
43,43,6,0,4,2,168,928,9,241864704,241864704,0,0,1,0,1,0,1
44,44,6,0,3,3,198,852,9,644972544,644972544,0,0,1,0,1,0,1
45,45,6,0,2,4,228,776,10,719926777,719926775,0,0,1,0,1,0,1
46,46,6,0,1,5,258,700,10,586471396,586471388,0,0,1,0,1,0,1
47,47,6,0,0,6,288,624,11,230590380,230590356,191102976,191102976,1,1,1,0,1
48,48,7,7,0,0,84,336,8,35831808,35831808,0,0,1,0,1,0,1
49,49,7,6,1,0,90,468,8,53747712,53747712,0,0,1,0,1,0,1
50,50,7,5,2,0,96,600,8,80621568,80621568,0,0,1,0,1,0,1
51,51,7,4,3,0,102,732,9,120932352,120932352,0,0,1,0,1,0,1
52,52,7,3,4,0,108,864,9,181398528,181398528,0,0,1,0,1,0,1
53,53,7,2,5,0,114,996,9,272097792,272097792,0,0,1,0,1,0,1
54,54,7,1,6,0,120,1128,9,408146688,408146688,0,0,1,0,1,0,1
55,55,7,0,7,0,126,1260,9,612220032,612220032,0,0,1,0,1,0,1
56,56,7,0,6,1,156,1184,10,632586745,632586743,0,0,1,0,1,0,1
57,57,7,0,5,2,186,1108,10,353564644,353564636,0,0,1,0,1,0,1
58,58,7,0,4,3,216,1032,11,609505715,609505693,0,0,1,0,1,0,1
59,59,7,0,3,4,246,956,11,958681902,958681842,0,0,1,0,1,0,1
60,60,7,0,2,5,276,880,11,556485058,556484894,0,0,1,0,1,0,1
61,61,7,0,1,6,306,804,12,150626812,150626372,0,0,1,0,1,0,1
62,62,7,0,0,7,336,728,12,68338163,68336989,586471396,586471388,1,1,1,0,1
63,63,8,8,0,0,96,384,9,429981696,429981696,0,0,1,0,1,0,1
64,64,8,7,1,0,102,516,9,644972544,644972544,0,0,1,0,1,0,1
65,65,8,6,2,0,108,648,9,967458816,967458816,0,0,1,0,1,0,1
66,66,8,5,3,0,114,780,10,451188217,451188215,0,0,1,0,1,0,1
67,67,8,4,4,0,120,912,10,176782322,176782318,0,0,1,0,1,0,1
68,68,8,3,5,0,126,1044,10,265173483,265173477,0,0,1,0,1,0,1
69,69,8,2,6,0,132,1176,10,897760228,897760220,0,0,1,0,1,0,1
70,70,8,1,7,0,138,1308,10,346640335,346640321,0,0,1,0,1,0,1
71,71,8,0,8,0,144,1440,11,19960499,19960477,0,0,1,0,1,0,1
72,72,8,0,7,1,174,1364,11,386561333,386561275,0,0,1,0,1,0,1
73,73,8,0,6,2,204,1288,11,364163550,364163394,0,0,1,0,1,0,1
74,74,8,0,5,3,234,1212,12,971102800,971102384,0,0,1,0,1,0,1
75,75,8,0,4,4,264,1136,12,256274117,256273003,0,0,1,0,1,0,1
76,76,8,0,3,5,294,1060,13,16730974,16728002,0,0,1,0,1,0,1
77,77,8,0,2,6,324,984,13,711282602,711274678,0,0,1,0,1,0,1
78,78,8,0,1,7,354,908,14,230086927,230065793,0,0,1,0,1,0,1
79,79,8,0,0,8,384,832,14,280231803,280175445,75313406,75313186,1,1,1,0,1
80,80,9,9,0,0,108,432,10,159780317,159780307,0,0,1,0,1,1,0
81,81,9,8,1,0,114,564,10,739670479,739670465,0,0,1,0,1,1,0
82,82,9,7,2,0,120,696,11,609505715,609505693,0,0,1,0,1,1,0
83,83,9,6,3,0,126,828,11,414258569,414258535,0,0,1,0,1,1,0
84,84,9,5,4,0,132,960,11,121387850,121387798,0,0,1,0,1,1,0
85,85,9,4,5,0,138,1092,11,182081775,182081697,0,0,1,0,1,1,0
86,86,9,3,6,0,144,1224,11,773122666,773122550,0,0,1,0,1,1,0
87,87,9,2,7,0,150,1356,11,159683992,159683816,0,0,1,0,1,1,0
88,88,9,1,8,0,156,1488,12,239525988,239525724,0,0,1,0,1,1,0
89,89,9,0,9,0,162,1620,12,359288982,359288586,0,0,1,0,1,1,0
90,90,9,0,8,1,192,1544,12,958103952,958102896,0,0,1,0,1,1,0
91,91,9,0,7,2,222,1468,13,554943858,554941038,0,0,1,0,1,1,0
92,92,9,0,6,3,252,1392,13,479850281,479842759,0,0,1,0,1,1,0
93,93,9,0,5,4,282,1316,14,612934078,612914018,0,0,1,0,1,1,0
94,94,9,0,4,5,312,1240,14,301157532,301104036,0,0,1,0,1,1,0
95,95,9,0,3,6,342,1164,14,803086752,802944096,0,0,1,0,1,1,0
96,96,9,0,2,7,372,1088,15,141564658,141184238,0,0,1,0,1,1,0
97,97,9,0,1,8,402,1012,15,44172419,43157965,0,0,1,0,1,1,0
98,98,9,0,0,9,432,936,16,451126453,448421243,807521737,807516455,1,1,1,1,0
99,99,10,10,0,0,120,480,11,917363797,917363675,0,0,1,0,1,1,0
100,100,10,9,1,0,126,612,11,876045692,876045508,0,0,1,0,1,1,0
101,101,10,8,2,0,132,744,12,314068531,314068253,0,0,1,0,1,1,0
102,102,10,7,3,0,138,876,12,971102800,971102384,0,0,1,0,1,1,0
103,103,10,6,4,0,144,1008,12,456654193,456653567,0,0,1,0,1,1,0
104,104,10,5,5,0,150,1140,12,184981286,184980346,0,0,1,0,1,1,0
105,105,10,4,6,0,156,1272,12,277471929,277470519,0,0,1,0,1,1,0
106,106,10,3,7,0,162,1404,13,916207897,916205783,0,0,1,0,1,1,0
107,107,10,2,8,0,168,1536,13,874311842,874308670,0,0,1,0,1,1,0
108,108,10,1,9,0,174,1668,13,311467756,311462996,0,0,1,0,1,1,0
109,109,10,0,10,0,180,1800,13,467201634,467194494,0,0,1,0,1,1,0
110,110,10,0,9,1,210,1724,13,245871017,245851975,0,0,1,0,1,1,0
111,111,10,0,8,2,240,1648,14,988989381,988938603,0,0,1,0,1,1,0
112,112,10,0,7,3,270,1572,14,637305002,637169590,0,0,1,0,1,1,0
113,113,10,0,6,4,300,1496,15,32813327,32452225,0,0,1,0,1,1,0
114,114,10,0,5,5,330,1420,15,420835541,419872603,0,0,1,0,1,1,0
115,115,10,0,4,6,360,1344,16,455561438,452993602,0,0,1,0,1,1,0
116,116,10,0,3,7,390,1268,16,548163830,541316266,0,0,1,0,1,1,0
117,117,10,0,2,8,420,1192,16,795103542,776843370,0,0,1,0,1,1,0
118,118,10,0,1,9,450,1116,17,120276098,71582302,0,0,1,0,1,1,0
119,119,10,0,0,10,480,1040,17,654069597,524219475,380521555,380394749,1,1,1,1,0
120,120,11,11,0,0,132,528,12,8365487,8364001,0,0,1,0,1,1,0
121,121,11,10,1,0,138,660,13,512548234,512546006,0,0,1,0,1,1,0
122,122,11,9,2,0,144,792,13,768822351,768819009,0,0,1,0,1,1,0
123,123,11,8,3,0,150,924,13,653233523,653228509,0,0,1,0,1,1,0
124,124,11,7,4,0,156,1056,13,479850281,479842759,0,0,1,0,1,1,0
125,125,11,6,5,0,162,1188,13,219775418,219764134,0,0,1,0,1,1,0
126,126,11,5,6,0,168,1320,13,329663127,329646201,0,0,1,0,1,1,0
127,127,11,4,7,0,174,1452,14,994494694,994469306,0,0,1,0,1,1,0
128,128,11,3,8,0,180,1584,14,491742034,491703950,0,0,1,0,1,1,0
129,129,11,2,9,0,186,1716,14,737613051,737555925,0,0,1,0,1,1,0
130,130,11,1,10,0,192,1848,14,606419573,606333883,0,0,1,0,1,1,0
131,131,11,0,11,0,198,1980,14,409629356,409500820,0,0,1,0,1,1,0
132,132,11,0,10,1,228,1904,15,425678278,425335514,0,0,1,0,1,1,0
133,133,11,0,9,2,258,1828,15,801808739,800894701,0,0,1,0,1,1,0
134,134,11,0,8,3,288,1752,16,471489959,469052521,0,0,1,0,1,1,0
135,135,11,0,7,4,318,1676,16,590639886,584140050,0,0,1,0,1,1,0
136,136,11,0,6,5,348,1600,16,575039689,557706791,0,0,1,0,1,1,0
137,137,11,0,5,6,378,1524,17,200105828,153884764,0,0,1,0,1,1,0
138,138,11,0,4,7,408,1448,17,866948877,743692707,0,0,1,0,1,1,0
139,139,11,0,3,8,438,1372,18,311863658,983180543,0,0,1,0,1,1,0
140,140,11,0,2,9,468,1296,18,164969750,288481427,0,0,1,0,1,1,0
141,141,11,0,1,10,498,1220,19,773252669,435950469,0,0,1,0,1,1,0
142,142,11,0,0,11,528,1144,19,395340439,162534575,132517257,129473895,1,1,1,1,0
143,143,12,12,0,0,144,576,13,100385844,100368012,0,0,1,0,1,1,0
144,144,12,11,1,0,150,708,14,150578766,150552018,0,0,1,0,1,1,0
145,145,12,10,2,0,156,840,14,225868149,225828027,0,0,1,0,1,1,0
146,146,12,9,3,0,162,972,14,838802227,838742045,0,0,1,0,1,1,0
147,147,12,8,4,0,168,1104,14,758203337,758113063,0,0,1,0,1,1,0
148,148,12,7,5,0,174,1236,14,637305002,637169590,0,0,1,0,1,1,0
149,149,12,6,6,0,180,1368,15,955957503,955754385,0,0,1,0,1,1,0
150,150,12,5,7,0,186,1500,15,933936251,933631573,0,0,1,0,1,1,0
151,151,12,4,8,0,192,1632,15,900904373,900447355,0,0,1,0,1,1,0
152,152,12,3,9,0,198,1764,15,851356556,850671028,0,0,1,0,1,1,0
153,153,12,2,10,0,204,1896,15,277034827,276006533,0,0,1,0,1,1,0
154,154,12,1,11,0,210,2028,15,915552244,914009804,0,0,1,0,1,1,0
155,155,12,0,12,0,216,2160,16,373328359,371014697,0,0,1,0,1,1,0
156,156,12,0,11,1,246,2084,16,662208955,656039189,0,0,1,0,1,1,0
157,157,12,0,10,2,276,2008,16,432557204,416104492,0,0,1,0,1,1,0
158,158,12,0,9,3,306,1932,17,486819206,442945306,0,0,1,0,1,1,0
159,159,12,0,8,4,336,1856,17,631517878,514520810,0,0,1,0,1,1,0
160,160,12,0,7,5,366,1780,18,350714332,38722148,0,0,1,0,1,1,0
161,161,12,0,6,6,396,1704,18,601904883,769925734,0,0,1,0,1,1,0
162,162,12,0,5,7,426,1628,19,605079681,386468609,0,0,1,0,1,1,0
163,163,12,0,4,8,456,1552,19,613545809,697249621,0,0,1,0,1,1,0
164,164,12,0,3,9,486,1476,19,969455486,192665641,0,0,1,0,1,1,0
165,165,12,0,2,10,516,1400,20,918547951,847108379,0,0,1,0,1,1,0
166,166,12,0,1,11,546,1324,20,116127853,925622332,0,0,1,0,1,1,0
167,167,12,0,0,12,576,1248,21,976340946,801659537,180414147,107373453,1,1,1,1,0
168,168,13,13,0,0,156,624,15,204630121,204416135,0,0,1,0,1,1,0
169,169,13,12,1,0,162,756,15,806945185,806624207,0,0,1,0,1,1,0
170,170,13,11,2,0,168,888,15,710417774,709936306,0,0,1,0,1,1,0
171,171,13,10,3,0,174,1020,15,65626654,64904450,0,0,1,0,1,1,0
172,172,13,9,4,0,180,1152,15,98439981,97356675,0,0,1,0,1,1,0
173,173,13,8,5,0,186,1284,15,647659975,646035017,0,0,1,0,1,1,0
174,174,13,7,6,0,192,1416,16,471489959,469052521,0,0,1,0,1,1,0
175,175,13,6,7,0,198,1548,16,207234935,203578777,0,0,1,0,1,1,0
176,176,13,5,8,0,204,1680,16,810852406,805368170,0,0,1,0,1,1,0
177,177,13,4,9,0,210,1812,16,216278602,208052246,0,0,1,0,1,1,0
178,178,13,3,10,0,216,1944,16,324417903,312078369,0,0,1,0,1,1,0
179,179,13,2,11,0,222,2076,16,986626858,968117558,0,0,1,0,1,1,0
180,180,13,1,12,0,228,2208,17,479940280,452176328,0,0,1,0,1,1,0
181,181,13,0,13,0,234,2340,17,719910420,678264492,0,0,1,0,1,1,0
182,182,13,0,12,1,264,2264,17,919761113,808705303,0,0,1,0,1,1,0
183,183,13,0,11,2,294,2188,18,786029623,489880793,0,0,1,0,1,1,0
184,184,13,0,10,3,324,2112,18,762745652,973015445,0,0,1,0,1,1,0
185,185,13,0,9,4,354,2036,19,367321727,261374499,0,0,1,0,1,1,0
186,186,13,0,8,5,384,1960,19,312857934,696998664,0,0,1,0,1,1,0
187,187,13,0,7,6,414,1884,19,834287824,858663095,0,0,1,0,1,1,0
188,188,13,0,6,7,444,1808,20,891434188,956434908,0,0,1,0,1,1,0
189,189,13,0,5,8,474,1732,20,43824485,550493070,0,0,1,0,1,1,0
190,190,13,0,4,9,504,1656,21,450198629,467981511,0,0,1,0,1,1,0
191,191,13,0,3,10,534,1580,21,533863006,247950687,0,0,1,0,1,1,0
192,192,13,0,2,11,564,1504,22,90301340,661201832,0,0,1,0,1,1,0
193,193,13,0,1,12,594,1428,22,574136909,429871540,0,0,1,0,1,1,0
194,194,13,0,0,13,624,1352,22,864365086,479657434,329939500,576962854,1,1,1,1,0
195,195,14,14,0,0,168,672,16,455561438,452993602,0,0,1,0,1,1,0
196,196,14,13,1,0,174,804,16,683342157,679490403,0,0,1,0,1,1,0
197,197,14,12,2,0,180,936,16,525013232,519235600,0,0,1,0,1,1,0
198,198,14,11,3,0,186,1068,16,787519848,778853400,0,0,1,0,1,1,0
199,199,14,10,4,0,192,1200,16,181279765,168280091,0,0,1,0,1,1,0
200,200,14,9,5,0,198,1332,16,771919651,752420141,0,0,1,0,1,1,0
201,201,14,8,6,0,204,1464,17,657879473,628630207,0,0,1,0,1,1,0
202,202,14,7,7,0,210,1596,17,486819206,442945306,0,0,1,0,1,1,0
203,203,14,6,8,0,216,1728,17,730228809,664417959,0,0,1,0,1,1,0
204,204,14,5,9,0,222,1860,17,595343210,496626934,0,0,1,0,1,1,0
205,205,14,4,10,0,228,1992,17,893014815,744940401,0,0,1,0,1,1,0
206,206,14,3,11,0,234,2124,18,839522219,617410597,0,0,1,0,1,1,0
207,207,14,2,12,0,240,2256,18,759283325,426115891,0,0,1,0,1,1,0
208,208,14,1,13,0,246,2388,18,638924984,139173832,0,0,1,0,1,1,0
209,209,14,0,14,0,252,2520,18,958387476,208760748,0,0,1,0,1,1,0
210,210,14,0,13,1,282,2444,18,555699922,556695328,0,0,1,0,1,1,0
211,211,14,0,12,2,312,2368,19,148533116,817854202,0,0,1,0,1,1,0
212,212,14,0,11,3,342,2292,19,729421645,514277857,0,0,1,0,1,1,0
213,213,14,0,10,4,372,2216,20,611791044,704740946,0,0,1,0,1,1,0
214,214,14,0,9,5,402,2140,20,631442777,545975844,0,0,1,0,1,1,0
215,215,14,0,8,6,432,2064,21,17180727,455935575,0,0,1,0,1,1,0
216,216,14,0,7,7,462,1988,21,45815272,215828191,0,0,1,0,1,1,0
217,217,14,0,6,8,492,1912,21,788840730,908875179,0,0,1,0,1,1,0
218,218,14,0,5,9,522,1836,22,103575266,423667126,0,0,1,0,1,1,0
219,219,14,0,4,10,552,1760,22,609534045,463112330,0,0,1,0,1,1,0
220,220,14,0,3,11,582,1684,23,625424113,901632877,0,0,1,0,1,1,0
221,221,14,0,2,12,612,1608,23,334464292,737687657,0,0,1,0,1,1,0
222,222,14,0,1,13,642,1532,24,558571443,633833740,0,0,1,0,1,1,0
223,223,14,0,0,14,672,1456,24,489523841,23556625,918547951,847108379,1,1,1,1,0
224,224,15,15,0,0,180,720,17,466737221,435923179,0,0,1,0,1,1,0
225,225,15,14,1,0,186,852,17,200105828,153884764,0,0,1,0,1,1,0
226,226,15,13,2,0,192,984,17,300158742,230827146,0,0,1,0,1,1,0
227,227,15,12,3,0,198,1116,17,450238113,346240719,0,0,1,0,1,1,0
228,228,15,11,4,0,204,1248,17,175357166,19361074,0,0,1,0,1,1,0
229,229,15,10,5,0,210,1380,18,263035749,29041611,0,0,1,0,1,1,0
230,230,15,9,6,0,216,1512,18,894553627,543562421,0,0,1,0,1,1,0
231,231,15,8,7,0,222,1644,18,841830437,315343627,0,0,1,0,1,1,0
232,232,15,7,8,0,228,1776,18,762745652,973015445,0,0,1,0,1,1,0
233,233,15,6,9,0,234,1908,18,144118471,959523163,0,0,1,0,1,1,0
234,234,15,5,10,0,240,2040,18,716177710,939284740,0,0,1,0,1,1,0
235,235,15,4,11,0,246,2172,19,74266558,408927101,0,0,1,0,1,1,0
236,236,15,3,12,0,252,2304,19,111399837,113390647,0,0,1,0,1,1,0
237,237,15,2,13,0,258,2436,19,667099759,670085975,0,0,1,0,1,1,0
238,238,15,1,14,0,264,2568,19,500649635,505128958,0,0,1,0,1,1,0
239,239,15,0,15,0,270,2700,19,250974449,757693437,0,0,1,0,1,1,0
240,240,15,0,14,1,300,2624,20,2598526,20515814,0,0,1,0,1,1,0
241,241,15,0,13,2,330,2548,20,673596074,721375510,0,0,1,0,1,1,0
242,242,15,0,12,3,360,2472,21,129589519,257001345,0,0,1,0,1,1,0
243,243,15,0,11,4,390,2396,21,12238715,685336920,0,0,1,0,1,1,0
244,244,15,0,10,5,420,2320,21,365969909,827565111,0,0,1,0,1,1,0
245,245,15,0,9,6,450,2244,22,309253086,206840278,0,0,1,0,1,1,0
246,246,15,0,8,7,480,2168,22,824674896,884907411,0,0,1,0,1,1,0
247,247,15,0,7,8,510,2092,23,199133042,359753078,0,0,1,0,1,1,0
248,248,15,0,6,9,540,2016,23,864354781,626008205,0,0,1,0,1,1,0
249,249,15,0,5,10,570,1940,24,971612740,336021868,0,0,1,0,1,1,0
250,250,15,0,4,11,600,1864,24,257633957,229391642,0,0,1,0,1,1,0
251,251,15,0,3,12,630,1788,24,20357214,278377709,0,0,1,0,1,1,0
252,252,15,0,2,13,660,1712,25,54285904,409007221,0,0,1,0,1,1,0
253,253,15,0,1,14,690,1636,25,811429082,424019250,0,0,1,0,1,1,0
254,254,15,0,0,15,720,1560,26,497144207,130717991,45150670,330600916,1,1,1,1,0
255,255,16,16,0,0,192,768,18,600846617,231078103,0,0,1,0,1,1,0
256,256,16,15,1,0,198,900,18,401269922,846617159,0,0,1,0,1,1,0
257,257,16,14,2,0,204,1032,18,601904883,769925734,0,0,1,0,1,1,0
258,258,16,13,3,0,210,1164,18,402857321,154888592,0,0,1,0,1,1,0
259,259,16,12,4,0,216,1296,18,104285978,232332888,0,0,1,0,1,1,0
260,260,16,11,5,0,222,1428,19,156428967,348499332,0,0,1,0,1,1,0
261,261,16,10,6,0,228,1560,19,734643454,522748998,0,0,1,0,1,1,0
262,262,16,9,7,0,234,1692,19,101965174,784123497,0,0,1,0,1,1,0
263,263,16,8,8,0,240,1824,19,152947761,676185241,0,0,1,0,1,1,0
264,264,16,7,9,0,246,1956,19,729421645,514277857,0,0,1,0,1,1,0
265,265,16,6,10,0,252,2088,20,594132464,271416781,0,0,1,0,1,1,0
266,266,16,5,11,0,258,2220,20,891198696,907125176,0,0,1,0,1,1,0
267,267,16,4,12,0,264,2352,20,336798037,360687755,0,0,1,0,1,1,0
268,268,16,3,13,0,270,2484,20,5197052,41031628,0,0,1,0,1,1,0
269,269,16,2,14,0,276,2616,20,7795578,61547442,0,0,1,0,1,1,0
270,270,16,1,15,0,282,2748,20,11693367,92321163,0,0,1,0,1,1,0
271,271,16,0,16,0,288,2880,21,517540054,638481749,0,0,1,0,1,1,0
272,272,16,0,15,1,318,2804,21,46773468,369284652,0,0,1,0,1,1,0
273,273,16,0,14,2,348,2728,21,124729248,984759072,0,0,1,0,1,1,0
274,274,16,0,13,3,378,2652,22,332611328,626024174,0,0,1,0,1,1,0
275,275,16,0,12,4,408,2576,22,220296870,336064452,0,0,1,0,1,1,0
276,276,16,0,11,5,438,2500,23,587458320,896171872,0,0,1,0,1,1,0
277,277,16,0,10,6,468,2424,23,566555513,723124977,0,0,1,0,1,1,0
278,278,16,0,9,7,498,2348,24,844148030,928333263,0,0,1,0,1,1,0
279,279,16,0,8,8,528,2272,24,584394735,475555350,0,0,1,0,1,1,0
280,280,16,0,7,9,558,2196,24,558385953,268147591,0,0,1,0,1,1,0
281,281,16,0,6,10,588,2120,25,489029201,48393570,0,0,1,0,1,1,0
282,282,16,0,5,11,618,2044,25,637411198,129049520,0,0,1,0,1,1,0
283,283,16,0,4,12,648,1968,26,366429852,10798717,0,0,1,0,1,1,0
284,284,16,0,3,13,678,1892,26,977146272,362129915,0,0,1,0,1,1,0
285,285,16,0,2,14,708,1816,27,605723378,632346437,0,0,1,0,1,1,0
286,286,16,0,1,15,738,1740,27,948595670,352923820,0,0,1,0,1,1,0
287,287,16,0,0,16,768,1664,27,862921775,274463514,83616073,934421921,1,1,1,1,0
