signature_edge_id,source_signature_class_id,target_signature_class_id,shared_active_atom_count,source_carrier_atom_mask,target_carrier_atom_mask
2816,25,154,1,146,524416
2817,25,155,1,146,526464
2818,25,156,1,146,526464
2819,25,157,1,146,526464
2820,25,158,1,146,526464
2821,25,159,1,146,526464
2822,25,160,1,146,526464
2823,25,161,1,146,526464
2824,25,162,1,146,526464
2825,25,163,1,146,526464
2826,25,164,1,146,526464
2827,25,165,1,146,526464
2828,25,166,1,146,526464
2829,25,167,1,146,526464
2830,25,168,1,146,526464
2831,25,169,1,146,526464
2832,25,170,1,146,526464
2833,25,171,1,146,526464
2834,25,172,1,146,526464
2835,26,27,3,146,146
2836,26,28,1,146,128
2837,26,29,1,146,128
2838,26,30,1,146,128
2839,26,31,1,146,128
2840,26,32,1,146,128
2841,26,33,1,146,128
2842,26,34,1,146,128
2843,26,35,1,146,128
2844,26,36,1,146,128
2845,26,37,1,146,128
2846,26,38,1,146,128
2847,26,45,1,146,2
2848,26,46,1,146,2
2849,26,47,1,146,2
2850,26,48,1,146,6146
2851,26,49,1,146,6146
2852,26,50,1,146,6146
2853,26,51,1,146,6146
2854,26,52,1,146,6146
2855,26,53,1,146,6146
2856,26,54,1,146,6146
2857,26,55,1,146,6146
2858,26,56,1,146,6146
2859,26,57,1,146,6146
2860,26,61,1,146,2
2861,26,62,1,146,2
2862,26,72,1,146,16
2863,26,73,1,146,16
2864,26,74,1,146,16
2865,26,78,1,146,6160
2866,26,79,1,146,6160
2867,26,80,1,146,6160
2868,26,81,1,146,6160
2869,26,82,1,146,6160
2870,26,83,1,146,6160
2871,26,84,1,146,6160
2872,26,85,1,146,16
2873,26,86,1,146,16
2874,26,87,1,146,16
2875,26,88,1,146,16
2876,26,93,3,146,146
2877,26,94,3,146,146
2878,26,95,3,146,146
2879,26,96,3,146,146
2880,26,97,3,146,146
2881,26,98,3,146,146
2882,26,99,3,146,146
2883,26,100,1,146,2
2884,26,101,1,146,2
2885,26,102,1,146,16
2886,26,103,1,146,16
2887,26,104,1,146,16
2888,26,105,1,146,16
2889,26,106,3,146,524434
2890,26,107,3,146,524434
2891,26,108,3,146,524434
2892,26,109,3,146,524434
2893,26,110,3,146,524434
2894,26,111,3,146,524434
2895,26,112,3,146,524434
2896,26,113,3,146,524434
2897,26,114,3,146,524434
2898,26,115,3,146,524434
2899,26,116,3,146,524434
2900,26,117,3,146,524434
2901,26,118,3,146,524434
2902,26,119,3,146,524434
2903,26,120,3,146,524434
2904,26,121,3,146,524434
2905,26,122,3,146,524434
2906,26,123,3,146,524434
2907,26,124,3,146,524434
2908,26,125,3,146,524434
2909,26,126,1,146,524416
2910,26,127,1,146,524416
2911,26,128,1,146,524416
2912,26,129,1,146,524416
2913,26,134,1,146,128
2914,26,135,1,146,128
2915,26,136,1,146,128
2916,26,137,1,146,128
2917,26,138,1,146,128
2918,26,139,1,146,128
2919,26,140,1,146,128
2920,26,141,1,146,128
2921,26,142,1,146,128
2922,26,143,1,146,128
2923,26,144,1,146,128
2924,26,151,1,146,524416
2925,26,152,1,146,524416
2926,26,153,1,146,524416
2927,26,154,1,146,524416
2928,26,155,1,146,526464
2929,26,156,1,146,526464
2930,26,157,1,146,526464
2931,26,158,1,146,526464
2932,26,159,1,146,526464
2933,26,160,1,146,526464
2934,26,161,1,146,526464
2935,26,162,1,146,526464
2936,26,163,1,146,526464
2937,26,164,1,146,526464
2938,26,165,1,146,526464
2939,26,166,1,146,526464
2940,26,167,1,146,526464
2941,26,168,1,146,526464
2942,26,169,1,146,526464
2943,26,170,1,146,526464
2944,26,171,1,146,526464
2945,26,172,1,146,526464
2946,27,28,1,146,128
2947,27,29,1,146,128
2948,27,30,1,146,128
2949,27,31,1,146,128
2950,27,32,1,146,128
2951,27,33,1,146,128
2952,27,34,1,146,128
2953,27,35,1,146,128
2954,27,36,1,146,128
2955,27,37,1,146,128
2956,27,38,1,146,128
2957,27,45,1,146,2
2958,27,46,1,146,2
2959,27,47,1,146,2
2960,27,48,1,146,6146
2961,27,49,1,146,6146
2962,27,50,1,146,6146
2963,27,51,1,146,6146
2964,27,52,1,146,6146
2965,27,53,1,146,6146
2966,27,54,1,146,6146
2967,27,55,1,146,6146
2968,27,56,1,146,6146
2969,27,57,1,146,6146
2970,27,61,1,146,2
2971,27,62,1,146,2
2972,27,72,1,146,16
2973,27,73,1,146,16
2974,27,74,1,146,16
2975,27,78,1,146,6160
2976,27,79,1,146,6160
2977,27,80,1,146,6160
2978,27,81,1,146,6160
2979,27,82,1,146,6160
2980,27,83,1,146,6160
2981,27,84,1,146,6160
2982,27,85,1,146,16
2983,27,86,1,146,16
2984,27,87,1,146,16
2985,27,88,1,146,16
2986,27,93,3,146,146
2987,27,94,3,146,146
2988,27,95,3,146,146
2989,27,96,3,146,146
2990,27,97,3,146,146
2991,27,98,3,146,146
2992,27,99,3,146,146
2993,27,100,1,146,2
2994,27,101,1,146,2
2995,27,102,1,146,16
2996,27,103,1,146,16
2997,27,104,1,146,16
2998,27,105,1,146,16
2999,27,106,3,146,524434
3000,27,107,3,146,524434
3001,27,108,3,146,524434
3002,27,109,3,146,524434
3003,27,110,3,146,524434
3004,27,111,3,146,524434
3005,27,112,3,146,524434
3006,27,113,3,146,524434
3007,27,114,3,146,524434
3008,27,115,3,146,524434
3009,27,116,3,146,524434
3010,27,117,3,146,524434
3011,27,118,3,146,524434
3012,27,119,3,146,524434
3013,27,120,3,146,524434
3014,27,121,3,146,524434
3015,27,122,3,146,524434
3016,27,123,3,146,524434
3017,27,124,3,146,524434
3018,27,125,3,146,524434
3019,27,126,1,146,524416
3020,27,127,1,146,524416
3021,27,128,1,146,524416
3022,27,129,1,146,524416
3023,27,134,1,146,128
3024,27,135,1,146,128
3025,27,136,1,146,128
3026,27,137,1,146,128
3027,27,138,1,146,128
3028,27,139,1,146,128
3029,27,140,1,146,128
3030,27,141,1,146,128
3031,27,142,1,146,128
3032,27,143,1,146,128
3033,27,144,1,146,128
3034,27,151,1,146,524416
3035,27,152,1,146,524416
3036,27,153,1,146,524416
3037,27,154,1,146,524416
3038,27,155,1,146,526464
3039,27,156,1,146,526464
3040,27,157,1,146,526464
3041,27,158,1,146,526464
3042,27,159,1,146,526464
3043,27,160,1,146,526464
3044,27,161,1,146,526464
3045,27,162,1,146,526464
3046,27,163,1,146,526464
3047,27,164,1,146,526464
3048,27,165,1,146,526464
3049,27,166,1,146,526464
3050,27,167,1,146,526464
3051,27,168,1,146,526464
3052,27,169,1,146,526464
3053,27,170,1,146,526464
3054,27,171,1,146,526464
3055,27,172,1,146,526464
3056,28,29,1,128,128
3057,28,30,1,128,128
3058,28,31,1,128,128
3059,28,32,1,128,128
3060,28,33,1,128,128
3061,28,34,1,128,128
3062,28,35,1,128,128
3063,28,36,1,128,128
3064,28,37,1,128,128
3065,28,38,1,128,128
3066,28,93,1,128,146
3067,28,94,1,128,146
3068,28,95,1,128,146
3069,28,96,1,128,146
3070,28,97,1,128,146
3071,28,98,1,128,146
3072,28,99,1,128,146
3073,28,106,1,128,524434
3074,28,107,1,128,524434
3075,28,108,1,128,524434
3076,28,109,1,128,524434
3077,28,110,1,128,524434
3078,28,111,1,128,524434
3079,28,112,1,128,524434
3080,28,113,1,128,524434
3081,28,114,1,128,524434
3082,28,115,1,128,524434
3083,28,116,1,128,524434
3084,28,117,1,128,524434
3085,28,118,1,128,524434
3086,28,119,1,128,524434
3087,28,120,1,128,524434
3088,28,121,1,128,524434
3089,28,122,1,128,524434
3090,28,123,1,128,524434
3091,28,124,1,128,524434
3092,28,125,1,128,524434
3093,28,126,1,128,524416
3094,28,127,1,128,524416
3095,28,128,1,128,524416
3096,28,129,1,128,524416
3097,28,134,1,128,128
3098,28,135,1,128,128
3099,28,136,1,128,128
3100,28,137,1,128,128
3101,28,138,1,128,128
3102,28,139,1,128,128
3103,28,140,1,128,128
3104,28,141,1,128,128
3105,28,142,1,128,128
3106,28,143,1,128,128
3107,28,144,1,128,128
3108,28,151,1,128,524416
3109,28,152,1,128,524416
3110,28,153,1,128,524416
3111,28,154,1,128,524416
3112,28,155,1,128,526464
3113,28,156,1,128,526464
3114,28,157,1,128,526464
3115,28,158,1,128,526464
3116,28,159,1,128,526464
3117,28,160,1,128,526464
3118,28,161,1,128,526464
3119,28,162,1,128,526464
3120,28,163,1,128,526464
3121,28,164,1,128,526464
3122,28,165,1,128,526464
3123,28,166,1,128,526464
3124,28,167,1,128,526464
3125,28,168,1,128,526464
3126,28,169,1,128,526464
3127,28,170,1,128,526464
3128,28,171,1,128,526464
3129,28,172,1,128,526464
3130,29,30,1,128,128
3131,29,31,1,128,128
3132,29,32,1,128,128
3133,29,33,1,128,128
3134,29,34,1,128,128
3135,29,35,1,128,128
3136,29,36,1,128,128
3137,29,37,1,128,128
3138,29,38,1,128,128
3139,29,93,1,128,146
3140,29,94,1,128,146
3141,29,95,1,128,146
3142,29,96,1,128,146
3143,29,97,1,128,146
3144,29,98,1,128,146
3145,29,99,1,128,146
3146,29,106,1,128,524434
3147,29,107,1,128,524434
3148,29,108,1,128,524434
3149,29,109,1,128,524434
3150,29,110,1,128,524434
3151,29,111,1,128,524434
3152,29,112,1,128,524434
3153,29,113,1,128,524434
3154,29,114,1,128,524434
3155,29,115,1,128,524434
3156,29,116,1,128,524434
3157,29,117,1,128,524434
3158,29,118,1,128,524434
3159,29,119,1,128,524434
3160,29,120,1,128,524434
3161,29,121,1,128,524434
3162,29,122,1,128,524434
3163,29,123,1,128,524434
3164,29,124,1,128,524434
3165,29,125,1,128,524434
3166,29,126,1,128,524416
3167,29,127,1,128,524416
3168,29,128,1,128,524416
3169,29,129,1,128,524416
3170,29,134,1,128,128
3171,29,135,1,128,128
3172,29,136,1,128,128
3173,29,137,1,128,128
3174,29,138,1,128,128
3175,29,139,1,128,128
3176,29,140,1,128,128
3177,29,141,1,128,128
3178,29,142,1,128,128
3179,29,143,1,128,128
3180,29,144,1,128,128
3181,29,151,1,128,524416
3182,29,152,1,128,524416
3183,29,153,1,128,524416
3184,29,154,1,128,524416
3185,29,155,1,128,526464
3186,29,156,1,128,526464
3187,29,157,1,128,526464
3188,29,158,1,128,526464
3189,29,159,1,128,526464
3190,29,160,1,128,526464
3191,29,161,1,128,526464
3192,29,162,1,128,526464
3193,29,163,1,128,526464
3194,29,164,1,128,526464
3195,29,165,1,128,526464
3196,29,166,1,128,526464
3197,29,167,1,128,526464
3198,29,168,1,128,526464
3199,29,169,1,128,526464
3200,29,170,1,128,526464
3201,29,171,1,128,526464
3202,29,172,1,128,526464
3203,30,31,1,128,128
3204,30,32,1,128,128
3205,30,33,1,128,128
3206,30,34,1,128,128
3207,30,35,1,128,128
3208,30,36,1,128,128
3209,30,37,1,128,128
3210,30,38,1,128,128
3211,30,93,1,128,146
3212,30,94,1,128,146
3213,30,95,1,128,146
3214,30,96,1,128,146
3215,30,97,1,128,146
3216,30,98,1,128,146
3217,30,99,1,128,146
3218,30,106,1,128,524434
3219,30,107,1,128,524434
3220,30,108,1,128,524434
3221,30,109,1,128,524434
3222,30,110,1,128,524434
3223,30,111,1,128,524434
3224,30,112,1,128,524434
3225,30,113,1,128,524434
3226,30,114,1,128,524434
3227,30,115,1,128,524434
3228,30,116,1,128,524434
3229,30,117,1,128,524434
3230,30,118,1,128,524434
3231,30,119,1,128,524434
3232,30,120,1,128,524434
3233,30,121,1,128,524434
3234,30,122,1,128,524434
3235,30,123,1,128,524434
3236,30,124,1,128,524434
3237,30,125,1,128,524434
3238,30,126,1,128,524416
3239,30,127,1,128,524416
3240,30,128,1,128,524416
3241,30,129,1,128,524416
3242,30,134,1,128,128
3243,30,135,1,128,128
3244,30,136,1,128,128
3245,30,137,1,128,128
3246,30,138,1,128,128
3247,30,139,1,128,128
3248,30,140,1,128,128
3249,30,141,1,128,128
3250,30,142,1,128,128
3251,30,143,1,128,128
3252,30,144,1,128,128
3253,30,151,1,128,524416
3254,30,152,1,128,524416
3255,30,153,1,128,524416
3256,30,154,1,128,524416
3257,30,155,1,128,526464
3258,30,156,1,128,526464
3259,30,157,1,128,526464
3260,30,158,1,128,526464
3261,30,159,1,128,526464
3262,30,160,1,128,526464
3263,30,161,1,128,526464
3264,30,162,1,128,526464
3265,30,163,1,128,526464
3266,30,164,1,128,526464
3267,30,165,1,128,526464
3268,30,166,1,128,526464
3269,30,167,1,128,526464
3270,30,168,1,128,526464
3271,30,169,1,128,526464
3272,30,170,1,128,526464
3273,30,171,1,128,526464
3274,30,172,1,128,526464
3275,31,32,1,128,128
3276,31,33,1,128,128
3277,31,34,1,128,128
3278,31,35,1,128,128
3279,31,36,1,128,128
3280,31,37,1,128,128
3281,31,38,1,128,128
3282,31,93,1,128,146
3283,31,94,1,128,146
3284,31,95,1,128,146
3285,31,96,1,128,146
3286,31,97,1,128,146
3287,31,98,1,128,146
3288,31,99,1,128,146
3289,31,106,1,128,524434
3290,31,107,1,128,524434
3291,31,108,1,128,524434
3292,31,109,1,128,524434
3293,31,110,1,128,524434
3294,31,111,1,128,524434
3295,31,112,1,128,524434
3296,31,113,1,128,524434
3297,31,114,1,128,524434
3298,31,115,1,128,524434
3299,31,116,1,128,524434
3300,31,117,1,128,524434
3301,31,118,1,128,524434
3302,31,119,1,128,524434
3303,31,120,1,128,524434
3304,31,121,1,128,524434
3305,31,122,1,128,524434
3306,31,123,1,128,524434
3307,31,124,1,128,524434
3308,31,125,1,128,524434
3309,31,126,1,128,524416
3310,31,127,1,128,524416
3311,31,128,1,128,524416
3312,31,129,1,128,524416
3313,31,134,1,128,128
3314,31,135,1,128,128
3315,31,136,1,128,128
3316,31,137,1,128,128
3317,31,138,1,128,128
3318,31,139,1,128,128
3319,31,140,1,128,128
3320,31,141,1,128,128
3321,31,142,1,128,128
3322,31,143,1,128,128
3323,31,144,1,128,128
3324,31,151,1,128,524416
3325,31,152,1,128,524416
3326,31,153,1,128,524416
3327,31,154,1,128,524416
3328,31,155,1,128,526464
3329,31,156,1,128,526464
3330,31,157,1,128,526464
3331,31,158,1,128,526464
3332,31,159,1,128,526464
3333,31,160,1,128,526464
3334,31,161,1,128,526464
3335,31,162,1,128,526464
3336,31,163,1,128,526464
3337,31,164,1,128,526464
3338,31,165,1,128,526464
3339,31,166,1,128,526464
3340,31,167,1,128,526464
3341,31,168,1,128,526464
3342,31,169,1,128,526464
3343,31,170,1,128,526464
3344,31,171,1,128,526464
3345,31,172,1,128,526464
3346,32,33,1,128,128
3347,32,34,1,128,128
3348,32,35,1,128,128
3349,32,36,1,128,128
3350,32,37,1,128,128
3351,32,38,1,128,128
3352,32,93,1,128,146
3353,32,94,1,128,146
3354,32,95,1,128,146
3355,32,96,1,128,146
3356,32,97,1,128,146
3357,32,98,1,128,146
3358,32,99,1,128,146
3359,32,106,1,128,524434
3360,32,107,1,128,524434
3361,32,108,1,128,524434
3362,32,109,1,128,524434
3363,32,110,1,128,524434
3364,32,111,1,128,524434
3365,32,112,1,128,524434
3366,32,113,1,128,524434
3367,32,114,1,128,524434
3368,32,115,1,128,524434
3369,32,116,1,128,524434
3370,32,117,1,128,524434
3371,32,118,1,128,524434
3372,32,119,1,128,524434
3373,32,120,1,128,524434
3374,32,121,1,128,524434
3375,32,122,1,128,524434
3376,32,123,1,128,524434
3377,32,124,1,128,524434
3378,32,125,1,128,524434
3379,32,126,1,128,524416
3380,32,127,1,128,524416
3381,32,128,1,128,524416
3382,32,129,1,128,524416
3383,32,134,1,128,128
3384,32,135,1,128,128
3385,32,136,1,128,128
3386,32,137,1,128,128
3387,32,138,1,128,128
3388,32,139,1,128,128
3389,32,140,1,128,128
3390,32,141,1,128,128
3391,32,142,1,128,128
3392,32,143,1,128,128
3393,32,144,1,128,128
3394,32,151,1,128,524416
3395,32,152,1,128,524416
3396,32,153,1,128,524416
3397,32,154,1,128,524416
3398,32,155,1,128,526464
3399,32,156,1,128,526464
3400,32,157,1,128,526464
3401,32,158,1,128,526464
3402,32,159,1,128,526464
3403,32,160,1,128,526464
3404,32,161,1,128,526464
3405,32,162,1,128,526464
3406,32,163,1,128,526464
3407,32,164,1,128,526464
3408,32,165,1,128,526464
3409,32,166,1,128,526464
3410,32,167,1,128,526464
3411,32,168,1,128,526464
3412,32,169,1,128,526464
3413,32,170,1,128,526464
3414,32,171,1,128,526464
3415,32,172,1,128,526464
3416,33,34,1,128,128
3417,33,35,1,128,128
3418,33,36,1,128,128
3419,33,37,1,128,128
3420,33,38,1,128,128
3421,33,93,1,128,146
3422,33,94,1,128,146
3423,33,95,1,128,146
3424,33,96,1,128,146
3425,33,97,1,128,146
3426,33,98,1,128,146
3427,33,99,1,128,146
3428,33,106,1,128,524434
3429,33,107,1,128,524434
3430,33,108,1,128,524434
3431,33,109,1,128,524434
3432,33,110,1,128,524434
3433,33,111,1,128,524434
3434,33,112,1,128,524434
3435,33,113,1,128,524434
3436,33,114,1,128,524434
3437,33,115,1,128,524434
3438,33,116,1,128,524434
3439,33,117,1,128,524434
3440,33,118,1,128,524434
3441,33,119,1,128,524434
3442,33,120,1,128,524434
3443,33,121,1,128,524434
3444,33,122,1,128,524434
3445,33,123,1,128,524434
3446,33,124,1,128,524434
3447,33,125,1,128,524434
3448,33,126,1,128,524416
3449,33,127,1,128,524416
3450,33,128,1,128,524416
3451,33,129,1,128,524416
3452,33,134,1,128,128
3453,33,135,1,128,128
3454,33,136,1,128,128
3455,33,137,1,128,128
3456,33,138,1,128,128
3457,33,139,1,128,128
3458,33,140,1,128,128
3459,33,141,1,128,128
3460,33,142,1,128,128
3461,33,143,1,128,128
3462,33,144,1,128,128
3463,33,151,1,128,524416
3464,33,152,1,128,524416
3465,33,153,1,128,524416
3466,33,154,1,128,524416
3467,33,155,1,128,526464
3468,33,156,1,128,526464
3469,33,157,1,128,526464
3470,33,158,1,128,526464
3471,33,159,1,128,526464
3472,33,160,1,128,526464
3473,33,161,1,128,526464
3474,33,162,1,128,526464
3475,33,163,1,128,526464
3476,33,164,1,128,526464
3477,33,165,1,128,526464
3478,33,166,1,128,526464
3479,33,167,1,128,526464
3480,33,168,1,128,526464
3481,33,169,1,128,526464
3482,33,170,1,128,526464
3483,33,171,1,128,526464
3484,33,172,1,128,526464
3485,34,35,1,128,128
3486,34,36,1,128,128
3487,34,37,1,128,128
3488,34,38,1,128,128
3489,34,93,1,128,146
3490,34,94,1,128,146
3491,34,95,1,128,146
3492,34,96,1,128,146
3493,34,97,1,128,146
3494,34,98,1,128,146
3495,34,99,1,128,146
3496,34,106,1,128,524434
3497,34,107,1,128,524434
3498,34,108,1,128,524434
3499,34,109,1,128,524434
3500,34,110,1,128,524434
3501,34,111,1,128,524434
3502,34,112,1,128,524434
3503,34,113,1,128,524434
3504,34,114,1,128,524434
3505,34,115,1,128,524434
3506,34,116,1,128,524434
3507,34,117,1,128,524434
3508,34,118,1,128,524434
3509,34,119,1,128,524434
3510,34,120,1,128,524434
3511,34,121,1,128,524434
3512,34,122,1,128,524434
3513,34,123,1,128,524434
3514,34,124,1,128,524434
3515,34,125,1,128,524434
3516,34,126,1,128,524416
3517,34,127,1,128,524416
3518,34,128,1,128,524416
3519,34,129,1,128,524416
3520,34,134,1,128,128
3521,34,135,1,128,128
3522,34,136,1,128,128
3523,34,137,1,128,128
3524,34,138,1,128,128
3525,34,139,1,128,128
3526,34,140,1,128,128
3527,34,141,1,128,128
3528,34,142,1,128,128
3529,34,143,1,128,128
3530,34,144,1,128,128
3531,34,151,1,128,524416
3532,34,152,1,128,524416
3533,34,153,1,128,524416
3534,34,154,1,128,524416
3535,34,155,1,128,526464
3536,34,156,1,128,526464
3537,34,157,1,128,526464
3538,34,158,1,128,526464
3539,34,159,1,128,526464
3540,34,160,1,128,526464
3541,34,161,1,128,526464
3542,34,162,1,128,526464
3543,34,163,1,128,526464
3544,34,164,1,128,526464
3545,34,165,1,128,526464
3546,34,166,1,128,526464
3547,34,167,1,128,526464
3548,34,168,1,128,526464
3549,34,169,1,128,526464
3550,34,170,1,128,526464
3551,34,171,1,128,526464
3552,34,172,1,128,526464
3553,35,36,1,128,128
3554,35,37,1,128,128
3555,35,38,1,128,128
3556,35,93,1,128,146
3557,35,94,1,128,146
3558,35,95,1,128,146
3559,35,96,1,128,146
3560,35,97,1,128,146
3561,35,98,1,128,146
3562,35,99,1,128,146
3563,35,106,1,128,524434
3564,35,107,1,128,524434
3565,35,108,1,128,524434
3566,35,109,1,128,524434
3567,35,110,1,128,524434
3568,35,111,1,128,524434
3569,35,112,1,128,524434
3570,35,113,1,128,524434
3571,35,114,1,128,524434
3572,35,115,1,128,524434
3573,35,116,1,128,524434
3574,35,117,1,128,524434
3575,35,118,1,128,524434
3576,35,119,1,128,524434
3577,35,120,1,128,524434
3578,35,121,1,128,524434
3579,35,122,1,128,524434
3580,35,123,1,128,524434
3581,35,124,1,128,524434
3582,35,125,1,128,524434
3583,35,126,1,128,524416
3584,35,127,1,128,524416
3585,35,128,1,128,524416
3586,35,129,1,128,524416
3587,35,134,1,128,128
3588,35,135,1,128,128
3589,35,136,1,128,128
3590,35,137,1,128,128
3591,35,138,1,128,128
3592,35,139,1,128,128
3593,35,140,1,128,128
3594,35,141,1,128,128
3595,35,142,1,128,128
3596,35,143,1,128,128
3597,35,144,1,128,128
3598,35,151,1,128,524416
3599,35,152,1,128,524416
3600,35,153,1,128,524416
3601,35,154,1,128,524416
3602,35,155,1,128,526464
3603,35,156,1,128,526464
3604,35,157,1,128,526464
3605,35,158,1,128,526464
3606,35,159,1,128,526464
3607,35,160,1,128,526464
3608,35,161,1,128,526464
3609,35,162,1,128,526464
3610,35,163,1,128,526464
3611,35,164,1,128,526464
3612,35,165,1,128,526464
3613,35,166,1,128,526464
3614,35,167,1,128,526464
3615,35,168,1,128,526464
3616,35,169,1,128,526464
3617,35,170,1,128,526464
3618,35,171,1,128,526464
3619,35,172,1,128,526464
3620,36,37,1,128,128
3621,36,38,1,128,128
3622,36,93,1,128,146
3623,36,94,1,128,146
3624,36,95,1,128,146
3625,36,96,1,128,146
3626,36,97,1,128,146
3627,36,98,1,128,146
3628,36,99,1,128,146
3629,36,106,1,128,524434
3630,36,107,1,128,524434
3631,36,108,1,128,524434
3632,36,109,1,128,524434
3633,36,110,1,128,524434
3634,36,111,1,128,524434
3635,36,112,1,128,524434
3636,36,113,1,128,524434
3637,36,114,1,128,524434
3638,36,115,1,128,524434
3639,36,116,1,128,524434
3640,36,117,1,128,524434
3641,36,118,1,128,524434
3642,36,119,1,128,524434
3643,36,120,1,128,524434
3644,36,121,1,128,524434
3645,36,122,1,128,524434
3646,36,123,1,128,524434
3647,36,124,1,128,524434
3648,36,125,1,128,524434
3649,36,126,1,128,524416
3650,36,127,1,128,524416
3651,36,128,1,128,524416
3652,36,129,1,128,524416
3653,36,134,1,128,128
3654,36,135,1,128,128
3655,36,136,1,128,128
3656,36,137,1,128,128
3657,36,138,1,128,128
3658,36,139,1,128,128
3659,36,140,1,128,128
3660,36,141,1,128,128
3661,36,142,1,128,128
3662,36,143,1,128,128
3663,36,144,1,128,128
3664,36,151,1,128,524416
3665,36,152,1,128,524416
3666,36,153,1,128,524416
3667,36,154,1,128,524416
3668,36,155,1,128,526464
3669,36,156,1,128,526464
3670,36,157,1,128,526464
3671,36,158,1,128,526464
3672,36,159,1,128,526464
3673,36,160,1,128,526464
3674,36,161,1,128,526464
3675,36,162,1,128,526464
3676,36,163,1,128,526464
3677,36,164,1,128,526464
3678,36,165,1,128,526464
3679,36,166,1,128,526464
3680,36,167,1,128,526464
3681,36,168,1,128,526464
3682,36,169,1,128,526464
3683,36,170,1,128,526464
3684,36,171,1,128,526464
3685,36,172,1,128,526464
3686,37,38,1,128,128
3687,37,93,1,128,146
3688,37,94,1,128,146
3689,37,95,1,128,146
3690,37,96,1,128,146
3691,37,97,1,128,146
3692,37,98,1,128,146
3693,37,99,1,128,146
3694,37,106,1,128,524434
3695,37,107,1,128,524434
3696,37,108,1,128,524434
3697,37,109,1,128,524434
3698,37,110,1,128,524434
3699,37,111,1,128,524434
3700,37,112,1,128,524434
3701,37,113,1,128,524434
3702,37,114,1,128,524434
3703,37,115,1,128,524434
3704,37,116,1,128,524434
3705,37,117,1,128,524434
3706,37,118,1,128,524434
3707,37,119,1,128,524434
3708,37,120,1,128,524434
3709,37,121,1,128,524434
3710,37,122,1,128,524434
3711,37,123,1,128,524434
3712,37,124,1,128,524434
3713,37,125,1,128,524434
3714,37,126,1,128,524416
3715,37,127,1,128,524416
3716,37,128,1,128,524416
3717,37,129,1,128,524416
3718,37,134,1,128,128
3719,37,135,1,128,128
3720,37,136,1,128,128
3721,37,137,1,128,128
3722,37,138,1,128,128
3723,37,139,1,128,128
3724,37,140,1,128,128
3725,37,141,1,128,128
3726,37,142,1,128,128
3727,37,143,1,128,128
3728,37,144,1,128,128
3729,37,151,1,128,524416
3730,37,152,1,128,524416
3731,37,153,1,128,524416
3732,37,154,1,128,524416
3733,37,155,1,128,526464
3734,37,156,1,128,526464
3735,37,157,1,128,526464
3736,37,158,1,128,526464
3737,37,159,1,128,526464
3738,37,160,1,128,526464
3739,37,161,1,128,526464
3740,37,162,1,128,526464
3741,37,163,1,128,526464
3742,37,164,1,128,526464
3743,37,165,1,128,526464
3744,37,166,1,128,526464
3745,37,167,1,128,526464
3746,37,168,1,128,526464
3747,37,169,1,128,526464
3748,37,170,1,128,526464
3749,37,171,1,128,526464
3750,37,172,1,128,526464
3751,38,93,1,128,146
3752,38,94,1,128,146
3753,38,95,1,128,146
3754,38,96,1,128,146
3755,38,97,1,128,146
3756,38,98,1,128,146
3757,38,99,1,128,146
3758,38,106,1,128,524434
3759,38,107,1,128,524434
3760,38,108,1,128,524434
3761,38,109,1,128,524434
3762,38,110,1,128,524434
3763,38,111,1,128,524434
3764,38,112,1,128,524434
3765,38,113,1,128,524434
3766,38,114,1,128,524434
3767,38,115,1,128,524434
3768,38,116,1,128,524434
3769,38,117,1,128,524434
3770,38,118,1,128,524434
3771,38,119,1,128,524434
3772,38,120,1,128,524434
3773,38,121,1,128,524434
3774,38,122,1,128,524434
3775,38,123,1,128,524434
3776,38,124,1,128,524434
3777,38,125,1,128,524434
3778,38,126,1,128,524416
3779,38,127,1,128,524416
3780,38,128,1,128,524416
3781,38,129,1,128,524416
3782,38,134,1,128,128
3783,38,135,1,128,128
3784,38,136,1,128,128
3785,38,137,1,128,128
3786,38,138,1,128,128
3787,38,139,1,128,128
3788,38,140,1,128,128
3789,38,141,1,128,128
3790,38,142,1,128,128
3791,38,143,1,128,128
3792,38,144,1,128,128
3793,38,151,1,128,524416
3794,38,152,1,128,524416
3795,38,153,1,128,524416
3796,38,154,1,128,524416
3797,38,155,1,128,526464
3798,38,156,1,128,526464
3799,38,157,1,128,526464
3800,38,158,1,128,526464
3801,38,159,1,128,526464
3802,38,160,1,128,526464
3803,38,161,1,128,526464
3804,38,162,1,128,526464
3805,38,163,1,128,526464
3806,38,164,1,128,526464
3807,38,165,1,128,526464
3808,38,166,1,128,526464
3809,38,167,1,128,526464
3810,38,168,1,128,526464
3811,38,169,1,128,526464
3812,38,170,1,128,526464
3813,38,171,1,128,526464
3814,38,172,1,128,526464
3815,45,46,1,2,2
3816,45,47,1,2,2
3817,45,48,1,2,6146
3818,45,49,1,2,6146
3819,45,50,1,2,6146
3820,45,51,1,2,6146
3821,45,52,1,2,6146
3822,45,53,1,2,6146
3823,45,54,1,2,6146
3824,45,55,1,2,6146
3825,45,56,1,2,6146
3826,45,57,1,2,6146
3827,45,61,1,2,2
3828,45,62,1,2,2
3829,45,93,1,2,146
3830,45,94,1,2,146
3831,45,95,1,2,146
3832,45,96,1,2,146
3833,45,97,1,2,146
3834,45,98,1,2,146
3835,45,99,1,2,146
3836,45,100,1,2,2
