concat_id,left_word_id,right_word_id,left_symbol_id,right_symbol_id,rule_id,canonical_pair_id,canonical_left_symbol_id,canonical_right_symbol_id,sector_coverage_count,signature_union_count,tensor_path_support_sum,tensor_path_coefficient_mass_sum
986,27,14,3,2,20,12,2,3,5,132,57600,94336
987,27,15,3,3,21,15,3,3,3,53,4224,21248
988,27,16,3,4,22,16,3,4,4,88,9024,30208
989,27,17,3,5,23,17,3,5,5,132,128064,176000
990,27,18,3,0,18,3,0,3,5,112,17136,42880
991,27,19,3,1,19,8,1,3,5,116,13056,43648
992,27,20,3,2,20,12,2,3,5,132,57600,94336
993,27,21,3,3,21,15,3,3,3,53,4224,21248
994,27,22,3,4,22,16,3,4,4,88,9024,30208
995,27,23,3,5,23,17,3,5,5,132,128064,176000
996,27,24,3,0,18,3,0,3,5,112,17136,42880
997,27,25,3,1,19,8,1,3,5,116,13056,43648
998,27,26,3,2,20,12,2,3,5,132,57600,94336
999,27,27,3,3,21,15,3,3,3,53,4224,21248
1000,27,28,3,4,22,16,3,4,4,88,9024,30208
1001,27,29,3,5,23,17,3,5,5,132,128064,176000
1002,27,30,3,0,18,3,0,3,5,112,17136,42880
1003,27,31,3,1,19,8,1,3,5,116,13056,43648
1004,27,32,3,2,20,12,2,3,5,132,57600,94336
1005,27,33,3,3,21,15,3,3,3,53,4224,21248
1006,27,34,3,4,22,16,3,4,4,88,9024,30208
1007,27,35,3,5,23,17,3,5,5,132,128064,176000
1008,28,0,4,0,24,4,0,4,5,117,21936,51840
1009,28,1,4,1,25,9,1,4,5,121,17856,52608
1010,28,2,4,2,26,13,2,4,6,155,62400,103296
1011,28,3,4,3,27,16,3,4,4,88,9024,30208
1012,28,4,4,4,28,18,4,4,3,58,13824,39168
1013,28,5,4,5,29,19,4,5,5,134,132864,184960
1014,28,6,4,0,24,4,0,4,5,117,21936,51840
1015,28,7,4,1,25,9,1,4,5,121,17856,52608
1016,28,8,4,2,26,13,2,4,6,155,62400,103296
1017,28,9,4,3,27,16,3,4,4,88,9024,30208
1018,28,10,4,4,28,18,4,4,3,58,13824,39168
1019,28,11,4,5,29,19,4,5,5,134,132864,184960
1020,28,12,4,0,24,4,0,4,5,117,21936,51840
1021,28,13,4,1,25,9,1,4,5,121,17856,52608
1022,28,14,4,2,26,13,2,4,6,155,62400,103296
1023,28,15,4,3,27,16,3,4,4,88,9024,30208
1024,28,16,4,4,28,18,4,4,3,58,13824,39168
1025,28,17,4,5,29,19,4,5,5,134,132864,184960
1026,28,18,4,0,24,4,0,4,5,117,21936,51840
1027,28,19,4,1,25,9,1,4,5,121,17856,52608
1028,28,20,4,2,26,13,2,4,6,155,62400,103296
1029,28,21,4,3,27,16,3,4,4,88,9024,30208
1030,28,22,4,4,28,18,4,4,3,58,13824,39168
1031,28,23,4,5,29,19,4,5,5,134,132864,184960
1032,28,24,4,0,24,4,0,4,5,117,21936,51840
1033,28,25,4,1,25,9,1,4,5,121,17856,52608
1034,28,26,4,2,26,13,2,4,6,155,62400,103296
1035,28,27,4,3,27,16,3,4,4,88,9024,30208
1036,28,28,4,4,28,18,4,4,3,58,13824,39168
1037,28,29,4,5,29,19,4,5,5,134,132864,184960
1038,28,30,4,0,24,4,0,4,5,117,21936,51840
1039,28,31,4,1,25,9,1,4,5,121,17856,52608
1040,28,32,4,2,26,13,2,4,6,155,62400,103296
1041,28,33,4,3,27,16,3,4,4,88,9024,30208
1042,28,34,4,4,28,18,4,4,3,58,13824,39168
1043,28,35,4,5,29,19,4,5,5,134,132864,184960
1044,29,0,5,0,30,5,0,5,5,146,140976,197632
1045,29,1,5,1,31,10,1,5,5,147,136896,198400
1046,29,2,5,2,32,14,2,5,4,148,181440,249088
1047,29,3,5,3,33,17,3,5,5,132,128064,176000
1048,29,4,5,4,34,19,4,5,5,134,132864,184960
1049,29,5,5,5,35,20,5,5,3,97,251904,330752
1050,29,6,5,0,30,5,0,5,5,146,140976,197632
1051,29,7,5,1,31,10,1,5,5,147,136896,198400
1052,29,8,5,2,32,14,2,5,4,148,181440,249088
1053,29,9,5,3,33,17,3,5,5,132,128064,176000
1054,29,10,5,4,34,19,4,5,5,134,132864,184960
1055,29,11,5,5,35,20,5,5,3,97,251904,330752
1056,29,12,5,0,30,5,0,5,5,146,140976,197632
1057,29,13,5,1,31,10,1,5,5,147,136896,198400
1058,29,14,5,2,32,14,2,5,4,148,181440,249088
1059,29,15,5,3,33,17,3,5,5,132,128064,176000
1060,29,16,5,4,34,19,4,5,5,134,132864,184960
1061,29,17,5,5,35,20,5,5,3,97,251904,330752
1062,29,18,5,0,30,5,0,5,5,146,140976,197632
1063,29,19,5,1,31,10,1,5,5,147,136896,198400
1064,29,20,5,2,32,14,2,5,4,148,181440,249088
1065,29,21,5,3,33,17,3,5,5,132,128064,176000
1066,29,22,5,4,34,19,4,5,5,134,132864,184960
1067,29,23,5,5,35,20,5,5,3,97,251904,330752
1068,29,24,5,0,30,5,0,5,5,146,140976,197632
1069,29,25,5,1,31,10,1,5,5,147,136896,198400
1070,29,26,5,2,32,14,2,5,4,148,181440,249088
1071,29,27,5,3,33,17,3,5,5,132,128064,176000
1072,29,28,5,4,34,19,4,5,5,134,132864,184960
1073,29,29,5,5,35,20,5,5,3,97,251904,330752
1074,29,30,5,0,30,5,0,5,5,146,140976,197632
1075,29,31,5,1,31,10,1,5,5,147,136896,198400
1076,29,32,5,2,32,14,2,5,4,148,181440,249088
1077,29,33,5,3,33,17,3,5,5,132,128064,176000
1078,29,34,5,4,34,19,4,5,5,134,132864,184960
1079,29,35,5,5,35,20,5,5,3,97,251904,330752
1080,30,0,0,0,0,0,0,0,3,69,30048,64512
1081,30,1,0,1,1,1,0,1,4,90,25968,65280
1082,30,2,0,2,2,2,0,2,4,117,70512,115968
1083,30,3,0,3,3,3,0,3,5,112,17136,42880
1084,30,4,0,4,4,4,0,4,5,117,21936,51840
1085,30,5,0,5,5,5,0,5,5,146,140976,197632
1086,30,6,0,0,0,0,0,0,3,69,30048,64512
1087,30,7,0,1,1,1,0,1,4,90,25968,65280
1088,30,8,0,2,2,2,0,2,4,117,70512,115968
1089,30,9,0,3,3,3,0,3,5,112,17136,42880
1090,30,10,0,4,4,4,0,4,5,117,21936,51840
1091,30,11,0,5,5,5,0,5,5,146,140976,197632
1092,30,12,0,0,0,0,0,0,3,69,30048,64512
1093,30,13,0,1,1,1,0,1,4,90,25968,65280
1094,30,14,0,2,2,2,0,2,4,117,70512,115968
1095,30,15,0,3,3,3,0,3,5,112,17136,42880
1096,30,16,0,4,4,4,0,4,5,117,21936,51840
1097,30,17,0,5,5,5,0,5,5,146,140976,197632
1098,30,18,0,0,0,0,0,0,3,69,30048,64512
1099,30,19,0,1,1,1,0,1,4,90,25968,65280
1100,30,20,0,2,2,2,0,2,4,117,70512,115968
1101,30,21,0,3,3,3,0,3,5,112,17136,42880
1102,30,22,0,4,4,4,0,4,5,117,21936,51840
1103,30,23,0,5,5,5,0,5,5,146,140976,197632
1104,30,24,0,0,0,0,0,0,3,69,30048,64512
1105,30,25,0,1,1,1,0,1,4,90,25968,65280
1106,30,26,0,2,2,2,0,2,4,117,70512,115968
1107,30,27,0,3,3,3,0,3,5,112,17136,42880
1108,30,28,0,4,4,4,0,4,5,117,21936,51840
1109,30,29,0,5,5,5,0,5,5,146,140976,197632
1110,30,30,0,0,0,0,0,0,3,69,30048,64512
1111,30,31,0,1,1,1,0,1,4,90,25968,65280
1112,30,32,0,2,2,2,0,2,4,117,70512,115968
1113,30,33,0,3,3,3,0,3,5,112,17136,42880
1114,30,34,0,4,4,4,0,4,5,117,21936,51840
1115,30,35,0,5,5,5,0,5,5,146,140976,197632
1116,31,0,1,0,6,1,0,1,4,90,25968,65280
1117,31,1,1,1,7,6,1,1,3,70,21888,66048
1118,31,2,1,2,8,7,1,2,4,118,66432,116736
1119,31,3,1,3,9,8,1,3,5,116,13056,43648
1120,31,4,1,4,10,9,1,4,5,121,17856,52608
1121,31,5,1,5,11,10,1,5,5,147,136896,198400
1122,31,6,1,0,6,1,0,1,4,90,25968,65280
1123,31,7,1,1,7,6,1,1,3,70,21888,66048
1124,31,8,1,2,8,7,1,2,4,118,66432,116736
1125,31,9,1,3,9,8,1,3,5,116,13056,43648
1126,31,10,1,4,10,9,1,4,5,121,17856,52608
1127,31,11,1,5,11,10,1,5,5,147,136896,198400
1128,31,12,1,0,6,1,0,1,4,90,25968,65280
1129,31,13,1,1,7,6,1,1,3,70,21888,66048
1130,31,14,1,2,8,7,1,2,4,118,66432,116736
1131,31,15,1,3,9,8,1,3,5,116,13056,43648
1132,31,16,1,4,10,9,1,4,5,121,17856,52608
1133,31,17,1,5,11,10,1,5,5,147,136896,198400
1134,31,18,1,0,6,1,0,1,4,90,25968,65280
1135,31,19,1,1,7,6,1,1,3,70,21888,66048
1136,31,20,1,2,8,7,1,2,4,118,66432,116736
1137,31,21,1,3,9,8,1,3,5,116,13056,43648
1138,31,22,1,4,10,9,1,4,5,121,17856,52608
1139,31,23,1,5,11,10,1,5,5,147,136896,198400
1140,31,24,1,0,6,1,0,1,4,90,25968,65280
1141,31,25,1,1,7,6,1,1,3,70,21888,66048
1142,31,26,1,2,8,7,1,2,4,118,66432,116736
1143,31,27,1,3,9,8,1,3,5,116,13056,43648
1144,31,28,1,4,10,9,1,4,5,121,17856,52608
1145,31,29,1,5,11,10,1,5,5,147,136896,198400
1146,31,30,1,0,6,1,0,1,4,90,25968,65280
1147,31,31,1,1,7,6,1,1,3,70,21888,66048
1148,31,32,1,2,8,7,1,2,4,118,66432,116736
1149,31,33,1,3,9,8,1,3,5,116,13056,43648
1150,31,34,1,4,10,9,1,4,5,121,17856,52608
1151,31,35,1,5,11,10,1,5,5,147,136896,198400
1152,32,0,2,0,12,2,0,2,4,117,70512,115968
1153,32,1,2,1,13,7,1,2,4,118,66432,116736
1154,32,2,2,2,14,11,2,2,3,97,110976,167424
1155,32,3,2,3,15,12,2,3,5,132,57600,94336
1156,32,4,2,4,16,13,2,4,6,155,62400,103296
1157,32,5,2,5,17,14,2,5,4,148,181440,249088
1158,32,6,2,0,12,2,0,2,4,117,70512,115968
1159,32,7,2,1,13,7,1,2,4,118,66432,116736
1160,32,8,2,2,14,11,2,2,3,97,110976,167424
1161,32,9,2,3,15,12,2,3,5,132,57600,94336
1162,32,10,2,4,16,13,2,4,6,155,62400,103296
1163,32,11,2,5,17,14,2,5,4,148,181440,249088
1164,32,12,2,0,12,2,0,2,4,117,70512,115968
1165,32,13,2,1,13,7,1,2,4,118,66432,116736
1166,32,14,2,2,14,11,2,2,3,97,110976,167424
1167,32,15,2,3,15,12,2,3,5,132,57600,94336
1168,32,16,2,4,16,13,2,4,6,155,62400,103296
1169,32,17,2,5,17,14,2,5,4,148,181440,249088
1170,32,18,2,0,12,2,0,2,4,117,70512,115968
1171,32,19,2,1,13,7,1,2,4,118,66432,116736
1172,32,20,2,2,14,11,2,2,3,97,110976,167424
1173,32,21,2,3,15,12,2,3,5,132,57600,94336
1174,32,22,2,4,16,13,2,4,6,155,62400,103296
1175,32,23,2,5,17,14,2,5,4,148,181440,249088
1176,32,24,2,0,12,2,0,2,4,117,70512,115968
1177,32,25,2,1,13,7,1,2,4,118,66432,116736
1178,32,26,2,2,14,11,2,2,3,97,110976,167424
1179,32,27,2,3,15,12,2,3,5,132,57600,94336
1180,32,28,2,4,16,13,2,4,6,155,62400,103296
1181,32,29,2,5,17,14,2,5,4,148,181440,249088
1182,32,30,2,0,12,2,0,2,4,117,70512,115968
1183,32,31,2,1,13,7,1,2,4,118,66432,116736
1184,32,32,2,2,14,11,2,2,3,97,110976,167424
1185,32,33,2,3,15,12,2,3,5,132,57600,94336
1186,32,34,2,4,16,13,2,4,6,155,62400,103296
1187,32,35,2,5,17,14,2,5,4,148,181440,249088
1188,33,0,3,0,18,3,0,3,5,112,17136,42880
1189,33,1,3,1,19,8,1,3,5,116,13056,43648
1190,33,2,3,2,20,12,2,3,5,132,57600,94336
1191,33,3,3,3,21,15,3,3,3,53,4224,21248
1192,33,4,3,4,22,16,3,4,4,88,9024,30208
1193,33,5,3,5,23,17,3,5,5,132,128064,176000
1194,33,6,3,0,18,3,0,3,5,112,17136,42880
1195,33,7,3,1,19,8,1,3,5,116,13056,43648
1196,33,8,3,2,20,12,2,3,5,132,57600,94336
1197,33,9,3,3,21,15,3,3,3,53,4224,21248
1198,33,10,3,4,22,16,3,4,4,88,9024,30208
1199,33,11,3,5,23,17,3,5,5,132,128064,176000
1200,33,12,3,0,18,3,0,3,5,112,17136,42880
1201,33,13,3,1,19,8,1,3,5,116,13056,43648
1202,33,14,3,2,20,12,2,3,5,132,57600,94336
1203,33,15,3,3,21,15,3,3,3,53,4224,21248
1204,33,16,3,4,22,16,3,4,4,88,9024,30208
1205,33,17,3,5,23,17,3,5,5,132,128064,176000
1206,33,18,3,0,18,3,0,3,5,112,17136,42880
1207,33,19,3,1,19,8,1,3,5,116,13056,43648
1208,33,20,3,2,20,12,2,3,5,132,57600,94336
1209,33,21,3,3,21,15,3,3,3,53,4224,21248
1210,33,22,3,4,22,16,3,4,4,88,9024,30208
1211,33,23,3,5,23,17,3,5,5,132,128064,176000
1212,33,24,3,0,18,3,0,3,5,112,17136,42880
1213,33,25,3,1,19,8,1,3,5,116,13056,43648
1214,33,26,3,2,20,12,2,3,5,132,57600,94336
1215,33,27,3,3,21,15,3,3,3,53,4224,21248
1216,33,28,3,4,22,16,3,4,4,88,9024,30208
1217,33,29,3,5,23,17,3,5,5,132,128064,176000
1218,33,30,3,0,18,3,0,3,5,112,17136,42880
1219,33,31,3,1,19,8,1,3,5,116,13056,43648
1220,33,32,3,2,20,12,2,3,5,132,57600,94336
1221,33,33,3,3,21,15,3,3,3,53,4224,21248
1222,33,34,3,4,22,16,3,4,4,88,9024,30208
1223,33,35,3,5,23,17,3,5,5,132,128064,176000
1224,34,0,4,0,24,4,0,4,5,117,21936,51840
1225,34,1,4,1,25,9,1,4,5,121,17856,52608
1226,34,2,4,2,26,13,2,4,6,155,62400,103296
1227,34,3,4,3,27,16,3,4,4,88,9024,30208
1228,34,4,4,4,28,18,4,4,3,58,13824,39168
1229,34,5,4,5,29,19,4,5,5,134,132864,184960
1230,34,6,4,0,24,4,0,4,5,117,21936,51840
1231,34,7,4,1,25,9,1,4,5,121,17856,52608
1232,34,8,4,2,26,13,2,4,6,155,62400,103296
1233,34,9,4,3,27,16,3,4,4,88,9024,30208
1234,34,10,4,4,28,18,4,4,3,58,13824,39168
1235,34,11,4,5,29,19,4,5,5,134,132864,184960
1236,34,12,4,0,24,4,0,4,5,117,21936,51840
1237,34,13,4,1,25,9,1,4,5,121,17856,52608
1238,34,14,4,2,26,13,2,4,6,155,62400,103296
1239,34,15,4,3,27,16,3,4,4,88,9024,30208
1240,34,16,4,4,28,18,4,4,3,58,13824,39168
1241,34,17,4,5,29,19,4,5,5,134,132864,184960
1242,34,18,4,0,24,4,0,4,5,117,21936,51840
1243,34,19,4,1,25,9,1,4,5,121,17856,52608
1244,34,20,4,2,26,13,2,4,6,155,62400,103296
1245,34,21,4,3,27,16,3,4,4,88,9024,30208
1246,34,22,4,4,28,18,4,4,3,58,13824,39168
1247,34,23,4,5,29,19,4,5,5,134,132864,184960
1248,34,24,4,0,24,4,0,4,5,117,21936,51840
1249,34,25,4,1,25,9,1,4,5,121,17856,52608
1250,34,26,4,2,26,13,2,4,6,155,62400,103296
1251,34,27,4,3,27,16,3,4,4,88,9024,30208
1252,34,28,4,4,28,18,4,4,3,58,13824,39168
1253,34,29,4,5,29,19,4,5,5,134,132864,184960
1254,34,30,4,0,24,4,0,4,5,117,21936,51840
1255,34,31,4,1,25,9,1,4,5,121,17856,52608
1256,34,32,4,2,26,13,2,4,6,155,62400,103296
1257,34,33,4,3,27,16,3,4,4,88,9024,30208
1258,34,34,4,4,28,18,4,4,3,58,13824,39168
1259,34,35,4,5,29,19,4,5,5,134,132864,184960
1260,35,0,5,0,30,5,0,5,5,146,140976,197632
1261,35,1,5,1,31,10,1,5,5,147,136896,198400
1262,35,2,5,2,32,14,2,5,4,148,181440,249088
1263,35,3,5,3,33,17,3,5,5,132,128064,176000
1264,35,4,5,4,34,19,4,5,5,134,132864,184960
1265,35,5,5,5,35,20,5,5,3,97,251904,330752
1266,35,6,5,0,30,5,0,5,5,146,140976,197632
1267,35,7,5,1,31,10,1,5,5,147,136896,198400
1268,35,8,5,2,32,14,2,5,4,148,181440,249088
1269,35,9,5,3,33,17,3,5,5,132,128064,176000
1270,35,10,5,4,34,19,4,5,5,134,132864,184960
1271,35,11,5,5,35,20,5,5,3,97,251904,330752
1272,35,12,5,0,30,5,0,5,5,146,140976,197632
1273,35,13,5,1,31,10,1,5,5,147,136896,198400
1274,35,14,5,2,32,14,2,5,4,148,181440,249088
1275,35,15,5,3,33,17,3,5,5,132,128064,176000
1276,35,16,5,4,34,19,4,5,5,134,132864,184960
1277,35,17,5,5,35,20,5,5,3,97,251904,330752
1278,35,18,5,0,30,5,0,5,5,146,140976,197632
1279,35,19,5,1,31,10,1,5,5,147,136896,198400
1280,35,20,5,2,32,14,2,5,4,148,181440,249088
1281,35,21,5,3,33,17,3,5,5,132,128064,176000
1282,35,22,5,4,34,19,4,5,5,134,132864,184960
1283,35,23,5,5,35,20,5,5,3,97,251904,330752
1284,35,24,5,0,30,5,0,5,5,146,140976,197632
1285,35,25,5,1,31,10,1,5,5,147,136896,198400
1286,35,26,5,2,32,14,2,5,4,148,181440,249088
1287,35,27,5,3,33,17,3,5,5,132,128064,176000
1288,35,28,5,4,34,19,4,5,5,134,132864,184960
1289,35,29,5,5,35,20,5,5,3,97,251904,330752
1290,35,30,5,0,30,5,0,5,5,146,140976,197632
1291,35,31,5,1,31,10,1,5,5,147,136896,198400
1292,35,32,5,2,32,14,2,5,4,148,181440,249088
1293,35,33,5,3,33,17,3,5,5,132,128064,176000
1294,35,34,5,4,34,19,4,5,5,134,132864,184960
1295,35,35,5,5,35,20,5,5,3,97,251904,330752
