boundary_bridge_cell_id,component_id,left_edit_radius,right_edit_radius,word_length,word_symbol_0_id,word_symbol_1_id,word_symbol_2_id,word_symbol_3_id,word_symbol_4_id,word_symbol_5_id,word_symbol_6_id,word_symbol_7_id,word_symbol_8_id,word_symbol_9_id,word_symbol_10_id,word_symbol_11_id,word_symbol_12_id,word_symbol_13_id,word_symbol_14_id,word_symbol_15_id,trace_node_count,trace_node_0_id,trace_node_1_id,trace_node_2_id,trace_node_3_id,trace_node_4_id,trace_node_5_id,trace_node_6_id,trace_node_7_id,trace_node_8_id,trace_node_9_id,trace_node_10_id,trace_node_11_id,trace_node_12_id,trace_node_13_id,trace_node_14_id,trace_node_15_id,trace_node_16_id,trace_node_17_id,trace_node_18_id,trace_node_19_id,metric_gromov_delta_twice,trace_signature_total_variation,first_return_closed_path_count,normalized_tail_template_count,template_lift_count_min,template_lift_count_max,all_four_lift_flag,tail_entry_9_path_count,tail_entry_10_path_count,tail_entry_11_path_count,tail_entry_13_path_count,clear_flag,exact24_six_all_four_flag,left_boundary_flag,right_boundary_flag,left_neighbor_flag,right_neighbor_flag
200,0,3,99,14,2,1,3,4,5,1,2,5,4,4,5,2,1,5,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,64,8,8,8,0,0,0,0,0,0,0,0,0,0,0
201,0,3,99,14,2,1,3,4,5,1,4,5,1,2,5,1,4,5,-1,-1,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,4,1,4,4,1,0,0,0,0,0,0,0,0,0,0
202,0,3,99,15,2,1,3,4,5,1,2,5,1,2,5,1,4,5,2,-1,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,8,2,4,4,1,0,8,0,0,0,0,0,0,0,0
203,0,3,99,15,2,1,3,4,5,1,2,5,1,4,5,2,1,1,5,-1,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,28,7,4,4,1,0,0,0,28,0,0,0,0,0,0
204,0,3,99,15,2,1,3,4,5,1,2,5,1,4,5,2,1,2,5,-1,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,16,4,4,4,1,0,0,0,16,0,0,0,0,0,0
205,0,3,99,15,2,1,3,4,5,1,2,5,1,4,5,2,1,4,3,-1,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,24,6,4,4,1,0,0,0,24,0,0,0,0,0,0
206,0,3,99,15,2,1,3,4,5,1,2,5,1,4,5,2,1,5,5,-1,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,24,6,4,4,1,0,0,0,24,0,0,0,0,0,0
207,0,3,99,15,2,1,3,4,5,1,2,5,4,1,1,2,1,4,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,4,8,8,0,0,0,8,0,0,0,0,0,0,0
208,0,3,99,15,2,1,3,4,5,1,2,5,4,1,2,1,1,4,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,4,8,8,0,0,0,16,0,0,0,0,0,0,0
209,0,3,99,15,2,1,3,4,5,1,2,5,4,1,2,1,3,4,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,4,8,8,0,0,0,16,0,0,0,0,0,0,0
210,0,3,99,15,2,1,3,4,5,1,2,5,4,1,2,1,4,4,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,48,6,8,8,0,0,0,24,0,0,0,0,0,0,0
211,0,3,99,15,2,1,3,4,5,1,2,5,4,1,2,1,4,5,2,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,4,8,8,0,0,0,16,0,0,0,0,0,0,0
212,0,3,99,15,2,1,3,4,5,1,2,5,4,1,2,1,4,5,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,48,6,8,8,0,0,0,24,0,0,0,0,0,0,0
213,0,3,99,15,2,1,3,4,5,1,2,5,4,1,2,2,1,4,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,80,10,8,8,0,0,0,40,0,0,0,0,0,0,0
214,0,3,99,15,2,1,3,4,5,1,2,5,4,1,2,5,1,4,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,16,2,8,8,0,0,0,8,0,0,0,0,0,0,0
215,0,3,99,15,2,1,3,4,5,1,2,5,4,1,5,2,1,1,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,40,5,8,8,0,0,0,40,0,0,0,0,0,0,0
216,0,3,99,15,2,1,3,4,5,1,2,5,4,1,5,2,1,2,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,24,3,8,8,0,0,0,24,0,0,0,0,0,0,0
217,0,3,99,15,2,1,3,4,5,1,2,5,4,1,5,2,1,4,3,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,4,8,8,0,0,0,32,0,0,0,0,0,0,0
218,0,3,99,15,2,1,3,4,5,1,2,5,4,1,5,2,1,5,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,24,3,8,8,0,0,0,24,0,0,0,0,0,0,0
219,0,3,99,15,2,1,3,4,5,1,2,5,4,1,5,5,1,4,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,24,3,8,8,0,0,0,24,0,0,0,0,0,0,0
220,0,3,99,15,2,1,3,4,5,1,2,5,4,3,1,2,1,4,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,2,16,16,0,0,0,0,0,0,0,0,0,0,0
221,0,3,99,15,2,1,3,4,5,1,2,5,4,4,1,2,1,4,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,48,2,24,24,0,0,0,0,0,0,0,0,0,0,0
222,0,3,99,15,2,1,3,4,5,1,2,5,4,4,5,1,1,4,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,64,2,32,32,0,0,0,0,64,0,0,0,0,0,0
223,0,3,99,15,2,1,3,4,5,1,2,5,4,4,5,2,1,1,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,224,7,32,32,0,0,0,0,224,0,0,0,0,0,0
224,0,3,99,15,2,1,3,4,5,1,2,5,4,4,5,2,1,2,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,128,4,32,32,0,0,0,0,128,0,0,0,0,0,0
225,0,3,99,15,2,1,3,4,5,1,2,5,4,4,5,2,1,4,3,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,192,6,32,32,0,0,0,0,192,0,0,0,0,0,0
226,0,3,99,15,2,1,3,4,5,1,2,5,4,4,5,2,1,5,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,192,6,32,32,0,0,0,0,192,0,0,0,0,0,0
227,0,3,99,15,2,1,3,4,5,1,2,5,4,4,5,5,1,4,5,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,64,2,32,32,0,0,0,0,64,0,0,0,0,0,0
228,0,3,99,16,2,1,3,4,5,1,2,5,1,4,5,2,1,1,4,5,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,24,6,4,4,1,0,16,8,0,1,1,0,0,0,0
229,0,3,99,16,2,1,3,4,5,1,2,5,1,4,5,2,1,3,4,5,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,24,6,4,4,1,0,16,8,0,1,1,0,0,0,0
230,0,3,99,16,2,1,3,4,5,1,2,5,1,4,5,2,1,4,4,5,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,36,9,4,4,1,0,24,12,0,1,0,0,0,0,0
231,0,3,99,16,2,1,3,4,5,1,2,5,1,4,5,2,1,4,5,2,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,24,6,4,4,1,0,16,8,0,1,1,0,0,0,0
232,0,3,99,16,2,1,3,4,5,1,2,5,1,4,5,2,1,4,5,5,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,36,9,4,4,1,0,24,12,0,1,0,0,0,0,0
233,0,3,99,16,2,1,3,4,5,1,2,5,1,4,5,2,2,1,4,5,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,36,9,4,4,1,0,16,20,0,1,0,0,0,0,0
234,0,3,99,16,2,1,3,4,5,1,2,5,1,4,5,2,5,1,4,5,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,4,1,4,4,1,0,0,4,0,0,0,0,0,0,0
235,0,3,99,16,2,1,3,4,5,1,2,5,4,1,1,5,2,1,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,2,16,16,0,0,0,32,0,0,0,0,0,0,0
236,0,3,99,16,2,1,3,4,5,1,2,5,4,1,2,5,2,1,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,3,8,16,0,0,16,16,0,0,0,0,0,0,0
237,0,3,99,16,2,1,3,4,5,1,2,5,4,1,5,2,1,1,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,4,8,8,0,0,32,0,0,0,0,0,0,0,0
238,0,3,99,16,2,1,3,4,5,1,2,5,4,1,5,2,1,3,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,4,8,8,0,0,32,0,0,0,0,0,0,0,0
239,0,3,99,16,2,1,3,4,5,1,2,5,4,1,5,2,1,4,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,48,6,8,8,0,0,48,0,0,0,0,0,0,0,0
240,0,3,99,16,2,1,3,4,5,1,2,5,4,1,5,2,1,4,5,2,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,4,8,8,0,0,32,0,0,0,0,0,0,0,0
241,0,3,99,16,2,1,3,4,5,1,2,5,4,1,5,2,1,4,5,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,48,6,8,8,0,0,48,0,0,0,0,0,0,0,0
242,0,3,99,16,2,1,3,4,5,1,2,5,4,1,5,2,2,1,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,4,8,8,0,0,32,0,0,0,0,0,0,0,0
243,0,3,99,16,2,1,3,4,5,1,2,5,4,1,5,5,2,1,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,56,7,8,8,0,24,8,0,24,0,0,0,0,0,0
244,0,3,99,16,2,1,3,4,5,1,2,5,4,3,1,5,2,1,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,2,16,16,0,0,0,32,0,0,0,0,0,0,0
245,0,3,99,16,2,1,3,4,5,1,2,5,4,3,4,5,2,1,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,144,3,48,48,0,0,0,0,144,0,0,0,0,0,0
246,0,3,99,16,2,1,3,4,5,1,2,5,4,4,1,5,2,1,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,48,2,24,24,0,0,0,48,0,0,0,0,0,0,0
247,0,3,99,16,2,1,3,4,5,1,2,5,4,4,4,5,2,1,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,288,3,96,96,0,0,0,0,288,0,0,0,0,0,0
248,0,3,99,16,2,1,3,4,5,1,2,5,4,4,5,1,2,1,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,1,32,32,0,0,0,32,0,0,0,0,0,0,0
249,0,3,99,16,2,1,3,4,5,1,2,5,4,4,5,2,1,1,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,192,6,32,32,0,0,128,64,0,0,0,0,0,0,0
250,0,3,99,16,2,1,3,4,5,1,2,5,4,4,5,2,1,3,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,192,6,32,32,0,0,128,64,0,0,0,0,0,0,0
251,0,3,99,16,2,1,3,4,5,1,2,5,4,4,5,2,1,4,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,288,9,32,32,0,0,192,96,0,0,0,0,0,0,0
252,0,3,99,16,2,1,3,4,5,1,2,5,4,4,5,2,1,4,5,2,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,192,6,32,32,0,0,128,64,0,0,0,0,0,0,0
253,0,3,99,16,2,1,3,4,5,1,2,5,4,4,5,2,1,4,5,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,288,9,32,32,0,0,192,96,0,0,0,0,0,0,0
254,0,3,99,16,2,1,3,4,5,1,2,5,4,4,5,2,2,1,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,288,9,32,32,0,0,128,160,0,0,0,0,0,0,0
255,0,3,99,16,2,1,3,4,5,1,2,5,4,4,5,2,5,1,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,1,32,32,0,0,0,32,0,0,0,0,0,0,0
256,0,3,99,16,2,1,3,4,5,1,2,5,4,4,5,5,2,1,4,5,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,192,6,32,32,0,96,32,64,0,0,0,0,0,0,0
257,0,3,99,12,2,1,3,4,1,2,5,2,1,4,5,2,-1,-1,-1,-1,11,48,42,27,31,28,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,32,6,4,8,0,0,16,16,0,0,0,0,0,0,0
258,0,3,99,12,2,1,3,4,1,2,5,2,5,1,4,5,-1,-1,-1,-1,11,48,42,27,31,28,29,39,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,8,1,8,8,0,0,0,8,0,0,0,0,0,0,0
259,6,3,99,12,2,1,3,4,1,2,5,5,2,5,4,3,-1,-1,-1,-1,8,48,42,27,31,28,29,45,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,180,18,4,12,0,72,12,24,72,0,0,0,0,0,0
260,0,3,99,13,2,1,3,4,1,2,5,2,2,5,1,4,5,-1,-1,-1,10,48,42,27,31,28,29,39,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,28,3,4,12,0,0,0,4,0,0,0,0,0,0,0
261,0,3,99,13,2,1,3,4,1,2,5,5,2,5,4,1,5,-1,-1,-1,8,48,42,27,31,28,29,45,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,60,2,28,32,0,0,32,28,0,0,0,0,0,0,0
262,0,3,99,13,2,1,3,4,1,2,5,5,2,5,4,4,5,-1,-1,-1,8,48,42,27,31,28,29,45,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,240,8,28,32,0,0,128,112,0,0,0,0,0,0,0
263,0,3,99,14,2,1,3,4,1,2,5,1,2,5,2,1,4,5,-1,-1,11,48,42,27,31,28,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,24,3,8,8,0,0,8,16,0,0,0,0,0,0,0
264,0,3,99,14,2,1,3,4,1,2,5,2,1,5,2,1,4,5,-1,-1,11,48,42,27,31,28,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,24,2,12,12,0,0,0,24,0,0,0,0,0,0,0
265,0,3,99,14,2,1,3,4,1,2,5,2,2,5,2,1,4,5,-1,-1,11,48,42,27,31,28,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,92,3,28,32,0,0,28,64,0,0,0,0,0,0,0
266,0,3,99,14,2,1,3,4,1,2,5,2,5,2,1,4,5,2,-1,-1,13,48,42,27,31,28,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,169,32,6,4,8,0,0,16,16,0,0,0,0,0,0,0
267,0,3,99,14,2,1,3,4,1,2,5,2,5,2,5,1,4,5,-1,-1,13,48,42,27,31,28,29,39,45,39,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,2,169,8,1,8,8,0,0,0,8,0,0,0,0,0,0,0
268,0,3,99,14,2,1,3,4,1,2,5,2,5,5,2,1,4,5,-1,-1,12,48,42,27,31,28,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,169,92,9,4,12,0,36,4,16,36,0,0,0,0,0,0
269,0,3,99,14,2,1,3,4,1,2,5,5,2,1,4,5,2,2,-1,-1,11,48,42,27,31,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,552,12,32,60,0,0,0,192,0,0,0,0,0,0,0
270,0,3,99,14,2,1,3,4,1,2,5,5,2,1,4,5,2,5,-1,-1,11,48,42,27,31,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,184,4,32,60,0,0,0,64,0,0,0,0,0,0,0
271,0,3,99,14,2,1,3,4,1,2,5,5,2,2,5,1,4,5,-1,-1,11,48,42,27,31,28,29,45,39,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,152,3,32,60,0,0,0,32,0,0,0,0,0,0,0
272,0,3,99,14,2,1,3,4,1,2,5,5,2,5,1,4,5,2,-1,-1,10,48,42,27,31,28,29,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,56,2,28,28,0,0,56,0,0,0,0,0,0,0,0
273,0,3,99,14,2,1,3,4,1,2,5,5,2,5,2,1,4,5,-1,-1,12,48,42,27,31,28,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,169,92,3,28,32,0,0,28,64,0,0,0,0,0,0,0
274,0,3,99,15,2,1,3,4,1,2,5,2,2,5,5,2,1,4,5,-1,12,48,42,27,31,28,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,169,448,9,28,60,0,180,32,56,180,0,0,0,0,0,0
275,0,3,99,15,2,1,3,4,1,2,5,5,2,5,5,2,1,4,5,-1,11,48,42,27,31,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,448,9,28,60,0,180,32,56,180,0,0,0,0,0,0
276,0,3,99,16,2,1,3,4,1,2,5,1,2,5,2,5,2,1,4,5,13,48,42,27,31,28,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,169,24,3,8,8,0,0,8,16,0,0,0,0,0,0,0
277,0,3,99,16,2,1,3,4,1,2,5,1,2,5,5,2,1,4,5,2,11,48,42,27,31,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,240,6,40,40,0,0,160,80,0,0,0,0,0,0,0
278,0,3,99,16,2,1,3,4,1,2,5,1,2,5,5,2,5,1,4,5,10,48,42,27,31,28,29,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,40,1,40,40,0,0,0,40,0,0,0,0,0,0,0
279,0,3,99,14,2,1,3,4,1,2,5,1,1,5,2,1,4,5,-1,-1,11,48,42,27,31,28,29,25,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,171,48,2,24,24,0,0,0,48,0,0,0,0,0,0,0
280,0,3,99,14,2,1,3,4,1,2,5,5,1,2,5,1,4,5,-1,-1,11,48,42,27,31,28,29,45,35,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,171,28,1,28,28,0,0,0,0,0,0,0,0,0,0,0
281,0,3,99,15,2,1,3,4,1,2,5,1,1,5,5,2,1,4,5,-1,13,48,42,27,31,28,29,25,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,171,168,7,24,24,0,72,24,0,72,0,0,0,0,0,0
282,1,99,3,10,2,1,4,3,1,2,5,4,1,5,-1,-1,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,12,3,4,4,1,0,0,4,0,0,0,0,0,0,0
283,1,99,3,10,2,1,4,3,1,2,5,4,4,5,-1,-1,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,48,12,4,4,1,0,0,16,0,1,0,0,0,0,0
284,1,99,3,11,2,1,4,3,1,2,5,4,1,1,5,-1,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,24,4,4,8,0,0,16,8,0,0,0,0,0,0,0
285,1,99,3,11,2,1,4,3,1,2,5,4,1,2,5,-1,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,36,6,4,8,0,0,24,12,0,0,0,0,0,0,0
286,1,99,3,11,2,1,4,3,1,2,5,4,1,5,5,-1,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,36,6,4,8,0,0,24,12,0,0,0,0,0,0,0
287,1,99,3,11,2,1,4,3,1,2,5,4,3,1,5,-1,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,24,4,4,8,0,0,16,8,0,0,0,0,0,0,0
288,1,99,3,11,2,1,4,3,1,2,5,4,3,4,5,-1,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,72,12,4,8,0,0,48,24,0,0,0,0,0,0,0
289,1,99,3,11,2,1,4,3,1,2,5,4,4,1,5,-1,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,36,6,4,8,0,0,24,12,0,0,0,0,0,0,0
290,1,99,3,11,2,1,4,3,1,2,5,4,4,4,5,-1,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,144,24,4,8,0,0,96,48,0,0,0,0,0,0,0
291,3,99,3,12,2,1,4,3,1,2,5,1,2,5,4,3,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,48,6,8,8,0,0,0,48,0,0,0,0,0,0,0
292,1,99,3,12,2,1,4,3,1,2,5,4,1,1,1,5,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,84,7,12,12,0,0,0,0,84,0,0,0,0,0,0
293,1,99,3,12,2,1,4,3,1,2,5,4,1,1,2,5,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,72,6,12,12,0,0,0,0,72,0,0,0,0,0,0
294,1,99,3,12,2,1,4,3,1,2,5,4,1,1,4,3,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,72,6,12,12,0,0,0,0,72,0,0,0,0,0,0
295,1,99,3,12,2,1,4,3,1,2,5,4,1,1,5,5,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,72,6,12,12,0,0,0,0,72,0,0,0,0,0,0
296,1,99,3,12,2,1,4,3,1,2,5,4,1,2,1,5,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,12,1,12,12,0,0,0,0,12,0,0,0,0,0,0
297,1,99,3,12,2,1,4,3,1,2,5,4,3,1,1,5,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,48,4,12,12,0,0,0,0,48,0,0,0,0,0,0
298,1,99,3,12,2,1,4,3,1,2,5,4,3,1,2,5,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,72,6,12,12,0,0,0,0,72,0,0,0,0,0,0
299,1,99,3,12,2,1,4,3,1,2,5,4,3,1,5,5,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,72,6,12,12,0,0,0,0,72,0,0,0,0,0,0
300,1,99,3,12,2,1,4,3,1,2,5,4,3,3,4,5,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,252,21,12,12,0,0,0,0,252,0,0,0,0,0,0
301,1,99,3,12,2,1,4,3,1,2,5,4,3,4,4,5,-1,-1,-1,-1,8,48,42,27,28,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,173,216,18,12,12,0,0,0,0,216,0,0,0,0,0,0
