proof,proof_format,cnf,line,proof_id,op,literal_count,hint_count,max_var,integrity_type,class_code,reason,uses_extension_variable,has_duplicate_literal,contains_complement_pair,literals
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,20,8,o,2,0,8,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-7 8
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,21,20,a,1,2,8,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,8
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,22,8,d,2,0,8,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-7 8
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,23,9,o,2,0,9,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-8 9
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,24,21,a,1,2,9,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,9
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,25,9,d,2,0,9,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-8 9
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,26,10,o,2,0,10,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-9 10
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,27,22,a,1,2,10,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,10
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,28,10,d,2,0,10,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-9 10
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,29,11,o,2,0,11,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-10 11
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,30,23,a,1,2,11,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,11
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,31,11,d,2,0,11,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-10 11
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,32,12,o,2,0,12,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-11 12
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,33,24,a,1,2,12,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,12
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,34,12,d,2,0,12,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-11 12
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,35,13,o,1,0,12,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-12
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,36,25,a,0,2,0,C,C_PUBLIC_FRAT_EMPTY_CLAUSE,FRAT derived empty clause with public antecedent references,false,false,false,
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,37,13,d,1,0,12,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-12
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,38,1,f,1,0,1,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,1
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,39,14,f,1,0,2,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,2
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,40,15,f,1,0,3,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,3
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,41,16,f,1,0,4,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,4
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,42,17,f,1,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,5
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,43,18,f,1,0,6,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,6
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,44,19,f,1,0,7,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,7
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,45,20,f,1,0,8,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,8
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,46,21,f,1,0,9,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,9
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,47,22,f,1,0,10,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,10
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,48,23,f,1,0,11,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,11
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,49,24,f,1,0,12,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,12
horn_chain_12.cadical.frat,frat,horn_chain_12.cnf,50,25,f,0,0,0,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,1,1,o,1,0,1,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,1
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,2,2,o,2,0,2,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-1 2
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,3,10,a,1,2,2,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,2
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,4,2,d,2,0,2,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-1 2
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,5,3,o,2,0,3,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-2 3
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,6,11,a,1,2,3,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,3
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,7,3,d,2,0,3,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-2 3
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,8,4,o,2,0,4,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-3 4
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,9,12,a,1,2,4,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,4
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,10,4,d,2,0,4,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-3 4
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,11,5,o,2,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-4 5
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,12,13,a,1,2,5,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,5
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,13,5,d,2,0,5,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-4 5
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,14,6,o,2,0,6,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-5 6
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,15,14,a,1,2,6,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,6
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,16,6,d,2,0,6,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-5 6
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,17,7,o,2,0,7,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-6 7
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,18,15,a,1,2,7,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,7
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,19,7,d,2,0,7,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-6 7
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,20,8,o,2,0,8,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-7 8
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,21,16,a,1,2,8,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,8
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,22,8,d,2,0,8,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-7 8
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,23,9,o,1,0,8,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-8
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,24,17,a,0,2,0,C,C_PUBLIC_FRAT_EMPTY_CLAUSE,FRAT derived empty clause with public antecedent references,false,false,false,
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,25,9,d,1,0,8,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-8
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,26,1,f,1,0,1,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,1
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,27,10,f,1,0,2,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,2
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,28,11,f,1,0,3,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,3
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,29,12,f,1,0,4,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,4
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,30,13,f,1,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,5
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,31,14,f,1,0,6,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,6
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,32,15,f,1,0,7,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,7
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,33,16,f,1,0,8,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,8
horn_chain_8.cadical.frat,frat,horn_chain_8.cnf,34,17,f,0,0,0,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,
php_3_2.cadical.frat,frat,php_3_2.cnf,1,1,o,2,0,2,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,1 2
php_3_2.cadical.frat,frat,php_3_2.cnf,2,2,o,2,0,4,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,3 4
php_3_2.cadical.frat,frat,php_3_2.cnf,3,3,o,2,0,6,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,5 6
php_3_2.cadical.frat,frat,php_3_2.cnf,4,4,o,2,0,2,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-1 -2
php_3_2.cadical.frat,frat,php_3_2.cnf,5,5,o,2,0,4,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-3 -4
php_3_2.cadical.frat,frat,php_3_2.cnf,6,6,o,2,0,6,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-5 -6
php_3_2.cadical.frat,frat,php_3_2.cnf,7,7,o,2,0,3,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-1 -3
php_3_2.cadical.frat,frat,php_3_2.cnf,8,8,o,2,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-1 -5
php_3_2.cadical.frat,frat,php_3_2.cnf,9,9,o,2,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-3 -5
php_3_2.cadical.frat,frat,php_3_2.cnf,10,10,o,2,0,4,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-2 -4
php_3_2.cadical.frat,frat,php_3_2.cnf,11,11,o,2,0,6,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-2 -6
php_3_2.cadical.frat,frat,php_3_2.cnf,12,12,o,2,0,6,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-4 -6
php_3_2.cadical.frat,frat,php_3_2.cnf,13,13,a,1,5,2,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,-2
php_3_2.cadical.frat,frat,php_3_2.cnf,14,14,a,1,2,1,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,1
php_3_2.cadical.frat,frat,php_3_2.cnf,15,15,a,1,2,3,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,-3
php_3_2.cadical.frat,frat,php_3_2.cnf,16,16,a,1,2,5,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,-5
php_3_2.cadical.frat,frat,php_3_2.cnf,17,17,a,1,2,4,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,4
php_3_2.cadical.frat,frat,php_3_2.cnf,18,18,a,1,2,6,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,6
php_3_2.cadical.frat,frat,php_3_2.cnf,19,19,a,0,3,0,C,C_PUBLIC_FRAT_EMPTY_CLAUSE,FRAT derived empty clause with public antecedent references,false,false,false,
php_3_2.cadical.frat,frat,php_3_2.cnf,20,14,f,1,0,1,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,1
php_3_2.cadical.frat,frat,php_3_2.cnf,21,13,f,1,0,2,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-2
php_3_2.cadical.frat,frat,php_3_2.cnf,22,15,f,1,0,3,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-3
php_3_2.cadical.frat,frat,php_3_2.cnf,23,17,f,1,0,4,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,4
php_3_2.cadical.frat,frat,php_3_2.cnf,24,16,f,1,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-5
php_3_2.cadical.frat,frat,php_3_2.cnf,25,18,f,1,0,6,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,6
php_3_2.cadical.frat,frat,php_3_2.cnf,26,1,f,2,0,2,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,1 2
php_3_2.cadical.frat,frat,php_3_2.cnf,27,2,f,2,0,4,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,3 4
php_3_2.cadical.frat,frat,php_3_2.cnf,28,3,f,2,0,6,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,5 6
php_3_2.cadical.frat,frat,php_3_2.cnf,29,4,f,2,0,2,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-1 -2
php_3_2.cadical.frat,frat,php_3_2.cnf,30,5,f,2,0,4,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-3 -4
php_3_2.cadical.frat,frat,php_3_2.cnf,31,6,f,2,0,6,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-5 -6
php_3_2.cadical.frat,frat,php_3_2.cnf,32,7,f,2,0,3,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-1 -3
php_3_2.cadical.frat,frat,php_3_2.cnf,33,8,f,2,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-1 -5
php_3_2.cadical.frat,frat,php_3_2.cnf,34,9,f,2,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-3 -5
php_3_2.cadical.frat,frat,php_3_2.cnf,35,10,f,2,0,4,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-2 -4
php_3_2.cadical.frat,frat,php_3_2.cnf,36,11,f,2,0,6,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-2 -6
php_3_2.cadical.frat,frat,php_3_2.cnf,37,12,f,2,0,6,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-4 -6
php_3_2.cadical.frat,frat,php_3_2.cnf,38,19,f,0,0,0,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,
xor_unsat.cadical.frat,frat,xor_unsat.cnf,1,1,o,3,0,3,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,1 2 3
xor_unsat.cadical.frat,frat,xor_unsat.cnf,2,2,o,3,0,3,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,1 -2 -3
xor_unsat.cadical.frat,frat,xor_unsat.cnf,3,3,o,3,0,3,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-1 2 -3
xor_unsat.cadical.frat,frat,xor_unsat.cnf,4,4,o,3,0,3,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-1 -2 3
